UCL_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
UCL213012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,7,3,24,16,8,8,5,6,75,20,50,23,95,56,88,77,38,14,467,556,1306,780,2232,1301,1368,1121,492,254,9419,0,0,0,0,0,0,0,0,0,0,1112,2485,1549,3569,1917,2133,1591,618,300,15278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,0,0,28,0,0,0,0,0,0,3,0,0,5,0,0,0,13,8,3,0,0,0,31,0,0,0,0,8,4,3,0,0,10,0,0,0,0,0,3,0,0,0,7,3,38,31,120,156,140,171,108,41,808,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,3,0,0,7,7,3,6,36,13,10,87
UCL213013,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,4,0,3,0,9,7,3,3,3,3,22,21,28,44,107,64,89,69,54,21,490,306,537,537,1134,671,803,543,361,216,5109,0,0,0,0,0,0,0,0,0,0,539,1030,1012,1799,1141,1179,840,486,247,8275,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,5,0,3,0,10,31,53,60,41,17,218,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,22
UCL213014,0,0,3,14,8,3,0,0,0,21,0,0,3,0,3,0,4,0,0,11,0,0,0,0,3,3,0,3,0,5,0,0,4,10,9,7,15,5,4,55,32,43,50,128,92,89,60,50,19,555,432,795,737,1729,934,914,708,486,290,7021,0,0,0,0,0,0,0,0,0,0,819,1451,1363,2562,1328,1304,930,598,330,10701,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,4,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,21,3,3,3,0,0,24,0,0,0,0,6,0,12,7,3,28,0,0,0,4,0,4,3,0,0,8,0,12,8,46,71,69,97,56,34,403,0,0,0,4,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,5,26,9,3,56
UCL213015,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,5,13,7,0,0,3,0,27,31,53,75,141,85,99,77,67,28,657,360,609,666,1321,636,622,543,460,241,5449,0,13,30,45,31,20,0,0,0,136,658,1064,1069,1885,947,928,778,583,298,8215,0,0,0,8,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,13,21,17,15,15,5,85,0,0,0,3,8,0,0,0,0,15,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,3,3,0,8
UCL213016,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,9,48,15,11,10,7,7,103,19,48,38,113,76,47,52,30,11,434,607,1279,766,2432,1211,1014,777,372,159,8625,0,0,0,0,0,0,0,0,0,0,1205,2373,1414,3750,1877,1571,1104,457,180,13932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,28,13,0,0,0,3,59,0,0,0,0,3,0,0,0,0,9,0,0,4,6,0,3,0,0,0,19,0,0,0,0,3,5,6,3,0,17,0,0,0,0,0,4,3,0,0,4,11,61,45,165,127,91,111,67,20,696,0,0,0,3,3,0,0,0,0,7,0,0,0,16,0,0,0,0,0,19,0,3,3,21,3,14,22,10,3,87
UCL213017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,13,11,16,15,0,76,23,53,75,122,98,100,90,89,106,755,509,1121,1032,2142,1223,1288,1150,837,568,9862,0,0,0,0,0,0,0,0,0,0,977,2140,1845,3488,1989,1966,1553,1056,562,15574,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,3,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,16,4,0,0,3,0,25,0,0,0,0,0,5,3,0,0,12,0,3,0,3,0,0,0,0,0,6,0,3,5,31,46,59,82,54,32,308,0,0,0,0,3,0,0,0,0,4,0,3,0,3,4,0,3,0,0,10,0,0,0,4,3,4,32,11,15,72
UCL213018,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,5,28,15,11,9,11,4,79,16,45,52,108,74,71,75,60,33,541,397,886,855,1673,994,981,942,526,271,7535,0,0,0,0,0,0,0,0,0,0,774,1635,1535,2570,1498,1438,1220,688,289,11651,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,7,14,9,7,0,0,0,39,0,0,0,0,5,3,4,0,0,10,0,0,0,0,0,0,3,0,0,6,3,6,14,50,61,91,133,76,31,457,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,12,30,30,3,80
UCL214001,0,0,4,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,6,0,17,6,17,17,60,29,30,29,31,13,230,154,369,378,732,489,477,448,298,176,3522,0,0,0,0,0,0,0,0,0,0,320,688,715,1119,792,826,723,421,224,5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,7,11,14,41,31,9,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,3,22
UCL214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,6,9,9,7,40,15,29,48,87,55,66,68,53,31,452,217,487,473,915,644,709,707,479,292,4922,0,0,0,0,0,0,0,0,0,0,410,901,884,1433,966,1082,978,683,362,7703,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,14,25,25,59,34,20,190,0,0,0,4,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,13,39,8,9,76
UCL214003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,15,4,5,5,4,0,44,11,40,24,106,61,98,65,68,75,540,234,511,373,990,698,761,700,438,251,4947,0,0,0,0,0,0,0,0,0,3,441,937,775,1694,1070,1068,954,586,238,7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,7,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,11,8,10,0,0,0,30,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,5,5,36,49,66,78,48,20,309,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,0,0,0,13,9,10,17,7,0,48
UCL214004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,6,0,15,8,13,18,53,29,40,42,38,10,248,144,301,298,564,316,328,383,278,111,2723,0,0,0,0,0,0,0,0,0,0,279,555,481,794,507,494,496,340,143,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,19,30,32,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,21
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,0,3,25,24,55,60,117,62,77,71,30,8,511,0,0,0,0,0,0,0,0,0,0,51,110,132,184,123,103,124,45,15,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,0,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
UCL214006,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,7,5,11,3,0,10,4,0,38,16,27,20,56,46,28,42,27,41,304,378,743,534,1327,730,509,477,200,141,5034,0,0,0,0,0,0,0,0,0,0,757,1438,1030,2079,1071,748,580,219,106,8031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,3,0,5,10,8,0,3,0,0,33,0,0,0,0,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,18,13,58,84,80,72,60,10,393,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,0,3,0,6,3,6,27,7,3,54
UCL214007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,8,0,3,0,23,13,13,36,60,44,53,66,54,22,362,247,470,525,918,604,658,595,412,270,4705,0,0,0,0,0,0,0,0,0,0,464,895,957,1485,925,1010,903,554,324,7505,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,3,24,3,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,4,22,29,27,37,38,6,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,3,14
UCL214008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,20,8,4,5,15,7,62,12,20,18,82,46,55,48,28,21,330,234,500,409,1030,580,638,524,319,157,4393,0,0,0,0,0,0,0,0,0,0,472,947,767,1555,880,855,643,343,134,6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,4,14,51,82,102,127,75,33,492,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,8,15,15,19,8,67
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,0,3,23,3,10,9,37,33,25,56,28,14,208,118,284,160,488,282,404,516,272,139,2659,0,0,0,0,0,0,0,0,0,0,243,553,290,765,427,608,645,326,156,4007,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,0,27,15,42,78,50,15,234,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,4,0,0,0,3,4,3,9,9,5,33
UCL214010,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,4,7,3,4,38,6,36,36,66,48,35,40,27,5,295,186,505,449,851,492,363,367,242,100,3536,0,0,0,0,0,0,0,0,0,0,403,931,775,1327,718,542,452,287,119,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,13,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,78,5,3,0,0,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,24,40,43,56,39,8,224,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,3,3,0,12,3,3,20
UCL214011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,4,23,4,19,16,62,35,35,54,41,36,308,147,321,287,630,373,408,424,308,181,3080,0,0,0,0,0,0,0,0,0,0,317,600,573,1002,568,650,597,394,209,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,12,16,42,25,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,14
UCL214012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,4,5,6,0,26,10,30,26,57,50,51,78,40,18,356,139,289,260,518,397,499,565,308,138,3120,0,0,0,0,0,0,0,0,0,0,247,521,481,801,581,722,737,364,161,4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,0,10,0,0,4,8,11,50,87,73,18,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,19,9,0,31
UCL214013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,19,13,18,16,44,22,31,35,28,13,228,161,337,235,584,304,338,349,252,151,2709,0,0,0,0,0,0,0,0,0,0,318,581,485,921,475,507,480,298,159,4222,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,13,13,32,27,23,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,3,18
UCL214014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,0,21,9,16,20,50,54,50,72,56,31,354,177,397,372,701,468,545,614,426,224,3919,0,0,0,0,0,0,0,0,0,0,343,757,735,1130,722,817,874,584,258,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,29,44,78,50,16,234,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,3,3,16
UCL214015,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,3,0,30,6,13,16,47,37,79,73,41,22,331,128,271,203,507,416,710,792,345,160,3525,0,0,0,0,0,0,0,0,0,0,236,503,428,762,642,938,992,425,206,5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,3,4,10,15,0,34,0,0,0,0,0,5,6,3,0,18,0,12,3,23,39,74,106,50,29,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,5,7,22,10,3,53
UCL214016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,23,16,26,34,77,39,63,53,41,29,389,149,306,360,618,383,453,341,234,114,2971,0,0,0,0,0,0,0,0,0,3,271,537,598,961,599,684,480,275,107,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,83,7,0,3,0,0,0,97,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,27,30,23,5,107,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,13,3,7,21
UCL214017,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,3,0,3,0,0,22,9,15,26,50,42,43,37,47,16,272,121,276,288,585,378,404,375,273,161,2861,0,0,0,0,0,0,0,0,0,0,240,500,541,926,597,656,579,367,204,4613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,27,16,3,89,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6
UCL214018,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,19,13,9,10,3,0,49,23,38,50,107,69,53,42,18,3,401,307,667,585,1202,661,485,289,92,32,4309,0,0,0,0,0,0,0,0,0,0,572,1225,1017,1811,956,666,312,101,32,6694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,8,6,5,0,0,0,16,0,0,0,0,6,0,3,0,0,12,0,0,0,0,0,0,0,7,0,5,0,14,7,36,65,50,46,13,4,238,0,0,3,3,4,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,4,20,0,0,27
UCL214019,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,3,10,4,7,5,4,4,36,17,21,24,64,53,45,72,63,36,391,228,424,393,797,527,569,585,419,233,4167,0,0,0,0,0,0,0,0,0,0,416,786,715,1182,759,831,702,462,221,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,13,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,47,68,100,88,32,360,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,7,0,39
UCL214020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14,12,32,30,78,47,59,75,49,38,423,203,438,318,744,452,558,667,415,215,4007,0,0,0,0,0,0,0,0,0,0,409,829,604,1176,718,847,910,631,279,6404,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,32,71,39,16,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,15,4,0,28
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,3,5,10,12,11,5,0,50,10,60,47,81,94,131,78,47,14,563,0,0,0,0,0,0,0,0,0,0,31,114,103,129,136,203,119,69,9,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,15
