UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215015,4,4,0,0,0,0,0,0,0,13,0,3,4,0,0,0,0,0,0,7,20,7,28,3,3,3,8,9,0,84,10,5,31,3,0,0,3,5,3,60,5,3,8,0,0,3,3,0,0,20,3,11,3,8,0,0,0,0,0,18,4,14,0,0,0,0,0,0,0,15,15,8,6,6,0,6,0,0,0,41,4,11,0,3,0,0,0,0,0,22,3,3,0,0,0,3,0,3,0,9,0,0,11,3,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,69,70,90,27,9,11,19,23,3,329,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6
UCL215016,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,11,28,4,103,9,8,11,33,28,4,226,8,0,55,0,0,3,6,3,0,75,0,0,16,0,0,0,3,8,0,25,0,10,3,3,3,0,0,3,0,17,0,13,0,6,0,0,0,0,0,19,7,4,3,3,9,7,8,4,0,47,5,0,0,8,0,4,0,3,0,29,0,0,0,0,0,0,0,3,0,11,0,0,5,3,0,4,3,0,0,19,0,0,0,0,0,0,0,3,0,3,8,3,0,0,3,0,7,0,0,16,3,0,16,3,3,4,12,4,3,40,65,49,195,32,32,28,66,55,6,540,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
UCL215017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,65,4,0,0,17,12,0,120,13,0,38,0,0,0,6,7,0,73,4,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,15,10,6,4,0,3,3,3,0,0,26,3,3,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,46,31,124,15,6,8,42,26,0,290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
UCL215018,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,12,8,51,3,0,7,6,19,0,98,12,3,30,0,0,0,6,3,0,61,12,3,10,0,0,0,6,8,0,34,0,5,0,3,0,0,0,0,0,14,3,12,4,0,0,0,0,0,0,24,6,5,0,0,4,8,0,3,0,26,3,3,0,6,3,0,0,3,0,21,0,4,3,0,0,0,0,3,0,11,5,3,11,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,8,0,0,0,6,5,0,22,61,54,114,17,15,19,30,48,7,360,0,3,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9
UCL215019,4,7,0,0,0,0,0,0,0,11,3,0,5,0,0,0,0,0,0,7,3,10,28,4,0,3,3,4,3,57,13,0,63,3,3,0,0,12,0,90,0,5,5,0,3,0,0,0,0,12,0,5,0,4,0,0,0,0,0,9,3,23,3,0,0,0,0,0,0,33,7,5,0,0,0,0,0,0,0,19,3,5,0,3,0,0,0,0,0,15,3,6,0,0,0,0,0,0,0,14,3,0,7,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,48,65,119,18,4,13,4,11,4,283,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9
UCL215020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,0,28,4,0,10,0,0,0,3,0,0,14,0,0,3,0,0,0,3,3,0,12,0,9,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,20,19,26,3,0,6,15,26,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,32,3,3,0,5,9,0,63,0,3,10,0,0,0,0,0,0,17,0,0,3,0,0,0,3,0,0,8,0,11,0,0,0,0,0,3,0,14,0,3,0,0,3,0,0,0,0,5,3,0,0,0,0,0,7,0,0,17,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,17,22,48,9,7,10,19,24,3,164,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215022,3,10,0,0,0,0,0,7,0,23,0,3,3,0,0,0,0,0,5,10,17,24,115,4,5,0,34,19,0,219,3,0,44,0,0,0,15,11,4,71,0,0,0,0,0,0,0,3,0,11,0,15,5,0,0,0,0,3,0,24,0,15,0,3,0,0,5,0,0,30,12,13,6,3,9,3,3,4,0,54,3,4,0,12,5,4,0,0,0,25,0,4,3,0,0,0,0,0,0,10,3,0,9,4,0,3,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,10,0,0,0,0,3,4,24,49,91,204,30,25,16,60,56,18,538,0,4,8,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,14
UCL215023,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,11,3,27,0,3,4,15,17,0,90,3,0,9,0,0,0,5,10,0,26,3,3,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,3,0,0,0,0,3,3,0,19,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,34,22,42,7,6,10,32,41,6,194,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
UCL215024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,3,3,4,11,12,3,77,11,0,8,0,0,0,3,6,0,31,5,0,5,0,0,0,3,6,0,17,0,4,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,8,3,3,0,0,0,0,3,3,0,22,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,7,27,28,63,9,10,8,21,25,3,188,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0,6,9,0,54,3,0,11,0,0,0,3,0,0,14,8,0,0,0,0,0,0,4,0,20,0,3,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,11,5,0,0,0,3,0,0,4,0,14,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,22,21,54,12,0,3,16,27,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215026,4,3,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,8,25,10,57,11,0,6,16,18,5,151,21,3,74,0,3,3,5,7,0,117,5,4,3,0,0,0,0,4,0,20,3,17,0,7,0,3,0,0,0,28,3,13,0,5,0,0,0,0,0,26,19,9,13,3,3,19,4,4,3,70,7,10,0,12,3,3,0,3,0,40,0,3,3,4,0,0,0,0,0,15,16,0,27,8,0,3,3,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,8,0,0,3,3,8,5,31,107,66,197,51,15,38,40,56,17,585,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,9,9,4,0,3,0,3,0,23
UCL215027,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,9,3,0,63,3,3,3,8,17,5,110,6,0,41,0,0,0,3,7,0,52,3,8,8,0,0,0,0,3,0,22,0,9,3,3,0,0,0,0,0,21,0,10,3,4,3,0,0,0,0,15,7,9,3,4,3,0,0,3,0,34,0,6,3,5,0,0,3,0,0,17,0,6,0,0,3,0,0,0,0,15,4,0,10,0,0,0,3,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,7,0,14,36,50,134,22,19,11,18,37,7,331,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5
UCL215028,0,4,3,0,0,0,0,0,0,14,0,3,0,3,0,0,0,0,0,12,18,4,31,0,3,3,10,9,0,82,15,4,33,0,0,0,0,8,0,61,5,8,6,0,0,0,0,0,0,19,5,17,0,7,0,0,0,0,0,37,0,17,0,7,0,3,0,0,0,33,25,16,4,3,5,3,0,4,0,63,9,13,4,11,6,4,0,5,4,53,3,9,7,5,3,0,0,3,0,29,7,0,32,6,0,3,3,4,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,7,0,0,3,5,6,0,25,91,103,132,48,22,22,21,46,7,485,3,5,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9
UCL215029,0,3,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,15,8,19,65,0,6,0,17,10,7,131,8,0,36,3,0,3,3,8,0,58,0,0,8,0,0,0,0,0,0,13,0,4,0,4,3,0,0,0,0,15,0,4,0,3,0,0,0,0,0,10,19,9,0,0,8,0,9,0,3,48,0,3,0,4,0,3,3,0,0,20,0,3,4,3,3,0,0,0,0,10,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,6,0,3,3,0,22,37,57,120,15,36,13,43,26,13,363,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8
UCL215030,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,3,12,3,0,45,3,0,9,0,0,0,3,0,0,19,0,4,0,3,0,0,0,0,0,14,0,3,0,4,0,0,0,0,0,11,3,8,0,0,0,0,3,0,0,13,3,0,0,0,3,0,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,4,3,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,20,34,10,7,7,30,10,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,4,7,5,0,47,5,0,13,0,0,4,3,3,0,28,9,3,0,0,0,3,3,4,0,16,0,4,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,12,6,0,3,0,4,0,0,3,0,16,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,31,17,48,0,3,11,15,20,0,149,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215032,4,7,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,8,40,3,7,3,13,19,3,106,15,3,21,0,0,0,7,7,0,49,13,0,8,3,0,0,0,9,0,42,0,10,0,3,0,0,0,0,0,13,3,13,0,3,0,0,4,0,0,23,7,5,3,4,3,3,0,0,0,34,0,4,0,4,3,0,0,4,0,28,0,4,0,0,0,0,0,0,0,6,4,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,14,62,49,97,24,19,16,31,42,3,334,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,4,0,16
UCL215033,0,0,0,0,0,3,0,0,0,10,3,13,3,0,0,3,0,6,0,32,20,16,71,7,15,3,7,6,0,147,13,0,40,0,7,3,3,9,0,73,0,3,10,0,0,0,5,0,0,16,0,11,3,5,0,0,0,0,0,19,7,20,0,3,3,0,0,0,0,35,27,21,3,6,31,11,9,0,0,115,7,3,0,12,5,0,0,3,0,25,4,3,4,0,0,0,3,0,0,18,0,0,0,0,3,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,3,3,7,0,4,0,3,7,0,23,86,100,146,38,59,24,44,32,4,536,0,3,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,3
UCL215034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,16,0,0,0,6,6,0,39,0,0,9,0,0,0,0,3,0,12,4,0,0,0,0,0,3,0,3,12,0,4,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,0,10,4,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,23,14,33,8,0,3,11,16,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9
UCL215035,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,7,43,0,0,0,18,9,3,91,6,0,35,0,0,3,3,8,0,57,0,0,4,0,0,0,3,3,0,13,0,0,0,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,6,8,3,0,0,0,0,0,0,0,14,0,3,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,26,17,96,8,4,8,28,25,7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL215036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,19,11,41,0,0,4,3,6,0,85,0,0,20,0,0,0,0,3,0,29,0,0,4,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,10,3,0,4,0,3,0,5,0,0,13,0,3,0,3,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,7,0,0,0,3,0,0,19,27,31,84,10,9,12,20,18,0,210,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4
UCL215037,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,5,33,0,0,0,9,8,3,68,4,0,13,0,0,0,6,3,0,30,3,0,0,0,0,0,4,3,0,9,0,3,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,14,24,16,59,13,3,4,21,22,4,166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL215038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,36,0,0,0,12,3,0,64,0,0,14,0,0,0,4,4,0,22,4,0,3,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,14,12,10,64,9,6,4,29,22,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL215039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,26,0,0,0,14,0,4,51,3,0,8,0,0,0,4,7,0,22,0,0,5,0,0,3,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,18,17,4,47,4,0,10,31,16,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
UCL215040,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,15,19,68,3,5,4,23,17,0,147,9,3,28,3,3,0,0,0,0,51,13,4,6,0,3,4,3,7,0,37,0,10,0,0,0,0,0,0,0,18,5,15,0,8,0,0,0,0,0,28,25,6,3,3,4,13,0,9,0,57,0,10,3,7,0,0,0,3,0,24,0,3,3,0,0,0,0,0,0,4,3,0,8,0,0,3,0,14,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,3,5,6,3,37,79,75,128,20,22,23,30,61,6,440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
