UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL213011,3,4,0,4,8,6,9,18,0,54,0,3,3,0,14,8,9,12,3,49,10,5,5,9,66,65,63,33,5,268,14,4,7,8,68,37,23,33,0,201,18,3,18,20,64,91,21,52,5,291,3,5,4,4,23,16,9,3,0,67,4,43,27,31,47,34,21,43,3,252,0,49,18,15,23,21,3,24,5,156,10,5,15,14,23,25,18,53,0,156,0,3,3,0,9,11,3,0,0,33,0,0,0,0,9,3,0,3,3,20,0,0,0,3,4,4,3,9,0,25,0,3,3,0,15,30,13,10,0,76,0,11,7,12,12,17,0,7,4,66,3,10,9,9,36,26,17,13,3,115,0,12,5,9,16,10,8,6,0,54,3,15,18,19,34,20,13,10,3,135,0,12,0,3,3,4,0,3,0,27,0,7,3,9,19,30,16,20,0,108,10,5,5,10,23,19,11,16,42,146
UCL213012,4,7,4,3,7,11,6,8,0,58,0,0,0,0,0,4,4,10,0,23,11,10,11,13,61,79,41,70,0,298,0,4,7,0,18,19,16,14,0,74,22,30,41,67,120,287,124,210,19,915,4,0,3,4,16,30,20,37,0,114,5,70,36,42,37,44,32,56,6,328,10,82,22,25,24,36,21,20,3,243,10,12,6,29,28,43,27,58,4,217,3,8,0,3,11,14,5,12,0,61,0,5,5,10,13,30,18,17,0,101,0,3,3,3,12,13,3,24,0,66,9,28,25,30,44,90,44,65,3,338,6,20,11,17,19,22,3,19,0,124,11,16,15,7,58,79,47,47,0,286,5,24,21,36,63,77,39,74,4,349,3,16,19,43,40,68,31,46,0,264,0,24,5,13,12,22,6,12,0,95,0,6,8,11,22,31,12,14,3,111,11,15,10,11,31,39,10,37,30,187
UCL213013,0,9,8,16,22,19,4,43,9,122,0,0,0,0,0,0,0,3,0,10,29,11,13,17,114,148,157,73,7,573,4,0,8,0,14,6,3,7,3,45,9,3,16,25,37,79,15,35,3,211,5,0,3,0,17,16,3,24,0,68,9,42,15,11,17,16,14,18,0,146,4,42,9,11,7,14,9,21,3,126,10,14,16,17,20,31,34,85,4,232,0,0,0,3,8,0,3,0,0,18,0,0,0,0,3,3,0,5,0,12,0,0,0,4,7,0,3,9,0,20,0,14,3,7,7,14,3,8,0,57,4,10,3,7,5,3,0,0,3,40,13,3,0,6,33,25,12,11,5,102,5,12,6,14,7,20,3,13,3,80,0,3,13,8,15,22,9,7,0,83,0,4,0,0,4,4,0,0,0,16,0,10,0,3,26,21,14,15,0,90,10,16,3,5,12,15,6,18,23,113
UCL213014,5,13,13,14,24,24,20,44,0,159,15,0,0,0,25,15,19,79,0,158,7,4,3,13,58,47,29,21,4,194,8,0,0,0,16,20,20,11,0,77,11,7,13,18,69,125,47,144,7,445,3,3,0,6,11,15,14,7,0,51,6,57,29,31,48,45,40,32,0,289,7,59,25,16,26,21,17,31,0,205,7,8,4,12,10,20,14,28,3,104,0,0,0,0,3,0,5,3,0,12,0,3,0,0,3,10,5,12,0,35,3,3,0,3,5,6,0,11,0,34,3,9,7,3,20,20,11,22,0,96,4,9,10,11,10,10,7,11,0,76,22,10,3,14,91,103,81,75,6,405,3,11,0,23,19,20,18,34,0,135,3,8,6,23,23,44,10,22,0,154,0,12,0,0,9,4,0,4,0,29,4,9,4,14,23,29,15,16,0,107,0,6,8,3,30,27,8,27,29,135
UCL213015,0,12,15,19,26,57,21,68,4,230,3,0,0,0,3,0,3,9,3,14,11,9,14,32,76,64,47,47,3,297,3,0,0,0,5,18,0,11,0,36,11,15,3,16,64,89,33,56,3,293,0,0,0,4,14,36,22,29,3,116,9,33,14,13,52,39,29,45,3,237,3,45,14,15,16,14,12,28,0,149,11,8,10,10,24,28,13,49,3,165,0,0,0,0,9,3,3,3,0,23,0,0,0,3,4,12,4,13,0,38,0,0,0,0,0,3,4,9,0,19,0,6,3,4,10,28,12,22,0,86,3,5,7,8,12,10,0,3,0,50,4,3,3,3,37,39,16,10,4,120,4,6,10,3,31,33,12,21,0,111,5,9,8,9,15,31,12,20,3,115,3,6,3,3,3,6,3,10,0,34,0,5,3,9,35,27,13,13,3,110,6,3,6,14,12,21,7,21,18,106
UCL213016,3,0,5,3,5,4,3,17,0,52,4,3,0,0,0,5,3,13,0,22,12,11,10,20,62,83,44,83,0,323,3,3,0,0,10,7,6,14,0,45,18,32,18,48,116,283,108,216,14,855,6,8,11,3,36,43,30,52,0,192,11,62,27,29,46,52,27,69,7,332,13,79,18,29,34,26,22,42,4,273,4,6,8,14,16,37,16,35,4,146,4,3,4,7,12,10,12,13,0,65,3,3,5,5,24,46,18,31,0,136,4,0,0,0,10,16,7,25,0,57,9,21,18,25,27,80,45,100,3,330,6,14,18,12,15,21,13,15,0,110,10,9,10,7,56,81,48,52,4,282,13,26,25,29,53,64,46,71,0,318,12,18,11,26,49,59,16,46,0,237,6,16,7,10,3,11,6,16,0,82,0,5,3,14,25,29,16,31,0,128,5,16,13,13,17,41,8,30,25,170
UCL213017,6,8,7,13,11,19,18,25,4,110,0,0,0,0,0,7,0,4,0,14,11,15,12,27,164,172,73,102,9,589,3,0,0,3,17,7,10,12,0,54,12,21,12,36,84,176,70,103,7,519,6,5,4,8,24,35,18,30,3,144,21,63,31,41,72,76,49,58,5,406,3,78,32,21,42,20,11,37,3,246,6,6,26,29,41,37,34,78,4,257,0,3,3,3,16,15,7,14,0,54,0,3,3,4,13,13,14,17,0,58,0,0,0,3,4,5,11,15,0,41,0,5,6,10,17,26,19,25,3,111,9,30,15,18,45,19,16,9,3,166,12,4,5,14,64,79,28,26,0,239,3,5,13,8,46,43,27,34,3,183,20,14,19,40,48,45,32,41,0,273,3,8,7,0,10,4,3,10,0,43,3,5,4,13,30,56,13,39,0,167,0,21,10,11,27,52,17,28,49,214
UCL213018,6,13,3,13,26,32,18,44,0,157,3,0,0,0,0,4,0,18,0,30,5,8,13,21,57,77,57,75,3,318,5,0,0,3,33,15,20,22,0,101,21,16,14,30,86,174,100,144,7,578,5,3,3,3,28,27,26,29,0,138,3,42,24,23,53,40,44,49,3,275,3,69,14,13,14,14,13,15,3,155,4,11,12,15,18,31,20,48,0,158,0,3,6,3,11,13,4,13,0,49,0,0,4,3,8,21,7,16,0,57,0,5,0,0,0,4,3,18,0,30,5,14,10,16,26,42,23,41,0,173,4,11,10,11,6,7,7,9,0,57,11,6,7,5,62,58,25,23,3,199,5,19,18,19,38,43,27,52,0,209,7,5,6,16,30,30,16,15,3,144,0,3,3,0,6,3,8,5,0,41,3,11,14,9,34,33,14,27,3,154,8,11,6,3,21,26,8,17,27,120
UCL214001,4,3,10,11,11,27,7,19,0,92,3,0,0,0,0,3,12,13,0,32,8,4,9,44,81,82,23,17,0,274,0,0,0,0,4,6,4,9,0,22,3,6,5,10,19,36,20,48,6,151,0,3,3,5,13,15,4,13,0,63,7,16,12,8,20,11,12,17,0,104,0,39,7,6,15,11,4,12,3,92,0,10,8,3,10,8,5,13,0,64,0,4,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,14,0,0,3,0,5,3,0,3,0,18,4,6,0,4,7,3,0,7,0,31,23,9,7,22,74,81,25,38,3,269,0,3,3,6,7,7,5,3,0,43,6,3,3,19,20,20,8,10,0,89,0,3,3,0,3,0,4,0,0,20,0,10,0,10,16,10,9,12,0,61,0,3,7,0,13,8,3,9,11,57
UCL214002,4,12,6,11,7,14,3,11,0,59,0,0,0,0,3,3,0,3,0,8,3,7,5,4,113,51,45,29,3,259,0,0,0,4,24,21,6,11,0,62,16,8,15,22,58,75,23,51,3,262,0,3,0,6,29,36,19,12,0,103,5,20,14,23,32,27,25,23,0,169,3,19,10,7,11,4,5,17,0,89,11,4,10,4,22,27,16,34,4,131,3,0,0,0,0,6,0,5,0,13,0,0,0,0,3,0,3,0,0,6,0,3,3,5,3,3,4,4,0,22,0,8,0,3,10,6,7,5,0,46,5,8,8,7,13,14,3,6,0,51,3,7,3,7,29,41,21,9,0,112,3,3,10,8,15,18,15,6,0,76,6,9,11,16,10,23,5,8,0,83,0,4,4,0,5,3,0,7,0,25,3,11,4,6,15,22,10,13,0,75,6,7,0,4,19,20,13,6,9,94
UCL214003,5,4,8,3,0,3,8,10,0,33,0,0,3,0,0,3,0,8,0,18,9,8,6,36,68,102,44,48,3,326,0,0,0,0,0,6,0,0,0,13,10,13,12,32,30,51,22,49,3,227,3,3,3,5,10,3,7,19,0,45,5,57,17,14,13,24,20,15,3,165,3,28,4,5,7,10,16,14,3,92,3,5,11,3,11,15,19,10,0,77,0,7,4,3,7,3,0,5,0,32,0,0,0,0,3,4,4,3,0,19,0,0,0,0,0,5,3,8,0,19,4,15,16,24,23,26,12,23,0,139,0,5,0,9,8,6,3,3,0,34,3,5,8,12,27,49,23,15,0,145,0,17,14,27,19,24,14,24,0,129,3,12,19,27,16,25,3,7,0,122,3,7,4,8,9,4,3,3,0,40,0,3,0,8,15,25,11,16,0,73,3,15,7,7,11,11,5,15,13,95
UCL214004,0,8,14,20,28,36,9,34,4,154,0,0,0,0,0,0,0,0,0,3,20,6,4,6,43,57,87,46,0,267,0,0,0,0,12,5,0,4,0,25,3,3,6,6,19,28,14,35,0,116,0,3,3,0,3,7,7,8,3,28,4,19,8,6,25,12,19,14,0,114,4,5,9,4,17,5,4,7,0,53,3,0,5,0,15,8,9,14,4,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,0,4,0,4,3,3,4,9,0,25,0,0,3,5,5,0,3,4,0,20,0,0,0,0,8,9,4,3,0,29,0,0,3,3,4,0,6,3,0,19,0,6,0,3,0,10,4,6,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,9,3,4,0,34,7,5,4,4,7,17,5,5,14,70
UCL214005,0,0,0,0,5,14,3,0,0,23,0,0,0,0,0,0,0,3,0,0,3,0,0,3,7,22,10,6,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,3,0,0,29,0,0,0,0,4,3,0,0,0,5,0,3,6,0,5,0,0,3,0,19,0,0,3,0,4,0,0,0,0,12,0,0,0,3,0,3,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,10,0,4,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,17,0,0,0,0,4,3,3,3,3,20
UCL214006,0,0,0,3,3,3,0,3,0,14,0,0,0,0,0,0,0,4,0,6,4,11,3,4,51,60,44,57,0,235,0,0,0,0,5,12,5,9,0,30,7,8,9,24,64,143,65,190,10,529,5,3,5,0,15,17,13,27,0,81,9,43,11,8,21,16,27,26,0,164,6,31,13,6,8,12,7,12,0,91,11,7,14,15,40,54,46,60,0,248,0,0,0,0,9,18,6,9,0,38,0,0,3,4,12,22,21,27,0,85,5,3,3,0,5,3,3,16,0,40,3,5,9,8,19,49,20,60,0,171,4,12,3,3,12,20,12,12,0,74,9,6,3,10,48,54,34,41,0,204,0,21,3,7,15,24,19,29,0,114,0,5,0,3,12,16,9,19,0,68,0,14,0,9,4,11,3,12,0,45,0,0,6,4,10,14,16,21,0,75,0,5,8,0,17,23,12,20,8,92
UCL214007,12,16,20,13,26,37,20,42,4,189,3,0,0,0,0,16,9,10,0,42,4,8,3,9,38,22,24,22,0,141,0,0,0,0,4,6,5,0,0,18,6,7,11,19,40,94,36,42,3,261,3,4,0,7,9,27,24,16,0,81,4,38,15,17,63,34,35,23,0,224,3,36,13,13,17,9,11,16,0,122,7,0,11,7,12,14,15,29,4,111,0,0,0,0,3,12,3,6,0,24,0,0,0,3,0,7,3,3,0,13,0,0,0,0,0,3,0,3,0,7,3,9,0,10,12,9,6,15,0,59,4,5,3,5,8,11,6,9,0,43,9,5,4,6,34,31,12,10,0,119,0,19,6,11,26,14,10,35,0,125,7,17,3,18,19,45,8,16,3,136,0,6,0,3,3,4,3,5,0,22,4,7,3,0,28,33,13,22,0,103,7,5,3,3,11,18,3,6,16,76
UCL214008,5,4,7,4,18,18,9,11,0,79,0,0,0,3,3,0,0,4,0,12,11,16,5,8,69,59,36,43,4,252,0,0,0,0,6,21,8,3,0,37,15,8,21,29,57,135,59,110,8,447,0,4,3,3,12,8,14,15,0,56,4,12,5,13,31,21,8,17,0,123,9,30,14,7,17,9,14,28,3,120,0,11,11,12,6,22,9,27,3,99,0,0,0,0,3,3,8,9,0,26,0,0,4,0,5,3,3,0,0,13,0,3,0,0,6,5,5,3,0,27,0,6,10,7,9,13,11,24,0,78,0,7,4,11,13,7,5,11,0,56,3,5,3,7,21,17,9,8,0,72,0,12,7,11,11,10,4,13,0,68,3,11,3,10,19,15,5,9,0,73,3,6,0,0,11,9,3,7,3,46,3,6,3,3,27,32,17,19,0,107,7,10,3,7,19,26,12,16,26,133
UCL214009,3,3,3,5,3,8,5,6,0,41,0,0,0,0,0,0,4,4,0,12,0,0,3,9,7,11,10,22,0,68,0,0,0,0,10,18,9,3,0,39,7,4,7,22,18,57,19,33,5,181,0,0,3,0,8,9,8,3,0,25,3,15,7,13,13,10,9,13,0,87,3,9,6,3,11,12,3,5,6,57,0,3,3,0,7,9,0,3,0,28,0,4,0,0,0,0,0,0,0,11,0,0,0,0,3,3,3,3,0,17,0,0,0,0,0,0,3,4,0,11,3,9,4,3,11,8,9,7,0,55,0,7,4,4,4,3,0,0,0,25,0,0,0,0,17,11,7,5,0,46,5,6,4,14,13,15,5,14,0,76,0,6,5,5,12,13,8,3,0,51,0,5,0,3,0,0,6,0,0,15,0,0,0,0,8,12,0,3,0,30,0,3,4,4,7,6,9,12,10,59
UCL214010,0,0,0,0,5,7,3,10,0,20,0,0,0,0,0,0,4,8,0,19,3,0,4,3,57,40,49,26,4,185,0,0,0,0,4,7,10,11,0,32,14,20,15,17,43,118,55,82,4,362,0,0,0,0,16,14,4,11,0,52,0,20,3,8,20,16,10,18,3,96,3,34,5,7,5,10,0,5,0,68,11,8,12,4,15,34,29,45,0,152,0,0,0,0,3,0,0,3,0,8,0,0,0,0,3,10,0,0,0,13,0,0,0,0,0,3,0,3,0,14,0,0,0,0,10,12,6,11,0,40,0,10,0,8,8,8,5,3,0,45,10,6,5,5,28,33,21,18,0,129,0,3,3,4,18,22,4,10,0,73,0,0,0,8,0,7,14,4,0,35,3,0,3,3,5,3,6,3,0,24,0,3,3,4,13,13,9,23,3,71,0,6,8,7,24,15,10,11,13,88
UCL214011,3,7,5,7,11,20,12,25,3,90,0,0,0,0,0,0,0,3,0,0,10,6,15,26,68,66,51,47,3,292,3,3,0,0,6,11,3,3,0,27,14,6,5,11,25,39,15,24,0,137,0,5,0,4,11,3,3,7,0,27,4,19,6,10,20,12,12,18,0,104,0,3,0,3,8,4,0,12,0,34,4,0,0,6,9,7,10,12,0,53,0,0,0,0,7,0,0,0,0,8,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,6,3,0,0,13,3,0,0,4,7,8,8,9,0,48,0,3,6,3,6,0,0,7,0,28,3,0,0,3,14,15,4,0,0,43,0,3,0,0,9,11,5,12,0,46,4,0,3,6,11,11,10,3,3,49,0,3,4,0,3,0,0,0,0,11,3,10,0,7,6,15,15,13,0,74,4,7,0,3,14,7,5,3,19,55
UCL214012,6,9,5,8,8,8,3,32,3,77,0,0,0,0,0,0,0,8,0,7,8,5,3,11,21,18,16,6,0,97,0,0,0,0,6,7,3,7,0,25,10,8,6,9,28,39,21,19,0,151,0,0,0,0,3,0,4,8,0,18,8,13,8,10,23,20,8,17,3,108,5,40,14,13,12,16,6,28,0,134,0,6,5,3,9,10,4,17,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,4,0,7,3,3,3,6,0,26,3,4,3,3,4,0,3,5,0,21,0,3,7,5,11,17,4,8,3,54,0,4,0,3,6,3,3,8,0,27,0,3,0,11,11,9,3,7,0,49,0,3,0,0,5,3,0,0,0,16,4,3,0,0,5,7,0,9,0,39,0,3,0,4,4,11,0,9,20,51
UCL214013,0,8,8,9,7,9,5,20,3,66,0,0,0,0,0,0,0,3,0,11,7,0,4,3,21,23,35,30,0,127,3,0,0,0,8,10,0,5,0,25,4,3,11,7,26,53,29,46,3,187,3,3,0,0,7,7,8,14,0,43,3,22,10,10,21,17,23,12,0,129,0,18,6,10,7,8,9,3,0,58,0,0,3,10,3,9,7,21,3,60,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,3,4,3,0,16,0,0,0,0,3,3,0,3,0,11,0,0,3,3,3,8,3,3,0,20,0,12,6,3,8,8,3,0,0,34,7,4,0,4,15,11,14,8,0,58,0,9,7,3,8,11,5,13,0,53,3,3,0,4,14,10,3,8,0,43,0,4,0,0,3,0,3,3,0,12,0,3,0,4,5,11,9,14,0,44,3,3,6,5,12,12,3,7,10,51
UCL214014,0,3,10,3,9,6,6,11,6,54,3,0,0,0,0,6,0,8,0,17,7,14,8,16,106,53,46,24,3,273,0,0,0,0,4,0,0,0,0,13,4,7,5,12,22,33,15,24,3,129,0,3,3,3,5,6,3,3,0,23,5,13,15,21,37,22,17,24,3,152,0,28,7,8,8,4,8,10,0,71,4,8,0,11,14,16,7,26,0,88,0,3,3,0,3,0,3,3,0,14,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,3,4,5,0,3,0,20,0,3,3,3,7,5,0,0,0,22,7,5,0,3,21,22,9,6,3,82,0,8,5,0,8,14,7,8,0,45,3,17,13,11,11,12,0,4,0,76,0,7,4,3,0,4,0,3,0,23,0,7,3,0,17,8,7,7,0,47,4,4,0,4,10,15,4,7,14,72
UCL214015,0,5,3,3,8,5,8,9,0,40,0,0,0,0,0,3,0,3,0,6,5,3,4,9,16,33,9,16,0,95,0,0,0,0,0,5,3,3,0,14,4,18,11,23,34,79,25,32,3,226,0,0,0,0,6,10,5,4,0,35,5,8,9,13,16,18,3,8,0,81,8,15,12,3,6,12,3,12,0,69,3,6,10,4,8,19,11,28,3,84,0,0,0,0,0,6,0,3,0,15,0,4,0,0,5,4,0,7,0,29,0,0,0,0,3,3,5,3,0,12,0,12,4,6,8,13,6,13,0,66,0,4,3,6,3,10,4,3,0,40,10,6,3,5,16,19,8,3,0,66,3,5,3,7,13,6,7,3,0,44,5,4,6,11,7,9,3,8,0,48,0,9,4,5,7,0,0,0,0,22,0,7,3,0,4,9,3,5,0,30,3,4,6,7,10,14,3,10,12,64
UCL214016,3,0,0,9,21,4,8,6,0,45,0,0,0,0,3,0,0,7,0,9,4,3,8,14,34,27,18,14,0,106,0,3,0,5,9,3,5,5,0,36,7,6,10,6,47,60,25,41,3,195,0,0,11,5,5,7,5,4,0,40,3,21,5,14,23,22,11,14,0,110,0,16,7,9,8,3,4,11,3,64,11,5,5,9,30,16,13,15,3,105,0,0,3,0,4,4,3,4,0,17,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,3,3,4,3,25,3,9,5,6,5,9,3,0,0,38,4,3,0,5,44,41,14,19,3,139,0,3,0,3,14,14,11,7,0,41,0,5,3,4,0,5,3,3,0,28,3,3,0,0,3,4,0,3,0,20,0,3,6,3,10,16,7,15,0,55,7,3,11,4,5,12,0,11,19,71
UCL214017,3,3,8,6,8,11,3,13,0,52,8,0,0,0,3,10,33,33,0,91,5,3,8,32,35,105,34,33,0,255,0,0,0,0,3,5,0,5,0,18,0,7,3,8,19,32,16,15,0,106,0,0,0,3,5,3,0,3,0,26,7,21,10,7,19,20,8,11,0,101,0,13,13,5,12,3,0,10,3,59,0,6,3,3,4,7,7,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,3,0,0,0,3,0,0,0,12,0,4,4,0,0,7,0,3,0,18,0,0,3,9,3,0,0,3,3,26,9,3,0,8,19,43,13,11,3,115,3,0,6,3,5,6,4,5,3,32,4,5,8,16,13,11,5,14,0,76,0,0,0,3,3,4,3,0,0,13,0,7,4,0,4,12,3,9,0,36,3,5,3,5,0,16,3,7,12,48
UCL214018,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,11,0,16,7,17,6,12,84,63,43,48,3,280,0,0,0,0,8,10,8,20,0,46,11,8,11,23,83,149,57,113,6,462,5,3,3,4,13,33,14,19,0,92,8,25,12,18,34,27,20,16,3,159,5,42,5,16,7,5,9,8,3,99,9,4,12,12,42,67,38,76,0,260,3,0,3,0,5,8,3,0,0,26,0,0,0,3,3,14,4,12,0,35,0,0,0,0,6,0,4,0,0,16,5,8,5,3,10,23,6,20,0,68,0,4,4,5,11,14,10,11,0,58,10,5,3,4,33,50,24,16,0,142,0,6,8,3,20,14,0,15,0,56,0,3,3,11,11,9,5,7,0,45,3,7,0,0,3,4,0,4,0,22,0,3,3,3,29,47,10,19,6,117,3,6,9,3,31,31,16,25,23,144
UCL214019,3,7,0,7,0,17,7,8,3,54,0,0,0,0,3,0,0,3,0,12,0,6,7,13,24,23,11,9,0,97,3,0,3,3,5,14,3,5,0,46,9,16,14,28,52,92,31,50,3,300,5,8,12,9,19,11,11,7,0,72,12,32,19,22,37,24,16,15,4,187,5,33,15,4,15,4,7,11,3,99,0,9,10,8,10,13,5,16,0,68,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,3,0,9,0,0,3,5,4,12,3,6,0,36,6,10,9,8,8,7,0,4,4,52,4,0,0,0,26,14,7,5,0,66,0,3,4,9,11,9,3,7,0,51,0,9,5,15,22,8,6,9,3,81,3,4,3,0,4,3,0,0,0,18,0,3,4,4,14,13,8,8,0,70,3,8,0,3,10,16,3,7,20,65
UCL214020,3,3,3,3,16,12,8,32,0,89,0,0,0,0,0,0,0,3,0,3,20,15,4,10,83,89,36,42,3,289,0,0,0,0,5,7,4,0,0,13,8,3,16,16,37,91,42,68,10,289,4,3,0,0,0,7,6,11,0,38,10,32,5,9,15,24,21,19,0,137,8,25,3,6,24,28,0,16,0,117,3,0,8,4,7,16,3,24,0,63,0,0,0,0,0,5,0,0,0,3,0,3,0,4,0,3,0,7,0,18,0,0,3,3,0,0,3,4,0,16,0,0,0,6,5,7,3,10,0,33,0,5,0,3,5,4,0,6,0,34,3,3,4,4,21,7,4,7,0,52,3,6,3,0,14,18,11,7,0,61,0,0,6,7,10,11,3,9,0,46,0,0,0,0,3,11,3,10,0,27,0,6,0,4,5,17,10,19,0,55,6,0,0,5,15,6,4,8,10,64
