UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL214009,3,3,0,11,11,3,0,0,3,39,53,36,137,201,210,211,48,0,3,895,3,0,12,3,12,10,16,3,0,57,0,0,9,0,4,0,0,0,0,13,7,3,9,20,30,20,0,0,0,84,0,0,6,12,14,9,0,0,0,41,6,15,42,48,41,31,19,0,0,206,0,3,8,7,9,8,3,0,0,35,32,13,25,35,37,43,12,0,0,201,23,9,26,13,24,14,0,0,0,114,0,0,6,0,8,15,3,0,0,37,3,0,0,5,5,5,4,0,0,19,0,0,6,19,5,5,3,0,0,37,0,0,4,5,13,6,0,0,0,30,3,0,22,14,17,37,8,3,0,104,0,0,4,12,14,17,7,0,0,53,0,3,15,28,24,28,4,0,0,101,3,5,42,68,62,52,5,0,0,234,3,5,39,53,70,82,13,0,0,266,0,3,8,13,7,7,3,0,0,37
UCL214010,3,3,6,9,11,9,4,3,0,48,84,124,246,317,347,202,42,4,0,1363,0,5,3,4,7,3,3,4,0,28,0,0,3,3,4,0,0,0,0,17,12,25,41,66,71,33,6,0,0,265,0,3,10,9,11,6,0,0,0,41,24,49,106,84,81,44,8,0,0,398,0,3,15,14,31,16,5,0,0,73,22,38,48,44,47,38,6,3,0,249,75,33,18,18,32,12,7,0,0,193,3,16,31,41,49,41,8,0,0,192,0,4,4,3,5,3,0,0,0,21,0,0,6,25,11,17,3,0,0,63,0,4,3,7,7,6,0,0,0,26,3,9,14,30,32,17,7,0,0,102,0,5,14,22,20,13,5,0,0,80,3,18,41,59,63,34,9,0,0,229,3,8,49,77,69,46,7,0,0,263,0,17,55,79,93,64,15,0,0,325,0,3,19,15,11,9,0,0,0,63
UCL214011,0,3,0,0,8,8,0,0,0,26,45,83,200,204,265,213,37,9,3,1062,0,9,16,27,42,23,12,4,0,128,0,3,0,0,0,0,0,0,0,0,18,49,82,75,85,68,9,0,3,382,0,3,11,14,4,7,0,0,0,43,8,21,34,29,22,31,3,0,0,145,0,3,7,6,7,12,3,0,0,42,39,20,39,47,52,39,11,0,0,251,10,12,14,20,23,15,3,0,0,93,0,4,6,13,17,22,6,0,0,73,0,0,0,3,0,0,0,0,0,11,0,4,12,6,12,4,0,0,0,37,0,0,3,6,11,3,0,0,0,22,4,11,28,20,13,19,4,0,0,101,0,0,7,22,15,19,4,0,0,63,0,3,17,17,22,21,3,0,0,87,7,13,47,34,51,35,9,0,0,188,0,22,68,63,81,97,11,3,0,350,0,0,9,0,5,3,4,0,0,20
UCL214012,3,0,6,9,3,10,4,0,0,31,62,66,151,176,241,223,57,3,0,989,5,9,19,17,18,17,15,0,0,96,0,0,0,0,0,3,0,0,0,7,3,9,24,25,36,36,4,0,0,140,0,3,0,0,10,11,3,0,0,28,9,19,36,31,30,26,10,0,0,157,0,0,9,6,5,3,0,0,0,27,30,21,39,39,48,44,14,0,0,246,59,38,47,42,69,54,23,0,0,334,0,4,3,15,18,26,10,0,0,69,0,0,0,3,0,6,0,0,0,17,0,0,8,3,0,3,0,0,0,13,0,0,4,6,4,6,0,0,0,24,0,7,4,15,11,13,4,0,0,52,3,3,5,18,9,7,7,0,0,54,3,5,13,21,29,24,9,0,0,101,0,9,21,23,44,26,3,0,0,134,3,11,42,52,76,81,19,0,0,278,3,0,8,3,5,6,0,0,0,25
UCL214013,0,3,7,4,7,4,0,0,0,28,65,61,197,205,211,175,37,7,0,963,3,8,15,20,21,26,3,8,3,105,0,0,4,3,5,0,0,0,0,10,3,10,27,35,41,34,4,0,0,156,0,0,4,10,10,10,0,0,0,30,5,23,63,45,36,26,9,0,0,206,0,7,15,9,19,13,3,0,0,60,49,41,57,45,46,33,13,0,0,279,48,14,22,28,16,20,0,0,0,148,0,3,10,13,20,26,3,0,0,79,3,0,3,3,4,3,0,0,0,16,0,3,6,14,6,8,0,0,0,38,0,0,11,3,4,5,3,0,0,24,0,0,20,11,17,10,7,0,0,61,0,4,10,12,8,10,10,0,0,60,0,0,14,31,23,24,6,0,0,104,3,5,31,46,48,36,3,0,0,173,3,11,60,66,71,56,21,0,0,287,7,0,5,7,3,3,4,0,0,28
UCL214014,3,4,0,10,12,13,3,3,0,46,86,103,191,207,304,229,57,12,5,1186,0,3,14,20,16,11,7,0,0,70,0,0,5,3,3,3,0,0,0,20,18,38,71,83,85,63,11,0,0,373,0,0,3,3,3,0,0,0,0,13,9,26,25,20,22,29,0,0,0,132,0,0,4,5,11,7,3,0,0,31,49,55,55,52,58,56,7,3,0,341,54,25,30,27,26,20,7,0,0,195,0,5,19,20,24,27,7,0,0,109,3,3,6,5,8,8,3,0,0,28,0,3,5,13,8,0,0,0,0,27,0,0,0,3,3,4,3,0,0,13,0,4,5,8,12,17,3,0,0,53,0,4,7,3,14,19,6,0,0,60,0,10,20,23,50,32,6,3,0,142,3,11,46,36,43,32,8,0,0,176,9,27,60,61,112,93,16,0,0,386,0,4,9,8,6,6,3,0,0,38
UCL214015,0,4,6,5,5,9,8,0,0,35,46,52,112,175,283,288,72,5,0,1033,0,4,6,3,10,17,4,0,0,47,0,0,3,0,6,3,0,0,0,10,3,10,13,27,36,31,12,0,0,129,0,0,0,0,5,3,0,0,0,18,12,32,47,41,57,54,14,0,0,254,0,3,0,7,21,15,5,0,0,49,29,23,27,30,53,50,5,0,0,221,27,13,15,28,41,27,12,0,0,157,0,4,8,15,22,37,11,0,0,100,4,0,0,3,3,12,0,0,0,26,0,0,8,8,15,13,7,0,0,53,0,0,5,13,6,3,3,3,0,34,0,3,9,24,24,35,17,0,0,112,0,0,7,10,24,18,14,0,0,76,0,3,12,18,44,58,5,0,0,144,0,4,15,34,49,65,14,0,0,184,4,10,25,62,88,86,27,0,0,304,3,3,3,3,14,9,3,0,0,39
UCL214016,4,0,3,5,3,10,0,3,0,31,79,86,169,193,256,231,46,8,0,1064,0,11,11,11,13,14,0,3,0,65,0,0,0,3,0,3,0,0,0,9,7,21,29,31,30,23,11,0,0,157,0,0,4,13,16,11,0,0,0,40,9,18,63,41,43,37,8,0,0,224,3,8,20,4,5,6,0,0,0,51,40,42,45,36,46,45,11,3,0,274,52,26,29,30,19,29,8,0,0,189,3,10,29,17,33,47,11,0,0,145,3,0,3,0,6,5,0,0,0,18,0,0,12,3,5,8,0,0,0,26,0,0,0,3,3,3,0,0,0,10,0,5,11,10,19,11,5,0,0,57,3,5,20,14,27,16,3,0,0,91,0,11,29,57,70,60,4,0,0,226,3,4,19,27,38,50,8,0,0,150,3,11,40,55,71,71,15,0,0,271,0,5,9,4,7,7,0,0,0,40
UCL214017,0,0,4,9,7,8,3,0,0,28,65,89,180,188,271,207,32,3,3,1037,3,0,10,12,15,16,7,5,0,75,0,8,23,25,22,15,0,0,0,101,22,53,73,58,66,66,12,0,0,348,0,0,5,7,7,0,0,0,0,24,8,19,20,16,36,14,3,0,0,122,0,0,8,3,12,8,3,0,0,32,38,16,41,34,43,32,13,0,0,213,34,15,31,15,39,26,7,0,0,169,0,0,3,9,16,12,9,0,0,49,0,0,0,0,3,0,0,0,0,9,0,3,5,0,5,6,0,0,0,16,0,3,4,5,0,0,4,0,0,21,0,7,7,10,8,10,5,0,0,37,0,3,9,11,16,8,5,0,0,49,7,14,30,48,60,49,3,0,0,213,5,7,20,29,30,34,5,0,0,129,6,23,65,65,100,84,20,3,0,378,0,3,8,6,9,5,0,0,0,35
UCL214018,8,10,19,19,18,13,4,0,0,78,116,168,383,430,469,266,34,3,0,1874,5,0,0,9,4,0,3,0,0,24,0,0,3,5,0,3,0,0,0,12,11,14,66,107,117,69,15,0,0,390,0,3,17,17,16,9,0,0,0,62,20,69,143,87,111,64,12,0,0,516,5,4,32,40,45,25,3,0,0,146,34,75,80,84,88,42,14,0,0,411,113,31,28,23,37,12,0,0,0,245,3,14,81,62,110,62,7,0,0,334,4,0,14,13,13,6,3,0,0,47,0,5,15,29,19,10,0,0,0,90,0,6,3,6,15,10,3,0,0,49,0,13,30,41,39,21,3,0,0,150,4,9,31,34,35,19,3,0,0,132,3,17,51,73,74,35,9,0,0,265,4,16,53,82,69,54,10,0,0,288,9,22,82,82,119,81,9,3,0,408,4,6,11,9,9,7,0,0,0,51
UCL214019,5,5,5,7,10,13,0,0,0,55,112,94,246,239,331,264,43,8,0,1333,5,0,27,13,19,15,4,8,0,81,0,0,0,4,0,3,0,0,0,12,12,13,21,24,28,21,3,0,0,133,4,4,11,12,18,12,3,0,0,59,9,35,86,56,74,61,14,0,0,324,0,3,22,9,32,26,0,0,0,96,58,48,89,78,106,55,10,0,0,447,77,38,50,27,30,22,3,0,0,240,0,0,8,9,18,34,14,0,0,75,0,0,3,3,5,7,0,0,0,24,0,0,10,3,6,3,0,0,0,31,0,0,13,0,7,7,0,0,0,26,0,3,13,22,16,12,8,0,0,74,7,5,13,18,30,15,6,0,0,100,0,3,24,26,37,30,3,0,0,123,9,11,32,37,52,30,4,3,0,168,9,18,74,79,114,111,21,0,0,418,4,5,6,6,3,3,3,0,0,37
UCL214020,6,5,0,5,15,9,0,0,0,38,89,103,225,289,331,250,56,3,0,1343,0,14,17,20,17,19,14,5,0,111,0,0,0,0,3,0,0,0,0,5,10,31,58,94,104,60,5,3,0,373,0,0,4,7,4,4,0,0,0,13,27,46,71,65,68,35,3,0,0,323,0,0,3,6,14,10,4,0,0,44,73,22,51,62,59,54,17,0,0,331,42,37,61,42,71,79,20,0,0,346,0,4,13,10,16,21,9,0,0,80,0,0,0,3,4,7,0,0,0,17,3,3,0,18,12,3,3,0,0,42,0,3,0,12,7,5,3,0,0,32,0,4,16,11,23,19,7,0,0,82,3,3,17,20,25,17,0,3,0,85,0,8,11,18,28,22,0,0,0,85,3,3,40,67,56,46,3,0,0,213,3,19,71,74,96,92,13,0,0,358,0,3,7,14,12,3,0,0,0,34
UCL215001,0,0,0,3,3,0,3,0,0,8,3,16,23,44,78,66,12,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,3,7,14,15,14,3,0,0,58,0,0,0,0,0,0,0,0,0,4,7,5,0,6,15,8,3,0,0,45,7,12,14,7,13,16,8,0,0,67,0,0,0,0,5,0,3,0,0,7,0,0,0,0,3,3,0,0,0,8,0,0,0,7,3,4,0,0,0,17,5,0,4,0,6,7,0,0,0,21,0,0,0,4,8,5,3,0,0,29,0,0,3,5,10,9,0,0,0,24,0,0,0,3,13,5,3,0,0,26,0,3,3,11,15,28,7,0,0,69,3,3,4,18,18,17,0,0,0,65,3,0,3,3,9,8,0,0,0,22
UCL215002,0,3,0,0,4,3,3,0,0,13,20,30,73,100,113,77,22,0,0,441,0,4,14,18,15,7,3,3,0,61,0,0,0,0,3,0,0,0,0,7,3,6,12,8,15,0,0,0,0,42,0,0,0,6,5,5,0,0,0,18,3,15,20,28,21,13,0,0,0,98,0,3,3,3,9,0,0,0,0,21,19,13,20,21,23,22,3,3,0,118,13,12,10,14,19,14,0,0,0,78,0,0,0,11,4,8,3,0,0,25,0,0,0,0,3,6,0,0,0,10,0,3,4,3,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,3,13,3,6,3,0,0,26,0,0,3,0,9,9,3,0,0,23,0,3,17,25,19,29,3,0,0,95,0,5,30,33,24,17,0,0,0,109,3,3,16,23,40,18,11,0,0,117,0,0,0,4,3,6,0,0,0,15
UCL215003,0,0,3,7,3,7,3,0,0,21,30,35,81,96,158,125,34,3,0,571,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,8,13,7,0,0,0,39,0,0,0,3,0,3,0,0,0,15,10,7,26,21,43,19,8,0,0,131,0,0,5,4,3,0,0,0,0,17,25,14,6,11,22,26,7,0,0,118,18,20,25,16,24,24,5,0,0,134,0,0,3,3,7,13,0,0,0,30,0,0,0,3,5,0,0,0,0,11,0,0,0,4,3,8,0,0,0,25,0,0,0,3,3,3,0,0,0,13,5,0,3,19,24,14,11,3,0,83,0,0,4,11,17,14,3,0,0,43,0,5,10,22,30,16,0,0,0,76,0,4,25,23,34,45,4,0,0,134,0,0,23,24,41,39,10,0,0,128,3,8,8,6,7,14,3,0,0,50
UCL215004,0,0,0,0,3,0,0,0,0,5,12,20,63,42,76,76,9,3,0,293,0,0,0,0,5,0,3,0,0,14,0,0,0,0,0,3,0,0,0,4,0,0,4,9,4,8,3,0,0,36,0,0,0,0,3,0,0,0,0,3,3,4,13,21,14,13,4,0,0,69,0,0,0,0,0,0,3,0,0,0,6,7,11,5,20,23,0,0,0,75,9,19,39,34,35,31,8,0,0,172,0,0,3,0,0,9,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,9,7,3,0,0,14,0,0,0,4,4,4,0,0,0,18,0,0,11,3,4,8,3,0,0,36,0,0,4,8,5,4,0,0,0,21,0,3,9,7,11,12,0,0,0,42,3,0,10,15,9,10,0,3,0,48,0,0,3,0,3,0,0,0,0,8
UCL215005,0,0,0,3,4,3,0,0,0,15,23,20,83,97,105,74,17,0,0,423,0,0,3,3,0,0,4,0,0,16,0,0,0,3,7,0,0,0,0,8,0,3,10,11,18,13,0,3,0,53,0,0,0,5,3,0,0,0,0,11,11,20,24,22,17,16,0,0,0,111,0,0,8,0,5,0,3,0,0,19,7,7,15,17,18,11,0,0,0,65,29,10,5,6,3,3,0,0,0,58,0,3,12,20,11,12,4,0,0,55,0,0,0,5,4,3,0,0,0,19,0,0,6,3,10,3,0,0,0,20,0,0,5,0,0,3,0,0,0,12,0,3,7,14,15,16,4,0,0,59,0,0,3,5,8,6,0,0,0,25,0,0,13,22,26,17,0,0,0,81,0,0,21,20,21,16,0,0,0,83,0,3,23,27,31,33,4,0,0,124,3,0,3,0,0,0,0,0,0,13
UCL215006,0,0,3,4,5,6,0,0,0,22,19,45,85,103,140,115,22,0,0,519,0,3,3,0,9,6,5,0,0,31,0,0,0,0,0,3,0,0,0,7,4,3,14,19,13,15,3,0,0,70,0,0,0,3,0,0,0,0,0,4,3,12,34,36,27,21,8,0,0,135,0,0,3,4,4,3,0,0,0,17,15,24,5,17,10,15,3,0,0,95,18,9,7,10,13,6,0,0,0,60,0,0,5,3,7,11,5,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,7,3,4,0,0,0,0,22,0,0,3,4,0,0,0,0,0,11,0,3,10,13,19,17,4,0,0,72,0,0,5,14,17,8,0,0,0,47,0,7,7,16,23,12,0,0,0,54,0,3,18,24,41,49,8,0,0,143,0,8,18,18,45,39,9,0,0,138,3,5,0,5,0,8,3,0,0,23
UCL215007,3,0,3,15,12,3,0,0,0,35,62,90,268,318,229,107,14,0,3,1087,0,4,14,10,7,3,3,0,0,47,0,0,3,6,3,0,0,0,0,17,6,21,39,68,54,28,4,0,3,225,0,0,7,7,7,6,0,0,0,29,15,29,81,93,35,17,0,0,0,267,3,3,6,22,15,4,4,0,0,62,29,25,67,74,47,20,3,0,0,271,48,25,12,24,11,5,0,0,0,118,3,5,30,43,30,18,3,0,0,132,0,3,6,8,4,0,3,0,0,35,0,0,15,23,8,3,0,0,0,48,0,4,3,12,4,0,0,0,0,27,0,3,22,19,16,13,0,0,0,80,0,4,12,17,15,9,0,0,0,54,0,9,52,49,45,10,0,0,0,170,3,5,55,58,45,41,3,0,0,209,3,24,63,89,82,43,3,0,0,312,0,3,3,4,8,0,0,0,0,17
UCL215008,0,5,0,3,3,0,0,0,0,13,29,31,80,104,112,52,3,0,0,416,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,11,14,28,35,15,0,0,0,99,0,0,3,3,3,0,0,0,0,5,0,5,20,20,18,10,0,0,0,82,0,0,4,7,6,0,0,0,0,17,17,4,11,16,21,10,3,0,0,85,13,4,5,4,8,3,0,0,0,37,0,0,0,9,11,3,5,0,0,30,0,0,0,0,3,0,0,0,0,3,0,0,0,6,9,0,0,0,0,18,0,0,4,5,3,0,0,0,0,13,0,3,6,12,3,3,4,0,0,28,0,0,5,5,6,7,0,0,0,22,0,7,24,33,42,14,0,0,0,123,0,3,18,27,15,18,0,0,0,81,4,6,22,35,41,27,0,0,0,139,4,0,0,0,0,0,0,0,0,8
UCL215009,0,0,0,0,0,4,0,0,0,3,8,10,30,22,39,46,8,4,0,160,0,6,7,11,9,6,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,4,0,0,0,30,0,0,3,0,3,0,0,0,0,8,3,0,3,5,3,6,3,0,0,23,0,0,0,0,0,0,0,0,0,6,7,5,9,8,17,3,3,0,0,51,5,3,3,0,7,10,0,0,0,26,0,0,0,0,3,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,0,9,0,0,0,11,0,0,5,4,3,3,0,0,0,20,0,0,3,0,0,6,0,0,0,15,0,0,10,4,12,8,3,0,0,40,0,0,0,0,0,3,0,0,0,8
UCL215010,0,0,0,3,3,3,0,0,0,15,28,54,58,134,141,92,14,3,0,525,0,0,0,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,8,3,8,9,24,36,33,0,0,0,114,0,0,5,0,0,0,0,0,0,8,6,27,29,73,49,22,3,0,0,209,0,0,4,9,13,5,7,0,0,41,14,22,7,21,16,16,0,0,0,100,31,17,5,4,8,3,3,0,0,66,0,0,4,6,14,4,3,0,0,35,0,0,0,0,6,0,0,0,0,11,0,0,7,10,5,0,3,0,0,30,0,0,0,9,3,3,0,0,0,17,0,0,8,27,13,7,3,0,0,62,0,3,4,5,8,10,3,0,0,31,0,0,0,16,13,12,0,0,0,39,3,8,19,20,32,32,8,0,0,114,0,0,12,17,30,26,5,0,0,97,3,5,0,3,5,5,0,0,0,26
UCL215011,0,0,0,0,0,4,0,0,0,12,12,7,29,21,34,42,15,0,0,166,0,0,3,7,3,10,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,4,3,0,0,32,0,0,0,0,0,0,0,0,0,5,0,4,3,5,0,3,0,0,0,19,0,0,0,0,3,0,0,0,0,3,8,8,3,5,8,9,4,0,0,42,3,0,0,5,7,3,0,0,0,26,0,0,3,3,8,5,0,0,0,16,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,12,0,0,3,4,0,4,0,0,0,11,0,0,9,3,8,7,3,0,0,33,0,0,5,4,3,8,0,0,0,20,0,3,7,6,7,11,6,0,0,51,0,0,0,3,0,0,0,0,0,5
UCL215012,0,4,3,0,0,0,0,0,0,11,31,21,88,154,161,158,49,3,0,671,0,0,0,5,11,0,5,0,0,25,0,0,0,0,0,0,0,0,0,6,12,3,19,28,23,21,7,0,0,120,0,0,0,3,0,0,0,0,0,3,3,4,24,6,20,21,5,0,0,81,0,0,0,0,3,4,0,0,0,10,18,12,16,19,18,29,13,0,0,122,26,11,25,18,27,25,13,0,0,142,0,0,3,4,5,13,4,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,7,0,0,0,0,11,0,0,0,0,10,0,0,5,17,11,3,6,0,0,45,0,3,4,6,13,7,6,0,0,42,0,3,13,33,49,35,8,0,0,143,3,0,19,44,36,38,7,3,0,144,3,5,27,50,53,91,20,0,0,252,0,0,0,3,3,4,3,0,0,18
UCL215013,0,0,11,4,3,3,0,0,0,25,13,26,139,107,67,39,3,3,0,403,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,11,30,13,22,14,0,0,0,88,0,0,4,0,0,3,0,0,0,7,0,9,49,26,10,7,0,0,0,109,0,3,8,12,12,0,3,0,0,38,3,7,28,19,15,9,0,0,0,77,11,3,9,10,4,0,0,0,0,38,0,5,29,28,25,9,3,0,0,97,0,0,7,0,0,0,0,0,0,7,0,0,13,8,0,0,0,0,0,20,0,0,4,7,5,0,0,0,0,13,0,0,10,7,4,4,0,0,0,32,0,0,5,7,5,3,0,0,0,25,0,0,28,23,6,3,0,0,0,63,0,3,21,15,10,9,0,0,0,60,0,9,35,25,18,7,0,0,0,87,3,0,4,0,0,0,0,0,0,16
UCL215014,0,0,4,0,7,0,0,0,0,15,16,29,62,67,77,50,0,0,0,300,0,0,3,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,13,22,29,14,0,3,0,76,0,0,3,0,4,0,0,0,0,16,4,19,31,18,21,12,0,0,0,103,0,0,4,8,0,5,0,0,0,26,9,8,11,10,14,9,0,0,0,59,8,0,6,5,3,3,0,0,0,32,0,0,3,7,15,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,12,0,0,4,8,3,3,0,0,0,16,0,3,3,3,6,6,3,0,0,22,0,0,3,10,12,6,0,0,0,35,0,0,18,7,4,6,0,0,0,36,0,5,16,15,22,17,0,0,0,65,0,3,0,0,0,0,0,0,0,9
UCL215015,3,0,0,9,0,0,4,0,0,16,26,27,70,111,118,92,24,0,0,462,0,0,5,3,3,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,4,6,12,12,5,0,0,0,43,0,0,0,0,0,3,0,0,0,3,8,14,8,22,22,16,3,0,0,86,0,0,0,0,3,0,0,0,0,9,14,7,9,14,21,19,9,0,0,88,31,19,36,29,34,33,12,0,0,205,0,3,3,3,8,10,0,0,0,29,0,0,0,3,0,0,0,0,0,6,0,0,3,7,3,3,0,0,0,21,0,0,8,9,4,7,3,0,0,25,0,0,6,19,17,12,8,0,0,63,0,0,3,7,16,7,3,0,0,44,0,0,4,13,22,11,0,0,0,52,0,3,11,22,18,17,3,0,0,72,0,3,12,16,30,25,5,0,0,89,0,0,0,10,8,0,0,0,0,14
