UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215016,7,3,4,5,9,3,0,0,0,20,49,79,161,148,186,122,15,0,0,755,0,3,6,0,3,3,6,0,0,18,0,0,0,3,3,3,0,0,0,9,7,12,53,45,63,55,3,0,0,241,0,0,0,3,5,3,0,0,0,19,9,26,51,44,42,32,5,0,0,211,0,9,6,9,16,10,0,0,0,52,17,18,38,26,30,31,6,0,0,156,23,21,13,8,19,8,3,0,0,95,0,8,23,20,35,22,5,0,0,114,0,0,3,7,3,0,0,0,0,11,0,0,9,3,5,3,0,0,0,25,0,3,5,4,3,3,0,0,0,23,3,0,5,8,9,13,0,0,0,47,0,3,15,12,18,13,0,0,0,60,4,11,33,29,34,24,0,0,0,130,0,5,27,18,32,22,5,0,0,110,5,14,31,46,41,39,3,0,0,178,0,0,6,10,8,0,0,0,0,22
UCL215017,3,0,0,0,0,3,0,0,0,8,35,42,72,91,101,58,15,0,0,403,0,0,0,8,3,3,0,0,0,28,0,0,3,0,0,0,0,0,0,4,8,0,9,8,24,21,0,0,0,69,0,0,0,0,4,3,0,0,0,11,16,10,36,46,32,19,5,0,0,157,0,4,3,4,8,7,0,0,0,28,13,11,7,8,21,14,3,0,0,83,15,8,4,3,8,0,3,0,0,51,0,0,7,5,9,15,5,0,0,40,0,0,0,3,4,0,0,0,0,13,0,0,0,3,3,3,0,0,0,11,0,4,5,0,8,0,0,0,0,15,0,3,10,9,4,5,0,0,0,33,0,3,3,3,6,3,0,0,0,23,0,0,6,14,16,3,0,0,0,36,3,3,17,18,23,5,0,0,0,69,3,12,16,11,31,22,5,0,0,98,0,0,0,0,0,0,0,0,0,6
UCL215018,0,0,0,3,3,6,0,3,0,18,25,45,80,119,137,107,36,8,0,565,4,13,12,19,14,14,9,0,0,99,0,0,0,0,0,0,0,0,0,0,10,12,17,18,38,16,0,0,0,111,0,3,3,3,0,0,0,0,0,9,3,13,19,13,18,9,7,0,0,86,3,0,4,4,8,7,0,0,0,24,27,11,10,22,32,23,6,0,0,130,9,7,5,13,9,7,9,0,0,71,0,3,3,12,15,10,5,0,0,48,0,0,6,0,3,3,0,0,0,13,0,0,3,0,5,3,0,0,0,14,0,0,0,3,0,0,3,0,0,9,0,0,4,16,9,10,7,0,0,42,0,3,4,7,3,4,3,0,0,30,3,4,10,16,17,21,4,0,0,80,0,3,23,30,37,16,5,0,0,115,3,18,18,25,59,50,20,0,0,186,0,0,0,3,0,0,0,0,0,8
UCL215019,0,0,0,3,3,6,0,0,0,10,16,25,69,91,86,59,10,3,0,358,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,9,5,12,5,0,0,0,31,0,0,3,0,3,4,0,0,0,9,3,16,25,35,33,19,3,0,0,131,0,0,3,4,3,8,0,0,0,14,16,8,10,13,22,5,0,0,0,74,4,4,11,25,10,10,0,0,0,68,0,0,0,3,4,5,0,0,0,17,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,4,3,3,0,0,0,9,3,0,7,13,14,9,0,0,0,44,0,0,3,4,8,0,0,0,0,22,0,0,7,8,9,10,0,0,0,40,0,0,13,30,24,21,0,0,0,91,0,3,21,15,21,17,6,0,0,74,0,11,5,17,16,7,5,0,0,55
UCL215020,0,0,0,0,0,3,0,0,0,5,16,16,35,29,53,59,8,0,0,219,0,6,8,17,7,13,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,5,4,3,3,0,0,0,25,0,0,0,0,6,3,0,0,0,10,12,0,6,8,13,19,0,0,0,59,15,3,6,5,4,0,0,0,0,29,0,0,0,6,5,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,3,6,12,3,0,0,0,23,0,0,8,3,10,13,4,0,0,43,0,6,16,13,31,26,3,0,0,93,0,0,0,0,0,0,0,0,0,3
UCL215021,0,0,0,0,6,0,0,0,0,12,20,12,34,51,81,51,13,0,0,266,0,0,4,0,3,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,6,13,13,21,14,16,3,0,0,75,0,0,0,0,4,0,0,0,0,4,0,5,6,12,3,4,0,0,0,39,0,0,4,7,3,0,0,0,0,14,8,10,10,14,24,14,5,0,0,82,8,6,6,0,7,4,0,0,0,35,0,0,6,9,8,7,4,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,3,0,0,0,8,0,0,0,3,3,3,0,0,0,9,0,0,3,11,13,14,3,0,0,45,0,0,0,10,9,10,0,0,0,30,0,0,7,14,29,17,4,0,0,77,0,0,0,0,3,0,0,0,0,4
UCL215022,0,0,0,0,4,5,3,0,0,18,62,105,176,135,158,139,18,0,0,788,0,4,8,7,5,3,3,0,0,35,0,0,6,3,3,4,0,0,0,22,4,15,18,15,21,23,3,0,0,95,0,0,6,12,28,29,3,0,0,90,0,21,42,28,15,19,4,0,0,126,0,0,8,8,4,9,0,0,0,26,31,39,52,40,27,23,3,0,0,214,43,35,15,11,13,11,0,0,0,131,0,4,14,15,6,10,4,0,0,55,0,3,3,3,7,4,0,0,0,17,0,0,8,7,4,0,0,0,0,21,0,0,3,4,3,4,0,0,0,13,0,5,15,11,14,11,4,0,0,54,0,9,12,14,16,13,3,0,0,57,3,7,40,19,19,27,4,0,0,119,7,18,40,38,42,36,9,0,0,181,3,18,62,43,39,54,7,0,0,231,0,3,0,4,3,0,0,0,0,15
UCL215023,0,0,0,0,3,0,0,0,0,9,26,22,34,59,80,52,10,0,0,287,12,11,12,8,14,14,3,0,0,73,0,0,0,0,0,3,0,0,0,3,6,3,20,24,24,17,8,0,0,103,0,0,0,0,0,0,0,0,0,3,0,4,12,7,13,10,0,0,0,50,0,0,0,6,3,3,0,0,0,17,24,4,10,15,19,9,3,0,0,90,3,3,3,3,3,7,0,0,0,29,0,0,3,9,13,5,7,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,15,0,0,0,6,3,3,0,0,0,9,0,0,0,3,7,4,0,0,0,18,0,3,6,8,14,7,0,0,0,47,3,7,10,15,22,27,3,0,0,85,0,0,0,0,0,3,0,0,0,6
UCL215024,0,0,0,3,0,4,0,0,0,9,15,17,42,65,63,66,35,0,0,301,0,0,6,13,16,10,11,3,0,61,0,3,0,4,6,5,0,0,0,23,4,3,4,12,6,5,0,0,0,38,0,0,4,3,6,7,3,0,0,29,4,11,15,15,13,10,0,0,0,69,0,0,3,3,3,5,3,0,0,18,10,4,7,12,15,10,16,0,0,78,0,3,9,4,11,3,0,3,0,32,0,3,0,0,8,17,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,3,0,0,0,16,0,0,3,0,0,0,0,0,0,5,0,0,8,3,3,3,3,0,0,19,0,0,0,3,4,3,0,0,0,12,0,0,3,7,6,10,3,0,0,27,0,0,9,11,14,6,8,0,0,48,3,3,11,20,15,20,9,0,0,79,0,0,0,0,5,0,0,0,0,7
UCL215025,0,0,0,3,0,3,3,0,0,7,19,13,35,32,39,36,9,6,0,191,0,3,10,4,3,8,4,3,0,42,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,4,0,0,0,19,0,0,8,3,12,6,0,0,0,26,0,3,8,6,9,4,0,0,0,29,0,0,0,3,0,3,0,0,0,7,4,7,7,8,4,3,4,3,0,37,13,3,5,6,7,5,0,0,0,40,0,0,0,0,9,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,10,0,0,3,4,4,4,0,0,0,18,0,4,11,8,8,7,3,0,0,37,0,0,22,5,14,14,3,0,0,57,0,0,0,0,3,3,0,0,0,10
UCL215026,3,0,4,0,7,3,0,0,0,17,46,44,140,159,212,191,51,3,0,856,3,0,6,5,0,4,0,3,0,26,0,0,3,4,0,0,0,0,0,5,3,0,4,14,12,20,6,0,0,62,0,0,3,7,8,3,0,0,0,21,3,9,39,53,47,43,10,4,0,208,0,0,3,16,5,8,3,0,0,35,23,17,25,41,50,51,12,0,0,218,24,38,72,36,42,50,12,3,0,281,0,0,4,10,13,24,3,0,0,58,0,0,0,0,0,7,0,0,0,14,0,0,8,3,3,4,3,0,0,15,3,4,3,10,13,4,8,0,0,47,0,0,5,11,10,17,7,0,0,52,4,5,9,17,30,11,8,3,0,77,0,0,10,21,15,16,4,0,0,67,0,0,32,21,19,14,6,0,0,102,3,4,27,25,59,67,15,0,0,202,11,5,15,19,27,20,6,0,0,106
UCL215027,0,0,0,4,4,3,0,0,0,11,15,42,77,89,111,99,15,0,0,453,0,8,5,13,3,5,0,0,0,29,0,0,3,0,0,0,0,0,0,3,5,6,15,14,27,16,3,0,0,86,0,0,0,3,0,0,0,0,0,6,6,9,22,24,12,15,3,0,0,89,0,3,3,0,4,0,0,0,0,12,7,10,20,22,23,15,0,0,0,109,16,16,13,20,11,14,0,0,0,83,0,0,8,5,16,17,3,0,0,45,0,3,3,3,3,0,0,0,0,12,0,3,3,3,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,12,0,0,3,19,4,5,6,0,0,40,0,3,11,3,7,9,3,0,0,36,0,0,11,5,19,11,3,0,0,50,0,7,10,9,26,26,0,0,0,79,0,15,23,27,42,41,7,0,0,145,0,0,3,3,0,4,5,0,0,16
UCL215028,0,3,0,4,3,7,4,0,0,28,30,37,89,150,222,186,45,0,3,767,0,0,7,4,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,3,13,8,20,13,3,0,0,69,0,0,0,3,3,3,0,0,0,9,0,14,20,15,32,30,4,0,0,116,0,0,5,7,3,8,0,0,0,26,7,3,18,28,36,36,9,0,0,143,16,26,60,51,57,39,12,5,0,272,0,0,8,9,11,10,4,0,0,45,0,0,0,5,3,6,0,0,0,19,0,3,0,5,3,0,3,0,0,17,0,0,3,3,8,3,0,0,0,15,0,0,7,7,23,21,7,0,0,69,0,0,3,8,18,19,6,0,0,58,0,0,4,29,30,31,3,0,0,92,0,0,10,25,35,25,10,0,0,113,0,10,17,32,74,83,10,0,0,236,0,0,3,12,11,9,5,0,0,41
UCL215029,7,7,0,3,7,8,3,0,0,26,13,63,160,85,115,88,18,0,0,542,0,0,4,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,25,14,28,9,0,0,0,76,0,0,0,0,0,3,0,0,0,4,3,11,36,22,17,20,0,0,0,102,0,0,11,7,13,6,0,0,0,41,9,28,25,20,23,20,0,0,0,115,15,15,16,0,5,5,0,0,0,62,0,10,35,17,27,25,4,0,0,122,0,3,3,3,3,3,0,0,0,16,0,4,17,7,6,6,0,0,0,34,0,0,10,6,0,3,0,0,0,18,0,3,20,13,6,7,4,0,0,52,0,8,15,7,5,10,3,0,0,49,0,7,29,21,19,11,3,0,0,86,0,8,28,21,11,15,4,0,0,80,0,5,29,12,31,18,5,0,0,104,0,0,6,3,4,3,4,0,0,20
UCL215030,0,0,0,0,3,4,0,0,0,10,6,14,28,35,58,58,5,0,0,211,0,0,5,6,0,4,3,4,0,28,0,0,0,0,0,0,0,0,0,3,4,6,0,7,11,10,0,0,0,45,0,0,3,0,3,0,0,0,0,10,3,10,6,5,7,3,0,0,0,32,0,0,0,0,3,0,0,0,0,8,6,4,7,9,8,11,0,0,0,40,3,0,0,5,0,3,0,0,0,13,0,0,0,9,14,17,3,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,10,0,0,3,0,0,3,0,0,0,8,0,0,5,5,11,12,0,0,0,29,0,3,6,15,8,11,0,0,0,48,0,9,16,15,28,31,3,0,0,95,0,0,0,0,4,5,0,0,0,3
UCL215031,0,0,3,0,0,0,0,0,0,3,10,10,36,48,53,51,5,0,0,222,0,5,3,11,6,9,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,4,11,7,6,3,0,0,36,0,7,3,0,9,5,0,0,0,29,12,7,7,10,12,8,3,0,0,66,5,3,3,7,15,8,3,0,0,45,0,3,4,14,3,14,4,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,3,5,4,0,0,0,10,0,0,0,3,10,6,3,0,0,25,0,0,7,12,15,16,3,0,0,50,0,0,9,12,15,23,7,0,0,67,0,0,0,0,0,0,0,0,0,0
UCL215032,0,0,0,4,0,0,4,0,0,13,23,42,94,103,111,114,30,4,0,524,3,5,19,18,26,16,19,0,0,111,0,0,0,0,0,3,0,0,0,8,0,5,12,12,19,11,3,0,0,70,0,0,3,3,0,0,0,0,0,7,3,8,20,19,8,16,5,0,0,84,0,0,3,3,9,6,3,0,0,27,15,13,18,10,20,28,4,0,3,104,16,19,6,16,10,7,3,0,0,77,0,0,15,9,17,22,6,0,0,67,0,0,0,0,0,4,0,0,0,10,0,0,3,3,5,6,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,3,9,15,8,12,7,0,0,56,3,0,3,7,10,5,5,0,0,34,0,3,11,17,11,14,0,0,0,56,0,8,18,31,18,10,4,3,0,91,3,11,23,24,28,37,10,0,0,139,0,3,17,12,0,7,0,0,0,40
UCL215033,0,0,0,7,3,3,0,0,0,15,32,30,199,234,112,40,5,0,0,648,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,35,22,17,0,0,0,90,3,3,16,9,3,3,0,0,0,29,3,6,49,63,17,6,0,0,0,147,0,4,12,25,12,6,0,0,0,64,14,17,24,44,20,5,0,0,0,129,23,5,11,9,8,3,0,0,0,53,3,3,33,47,28,14,0,0,0,128,0,3,8,3,10,0,0,0,0,23,0,0,15,32,13,0,3,0,0,66,0,0,10,3,4,0,0,0,0,18,0,3,23,24,13,5,0,0,0,72,0,3,8,18,3,9,3,0,0,46,0,7,35,40,34,11,3,0,0,132,3,3,61,63,30,11,0,0,0,167,0,6,59,42,15,7,4,0,0,126,6,0,0,4,3,0,0,0,0,21
UCL215034,0,3,0,0,3,0,0,0,0,9,10,17,25,37,35,46,9,0,0,181,4,0,3,6,3,4,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,19,0,0,3,4,5,0,0,0,0,19,0,0,4,3,4,0,3,0,0,22,0,0,0,0,0,4,0,0,0,4,12,8,9,7,11,16,0,0,0,57,0,6,4,4,3,0,3,0,0,28,3,0,0,3,3,5,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,4,0,0,0,16,0,0,0,0,3,6,0,0,0,7,0,0,3,3,3,9,0,0,0,19,0,0,3,12,10,5,4,0,0,31,0,4,6,11,14,16,0,0,0,45,0,0,0,0,5,5,0,0,0,13
UCL215035,4,0,3,8,0,3,0,0,0,16,18,19,58,61,62,38,7,0,0,262,0,0,0,3,7,4,4,0,0,17,0,0,0,0,0,0,0,0,0,3,3,3,3,12,14,8,4,0,0,40,0,0,0,3,0,7,0,0,0,10,10,11,25,37,17,11,0,0,0,115,0,0,0,0,4,0,0,0,0,7,4,4,3,19,7,7,0,0,0,48,11,3,0,0,0,3,0,0,0,18,0,4,3,4,9,6,4,0,0,30,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,3,8,5,3,0,0,24,3,0,6,4,8,3,0,0,0,30,0,0,9,4,7,10,0,0,0,27,0,9,12,19,10,4,0,0,0,58,0,4,15,7,16,15,4,0,0,63,0,0,0,0,0,0,0,0,0,4
UCL215036,0,0,0,3,4,0,0,0,0,7,15,10,39,64,71,39,12,0,0,247,0,0,0,3,3,6,3,0,0,18,0,0,0,0,3,0,0,0,0,3,3,0,10,12,18,10,4,0,0,67,0,0,0,0,0,0,0,0,0,4,3,13,18,21,15,4,0,0,0,72,0,0,0,3,7,5,0,0,0,15,7,3,4,5,12,10,0,0,0,48,9,7,7,7,0,0,0,0,0,31,0,0,0,8,6,5,0,0,0,25,0,0,0,0,4,3,0,0,0,12,0,0,0,11,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,8,6,6,8,0,0,0,30,0,0,3,5,4,3,0,0,0,19,0,0,3,5,5,8,0,0,0,25,0,0,4,20,14,0,0,0,0,42,0,4,13,15,14,14,3,0,0,64,0,0,0,3,3,0,0,0,0,9
UCL215037,0,3,0,0,0,0,0,0,0,6,8,25,30,39,54,66,8,0,0,231,0,0,4,10,0,7,3,3,0,31,0,0,12,4,6,0,0,0,0,28,0,7,8,12,14,15,4,0,0,49,0,0,0,4,4,0,0,0,0,9,0,10,10,7,10,12,3,0,0,42,0,0,3,0,3,3,0,0,0,13,3,5,11,9,10,18,3,0,0,64,0,3,8,9,10,6,4,0,0,37,0,0,3,0,10,13,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,11,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,0,0,0,6,3,0,0,0,13,0,3,3,3,9,10,0,0,0,32,0,6,5,0,9,7,0,0,0,22,0,3,10,3,13,25,6,0,0,59,0,0,0,0,0,0,0,0,0,3
UCL215038,3,0,0,0,3,0,4,0,0,12,9,30,46,52,58,47,9,0,0,262,3,3,5,9,10,7,4,0,0,38,0,0,0,0,0,0,0,0,0,3,0,21,20,29,25,12,0,0,0,106,0,0,0,0,6,3,0,0,0,13,4,9,4,12,6,9,3,0,0,39,0,0,3,4,0,0,0,0,0,11,9,17,5,14,17,10,0,0,0,67,3,3,5,9,4,3,0,0,0,31,0,0,0,3,3,4,3,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,0,3,4,4,0,0,0,0,15,0,0,5,0,9,3,0,0,0,19,0,3,3,10,9,6,0,0,0,28,0,0,5,6,8,6,0,0,0,26,0,7,17,15,11,17,6,0,0,74,0,0,0,7,3,0,0,0,0,8
UCL215039,0,3,4,0,0,0,0,0,0,12,15,13,34,33,68,50,11,0,0,225,0,8,6,9,9,12,6,0,0,55,0,0,0,0,0,0,0,0,0,3,0,6,7,13,14,14,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,8,0,0,0,25,3,0,5,0,4,3,3,0,0,15,16,0,6,5,16,6,0,0,0,59,3,3,3,0,4,7,0,0,0,18,0,3,3,6,7,10,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,5,4,3,3,0,0,0,15,0,0,3,3,17,8,0,0,0,36,0,3,0,3,11,3,0,0,0,23,0,4,10,9,15,17,0,0,0,60,0,0,0,0,0,3,0,0,0,3
UCL215040,0,0,6,3,4,0,8,3,0,26,42,50,110,106,169,140,34,4,0,662,6,7,12,16,17,17,11,5,3,94,0,0,3,4,0,3,0,0,0,15,9,18,26,29,26,6,0,0,0,112,0,0,3,8,6,3,0,0,0,24,3,16,14,22,21,20,6,0,0,99,3,6,6,4,9,0,0,0,0,31,37,20,21,28,45,37,0,0,0,191,12,9,12,9,9,18,6,0,0,78,0,0,12,9,18,23,7,0,0,72,0,0,3,0,3,5,0,0,0,9,0,0,5,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,9,0,4,13,9,10,19,3,0,0,59,0,3,4,3,6,10,0,0,0,33,0,7,15,17,31,21,3,0,0,99,0,3,15,15,38,25,7,0,0,109,0,8,40,36,57,50,18,0,0,209,0,0,0,7,0,6,0,0,0,15
UCL215041,5,0,7,7,3,4,3,0,0,31,28,44,114,109,115,56,7,0,0,470,0,0,9,9,8,10,0,0,0,34,0,0,0,0,6,4,0,0,0,6,3,5,28,30,30,24,0,0,0,126,0,0,6,6,8,4,0,0,0,25,10,22,48,31,25,20,0,0,0,153,0,0,3,10,9,10,3,0,0,35,11,14,24,26,14,8,3,0,0,99,18,9,3,11,8,4,0,0,0,48,0,4,6,17,12,9,0,0,0,55,3,0,0,0,3,0,0,0,0,9,0,0,5,3,0,3,0,0,0,15,0,0,6,5,10,0,0,0,0,18,0,0,8,6,5,3,0,0,0,23,0,7,8,9,8,3,0,0,0,45,0,7,11,11,7,4,0,0,0,35,3,7,12,17,23,6,0,0,0,65,0,4,31,22,34,12,3,0,0,106,0,6,0,5,3,0,4,0,0,17
UCL215042,0,3,0,0,3,4,0,0,0,10,21,27,73,75,75,59,9,0,0,339,0,5,9,9,3,3,0,0,0,39,0,0,0,0,0,0,0,0,0,7,0,10,25,22,21,9,0,0,0,91,0,0,0,0,3,0,0,0,0,9,3,7,14,13,3,14,3,0,0,56,3,3,3,8,3,0,0,0,0,16,15,5,20,17,13,12,6,3,0,85,12,14,9,18,13,0,0,0,0,64,0,3,3,5,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,9,8,4,8,0,0,0,26,0,3,0,3,4,7,0,0,0,21,0,0,6,9,12,8,0,0,0,35,0,4,11,16,16,18,4,0,0,65,3,3,22,31,19,22,5,0,0,105,3,0,0,0,0,0,0,0,0,8
