UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL215011,0,0,3,3,0,7,0,0,0,14,3,0,8,3,4,3,0,0,0,22,6,9,13,6,0,7,4,10,0,58,9,9,7,6,9,0,11,12,0,55,6,5,9,16,5,5,7,11,7,75,6,14,9,8,13,5,5,19,4,84,4,4,0,3,3,8,0,5,0,30,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,37,32,48,49,34,37,30,60,10,346
UCL215012,0,0,3,21,0,19,0,13,3,61,4,3,10,11,0,11,0,3,0,49,13,44,39,33,10,11,3,13,3,174,37,105,37,29,23,18,13,24,0,270,56,71,38,40,37,20,15,27,4,300,54,88,34,49,28,21,11,31,8,317,26,22,10,16,11,3,6,8,3,106,3,0,0,0,0,3,0,0,4,14,0,0,0,0,0,0,0,0,0,0,185,334,167,198,114,105,53,123,20,1295
UCL215013,0,0,3,3,0,10,0,10,0,31,0,0,15,12,4,4,7,11,3,61,25,42,59,46,55,29,20,13,7,298,42,36,28,22,51,17,19,13,6,247,17,21,19,16,28,13,23,19,7,159,7,11,13,7,14,7,11,9,6,80,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,93,116,143,106,160,85,75,73,22,883
UCL215014,0,0,9,3,0,6,0,12,0,28,3,3,21,8,5,6,3,6,0,50,9,15,31,14,14,9,8,16,6,127,12,18,29,8,30,8,13,11,3,138,21,16,30,17,27,11,24,20,3,164,17,10,15,15,18,3,20,9,0,109,0,0,6,0,0,0,3,3,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,64,134,61,99,49,73,79,12,632
UCL215015,0,0,7,14,0,13,0,21,0,61,8,3,16,13,0,10,3,15,0,61,21,28,21,19,13,11,7,17,0,128,30,48,33,16,29,17,8,19,3,200,38,37,34,22,30,24,16,36,0,232,48,33,22,16,20,20,14,11,4,197,10,3,11,3,12,7,0,7,3,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,157,155,141,103,97,95,45,125,21,947
UCL215016,0,0,8,21,6,25,0,17,4,83,5,8,37,32,16,28,12,30,0,161,33,45,77,48,40,38,37,40,7,365,42,38,64,33,30,17,29,51,3,314,26,41,64,43,48,34,62,65,9,394,31,35,37,28,46,25,54,45,3,294,8,7,4,5,6,4,9,5,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,145,162,299,208,187,175,196,246,28,1654
UCL215017,3,0,21,12,5,11,0,14,3,64,6,4,19,13,12,10,4,13,0,78,11,34,47,15,16,4,19,4,0,156,31,22,35,14,34,15,12,12,0,174,24,24,43,21,28,9,25,28,6,220,18,18,28,10,18,14,22,12,0,138,3,5,0,0,3,0,7,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,113,183,86,119,68,84,81,9,851
UCL215018,3,0,4,12,3,20,0,18,0,63,5,12,26,16,4,6,0,26,0,98,10,46,37,16,7,17,11,29,4,167,19,45,32,28,26,24,18,28,0,225,41,52,35,43,29,25,18,28,3,280,34,28,29,32,27,20,22,24,4,223,9,10,12,3,8,9,10,10,4,83,0,0,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,128,194,176,153,112,117,80,172,19,1153
UCL215019,0,0,7,4,0,17,0,3,0,26,7,9,11,9,0,9,0,5,0,49,16,22,27,20,10,12,0,16,0,133,24,46,55,10,17,11,3,16,0,188,20,43,44,14,27,23,9,8,0,184,19,36,20,13,10,7,9,14,3,135,4,7,4,7,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,159,170,80,79,80,20,70,6,755
UCL215020,0,0,7,4,0,8,0,4,3,27,0,3,6,8,0,3,5,9,0,39,8,20,8,5,7,4,0,12,0,67,9,11,9,14,6,6,10,13,0,68,13,14,10,15,9,7,12,18,0,99,13,12,12,14,10,11,11,24,0,109,4,3,0,5,3,3,0,8,0,24,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,49,55,58,63,40,46,37,83,8,437
UCL215021,0,0,7,5,0,15,0,3,0,31,0,3,12,4,0,4,4,11,0,42,5,7,16,3,12,3,6,14,0,70,8,15,20,12,9,10,9,14,0,105,19,16,21,23,20,11,18,18,3,150,12,18,11,12,18,12,10,20,0,108,5,3,0,0,7,3,4,5,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,84,65,62,63,57,84,12,538
UCL215022,3,0,8,11,0,48,0,18,0,105,7,21,45,39,14,40,10,22,3,203,21,66,69,58,52,40,21,44,9,373,16,56,51,33,36,26,25,39,9,287,27,41,52,44,43,21,28,38,0,292,29,42,40,34,47,9,29,46,9,294,8,8,9,6,3,3,3,6,4,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,111,241,278,216,200,196,117,209,38,1604
UCL215023,3,0,8,8,0,18,0,14,0,56,3,7,7,5,0,4,9,20,0,51,10,17,16,10,5,9,11,26,0,101,12,17,18,7,5,9,16,28,0,112,15,14,26,21,13,19,25,39,7,171,13,14,10,18,5,10,22,21,4,122,6,3,3,0,7,9,5,3,0,31,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,67,67,90,66,43,69,81,148,14,644
UCL215024,0,0,3,3,0,9,0,7,0,23,0,7,10,6,6,4,3,10,3,51,9,15,24,11,13,3,11,11,0,99,26,18,24,16,13,13,6,12,4,128,19,12,22,15,16,8,19,22,0,137,13,9,15,19,24,10,23,24,3,141,17,9,5,4,5,10,3,14,0,61,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,88,79,98,69,76,61,60,95,12,643
UCL215025,0,0,0,7,0,9,0,8,0,22,5,3,6,4,3,0,0,13,0,35,9,20,19,13,6,3,4,16,0,81,14,16,19,0,3,3,5,11,0,66,7,13,14,8,11,9,15,10,0,91,14,13,7,5,10,6,11,12,0,82,7,3,4,0,4,0,0,9,0,26,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,53,68,73,48,35,27,32,80,3,422
UCL215026,3,0,11,24,3,35,0,18,3,88,4,0,29,20,5,14,0,18,3,95,28,55,77,52,21,22,5,30,3,288,48,46,57,44,35,46,16,38,3,330,69,50,65,41,44,49,17,57,4,397,56,44,45,41,51,49,27,55,4,372,22,21,12,11,12,19,5,11,8,117,6,0,0,0,0,0,0,3,0,13,0,0,4,0,0,0,0,0,0,4,232,214,292,233,183,227,72,229,31,1707
UCL215027,0,0,10,5,0,12,0,8,0,40,5,7,22,20,8,5,6,18,0,86,9,17,56,21,16,16,10,11,0,172,21,29,31,18,31,12,9,25,0,192,24,31,37,21,31,19,18,34,0,220,25,40,37,24,28,8,20,18,7,207,3,11,4,3,7,0,4,8,3,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,138,194,117,118,87,62,125,14,956
UCL215028,0,0,6,10,3,9,0,14,0,50,5,4,12,24,4,9,3,19,0,77,33,25,52,25,11,11,3,16,0,193,47,61,41,31,26,23,9,23,8,270,65,81,56,72,41,32,5,52,3,415,53,76,43,40,39,25,15,57,0,358,13,24,9,4,6,10,8,15,3,93,6,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,3,226,286,214,218,138,122,51,199,16,1469
UCL215029,0,0,0,6,0,12,0,8,0,34,12,14,26,17,19,20,5,13,3,134,26,67,60,41,64,33,21,17,8,328,20,30,24,24,32,9,16,15,3,189,19,19,27,29,47,20,33,20,7,222,28,25,22,16,32,17,21,21,7,183,3,0,0,3,4,0,3,11,3,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,106,166,168,133,201,115,108,99,26,1120
UCL215030,0,0,3,0,0,5,0,3,3,19,0,5,11,6,0,6,0,10,3,40,5,24,11,10,3,5,4,7,0,67,19,11,11,11,8,4,14,15,3,86,12,17,11,22,11,6,17,4,0,107,11,20,14,16,11,8,21,15,3,116,5,0,0,5,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,45,74,60,68,45,41,61,57,10,459
UCL215031,0,0,3,3,0,13,0,14,0,26,4,0,8,6,0,6,4,4,0,35,7,18,9,3,8,7,3,10,0,67,16,14,13,9,18,11,11,18,0,103,21,19,10,14,8,10,8,16,0,105,19,25,13,10,11,8,17,20,0,118,7,0,8,3,0,3,0,4,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,78,66,53,50,47,45,86,3,492
UCL215032,0,0,8,3,0,19,0,24,0,51,3,4,19,17,6,12,3,15,0,76,23,30,38,24,18,13,14,36,0,192,29,40,40,33,20,10,14,31,8,212,32,29,22,27,20,22,17,38,0,216,32,41,31,16,33,22,32,30,3,234,17,18,6,15,8,9,3,6,3,82,6,0,0,0,0,0,3,0,0,14,0,0,0,0,0,3,0,0,0,3,141,166,159,129,105,111,84,177,18,1089
UCL215033,0,0,6,5,3,25,0,9,0,50,0,4,9,12,6,17,4,5,0,58,34,109,65,52,77,19,22,20,3,400,97,117,72,56,91,36,32,24,3,516,43,47,31,18,52,14,16,16,3,242,22,14,12,11,23,7,17,8,0,109,0,4,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,299,198,152,252,120,91,82,12,1391
UCL215034,0,0,3,0,0,6,0,9,0,19,3,0,10,7,3,7,0,3,0,34,6,9,8,3,4,3,5,7,0,46,16,8,10,11,6,3,3,7,3,68,10,15,10,4,8,5,7,17,0,82,11,10,9,11,10,12,6,8,0,85,7,3,3,0,3,3,0,3,0,27,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,55,53,62,42,42,42,29,53,3,373
UCL215035,0,0,8,3,0,11,0,7,3,33,0,5,8,10,3,5,7,3,0,44,10,23,25,14,27,0,0,15,3,115,18,19,35,11,15,5,12,14,5,138,15,21,23,15,22,7,17,15,0,135,12,13,16,8,12,8,15,6,0,84,6,4,3,0,0,0,3,7,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,81,123,57,79,42,52,64,18,579
UCL215036,0,0,7,3,3,13,0,12,0,39,0,0,17,7,0,7,0,3,0,30,3,17,26,9,13,0,4,11,0,86,13,42,25,13,9,8,11,14,3,143,14,26,30,13,27,11,13,4,0,142,16,15,18,10,15,12,11,5,0,91,0,3,0,4,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,106,122,48,65,49,43,57,3,551
UCL215037,0,0,3,3,0,0,0,7,0,7,0,6,10,7,0,4,0,7,0,38,4,16,10,7,6,8,3,18,4,80,20,4,11,9,11,6,9,15,0,78,19,15,24,13,14,12,13,17,0,122,13,13,21,18,4,10,16,25,3,138,5,3,3,3,0,3,3,0,3,24,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,67,57,93,54,44,51,51,76,10,500
UCL215038,0,0,3,0,0,11,3,5,4,30,3,3,14,8,5,13,16,19,0,80,9,13,26,13,11,3,10,15,0,99,12,12,25,12,14,10,13,17,0,120,13,7,27,10,21,5,17,22,6,122,9,9,7,10,9,6,13,21,3,90,4,3,3,0,0,0,6,4,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,43,100,57,63,59,77,103,12,558
UCL215039,0,0,8,5,3,17,0,4,0,26,4,3,9,6,0,0,0,3,0,32,3,9,15,8,3,9,14,9,0,66,6,3,15,10,8,5,13,13,3,81,12,15,10,15,11,14,22,21,3,127,18,8,13,12,14,4,27,13,7,113,4,0,3,0,3,0,7,5,3,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,35,73,60,47,51,81,70,16,481
UCL215040,3,0,8,15,4,30,3,15,0,69,8,12,28,18,14,21,6,19,3,117,26,51,49,24,25,21,14,28,3,229,33,39,33,25,20,19,19,36,5,230,56,45,40,40,43,34,23,47,0,330,46,46,36,38,34,25,24,49,0,305,15,11,8,13,13,4,9,9,3,83,8,0,0,0,0,0,0,4,0,16,3,0,0,0,0,0,0,0,0,4,196,202,209,170,154,146,102,198,14,1387
UCL215041,3,0,13,3,3,26,0,5,0,59,0,4,30,9,7,15,4,13,0,82,12,29,62,22,38,19,22,35,6,244,21,22,32,27,30,26,37,36,0,239,21,17,40,35,33,20,26,28,3,238,5,13,22,8,17,9,22,29,5,136,3,3,0,4,0,8,3,9,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,93,202,120,129,124,118,147,18,1022
UCL215042,0,0,4,7,0,18,0,12,0,42,5,3,8,6,6,4,4,12,0,62,11,27,40,17,15,12,11,21,0,161,23,34,28,14,19,11,13,18,8,166,16,25,25,30,15,14,8,23,0,152,20,18,11,16,13,4,19,18,4,122,4,3,3,3,4,0,0,3,0,23,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,87,109,122,96,73,64,53,117,14,729
UCL215043,5,0,18,12,0,37,0,24,3,100,8,8,39,23,8,12,0,12,3,112,30,40,62,35,21,19,22,33,5,271,32,38,46,23,25,31,17,35,9,250,42,33,46,40,35,28,31,38,7,310,17,37,33,33,34,25,27,39,9,250,4,5,6,10,10,8,11,12,0,64,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,144,161,245,188,143,160,105,193,30,1371
UCL215044,0,0,18,10,3,29,0,16,3,85,13,14,51,23,10,25,3,26,0,158,30,63,64,46,30,25,7,82,11,361,74,139,61,38,61,25,16,45,8,466,76,102,56,57,70,30,21,52,10,465,43,69,49,53,48,24,13,48,0,346,13,14,14,6,13,10,14,8,3,91,3,5,0,3,0,0,0,3,0,14,3,0,0,0,0,0,0,0,3,9,247,406,300,236,232,162,76,282,38,1992
UCL215045,0,0,7,3,0,9,0,10,0,30,3,7,14,4,8,3,3,3,0,40,15,17,33,12,25,3,13,9,4,135,18,24,33,17,14,9,13,14,0,136,20,20,29,13,15,14,18,9,8,140,18,28,17,25,20,6,12,14,3,150,5,8,3,0,3,4,3,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,68,108,135,78,91,48,60,65,14,664
UCL215046,0,0,9,5,0,18,3,4,0,37,0,0,7,5,4,5,3,3,3,44,6,19,30,12,7,13,8,16,0,116,11,7,27,5,12,9,15,12,3,105,6,10,14,10,14,11,22,15,3,108,13,4,9,11,20,5,6,12,0,80,3,3,0,4,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,42,43,100,58,56,62,69,73,11,511
UCL215047,0,0,8,0,3,5,0,3,0,28,3,7,14,13,4,11,7,7,0,59,13,15,48,21,17,26,17,30,3,194,10,9,20,15,14,10,16,17,3,111,10,14,14,19,15,5,10,23,3,116,6,8,11,18,8,6,8,27,0,89,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,119,74,59,67,59,111,11,605
UCL215048,0,0,3,3,0,3,0,0,0,7,0,0,7,6,4,3,0,3,0,23,19,11,24,13,4,14,0,7,0,85,16,10,11,5,3,10,0,15,0,72,22,12,14,8,5,9,3,10,3,88,33,23,17,13,10,9,0,15,0,124,18,11,3,0,11,3,0,4,0,52,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,74,79,51,38,46,4,53,3,453
UCL215049,0,0,11,12,0,10,0,23,0,53,3,4,13,12,9,9,0,8,0,60,16,48,22,16,13,12,3,7,0,141,62,122,51,19,29,14,0,11,9,312,80,124,36,33,43,19,5,4,4,363,61,84,36,21,30,19,5,6,5,282,10,29,12,9,6,10,9,8,5,97,5,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,243,408,178,127,136,92,32,71,24,1305
UCL215050,3,0,10,18,9,25,0,33,3,102,10,17,39,35,9,24,9,20,0,162,28,59,94,44,30,25,23,41,4,360,42,55,56,42,52,13,24,44,7,326,33,49,53,50,45,20,50,46,8,349,33,57,38,39,39,15,37,50,0,298,11,10,9,8,14,9,13,15,3,97,3,0,3,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,165,248,305,230,200,124,159,250,27,1712
UCL215051,0,0,3,3,0,3,0,10,0,19,0,3,7,5,4,3,0,3,0,21,4,6,12,8,0,3,0,6,0,39,16,20,11,10,8,8,0,4,3,80,30,32,15,22,19,8,3,13,0,144,20,36,23,8,21,12,4,16,0,136,6,3,4,0,7,4,3,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,100,75,51,56,45,16,55,13,482
UCL215052,0,3,27,22,3,24,0,23,0,106,5,12,40,18,9,24,9,14,0,127,35,55,57,35,12,25,11,33,3,273,57,53,62,48,32,31,14,27,8,318,45,50,43,42,41,33,15,52,5,337,44,46,47,23,45,38,22,32,4,301,13,13,12,7,11,6,4,8,4,84,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,205,236,284,202,157,186,73,191,29,1560
UCL215053,0,0,3,8,0,13,0,5,0,33,9,9,16,7,5,12,5,14,0,77,7,13,24,25,17,17,14,23,0,146,8,7,12,13,10,13,8,14,0,89,22,13,20,27,17,17,23,35,0,171,20,10,15,23,22,10,20,21,4,133,3,5,3,3,9,0,0,3,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,68,91,108,75,79,75,113,10,694
UCL215054,0,0,6,3,0,8,0,4,0,26,6,3,8,5,3,5,3,18,4,57,6,8,30,14,11,9,11,26,3,114,7,15,27,12,11,9,13,19,0,106,15,14,30,23,19,11,19,16,0,145,0,12,21,28,20,10,15,23,3,127,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,31,57,128,89,65,48,64,113,10,594
UCL215055,0,0,0,5,0,14,0,7,0,36,0,3,17,13,7,8,0,0,3,49,15,24,34,13,7,9,9,17,3,127,14,30,27,10,14,7,9,12,4,127,29,34,28,15,18,11,15,10,0,172,13,28,22,20,16,3,4,13,3,124,0,5,0,0,3,0,0,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,128,134,73,73,52,45,68,14,660
UCL215056,0,0,3,4,0,3,0,4,0,14,10,3,4,0,0,3,0,7,0,39,3,10,9,7,5,10,4,7,6,61,11,9,20,7,13,4,3,11,0,77,3,6,12,12,11,9,8,14,3,82,13,11,14,13,12,7,12,7,0,88,8,4,0,3,0,0,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,69,49,44,36,29,63,11,380
UCL215057,0,0,7,12,0,14,0,4,0,35,0,3,10,7,4,4,0,3,0,26,10,10,21,14,10,10,3,10,0,88,21,49,32,20,19,7,8,15,4,168,35,22,25,18,19,15,4,28,3,172,19,28,20,16,18,12,14,21,0,150,11,12,5,8,9,3,4,6,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,101,128,111,95,70,68,32,84,7,693
UCL215058,0,0,11,16,0,37,3,16,0,78,3,0,23,19,7,6,5,15,0,78,16,35,42,23,15,16,14,27,3,184,23,27,31,28,18,14,15,25,7,193,30,31,33,34,33,26,39,38,3,275,20,29,32,28,31,16,31,38,3,223,3,6,5,5,0,0,10,8,0,43,5,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,95,130,173,144,103,121,124,169,22,1080
UCL215059,0,0,3,3,0,9,0,17,0,41,4,9,7,9,4,0,0,20,0,55,10,22,42,12,5,3,10,20,3,132,26,19,28,13,12,9,9,8,0,132,25,15,19,19,20,17,10,31,3,159,31,19,23,13,27,9,20,19,5,159,4,7,0,3,3,4,6,7,0,42,7,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,112,84,123,76,71,57,48,128,15,714
UCL215060,0,0,10,0,0,18,0,19,0,44,0,4,11,9,4,6,0,9,0,45,17,26,18,6,14,9,9,14,5,116,14,20,5,12,13,10,10,19,4,104,10,19,9,10,19,3,6,29,3,110,14,18,15,10,15,9,8,13,0,106,10,3,5,9,3,0,0,0,3,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,62,98,76,58,71,60,39,100,17,571
UCL215061,0,0,8,4,0,7,0,24,0,43,0,11,10,6,10,8,3,23,3,76,13,26,24,12,19,3,8,42,0,138,18,18,17,10,10,9,14,27,0,118,22,15,16,20,24,11,14,30,0,153,19,23,17,14,13,3,8,37,0,138,6,5,3,0,3,0,4,3,0,27,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,93,97,101,68,77,47,52,180,10,714
UCL215062,3,3,13,12,4,30,0,21,0,94,3,5,35,25,4,21,8,25,3,138,25,41,54,24,28,27,19,38,5,262,36,46,23,28,23,18,23,52,0,253,39,44,34,40,36,31,33,49,4,298,35,33,22,36,34,18,34,53,0,264,7,11,7,10,10,12,14,12,0,80,0,3,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,144,189,189,169,142,158,132,248,31,1401
UCL215063,5,0,4,3,3,19,0,4,0,37,4,0,13,6,4,4,0,4,0,43,13,16,15,14,4,10,9,20,0,91,5,18,12,24,11,8,4,17,4,101,12,13,13,30,19,10,18,33,0,137,14,17,18,21,16,9,15,26,0,132,3,3,3,3,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,60,82,96,61,58,47,104,9,573
UCL215064,0,0,3,0,0,4,0,3,0,13,0,5,10,6,0,0,4,4,0,30,9,9,13,3,7,4,6,12,0,65,11,9,8,4,7,3,8,7,4,66,14,9,13,18,9,8,9,12,0,90,17,14,8,13,9,3,14,21,0,93,12,0,5,3,3,0,3,4,0,35,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,66,50,58,46,40,28,49,51,4,398
UCL215065,0,0,14,12,0,19,0,18,0,59,7,4,17,13,3,6,3,3,0,59,13,20,25,29,10,15,3,12,0,129,22,29,40,23,16,9,13,19,4,188,39,40,34,42,28,22,15,27,6,251,33,54,31,34,38,19,11,28,0,244,14,17,7,10,8,11,4,8,0,80,0,7,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,126,173,166,160,113,109,53,113,18,1021
UCL215066,0,0,8,21,3,24,0,15,3,67,3,8,9,13,7,13,0,7,0,57,11,47,24,16,11,5,7,9,0,130,30,91,33,17,26,9,0,18,8,227,64,98,37,33,41,22,7,18,5,337,67,128,31,25,52,21,12,19,8,361,37,43,10,6,21,6,8,3,5,141,5,3,4,0,3,0,0,3,7,25,0,0,0,0,0,0,0,0,0,0,216,417,158,126,160,103,34,93,32,1346
UCL215067,4,0,5,6,0,9,0,6,0,43,0,3,10,14,0,7,0,11,0,52,20,51,50,28,12,11,14,15,0,206,52,87,35,21,26,17,9,29,9,285,53,53,25,38,21,18,12,26,0,250,55,72,23,34,34,16,19,29,4,281,24,9,6,3,12,10,3,6,3,80,10,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,215,284,152,149,112,83,59,120,19,1193
UCL215068,0,0,7,4,0,49,0,12,0,79,3,10,13,10,10,18,3,16,0,87,15,24,44,15,19,20,17,44,3,211,26,30,16,16,15,13,25,35,7,184,17,29,20,25,17,31,30,50,3,216,22,26,15,22,18,6,20,39,4,175,6,5,3,3,3,0,0,12,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,99,120,123,104,89,146,100,194,18,987
UCL215069,0,0,13,20,0,37,0,23,0,89,7,9,38,33,8,24,3,10,0,139,18,48,52,18,46,15,15,21,6,243,48,75,55,31,63,15,23,13,4,332,75,104,70,69,88,28,14,29,4,480,32,63,54,40,52,19,20,18,0,290,13,20,10,6,13,5,7,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,195,321,297,221,272,145,78,113,20,1653
UCL215070,0,0,3,3,0,6,0,3,0,17,5,11,7,6,7,3,4,9,7,55,27,24,16,8,12,9,19,61,13,185,15,16,8,18,12,7,9,30,9,121,18,12,9,13,3,8,24,32,0,119,13,15,14,3,16,8,15,39,7,135,5,3,6,9,4,0,5,8,3,41,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,86,82,53,55,53,47,74,191,39,681
UCL215071,0,0,9,8,0,17,0,20,0,55,7,7,18,8,3,10,5,26,5,92,26,28,34,14,10,8,9,14,0,150,26,31,21,20,17,13,15,26,7,177,26,22,34,36,36,19,35,32,0,237,31,23,27,23,31,19,40,25,3,227,11,5,9,3,8,4,13,3,0,58,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,131,126,145,110,104,101,119,138,23,999
