UCL_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL215051,501,540,1039,23,24,53,0,3,4,38,48,82,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,46,52,100,0,3,3,0,0,0,69,80,152,30,40,71,598,659,1259
UCL215052,1185,1330,2519,161,171,326,4,13,16,64,80,150,6,3,13,0,0,4,3,3,8,0,0,0,3,3,3,0,0,0,0,0,0,84,107,189,14,16,29,3,7,12,263,296,556,144,162,303,1588,1786,3378
UCL215053,717,787,1505,39,34,72,14,9,18,60,68,133,0,0,0,7,3,7,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,79,87,165,3,3,5,7,0,3,131,120,250,98,96,199,945,1005,1957
UCL215054,620,625,1243,29,41,70,0,3,4,41,46,88,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,100,0,0,0,3,4,9,84,92,173,66,67,133,768,778,1549
UCL215055,672,688,1361,31,34,72,0,0,0,45,44,89,3,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,46,48,100,0,0,0,0,0,0,82,87,171,75,84,159,833,853,1682
UCL215056,424,429,854,25,29,58,6,0,5,35,39,69,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,86,0,0,0,3,4,5,69,80,148,48,54,103,534,567,1101
UCL215057,672,709,1384,34,42,73,9,14,17,19,15,40,8,13,19,3,3,6,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,40,53,88,3,3,6,0,0,0,80,94,171,63,51,120,822,854,1677
UCL215058,1023,1115,2141,101,95,198,7,9,22,56,63,122,7,4,9,0,0,0,3,3,10,4,3,3,0,0,0,0,0,0,0,0,0,78,88,160,8,7,18,0,0,0,181,192,371,111,128,238,1319,1431,2750
UCL215059,650,676,1320,51,52,104,3,3,3,48,57,103,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,66,116,3,3,11,4,0,3,117,118,233,70,83,149,829,876,1709
UCL215060,576,570,1143,51,51,105,0,7,4,29,32,60,3,3,7,0,0,0,7,3,10,0,0,3,0,0,0,0,0,0,0,0,0,39,43,85,0,0,0,0,7,5,87,101,187,62,57,118,719,732,1454
UCL215061,677,738,1415,43,57,99,3,6,10,38,32,74,4,3,4,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,103,8,4,11,0,3,3,107,115,219,49,51,100,835,902,1733
UCL215062,1351,1524,2867,127,151,282,9,11,23,72,63,134,4,7,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,85,90,173,9,6,9,5,5,8,226,252,480,141,147,288,1719,1918,3643
UCL215063,735,804,1540,75,71,150,5,6,11,24,35,59,0,3,3,0,3,3,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,40,47,89,4,0,7,0,4,5,118,126,243,96,120,211,950,1042,1990
UCL215064,393,417,811,26,25,59,4,4,3,21,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,49,0,3,3,0,3,5,57,55,110,63,53,116,515,526,1039
UCL215065,1277,1314,2594,94,97,189,6,4,12,105,102,208,8,12,19,6,0,7,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,129,130,254,0,3,8,3,0,6,228,228,457,148,156,309,1652,1704,3357
UCL215066,1378,1581,2960,44,60,111,7,5,10,107,115,221,10,8,13,3,3,5,4,0,8,0,0,0,3,6,7,0,0,0,0,0,0,126,137,264,10,14,23,0,3,0,180,222,401,172,188,366,1736,1988,3724
UCL215067,1068,1221,2286,105,119,223,0,0,3,79,93,172,0,3,6,0,3,3,3,4,6,0,0,0,3,3,3,0,4,4,0,0,0,89,105,199,6,3,8,0,0,4,204,232,433,128,148,272,1398,1601,2999
UCL215068,967,1100,2072,94,76,169,11,18,25,76,100,175,4,0,5,8,12,20,7,8,10,0,3,8,4,7,9,0,0,0,0,0,0,111,143,251,7,5,13,4,4,9,215,228,444,174,194,366,1354,1522,2876
UCL215069,1300,1388,2682,22,36,53,4,3,3,92,93,188,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,101,106,210,5,4,7,0,3,3,126,146,274,85,87,169,1510,1616,3129
UCL215070,745,726,1470,49,55,107,9,6,12,30,50,81,0,7,5,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,48,63,106,44,37,75,0,0,0,141,158,292,181,175,354,1063,1055,2115
UCL215071,1068,1146,2220,57,46,103,5,13,17,48,65,109,3,3,6,0,0,0,0,3,3,0,5,4,0,0,0,0,0,0,0,0,0,63,84,147,0,0,0,6,10,10,123,138,261,103,110,209,1294,1393,2689
UCL215072,1574,1570,3141,74,72,146,5,7,12,117,114,236,4,5,8,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,135,128,262,6,11,19,7,3,9,215,213,432,108,130,238,1900,1915,3812
UCL215073,473,474,941,15,21,43,6,0,4,48,42,92,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,55,46,107,0,0,0,0,0,0,74,69,149,51,59,114,596,604,1201
UCL215074,802,876,1676,55,54,103,29,33,65,32,41,78,8,4,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,76,82,156,0,0,3,3,3,8,130,137,271,58,85,143,997,1102,2098
UCL215075,417,453,868,35,42,76,0,5,4,60,62,124,0,0,0,0,0,0,3,9,11,3,0,3,0,0,0,0,0,0,0,0,0,67,78,145,3,4,7,0,0,0,106,125,228,54,51,101,579,621,1197
UCL215076,760,772,1533,8,11,18,0,3,4,62,61,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,132,3,5,8,0,0,0,80,78,159,41,28,71,877,884,1763
UCL215077,797,861,1658,50,68,122,0,0,0,35,38,78,3,0,3,0,3,6,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,44,47,93,3,4,10,4,0,4,108,124,231,51,64,122,961,1053,2010
UCL215078,722,756,1481,34,43,79,3,3,3,49,46,92,4,0,3,0,0,0,3,4,7,0,0,0,3,9,8,0,0,0,0,0,0,61,55,113,3,5,7,0,0,3,98,103,202,73,72,142,886,942,1825
UCL215079,1540,1578,3116,118,123,241,7,5,17,94,92,188,7,5,8,6,7,8,3,0,4,3,9,9,0,0,0,0,0,0,0,0,0,120,119,238,10,8,18,0,0,0,252,250,500,189,192,384,1978,2016,3996
UCL215080,768,825,1596,41,45,82,0,0,0,33,48,78,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,86,0,0,3,0,0,0,78,99,175,122,113,232,970,1034,2002
UCL215081,511,528,1041,48,51,101,3,0,3,21,33,58,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,39,63,0,8,9,0,0,0,80,95,170,45,43,89,637,661,1301
UCL215082,443,409,852,12,14,24,0,0,0,41,51,98,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,98,0,0,0,0,0,3,57,69,125,71,41,109,572,514,1091
UCL215083,1291,1375,2670,76,100,182,0,3,4,99,138,236,0,4,7,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,107,142,247,3,7,11,0,0,7,191,253,442,137,167,308,1620,1804,3423
UCL215084,733,647,1387,11,13,23,0,0,0,31,39,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,75,0,4,3,0,0,0,45,57,105,78,59,141,863,765,1630
UCL215085,736,762,1502,35,48,85,3,3,8,52,57,107,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,58,124,3,3,5,0,0,0,93,115,210,92,86,176,918,965,1887
UCL215086,884,907,1794,50,60,109,7,10,16,43,56,103,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,65,126,0,3,6,8,4,13,121,133,253,124,130,251,1125,1172,2298
UCL215087,1557,1591,3150,50,67,118,6,6,12,144,156,295,3,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,170,318,10,11,20,0,0,3,214,243,454,133,145,281,1900,1983,3886
UCL215088,593,616,1207,30,39,73,0,0,0,37,56,88,0,0,4,0,3,6,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,43,62,105,0,0,0,3,0,3,75,104,180,83,97,182,752,818,1568
UCL215089,726,682,1412,5,3,6,0,0,0,38,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,71,0,0,0,0,0,0,42,39,84,42,41,84,812,767,1581
UCL215090,1387,1520,2906,63,62,119,3,10,11,134,159,294,0,0,3,4,0,3,7,8,10,0,3,3,0,0,0,0,0,0,0,0,0,152,178,331,11,6,18,0,3,3,223,256,478,133,207,341,1753,1977,3725
UCL215091,1735,1700,3433,66,57,120,0,8,9,99,123,224,10,7,15,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,114,143,252,3,0,3,0,0,0,181,200,384,102,106,208,2013,2007,4027
UCL215092,439,419,861,10,13,17,0,0,3,37,39,75,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,79,0,0,3,0,0,0,47,55,97,57,62,119,547,534,1083
UCL215093,905,926,1832,40,38,71,3,0,4,88,87,171,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,99,91,187,0,0,4,0,0,0,137,129,266,88,78,171,1134,1133,2272
UCL215094,1193,1189,2386,76,74,150,7,11,17,81,102,176,11,10,19,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,99,124,224,0,3,7,0,7,3,179,206,384,81,93,172,1457,1486,2937
UCL215095,435,437,875,14,21,33,0,0,0,42,61,100,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,62,106,0,0,0,0,0,0,60,80,141,41,48,90,543,568,1105
UCL215096,630,666,1296,60,67,131,0,0,0,41,38,87,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,99,0,0,0,0,4,6,111,118,232,95,100,194,830,887,1717
UCL215097,427,452,884,47,44,90,0,0,0,36,45,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,82,0,3,3,0,0,0,86,86,174,62,43,100,573,581,1159
UCL221001,316,295,612,6,4,13,0,0,0,17,25,39,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,27,43,0,0,0,0,0,0,31,33,61,24,17,43,371,339,710
UCL221002,330,313,650,14,11,27,0,0,0,27,27,52,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,28,34,62,0,14,14,0,3,3,40,61,107,47,39,83,425,415,835
UCL221003,394,388,782,24,25,48,0,3,3,20,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,47,0,0,0,0,0,0,48,53,98,46,40,85,484,479,970
UCL221004,222,212,438,4,0,6,7,7,11,17,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,42,0,0,0,0,0,0,26,16,45,24,16,38,269,256,520
UCL221005,330,328,657,0,0,0,0,0,0,27,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,52,0,0,0,3,3,3,34,30,60,21,19,41,386,371,753
UCL221006,263,274,540,17,15,34,0,0,0,9,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,30,0,0,0,0,0,0,34,30,60,33,37,71,327,347,675
UCL221007,220,202,421,9,7,18,0,0,0,24,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,56,3,0,3,0,0,0,35,38,77,20,13,30,275,249,525
UCL221008,217,241,460,8,6,17,0,0,0,9,13,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,23,0,0,0,0,0,0,23,23,45,15,27,45,258,291,545
UCL221009,286,320,608,8,8,17,0,0,0,13,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,46,3,3,6,0,3,0,28,39,65,32,40,67,345,401,745
UCL221010,224,232,454,21,27,49,0,3,3,14,12,29,0,0,0,6,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,19,40,3,0,3,3,0,3,49,47,91,16,11,25,287,292,578
UCL221011,227,207,434,10,10,14,0,0,0,7,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,28,3,3,3,0,0,0,25,28,51,22,29,51,276,263,543
UCL221012,261,228,491,7,8,15,0,0,0,10,9,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,23,0,0,0,0,0,0,24,15,39,20,15,38,301,264,567
UCL221013,220,219,444,3,3,6,0,0,0,9,16,21,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,0,0,0,0,0,0,10,16,34,13,11,30,247,252,501
UCL221014,246,248,495,0,0,0,0,0,0,26,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,47,0,0,0,0,0,0,28,17,45,29,31,61,304,296,599
UCL221015,281,314,590,29,24,51,0,0,4,28,31,59,6,3,7,0,0,0,3,3,3,0,0,0,0,3,5,0,0,0,0,0,0,39,40,72,3,7,7,0,0,0,67,67,137,47,50,104,403,430,835
UCL221016,237,238,474,11,11,21,0,0,0,19,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,42,0,4,4,0,0,0,27,35,64,13,14,25,278,285,559
UCL221017,354,349,707,10,7,20,3,4,6,36,29,61,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,68,0,0,0,0,0,0,55,41,95,20,22,46,431,418,847
UCL221018,384,393,782,19,25,43,0,0,0,20,24,39,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,43,3,3,8,0,0,0,45,48,92,39,39,76,477,481,950
UCL221019,539,575,1119,21,15,37,0,8,7,55,52,110,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,63,64,125,0,0,3,0,3,3,90,84,174,59,69,132,686,729,1416
UCL221020,340,377,720,3,6,13,0,0,0,21,23,39,3,3,8,3,6,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,29,55,0,0,3,0,0,0,34,42,73,22,36,52,399,450,845
UCL221021,265,262,524,18,15,30,0,0,0,30,33,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35,31,67,0,0,0,4,3,8,54,54,102,29,27,58,345,340,685
UCL221022,299,293,595,24,14,35,3,0,3,37,37,78,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,88,4,0,7,0,0,0,66,57,124,31,36,69,396,392,788
UCL221023,169,214,382,16,10,23,0,0,0,11,17,25,0,5,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,17,35,3,7,6,0,0,0,32,34,59,36,27,62,236,270,502
UCL221024,257,278,537,10,7,14,0,0,0,21,28,48,3,3,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,31,60,0,0,0,0,0,0,38,36,77,40,23,70,335,338,678
UCL221025,335,316,650,21,18,36,0,0,0,29,40,72,3,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,38,44,79,0,4,4,0,0,0,59,63,124,32,36,63,425,408,837
UCL221026,396,371,772,3,12,15,0,0,0,27,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,57,3,0,5,0,3,3,36,44,79,32,33,71,467,455,920
UCL221027,257,266,524,18,22,45,3,0,5,17,10,29,0,0,0,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,57,0,0,0,0,0,0,48,52,99,22,42,65,326,355,688
UCL221028,254,246,497,38,26,63,0,0,0,18,17,33,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,40,3,5,9,0,0,0,64,52,111,58,67,120,371,361,732
UCL221029,263,260,524,5,11,18,0,0,0,25,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,53,0,0,0,0,0,0,37,33,73,36,37,70,331,334,667
UCL221030,239,250,490,17,21,42,0,0,0,24,13,35,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,16,44,3,3,8,0,0,0,47,49,96,27,31,55,309,324,635
UCL221031,282,275,556,3,0,3,0,0,0,19,12,33,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,37,0,0,0,3,0,5,23,19,45,18,19,40,324,312,640
UCL221032,339,328,668,33,33,66,0,0,0,55,51,104,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,106,3,3,8,0,0,0,92,95,183,49,50,100,481,472,951
UCL221033,256,257,513,3,5,13,0,0,0,14,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,30,0,0,0,3,0,3,21,16,43,24,19,37,302,296,594
UCL221034,232,221,450,0,3,3,0,0,0,17,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,26,0,0,0,3,3,3,14,16,35,22,23,42,263,263,526
UCL221035,217,228,446,5,11,16,0,0,0,7,8,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,6,9,16,0,0,0,0,0,0,15,22,41,25,31,48,255,278,537
UCL221036,364,327,690,8,4,6,0,0,0,19,36,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,56,0,0,3,0,0,0,26,40,72,17,15,26,411,382,786
UCL221037,283,280,561,22,20,40,0,0,0,13,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,35,0,0,0,0,0,0,34,41,76,44,45,88,357,369,728
UCL221038,328,306,634,0,0,0,0,0,0,16,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,36,0,0,0,0,0,4,23,22,43,22,21,39,367,346,716
UCL221039,258,278,537,9,29,35,0,0,0,0,3,3,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,0,0,0,0,0,0,20,35,53,9,14,26,286,328,618
UCL221040,488,429,917,12,8,20,0,3,3,46,47,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,91,0,0,3,0,0,0,60,58,121,50,53,109,599,541,1146
UCL221041,359,355,710,4,10,18,0,0,0,23,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,39,0,0,0,0,0,0,29,31,62,31,36,68,415,418,837
UCL221042,300,295,596,9,5,14,0,0,3,28,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,51,0,0,0,0,0,0,45,30,67,68,50,123,413,374,787
UCL221043,223,223,444,17,20,37,0,3,6,15,19,37,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,17,31,49,0,0,0,0,3,6,34,55,94,24,27,51,284,304,585
UCL221044,230,226,456,11,11,20,0,0,0,25,21,43,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,50,0,0,0,0,3,4,40,35,68,28,21,53,295,281,577
UCL221045,323,296,618,11,10,19,3,0,3,39,23,67,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,34,83,0,0,0,0,0,0,62,40,104,42,40,78,426,379,801
UCL221046,415,430,845,30,18,54,0,3,3,12,11,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,25,0,3,3,0,0,0,42,37,81,35,37,72,498,507,1005
UCL221047,243,252,500,10,13,31,0,0,0,26,14,44,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,25,17,46,0,0,0,0,0,0,39,35,77,30,26,58,317,318,635
UCL221048,320,328,643,11,8,23,3,3,9,70,68,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,144,5,3,6,0,0,0,85,81,170,44,35,80,453,450,898
UCL221049,249,236,480,3,5,7,0,0,3,23,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,48,0,3,4,0,0,0,30,30,60,11,12,28,290,275,566
UCL221050,449,426,874,41,38,77,4,3,9,39,50,89,3,9,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,57,61,121,0,8,5,3,0,3,94,109,206,49,60,111,596,598,1197
UCL221051,296,291,583,8,6,18,0,0,0,25,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,43,0,0,0,0,0,0,27,33,59,11,10,23,339,330,663
UCL221052,274,297,567,23,25,56,0,0,0,18,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,44,0,0,0,0,4,5,45,54,101,42,47,90,357,400,755
UCL221053,313,309,627,12,6,23,0,0,0,21,18,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,26,49,0,0,0,0,0,0,36,34,67,24,22,52,379,366,747
UCL221054,209,226,434,3,5,3,0,0,0,26,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,49,3,0,3,0,5,8,35,36,67,8,10,17,256,270,526
UCL221055,321,322,646,25,20,47,0,0,0,35,33,66,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,36,36,70,0,0,0,0,0,0,62,56,120,32,32,62,424,405,827
UCL221056,240,256,494,5,3,11,3,0,7,27,26,52,4,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,32,29,62,0,0,0,3,0,6,40,34,80,21,23,44,304,313,621
UCL221057,243,236,482,4,5,11,3,3,6,14,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40,0,0,0,0,3,3,23,30,53,21,10,34,286,279,571
UCL221058,282,299,580,3,10,14,0,0,0,30,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,59,0,0,0,0,0,3,36,37,71,18,19,39,333,361,692
UCL221059,235,273,507,29,24,54,0,0,0,11,9,19,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,26,0,0,0,0,0,0,39,40,82,22,25,43,295,343,637
UCL221060,216,224,438,11,16,27,0,0,0,13,16,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,35,0,0,0,0,0,0,29,37,69,24,20,40,274,274,550
UCL221061,325,280,609,0,0,0,6,3,8,46,28,69,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,85,6,3,13,3,0,0,63,36,102,83,79,158,473,398,868
UCL221062,387,405,795,17,9,23,3,0,3,26,15,41,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,52,0,0,0,0,0,0,45,33,76,44,44,90,474,486,962
UCL221063,205,220,425,11,9,23,0,0,7,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,43,0,0,0,0,0,3,32,30,65,38,33,78,284,286,567
UCL221064,277,274,553,0,4,3,0,0,0,25,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,48,0,0,0,0,0,0,31,27,52,23,23,44,325,325,655
UCL221065,229,211,442,3,4,6,3,3,5,30,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,69,0,0,0,0,0,0,40,42,75,20,18,36,287,269,555
UCL221066,215,201,418,22,19,38,0,0,0,20,16,34,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,33,0,3,3,0,0,0,36,39,78,13,14,23,268,251,521
UCL221067,286,275,564,23,16,42,0,0,0,30,29,56,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,33,35,70,3,0,3,0,0,0,59,54,116,38,38,74,387,368,751
UCL221068,352,355,709,32,32,70,19,19,42,20,16,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,46,36,82,0,0,0,0,0,0,78,69,150,31,33,63,463,458,922
UCL221069,685,722,1406,3,8,9,3,3,4,56,66,121,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,69,136,3,4,3,0,0,0,74,81,156,35,40,80,802,845,1642
