UCL_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL221020,345,404,751,108,45,152,33,83,125,6,9,20,15,13,25,170,154,318,152,222,374,8.8,8.4,7.9,49.3,38.1,42.3,42.6,33.9,39.5,6,3,4,0,6,4,16,25,39,3,25,28,94,56,155,3,8,17,12,13,26,116,81,188,340,377,720,34,42,73,245,260,508,108,127,235
UCL221021,307,299,606,104,39,142,31,58,92,12,13,24,13,14,27,153,125,282,129,156,287,8.5,11.2,9.6,49.8,41.8,46.5,47.9,36.8,42.6,3,6,11,3,3,10,11,15,27,23,38,62,98,33,132,0,10,8,7,10,19,107,52,155,265,262,524,54,54,102,175,168,344,142,137,280
UCL221022,351,347,698,83,40,121,25,64,94,7,5,10,20,15,31,136,121,251,189,201,389,14.7,12.4,12.4,38.7,34.9,36,32.8,31.4,32.2,3,7,6,0,11,9,10,22,27,19,37,55,98,47,144,3,7,17,10,7,16,117,58,173,299,293,595,66,57,124,206,193,400,138,154,291
UCL221023,195,220,412,83,35,115,15,63,84,11,4,15,7,3,6,109,114,221,51,85,138,6.4,2.6,2.7,55.9,51.8,53.6,55.9,46.4,51.9,9,12,16,8,10,15,16,35,50,15,27,48,49,21,72,0,0,0,0,0,3,53,26,70,169,214,382,32,34,59,120,147,272,69,91,156
UCL221024,301,299,602,59,24,85,23,40,64,4,4,12,16,11,29,97,88,183,168,199,364,16.5,12.5,15.8,32.2,29.4,30.4,28.6,22.7,26.7,3,3,3,0,3,6,4,20,29,16,16,34,69,34,97,4,4,11,3,4,9,70,40,112,257,278,537,38,36,77,191,185,377,96,117,217
UCL221025,373,365,737,95,68,165,45,71,121,15,16,31,12,3,18,167,164,332,178,174,353,7.2,1.8,5.4,44.8,44.9,45,41.6,42.5,43,6,7,11,10,10,14,22,50,73,26,35,59,108,50,157,5,8,19,5,3,6,121,64,182,335,316,650,59,63,124,221,217,437,162,147,309
UCL221026,387,381,771,138,65,200,58,92,156,17,16,29,13,15,30,227,183,414,134,167,297,5.7,8.2,7.2,58.7,48,53.7,55,45.4,49.9,7,9,14,3,10,11,36,45,78,22,43,67,114,46,162,6,8,13,4,15,23,128,69,200,396,371,772,36,44,79,275,267,541,141,135,278
UCL221027,293,320,610,98,44,137,23,58,75,8,9,21,17,8,20,142,116,256,124,159,288,12,6.9,7.8,48.5,36.3,42,44,34.7,38.2,0,0,5,7,3,10,12,30,43,16,29,40,60,39,99,3,7,14,0,8,9,72,59,128,257,266,524,48,52,99,190,193,380,112,113,225
UCL221028,339,330,667,94,44,141,27,66,91,9,9,16,5,7,11,132,123,254,159,158,318,3.8,5.7,4.3,38.9,37.3,38.1,38.3,36.1,37.2,0,4,4,9,6,15,11,24,34,13,23,36,106,43,152,0,4,5,6,10,12,116,59,172,254,246,497,64,52,111,184,170,354,125,117,241
UCL221029,277,292,571,99,42,139,20,72,91,6,8,10,7,3,15,137,125,259,120,150,265,5.1,2.4,5.8,49.5,42.8,45.4,45.1,41.8,42,3,5,10,4,9,8,9,24,40,11,26,37,67,23,90,0,9,9,3,6,7,66,40,106,263,260,524,37,33,73,203,202,399,79,91,170
UCL221030,262,287,548,78,42,120,52,74,125,5,11,13,0,3,6,140,126,265,109,142,248,0,2.4,2.3,53.4,43.9,48.4,51.5,44.3,47.1,22,18,41,7,10,19,46,72,127,30,39,70,43,11,56,3,3,6,5,5,6,51,24,76,239,250,490,47,49,96,170,176,350,113,118,229
UCL221031,254,250,507,133,63,199,32,85,112,6,6,14,15,11,27,181,168,354,58,79,134,8.3,6.5,7.6,71.3,67.2,69.8,67.3,61.6,64.1,0,0,0,0,9,9,11,38,44,14,17,36,101,32,136,5,7,11,4,17,18,110,55,172,282,275,556,23,19,45,212,197,410,78,85,166
UCL221032,412,415,819,115,68,183,44,76,118,4,6,11,18,16,31,182,165,348,185,216,405,9.9,9.7,8.9,44.2,39.8,42.5,39.6,36.1,38.1,8,7,13,0,5,7,18,28,46,13,33,45,114,60,172,3,7,12,5,18,26,125,85,207,339,328,668,92,95,183,205,204,409,203,204,400
UCL221033,248,233,485,118,49,173,32,65,100,8,11,18,7,8,13,167,138,303,68,85,156,4.2,5.8,4.3,67.3,59.2,62.5,63.7,53.6,60,8,11,23,3,10,12,16,30,42,34,39,65,73,22,96,0,3,6,7,6,8,80,35,115,256,257,513,21,16,43,198,193,394,77,73,148
UCL221034,216,225,442,95,40,140,30,59,88,3,5,10,0,7,6,132,112,243,71,93,170,0,6.3,2.5,61.1,49.8,55,59.3,46.2,53.8,3,4,9,4,3,10,20,32,45,19,34,49,75,23,97,0,4,3,0,4,6,77,34,104,232,221,450,14,16,35,164,154,320,61,74,144
UCL221035,228,255,483,78,40,121,14,46,65,8,15,18,4,4,12,106,107,216,100,106,205,3.8,3.7,5.6,46.5,42,44.7,43.9,39.6,42.2,0,3,4,0,3,5,9,27,35,8,26,29,44,29,72,0,4,4,5,7,10,50,32,88,217,228,446,15,22,41,155,153,311,67,90,161
UCL221036,299,287,579,186,70,254,29,89,121,11,10,19,6,6,18,224,180,411,68,94,165,2.7,3.3,4.4,74.9,62.7,71,75.6,58.9,68,3,4,5,0,7,10,18,29,40,16,33,50,104,39,144,4,8,10,3,8,8,111,54,162,364,327,690,26,40,72,221,195,417,143,156,300
UCL221037,312,311,628,83,34,117,19,61,80,5,3,7,9,14,23,114,107,222,164,173,336,7.9,13.1,10.4,36.5,34.4,35.4,34.3,31.5,32.5,0,3,3,0,0,3,8,11,23,12,30,38,63,35,97,6,8,10,8,4,9,71,47,121,283,280,561,34,41,76,218,214,427,84,105,193
UCL221038,289,279,566,142,58,196,39,94,133,11,13,26,7,5,14,205,167,373,75,98,168,3.4,3,3.8,70.9,59.9,65.9,66.4,59.1,62.7,5,9,18,9,16,20,28,44,75,20,42,56,96,32,129,3,3,7,4,8,13,107,45,148,328,306,634,23,22,43,233,212,443,90,100,192
UCL221039,244,289,537,103,52,155,24,76,98,11,13,17,7,7,11,141,138,283,102,138,243,5,5.1,3.9,57.8,47.8,52.7,56.6,48.8,50.3,4,9,13,3,6,9,10,31,42,10,27,34,65,32,103,0,4,3,0,6,11,66,48,117,258,278,537,20,35,53,196,200,400,80,101,176
UCL221040,477,451,932,239,95,331,58,136,189,16,9,28,17,19,36,324,256,583,117,153,268,5.2,7.4,6.2,67.9,56.8,62.6,65.6,53.2,58.8,8,6,14,4,6,14,20,44,69,50,64,116,164,76,242,13,3,11,10,13,22,183,95,270,488,429,917,60,58,121,328,308,639,192,168,355
UCL221041,318,314,632,171,73,242,27,93,116,17,15,27,6,7,14,216,183,400,83,112,194,2.8,3.8,3.5,67.9,58.3,63.3,67.6,57.6,60.9,3,3,3,3,13,14,19,37,60,24,45,66,129,48,178,0,5,4,3,5,7,131,61,193,359,355,710,29,31,62,255,247,504,112,110,216
UCL221042,323,327,646,129,59,189,21,83,99,12,10,22,3,10,17,166,162,325,103,115,220,1.8,6.2,5.2,51.4,49.5,50.3,50.2,46.5,48,3,4,4,0,6,6,13,33,48,17,30,49,90,28,124,3,10,11,4,13,20,98,48,152,300,295,596,45,30,67,238,222,459,94,93,183
UCL221043,224,261,489,62,42,105,25,63,87,10,14,17,8,13,14,101,130,230,109,117,224,7.9,10,6.1,45.1,49.8,47,43.3,45.6,42.7,5,3,7,6,10,18,14,35,49,18,26,40,78,40,116,0,3,8,5,13,15,88,49,141,223,223,444,34,55,94,148,160,308,98,116,221
UCL221044,232,218,445,124,41,164,20,70,97,6,10,12,13,3,15,159,129,293,60,71,130,8.2,2.3,5.1,68.5,59.2,65.8,64.7,55.5,61.3,0,4,5,0,6,8,13,18,26,13,31,45,83,33,110,0,9,7,3,5,8,83,41,128,230,226,456,40,35,68,152,147,306,90,98,190
UCL221045,401,347,745,47,9,58,28,41,65,3,7,12,27,3,27,101,61,159,270,256,520,26.7,4.9,17,25.2,17.6,21.3,19.5,16.4,18.1,3,0,6,0,3,8,14,17,32,28,24,51,125,37,158,3,3,8,5,15,23,134,53,184,323,296,618,62,40,104,235,213,451,138,120,257
UCL221046,449,445,892,82,47,130,68,106,172,20,12,32,20,17,37,193,184,375,226,234,455,10.4,9.2,9.9,43,41.3,42,37.9,37.1,37.4,18,12,33,11,16,26,45,64,109,31,46,81,110,45,158,4,8,10,13,13,29,135,65,204,415,430,845,42,37,81,328,325,652,130,131,263
UCL221047,276,275,546,112,54,165,50,92,147,4,3,7,9,11,19,174,166,342,73,84,157,5.2,6.6,5.6,63,60.4,62.6,60.1,54.2,58.4,6,20,28,7,15,22,29,37,64,18,23,39,76,43,123,0,0,3,3,10,12,82,59,140,243,252,500,39,35,77,154,173,324,119,113,227
UCL221048,322,317,643,188,103,294,30,89,119,10,9,24,3,15,21,236,218,455,56,77,139,1.3,6.9,4.6,73.3,68.8,70.8,70.8,63.4,68,3,0,3,4,9,12,20,54,73,16,41,53,116,61,174,3,7,16,3,0,5,125,67,193,320,328,643,85,81,170,85,88,173,280,268,546
UCL221049,235,231,462,125,49,172,31,80,104,8,9,20,6,5,13,160,144,305,57,69,127,3.8,3.5,4.3,68.1,62.3,66,69.8,59.7,64.1,4,0,5,6,8,10,12,32,47,12,25,39,83,39,122,4,6,10,0,5,9,87,47,136,249,236,480,30,30,60,207,195,400,61,54,117
UCL221050,524,537,1063,137,95,232,75,110,186,14,18,32,13,16,28,237,236,473,255,256,504,5.5,6.8,5.9,45.2,43.9,44.5,43.1,41.5,42.3,19,19,41,8,22,27,63,71,130,50,74,120,163,58,229,3,14,20,11,10,25,180,86,267,449,426,874,94,109,206,275,274,550,256,248,500
UCL221051,257,231,492,137,47,183,53,100,152,13,10,25,5,4,10,210,155,362,46,74,112,2.4,2.6,2.8,81.7,67.1,73.6,79,68,73.2,14,11,20,4,12,16,29,47,79,24,31,55,82,34,114,0,4,4,3,11,11,84,47,130,296,291,583,27,33,59,225,207,428,83,86,167
UCL221052,289,324,615,88,47,141,26,65,96,8,15,21,10,9,15,135,132,269,123,153,280,7.4,6.8,5.6,46.7,40.7,43.7,42.2,39.2,42,3,3,4,5,6,17,3,17,23,13,35,52,82,45,123,0,3,9,3,5,9,83,56,142,274,297,567,45,54,101,196,217,414,101,115,220
UCL221053,315,315,629,114,31,144,30,79,106,11,14,26,11,4,21,168,129,296,125,163,295,6.5,3.1,7.1,53.3,41,47.1,49.2,39.4,43.9,0,3,3,4,9,11,20,24,42,15,23,39,66,37,96,4,7,10,3,5,9,67,52,122,313,309,627,36,34,67,232,227,460,110,102,217
UCL221054,214,226,441,121,57,176,30,81,114,8,9,22,8,9,17,169,152,319,42,61,100,4.7,5.9,5.3,79,67.3,72.3,74.3,65,70.7,3,0,3,3,0,3,3,15,25,13,28,40,83,30,118,0,3,5,0,3,4,85,36,122,209,226,434,35,36,67,152,160,315,83,93,169
UCL221055,337,341,682,144,56,195,39,84,122,7,13,22,7,7,15,193,162,350,125,165,289,3.6,4.3,4.3,57.3,47.5,51.3,56.4,44.9,49.7,9,3,9,5,13,21,17,41,63,30,51,84,96,40,132,0,6,10,12,4,13,102,51,158,321,322,646,62,56,120,214,207,423,153,157,307
UCL221056,273,269,543,67,36,104,24,51,66,9,9,22,3,5,14,107,103,208,150,156,311,2.8,4.9,6.7,39.2,38.3,38.3,36.6,35.7,35.4,3,5,5,3,3,5,12,32,46,16,30,43,105,34,146,3,7,10,5,5,12,115,54,164,240,256,494,40,34,80,167,172,344,107,111,220
UCL221057,238,241,478,76,46,116,41,53,93,10,3,11,6,5,10,127,111,236,96,126,217,4.7,4.5,4.2,53.4,46.1,49.4,53.4,42.3,46,3,3,7,7,13,28,28,37,62,22,32,50,72,36,105,0,6,3,6,9,8,77,46,118,243,236,482,23,30,53,159,165,323,94,98,189
UCL221058,247,288,538,132,60,184,17,71,90,6,14,23,15,8,21,164,149,321,68,118,184,9.1,5.4,6.5,66.4,51.7,59.7,62.8,50.3,55.2,0,3,4,0,3,3,9,19,28,7,31,39,104,48,153,0,5,6,7,5,15,114,61,172,282,299,580,36,37,71,185,203,389,102,121,226
UCL221059,235,283,520,91,67,165,39,84,125,10,12,20,8,3,11,143,172,312,70,93,169,5.6,1.7,3.5,60.9,60.8,60,59.6,57.6,59.6,3,5,12,3,12,16,16,32,47,17,30,54,101,30,129,0,12,12,4,12,13,101,46,147,235,273,507,39,40,82,152,175,319,112,136,242
UCL221060,256,263,518,29,28,56,26,45,71,3,4,7,3,3,6,70,75,147,166,171,331,4.3,4,4.1,27.3,28.5,28.4,22.7,29.3,25.9,10,3,12,4,10,19,17,25,43,31,31,64,83,28,108,0,3,8,5,8,10,92,39,129,216,224,438,29,37,69,161,173,331,87,83,167
UCL221061,395,343,736,142,60,202,37,73,115,18,16,35,20,16,37,219,163,389,101,107,204,9.1,9.8,9.5,55.4,47.5,52.9,49.9,43.4,47.8,3,7,9,0,3,3,12,14,21,19,28,51,77,32,114,0,6,8,5,7,16,89,46,132,325,280,609,63,36,102,232,219,450,134,91,220
UCL221062,415,425,840,112,46,157,37,74,114,16,12,25,6,8,15,168,146,313,208,248,463,3.6,5.5,4.8,40.5,34.4,37.3,39.8,31.1,35.2,3,3,6,0,6,10,9,25,33,11,39,50,84,36,124,7,7,10,9,5,12,98,49,146,387,405,795,45,33,76,282,270,553,137,156,288
UCL221063,235,256,486,75,39,117,22,47,68,3,5,4,9,8,21,113,93,207,93,128,215,8,8.6,10.1,48.1,36.3,42.6,42.6,35.5,38.9,0,0,6,3,3,10,7,19,22,11,15,23,53,36,89,3,3,6,0,0,5,58,40,95,205,220,425,32,30,65,144,170,316,87,67,158
UCL221064,244,255,503,137,61,203,35,75,113,14,13,26,3,9,14,197,163,355,41,83,120,1.5,5.5,3.9,80.7,63.9,70.6,76.2,58.4,68,0,13,11,0,3,8,8,25,32,21,39,64,96,46,137,0,7,7,8,10,15,98,60,159,277,274,553,31,27,52,201,205,405,91,81,172
UCL221065,234,211,441,102,38,145,30,70,98,4,13,18,4,9,17,147,123,271,74,81,156,2.7,7.3,6.3,62.8,58.3,61.5,58.1,57.3,59.2,4,3,12,0,9,7,9,15,31,15,18,39,77,48,122,4,7,8,3,3,6,85,61,139,229,211,442,40,42,75,159,133,287,101,101,207
UCL221066,218,192,411,104,40,146,13,48,64,8,11,20,6,11,13,135,110,245,68,69,142,4.4,10,5.3,61.9,57.3,59.6,57.3,51.6,56,0,0,0,0,0,0,4,10,19,3,13,21,60,33,86,0,3,3,3,0,3,59,32,96,215,201,418,36,39,78,146,132,282,89,87,181
UCL221067,306,292,595,106,49,160,48,91,139,16,12,28,8,3,15,186,161,345,91,112,199,4.3,1.9,4.3,60.8,55.1,58,55.6,52.1,55,7,5,11,6,16,21,25,40,70,26,37,61,100,42,142,3,3,4,10,8,24,112,54,168,286,275,564,59,54,116,196,188,384,130,123,253
UCL221068,376,387,760,125,62,193,41,80,128,24,20,42,13,14,27,207,180,384,156,184,337,6.3,7.8,7,55.1,46.5,50.5,50.5,41.9,47.8,0,3,5,5,11,12,21,39,55,19,54,77,124,56,180,3,11,11,4,14,14,135,76,215,352,355,709,78,69,150,245,241,486,163,181,346
UCL221069,625,668,1291,334,141,475,69,225,295,19,21,40,24,21,43,442,413,854,157,230,384,5.4,5.1,5,70.7,61.8,66.2,67.5,57.9,62.7,9,9,20,13,27,39,53,83,131,44,72,117,231,105,331,4,11,16,15,14,28,248,132,380,685,722,1406,74,81,156,487,518,1006,241,239,481
UCL221070,314,346,661,113,51,167,37,97,134,11,19,29,6,0,10,172,170,341,114,157,273,3.5,0,2.9,54.8,49.1,51.6,51.3,48.3,49.9,9,0,13,0,7,4,21,34,57,16,29,45,71,39,115,0,3,4,3,12,15,80,51,130,311,337,647,44,37,77,234,258,493,100,100,198
UCL221071,192,190,381,104,40,147,22,61,82,9,8,15,6,13,18,140,125,265,40,57,97,4.3,10.4,6.8,72.9,65.8,69.6,70.3,57.4,64,3,5,13,10,14,22,15,34,46,21,19,39,80,22,100,4,4,6,3,7,5,80,36,114,218,228,448,23,9,27,172,183,349,54,56,113
UCL221072,299,364,662,87,54,140,49,88,129,11,6,22,7,3,9,153,151,304,110,152,261,4.6,2,3,51.2,41.5,45.9,49.2,40.7,44,16,23,37,3,20,24,35,48,89,17,40,62,70,27,92,0,3,8,9,12,17,72,45,116,256,285,542,44,56,94,189,208,395,99,124,228
UCL221073,263,301,565,76,33,112,45,87,131,9,15,25,11,3,17,141,141,278,112,145,260,7.8,2.1,6.1,53.6,46.8,49.2,49.4,44.9,47.4,9,9,17,3,11,13,30,53,81,26,45,65,91,29,120,0,3,3,6,11,14,97,41,139,253,282,534,29,34,61,179,197,378,98,111,209
UCL221074,438,411,844,71,33,107,39,57,100,7,11,18,10,14,26,122,114,237,174,172,344,8.2,12.3,11,27.9,27.7,28.1,26.7,24.6,26.7,11,8,20,0,10,11,23,43,72,22,39,60,89,29,119,3,3,11,5,10,14,102,48,144,265,243,503,53,65,114,173,161,339,128,136,269
UCL221075,280,309,593,77,49,124,35,58,95,6,9,9,10,9,16,120,129,249,137,156,298,8.3,7,6.4,42.9,41.7,42,42.1,37.5,38.4,0,0,0,3,7,9,15,33,51,21,32,54,75,39,113,0,3,3,3,16,18,78,59,137,259,286,542,36,48,86,171,190,362,108,138,246
UCL221076,242,200,444,109,49,158,24,52,73,11,4,18,15,12,25,149,118,270,69,60,129,10.1,10.2,9.3,61.6,59,60.8,59.5,52.5,56.1,5,3,8,6,3,6,8,15,30,12,25,43,83,30,114,0,5,8,4,3,8,89,36,124,230,186,414,27,18,42,161,130,288,82,70,146
UCL221077,296,274,574,47,39,88,25,42,64,11,4,13,14,5,20,99,89,182,146,150,290,14.1,5.6,11,33.4,32.5,31.7,28,31,28.7,4,0,4,3,3,9,5,15,23,16,19,38,64,22,85,0,8,8,5,3,5,68,33,98,245,243,489,25,21,50,199,194,393,66,67,128
UCL221078,277,263,544,92,46,140,29,51,85,10,7,20,11,16,24,147,124,273,102,119,220,7.5,12.9,8.8,53.1,47.1,50.2,47.3,39.5,45,0,4,7,7,4,9,18,28,45,21,23,50,70,23,100,3,3,10,0,10,9,77,36,114,263,253,509,32,36,67,194,184,386,89,94,176
UCL221079,359,394,757,171,77,247,43,109,151,12,17,26,13,16,26,237,224,454,96,148,242,5.5,7.1,5.7,66,56.9,60,63,51.5,56,9,9,19,3,11,15,20,37,57,22,41,66,117,44,158,3,7,7,7,10,13,123,57,184,377,411,792,48,55,106,261,262,520,141,181,324
UCL221080,234,283,514,76,28,106,21,54,78,3,11,11,5,0,7,110,96,204,99,157,257,4.5,0,3.4,47,33.9,39.7,42.7,32.9,37.9,0,8,8,0,6,4,11,18,30,3,15,23,50,35,80,0,3,3,0,4,8,47,42,89,211,246,457,27,37,67,151,181,329,83,99,181
UCL221081,350,462,812,140,105,238,48,116,164,10,14,24,6,8,20,210,239,444,120,207,333,2.9,3.3,4.5,60,51.7,54.7,56.6,50.9,52.5,18,35,51,16,19,29,44,88,133,32,47,78,86,46,128,0,6,7,6,11,21,96,70,161,358,438,789,55,93,146,251,301,555,139,205,343
UCL221082,240,241,481,109,46,153,23,65,87,4,17,21,15,3,22,153,127,286,75,104,175,9.8,2.4,7.7,63.7,52.7,59.5,56.7,53.1,54.3,0,3,6,4,6,13,14,33,47,10,23,38,94,39,129,3,7,9,4,7,12,102,46,147,253,228,481,32,35,68,203,177,383,68,81,148
UCL222001,116,118,236,66,34,97,11,43,53,3,3,3,7,3,9,86,78,159,27,35,61,8.1,3.8,5.7,74.1,66.1,67.4,69,67.8,64.8,3,6,6,3,9,10,13,23,38,16,17,28,34,9,40,0,3,3,3,3,9,34,15,50,129,122,246,7,13,17,115,116,226,17,20,41
UCL222002,150,163,309,72,25,90,20,57,74,4,3,10,7,3,8,99,84,187,41,69,111,7.1,3.6,4.3,66,51.5,60.5,64,52.1,56.3,15,11,19,7,16,19,22,34,63,14,16,24,38,16,51,0,0,3,0,6,9,42,26,64,164,177,344,13,14,27,122,128,250,51,54,99
UCL222003,94,97,192,42,23,65,18,33,51,3,7,13,0,0,3,69,66,133,29,30,55,0,0,2.3,73.4,68,69.3,67,64.9,67.2,3,0,3,3,5,13,7,8,12,7,9,15,34,12,46,0,0,0,3,0,5,33,21,52,111,106,215,11,14,25,72,54,128,45,52,95
UCL222004,11,12,23,5,5,11,3,0,6,0,0,0,0,0,0,14,10,20,0,0,0,0,0,0,127.3,83.3,87,72.7,41.7,73.9,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,11,9,20,4,0,5,9,3,9,3,6,10
UCL222005,105,84,188,41,13,52,12,18,31,3,3,5,7,0,6,60,42,95,32,42,73,11.7,0,6.3,57.1,50,50.5,53.3,40.5,46.8,0,0,0,0,0,0,3,4,9,3,5,8,24,13,39,3,3,4,0,4,5,25,20,50,102,88,185,8,6,18,61,57,123,32,26,65
UCL222006,165,156,321,64,41,106,16,38,59,13,6,15,9,0,9,102,92,194,51,53,101,8.8,0,4.6,61.8,59,60.4,56.4,54.5,56.1,0,0,4,0,3,9,11,17,28,12,26,39,61,29,92,0,4,4,5,4,12,71,37,103,154,143,289,24,23,43,118,99,216,49,51,100
UCL222007,84,84,173,35,16,51,6,21,28,3,3,11,0,3,7,46,43,94,35,42,72,0,7,7.4,54.8,51.2,54.3,52.4,47.6,52,4,0,3,0,6,6,7,7,10,9,9,23,32,7,40,0,3,3,4,3,7,35,16,53,89,81,169,8,10,14,68,57,127,30,24,51
UCL222008,117,121,237,41,27,66,15,34,49,6,3,12,7,0,4,62,66,134,44,35,79,11.3,0,3,53,54.5,56.5,53,52.9,53.6,4,5,12,3,4,9,15,22,40,5,9,18,26,15,43,0,0,0,0,0,0,34,15,45,111,100,215,15,17,31,77,76,152,48,44,92
UCL222009,142,139,282,52,22,76,13,22,38,7,4,17,3,0,8,74,60,131,54,64,122,4.1,0,6.1,52.1,43.2,46.5,50.7,34.5,46.5,0,0,0,3,5,3,10,6,12,3,14,16,42,18,58,0,3,3,0,0,3,42,26,61,142,130,273,10,8,19,105,105,210,37,30,71
UCL222010,155,147,301,75,35,108,10,45,52,6,5,11,0,0,3,90,86,176,33,39,70,0,0,1.7,58.1,58.5,58.5,58.7,57.8,56.8,0,0,0,0,0,0,0,15,17,14,23,29,48,8,58,0,0,0,0,6,6,54,8,58,147,140,289,11,11,19,129,125,249,21,23,45
UCL222011,132,142,272,68,24,95,14,52,70,7,10,16,7,8,10,97,90,184,29,44,73,7.2,8.9,5.4,73.5,63.4,67.6,67.4,60.6,66.5,0,5,10,0,7,7,11,22,36,7,16,24,41,15,59,0,3,3,0,0,0,41,24,62,149,159,306,13,11,25,107,118,221,36,48,85
UCL222012,149,130,279,58,30,87,20,34,49,6,11,11,6,0,8,85,71,156,56,48,106,7.1,0,5.1,57,54.6,55.9,56.4,57.7,52.7,0,5,5,4,0,3,3,18,17,4,9,17,64,11,76,0,4,4,3,7,7,64,22,83,120,123,239,30,20,51,91,101,196,59,39,99
UCL222013,109,99,206,41,13,56,13,25,32,3,0,3,0,0,3,55,42,100,41,48,84,0,0,3,50.5,42.4,48.5,52.3,38.4,44.2,0,6,10,0,3,7,3,9,12,4,11,17,40,15,52,0,3,3,3,0,8,42,19,57,93,83,174,9,13,31,69,57,118,39,36,76
UCL222014,162,160,327,71,25,95,28,48,80,4,6,9,0,6,5,108,82,193,52,68,122,0,7.3,2.6,66.7,51.2,59,63.6,49.4,56.3,3,7,11,4,12,11,26,30,57,20,21,42,37,15,60,0,3,3,3,3,3,41,23,63,148,148,291,27,30,59,103,103,201,68,77,145
UCL222015,188,184,377,96,54,157,23,54,73,4,11,16,9,3,10,138,125,257,46,51,96,6.5,2.4,3.9,73.4,67.9,68.2,65.4,64.7,65.3,3,0,7,0,4,8,11,20,23,11,21,26,59,28,88,0,0,7,4,0,4,67,27,94,210,181,397,25,18,40,157,148,299,67,53,118
UCL222016,164,144,307,94,45,134,13,34,50,7,11,18,5,8,8,114,99,212,33,44,77,4.4,8.1,3.8,69.5,68.8,69.1,69.5,62.5,65.8,4,10,11,3,0,3,11,23,27,6,10,16,60,15,76,0,0,0,3,0,6,59,22,83,176,152,330,14,16,30,133,111,246,45,48,88
UCL222017,171,191,370,76,46,122,23,49,73,10,10,20,13,8,19,116,114,232,43,68,119,11.2,7,8.2,67.8,59.7,62.7,63.7,55,58.1,0,0,3,0,5,8,3,13,16,7,22,27,60,48,102,3,4,12,0,5,7,61,57,119,167,167,337,35,48,88,115,95,207,83,115,194
UCL222018,156,157,312,70,31,98,22,54,68,4,3,12,0,3,4,97,87,184,48,56,102,0,3.4,2.2,62.2,55.4,59,61.5,56.1,57.1,0,4,4,3,6,7,7,13,21,12,15,20,52,22,75,0,4,4,0,0,3,51,30,82,155,170,321,20,21,40,109,122,229,62,60,118
UCL222019,112,109,221,44,16,55,3,22,28,0,3,3,6,6,15,57,46,98,47,50,97,10.5,13,15.3,50.9,42.2,44.3,42,37.6,38.9,0,0,0,0,0,0,4,5,5,6,3,10,27,11,42,0,3,4,0,0,0,34,19,51,104,94,200,10,12,22,77,62,142,29,39,70
