UCL_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
UCL213013,8,5,9,16,21,49,34,87,0,227,9,15,14,17,37,63,28,42,4,220,18,16,16,34,133,164,61,70,15,531,9,9,8,13,12,16,17,8,3,85,5,11,9,6,12,22,6,12,0,87,3,38,9,15,14,14,11,13,0,112,31,27,18,15,72,80,127,122,8,504,13,65,33,33,65,52,29,41,13,344,0,3,0,4,8,10,6,5,14,41,95,195,122,140,366,460,315,395,61,2153,7,5,15,21,20,27,14,33,0,143,27,33,65,63,54,51,23,41,9,372,9,20,18,14,15,14,3,12,4,103,30,100,85,93,45,20,10,12,8,396,15,45,44,74,70,43,14,15,6,321,7,67,42,52,25,14,6,8,5,236,0,6,3,4,5,0,7,7,0,33,18,92,45,37,23,9,10,4,0,230,0,0,4,3,0,0,0,0,13,25,114,364,323,361,262,181,93,131,43,1869
UCL213014,11,13,10,21,43,84,71,174,0,426,14,13,10,32,79,119,76,115,3,462,33,28,17,42,196,191,90,155,10,765,10,20,14,27,42,36,29,35,4,213,5,6,5,10,33,15,24,27,0,132,3,48,15,19,36,32,22,19,3,194,8,15,10,16,42,48,36,57,11,237,18,77,40,46,67,73,38,58,10,417,0,7,0,0,4,9,3,12,16,56,108,238,121,211,533,607,380,645,56,2906,9,18,26,21,42,34,22,50,0,216,42,65,106,120,83,138,53,83,3,690,5,18,29,32,23,12,5,11,3,136,20,91,103,109,75,38,23,20,5,497,24,46,79,77,102,90,27,18,5,482,14,150,80,52,50,19,12,7,7,390,0,10,3,3,6,0,3,0,0,25,8,91,49,38,28,18,11,14,7,269,3,6,4,4,3,3,0,0,13,31,131,495,481,456,407,358,155,211,47,2734
UCL213015,6,13,3,19,54,107,56,159,4,425,9,8,11,9,58,80,55,58,4,295,15,18,13,23,139,157,69,84,17,532,6,15,3,18,20,22,9,20,7,124,5,9,4,6,22,26,16,23,0,111,10,26,12,13,34,40,26,34,0,194,9,11,14,17,45,50,16,54,7,227,9,65,37,59,83,65,29,31,3,393,0,4,0,5,4,4,0,7,14,44,79,168,109,159,461,557,286,466,54,2344,10,12,9,25,28,35,27,41,7,186,22,31,54,82,91,101,37,41,6,471,3,12,13,14,32,13,5,5,3,103,26,84,62,84,71,30,15,14,5,392,23,42,47,67,127,87,15,9,3,428,9,123,46,58,45,14,11,10,4,324,0,0,6,0,3,0,0,0,0,11,4,75,43,39,18,8,0,9,3,191,4,4,0,0,4,3,0,0,13,28,104,386,281,371,418,293,116,133,44,2140
UCL213016,30,21,30,37,85,169,122,320,11,806,21,53,41,84,159,254,112,217,4,950,25,35,31,70,165,315,135,184,9,974,19,43,19,30,43,59,44,50,13,321,12,18,11,16,42,38,14,44,0,184,12,57,27,19,39,58,25,55,3,300,7,10,16,15,36,39,18,34,0,169,17,91,29,36,46,57,17,58,11,356,6,9,3,5,8,13,3,14,18,80,137,332,207,301,627,996,497,979,67,4144,18,33,37,40,72,75,46,74,3,406,79,177,233,243,174,182,79,153,3,1325,5,30,29,30,23,22,4,14,0,160,38,168,123,119,75,50,24,21,4,623,21,147,169,131,119,88,36,19,14,754,23,182,74,65,47,41,19,22,4,476,4,0,0,5,4,0,0,0,0,14,3,81,30,15,8,7,7,3,0,152,3,4,4,11,3,7,6,3,16,63,197,822,697,659,525,484,214,309,55,3976
UCL213017,16,7,12,11,68,125,75,201,10,519,16,11,25,49,95,137,73,104,7,510,30,31,32,58,201,295,121,139,22,919,18,29,26,28,54,46,31,28,5,266,8,11,13,13,47,40,32,28,0,190,16,64,26,22,46,56,46,47,5,336,11,15,29,44,115,97,56,98,9,475,19,120,41,75,127,108,39,39,13,596,4,3,3,0,14,15,3,12,25,74,129,296,204,308,762,912,475,706,94,3888,10,15,21,37,51,46,31,60,3,272,49,65,154,210,156,132,70,91,11,934,8,22,30,24,43,20,4,5,3,155,53,167,147,160,120,45,18,23,20,753,29,97,120,160,182,113,29,30,4,745,35,191,101,109,69,40,17,8,9,574,0,5,12,8,19,12,3,3,0,64,21,121,64,68,38,24,7,7,10,358,4,0,3,5,5,3,0,3,11,36,203,676,640,778,679,432,186,229,74,3901
UCL213018,14,10,7,19,55,96,70,178,3,452,15,34,29,35,95,111,74,114,4,508,21,26,26,41,170,234,118,159,12,808,12,29,10,16,41,36,19,18,7,182,0,15,14,14,32,36,14,24,4,151,4,30,17,18,31,34,30,42,0,211,12,15,16,20,43,62,54,78,3,302,17,92,33,50,87,79,53,54,8,486,0,3,0,0,11,8,0,10,8,48,105,251,153,211,564,686,443,681,54,3148,8,15,12,21,40,43,35,64,3,244,46,84,118,130,114,94,57,76,3,723,4,33,18,31,28,15,14,7,0,151,33,126,120,105,71,35,19,13,6,534,22,97,113,118,118,75,25,27,7,602,21,134,67,52,34,19,9,13,4,348,3,3,3,7,4,0,3,0,0,27,12,87,43,52,67,8,6,8,0,283,4,3,5,8,4,6,0,6,15,44,157,581,509,513,480,295,176,212,42,2960
UCL214001,0,5,3,8,27,35,23,63,3,165,4,6,3,10,31,32,19,20,0,128,10,21,9,24,66,77,25,46,8,289,18,18,7,23,44,69,18,28,3,234,0,0,6,6,16,5,5,3,0,35,4,35,9,5,17,17,6,13,0,100,7,11,10,7,39,36,27,40,0,174,10,41,18,70,81,63,21,37,5,348,0,0,3,0,6,8,0,0,11,36,60,133,75,151,324,339,150,250,28,1510,3,6,9,9,15,21,12,21,0,102,6,18,34,47,39,45,23,31,0,250,6,10,12,9,13,14,4,0,3,77,23,55,55,60,49,42,16,16,3,322,14,27,25,36,54,22,5,10,0,200,10,69,29,24,27,10,8,3,0,177,0,3,6,0,3,0,0,0,0,11,10,49,30,51,30,38,10,3,0,227,0,0,0,3,0,3,0,0,6,20,81,249,207,240,237,198,85,91,17,1395
UCL214002,9,13,4,7,36,57,41,71,0,235,8,9,9,9,39,45,39,31,0,185,9,20,16,32,129,135,57,68,8,475,10,15,7,16,16,26,8,3,0,101,3,4,3,4,29,19,7,12,0,89,8,22,8,16,19,19,14,14,0,122,9,4,18,12,67,47,36,47,4,253,15,45,31,26,67,49,23,18,8,270,3,3,0,0,11,3,0,3,8,33,72,131,106,127,414,410,221,261,27,1766,3,4,10,8,20,32,27,31,3,141,23,30,49,75,56,57,39,25,4,358,7,11,13,20,17,3,6,7,4,97,27,68,66,89,55,16,17,17,0,358,13,27,55,46,76,33,15,19,4,293,17,58,32,62,34,7,12,7,0,229,0,0,5,0,3,0,6,0,0,19,12,76,37,38,11,14,8,3,4,199,3,5,0,3,3,0,0,3,12,27,100,291,260,347,275,175,127,108,28,1712
UCL214003,11,13,15,24,18,54,51,80,8,271,10,49,43,54,59,78,44,48,0,395,9,19,15,40,77,98,40,55,6,355,5,21,11,25,24,28,18,13,0,142,4,4,8,11,18,20,6,7,0,80,0,34,14,5,16,10,11,14,3,106,5,12,11,11,25,26,19,39,0,148,4,65,16,46,53,63,29,26,3,311,3,7,0,6,3,3,3,4,10,31,51,215,137,227,294,382,220,287,27,1835,11,15,27,28,23,25,16,31,3,174,41,81,101,140,74,58,36,53,0,590,8,16,18,22,21,5,7,5,0,111,12,73,69,60,46,19,8,13,4,305,8,55,54,40,50,53,10,7,6,284,6,86,43,22,19,13,3,7,3,204,0,3,0,0,3,3,0,0,0,8,8,36,44,37,19,40,15,3,9,201,7,0,3,0,3,0,0,0,12,20,93,372,359,354,263,224,97,114,35,1899
UCL214004,4,4,3,8,23,25,16,69,5,159,3,0,0,4,14,16,21,20,0,77,12,7,9,9,51,54,30,47,0,218,0,4,3,0,3,5,6,6,0,30,0,0,0,0,7,6,3,5,0,26,3,13,8,6,11,11,4,9,0,77,7,7,5,3,34,23,38,25,6,148,17,21,22,30,60,64,55,29,8,299,3,3,3,0,3,0,0,4,11,26,43,61,60,68,207,216,172,202,30,1051,4,8,4,5,10,10,5,16,0,62,7,16,16,30,20,21,15,22,0,145,0,5,9,5,20,5,3,3,0,60,10,27,26,41,26,12,4,11,0,151,9,23,27,37,38,21,15,8,3,177,7,41,20,22,18,10,7,3,3,131,0,3,0,4,0,0,0,0,0,12,14,22,17,31,22,20,16,4,3,152,4,0,0,0,0,0,0,0,6,17,54,150,124,176,151,93,67,66,25,901
UCL214005,0,0,0,0,0,6,5,11,0,30,0,0,0,0,3,3,3,3,0,8,0,3,3,4,19,24,13,4,0,67,0,3,0,3,3,0,0,0,0,13,0,0,0,0,3,0,0,3,0,3,0,5,3,0,4,4,0,0,0,10,0,3,5,3,4,6,3,7,0,37,3,5,3,0,10,15,12,0,0,51,0,0,0,0,0,0,0,0,3,5,8,20,20,10,44,63,32,30,7,233,0,0,3,5,3,0,5,3,0,19,0,3,11,3,6,3,3,3,0,36,0,0,0,0,3,3,0,0,0,10,0,7,5,7,4,0,0,0,0,29,0,7,6,3,14,6,3,3,0,37,0,6,4,7,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,14,10,3,3,10,0,0,0,42,0,0,0,0,0,0,0,0,0,0,13,29,35,36,36,29,15,10,6,210
UCL214006,6,3,9,8,34,108,77,198,3,451,9,24,18,32,81,106,59,106,3,446,10,7,19,21,114,166,99,163,8,613,4,28,7,15,17,44,32,31,0,173,3,5,3,10,31,36,31,37,0,159,4,34,12,13,23,17,19,29,3,163,5,15,16,6,30,38,27,52,3,195,16,55,12,16,23,40,18,29,5,213,0,3,0,0,0,6,3,8,4,26,66,180,96,121,359,560,358,652,31,2428,12,15,22,17,31,38,25,51,0,215,45,78,113,114,79,91,51,57,7,634,7,14,17,26,20,13,5,4,0,98,13,98,76,71,41,37,15,15,3,368,16,90,113,99,115,67,25,21,0,540,11,104,52,42,28,11,6,8,4,266,0,6,0,6,0,0,0,0,0,15,3,42,14,8,14,3,0,0,0,83,0,3,4,0,3,3,0,0,5,20,108,447,412,378,324,264,137,155,25,2244
UCL214007,13,10,22,20,47,73,58,90,0,329,9,12,6,24,48,68,32,58,3,246,19,22,26,35,122,143,64,54,12,495,5,23,5,12,12,15,6,11,3,101,3,4,0,5,21,23,14,11,0,86,5,40,9,9,17,31,25,25,0,167,10,10,11,16,31,37,28,56,7,207,10,60,21,30,56,40,18,18,4,260,3,0,0,0,4,3,0,10,13,24,80,183,105,151,367,441,238,319,36,1931,7,8,11,20,20,23,24,32,3,146,28,32,63,85,49,77,37,42,0,416,3,21,15,11,22,11,7,9,3,105,18,67,74,96,44,22,20,13,5,370,14,41,64,64,85,65,21,13,5,372,18,91,48,41,31,15,17,5,3,262,0,0,0,0,0,0,0,0,0,6,11,69,24,45,21,11,3,3,4,184,8,0,0,3,0,0,0,3,9,29,110,330,301,365,278,219,130,127,28,1887
UCL214008,12,9,6,7,34,53,46,81,4,256,12,13,8,18,43,54,31,50,3,235,23,21,31,36,115,178,69,120,11,604,7,16,12,14,12,16,15,10,3,98,0,4,7,3,24,16,6,3,0,64,0,19,9,15,20,19,13,14,0,101,3,16,10,18,43,50,31,47,9,229,12,40,23,25,69,49,28,29,9,291,4,4,0,3,8,9,3,10,17,61,79,138,103,149,363,440,241,373,59,1938,12,15,15,23,32,24,29,33,0,191,16,55,74,44,45,42,25,42,0,344,9,18,30,11,23,18,9,7,0,131,20,92,70,83,31,20,14,11,11,360,18,47,72,66,78,39,19,6,7,343,3,49,39,43,22,16,6,9,3,190,0,3,4,3,6,3,0,5,0,26,9,56,43,34,16,8,0,6,3,181,4,4,0,0,0,0,0,0,17,30,87,352,337,314,266,168,107,118,48,1789
UCL214009,0,5,6,9,11,40,27,67,0,179,10,19,11,14,33,34,20,26,0,173,12,8,16,27,43,64,26,29,4,229,0,10,3,6,6,9,4,0,0,47,0,0,3,4,9,3,4,6,0,35,0,11,5,12,9,14,8,13,3,74,4,3,4,8,6,11,10,6,3,56,6,24,11,6,19,20,6,10,3,111,0,0,0,3,3,3,0,7,7,26,42,81,62,100,141,200,119,169,23,929,4,12,11,13,12,11,8,22,0,98,19,27,43,60,45,37,17,24,4,271,3,12,14,5,3,3,0,3,3,46,10,38,31,35,18,3,0,8,6,148,11,24,25,29,23,19,10,4,0,145,6,47,14,15,12,6,4,0,0,116,0,0,0,3,0,0,0,0,0,9,0,21,13,6,3,3,0,3,0,43,4,3,0,0,3,5,0,0,4,15,53,180,155,171,116,93,46,69,17,895
UCL214010,8,6,3,6,24,40,33,76,5,188,4,7,3,6,29,50,23,21,0,147,10,12,11,23,105,122,63,75,7,436,9,9,3,10,8,27,18,11,0,101,3,0,3,4,19,16,16,8,3,75,0,21,5,8,10,10,12,8,3,82,3,9,6,11,43,52,35,69,3,237,9,42,19,21,37,41,29,19,4,216,0,3,5,0,6,4,0,4,8,38,44,114,61,76,285,363,231,307,36,1519,3,9,9,14,16,22,14,27,0,115,17,24,50,45,33,32,18,45,3,273,0,11,12,16,17,14,8,10,8,85,16,56,58,44,44,23,10,6,9,264,15,44,51,54,66,35,15,12,3,302,8,52,43,27,19,13,7,3,3,174,0,0,4,5,10,3,0,0,0,25,4,31,23,17,5,12,9,4,0,107,3,3,4,0,0,3,0,0,3,20,73,227,251,217,209,160,84,109,23,1363
UCL214011,11,5,4,5,17,26,34,53,3,154,8,8,4,7,27,28,21,22,0,121,15,13,15,22,71,83,40,37,6,300,3,0,0,7,10,18,6,5,3,59,5,10,3,0,17,11,4,9,0,55,0,13,4,7,13,6,11,13,0,82,4,3,10,15,39,17,11,24,0,128,15,25,20,33,42,36,29,19,13,238,6,0,0,0,0,4,0,3,8,25,66,80,65,104,238,241,165,191,33,1172,3,5,3,10,15,16,4,10,0,61,17,16,33,38,30,42,16,35,4,238,3,3,6,12,16,7,7,8,0,56,9,39,44,45,28,15,7,11,3,207,13,30,24,41,50,23,10,4,0,198,9,38,23,33,24,6,8,3,4,143,0,0,4,0,0,0,0,0,0,9,3,37,23,23,28,10,7,3,0,134,0,3,0,0,6,0,0,0,4,14,65,178,164,209,191,122,59,71,15,1062
UCL214012,11,3,7,12,9,23,11,61,4,146,4,3,4,10,11,12,4,35,0,87,15,16,13,13,54,60,24,31,4,238,4,10,8,9,15,8,3,6,0,68,0,8,4,7,15,9,0,6,0,43,8,16,8,14,16,6,10,17,0,93,3,3,7,3,15,19,16,19,0,84,15,37,10,24,34,30,10,22,5,189,4,0,0,0,0,3,0,0,19,24,51,100,63,93,170,170,91,201,32,973,7,8,3,9,15,20,3,35,0,106,13,8,30,40,23,15,17,22,3,158,3,14,11,3,9,4,3,3,0,46,22,47,42,52,27,11,8,3,4,221,6,24,30,32,38,22,3,3,3,165,7,38,32,28,16,11,3,5,3,143,0,0,0,0,0,0,0,0,0,10,14,50,17,19,6,0,8,0,4,119,0,3,0,0,3,0,0,0,13,17,85,195,167,195,127,73,44,82,27,989
UCL214013,4,4,8,4,22,28,30,54,0,150,5,3,6,13,20,27,23,24,0,119,12,11,17,21,48,84,50,52,4,292,3,13,3,10,11,11,4,5,3,52,0,3,7,6,11,8,5,7,0,41,4,19,3,10,19,9,8,11,5,88,3,3,7,17,14,24,22,39,4,136,13,40,12,13,21,23,27,17,0,175,3,0,0,0,0,0,0,0,3,10,42,96,60,82,170,216,166,217,24,1079,3,15,5,11,10,6,14,16,0,83,7,15,36,37,32,39,18,14,0,193,0,13,5,6,14,7,3,3,0,55,11,48,31,44,26,8,7,5,0,184,8,38,34,44,41,17,5,8,0,197,10,40,24,33,13,10,4,6,4,137,0,0,5,4,3,0,0,0,0,13,3,31,13,18,8,0,7,3,0,97,0,0,3,0,0,0,0,0,3,9,56,199,158,197,145,93,55,51,16,963
UCL214014,5,6,8,10,23,33,21,56,4,167,3,9,4,5,23,28,17,13,0,98,6,16,12,20,104,63,32,40,9,308,3,15,7,11,9,18,3,9,3,91,3,4,4,3,20,12,3,3,0,49,5,17,15,16,16,17,3,9,3,101,5,11,6,10,39,19,13,28,3,140,4,53,27,32,56,38,31,7,0,247,3,0,0,0,5,0,0,5,6,25,43,129,80,112,296,234,129,177,35,1229,0,3,7,14,17,5,13,21,0,75,12,10,37,41,26,25,20,22,0,183,3,15,13,25,17,17,0,3,0,93,19,50,52,60,37,22,5,9,3,251,5,25,36,27,51,27,10,13,0,189,9,60,45,27,17,9,8,3,11,186,0,0,3,0,3,0,0,0,0,9,13,52,28,37,30,17,3,0,3,182,0,3,0,0,0,0,0,0,10,17,57,218,220,227,189,119,50,76,30,1186
UCL214015,3,5,7,13,19,29,21,46,0,150,6,18,9,17,25,36,7,28,0,143,12,22,14,25,59,108,30,34,3,297,4,17,8,11,9,12,5,7,0,78,0,6,5,3,20,13,6,11,0,61,3,9,6,9,15,22,10,8,0,83,3,7,19,9,12,22,15,28,5,124,9,31,16,20,22,32,5,20,6,152,0,0,0,3,3,4,0,0,8,19,52,111,86,108,173,274,96,171,22,1099,10,12,4,17,10,19,3,19,0,95,16,29,43,39,39,34,9,16,0,233,0,12,10,10,5,3,3,0,0,45,13,49,36,43,30,21,7,11,3,199,19,31,44,39,36,25,12,12,0,215,3,39,32,17,16,13,7,7,0,125,0,5,0,0,3,0,0,0,0,8,3,33,14,11,4,4,0,7,3,82,3,3,0,0,4,3,0,3,7,24,63,213,182,181,148,114,43,76,15,1033
UCL214016,3,4,0,6,24,23,14,43,0,118,0,3,9,7,25,29,21,16,3,102,9,12,9,17,72,81,28,42,3,271,0,11,3,10,14,26,11,12,3,88,5,3,3,6,29,13,8,5,3,65,0,12,7,9,12,10,5,5,8,81,9,5,11,13,43,31,14,32,4,158,4,39,39,28,55,43,22,18,4,249,0,0,0,0,3,3,0,0,14,22,38,88,79,99,272,258,118,180,41,1159,3,7,0,8,10,10,10,15,0,66,11,15,17,26,29,29,12,12,0,149,3,12,10,8,12,10,4,8,0,74,6,45,40,60,39,7,7,13,0,218,8,16,33,34,55,28,15,13,0,198,3,56,28,36,14,11,0,3,3,162,0,0,0,3,0,3,0,0,0,5,10,66,32,24,26,10,0,3,4,177,0,0,0,0,3,0,0,0,3,8,48,208,155,203,197,113,51,72,19,1064
UCL214017,0,3,5,5,16,43,6,67,3,148,3,3,9,3,11,19,13,15,0,75,10,8,8,15,39,76,41,28,4,228,7,4,7,16,22,26,13,8,3,102,3,5,0,4,11,12,6,5,0,38,3,18,4,6,11,14,6,8,0,79,7,10,4,7,16,15,32,45,7,148,6,30,20,45,46,98,28,18,7,292,0,0,4,0,0,8,0,0,9,26,42,79,66,103,171,307,141,197,37,1130,7,7,0,3,12,13,15,25,3,85,9,17,23,31,38,30,15,29,0,174,0,7,14,7,4,6,0,0,0,43,21,37,38,54,51,22,9,12,6,248,7,15,28,28,31,34,8,4,0,156,10,36,30,26,22,12,0,5,0,138,0,3,0,6,0,3,0,3,0,16,9,38,25,32,10,37,6,3,3,160,0,3,0,0,3,0,0,0,4,9,58,163,152,184,176,163,52,76,14,1037
UCL214018,8,0,3,12,24,63,40,93,0,254,8,8,5,12,43,48,20,36,0,176,12,15,21,27,167,218,86,122,15,675,6,8,4,7,13,32,18,13,0,108,6,3,3,5,30,36,11,26,0,134,5,31,4,13,21,30,5,5,3,122,7,4,18,27,80,86,46,100,7,374,6,50,22,23,59,43,19,39,11,269,0,3,0,6,0,13,8,3,9,39,67,134,84,125,438,570,258,438,55,2151,13,6,13,15,36,25,12,29,4,148,17,23,41,45,67,47,27,28,3,306,0,14,12,6,27,17,9,5,0,91,11,64,66,68,56,24,8,10,8,325,23,65,66,82,122,100,30,11,3,505,15,100,65,56,39,21,11,8,3,302,0,0,4,9,19,6,0,0,0,38,3,22,28,17,24,7,3,8,4,119,3,0,4,3,4,8,0,0,9,31,91,295,301,311,379,255,110,101,30,1874
UCL214019,7,8,8,17,25,40,25,39,0,170,5,0,3,8,30,25,12,18,0,109,16,18,28,28,88,120,35,46,4,387,3,18,13,14,20,14,6,8,0,87,3,0,0,12,14,7,3,4,3,46,7,33,9,20,21,20,13,8,0,133,7,10,14,16,30,34,21,29,3,158,15,56,51,33,42,32,15,27,9,283,3,4,3,0,3,0,0,6,12,30,64,150,122,144,277,292,133,180,39,1394,4,9,3,13,3,16,9,16,0,71,13,12,31,44,22,22,12,24,0,185,8,18,10,17,11,5,6,3,0,78,29,71,67,56,39,16,13,14,3,304,14,40,39,61,45,30,12,3,0,240,15,88,43,42,34,11,0,7,4,258,0,0,0,8,3,0,0,0,0,11,16,66,39,23,17,7,4,3,4,173,0,4,3,0,0,0,0,0,12,19,96,302,243,261,182,108,58,67,24,1333
UCL214020,11,4,10,7,25,41,37,90,0,218,3,5,11,12,20,43,14,34,0,136,15,11,9,15,99,155,45,72,7,428,3,14,5,8,15,8,4,14,0,86,0,3,6,7,15,9,10,7,0,48,3,29,9,8,8,16,17,11,0,103,7,3,8,11,36,31,14,40,3,159,17,34,9,18,53,45,19,21,3,228,5,3,0,3,3,5,0,6,8,39,67,109,60,91,270,353,164,293,33,1446,0,12,13,16,18,22,7,28,0,114,15,25,43,51,40,36,20,21,4,249,0,7,17,7,9,11,3,9,0,70,22,74,59,77,33,15,8,8,3,303,13,28,44,44,55,30,8,11,4,228,13,57,48,26,21,10,3,3,4,180,0,3,4,0,3,0,3,0,0,14,10,62,33,28,18,11,3,7,0,173,0,0,0,4,0,0,0,0,5,13,78,263,254,245,197,137,63,87,27,1343
UCL215001,0,3,3,3,6,15,5,10,0,42,0,0,5,10,7,16,9,13,0,65,3,7,7,5,15,17,8,4,0,71,0,0,3,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,3,0,20,0,0,3,0,0,0,0,0,0,3,0,14,3,3,3,3,3,3,0,33,0,0,0,0,0,0,0,0,0,3,6,36,31,34,29,58,26,38,0,263,0,9,6,9,5,7,3,3,0,43,4,6,14,19,15,12,3,9,0,81,0,3,3,0,0,0,0,0,0,11,0,15,12,8,3,0,0,0,3,32,0,3,13,6,3,3,3,0,0,32,0,11,9,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,56,56,43,30,26,14,20,3,248
UCL215002,4,0,0,0,7,22,10,24,0,82,0,4,3,6,6,10,9,7,0,46,3,10,4,6,26,42,25,28,4,150,3,3,0,3,6,9,9,0,0,33,4,0,0,0,3,4,0,0,0,14,0,8,3,4,9,3,0,0,0,28,3,0,3,6,18,16,5,10,3,71,0,11,3,7,18,21,0,3,3,67,0,0,0,0,4,3,0,3,4,13,20,44,19,41,97,134,65,81,12,507,0,7,0,8,8,6,4,8,0,43,6,7,19,24,15,8,9,4,0,96,0,0,9,8,4,0,0,3,0,24,9,10,11,20,15,9,4,0,0,83,5,12,19,24,21,13,3,8,0,100,0,10,3,16,9,7,3,0,0,49,0,3,0,0,0,0,0,0,0,8,3,19,3,4,6,0,3,0,0,38,0,0,0,0,0,0,0,0,0,3,29,72,73,97,71,58,25,31,7,441
UCL215003,3,4,0,4,9,16,17,36,0,100,3,9,6,8,22,29,12,21,3,115,4,6,9,14,25,44,23,31,5,168,0,7,3,3,4,5,5,3,0,40,0,6,3,3,10,3,0,3,0,23,3,8,3,6,5,8,3,3,0,32,0,7,5,7,6,7,7,3,0,34,0,18,4,13,0,15,0,0,0,50,0,0,3,7,0,4,0,0,0,17,17,58,35,54,87,136,70,102,11,577,0,5,4,13,8,11,3,10,0,62,16,19,47,29,14,24,12,18,3,182,0,9,4,6,8,0,0,3,0,28,3,20,16,16,15,14,4,4,0,90,6,15,18,26,14,17,3,6,0,106,3,24,8,7,7,4,4,3,0,58,0,0,0,0,0,0,0,0,0,0,3,18,6,4,0,0,0,0,3,35,0,0,0,0,0,0,0,0,4,9,30,113,103,102,75,70,22,47,13,571
