UCL_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
UCL215091,4,3,3,0,11,30,17,34,3,111,0,0,5,3,14,28,6,15,0,83,10,9,11,27,98,132,58,66,6,430,3,13,0,3,9,5,0,6,0,46,0,0,4,4,8,5,3,6,0,33,0,8,10,3,9,13,5,13,0,55,3,7,4,7,40,34,18,38,3,160,6,21,10,16,41,39,17,15,8,161,0,0,0,3,3,9,3,0,8,21,33,57,49,57,237,297,133,205,30,1099,3,3,9,7,11,7,10,9,0,59,12,12,13,30,16,16,8,9,3,123,3,9,8,10,19,6,7,3,3,70,7,44,28,53,35,15,12,6,3,201,10,17,35,39,32,29,11,4,3,179,10,33,35,24,27,11,9,4,0,157,0,4,3,3,3,0,3,0,0,22,0,41,19,16,13,8,0,0,0,97,0,0,0,0,3,0,0,0,4,8,39,166,151,180,155,91,57,41,20,912
UCL215092,0,0,0,3,0,0,5,7,0,18,0,0,0,0,3,0,0,0,0,8,3,0,5,7,22,17,7,13,3,75,0,3,0,3,0,0,3,3,0,14,0,0,0,0,4,0,0,0,0,5,0,4,3,0,0,0,0,3,0,18,0,3,0,4,11,5,9,9,0,41,0,8,6,7,4,10,3,3,0,43,0,0,0,0,0,0,0,0,3,3,9,21,14,17,57,47,26,29,7,225,0,0,0,4,0,3,3,0,0,9,5,3,3,3,4,9,0,0,0,22,3,0,4,0,3,3,0,0,0,10,3,7,13,10,5,8,0,0,0,46,0,0,7,4,5,3,0,0,0,24,5,13,11,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,40,33,34,22,23,7,6,0,175
UCL215093,0,3,0,3,7,26,13,26,0,81,3,3,4,0,11,12,14,7,0,58,4,10,7,9,30,76,32,30,5,190,0,7,4,3,3,7,0,3,0,31,0,3,0,0,3,7,0,6,0,25,0,13,4,3,10,14,8,8,0,53,9,10,4,5,7,10,3,14,3,64,0,17,4,8,18,12,4,5,4,65,0,0,0,0,0,3,0,3,3,15,20,52,30,25,95,167,71,105,16,586,0,4,4,9,10,15,4,6,0,60,9,16,13,24,21,18,11,3,0,118,0,3,10,4,11,3,3,0,0,38,3,21,19,11,11,8,10,0,0,76,8,21,18,13,27,23,7,7,0,113,0,29,11,10,15,7,3,0,0,71,0,0,3,0,0,0,0,0,0,7,0,13,9,3,6,3,0,3,0,45,3,0,0,0,0,0,0,0,9,9,24,108,88,71,98,73,32,28,13,533
UCL215094,3,3,3,0,8,25,12,27,0,92,0,4,4,6,6,5,0,9,0,41,8,11,12,14,42,67,28,33,3,214,0,5,3,0,3,3,0,3,0,26,4,0,0,0,14,3,4,6,0,30,4,9,0,4,9,9,5,3,0,40,9,3,6,11,19,24,19,24,3,117,4,19,11,15,16,21,12,14,0,112,0,0,3,0,0,0,4,3,4,19,25,54,43,45,122,160,90,131,21,687,7,7,4,6,7,10,3,15,0,53,7,6,15,17,11,18,3,9,0,76,3,9,8,13,9,7,0,3,0,48,9,17,25,43,18,3,5,11,5,135,10,20,16,25,19,11,11,3,0,115,0,28,12,19,6,5,0,4,0,78,0,0,0,0,3,0,0,0,0,11,3,19,19,11,13,0,0,0,0,61,0,0,0,4,0,0,0,0,3,10,37,103,95,131,85,59,23,41,11,591
UCL215095,0,0,0,0,4,7,0,7,0,28,0,0,0,0,6,6,0,0,0,18,3,0,0,4,17,20,5,14,3,61,0,4,0,3,0,4,0,0,0,11,0,5,0,0,5,0,3,0,0,12,0,3,0,0,0,3,8,3,0,15,3,0,0,0,8,12,5,7,3,42,0,0,3,3,4,10,12,10,0,41,3,0,0,0,0,0,0,0,0,3,11,11,12,13,45,58,27,48,8,235,0,0,0,3,0,0,3,3,0,7,3,8,10,6,8,3,4,6,0,50,0,4,4,7,5,0,0,0,0,20,4,13,14,15,3,3,0,3,0,56,0,8,12,4,15,10,0,3,0,50,0,7,3,7,3,0,3,7,0,38,0,0,0,0,0,0,0,0,0,0,3,7,0,11,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,3,13,42,39,56,34,28,13,21,6,249
UCL215096,0,0,3,3,4,4,6,19,0,39,0,0,0,3,6,3,5,3,0,23,0,0,4,13,14,13,10,9,4,69,0,3,3,4,0,0,4,3,0,18,0,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,5,0,0,21,3,5,4,3,14,6,3,8,0,50,0,9,7,6,7,13,7,5,0,54,0,0,0,0,0,0,0,0,0,6,12,19,21,42,52,47,34,48,3,284,0,0,0,6,3,4,3,3,4,25,4,7,5,11,5,7,7,4,0,54,0,5,3,0,3,3,0,3,0,18,4,9,11,16,9,4,0,0,0,55,3,12,10,9,8,0,0,0,0,42,0,17,7,11,0,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,10,3,3,6,3,0,3,0,30,0,0,0,0,0,0,0,0,3,3,10,55,45,57,37,28,13,17,8,271
UCL215097,0,0,0,0,0,4,4,9,0,19,0,3,0,5,9,3,4,5,0,31,3,0,5,3,11,24,6,7,0,65,0,3,0,0,4,5,0,3,0,12,0,0,0,3,0,5,0,0,0,6,0,0,3,0,3,3,3,0,0,17,0,0,3,3,5,3,8,8,0,30,3,4,4,3,11,4,0,3,7,39,0,0,0,0,0,0,0,0,3,11,4,13,20,18,33,57,29,37,11,223,0,0,3,3,0,0,0,5,0,15,6,9,6,6,7,9,0,3,0,49,0,7,0,3,7,0,0,0,0,18,0,11,8,10,7,4,0,0,0,44,0,3,4,3,3,3,0,0,0,26,0,3,5,7,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,3,14,35,29,34,30,29,7,12,4,194
UCL221001,3,0,0,0,0,6,0,12,0,30,0,0,0,0,0,3,3,0,0,9,3,0,0,5,13,15,12,12,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,3,0,10,0,4,0,3,3,3,0,4,0,21,3,0,3,0,9,5,3,9,0,29,0,3,4,0,8,9,4,7,0,38,0,0,0,0,0,3,0,0,0,9,10,11,12,15,40,47,21,49,3,210,0,0,0,3,0,0,0,0,0,9,4,0,7,7,6,7,0,6,0,38,0,0,5,0,3,3,0,0,0,15,0,3,4,9,6,3,0,0,0,28,4,6,3,8,3,5,0,0,3,35,0,9,4,4,11,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,6,0,0,0,21,0,0,0,0,0,0,0,0,3,3,17,26,27,45,32,26,0,14,7,180
UCL221002,3,3,0,0,0,16,0,17,0,41,3,0,3,0,4,3,3,6,0,19,0,6,6,6,5,12,11,7,0,44,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,8,15,0,24,0,3,0,0,11,10,3,0,0,33,3,0,0,0,0,0,0,0,4,6,13,14,11,13,28,42,20,45,7,192,0,0,3,3,6,4,3,3,0,22,6,3,6,3,8,5,3,3,0,38,0,0,0,4,4,0,3,0,0,8,0,13,4,3,0,3,3,0,0,29,3,3,4,3,3,3,0,0,0,22,0,3,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,4,15,3,11,5,0,3,3,3,43,0,0,0,0,0,0,0,0,0,3,13,31,24,35,23,12,12,18,7,187
UCL221003,0,0,0,0,4,12,3,11,0,36,0,0,0,0,0,8,0,4,0,14,0,3,0,0,6,7,4,8,0,31,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,3,0,9,3,9,0,26,4,3,3,4,7,6,0,3,0,34,0,0,0,0,0,0,0,0,3,10,8,14,9,13,25,40,14,38,8,167,3,3,0,0,4,6,0,4,0,18,0,4,3,7,3,3,0,4,0,26,0,0,3,0,0,0,0,0,0,12,0,3,8,6,3,0,0,0,0,27,0,4,6,3,4,0,0,0,0,24,0,3,6,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,8,0,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,3,4,12,34,30,26,16,14,3,10,7,149
UCL221004,0,0,0,0,4,3,3,0,0,11,0,3,3,0,3,0,0,0,0,13,3,0,0,0,4,15,8,3,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,3,3,0,11,0,0,0,6,15,6,0,12,0,42,0,3,3,0,3,8,3,3,3,22,0,0,0,0,0,0,0,0,3,3,6,8,9,12,29,36,13,22,6,140,0,0,0,0,0,0,0,0,0,8,0,3,0,15,4,0,0,3,0,24,0,0,0,3,0,0,3,0,0,6,4,3,4,7,3,0,0,0,0,27,0,4,4,4,7,5,0,0,0,24,0,5,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,3,7,17,20,29,17,16,6,9,3,127
UCL221005,0,0,3,0,4,10,3,14,0,40,3,3,0,3,6,7,7,4,0,35,0,3,0,3,15,14,4,20,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,9,3,3,0,3,0,0,4,0,0,13,0,0,0,0,3,9,0,3,0,13,0,7,0,0,7,4,0,0,3,28,0,0,0,3,0,0,0,0,0,7,10,14,13,13,31,41,20,52,9,210,0,3,0,0,3,3,4,7,0,21,3,3,12,11,9,7,0,3,0,43,0,0,0,3,0,0,0,0,0,11,0,7,4,7,0,0,0,0,0,20,3,10,14,14,7,0,0,0,0,43,0,20,7,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,11,43,39,34,18,17,6,13,3,179
UCL221006,0,0,0,0,3,15,5,22,0,42,0,0,0,0,0,3,3,4,0,12,3,4,0,5,10,7,3,9,0,35,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,3,0,0,0,3,8,0,18,0,4,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,3,0,4,3,13,6,5,18,31,15,45,3,148,0,0,0,3,0,3,3,3,0,16,0,3,6,5,4,3,6,8,0,40,0,0,0,3,0,0,0,0,0,9,0,4,3,8,0,0,0,0,0,13,0,0,4,4,4,3,0,0,0,21,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,24,18,34,9,14,17,7,0,130
UCL221007,0,3,0,0,0,4,3,8,0,23,0,0,3,3,3,3,3,3,0,12,0,0,4,0,8,6,8,10,0,33,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,7,3,4,0,19,0,3,4,0,4,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,4,5,10,7,18,34,17,29,3,127,3,0,0,4,0,0,0,7,0,14,3,0,5,8,4,3,0,3,0,33,0,3,0,0,0,3,0,0,0,9,0,3,0,9,5,0,0,0,0,20,0,3,0,3,4,0,0,0,0,14,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,24,21,23,21,7,3,8,0,118
UCL221008,0,0,0,0,0,0,3,7,0,9,0,0,0,4,0,0,0,3,0,9,6,0,0,0,6,6,4,6,0,29,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,5,0,25,0,4,0,0,4,3,3,3,0,20,0,0,0,0,0,0,0,0,3,4,6,3,6,10,24,17,19,28,4,110,0,0,0,0,0,0,0,0,0,3,6,3,0,7,4,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,3,3,3,8,3,0,0,3,0,29,0,3,0,3,6,0,0,0,0,22,0,6,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,34,18,20,13,3,6,8,0,119
UCL221009,0,0,0,4,6,10,6,12,0,40,0,0,0,0,0,0,5,4,0,13,0,0,0,0,3,9,3,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,7,4,0,3,26,0,9,0,3,3,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,6,14,5,11,21,32,16,22,9,128,3,0,0,8,3,6,0,0,0,25,4,4,0,6,3,9,4,3,0,29,0,7,0,0,0,0,0,0,0,6,5,3,3,5,0,3,0,0,0,17,0,4,0,8,0,0,0,0,0,12,0,10,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,3,3,12,25,13,26,5,24,5,6,7,126
UCL221010,0,0,0,0,0,4,0,3,0,12,0,0,3,5,5,0,3,3,0,18,0,0,3,3,14,19,7,8,0,58,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,9,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,3,9,13,31,35,8,20,0,126,0,3,3,0,0,0,0,0,0,4,0,3,3,6,3,3,5,8,0,38,0,3,0,0,4,0,0,0,0,12,0,5,8,3,4,0,0,4,0,26,0,5,4,3,5,3,0,0,0,21,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,32,22,22,26,9,9,8,4,128
UCL221011,0,0,0,0,0,4,3,4,0,8,0,0,3,3,0,3,0,3,0,10,0,0,0,0,6,10,4,7,0,31,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,3,20,3,4,0,0,0,4,8,0,0,21,0,0,0,0,0,0,0,0,0,0,8,4,4,6,14,21,15,23,7,107,0,0,0,0,3,0,0,7,0,8,0,4,0,5,0,4,0,0,0,18,0,0,3,0,0,0,0,0,0,4,0,7,6,6,0,0,0,0,0,31,0,3,3,0,6,5,3,4,0,25,0,6,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,4,24,17,16,18,9,6,9,9,109
UCL221012,0,0,0,3,0,4,6,14,0,26,0,0,0,3,7,9,3,9,0,27,3,0,0,3,4,20,4,10,0,50,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,4,0,11,0,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,14,6,12,16,34,23,43,3,153,0,3,4,0,0,0,3,3,0,17,0,6,8,13,5,6,0,3,0,35,0,0,0,7,0,0,0,0,0,4,0,7,3,3,0,0,0,0,0,11,6,6,7,8,3,0,0,0,0,31,0,12,4,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,20,24,11,9,4,6,3,125
UCL221013,0,0,0,3,0,3,8,15,0,34,0,0,0,0,0,5,4,4,0,17,0,3,0,3,6,9,0,10,0,34,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,4,0,12,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,12,0,6,10,22,13,45,4,130,0,3,0,0,0,4,0,3,0,13,0,0,13,3,5,3,3,3,0,33,0,0,0,0,0,0,0,0,0,3,4,6,6,4,3,0,0,0,0,24,3,3,3,5,12,3,0,3,0,31,0,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,20,20,21,23,13,5,11,3,119
UCL221014,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,3,0,6,3,13,0,0,0,0,11,14,7,16,0,52,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,3,0,3,8,0,4,8,0,22,4,3,0,7,7,3,3,0,3,24,0,0,0,0,0,0,0,0,0,6,3,9,3,7,36,33,24,31,7,161,0,0,0,0,0,0,0,0,0,5,0,5,3,3,3,4,3,0,0,20,0,0,0,3,3,0,0,0,0,9,3,6,3,8,3,3,0,0,0,28,0,3,6,7,13,3,0,3,0,32,0,8,3,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,20,20,29,26,16,10,6,6,135
UCL221015,0,3,0,0,0,6,3,10,0,29,0,6,3,0,3,8,10,0,0,31,0,0,3,7,9,10,5,12,0,50,0,4,0,5,0,0,3,0,0,21,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,0,3,0,0,8,3,4,3,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,22,15,21,21,37,22,19,3,174,0,0,5,0,3,3,0,4,0,18,6,4,3,11,3,11,3,0,0,38,0,0,3,3,0,0,0,0,0,7,3,6,15,3,6,0,0,0,0,34,4,5,0,3,3,4,0,3,0,20,0,10,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,38,35,23,17,17,6,4,3,152
UCL221016,0,0,0,0,0,3,3,7,0,13,0,0,0,0,4,3,3,0,0,18,0,0,0,0,4,7,16,3,0,39,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,3,0,4,0,6,0,3,0,0,3,0,3,0,0,9,0,0,0,0,4,4,4,0,0,15,0,5,0,3,0,0,3,3,0,15,0,0,0,0,3,0,0,0,0,3,3,6,6,6,24,28,30,25,0,127,0,0,0,0,3,3,3,3,0,13,3,0,3,3,8,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,0,0,0,27,0,4,4,7,10,3,7,0,0,34,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,16,25,22,19,13,9,9,3,117
UCL221017,0,0,3,3,3,5,0,7,0,23,0,0,0,0,3,0,0,3,0,9,4,3,3,3,12,13,6,8,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,3,0,10,0,6,3,0,0,3,0,3,0,15,0,0,0,4,9,5,3,7,0,25,3,6,0,3,10,10,3,0,0,39,0,0,0,0,0,0,0,0,3,3,3,13,12,18,46,42,25,36,9,193,0,0,0,3,3,3,0,10,0,22,0,4,3,5,7,4,3,0,0,24,0,0,4,0,3,3,0,0,0,7,0,4,3,12,4,0,0,0,0,23,0,4,3,4,8,0,0,0,0,21,0,18,4,7,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,43,23,29,31,13,11,10,0,158
UCL221018,0,0,0,3,3,6,4,21,0,37,0,0,0,0,4,0,3,3,0,21,0,0,3,4,12,11,3,4,0,39,0,3,0,7,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,0,0,11,0,0,0,0,5,5,3,9,0,25,0,4,0,0,3,7,6,7,0,25,0,0,0,0,0,3,0,0,0,4,11,17,10,22,31,44,15,47,3,187,0,4,0,0,0,3,0,5,0,12,3,0,3,6,10,3,3,3,0,35,0,3,0,0,0,0,0,0,0,8,0,3,9,4,4,0,0,0,0,25,0,8,7,5,6,5,3,0,0,37,0,6,10,8,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,3,11,30,39,24,25,22,9,9,3,166
UCL221019,0,3,0,7,3,3,4,10,0,32,0,7,3,6,3,4,9,10,0,34,5,7,3,11,23,13,4,9,0,73,3,0,0,0,0,0,0,4,0,14,0,0,0,3,5,3,0,0,0,14,0,0,3,3,4,0,0,3,0,14,0,0,0,0,5,8,0,0,0,19,3,12,3,3,3,3,0,5,6,34,0,0,0,0,0,0,0,0,0,0,11,30,15,31,47,32,24,47,4,238,3,3,3,0,3,3,0,3,0,17,0,9,7,13,11,6,5,3,0,60,3,3,0,4,4,3,0,0,0,19,10,9,14,9,3,3,0,0,5,52,0,5,9,9,7,3,0,3,0,34,0,11,5,4,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,7,12,4,8,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,3,16,48,37,45,34,25,11,16,9,246
UCL221020,0,0,0,4,0,4,0,11,0,29,0,0,0,0,0,0,3,3,0,5,0,0,3,0,13,12,3,10,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,3,3,0,0,6,3,7,7,0,30,0,0,4,5,3,3,3,0,0,18,0,0,0,0,0,0,0,0,3,5,3,8,10,17,32,30,19,35,6,150,0,0,3,0,0,0,0,0,0,5,0,3,10,5,0,0,3,0,0,22,0,0,0,7,3,0,0,3,0,13,7,3,5,6,3,3,0,3,3,32,0,3,8,7,4,0,0,0,0,24,0,8,6,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,8,5,3,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10,25,34,29,16,14,6,12,3,145
UCL221021,0,0,0,3,4,9,3,6,0,15,0,0,0,0,0,0,0,5,0,8,3,0,0,3,11,21,3,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,14,0,0,0,5,7,3,0,8,0,23,0,0,3,5,5,6,0,0,0,23,3,0,0,0,0,0,0,0,0,3,4,6,9,18,25,39,13,26,3,148,0,0,0,3,0,3,0,0,0,16,0,4,0,3,5,0,0,3,0,27,0,0,0,0,0,0,0,0,0,5,3,8,3,0,0,0,0,0,0,16,3,3,3,4,0,0,0,0,3,17,0,11,3,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,34,12,13,12,6,6,13,4,115
UCL221022,0,0,0,0,3,3,0,6,0,17,0,0,0,0,3,0,0,4,0,9,0,0,0,0,4,6,4,8,3,28,0,3,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,21,0,3,0,0,6,3,5,0,0,29,0,0,0,0,0,0,0,0,0,3,7,12,7,5,33,24,8,14,4,117,0,0,0,0,0,0,3,0,0,8,0,0,3,6,3,0,0,3,0,14,0,3,0,0,0,3,0,0,0,5,0,8,6,7,3,0,5,0,0,31,3,4,3,3,4,0,0,0,0,13,0,4,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,6,5,22,19,19,11,11,8,5,0,103
