UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215050,55,86,186,168,170,161,48,13,0,890,0,7,13,6,10,6,3,0,0,45,0,0,0,0,4,0,0,0,0,4,0,0,9,5,5,6,0,0,0,30,0,0,3,0,3,0,0,0,0,6,0,3,0,3,5,0,3,0,0,18,0,0,0,3,0,3,0,0,0,9,17,16,15,12,16,12,6,0,0,94,13,13,20,12,8,9,5,0,0,77,0,0,0,0,5,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,17,0,4,0,0,0,0,0,0,0,3,0,0,14,8,5,4,0,0,0,40,0,0,9,3,4,4,5,0,0,29,0,0,3,8,10,9,5,0,0,39,4,7,21,27,35,19,5,0,0,126,3,19,35,41,54,44,6,0,0,201,5,0,3,0,5,3,0,0,0,9,0,4,13,9,3,8,3,0,0,46
UCL215051,4,15,17,41,60,69,18,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,4,0,0,4,7,3,0,0,0,27,5,0,8,0,6,6,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,19,0,0,0,0,8,3,0,0,0,10,0,0,0,0,4,6,0,0,0,16,0,0,3,4,6,12,0,0,0,33,0,3,4,8,25,22,5,0,0,66,0,0,0,3,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,9
UCL215052,55,64,142,156,165,140,46,7,4,787,0,6,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,24,0,0,3,0,0,0,0,0,0,12,9,15,19,17,31,36,3,0,0,131,16,8,27,17,28,16,9,0,0,120,0,3,3,5,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,3,3,3,3,3,0,0,0,15,0,3,7,4,3,8,0,0,0,30,0,3,3,6,6,5,0,0,0,27,3,0,3,9,20,12,0,0,0,44,0,6,29,21,23,25,4,0,0,110,3,6,19,33,30,24,8,0,0,125,0,0,4,6,0,0,0,0,0,13,5,3,5,4,7,8,6,0,0,37
UCL215053,15,34,83,46,91,63,17,3,0,348,0,3,0,0,8,9,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,7,13,15,6,14,12,0,0,0,59,6,6,9,8,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,13,0,0,3,0,3,12,0,0,0,18,0,3,6,5,4,7,5,0,0,32,3,9,23,7,30,17,4,0,0,90,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7
UCL215054,15,31,67,68,77,63,6,3,0,331,0,3,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,7,0,0,0,32,6,7,4,6,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,7,0,0,11,5,4,4,0,0,0,27,0,3,8,11,27,29,3,0,0,85,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,0,12
UCL215055,21,27,72,71,91,56,17,0,0,353,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,7,8,3,3,7,10,3,0,0,0,33,3,3,0,0,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,4,3,4,3,0,0,0,15,0,0,0,0,0,4,0,0,0,10,0,0,3,4,0,4,0,0,0,19,0,4,13,12,13,7,0,0,0,51,0,5,12,9,29,31,0,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,12
UCL215056,6,20,35,39,40,44,12,0,0,202,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,6,3,8,4,0,0,23,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,6,0,0,3,3,3,4,3,0,0,17,0,3,0,3,3,3,3,0,0,19,0,3,6,8,17,15,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215057,9,15,46,82,86,80,30,3,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,13,3,0,9,13,6,3,0,0,40,8,6,11,10,17,9,3,0,0,58,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,3,3,0,0,10,0,0,4,3,3,6,5,0,0,16,0,0,0,3,3,0,0,0,0,14,3,3,11,27,13,21,3,0,0,80,0,0,8,16,20,13,0,0,0,67,0,0,0,4,3,0,3,0,0,14,0,0,0,0,3,0,0,0,0,8
UCL215058,32,44,103,94,131,111,28,6,0,547,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,12,7,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,23,4,5,22,24,15,0,0,0,93,15,12,15,18,14,12,3,0,0,82,0,0,0,0,4,3,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,3,0,0,0,15,0,0,0,0,3,0,0,0,0,6,0,0,3,0,6,3,4,0,0,21,0,0,0,0,3,3,0,0,0,7,0,0,7,6,6,3,0,0,0,32,0,0,3,5,10,10,0,0,0,32,0,10,24,22,40,41,9,0,0,140,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,21
UCL215059,22,29,65,66,81,91,21,9,4,395,0,0,3,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,7,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,3,3,9,8,7,3,0,0,48,3,6,8,7,10,10,0,0,0,40,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,0,0,0,17,0,0,0,0,3,4,0,0,0,10,0,0,0,5,0,3,0,0,0,12,0,4,10,12,7,7,0,0,0,39,0,9,13,19,18,8,7,0,0,77,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5
UCL215060,25,24,60,52,57,60,18,3,0,303,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,14,3,7,4,4,7,0,0,0,40,0,3,3,3,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,3,0,3,8,11,15,8,0,0,0,42,0,3,7,22,15,14,10,0,0,70,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,0,0,13
UCL215061,18,45,88,65,69,74,15,6,3,389,4,3,6,3,3,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,4,6,3,4,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,3,8,7,3,0,0,0,33,0,0,3,4,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,5,0,3,4,5,7,4,0,0,0,23,0,0,10,7,7,9,0,0,0,36,4,17,22,18,34,29,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5
UCL215062,45,78,134,126,139,142,53,3,0,722,0,0,4,3,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,4,4,3,6,8,3,0,0,41,0,0,0,0,3,0,0,0,0,6,0,0,3,4,0,3,0,0,0,18,0,0,5,0,0,0,0,0,0,6,21,10,14,16,21,9,0,0,0,104,9,10,7,10,8,9,4,0,0,47,0,0,3,3,7,3,0,0,0,21,3,0,3,0,3,0,0,0,0,9,0,0,4,0,5,3,0,0,0,11,0,0,3,0,4,0,3,0,0,10,0,3,7,3,9,5,0,0,0,23,0,0,8,3,0,3,0,0,0,19,0,0,3,4,8,5,3,0,0,25,3,13,10,16,25,10,4,0,0,80,0,5,31,40,47,47,9,0,0,179,0,0,0,4,0,0,0,0,0,7,4,3,10,9,7,3,0,0,0,31
UCL215063,17,23,50,47,70,65,15,4,0,289,0,0,3,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,4,7,10,0,0,0,43,7,0,10,5,4,5,0,0,0,32,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,7,0,0,0,4,0,0,0,0,4,3,0,0,0,12,0,0,3,14,14,3,3,0,0,39,0,8,13,16,20,23,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL215064,6,24,41,33,38,58,18,4,0,215,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,8,0,0,0,21,0,0,3,0,6,3,3,0,0,19,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,12,0,0,7,6,9,3,0,0,0,24,3,9,8,13,14,19,4,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL215065,33,36,68,94,118,120,46,6,0,523,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,5,0,0,0,0,8,7,9,13,6,22,14,7,0,0,70,14,3,12,5,14,11,0,0,0,52,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,7,3,0,0,8,0,0,3,3,3,0,0,0,0,12,0,0,0,8,3,3,3,0,0,15,0,0,0,3,3,3,0,0,0,7,0,0,10,0,7,6,0,0,0,30,4,0,4,18,21,24,9,0,0,80,0,3,14,25,35,47,9,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,16
UCL215066,32,34,63,112,158,183,88,14,0,682,0,0,0,0,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,3,0,3,0,0,0,7,11,9,11,6,18,14,3,0,0,68,18,3,11,3,18,10,4,0,0,71,0,0,0,3,8,3,0,0,0,15,0,0,0,0,6,4,0,0,0,10,0,0,3,3,7,0,3,0,0,14,0,0,4,4,3,5,0,0,0,22,0,3,3,9,19,14,5,0,0,50,0,0,0,6,8,3,3,0,0,23,0,0,3,8,15,14,0,0,0,42,0,0,13,16,30,38,5,0,0,106,0,5,20,28,42,44,11,0,0,145,0,0,0,7,0,8,3,0,0,19,0,0,0,3,3,3,0,0,0,17
UCL215067,19,27,102,140,107,148,46,7,0,599,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,3,4,3,12,19,15,3,0,0,60,5,10,20,16,26,18,0,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,10,0,0,0,0,12,0,0,5,3,4,0,0,0,0,8,0,0,6,0,7,0,4,0,0,20,0,0,0,3,3,0,3,0,0,11,0,0,8,9,18,16,0,0,0,55,0,0,18,19,20,21,4,0,0,83,3,3,21,46,33,49,5,0,0,154,0,0,3,0,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,18
UCL215068,34,39,124,94,109,92,22,3,0,514,0,0,3,5,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,25,12,12,11,21,4,3,0,0,84,14,7,5,6,6,7,0,0,0,59,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,9,0,3,13,7,12,10,3,0,0,54,0,0,3,0,10,7,0,0,0,18,0,4,3,14,17,8,0,0,0,43,0,10,21,19,19,18,3,0,0,88,0,0,0,3,0,0,0,0,0,8,0,4,3,3,4,3,0,0,0,20
UCL215069,32,60,111,161,230,167,50,0,0,820,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,3,3,5,11,8,4,0,0,32,0,0,0,4,0,0,0,0,0,9,0,0,4,3,7,3,0,0,0,14,0,0,0,6,5,0,0,0,0,14,25,14,19,17,19,11,0,0,0,99,18,15,6,5,7,4,0,0,0,50,0,0,5,10,17,4,0,0,0,35,0,0,3,0,3,3,0,0,0,11,0,3,6,13,17,3,0,0,0,47,0,0,6,3,3,7,0,0,0,11,0,3,14,16,17,3,0,0,0,60,0,0,0,6,5,0,3,0,0,20,0,3,15,16,24,9,0,0,0,71,3,6,16,20,39,29,6,0,0,119,0,20,28,33,63,39,3,0,0,178,4,0,0,3,0,4,0,0,0,18,0,3,5,6,7,5,3,0,0,32
UCL215070,11,26,109,63,72,83,25,0,0,383,0,5,18,9,8,6,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,10,9,9,10,0,0,0,38,3,3,3,5,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,10,0,4,3,3,7,7,5,0,0,45,0,4,19,14,4,12,3,0,0,51,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,6
UCL215071,26,51,77,88,107,132,39,5,0,528,3,3,8,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,10,10,3,3,9,17,8,4,0,0,63,7,4,4,10,7,3,0,0,0,46,0,0,5,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,3,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,3,5,3,5,3,0,0,0,19,0,0,3,6,7,3,0,0,0,13,0,3,3,7,12,3,0,0,0,23,0,0,13,4,19,15,5,3,0,56,0,13,22,19,43,31,7,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,3,0,0,20
UCL215072,47,82,157,213,250,188,47,0,0,984,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,0,0,0,18,0,3,6,3,0,0,0,0,0,13,15,12,8,17,23,14,0,0,0,103,19,13,4,8,13,7,0,0,0,61,0,0,16,12,16,9,4,0,0,62,0,0,0,3,3,3,0,0,0,5,0,0,12,7,6,3,0,0,0,25,0,0,4,6,0,8,0,0,0,24,3,6,8,12,6,10,0,0,0,48,0,0,0,5,15,6,0,0,0,32,0,3,13,14,18,9,0,0,0,59,0,11,21,36,30,22,0,0,0,113,3,13,35,30,43,27,5,0,0,152,0,0,0,7,4,0,0,0,0,7,0,9,3,3,4,0,3,0,0,25
UCL215073,4,28,62,49,44,53,9,0,0,255,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,8,0,10,5,0,0,0,34,3,5,5,3,3,8,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,7,3,4,0,0,0,0,14,0,0,3,7,0,7,0,0,0,21,0,0,4,8,3,4,0,0,0,21,0,3,17,8,12,18,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,12
UCL215074,28,27,81,104,102,98,18,4,0,466,0,3,4,9,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,13,13,22,14,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,8,3,6,5,11,6,0,0,0,45,9,4,10,8,10,10,0,0,0,54,0,0,3,3,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,16,0,0,3,7,5,10,0,0,0,22,0,0,3,9,6,9,0,0,0,28,0,0,5,13,14,8,3,0,0,44,3,0,12,13,17,22,3,0,0,77,0,0,3,0,3,0,0,0,0,6,0,3,5,6,3,5,3,0,0,16
UCL215075,9,27,41,57,41,60,16,0,0,252,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,16,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,3,0,0,0,20,4,6,4,0,6,3,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,6,3,3,0,0,0,7,0,0,3,0,3,3,0,0,0,9,0,0,7,4,9,4,0,0,0,27,0,0,3,18,11,15,4,0,0,53,0,0,4,0,3,3,0,0,0,15,0,0,3,0,0,6,0,0,0,10
UCL215076,36,54,102,121,122,82,21,3,0,534,0,4,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,19,0,0,3,6,7,4,0,0,0,17,10,9,7,17,7,17,0,0,0,67,9,3,0,0,8,0,0,0,0,27,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,15,0,0,3,0,0,3,0,0,0,6,0,0,3,4,10,3,4,0,0,23,0,0,0,4,9,0,0,0,0,16,0,0,0,8,3,0,0,0,0,14,0,3,14,10,9,10,0,0,0,46,0,15,20,21,26,22,4,0,0,106,0,0,0,0,0,0,0,0,0,3,3,0,4,6,4,0,0,0,0,20
