UCL_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL213017,..,60,53,23,24,35,15,5,0,225,..,33,109,71,158,268,325,323,218,1508,32,46,32,29,27,27,28,20,17,257,1548,948,980,1056,1145,1175,997,699,309,8852,..,36,638,1098,1178,1282,1082,631,150,6094,..,237,444,239,209,119,45,9,7,1311,..,42,121,247,255,111,52,47,30,902,3124,..,..,..,..,..,..,..,..,3124,..,701,..,..,..,..,..,..,..,701,..,468,175,92,66,35,8,0,0,843,..,63,43,12,24,41,46,30,12,261,..,35,17,5,12,9,3,0,0,81,..,127,110,50,54,60,33,10,5,447,..,68,239,203,335,476,495,419,282,2519,65,82,71,42,48,54,38,34,16,459,3194,1865,1847,1987,2178,2176,1805,1193,492,16752
UCL213018,..,32,39,16,18,23,15,3,3,143,..,18,53,46,96,189,218,222,147,991,28,32,29,11,11,19,22,14,7,162,1207,803,771,789,924,877,797,468,210,6844,..,39,624,855,1034,1015,976,468,96,5097,..,106,302,160,138,103,44,21,0,883,..,27,82,169,201,87,35,29,20,651,2406,..,..,..,..,..,..,..,..,2406,..,712,..,..,..,..,..,..,..,712,..,473,160,48,47,16,6,0,0,746,..,44,28,19,17,27,27,16,6,182,..,40,34,9,12,3,0,0,0,106,..,68,88,24,38,27,33,6,3,288,..,36,121,133,180,302,305,300,177,1550,37,74,64,24,31,46,31,23,7,333,2447,1614,1498,1438,1695,1632,1454,869,315,12959
UCL214001,..,34,20,3,14,10,10,3,3,103,..,10,31,26,72,94,111,138,73,549,9,12,4,4,12,12,15,4,4,78,508,357,336,337,471,440,390,259,104,3195,..,7,195,322,443,503,460,228,52,2213,..,93,174,102,106,49,30,7,0,562,..,11,56,81,102,28,21,18,12,332,1034,..,..,..,..,..,..,..,..,1034,..,231,..,..,..,..,..,..,..,231,..,214,57,39,22,15,0,0,0,343,..,44,8,5,5,17,16,18,6,126,..,21,26,0,5,0,0,0,0,50,..,60,53,26,34,39,23,14,3,254,..,32,79,79,151,181,190,168,105,981,18,34,28,15,20,19,19,15,3,175,1052,752,679,669,892,859,764,462,184,6304
UCL214002,..,20,19,9,14,15,13,6,0,101,..,26,44,40,91,165,211,167,126,861,11,23,15,5,12,10,15,10,8,115,660,430,426,418,595,628,611,415,195,4360,..,20,261,380,546,670,626,420,113,3037,..,105,171,107,93,90,45,17,3,634,..,32,82,110,128,61,29,26,11,487,1323,..,..,..,..,..,..,..,..,1323,..,319,..,..,..,..,..,..,..,319,..,208,80,41,30,26,4,0,0,381,..,33,11,17,11,15,16,15,10,130,..,32,11,5,4,3,0,0,0,56,..,56,41,16,33,27,29,11,3,220,..,60,102,91,192,270,322,243,173,1453,27,46,38,21,30,17,34,21,8,236,1349,908,793,795,1069,1186,1102,748,327,8274
UCL214003,..,15,40,24,18,22,15,7,3,137,..,9,15,39,79,185,241,173,102,854,13,16,16,13,12,22,22,11,9,129,699,344,374,531,642,664,619,371,163,4411,..,9,208,425,543,563,527,354,93,2722,..,66,170,220,165,138,83,15,0,857,..,11,43,92,173,79,30,19,16,461,1395,..,..,..,..,..,..,..,..,1395,..,335,..,..,..,..,..,..,..,335,..,208,92,32,42,13,8,0,0,391,..,21,17,7,6,35,18,18,3,123,..,21,25,14,4,7,0,0,0,81,..,30,77,55,49,43,38,15,5,307,..,24,42,87,178,312,353,236,144,1375,23,32,21,21,25,33,39,12,7,219,1417,763,696,957,1180,1222,1100,675,267,8270
UCL214004,..,17,9,3,11,14,3,3,0,48,..,4,19,14,30,63,80,112,53,371,8,12,14,0,8,9,11,8,0,71,413,276,258,265,285,285,316,237,73,2410,..,20,214,259,312,337,359,230,42,1770,..,51,104,81,49,32,30,4,0,349,..,18,36,67,70,24,20,15,5,248,859,..,..,..,..,..,..,..,..,859,..,197,..,..,..,..,..,..,..,197,..,134,51,23,21,4,7,0,0,242,..,11,8,3,4,4,9,11,3,62,..,18,16,5,5,3,0,0,0,36,..,40,24,14,21,16,11,5,4,127,..,18,49,47,81,122,151,167,71,703,18,29,26,16,8,15,25,12,5,156,879,534,524,511,565,555,613,441,132,4754
UCL214005,..,0,0,0,3,0,3,0,0,10,..,3,4,7,3,11,13,15,4,61,3,3,0,5,0,0,3,0,0,20,84,58,42,76,63,67,64,30,13,486,..,3,42,78,78,74,89,23,3,391,..,10,18,14,18,12,12,0,0,81,..,0,6,13,14,0,0,0,3,32,167,..,..,..,..,..,..,..,..,167,..,58,..,..,..,..,..,..,..,58,..,42,5,0,0,3,0,0,0,53,..,0,3,0,7,0,0,0,0,11,..,3,3,0,0,0,0,0,0,8,..,7,0,0,3,12,4,0,0,31,..,5,3,9,14,13,21,23,10,105,3,5,0,5,3,0,6,0,0,27,164,133,73,124,136,122,136,48,14,957
UCL214006,..,3,13,0,8,0,3,0,0,33,..,4,19,21,34,77,107,55,30,353,9,25,13,3,10,9,15,5,4,81,1082,510,492,769,671,466,411,148,54,4607,..,11,463,1085,891,633,537,180,28,3830,..,39,219,155,119,62,21,0,0,623,..,5,18,73,135,54,20,8,10,317,2231,..,..,..,..,..,..,..,..,2231,..,599,..,..,..,..,..,..,..,599,..,321,111,27,9,9,0,0,0,480,..,24,9,0,3,10,14,9,5,82,..,15,17,0,6,0,0,0,0,38,..,11,28,4,9,6,6,0,0,70,..,15,39,52,87,127,146,79,46,589,15,41,25,9,16,15,18,10,5,139,2242,1077,926,1410,1282,918,763,288,89,9004
UCL214007,..,41,16,3,7,5,7,6,0,90,..,26,45,36,78,132,154,189,154,813,14,10,4,5,16,16,24,17,3,115,691,444,439,420,571,583,514,360,196,4215,..,13,342,501,593,669,622,287,62,3090,..,119,202,90,80,59,21,10,0,582,..,20,46,82,122,49,22,15,9,369,1371,..,..,..,..,..,..,..,..,1371,..,310,..,..,..,..,..,..,..,310,..,251,72,46,23,17,0,0,0,406,..,28,10,0,9,9,16,4,3,80,..,22,3,4,0,0,0,0,0,33,..,97,44,8,16,14,16,5,4,211,..,55,95,86,143,218,233,258,197,1285,27,21,26,16,26,30,33,27,10,204,1400,937,836,837,1016,1069,963,607,289,7949
UCL214008,..,7,5,4,13,17,9,4,3,63,..,5,29,39,55,99,136,108,47,508,8,16,8,5,11,14,7,9,4,86,699,388,430,531,556,585,458,260,87,3987,..,11,308,486,599,653,524,245,44,2859,..,42,204,179,157,89,49,14,0,732,..,16,41,115,118,71,26,34,14,426,1427,..,..,..,..,..,..,..,..,1427,..,340,..,..,..,..,..,..,..,340,..,292,134,49,39,13,3,0,0,536,..,16,16,6,11,17,11,13,10,89,..,32,15,6,9,4,6,3,0,78,..,15,20,17,24,30,22,11,11,151,..,16,45,97,128,195,211,144,58,894,29,33,29,18,22,26,20,6,4,183,1457,812,816,970,1103,1108,864,462,134,7730
UCL214009,..,15,9,4,3,5,4,9,0,47,..,6,17,17,27,76,108,93,52,396,3,0,9,7,7,15,17,8,4,71,381,149,177,271,252,364,424,216,81,2311,..,3,137,288,308,391,529,205,45,1910,..,10,99,77,42,47,26,8,0,307,..,7,14,49,36,40,11,6,10,174,786,..,..,..,..,..,..,..,..,786,..,154,..,..,..,..,..,..,..,154,..,69,29,9,15,9,0,0,0,139,..,9,8,7,0,9,4,7,6,53,..,7,7,3,0,4,0,0,0,24,..,13,25,11,3,15,5,15,0,88,..,9,31,33,66,142,159,127,72,646,7,14,10,15,15,25,28,10,8,127,793,305,358,494,495,678,771,386,136,4413
UCL214010,..,7,9,0,11,4,0,0,0,41,..,9,25,19,23,64,89,84,25,336,7,18,10,3,9,6,5,0,0,55,637,362,352,442,454,331,310,188,45,3113,..,12,250,503,518,429,346,195,33,2282,..,66,159,136,99,39,29,9,0,527,..,6,36,84,102,32,22,10,7,303,1338,..,..,..,..,..,..,..,..,1338,..,348,..,..,..,..,..,..,..,348,..,234,99,18,19,5,3,0,0,386,..,41,19,9,8,10,22,19,6,126,..,14,12,3,3,11,0,3,0,47,..,12,23,4,26,12,4,4,0,95,..,11,49,48,67,120,137,110,32,574,22,35,24,9,14,13,9,0,0,131,1356,788,669,816,860,670,577,343,78,6149
UCL214011,..,14,7,7,5,3,4,3,0,42,..,12,19,16,41,75,109,129,79,478,9,9,13,0,9,7,17,13,0,77,445,260,294,281,343,363,359,257,120,2724,..,18,210,306,359,427,433,225,69,2049,..,58,142,48,54,48,17,6,3,366,..,12,45,72,75,34,9,15,11,270,930,..,..,..,..,..,..,..,..,930,..,230,..,..,..,..,..,..,..,230,..,157,75,34,16,15,0,0,0,287,..,22,11,3,5,10,11,9,9,72,..,16,8,0,4,3,0,0,0,36,..,25,17,9,12,12,5,3,0,94,..,28,50,42,85,132,161,163,100,758,17,24,23,13,16,16,27,19,0,149,947,583,573,530,626,694,667,439,186,5251
UCL214012,..,22,7,0,11,15,16,3,6,77,..,8,14,11,56,79,96,115,48,430,6,20,3,5,8,19,20,14,0,95,383,229,227,238,353,428,466,247,80,2660,..,6,142,203,327,482,591,247,48,2055,..,42,120,72,64,50,34,14,3,395,..,12,44,64,63,37,17,12,9,253,771,..,..,..,..,..,..,..,..,771,..,176,..,..,..,..,..,..,..,176,..,121,49,39,23,11,5,0,0,241,..,11,6,11,8,11,11,3,6,73,..,17,8,3,4,3,0,0,0,31,..,39,10,8,17,32,26,7,5,150,..,30,38,41,118,166,191,168,69,811,14,33,10,14,22,31,41,26,4,192,787,478,428,461,640,818,916,476,147,5147
UCL214013,..,12,15,0,3,7,3,0,0,46,..,8,23,12,32,62,80,118,68,404,5,7,5,3,3,14,7,3,0,51,455,216,286,258,285,301,276,210,95,2388,..,15,223,299,300,354,348,177,51,1762,..,52,132,66,57,33,19,0,0,355,..,12,37,53,67,30,9,6,8,219,917,..,..,..,..,..,..,..,..,917,..,201,..,..,..,..,..,..,..,201,..,107,40,19,11,6,0,0,0,190,..,15,8,5,3,8,3,3,3,46,..,9,6,3,3,0,0,0,0,25,..,39,25,3,5,12,11,0,0,93,..,21,54,49,67,114,122,139,85,646,8,21,20,8,12,16,16,4,0,101,924,488,539,495,531,564,514,341,150,4559
UCL214014,..,21,9,7,10,21,13,8,0,91,..,18,37,18,64,132,169,164,102,698,11,16,17,3,6,7,15,10,3,84,549,354,343,329,427,495,541,360,141,3535,..,21,162,267,381,494,564,344,66,2306,..,88,143,108,76,53,42,14,0,519,..,26,72,100,111,51,31,38,12,432,1098,..,..,..,..,..,..,..,..,1098,..,255,..,..,..,..,..,..,..,255,..,200,73,57,41,29,0,0,0,395,..,29,11,12,10,12,10,11,3,98,..,25,7,8,0,3,0,0,0,49,..,43,38,21,32,44,39,8,3,225,..,36,71,62,141,231,295,249,142,1228,27,36,25,19,18,18,20,15,7,181,1122,762,594,658,804,927,1006,683,229,6791
UCL214015,..,11,9,3,22,15,24,3,3,93,..,5,12,24,55,105,159,121,69,550,7,17,9,13,6,23,23,7,3,107,379,187,184,283,382,617,667,296,117,3110,..,6,93,259,349,696,834,328,82,2656,..,24,71,75,91,97,53,17,6,433,..,3,39,51,76,30,26,17,14,250,753,..,..,..,..,..,..,..,..,753,..,164,..,..,..,..,..,..,..,164,..,137,61,34,39,14,3,0,0,293,..,11,10,0,13,10,14,8,9,84,..,12,7,4,3,0,3,0,3,37,..,25,22,10,38,29,35,10,3,169,..,20,29,57,123,210,272,196,99,1022,18,31,10,18,18,45,38,22,10,214,773,439,350,517,753,1142,1281,601,226,6081
UCL214016,..,14,18,4,15,11,4,3,0,64,..,6,20,26,37,80,99,89,37,398,12,19,19,3,8,12,12,5,6,89,415,324,266,290,353,401,296,189,73,2604,..,12,133,216,321,412,297,161,46,1608,..,61,113,86,55,47,27,0,0,388,..,23,44,96,111,58,21,17,11,379,804,..,..,..,..,..,..,..,..,804,..,220,..,..,..,..,..,..,..,220,..,196,91,41,29,10,3,0,0,375,..,22,14,4,9,14,16,13,3,92,..,27,15,15,3,8,0,0,0,62,..,115,37,15,24,27,14,5,0,240,..,16,58,65,117,176,179,132,60,800,24,30,25,18,18,13,21,9,4,164,827,712,535,547,694,771,577,335,134,5136
UCL214017,..,29,21,9,12,9,3,0,0,91,..,11,30,27,42,85,108,108,72,482,6,9,5,3,13,15,13,7,0,75,371,262,264,280,343,355,327,214,100,2518,..,15,164,268,359,394,364,202,44,1816,..,72,97,74,58,36,27,4,0,363,..,16,39,56,58,24,20,12,3,229,747,..,..,..,..,..,..,..,..,747,..,170,..,..,..,..,..,..,..,170,..,123,54,33,15,9,0,0,0,245,..,27,12,6,10,18,13,3,4,96,..,14,19,7,3,4,0,0,0,42,..,71,60,24,30,29,13,3,0,230,..,29,63,73,103,155,170,146,96,835,16,19,23,12,18,19,16,15,3,145,762,561,534,544,659,695,626,383,154,4919
UCL214018,..,4,8,4,5,10,10,0,0,41,..,4,21,12,36,46,47,18,8,196,15,18,17,0,7,12,8,3,3,84,913,535,524,592,618,443,250,74,29,3978,..,5,413,708,803,597,320,85,8,2941,..,44,234,168,148,71,10,7,0,684,..,16,73,102,113,47,24,15,3,387,1827,..,..,..,..,..,..,..,..,1827,..,511,..,..,..,..,..,..,..,511,..,382,164,37,22,13,0,0,0,612,..,24,23,5,8,33,28,14,9,151,..,28,17,11,4,11,3,0,0,72,..,15,14,6,14,27,14,3,0,98,..,16,62,58,94,92,69,26,10,421,22,39,33,8,10,16,9,10,3,153,1853,1075,1029,1101,1223,902,478,158,36,7860
UCL214019,..,14,18,3,23,15,10,5,3,91,..,10,34,27,69,148,180,154,92,716,4,13,16,5,11,9,13,15,3,92,608,372,376,361,487,521,500,348,146,3724,..,20,255,325,444,499,512,306,82,2454,..,73,171,83,87,80,29,8,0,528,..,26,57,92,130,56,23,34,10,425,1206,..,..,..,..,..,..,..,..,1206,..,298,..,..,..,..,..,..,..,298,..,222,85,35,39,30,3,0,0,419,..,17,21,6,15,13,16,9,3,106,..,22,14,4,3,3,3,0,0,43,..,30,39,13,36,32,28,7,8,183,..,23,71,72,150,265,282,225,129,1225,23,29,35,13,10,21,24,25,7,191,1232,769,743,655,913,997,920,618,245,7077
UCL214020,..,24,15,0,8,13,12,5,0,69,..,4,20,20,50,73,134,141,61,500,16,14,7,5,7,18,18,15,0,112,585,294,311,358,409,468,539,331,121,3424,..,9,241,397,461,602,634,366,101,2820,..,70,140,86,72,46,33,8,4,464,..,22,53,81,68,29,29,17,10,304,1228,..,..,..,..,..,..,..,..,1228,..,198,..,..,..,..,..,..,..,198,..,193,50,28,25,14,3,0,0,317,..,11,10,9,20,3,13,15,6,82,..,18,8,4,9,0,3,0,0,46,..,47,29,8,16,16,21,15,0,153,..,19,38,57,101,133,212,217,88,873,17,32,19,13,16,35,43,30,6,208,1246,623,589,684,788,888,985,662,215,6688
UCL215001,..,0,0,0,0,3,0,0,0,4,..,0,4,0,10,22,14,12,7,69,0,3,0,0,5,14,3,0,4,28,58,38,28,47,83,113,63,38,13,486,..,0,14,47,72,111,89,49,3,383,..,4,18,17,32,28,9,3,0,106,..,0,3,12,16,3,0,3,0,38,134,..,..,..,..,..,..,..,..,134,..,51,..,..,..,..,..,..,..,51,..,21,8,3,3,0,0,0,0,37,..,6,0,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,8,3,0,0,13,..,3,12,4,21,48,21,17,7,126,0,6,4,0,5,16,12,3,4,53,132,94,60,86,154,217,130,73,16,969
UCL215002,..,3,10,3,4,7,0,0,0,26,..,7,5,4,18,34,51,53,36,214,0,5,3,0,4,3,11,3,0,27,170,72,107,121,141,135,173,106,47,1081,..,0,82,142,145,160,198,82,18,816,..,23,66,42,32,25,18,5,0,205,..,7,4,20,28,15,0,7,0,77,341,..,..,..,..,..,..,..,..,341,..,64,..,..,..,..,..,..,..,64,..,63,25,13,9,0,0,0,0,106,..,5,0,0,0,3,7,0,4,22,..,8,4,0,0,0,0,0,0,14,..,3,14,4,7,9,0,3,0,49,..,11,18,20,45,69,80,82,52,374,3,4,9,4,3,6,12,5,4,50,343,190,208,241,273,285,315,185,73,2113
UCL215003,..,6,3,4,3,3,7,0,0,24,..,4,3,4,13,36,44,30,21,160,0,3,3,0,9,5,11,4,3,42,150,88,97,126,172,176,184,81,38,1103,..,3,44,125,189,205,232,92,22,907,..,6,75,50,45,33,10,0,0,225,..,0,7,10,29,19,3,7,3,75,349,..,..,..,..,..,..,..,..,349,..,92,..,..,..,..,..,..,..,92,..,46,28,6,0,3,0,0,0,89,..,4,0,0,3,3,3,0,3,17,..,0,0,0,0,0,0,0,0,7,..,10,9,3,9,7,3,0,0,43,..,3,16,21,42,75,68,52,38,313,3,12,8,3,13,14,18,6,3,78,357,173,185,231,327,358,340,151,63,2189
UCL215004,..,4,10,0,3,3,0,0,0,16,..,4,11,6,20,22,16,24,10,103,0,3,3,4,0,8,4,3,0,26,90,37,79,50,83,102,63,50,16,569,..,0,32,65,72,93,77,39,7,382,..,15,40,12,17,26,8,0,3,125,..,0,7,10,11,8,3,3,0,55,174,..,..,..,..,..,..,..,..,174,..,32,..,..,..,..,..,..,..,32,..,21,13,5,0,3,0,0,0,45,..,0,3,0,0,0,0,3,0,15,..,4,4,0,0,0,0,0,0,10,..,9,9,0,4,6,0,0,0,37,..,4,15,21,30,46,39,36,5,197,3,10,8,9,0,11,12,10,0,61,179,95,126,124,145,198,142,90,22,1122
UCL215005,..,0,4,4,4,4,7,0,0,21,..,3,7,14,25,27,33,32,14,164,0,5,3,3,3,3,4,9,0,36,195,95,120,139,158,138,129,72,26,1070,..,0,70,163,156,157,131,51,18,748,..,19,74,43,36,19,8,0,0,196,..,3,17,23,26,14,4,5,6,98,403,..,..,..,..,..,..,..,..,403,..,93,..,..,..,..,..,..,..,93,..,70,31,0,7,4,0,0,0,122,..,3,3,3,3,8,7,0,0,33,..,4,5,0,0,0,0,0,0,9,..,8,3,10,8,15,14,3,0,46,..,9,15,20,36,57,58,48,16,264,3,8,3,4,6,5,12,5,0,51,410,219,225,268,284,277,227,124,41,2070
UCL215006,..,0,0,0,3,0,0,3,0,6,..,0,3,3,20,24,23,34,17,118,0,4,0,4,4,0,3,0,3,19,200,101,92,126,159,174,121,90,27,1087,..,0,76,152,160,203,173,106,22,895,..,8,45,45,44,37,17,5,0,201,..,0,3,19,29,18,4,0,6,82,393,..,..,..,..,..,..,..,..,393,..,112,..,..,..,..,..,..,..,112,..,51,37,10,0,3,0,0,0,106,..,3,5,0,5,3,8,6,3,30,..,3,0,0,0,0,0,0,0,9,..,3,3,0,3,0,0,3,0,14,..,3,9,8,28,38,40,49,15,196,8,8,4,8,7,6,3,3,3,39,396,191,175,243,279,316,254,167,43,2067
UCL215007,..,8,12,3,0,0,0,3,0,28,..,0,13,5,11,22,23,21,18,107,0,6,4,0,3,9,0,3,4,25,604,240,336,398,277,210,135,71,29,2297,..,17,355,565,401,277,207,82,10,1916,..,51,146,107,55,33,11,0,0,404,..,4,19,55,43,24,0,9,3,150,1260,..,..,..,..,..,..,..,..,1260,..,248,..,..,..,..,..,..,..,248,..,165,37,13,13,4,0,0,0,232,..,24,5,4,7,7,14,6,7,64,..,5,6,6,3,8,0,0,0,21,..,11,17,6,0,4,9,4,0,56,..,8,29,22,23,33,35,27,21,210,3,6,3,6,10,11,3,5,4,49,1262,539,618,779,554,402,285,134,40,4615
UCL215008,..,0,0,0,0,0,0,0,0,3,..,0,3,4,6,9,9,6,0,32,3,3,0,0,0,0,0,0,0,13,267,83,103,139,130,87,41,12,3,860,..,3,119,177,178,130,63,17,3,690,..,16,42,49,40,7,3,0,0,158,..,0,4,15,22,3,4,0,0,55,481,..,..,..,..,..,..,..,..,481,..,78,..,..,..,..,..,..,..,78,..,51,17,3,3,0,0,0,0,78,..,0,0,0,3,3,0,0,0,9,..,3,0,0,0,0,0,0,0,4,..,0,3,0,3,3,0,0,0,13,..,6,10,4,12,13,11,8,3,60,8,8,5,4,0,4,0,0,0,29,488,166,202,258,261,165,76,22,6,1650
UCL215009,..,0,0,0,0,0,0,0,0,3,..,0,4,3,4,7,17,11,3,54,0,0,0,0,3,0,4,0,0,6,49,34,41,34,46,75,72,27,11,375,..,3,25,26,62,84,90,33,6,325,..,9,25,9,5,10,7,0,0,71,..,0,7,6,12,0,0,0,3,30,118,..,..,..,..,..,..,..,..,118,..,28,..,..,..,..,..,..,..,28,..,17,3,3,5,5,0,0,0,35,..,4,0,0,0,0,5,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,4,..,0,5,8,10,36,39,22,5,130,0,3,0,0,7,0,4,0,0,11,118,64,64,62,98,135,151,64,15,771
UCL215010,..,0,0,0,0,0,3,0,0,3,..,0,0,0,8,3,12,0,3,29,4,3,0,3,0,3,0,0,0,15,209,119,78,150,160,129,79,24,9,948,..,0,65,229,242,220,115,40,3,919,..,3,17,42,20,5,3,0,0,93,..,0,3,14,14,8,3,0,3,50,470,..,..,..,..,..,..,..,..,470,..,146,..,..,..,..,..,..,..,146,..,80,44,5,3,4,0,0,0,145,..,4,3,0,0,0,4,9,3,27,..,8,5,0,3,0,0,0,0,20,..,0,0,4,0,0,5,0,0,16,..,5,5,5,13,12,23,7,3,72,3,10,7,3,0,8,4,0,0,31,475,258,152,299,293,267,159,58,13,1980
UCL215011,..,0,0,0,0,4,0,3,0,12,..,4,8,0,15,20,41,26,15,120,3,3,0,3,3,0,3,0,0,14,74,29,40,37,58,85,98,50,18,483,..,0,28,29,49,73,98,42,7,328,..,8,23,25,9,8,8,4,0,78,..,0,4,4,17,6,3,3,0,40,137,..,..,..,..,..,..,..,..,137,..,29,..,..,..,..,..,..,..,29,..,14,7,6,10,3,0,0,0,43,..,0,0,0,0,0,0,5,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,10,3,4,0,28,..,3,10,10,23,55,59,42,20,222,10,3,3,3,7,3,0,0,0,34,150,63,78,79,111,162,173,98,35,947
UCL215012,..,3,9,0,5,11,8,0,0,42,..,0,9,19,19,64,52,49,30,243,12,3,8,4,0,10,6,3,0,41,230,91,97,192,177,242,194,114,47,1373,..,0,64,174,173,241,207,99,21,980,..,14,40,51,63,39,23,7,0,232,..,0,12,40,39,18,10,12,10,138,440,..,..,..,..,..,..,..,..,440,..,83,..,..,..,..,..,..,..,83,..,53,24,9,15,7,3,3,0,115,..,14,8,0,3,4,3,7,3,35,..,0,0,0,3,0,0,0,0,5,..,5,16,0,11,15,16,0,0,73,..,4,14,34,35,95,90,73,30,374,16,9,16,6,3,15,5,6,0,72,455,180,185,317,343,439,357,209,64,2547
UCL215013,..,0,0,0,3,3,0,0,0,4,..,0,0,3,0,0,0,0,0,15,0,5,4,3,0,0,0,0,0,18,246,77,199,148,80,64,24,4,3,855,..,6,211,207,138,86,42,8,0,695,..,10,79,43,13,5,3,0,0,155,..,3,17,16,14,7,3,0,0,59,514,..,..,..,..,..,..,..,..,514,..,73,..,..,..,..,..,..,..,73,..,47,25,9,4,0,0,0,0,83,..,8,9,3,4,10,7,3,4,44,..,3,9,4,0,0,0,0,0,16,..,0,0,0,7,5,0,0,0,7,..,3,8,13,8,7,3,0,0,52,3,8,7,3,3,0,3,0,0,33,520,162,373,295,194,118,62,9,3,1740
