UCL_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL221025,..,3,0,0,0,0,0,0,0,6,..,0,0,3,4,8,11,3,3,29,4,3,0,0,0,3,7,0,0,11,50,25,31,30,52,70,70,29,8,362,..,3,17,33,58,90,99,43,8,348,..,3,17,3,17,17,7,0,0,64,..,0,6,4,8,0,3,0,3,27,105,..,..,..,..,..,..,..,..,105,..,17,..,..,..,..,..,..,..,17,..,19,3,0,3,0,0,0,0,32,..,3,3,0,0,0,0,3,0,11,..,0,0,0,0,0,0,0,0,7,..,3,0,0,3,6,4,0,0,21,..,0,4,4,9,17,28,9,6,73,4,3,0,0,0,6,9,0,0,20,106,52,50,55,94,140,147,56,20,732
UCL221026,..,0,0,0,3,3,0,0,0,7,..,0,3,0,6,17,9,10,3,41,3,3,0,0,3,6,0,0,0,18,72,46,23,48,74,78,47,24,3,417,..,4,12,39,79,73,48,16,4,268,..,10,24,21,17,24,9,0,0,108,..,0,3,17,19,5,5,0,0,56,150,..,..,..,..,..,..,..,..,150,..,41,..,..,..,..,..,..,..,41,..,32,5,4,3,0,0,0,0,46,..,0,0,0,3,4,5,0,0,14,..,3,0,0,0,3,0,0,0,8,..,0,0,6,7,6,0,3,0,19,..,0,6,3,25,31,22,7,3,105,3,3,8,3,6,10,6,0,0,34,154,97,51,91,160,151,95,32,10,841
UCL221027,..,4,0,0,0,0,0,0,0,0,..,0,0,3,13,9,23,22,14,84,0,3,0,0,4,0,0,0,0,14,40,22,30,23,41,44,63,41,14,303,..,0,14,18,31,53,54,37,6,210,..,9,13,9,4,0,7,0,0,45,..,0,7,8,3,3,0,3,0,26,75,..,..,..,..,..,..,..,..,75,..,16,..,..,..,..,..,..,..,16,..,11,3,0,0,5,0,0,0,17,..,0,0,0,0,0,3,3,0,4,..,3,0,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,11,..,7,9,4,13,27,41,30,23,153,0,5,3,3,7,3,3,4,0,30,76,50,58,44,70,92,104,73,30,595
UCL221028,..,3,3,0,3,0,3,0,0,19,..,0,0,4,9,9,7,19,4,46,0,4,0,0,0,0,3,0,3,12,28,31,23,35,43,48,34,28,14,284,..,0,14,22,37,57,49,24,9,205,..,10,18,13,18,3,7,0,0,58,..,0,0,3,6,4,0,0,0,21,52,..,..,..,..,..,..,..,..,52,..,11,..,..,..,..,..,..,..,11,..,10,7,4,3,0,0,0,0,26,..,0,0,0,0,0,4,0,0,7,..,0,3,0,0,0,0,0,0,3,..,14,4,0,14,0,9,0,0,38,..,0,10,4,18,20,31,22,10,119,4,3,3,3,5,4,4,5,3,33,62,51,56,49,90,89,95,50,25,577
UCL221029,..,0,0,0,0,3,0,0,0,8,..,0,0,3,7,9,16,24,7,59,3,0,3,0,0,3,0,0,3,15,34,32,24,32,54,40,40,39,14,307,..,0,12,26,55,42,50,34,9,219,..,3,10,5,6,6,6,0,0,32,..,0,3,7,15,3,7,0,0,33,91,..,..,..,..,..,..,..,..,91,..,14,..,..,..,..,..,..,..,14,..,32,11,4,0,0,0,0,0,47,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,5,0,0,0,9,..,3,3,3,13,26,34,37,11,128,3,0,3,0,3,7,0,3,3,25,99,51,44,54,91,92,96,82,14,615
UCL221030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,12,13,9,5,47,3,0,0,0,0,0,0,0,0,6,32,16,10,27,38,54,65,26,6,281,..,0,5,27,35,66,87,35,3,267,..,0,7,6,12,9,6,4,0,45,..,0,0,3,7,0,0,0,0,13,78,..,..,..,..,..,..,..,..,78,..,21,..,..,..,..,..,..,..,21,..,13,6,3,0,0,0,0,0,29,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,3,3,0,3,19,23,9,7,65,4,3,0,0,4,3,0,0,0,17,78,42,15,45,62,104,118,55,17,545
UCL221031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,3,4,4,0,22,0,0,0,0,3,0,0,0,0,7,61,41,38,45,51,37,26,4,0,303,..,0,36,63,60,66,28,8,0,264,..,16,14,3,19,0,0,0,0,44,..,0,10,4,5,0,4,3,0,21,137,..,..,..,..,..,..,..,..,137,..,30,..,..,..,..,..,..,..,30,..,30,6,4,0,0,0,0,0,41,..,3,5,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,5,..,5,0,0,0,0,0,0,0,10,..,0,0,0,13,14,8,4,0,43,0,0,0,0,3,0,0,0,0,10,135,87,74,75,99,85,44,16,0,615
UCL221032,..,0,3,0,3,11,0,0,0,24,..,0,0,3,5,19,33,12,0,77,0,4,0,0,3,4,3,0,0,16,50,39,48,45,54,75,87,32,8,439,..,8,24,30,45,60,77,43,3,288,..,14,18,28,22,16,8,0,0,105,..,3,10,6,13,6,3,0,0,52,124,..,..,..,..,..,..,..,..,124,..,20,..,..,..,..,..,..,..,20,..,13,5,7,0,0,0,0,0,33,..,0,0,0,0,4,6,0,3,17,..,0,0,0,3,0,3,0,0,5,..,0,4,3,5,14,0,4,0,40,..,0,7,5,19,47,62,17,3,169,0,4,3,3,3,3,5,6,3,29,124,70,77,91,120,145,172,74,13,883
UCL221033,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,3,0,15,0,0,3,4,0,0,0,0,0,9,61,30,18,37,51,38,38,9,0,283,..,0,17,43,67,52,58,6,0,249,..,0,6,14,11,4,3,0,0,46,..,0,0,3,9,3,0,0,0,21,109,..,..,..,..,..,..,..,..,109,..,46,..,..,..,..,..,..,..,46,..,16,13,5,0,0,0,0,0,33,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,0,3,4,11,8,8,0,33,5,0,0,4,0,3,0,0,0,15,116,70,45,80,95,80,77,17,0,566
UCL221034,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,11,3,7,3,25,0,0,0,0,0,0,0,0,0,6,45,18,22,34,27,39,28,15,7,236,..,0,13,39,31,38,39,11,0,174,..,3,15,12,3,16,4,0,0,57,..,0,0,6,10,6,4,3,0,29,95,..,..,..,..,..,..,..,..,95,..,23,..,..,..,..,..,..,..,23,..,22,15,6,4,0,0,0,0,43,..,3,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,9,..,0,0,3,5,15,8,12,3,44,0,4,0,0,0,0,3,0,0,6,95,52,51,70,53,76,58,27,7,483
UCL221035,..,0,0,0,0,0,0,0,0,3,..,3,4,0,10,8,4,19,8,51,0,0,0,0,0,0,3,3,0,9,30,15,19,19,36,39,32,29,15,234,..,0,10,11,34,51,47,27,15,200,..,3,3,3,5,3,3,0,0,25,..,0,3,3,5,0,4,3,0,20,56,..,..,..,..,..,..,..,..,56,..,13,..,..,..,..,..,..,..,13,..,3,7,0,5,0,0,0,0,18,..,3,3,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,9,5,13,21,7,22,13,96,0,0,3,0,4,3,3,3,0,19,56,41,41,35,64,77,64,54,30,459
UCL221036,..,3,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,103,47,37,77,63,31,18,3,3,378,..,3,43,105,96,53,33,3,0,335,..,0,13,22,14,4,0,0,0,57,..,0,0,9,4,0,0,0,3,20,212,..,..,..,..,..,..,..,..,212,..,64,..,..,..,..,..,..,..,64,..,33,16,3,0,5,0,0,0,47,..,7,0,0,0,0,0,4,3,16,..,0,0,0,0,0,0,0,0,0,..,5,0,0,4,0,0,0,0,12,..,0,0,8,4,0,3,3,0,15,0,3,0,0,0,0,0,0,0,3,212,106,66,147,126,74,34,7,7,779
UCL221037,..,3,0,0,0,0,0,0,0,3,..,0,3,0,3,7,17,18,7,56,0,0,0,0,0,3,0,0,0,9,51,29,24,30,30,52,47,37,14,311,..,0,12,35,34,52,46,34,0,218,..,6,14,10,4,8,10,3,0,54,..,0,3,3,9,4,7,0,3,27,91,..,..,..,..,..,..,..,..,91,..,13,..,..,..,..,..,..,..,13,..,22,12,5,0,3,0,0,0,46,..,0,0,0,0,0,3,0,3,17,..,0,0,0,0,0,0,0,0,3,..,3,3,0,3,0,3,0,0,14,..,0,3,6,13,25,34,26,9,119,0,3,0,0,6,5,0,4,0,22,89,53,53,57,73,99,105,68,22,615
UCL221038,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,6,7,3,4,18,0,0,0,0,0,0,0,0,0,3,68,30,37,46,59,43,26,8,4,328,..,0,37,56,85,68,41,12,0,297,..,4,6,22,17,5,0,0,0,55,..,0,3,3,12,3,3,0,0,22,146,..,..,..,..,..,..,..,..,146,..,32,..,..,..,..,..,..,..,32,..,31,10,3,3,0,0,0,0,47,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,3,0,5,0,0,0,0,15,..,0,6,4,5,8,10,6,4,46,0,3,0,0,0,0,0,0,0,13,148,74,64,95,119,89,56,25,4,673
UCL221039,..,0,3,0,0,0,0,0,0,6,..,3,3,0,9,10,5,13,10,55,0,0,0,3,5,3,3,4,0,16,46,25,32,27,52,43,38,32,9,293,..,0,23,26,48,47,56,18,7,222,..,3,22,3,7,4,3,0,0,45,..,0,3,4,4,3,3,4,0,19,84,..,..,..,..,..,..,..,..,84,..,29,..,..,..,..,..,..,..,29,..,15,0,3,3,0,0,0,0,22,..,3,0,0,0,8,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,4,3,0,0,4,0,0,15,..,6,9,3,5,19,18,20,12,89,0,3,3,3,7,7,3,7,0,29,84,64,60,44,82,87,84,45,18,564
UCL221040,..,0,0,4,0,0,0,0,0,7,..,0,0,5,9,15,7,4,0,37,5,5,0,0,5,4,0,0,0,12,93,63,48,84,89,76,41,12,0,499,..,0,37,89,104,69,55,8,0,367,..,7,29,43,36,31,8,0,0,147,..,0,3,3,19,6,3,0,0,37,205,..,..,..,..,..,..,..,..,205,..,48,..,..,..,..,..,..,..,48,..,49,19,7,3,0,0,0,0,78,..,0,0,0,0,3,0,0,0,12,..,3,0,0,0,0,0,0,0,10,..,5,6,0,5,0,0,0,0,18,..,3,3,18,25,30,12,4,0,97,6,9,3,3,4,4,0,0,0,32,214,123,103,166,192,152,80,13,3,1045
UCL221041,..,0,0,0,0,0,0,0,0,5,..,0,3,0,0,7,3,7,0,14,0,5,4,0,0,3,0,0,0,10,98,35,51,61,58,48,28,9,0,388,..,0,34,91,82,60,46,8,0,316,..,3,21,25,14,8,4,0,0,78,..,0,0,4,6,4,3,0,0,22,190,..,..,..,..,..,..,..,..,190,..,46,..,..,..,..,..,..,..,46,..,28,16,0,5,0,0,0,0,45,..,0,0,3,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,5,3,0,0,12,..,0,3,3,6,15,7,9,0,41,4,9,10,0,0,3,0,0,0,25,191,81,83,127,120,93,60,15,3,773
UCL221042,..,3,0,0,0,0,0,0,0,7,..,0,0,0,7,6,8,6,5,39,0,0,0,0,0,3,0,0,0,9,47,28,30,28,52,61,45,17,13,319,..,0,36,46,53,89,55,26,5,304,..,3,15,0,8,9,3,0,0,45,..,0,3,3,6,3,3,4,3,23,123,..,..,..,..,..,..,..,..,123,..,30,..,..,..,..,..,..,..,30,..,9,4,4,7,3,0,0,0,31,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,7,0,0,0,0,0,0,10,..,0,3,3,16,14,16,14,6,73,0,0,0,0,3,4,7,0,0,12,123,48,69,66,88,121,87,44,12,666
UCL221043,..,0,6,0,0,0,0,0,0,7,..,0,3,0,7,13,9,3,0,43,0,0,0,0,0,0,0,0,0,8,44,17,17,38,41,49,45,24,0,272,..,0,12,35,44,44,55,24,3,222,..,6,5,3,9,9,0,0,0,34,..,0,0,12,10,3,3,0,0,29,87,..,..,..,..,..,..,..,..,87,..,14,..,..,..,..,..,..,..,14,..,13,4,4,0,3,0,0,0,23,..,0,0,0,0,0,3,3,0,4,..,0,0,0,0,0,0,0,0,3,..,3,9,0,4,0,0,0,0,17,..,0,3,0,7,22,25,14,0,71,5,0,0,0,0,0,3,3,0,19,91,39,30,59,75,78,93,45,10,518
UCL221044,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,3,0,3,16,0,0,0,0,3,0,0,0,0,3,68,21,32,33,51,37,16,4,4,270,..,0,28,44,55,50,24,16,0,219,..,6,14,15,14,6,0,0,0,53,..,0,4,6,3,3,0,0,0,19,128,..,..,..,..,..,..,..,..,128,..,22,..,..,..,..,..,..,..,22,..,23,13,9,3,0,0,0,0,38,..,5,3,0,0,3,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,7,9,4,9,4,3,32,0,0,0,3,5,3,0,0,0,14,126,55,64,73,88,72,32,20,4,546
UCL221045,..,0,0,0,3,3,4,0,0,13,..,0,0,3,3,15,27,16,3,71,3,0,6,0,0,0,3,3,0,22,32,16,7,25,34,72,99,43,16,340,..,0,7,12,26,87,104,41,10,291,..,0,6,3,6,7,9,0,0,36,..,0,0,5,11,3,5,3,0,22,54,..,..,..,..,..,..,..,..,54,..,12,..,..,..,..,..,..,..,12,..,5,3,3,4,0,0,0,0,17,..,0,0,3,0,0,0,0,3,4,..,0,0,0,0,4,0,0,0,0,..,0,0,0,5,11,8,0,0,24,..,0,0,6,25,46,68,32,7,192,3,0,9,3,6,8,7,5,3,57,56,18,19,36,82,171,208,89,26,709
UCL221046,..,0,0,0,0,3,0,0,0,11,..,0,5,3,11,26,20,11,12,89,0,0,0,3,0,3,12,3,0,25,59,26,20,47,60,92,98,39,19,455,..,0,10,30,38,79,110,55,10,329,..,3,16,20,26,19,9,0,0,90,..,3,0,10,16,6,3,0,0,36,108,..,..,..,..,..,..,..,..,108,..,28,..,..,..,..,..,..,..,28,..,10,7,5,3,0,0,0,0,26,..,5,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,16,..,0,9,10,23,50,47,27,18,179,0,3,3,3,3,4,22,5,0,45,114,51,45,70,116,169,195,84,36,887
UCL221047,..,3,0,0,0,0,0,0,0,7,..,0,0,0,4,3,14,4,0,30,0,0,0,0,0,0,0,0,0,3,44,35,27,36,57,45,37,14,0,288,..,0,21,35,51,52,38,15,5,206,..,14,17,17,17,17,3,0,0,77,..,0,0,12,11,3,0,0,0,27,90,..,..,..,..,..,..,..,..,90,..,25,..,..,..,..,..,..,..,25,..,24,7,0,0,0,0,0,0,38,..,3,4,0,0,6,0,0,0,17,..,3,0,0,0,0,0,0,0,3,..,4,0,5,0,0,0,0,0,18,..,0,0,3,10,11,21,10,0,64,0,0,0,0,3,0,0,0,0,6,90,66,49,68,101,91,70,27,3,567
UCL221048,..,0,7,0,0,0,0,0,0,9,..,0,3,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,4,129,41,114,64,27,25,19,9,0,427,..,7,100,77,38,35,30,8,3,293,..,23,61,28,5,3,0,0,0,121,..,3,11,7,6,0,0,0,0,31,263,..,..,..,..,..,..,..,..,263,..,19,..,..,..,..,..,..,..,19,..,27,5,0,0,0,0,0,0,33,..,0,3,0,0,0,0,0,0,4,..,3,3,3,0,0,0,0,0,10,..,0,9,0,0,0,0,4,0,13,..,0,10,7,0,9,8,10,0,45,0,0,0,0,0,0,3,0,0,6,261,82,214,118,55,50,42,19,3,849
UCL221049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,4,0,0,14,0,0,0,0,0,3,0,0,0,10,43,42,33,31,48,30,25,3,4,258,..,3,21,38,81,48,33,7,3,226,..,0,15,14,14,3,0,0,0,45,..,0,0,0,3,0,4,0,0,10,105,..,..,..,..,..,..,..,..,105,..,55,..,..,..,..,..,..,..,55,..,36,13,3,0,0,0,0,0,50,..,0,3,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,8,3,3,21,0,0,0,3,0,3,3,0,0,14,105,94,51,60,96,62,41,16,4,535
UCL221050,..,0,0,0,0,0,0,0,0,8,..,0,4,3,6,11,13,21,8,67,0,0,3,0,0,7,6,0,0,18,72,26,33,54,66,107,108,44,11,521,..,0,26,44,70,132,171,55,9,504,..,3,9,27,21,28,20,0,0,105,..,0,7,12,14,3,0,0,0,31,136,..,..,..,..,..,..,..,..,136,..,24,..,..,..,..,..,..,..,24,..,19,10,3,0,0,0,0,0,27,..,4,0,0,0,0,3,0,0,12,..,0,3,0,0,0,0,0,0,7,..,4,3,0,3,3,0,3,0,16,..,0,7,11,17,28,35,30,11,141,0,0,3,3,0,10,18,3,0,41,140,58,64,92,124,207,242,93,20,1047
UCL221051,..,0,0,0,0,0,3,0,0,3,..,0,0,3,0,0,4,0,0,6,0,3,0,0,0,3,0,0,0,4,93,26,20,60,51,34,15,13,0,320,..,0,27,92,79,67,29,16,0,310,..,0,12,11,9,3,0,0,0,33,..,0,0,0,4,0,0,0,0,10,170,..,..,..,..,..,..,..,..,170,..,44,..,..,..,..,..,..,..,44,..,21,8,3,0,0,0,0,0,30,..,7,0,0,0,4,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,..,0,0,0,3,5,4,3,0,14,0,9,0,0,0,3,0,0,0,11,170,75,47,115,92,80,35,22,0,645
UCL221052,..,0,0,0,4,0,3,0,0,3,..,0,0,0,9,17,8,15,4,57,0,0,0,0,0,4,0,3,0,12,69,27,23,35,45,53,39,30,10,330,..,0,14,31,33,49,47,31,9,209,..,9,18,22,13,14,0,0,0,67,..,0,3,13,10,4,0,0,6,39,134,..,..,..,..,..,..,..,..,134,..,15,..,..,..,..,..,..,..,15,..,25,0,0,3,0,0,0,0,38,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,4,0,3,0,3,0,0,13,..,3,4,8,14,29,24,19,8,102,0,0,3,0,0,9,3,3,0,21,134,54,47,77,77,100,74,51,29,638
UCL221053,..,0,5,0,0,4,3,0,0,9,..,0,0,3,4,14,18,5,9,51,0,8,4,0,0,0,0,0,0,16,53,37,32,30,44,52,55,27,14,346,..,0,21,40,55,70,59,40,9,288,..,7,9,4,5,0,0,0,0,31,..,0,9,5,9,0,0,0,0,32,114,..,..,..,..,..,..,..,..,114,..,32,..,..,..,..,..,..,..,32,..,23,4,3,0,0,0,0,0,35,..,0,0,0,0,3,0,3,0,7,..,0,0,0,0,0,0,0,0,4,..,3,7,0,3,9,3,0,0,25,..,0,5,4,18,28,27,15,16,111,5,8,3,0,3,0,0,0,0,18,116,75,63,60,98,120,94,56,23,699
UCL221054,..,0,0,0,0,3,0,0,0,6,..,0,0,0,6,0,5,0,3,16,0,3,0,0,0,3,0,0,0,5,48,51,24,27,44,40,18,3,3,263,..,4,16,31,58,60,26,3,0,196,..,6,9,11,9,0,0,0,0,35,..,0,3,7,6,3,0,0,0,23,82,..,..,..,..,..,..,..,..,82,..,35,..,..,..,..,..,..,..,35,..,36,16,3,0,0,0,0,0,61,..,0,0,3,0,0,3,3,0,11,..,4,0,0,0,0,0,0,0,7,..,0,0,0,3,3,3,0,0,10,..,0,0,3,12,9,5,3,4,43,0,3,3,0,0,4,0,0,0,10,88,85,51,55,87,89,37,10,9,508
UCL221055,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,10,13,6,37,3,0,0,0,0,0,3,3,0,9,68,41,32,42,46,49,51,33,12,375,..,0,28,67,59,60,80,44,7,348,..,5,14,5,5,6,0,0,0,44,..,0,0,5,11,3,6,0,0,27,143,..,..,..,..,..,..,..,..,143,..,42,..,..,..,..,..,..,..,42,..,19,9,0,7,0,0,0,0,37,..,0,0,0,0,0,5,4,0,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,5,0,0,0,10,..,0,8,3,6,20,13,10,7,70,3,4,3,0,0,0,3,3,0,16,146,82,63,87,93,102,109,65,14,754
UCL221056,..,0,0,0,0,0,3,0,0,6,..,0,0,3,3,3,6,10,3,32,0,0,0,0,0,0,0,0,0,8,36,8,14,27,43,54,82,25,0,284,..,0,12,29,52,75,117,45,0,326,..,0,12,6,9,4,7,0,0,39,..,0,0,3,7,0,3,3,0,15,74,..,..,..,..,..,..,..,..,74,..,11,..,..,..,..,..,..,..,11,..,14,3,6,3,0,0,0,0,19,..,0,0,0,0,3,5,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,7,0,0,10,..,3,0,3,5,9,18,13,3,50,0,0,0,0,3,0,0,0,0,10,74,24,25,49,72,92,155,59,3,558
UCL221057,..,0,0,0,0,0,0,0,0,8,..,0,3,0,3,16,10,12,3,44,0,3,0,0,0,4,0,0,0,5,40,28,27,21,33,52,34,29,3,266,..,0,16,24,28,41,39,28,0,183,..,3,10,7,18,19,5,6,0,70,..,0,3,9,8,7,0,0,0,25,90,..,..,..,..,..,..,..,..,90,..,15,..,..,..,..,..,..,..,15,..,17,3,0,0,0,0,0,0,19,..,9,0,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,3,0,0,0,11,..,0,3,5,10,32,25,20,3,103,3,3,0,0,0,3,0,0,0,14,92,44,48,43,66,108,74,48,6,536
UCL221058,..,0,0,0,0,0,0,0,0,4,..,0,5,0,3,10,8,0,0,20,0,0,0,0,0,0,0,0,0,7,72,45,48,49,49,45,21,15,0,344,..,0,34,61,54,51,26,11,0,249,..,8,11,28,12,7,0,0,0,63,..,0,12,7,8,5,3,0,0,37,161,..,..,..,..,..,..,..,..,161,..,33,..,..,..,..,..,..,..,33,..,21,12,10,0,0,0,0,0,38,..,4,0,0,0,0,4,0,0,20,..,0,0,3,0,0,0,0,0,4,..,0,0,3,3,0,0,0,0,7,..,0,8,0,8,11,8,5,0,44,0,0,4,0,3,0,0,0,0,9,161,68,74,106,91,85,49,28,0,658
UCL221059,..,0,0,0,0,4,0,0,0,5,..,3,3,0,5,7,9,9,6,39,3,0,0,0,0,0,0,0,0,7,56,25,33,34,45,50,26,28,4,305,..,0,25,47,38,60,38,22,3,236,..,0,20,16,23,4,0,0,0,62,..,0,3,0,8,3,3,0,0,23,111,..,..,..,..,..,..,..,..,111,..,12,..,..,..,..,..,..,..,12,..,15,3,5,0,0,0,0,0,22,..,4,0,0,0,0,0,4,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,4,5,0,0,9,..,7,5,3,5,11,14,12,6,63,3,3,0,0,3,0,0,0,0,11,118,50,60,69,72,85,66,41,10,569
UCL221060,..,0,0,0,0,0,0,0,0,6,..,0,0,3,3,17,14,14,3,54,0,0,0,0,0,0,3,3,0,9,8,9,8,17,24,57,67,30,14,238,..,0,3,17,21,64,97,30,12,239,..,0,3,3,3,15,6,3,0,33,..,0,0,0,0,3,0,0,3,14,23,..,..,..,..,..,..,..,..,23,..,13,..,..,..,..,..,..,..,13,..,7,3,0,0,3,0,0,0,13,..,0,0,0,3,0,0,3,4,10,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,11,..,0,0,3,5,25,33,24,4,92,0,0,0,3,3,0,3,11,0,18,23,21,12,34,38,106,144,72,23,462
