UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL222029,..,0,10,11,11,12,17,3,0,64,..,0,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,3,4,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,6,0,0,19,0,0,0,0,0,0,0,0,0,3,28,8,17,17,16,23,30,0,0,149,..,0,10,7,11,23,18,3,0,65,..,0,3,9,0,0,0,0,0,15,..,0,0,0,0,4,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222030,..,0,3,6,8,19,28,11,0,70,..,0,0,4,3,6,4,0,0,17,..,0,0,4,0,0,0,0,0,4,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,3,0,3,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,5,..,0,0,7,20,18,9,10,0,60,0,0,3,0,0,0,4,0,0,9,15,10,11,22,36,41,54,18,0,199,..,0,0,4,10,25,26,3,0,75,..,0,0,4,4,4,3,3,0,24,..,0,0,3,0,3,0,0,0,9,15,..,..,..,..,..,..,..,..,15,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222031,..,0,8,10,11,16,6,0,0,51,..,0,4,7,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,8,..,..,..,..,..,..,..,8,..,9,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,5,0,0,12,0,0,0,0,0,0,0,0,0,3,26,20,12,19,16,23,13,0,0,127,..,0,7,10,9,13,6,3,4,50,..,3,4,8,0,0,0,0,0,14,..,0,0,4,0,0,0,0,0,9,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,3,3,0,3,..,0,0,0,0,0,0,0,0,0
UCL222032,..,0,9,16,20,17,17,6,0,78,..,0,0,3,8,4,0,0,0,22,..,0,0,0,0,0,0,3,0,4,29,..,..,..,..,..,..,..,..,29,..,11,..,..,..,..,..,..,..,11,..,9,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,8,..,0,0,3,3,7,6,0,0,16,0,3,0,0,0,0,0,0,0,4,24,19,18,26,37,32,21,7,0,190,..,0,12,19,14,25,9,0,0,79,..,0,3,6,10,0,0,0,0,19,..,0,3,3,4,0,0,0,0,14,49,..,..,..,..,..,..,..,..,49,..,13,..,..,..,..,..,..,..,13,..,5,3,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222033,..,0,3,3,12,3,6,11,0,35,..,0,0,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,16,0,0,0,0,0,0,3,0,0,9,8,9,9,8,20,4,16,9,0,91,..,0,3,0,9,3,9,4,0,41,..,0,3,0,3,0,0,0,0,6,..,0,0,0,3,0,0,0,0,9,13,..,..,..,..,..,..,..,..,13,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222034,..,0,0,4,3,7,9,8,0,30,..,0,3,0,3,3,0,0,0,13,..,0,0,0,0,0,0,3,0,4,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,3,15,6,10,13,9,20,13,13,0,90,..,0,0,4,9,5,10,4,0,29,..,0,4,0,3,3,0,0,0,9,..,0,0,5,5,0,0,0,0,12,24,..,..,..,..,..,..,..,..,24,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222035,..,0,0,4,11,11,13,5,0,46,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,3,3,8,8,3,0,23,3,0,0,0,0,0,0,0,0,7,29,12,0,13,16,20,19,9,3,127,..,0,7,13,8,8,13,3,0,46,..,0,0,3,0,3,0,0,0,11,..,0,0,3,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0
UCL222036,..,0,0,10,5,16,16,6,0,54,..,4,5,0,7,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,..,0,3,3,0,0,10,0,3,21,0,0,0,0,0,0,3,0,0,10,26,9,18,18,10,22,24,7,7,136,..,0,0,11,13,11,8,0,3,54,..,3,0,3,0,3,0,0,0,15,..,0,3,0,0,0,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222037,..,0,0,3,3,11,10,4,0,35,..,0,0,8,3,3,3,0,0,16,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,17,0,14,12,22,18,4,0,99,..,0,0,7,8,10,10,0,0,36,..,0,3,9,0,6,0,0,0,16,..,0,0,4,0,0,0,0,0,5,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222038,..,0,5,8,3,3,11,0,0,25,..,0,3,4,3,0,3,0,0,12,..,0,0,0,0,0,0,0,0,4,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,4,0,6,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,13,10,0,0,27,0,0,0,0,0,3,0,0,0,3,30,3,9,14,16,26,18,0,0,120,..,0,4,10,0,11,9,0,0,29,..,0,8,3,3,3,0,0,0,16,..,0,0,3,3,0,0,0,0,13,26,..,..,..,..,..,..,..,..,26,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222039,..,0,7,5,7,14,12,8,3,54,..,3,0,5,3,4,0,0,0,15,..,0,0,0,0,3,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,9,..,..,..,..,..,..,..,9,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,8,13,12,3,3,48,0,0,0,0,0,3,0,0,0,3,19,13,13,12,22,34,33,14,4,158,..,0,4,8,4,19,9,4,0,56,..,0,0,3,3,0,3,0,0,14,..,0,0,0,4,0,0,0,0,6,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222040,..,0,3,3,4,4,3,4,3,27,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,5,..,..,..,..,..,..,..,5,..,5,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,5,3,3,0,18,0,0,0,0,0,3,0,0,0,3,15,16,8,7,10,15,9,7,3,86,..,0,4,4,5,3,5,5,0,27,..,0,0,3,0,0,0,0,0,3,..,0,0,3,3,0,0,0,0,12,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222041,..,0,5,6,9,5,4,3,0,33,..,0,6,3,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,10,..,..,..,..,..,..,..,10,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,19,14,13,13,13,15,7,7,0,100,..,0,5,3,6,3,12,0,0,34,..,0,5,0,6,0,0,0,0,16,..,0,0,3,3,0,0,0,0,8,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222042,..,0,6,13,11,3,11,0,0,48,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,8,..,..,..,..,..,..,..,8,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,28,17,3,15,15,13,13,3,0,108,..,0,4,8,12,5,7,0,0,47,..,0,0,0,0,0,0,0,0,4,..,0,0,4,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3
UCL222043,..,0,3,16,16,13,18,4,0,74,..,0,0,4,3,3,0,0,0,15,..,0,0,0,3,3,0,0,0,6,40,..,..,..,..,..,..,..,..,40,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,39,11,15,26,25,19,15,9,0,156,..,0,10,14,16,17,16,0,0,73,..,0,3,7,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,6,44,..,..,..,..,..,..,..,..,44,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222044,..,0,6,13,10,21,18,7,3,73,..,0,0,4,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,4,..,0,0,9,3,0,0,6,0,26,0,0,3,0,0,0,0,0,0,4,31,9,14,29,15,26,16,14,4,160,..,0,7,14,10,17,20,3,0,73,..,0,0,3,5,0,0,0,0,11,..,0,0,3,0,0,0,0,0,9,26,..,..,..,..,..,..,..,..,26,..,12,..,..,..,..,..,..,..,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222045,..,0,3,7,9,11,14,3,0,40,..,0,6,7,3,3,0,0,0,18,..,0,0,3,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,5,9,4,0,3,22,0,0,3,0,0,0,0,0,0,7,30,7,15,17,19,19,18,0,3,140,..,0,4,4,11,15,10,3,0,43,..,0,7,5,0,0,0,0,0,20,..,0,3,4,0,6,0,0,0,8,38,..,..,..,..,..,..,..,..,38,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222046,..,0,4,3,3,10,11,8,0,44,..,0,0,0,9,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,8,..,..,..,..,..,..,..,8,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,5,3,0,0,22,0,0,0,0,0,0,0,0,0,0,20,8,10,3,16,25,15,8,3,114,..,0,3,3,12,12,7,7,0,47,..,0,0,3,3,5,0,0,0,16,..,0,0,4,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222047,..,3,11,14,23,20,16,9,0,90,..,0,8,8,4,3,0,0,0,27,..,0,0,0,0,0,0,0,0,0,39,..,..,..,..,..,..,..,..,39,..,7,..,..,..,..,..,..,..,7,..,10,4,0,0,0,0,0,0,16,..,0,0,0,3,0,0,0,0,6,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,8,..,0,3,0,0,7,6,3,3,27,3,0,0,0,3,0,0,0,0,7,40,22,21,21,31,37,30,12,9,226,..,0,8,16,14,26,14,10,0,86,..,3,3,8,3,4,0,0,0,27,..,0,3,3,4,0,0,0,0,9,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL222048,..,0,7,4,8,18,13,4,3,67,..,0,3,5,3,3,3,0,0,18,..,0,0,0,3,0,0,0,0,7,27,..,..,..,..,..,..,..,..,27,..,8,..,..,..,..,..,..,..,8,..,3,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,6,..,0,0,7,6,12,8,3,0,29,0,0,0,0,0,4,0,0,0,5,27,16,10,20,23,39,30,9,3,174,..,0,3,13,10,19,14,4,0,71,..,0,7,4,3,4,3,0,0,20,..,0,3,3,3,4,0,0,0,18,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3
UCL222049,..,0,0,5,5,14,10,10,3,44,..,0,4,0,0,7,0,0,0,9,..,0,0,0,0,3,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,3,0,0,14,..,0,3,0,8,10,3,8,0,41,0,0,3,0,0,0,0,0,0,4,16,8,15,8,17,33,13,19,4,141,..,0,3,3,11,15,9,9,0,46,..,0,0,0,0,4,0,0,0,11,..,0,0,5,0,0,0,0,0,8,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222050,..,0,0,7,16,17,10,0,0,46,..,0,4,0,0,3,0,0,0,7,..,0,0,0,3,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,7,..,..,..,..,..,..,..,7,..,8,6,4,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,23,22,13,13,19,21,15,3,0,133,..,0,3,8,14,16,4,0,0,50,..,0,0,3,0,0,0,0,0,6,..,0,0,3,3,0,0,0,0,9,15,..,..,..,..,..,..,..,..,15,..,11,..,..,..,..,..,..,..,11,..,4,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL222051,..,0,0,6,16,16,16,12,6,78,..,0,6,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,7,31,..,..,..,..,..,..,..,..,31,..,9,..,..,..,..,..,..,..,9,..,3,5,0,0,0,0,0,0,11,..,0,3,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,3,0,5,0,7,4,0,22,0,0,0,0,0,0,0,0,0,5,29,21,19,15,23,25,21,23,8,183,..,0,0,8,18,16,15,15,4,74,..,3,3,0,0,0,0,0,0,14,..,0,4,8,3,4,0,0,0,21,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222052,..,0,0,4,8,6,5,6,0,34,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,8,7,0,0,24,0,0,0,0,0,0,0,0,0,0,14,3,3,12,12,21,16,10,3,88,..,0,4,5,4,7,11,5,0,33,..,0,0,3,3,0,0,0,0,5,..,0,0,0,4,0,0,0,0,7,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL222053,..,0,0,3,12,9,12,7,0,40,..,0,3,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,14,10,7,3,16,15,14,11,3,96,..,0,5,0,17,5,7,3,0,41,..,0,5,0,0,4,0,0,0,6,..,0,4,0,4,0,0,0,0,10,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222054,..,0,3,4,3,8,13,6,7,43,..,0,3,3,0,3,0,0,0,17,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,7,7,4,0,0,18,0,0,0,0,0,0,3,0,0,5,13,9,11,12,14,24,18,8,7,99,..,0,4,7,4,3,9,6,3,39,..,3,3,0,3,3,0,0,0,10,..,0,0,0,0,0,0,3,0,3,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL222055,..,0,7,10,8,30,25,9,3,88,..,0,0,3,0,0,0,0,0,11,..,0,0,0,3,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,0,3,7,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,4,12,5,3,0,29,0,0,0,0,0,0,0,0,0,3,29,3,12,21,21,44,39,13,3,184,..,0,9,15,17,22,29,3,0,99,..,0,3,3,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,8,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0
UCL222056,..,0,8,4,9,14,26,7,0,62,..,0,4,0,0,12,4,0,0,21,..,0,0,0,3,0,0,0,0,8,16,..,..,..,..,..,..,..,..,16,..,6,..,..,..,..,..,..,..,6,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,8,11,9,0,0,36,0,0,0,0,0,3,0,0,0,8,16,5,17,10,19,36,36,10,0,163,..,0,3,8,7,21,18,7,0,61,..,0,3,3,3,3,0,0,0,14,..,0,3,0,4,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
