UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL215053,..,0,33,26,48,68,57,41,10,283,..,17,19,10,16,7,11,0,0,74,..,3,3,8,9,3,3,4,0,34,143,..,..,..,..,..,..,..,..,143,..,29,..,..,..,..,..,..,..,29,..,28,16,7,9,4,0,0,0,67,..,6,5,0,3,3,0,0,0,16,..,5,0,4,3,0,0,0,0,13,..,3,6,0,3,8,3,0,0,26,..,5,19,13,26,33,22,15,7,140,0,7,3,5,0,3,0,0,0,27,147,104,104,85,116,120,107,62,23,852,..,0,39,27,65,73,44,38,7,287,..,18,24,6,14,3,3,0,0,74,..,7,17,17,25,6,3,6,6,87,156,..,..,..,..,..,..,..,..,156,..,35,..,..,..,..,..,..,..,35,..,21,9,0,0,3,0,0,0,38,..,3,0,0,6,8,0,4,0,24,..,3,0,4,0,0,0,0,0,5
UCL215054,..,0,36,30,36,48,28,12,0,191,..,12,14,18,17,10,5,0,0,70,..,0,3,3,9,3,3,0,0,25,146,..,..,..,..,..,..,..,..,146,..,21,..,..,..,..,..,..,..,21,..,36,18,7,7,0,0,0,0,70,..,5,7,0,10,0,7,3,0,29,..,3,0,0,0,0,0,0,0,7,..,0,3,0,8,13,3,0,0,25,..,8,3,19,22,31,17,11,3,107,5,6,0,7,0,4,3,0,0,26,148,94,80,90,110,105,60,27,10,718,..,0,35,35,37,51,20,8,3,189,..,18,18,11,18,5,4,0,0,69,..,7,16,17,21,22,8,3,0,102,149,..,..,..,..,..,..,..,..,149,..,30,..,..,..,..,..,..,..,30,..,24,9,0,3,3,0,0,0,40,..,3,3,0,0,5,0,3,3,18,..,0,0,0,3,0,0,0,0,4
UCL215055,..,0,25,47,67,58,48,22,5,278,..,7,14,12,13,3,12,0,0,63,..,0,3,0,7,0,0,0,0,12,176,..,..,..,..,..,..,..,..,176,..,35,..,..,..,..,..,..,..,35,..,39,21,7,4,0,0,0,0,61,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,4,3,0,0,3,0,0,0,13,..,3,8,8,9,14,14,10,4,73,0,5,3,0,4,3,4,4,0,22,175,92,77,76,103,87,77,39,13,743,..,3,37,54,58,60,57,8,3,288,..,13,13,10,11,12,8,0,0,65,..,0,14,19,14,15,0,0,0,65,132,..,..,..,..,..,..,..,..,132,..,35,..,..,..,..,..,..,..,35,..,15,7,3,3,0,0,0,0,29,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,4
UCL215056,..,0,12,29,26,49,36,31,6,179,..,9,12,13,5,3,0,0,0,33,..,0,0,0,3,0,0,0,0,4,95,..,..,..,..,..,..,..,..,95,..,10,..,..,..,..,..,..,..,10,..,23,7,3,3,3,0,0,0,35,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,0,0,9,..,3,7,6,16,16,24,8,5,86,3,0,0,0,0,0,0,0,0,13,99,50,39,52,51,75,71,39,14,477,..,0,18,21,33,37,46,18,3,182,..,8,16,8,4,0,0,3,0,37,..,9,3,8,12,3,3,3,0,46,88,..,..,..,..,..,..,..,..,88,..,16,..,..,..,..,..,..,..,16,..,5,0,0,0,0,0,0,0,11,..,0,0,0,3,0,0,0,0,3,..,3,0,0,0,0,0,0,0,6
UCL215057,..,0,11,41,42,75,73,31,7,281,..,0,11,26,17,10,9,0,0,73,..,0,0,4,3,3,0,0,0,17,133,..,..,..,..,..,..,..,..,133,..,25,..,..,..,..,..,..,..,25,..,14,6,0,0,0,0,0,0,22,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,3,3,0,0,3,3,0,0,13,..,0,12,14,23,29,29,15,11,124,0,0,6,0,3,0,3,6,3,24,133,45,44,89,91,124,122,52,21,719,..,0,16,52,48,74,63,24,0,274,..,4,25,21,16,7,6,3,0,80,..,0,5,20,9,10,3,3,0,51,121,..,..,..,..,..,..,..,..,121,..,31,..,..,..,..,..,..,..,31,..,4,3,0,3,0,0,0,0,19,..,0,0,0,0,0,3,0,0,3,..,0,4,0,0,0,0,0,0,3
UCL215058,..,0,37,56,91,98,86,80,21,461,..,6,25,19,21,14,9,0,0,91,..,0,0,10,7,3,0,0,0,23,229,..,..,..,..,..,..,..,..,229,..,57,..,..,..,..,..,..,..,57,..,42,15,5,10,7,0,0,0,79,..,3,4,3,0,7,0,3,0,20,..,3,3,0,0,3,0,0,0,8,..,9,8,6,3,11,3,0,0,36,..,7,22,22,33,37,24,23,9,165,0,7,3,0,4,8,3,4,0,23,229,132,119,120,160,170,126,108,29,1199,..,3,53,63,104,96,82,58,6,462,..,11,31,20,21,4,7,0,0,97,..,9,21,25,29,11,4,7,4,112,193,..,..,..,..,..,..,..,..,193,..,63,..,..,..,..,..,..,..,63,..,26,7,8,0,5,0,0,0,44,..,3,0,0,3,9,3,3,3,19,..,0,4,0,0,0,0,0,0,3
UCL215059,..,0,19,38,44,64,72,49,5,298,..,4,27,11,10,8,5,3,0,77,..,0,0,3,5,0,3,0,0,14,115,..,..,..,..,..,..,..,..,115,..,18,..,..,..,..,..,..,..,18,..,38,3,8,0,0,0,0,0,54,..,0,0,3,3,3,0,0,3,10,..,0,3,0,0,0,0,0,0,3,..,0,4,3,5,0,3,0,0,19,..,3,11,11,16,32,39,15,8,125,4,0,6,3,3,7,3,0,0,29,123,72,74,76,90,126,120,68,18,769,..,0,29,45,54,65,83,26,3,297,..,11,22,12,12,15,3,0,0,77,..,4,8,20,16,8,3,3,0,53,114,..,..,..,..,..,..,..,..,114,..,33,..,..,..,..,..,..,..,33,..,8,6,0,5,3,0,0,0,20,..,3,0,0,4,5,0,0,4,14,..,3,3,0,0,0,0,0,0,3
UCL215060,..,0,20,35,34,42,48,44,6,230,..,3,23,14,7,6,0,0,0,50,..,0,0,4,3,5,0,5,3,13,132,..,..,..,..,..,..,..,..,132,..,29,..,..,..,..,..,..,..,29,..,25,6,7,6,8,0,0,0,51,..,11,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,4,3,0,0,14,..,3,12,8,19,23,18,11,6,99,0,3,0,0,0,3,6,0,0,15,135,75,71,62,72,92,77,62,17,656,..,3,25,31,45,39,49,27,3,231,..,9,19,10,5,5,3,0,0,53,..,3,12,21,11,0,3,6,3,57,104,..,..,..,..,..,..,..,..,104,..,36,..,..,..,..,..,..,..,36,..,5,4,0,3,0,0,0,0,13,..,0,0,0,3,5,3,3,3,15,..,0,0,0,0,0,0,0,0,3
UCL215061,..,0,30,41,49,70,53,62,25,333,..,9,28,6,5,4,0,0,0,58,..,0,0,0,0,0,4,0,0,9,118,..,..,..,..,..,..,..,..,118,..,33,..,..,..,..,..,..,..,33,..,29,13,3,0,6,0,0,0,52,..,10,3,0,0,4,0,0,3,25,..,4,0,0,0,0,0,0,0,6,..,15,9,3,4,3,3,0,0,35,..,3,14,12,19,18,11,9,8,90,0,0,0,0,3,3,0,3,3,17,121,95,97,67,82,113,77,75,33,773,..,9,35,44,59,77,61,43,10,334,..,15,22,6,15,3,0,0,0,56,..,0,5,9,10,0,3,3,4,37,127,..,..,..,..,..,..,..,..,127,..,33,..,..,..,..,..,..,..,33,..,13,6,0,3,4,0,0,0,30,..,0,0,0,7,3,0,3,0,17,..,3,0,0,0,3,0,0,0,8
UCL215062,..,3,54,80,100,118,143,102,33,625,..,15,46,21,14,16,0,0,0,110,..,0,3,8,15,3,4,0,4,33,288,..,..,..,..,..,..,..,..,288,..,75,..,..,..,..,..,..,..,75,..,61,23,21,8,14,0,0,0,127,..,4,0,0,7,4,3,4,0,18,..,5,0,0,0,0,0,0,0,11,..,17,0,0,5,12,6,4,0,46,..,8,18,20,38,50,47,28,11,218,3,8,7,3,3,11,3,3,0,35,290,199,157,157,184,222,204,138,51,1608,..,6,66,90,112,124,128,79,20,627,..,25,44,15,21,3,4,0,0,111,..,9,34,41,40,16,5,7,0,165,272,..,..,..,..,..,..,..,..,272,..,71,..,..,..,..,..,..,..,71,..,44,8,8,5,4,0,0,0,67,..,4,0,0,3,5,8,5,0,25,..,3,3,0,0,0,0,0,0,3
UCL215063,..,0,22,30,53,54,78,43,8,293,..,10,24,8,9,6,9,0,0,67,..,0,0,4,11,0,3,0,5,23,139,..,..,..,..,..,..,..,..,139,..,30,..,..,..,..,..,..,..,30,..,21,10,13,10,3,0,0,0,48,..,3,0,0,3,3,3,0,0,18,..,0,0,0,0,0,0,0,0,3,..,5,0,3,3,0,3,3,0,18,..,3,6,17,16,30,57,28,6,166,7,3,4,4,3,0,7,0,0,22,141,78,65,72,104,109,163,80,22,824,..,0,24,36,62,62,71,36,4,301,..,15,20,11,10,9,3,4,0,66,..,6,13,22,22,11,0,4,5,78,165,..,..,..,..,..,..,..,..,165,..,24,..,..,..,..,..,..,..,24,..,9,8,3,3,3,3,0,0,32,..,0,0,0,0,0,4,0,3,5,..,0,0,0,0,0,0,0,0,8
UCL215064,..,0,6,24,31,47,36,27,6,177,..,7,5,9,7,3,0,0,0,27,..,0,0,0,0,0,0,0,0,3,67,..,..,..,..,..,..,..,..,67,..,16,..,..,..,..,..,..,..,16,..,9,4,4,0,5,0,0,0,29,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,6,6,0,0,0,0,0,0,20,..,0,7,3,19,18,11,7,8,85,3,0,0,0,0,3,4,0,0,13,68,45,43,35,57,82,57,31,15,433,..,0,9,24,34,40,34,15,5,178,..,4,8,9,4,0,0,0,0,28,..,0,5,8,4,3,0,4,3,25,71,..,..,..,..,..,..,..,..,71,..,15,..,..,..,..,..,..,..,15,..,0,0,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL215065,..,3,23,54,72,131,220,129,26,660,..,10,15,19,22,28,25,10,0,119,..,0,0,3,4,3,3,4,0,16,177,..,..,..,..,..,..,..,..,177,..,42,..,..,..,..,..,..,..,42,..,49,18,11,8,0,0,0,0,86,..,10,3,0,3,0,0,0,3,18,..,3,0,0,0,0,0,0,0,10,..,0,5,7,3,8,8,9,0,40,..,3,8,18,35,49,66,38,20,225,0,3,11,7,4,9,16,5,5,58,177,111,78,115,154,224,336,191,53,1433,..,0,40,68,92,159,214,90,12,672,..,8,26,15,21,32,18,4,0,120,..,3,14,17,27,11,3,0,3,82,159,..,..,..,..,..,..,..,..,159,..,37,..,..,..,..,..,..,..,37,..,15,10,0,5,6,0,0,0,32,..,5,0,0,0,3,0,3,3,19,..,3,0,0,0,0,0,0,0,5
UCL215066,..,0,21,66,118,163,228,150,28,769,..,3,15,13,20,20,10,5,3,88,..,0,0,5,5,3,3,0,3,18,224,..,..,..,..,..,..,..,..,224,..,69,..,..,..,..,..,..,..,69,..,36,19,6,3,6,0,0,0,77,..,0,0,0,4,4,0,0,0,5,..,3,0,3,0,0,0,0,0,7,..,0,3,0,0,0,8,0,0,17,..,6,4,21,15,30,49,21,17,167,3,3,3,3,3,15,16,3,0,48,222,128,67,121,177,244,305,177,48,1488,..,0,28,93,129,174,229,110,19,773,..,0,17,26,23,18,6,0,0,94,..,0,4,17,33,10,8,12,6,90,210,..,..,..,..,..,..,..,..,210,..,81,..,..,..,..,..,..,..,81,..,19,16,3,0,3,3,0,0,51,..,0,0,0,0,0,3,0,3,8,..,0,0,0,0,0,0,0,0,5
UCL215067,..,0,33,97,70,133,126,66,18,540,..,4,37,29,23,23,10,3,0,121,..,0,0,8,3,0,4,4,0,20,238,..,..,..,..,..,..,..,..,238,..,35,..,..,..,..,..,..,..,35,..,31,14,8,3,0,0,0,0,55,..,3,0,0,3,4,0,0,0,12,..,3,3,0,0,0,0,0,0,5,..,6,9,3,0,3,0,0,0,23,..,0,11,15,20,36,27,24,13,133,4,9,3,0,3,3,8,0,0,33,247,83,105,155,122,201,176,93,33,1223,..,3,49,101,84,131,119,57,10,551,..,4,46,24,22,18,7,0,0,121,..,10,13,22,13,5,7,3,3,73,235,..,..,..,..,..,..,..,..,235,..,34,..,..,..,..,..,..,..,34,..,18,12,0,3,3,0,0,0,39,..,0,0,0,0,3,0,5,0,17,..,3,4,0,0,0,0,0,0,9
UCL215068,..,4,50,51,79,88,81,46,13,412,..,4,29,21,14,13,8,0,0,101,..,3,3,8,9,8,0,3,0,30,260,..,..,..,..,..,..,..,..,260,..,53,..,..,..,..,..,..,..,53,..,49,21,6,9,3,0,0,0,92,..,7,5,0,0,4,4,0,0,18,..,7,8,3,0,0,0,0,0,18,..,0,10,3,7,6,3,0,0,29,..,7,15,20,20,32,32,21,18,163,5,4,4,6,3,4,0,3,0,28,268,138,143,119,146,157,125,74,34,1194,..,7,53,66,82,102,70,34,3,421,..,12,37,26,13,11,4,0,0,111,..,3,36,39,35,7,3,3,0,136,249,..,..,..,..,..,..,..,..,249,..,61,..,..,..,..,..,..,..,61,..,41,5,3,0,5,0,0,0,56,..,3,0,0,3,3,4,4,5,27,..,6,3,3,0,0,0,0,0,11
UCL215069,..,0,52,120,175,158,97,26,10,646,..,3,24,19,34,18,3,0,0,99,..,0,0,5,4,5,4,0,3,26,319,..,..,..,..,..,..,..,..,319,..,83,..,..,..,..,..,..,..,83,..,63,31,4,9,0,0,0,0,105,..,7,0,0,0,0,0,0,0,11,..,3,4,0,3,0,0,0,0,14,..,0,0,3,0,7,3,0,3,15,..,0,3,3,12,15,20,10,4,69,3,10,5,0,0,0,0,0,0,24,323,181,119,161,236,204,135,42,19,1418,..,3,72,126,198,143,78,23,5,655,..,3,21,24,37,14,3,0,0,103,..,0,6,23,32,12,0,0,4,75,306,..,..,..,..,..,..,..,..,306,..,126,..,..,..,..,..,..,..,126,..,61,30,5,0,4,3,0,0,99,..,0,0,0,0,8,7,9,3,22,..,3,0,0,0,0,0,0,0,7
UCL215070,..,3,59,47,53,64,48,20,4,302,..,0,10,11,5,7,3,0,0,39,..,0,3,3,9,3,0,0,0,18,204,..,..,..,..,..,..,..,..,204,..,36,..,..,..,..,..,..,..,36,..,20,17,8,0,0,0,0,0,49,..,8,11,3,4,4,0,0,0,30,..,0,16,7,4,3,0,0,0,28,..,13,33,11,10,10,6,0,0,87,..,0,8,8,16,25,26,12,3,86,3,0,3,3,3,0,3,0,0,20,207,97,156,98,92,121,83,36,7,903,..,8,70,60,49,56,44,12,7,303,..,3,10,8,5,8,3,0,0,35,..,3,26,18,14,9,3,3,0,80,192,..,..,..,..,..,..,..,..,192,..,35,..,..,..,..,..,..,..,35,..,17,10,5,0,0,0,0,0,38,..,8,6,0,9,4,3,0,4,36,..,0,5,0,0,0,0,0,0,8
UCL215071,..,3,29,53,85,108,108,92,20,500,..,17,21,15,12,15,4,0,0,84,..,0,0,8,8,4,0,3,0,26,199,..,..,..,..,..,..,..,..,199,..,42,..,..,..,..,..,..,..,42,..,54,16,10,3,4,0,0,0,91,..,0,7,3,3,0,0,5,0,14,..,0,3,0,0,0,0,0,0,7,..,7,0,3,3,4,3,3,0,26,..,7,8,16,26,32,38,27,10,166,4,3,4,5,6,4,5,3,0,38,201,136,92,110,142,177,162,134,34,1192,..,4,43,54,94,110,111,66,14,504,..,15,20,11,17,9,5,0,0,83,..,0,20,32,24,12,0,10,3,93,197,..,..,..,..,..,..,..,..,197,..,56,..,..,..,..,..,..,..,56,..,29,10,6,8,3,0,0,0,49,..,4,6,3,3,0,3,0,0,22,..,11,0,0,3,0,0,0,0,11
UCL215072,..,0,61,137,184,176,113,44,14,728,..,6,42,43,43,18,6,0,0,157,..,0,0,5,11,3,0,0,0,27,386,..,..,..,..,..,..,..,..,386,..,104,..,..,..,..,..,..,..,104,..,102,48,15,12,3,0,0,0,175,..,12,0,0,7,3,7,0,0,25,..,3,3,7,5,6,3,0,0,22,..,3,3,7,9,10,4,0,0,28,..,0,3,15,29,24,19,15,3,111,3,8,9,3,0,3,3,0,0,30,393,239,181,229,287,239,151,65,18,1800,..,3,76,182,177,160,103,30,11,741,..,15,51,40,34,14,5,0,0,152,..,4,21,27,31,14,9,10,0,113,376,..,..,..,..,..,..,..,..,376,..,103,..,..,..,..,..,..,..,103,..,65,26,3,0,0,0,0,0,98,..,0,0,4,0,12,10,9,3,34,..,4,3,3,3,0,0,0,0,9
UCL215073,..,4,33,28,28,51,44,24,7,220,..,8,12,13,7,7,0,0,0,47,..,0,0,3,0,3,0,0,0,5,99,..,..,..,..,..,..,..,..,99,..,22,..,..,..,..,..,..,..,22,..,18,12,4,3,0,0,0,0,39,..,3,0,0,0,0,0,0,0,12,..,0,7,0,0,0,0,0,0,5,..,6,4,0,6,4,4,0,0,26,..,0,10,5,13,11,6,6,8,65,3,3,3,0,0,3,0,0,0,12,105,60,77,64,63,83,63,32,14,549,..,3,43,21,40,58,42,11,3,225,..,12,17,10,10,5,3,0,0,58,..,0,9,14,9,7,3,4,0,37,86,..,..,..,..,..,..,..,..,86,..,21,..,..,..,..,..,..,..,21,..,12,8,3,0,3,0,0,0,29,..,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0
UCL215074,..,0,28,61,65,83,74,35,9,360,..,6,26,19,14,3,6,0,0,81,..,0,3,7,3,0,0,0,0,15,171,..,..,..,..,..,..,..,..,171,..,30,..,..,..,..,..,..,..,30,..,20,5,10,3,3,0,0,0,45,..,0,3,0,0,0,3,4,0,17,..,3,0,3,3,3,0,0,0,15,..,3,3,3,3,3,0,3,0,18,..,4,7,13,21,32,32,14,4,135,7,3,3,3,4,0,5,0,0,25,177,65,84,116,121,137,120,62,16,896,..,4,37,60,67,88,80,25,4,360,..,6,26,17,12,10,0,0,0,75,..,0,10,21,38,9,8,8,3,97,174,..,..,..,..,..,..,..,..,174,..,39,..,..,..,..,..,..,..,39,..,30,5,4,6,0,0,0,0,39,..,3,0,0,0,0,0,3,0,12,..,0,0,0,0,0,0,0,0,5
UCL215075,..,0,15,25,24,44,46,28,10,201,..,9,8,13,7,8,5,0,0,49,..,0,0,4,5,0,0,0,0,10,71,..,..,..,..,..,..,..,..,71,..,15,..,..,..,..,..,..,..,15,..,14,8,3,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,3,0,11,..,3,8,9,9,16,14,12,8,78,0,4,0,3,7,0,0,4,0,17,71,49,44,62,45,71,75,45,19,481,..,0,19,32,30,47,44,26,4,207,..,5,13,9,5,10,3,0,0,50,..,0,0,4,8,3,0,0,0,24,90,..,..,..,..,..,..,..,..,90,..,10,..,..,..,..,..,..,..,10,..,5,7,0,0,0,0,0,0,15,..,3,0,0,0,0,0,3,0,7,..,3,0,0,0,0,0,0,0,3
UCL215076,..,0,46,88,83,68,36,13,0,335,..,7,29,18,11,4,3,0,0,71,..,0,0,3,5,3,0,0,0,13,203,..,..,..,..,..,..,..,..,203,..,60,..,..,..,..,..,..,..,60,..,44,16,3,0,0,0,0,0,67,..,5,0,0,0,0,0,3,0,20,..,3,0,4,3,3,0,0,0,11,..,3,0,4,0,0,0,0,0,7,..,5,3,9,14,9,7,0,0,47,0,3,3,0,3,0,0,0,0,16,200,136,103,123,125,94,53,17,0,851,..,3,55,87,79,76,31,10,0,341,..,11,30,20,10,7,0,0,0,74,..,5,8,14,19,8,3,0,0,56,197,..,..,..,..,..,..,..,..,197,..,53,..,..,..,..,..,..,..,53,..,31,13,5,4,0,0,0,0,49,..,0,0,0,3,3,0,0,0,10,..,0,3,0,0,0,0,0,0,9
UCL215077,..,3,26,28,57,75,81,55,10,342,..,6,25,10,11,3,6,3,0,64,..,0,0,4,8,0,0,0,0,18,137,..,..,..,..,..,..,..,..,137,..,39,..,..,..,..,..,..,..,39,..,20,15,11,9,3,0,0,0,54,..,5,0,3,8,3,4,0,0,21,..,3,3,0,0,0,0,0,0,3,..,0,7,3,5,3,9,0,0,23,..,8,21,22,23,38,35,16,7,172,3,3,0,0,0,4,0,3,0,16,142,90,88,85,119,132,138,77,21,890,..,7,35,37,59,81,71,36,16,345,..,17,17,19,12,5,3,3,0,71,..,3,12,21,18,4,7,4,0,70,133,..,..,..,..,..,..,..,..,133,..,39,..,..,..,..,..,..,..,39,..,17,0,4,4,3,0,0,0,31,..,0,0,0,0,0,0,3,5,14,..,0,0,0,0,0,0,0,0,0
UCL215078,..,0,44,57,37,77,67,36,3,318,..,7,27,18,9,12,3,0,0,79,..,0,3,0,3,4,0,0,0,12,189,..,..,..,..,..,..,..,..,189,..,32,..,..,..,..,..,..,..,32,..,31,10,4,3,0,0,0,0,48,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,3,3,0,0,13,..,0,12,17,12,22,23,13,3,89,0,3,7,0,0,3,3,3,0,25,195,85,109,94,72,117,91,52,12,820,..,3,54,58,57,80,56,19,3,339,..,17,35,17,12,9,5,0,0,86,..,0,11,13,12,5,0,3,0,56,171,..,..,..,..,..,..,..,..,171,..,41,..,..,..,..,..,..,..,41,..,21,9,0,0,3,0,0,0,31,..,3,0,0,3,0,3,0,0,16,..,3,3,0,3,0,0,0,0,8
UCL215079,..,4,81,120,121,155,128,83,18,714,..,13,46,22,24,13,10,3,0,130,..,0,3,9,10,3,0,4,0,28,390,..,..,..,..,..,..,..,..,390,..,82,..,..,..,..,..,..,..,82,..,75,27,20,18,3,0,0,0,143,..,6,4,0,0,0,3,0,0,18,..,4,4,0,0,0,0,0,0,10,..,3,10,7,10,5,0,0,0,43,..,8,27,21,43,35,31,19,13,199,12,8,8,3,0,3,7,0,3,41,401,207,213,200,231,222,183,113,38,1790,..,9,94,133,140,152,118,56,17,726,..,22,38,34,22,13,7,3,0,132,..,6,27,34,28,11,6,12,4,121,320,..,..,..,..,..,..,..,..,320,..,69,..,..,..,..,..,..,..,69,..,42,12,0,5,3,0,0,0,64,..,3,3,0,0,3,5,3,0,23,..,0,3,0,0,0,0,0,0,7
UCL215080,..,0,18,58,60,75,55,43,3,313,..,3,19,4,9,5,3,0,0,50,..,0,4,0,3,3,0,0,0,10,181,..,..,..,..,..,..,..,..,181,..,54,..,..,..,..,..,..,..,54,..,32,12,8,3,0,0,0,0,63,..,3,0,3,3,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,4,0,0,5,0,3,0,0,21,..,5,6,12,14,28,18,19,3,108,3,4,3,3,9,3,3,3,0,36,184,111,65,93,104,119,82,66,13,837,..,0,37,60,62,78,53,32,3,323,..,8,17,3,11,11,0,0,0,54,..,7,14,18,21,11,3,7,3,81,156,..,..,..,..,..,..,..,..,156,..,30,..,..,..,..,..,..,..,30,..,20,8,4,8,0,0,0,0,38,..,4,0,0,0,4,3,0,0,14,..,3,0,0,0,0,0,0,0,5
