SA3_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
21001,0,31,..,189,29,214,5,219,..,273,14,291,3,293,..,59,32,92,4,99,..,118,14,129,3,139,..,30,0,29,0,29,..,11,0,12,0,12,..,102,19,119,0,119,..,78,3,79,0,85,..,31,3,31,0,31,..,96,3,100,0,100,..,27,0,27,0,27,..,240,5,246,0,247,..,248,37,285,0,287,..,56,10,67,0,67,..,45,6,54,3,58,..,178,23,197,0,201,..,550,216,775,3,774,..,644,97,740,8,751,..,8184,1634,9813,107,9925,..,55,16,66,1339,1410,18708,8239,1645,9886,1451,30038,37144,..,..,..,..,37144,..,5,0,9,0,9,..,781,73,859,0,862,..,7,0,7,0,7,..,614,257,875,0,872,..,531,161,694,9,700,..,41,19,61,0,63,..,1184,442,1623,7,1631,..,685,92,784,6,790,..,46,0,46,0,46,..,99,9,105,0,103,..,168,3,168,6,173
21002,0,3,..,12,0,9,0,9,..,42,0,45,0,45,..,3,0,3,0,3,..,19,6,29,0,29,..,0,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,21,0,21,0,21,..,28,5,32,0,34,..,0,0,0,0,0,..,13,3,13,0,13,..,5,0,5,0,5,..,11,0,9,0,9,..,68,21,90,3,93,..,597,66,660,7,670,..,30,0,31,848,881,13318,628,73,692,858,14868,26529,..,..,..,..,26529,..,35,0,39,0,39,..,22,6,27,0,27,..,3,0,3,0,3,..,11,3,16,0,16,..,44,24,64,0,68,..,4,0,6,0,6,..,58,29,88,0,88,..,48,4,50,0,50,..,29,0,29,0,29,..,49,3,54,0,54,..,100,0,99,0,100
21003,0,73,..,61,3,66,0,63,..,295,15,309,6,313,..,106,38,143,0,143,..,155,28,181,4,180,..,64,7,66,0,66,..,69,3,69,3,72,..,67,17,80,0,80,..,178,3,178,0,177,..,96,12,103,0,103,..,185,10,198,9,201,..,78,4,79,0,79,..,534,19,551,9,564,..,259,31,293,0,293,..,103,7,116,0,116,..,88,22,111,0,111,..,797,217,1012,19,1026,..,279,126,404,0,407,..,1196,349,1548,44,1584,..,13908,3228,17132,238,17371,..,106,42,148,2171,2319,18403,14013,3268,17286,2412,38103,36232,..,..,..,..,36232,..,13,0,13,0,13,..,4341,717,5056,55,5114,..,7,0,7,0,7,..,362,132,489,4,494,..,921,395,1313,14,1325,..,58,13,69,0,71,..,1336,538,1873,16,1889,..,265,53,316,0,319,..,37,0,44,0,44,..,137,4,142,0,142,..,155,11,164,5,172
21004,0,7,..,23,3,25,0,25,..,82,0,86,0,86,..,4,0,4,0,4,..,45,4,49,0,49,..,10,0,13,0,13,..,15,0,15,0,15,..,16,3,12,0,12,..,47,3,54,0,50,..,9,0,9,0,9,..,73,0,75,0,75,..,11,0,11,0,11,..,139,9,147,0,147,..,62,3,63,0,63,..,4,0,4,0,4,..,35,5,39,0,39,..,34,3,38,0,38,..,42,18,61,0,61,..,190,39,222,0,227,..,1609,184,1791,13,1807,..,37,10,44,942,988,17363,1648,190,1842,959,20156,34039,..,..,..,..,34039,..,78,3,77,3,81,..,109,11,119,0,119,..,0,0,0,0,0,..,42,10,52,0,52,..,114,36,155,0,154,..,8,6,7,0,7,..,169,55,216,0,219,..,165,12,181,3,184,..,30,0,30,0,30,..,41,0,42,0,44,..,112,3,117,0,112
21005,0,41,..,288,33,321,3,319,..,449,32,482,4,493,..,114,57,173,0,171,..,154,21,171,0,171,..,51,13,67,0,63,..,912,68,983,16,997,..,210,47,254,0,254,..,476,15,491,5,492,..,128,6,135,6,136,..,651,29,684,8,692,..,202,21,228,0,231,..,1456,70,1525,19,1550,..,446,81,525,5,531,..,256,28,284,5,291,..,126,37,164,0,162,..,5085,1644,6728,70,6795,..,595,404,997,7,1004,..,6522,2693,9218,145,9362,..,33729,8692,42430,498,42927,..,232,115,342,4235,4575,32626,33960,8809,42773,4729,80126,65478,..,..,..,..,65478,..,32,0,32,0,32,..,12834,3184,16024,176,16194,..,7,0,7,0,7,..,356,134,497,3,501,..,667,227,894,7,899,..,118,36,150,0,150,..,1138,398,1535,14,1545,..,685,102,785,9,794,..,37,0,37,0,35,..,180,10,190,3,191,..,132,11,143,5,142
21101,3,368,..,54,6,55,0,57,..,45,0,51,0,51,..,286,57,342,5,348,..,294,52,343,0,344,..,132,11,142,3,150,..,17,0,20,0,20,..,131,20,149,5,152,..,254,10,262,0,268,..,280,16,296,0,302,..,360,4,369,8,370,..,129,3,136,0,136,..,1027,33,1061,13,1070,..,349,42,390,7,394,..,519,26,545,8,551,..,167,34,205,0,207,..,71,14,84,0,84,..,471,172,648,3,651,..,1727,378,2105,48,2161,..,16863,3341,20198,206,20405,..,189,24,211,2741,2950,55459,17046,3361,20410,2944,78814,109519,..,..,..,..,109519,..,187,0,188,0,190,..,1022,103,1121,5,1130,..,4,0,4,0,4,..,3677,1078,4751,32,4781,..,5927,2099,8021,48,8072,..,653,132,790,8,801,..,10255,3312,13564,89,13652,..,277,20,296,9,301,..,311,10,324,3,325,..,346,8,356,3,363,..,1044,28,1079,27,1109
21102,0,40,..,25,0,25,0,25,..,13,0,15,0,15,..,80,16,100,0,100,..,18,0,20,0,20,..,17,0,17,0,17,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,20,3,22,0,22,..,12,0,12,0,12,..,3,0,3,0,3,..,42,3,41,0,41,..,29,3,38,0,38,..,15,0,11,0,11,..,12,3,18,0,18,..,8,3,12,0,12,..,24,4,34,0,34,..,142,16,159,3,161,..,2185,447,2626,14,2644,..,29,3,37,492,528,9983,2214,448,2665,507,13153,20005,..,..,..,..,20005,..,70,4,74,0,74,..,179,23,201,3,203,..,0,0,0,0,0,..,598,201,800,3,805,..,671,305,974,3,971,..,74,22,89,0,89,..,1343,526,1865,4,1868,..,38,6,49,0,48,..,44,0,40,0,40,..,52,0,57,0,57,..,143,0,143,0,143
21103,0,139,..,35,3,40,0,40,..,33,3,35,0,35,..,208,51,257,0,257,..,124,22,149,3,150,..,64,9,74,0,74,..,8,0,8,0,8,..,61,13,71,0,71,..,101,0,99,4,105,..,110,5,117,0,117,..,128,7,132,0,132,..,40,0,40,0,40,..,377,17,393,4,397,..,209,23,237,3,235,..,70,3,71,3,72,..,115,9,121,0,122,..,26,6,30,0,30,..,151,72,221,4,223,..,1334,906,2244,33,2275,..,7459,2141,9603,78,9685,..,122,16,144,2290,2432,44647,7586,2162,9745,2368,56755,86783,..,..,..,..,86783,..,201,0,201,0,208,..,315,36,347,0,352,..,8,0,8,0,8,..,1045,330,1370,8,1382,..,2540,1006,3550,22,3571,..,159,48,202,0,202,..,3746,1380,5130,26,5157,..,124,11,136,0,140,..,290,5,297,0,295,..,199,8,207,3,208,..,491,13,513,3,515
21104,3,201,..,27,0,30,0,30,..,12,0,12,0,12,..,196,59,254,0,254,..,80,8,95,0,95,..,64,11,70,0,70,..,9,0,9,0,6,..,54,11,63,0,63,..,82,0,87,0,87,..,147,14,163,0,163,..,95,4,99,0,99,..,39,0,39,0,39,..,369,17,388,0,388,..,155,16,171,0,173,..,117,4,125,3,126,..,92,10,104,0,102,..,23,3,24,0,24,..,307,128,434,4,435,..,617,185,802,21,820,..,8564,2207,10771,78,10843,..,74,16,93,1083,1173,19463,8639,2222,10862,1157,31482,37879,..,..,..,..,37879,..,58,0,58,0,58,..,202,22,221,0,223,..,3,3,6,0,6,..,2438,727,3170,15,3181,..,4471,1657,6123,23,6151,..,296,88,386,3,388,..,7207,2475,9684,39,9723,..,102,15,118,0,122,..,77,3,82,0,78,..,143,6,154,3,153,..,255,5,257,3,263
21105,0,29,..,25,5,32,0,32,..,21,0,21,0,21,..,54,5,61,3,61,..,145,26,174,0,171,..,73,4,83,0,83,..,8,0,8,0,13,..,30,0,30,0,27,..,82,0,83,0,83,..,53,4,57,4,63,..,115,0,115,0,120,..,29,3,33,0,33,..,280,12,289,5,298,..,171,12,187,0,190,..,18,0,21,0,21,..,97,16,115,0,115,..,21,0,17,0,17,..,62,14,74,3,75,..,851,356,1202,28,1231,..,4746,812,5558,81,5644,..,172,20,190,3454,3641,66041,4922,834,5755,3536,75331,130862,..,..,..,..,130862,..,182,5,184,0,184,..,190,18,209,3,209,..,35,0,31,0,38,..,206,59,264,0,267,..,623,209,830,5,835,..,39,9,51,0,51,..,872,273,1142,7,1152,..,99,16,117,3,116,..,739,19,750,3,760,..,292,8,304,3,308,..,880,21,893,8,905
21201,0,33,..,15,0,13,0,13,..,34,3,34,0,39,..,33,8,41,0,41,..,62,8,62,0,62,..,61,4,66,0,67,..,64,3,70,0,70,..,55,14,66,0,66,..,123,0,119,0,121,..,63,5,62,3,69,..,134,0,131,3,133,..,47,3,54,0,54,..,358,11,371,6,372,..,224,19,241,5,244,..,91,8,104,0,106,..,58,12,65,0,68,..,39,6,45,0,45,..,57,8,68,0,65,..,1092,202,1287,33,1322,..,4745,660,5405,75,5482,..,97,14,104,2529,2632,39731,4835,676,5507,2607,47843,78469,..,..,..,..,78469,..,114,0,110,0,111,..,438,44,478,11,492,..,11,0,11,0,11,..,90,36,129,3,128,..,266,139,411,3,409,..,28,7,38,0,38,..,387,187,576,9,581,..,174,21,198,3,199,..,229,3,231,0,233,..,279,13,296,3,296,..,263,12,271,7,276
21202,0,175,..,121,17,141,3,144,..,84,4,84,0,84,..,241,81,323,5,326,..,418,80,497,4,505,..,184,40,222,4,225,..,333,24,358,11,367,..,712,176,892,6,901,..,310,6,314,0,315,..,246,20,264,3,268,..,344,15,356,5,361,..,111,13,127,0,123,..,1005,52,1058,9,1069,..,661,119,774,10,786,..,671,106,781,8,789,..,88,19,107,3,107,..,302,70,373,3,382,..,392,177,570,3,573,..,4835,1288,6122,92,6220,..,19682,4032,23714,281,23994,..,173,65,237,2555,2792,39151,19853,4092,23948,2834,65939,77949,..,..,..,..,77949,..,263,0,262,3,262,..,2112,325,2439,41,2482,..,6,0,6,0,6,..,833,230,1063,3,1067,..,2376,1132,3501,12,3517,..,530,159,684,3,691,..,3737,1521,5256,16,5272,..,765,98,859,15,874,..,272,6,278,0,282,..,814,36,848,6,856,..,394,8,399,3,408
21203,0,108,..,68,13,76,0,79,..,68,3,67,3,71,..,181,63,250,3,256,..,235,39,280,3,280,..,152,30,180,0,182,..,878,70,952,28,977,..,324,58,384,9,390,..,652,17,672,13,679,..,228,24,251,0,249,..,809,20,829,14,842,..,193,10,202,4,207,..,1883,67,1954,27,1985,..,797,128,919,10,929,..,1005,111,1118,10,1123,..,150,35,190,6,190,..,330,73,406,4,413,..,397,221,618,5,619,..,6889,2236,9129,143,9264,..,24776,4965,29746,380,30123,..,218,63,275,4271,4543,49668,24992,5027,30016,4646,84335,99323,..,..,..,..,99323,..,253,3,255,0,261,..,1695,223,1910,23,1930,..,3,0,3,0,3,..,449,209,661,4,661,..,1556,729,2291,23,2310,..,396,122,515,3,515,..,2401,1065,3467,28,3497,..,380,52,437,0,437,..,202,4,204,3,209,..,1184,41,1223,6,1227,..,303,8,305,5,313
21204,0,282,..,144,43,188,3,188,..,136,10,143,3,150,..,239,131,368,0,367,..,374,121,493,7,497,..,374,110,484,4,492,..,355,31,394,7,402,..,834,339,1172,14,1188,..,496,19,511,9,517,..,315,55,375,0,373,..,654,24,676,5,679,..,224,37,259,0,258,..,1680,131,1814,15,1831,..,704,178,880,12,887,..,1200,223,1422,5,1432,..,280,121,406,0,407,..,604,199,806,5,811,..,5445,3959,9406,62,9468,..,9440,4806,14244,190,14440,..,40349,16080,56423,530,56958,..,287,150,441,4422,4861,29913,40634,16226,56863,4953,91729,61553,..,..,..,..,61553,..,94,0,94,0,94,..,2756,615,3371,29,3395,..,3,0,3,0,3,..,3458,1855,5316,32,5347,..,4526,2581,7110,37,7152,..,1274,653,1924,10,1932,..,9258,5091,14351,87,14436,..,731,188,917,12,926,..,177,5,182,3,187,..,1119,57,1169,14,1182,..,382,13,398,11,401
21205,11,1189,..,85,9,98,0,98,..,40,0,39,0,39,..,321,42,360,0,363,..,367,57,423,3,424,..,357,85,439,12,448,..,28,0,28,0,29,..,185,20,208,0,208,..,188,5,194,3,198,..,801,64,861,4,867,..,281,6,284,0,290,..,209,8,218,0,222,..,1469,85,1556,10,1569,..,452,52,503,3,506,..,1257,70,1333,7,1343,..,250,40,288,3,294,..,100,37,132,0,134,..,1178,342,1526,5,1531,..,2728,479,3205,68,3272,..,37005,8322,45324,325,45647,..,190,40,231,3702,3928,39377,37190,8362,45552,4028,88955,78949,..,..,..,..,78949,..,167,0,169,0,169,..,1158,127,1282,10,1292,..,4,0,4,0,4,..,6801,1745,8541,33,8571,..,19818,6281,26100,117,26221,..,1421,469,1884,5,1889,..,28036,8489,36524,158,36680,..,408,50,463,10,475,..,170,6,178,9,182,..,697,27,722,7,730,..,636,19,653,7,661
21301,0,74,..,1703,585,2287,19,2313,..,2259,288,2549,38,2588,..,113,45,164,0,166,..,575,159,736,11,749,..,93,17,108,0,108,..,728,55,785,23,804,..,615,179,793,15,809,..,1159,45,1202,4,1207,..,165,20,185,0,185,..,1573,78,1655,26,1676,..,164,28,195,3,197,..,3066,172,3233,28,3262,..,1185,250,1436,12,1449,..,362,99,464,4,470,..,215,49,262,5,270,..,864,271,1129,9,1141,..,9756,6748,16500,138,16641,..,4895,1768,6658,127,6787,..,40975,14564,55544,620,56169,..,307,133,441,5025,5465,31148,41286,14702,55987,5647,92780,63456,..,..,..,..,63456,..,30,0,37,0,37,..,3509,596,4106,55,4159,..,8,0,7,0,7,..,2658,1396,4050,39,4090,..,1834,980,2817,25,2841,..,888,462,1352,18,1367,..,5379,2841,8217,77,8300,..,2619,629,3247,52,3299,..,60,3,65,0,65,..,254,18,272,0,276,..,403,26,426,0,428
21302,0,43,..,420,124,541,4,541,..,598,73,672,12,678,..,64,13,75,3,74,..,179,42,224,4,230,..,52,6,57,0,57,..,32,3,36,0,36,..,245,67,307,8,312,..,192,6,199,3,203,..,123,11,127,7,136,..,207,5,211,0,215,..,43,0,43,0,43,..,566,26,585,13,600,..,269,41,303,3,309,..,64,7,69,3,76,..,102,27,134,0,134,..,38,4,41,0,41,..,596,305,906,3,916,..,1112,277,1388,30,1420,..,9955,2217,12177,147,12326,..,99,23,117,2146,2270,28348,10058,2238,12292,2296,42936,56101,..,..,..,..,56101,..,78,3,78,0,78,..,2495,391,2891,44,2932,..,5,0,5,0,5,..,630,225,849,8,860,..,858,303,1161,5,1168,..,78,25,101,0,104,..,1568,550,2116,18,2129,..,644,106,749,3,753,..,95,7,109,0,109,..,193,21,220,0,220,..,354,17,367,3,374
21303,0,102,..,257,113,364,6,371,..,83,9,91,0,91,..,58,9,70,0,70,..,117,24,139,0,139,..,50,3,58,0,58,..,26,0,31,0,27,..,165,44,215,4,215,..,187,7,197,3,198,..,123,18,139,0,140,..,290,8,306,3,303,..,64,7,68,0,68,..,662,45,710,6,711,..,405,97,505,8,514,..,99,6,110,0,110,..,129,32,160,3,165,..,133,32,166,3,170,..,3411,1772,5182,28,5211,..,1525,471,1993,41,2031,..,12699,4365,17062,143,17207,..,71,27,93,2702,2796,20879,12771,4388,17157,2845,40883,42041,..,..,..,..,42041,..,33,0,33,0,33,..,682,108,788,8,801,..,11,0,11,0,8,..,1664,781,2446,8,2449,..,1946,662,2606,20,2628,..,315,114,424,0,427,..,3927,1549,5476,29,5508,..,392,101,490,3,499,..,84,4,84,0,84,..,231,12,246,3,245,..,201,6,209,3,216
21304,0,102,..,1034,123,1160,12,1175,..,1256,65,1321,23,1348,..,67,20,85,0,85,..,279,37,317,3,318,..,59,12,75,0,78,..,422,33,448,8,459,..,426,58,486,7,491,..,796,22,817,9,819,..,140,19,153,3,161,..,1121,20,1145,18,1160,..,135,8,138,0,138,..,2190,67,2259,23,2281,..,898,118,1019,4,1020,..,258,24,277,0,282,..,153,26,181,3,183,..,480,79,559,3,557,..,967,488,1455,17,1466,..,3059,651,3712,81,3791,..,19697,2998,22700,278,22974,..,263,26,291,4467,4762,50042,19961,3027,22988,4749,77773,99007,..,..,..,..,99007,..,118,0,118,0,118,..,2179,306,2483,26,2507,..,9,0,9,0,9,..,601,184,777,3,780,..,867,331,1203,7,1216,..,474,183,660,0,664,..,1945,700,2642,15,2659,..,1171,136,1314,14,1324,..,120,3,125,0,127,..,191,8,204,0,207,..,275,11,278,0,283
21305,11,439,..,552,79,628,5,632,..,584,29,614,6,618,..,188,59,246,0,251,..,303,54,355,0,361,..,226,34,262,0,262,..,647,35,684,10,687,..,408,68,478,3,482,..,1161,30,1187,9,1194,..,763,63,828,5,829,..,1533,41,1582,20,1600,..,406,8,413,6,417,..,3861,141,4006,44,4045,..,878,135,1012,5,1020,..,845,76,923,12,930,..,292,57,343,3,350,..,153,20,178,0,177,..,893,338,1228,8,1236,..,7566,2203,9762,201,9963,..,38568,7043,45614,503,46116,..,307,103,408,5483,5890,58519,38877,7144,46021,5984,110525,117465,..,..,..,..,117465,..,397,9,403,3,402,..,3680,567,4252,51,4303,..,10,0,10,0,10,..,1788,488,2279,14,2288,..,5233,2173,7404,49,7455,..,350,136,486,4,488,..,7372,2796,10170,62,10234,..,552,78,631,8,639,..,141,7,148,5,148,..,581,32,614,11,623,..,340,10,349,0,356
21401,3,44,..,15,3,18,0,23,..,27,0,29,0,29,..,35,5,38,0,38,..,156,14,171,0,171,..,249,53,305,0,305,..,103,9,106,0,106,..,135,12,151,0,151,..,215,0,216,3,218,..,78,6,85,0,83,..,275,13,289,5,292,..,62,0,61,0,63,..,628,24,656,12,666,..,294,43,336,3,341,..,154,18,175,0,175,..,148,36,180,0,182,..,62,10,71,0,71,..,104,32,136,3,136,..,1503,273,1777,47,1824,..,6956,1029,7981,116,8098,..,198,21,219,3998,4215,56411,7147,1050,8199,4112,68727,110620,..,..,..,..,110620,..,235,4,240,3,246,..,442,64,506,12,515,..,10,0,10,0,10,..,295,76,372,3,376,..,787,296,1075,12,1090,..,52,16,67,0,67,..,1129,381,1513,14,1532,..,262,26,291,3,289,..,355,26,376,4,385,..,329,3,333,3,340,..,556,11,570,4,578
21402,0,14,..,26,3,31,0,31,..,58,0,62,0,64,..,16,0,14,0,14,..,86,7,98,0,98,..,53,4,61,0,61,..,7,0,13,0,13,..,33,5,40,3,43,..,71,3,75,0,72,..,50,0,51,0,52,..,108,0,108,0,108,..,15,0,15,0,15,..,239,5,243,3,247,..,162,13,177,0,177,..,8,0,8,0,8,..,106,19,124,0,126,..,19,0,23,0,25,..,36,9,43,0,40,..,536,73,608,10,624,..,3962,442,4402,66,4464,..,182,3,187,4382,4572,71089,4145,440,4591,4448,80125,137793,..,..,..,..,137793,..,129,0,126,0,126,..,132,9,142,0,140,..,11,0,11,0,18,..,128,36,165,0,163,..,315,106,423,3,427,..,36,9,42,0,42,..,479,151,629,5,634,..,239,23,267,7,273,..,320,9,325,9,334,..,368,10,378,5,379,..,626,20,650,8,663
21501,0,17,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,53,4,60,0,58,..,15,0,15,0,15,..,50,0,50,0,50,..,26,0,26,0,26,..,147,3,146,0,152,..,22,4,20,0,20,..,17,0,21,0,21,..,17,3,21,0,21,..,6,5,13,0,13,..,15,8,22,0,28,..,214,75,288,11,294,..,902,178,1083,13,1097,..,74,10,86,1896,1977,26263,977,182,1163,1907,29334,52220,..,..,..,..,52220,..,36,0,36,3,35,..,39,3,39,0,39,..,4,0,4,0,3,..,27,8,34,0,34,..,103,79,182,8,189,..,10,9,16,0,16,..,142,91,237,8,242,..,16,0,16,0,18,..,62,0,65,0,65,..,27,0,29,0,29,..,88,4,94,3,102
21502,0,27,..,5,0,5,0,5,..,3,0,3,0,3,..,9,5,11,0,11,..,4,0,6,0,6,..,3,0,3,0,3,..,34,5,36,0,36,..,8,0,8,0,11,..,47,0,47,0,47,..,3,0,3,0,3,..,42,3,46,0,46,..,33,13,50,0,50,..,132,14,146,0,147,..,18,3,14,0,14,..,19,3,21,0,23,..,26,4,29,0,30,..,145,72,217,0,224,..,32,52,89,0,87,..,443,143,585,4,590,..,1996,554,2545,26,2576,..,70,7,79,2106,2189,22633,2067,557,2624,2139,27398,44285,..,..,..,..,44285,..,47,0,47,0,47,..,88,15,104,0,104,..,12,0,10,0,9,..,83,45,127,0,131,..,176,139,317,3,320,..,6,3,11,0,10,..,272,188,461,8,463,..,68,8,76,0,76,..,37,0,37,0,37,..,34,4,38,0,38,..,54,0,54,0,54
