SA3_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
20604,44,222,517,182,139,70,23,9,3,1204,1018,5163,14406,5064,3133,2017,617,66,22,31498,11,30,59,21,25,17,25,8,0,190,0,4,61,53,38,16,7,0,0,177,30,187,828,412,289,181,53,12,3,1998,0,29,324,151,55,29,8,0,0,601,23,190,855,327,220,138,42,4,3,1806,16,115,598,302,209,132,53,8,0,1430,317,1322,2032,599,378,245,84,7,3,4985,697,2818,4103,811,358,184,61,8,3,9037,22,159,702,377,281,156,59,8,0,1768,20,197,1080,471,229,112,34,0,0,2145,11,336,2368,1064,500,221,72,10,4,4594,10,171,619,202,142,113,65,10,0,1340,60,1057,6310,2191,967,673,281,54,10,11601,25,342,1142,396,215,137,37,6,3,2299,15,144,1085,681,508,286,61,5,3,2784,169,724,2167,1131,718,609,205,17,5,5753,35,505,2781,1152,738,653,229,29,11,6131,80,387,925,398,193,125,55,8,3,2168
20605,19,86,332,238,189,117,31,4,0,1019,484,2413,10503,6760,4884,2880,760,63,11,28756,3,13,63,39,24,31,18,5,0,198,0,5,72,66,37,17,3,0,0,197,31,125,768,713,491,253,79,13,0,2468,3,25,205,178,103,40,7,0,0,555,15,206,1392,693,500,279,72,3,3,3161,9,87,558,456,336,201,59,9,0,1722,183,690,1544,934,618,352,123,11,3,4460,274,859,1715,639,343,163,38,5,0,4042,8,106,588,463,371,219,80,7,0,1835,10,106,783,640,451,212,38,3,3,2245,8,158,1503,1235,712,296,107,16,7,4040,14,100,515,331,271,160,67,12,3,1470,24,431,3416,2596,1617,907,361,31,7,9391,15,194,867,512,363,221,90,3,0,2269,0,87,850,754,575,420,110,3,3,2804,64,261,1601,1088,877,776,211,19,0,4891,26,299,2046,1323,1092,848,253,26,3,5921,63,240,698,437,323,174,52,9,0,1993
20606,12,78,244,117,112,64,57,16,4,702,357,2154,7582,3157,2189,1667,664,86,23,17872,0,17,29,13,21,25,12,3,0,128,0,4,50,25,27,18,11,0,0,127,25,90,510,260,200,131,49,12,4,1269,4,17,150,74,41,14,6,0,0,306,8,132,729,270,171,135,45,10,0,1499,3,87,411,238,179,105,62,9,0,1094,128,656,1342,493,358,236,147,15,6,3379,222,667,1085,322,176,110,31,6,0,2618,4,67,321,182,131,71,33,4,0,815,14,98,510,326,157,81,17,6,0,1213,9,177,1169,681,397,233,125,31,9,2834,9,93,457,189,183,114,94,18,13,1169,17,504,2885,1307,791,556,311,54,8,6434,18,145,594,266,169,127,57,5,0,1388,7,75,550,294,243,157,45,11,0,1381,49,186,1085,482,396,350,115,21,0,2690,20,271,1583,689,572,578,330,52,8,4094,36,180,452,199,128,85,33,8,0,1122
20607,16,97,360,161,112,72,27,3,0,845,498,2684,11073,5111,3366,2257,636,47,6,25676,3,12,64,38,18,19,11,3,0,166,0,4,49,41,28,7,4,0,0,131,18,99,748,450,348,209,56,14,0,1936,0,21,193,117,73,21,6,0,0,434,12,154,1068,423,276,163,45,5,0,2147,15,85,453,304,200,88,21,0,3,1169,197,783,1640,647,376,254,75,7,0,3982,363,1026,1704,562,272,167,42,3,0,4139,13,79,434,264,229,120,42,0,0,1179,17,152,861,557,284,142,40,3,0,2059,5,161,1320,794,436,206,47,0,4,2972,5,67,432,196,112,76,38,3,0,919,27,575,4228,2029,1122,594,241,20,9,8835,9,161,695,368,244,133,43,6,0,1654,7,130,1131,734,540,345,86,10,0,2983,39,299,1851,1045,917,740,235,15,0,5129,26,414,2638,1266,938,739,259,15,3,6294,52,190,777,345,200,128,61,9,0,1762
20701,58,143,265,304,351,179,76,25,6,1408,1915,4332,8687,8009,9387,5990,1774,184,29,40305,12,24,47,42,75,52,52,16,3,310,0,0,48,75,70,45,17,0,0,258,123,249,672,799,1017,615,187,28,4,3699,7,38,220,181,181,58,14,0,0,702,57,363,947,747,887,482,192,16,3,3700,55,204,504,622,802,388,134,23,0,2727,827,1752,1580,1132,1350,782,272,31,5,7734,1082,1374,1198,600,578,284,78,7,0,5197,23,124,369,438,526,361,78,13,0,1942,88,220,611,580,544,277,69,3,0,2393,23,294,1312,1622,1532,708,212,30,6,5743,40,182,460,446,507,310,137,32,7,2124,91,961,2821,2795,2950,1913,714,83,13,12339,48,258,613,415,502,354,157,18,0,2373,19,162,687,746,908,718,197,23,0,3464,294,760,1700,1415,2029,1841,543,48,3,8638,104,755,2303,2296,2941,2364,813,96,11,11674,334,370,443,285,285,166,84,10,8,1976
20702,19,58,175,158,185,115,51,11,5,774,867,1723,3852,3917,4644,3034,863,101,12,19009,0,6,13,11,24,15,9,5,0,87,0,3,3,25,11,14,6,0,0,59,58,103,332,473,601,442,132,31,0,2177,0,11,76,85,74,47,13,4,0,312,61,235,615,612,648,391,134,21,3,2717,17,92,325,396,456,264,69,18,0,1645,544,884,899,750,896,638,235,27,3,4876,480,460,543,449,531,430,74,15,0,2980,6,55,242,298,374,304,92,4,0,1372,18,72,189,263,236,116,13,8,0,913,13,127,611,628,547,232,66,8,3,2234,9,67,275,181,184,124,52,12,0,913,28,305,982,1098,955,586,227,53,0,4242,15,101,288,311,345,271,88,12,0,1442,8,55,269,357,479,316,93,12,4,1592,109,230,552,632,951,703,200,29,0,3404,46,287,1030,1053,1204,1031,355,34,3,5034,74,123,157,109,101,85,32,8,0,703
20703,28,69,181,152,183,93,34,12,3,755,1150,2412,5005,4762,5160,3201,717,72,14,22502,0,17,21,19,25,11,14,0,0,106,0,6,13,26,20,16,4,0,0,85,89,150,407,530,640,390,110,6,0,2323,0,14,111,107,107,60,12,0,0,412,73,285,624,586,621,367,65,13,0,2634,34,104,362,428,454,200,40,4,0,1629,569,1003,1048,710,721,442,89,17,0,4598,708,891,837,403,407,228,45,0,0,3514,22,83,262,302,353,266,65,5,3,1361,34,108,285,343,241,118,24,3,0,1151,3,125,674,781,586,279,53,8,0,2516,10,75,280,220,185,120,35,4,0,940,42,380,1429,1434,1165,684,214,22,7,5377,27,194,439,371,366,221,57,7,0,1683,12,81,340,510,664,437,95,14,0,2146,137,356,899,1008,1309,987,228,21,0,4953,61,416,1518,1323,1583,1213,282,21,0,6416,168,192,188,140,136,71,32,9,0,934
20801,34,55,117,193,286,159,58,9,4,918,1093,1738,3213,4816,6227,3953,1135,93,17,22283,3,8,13,29,36,30,27,4,0,149,0,3,17,32,67,38,5,0,0,163,76,101,315,516,766,474,171,16,0,2436,0,20,65,116,115,60,10,0,0,395,67,255,550,614,784,490,150,19,0,2933,26,88,194,402,559,335,115,20,3,1743,537,721,559,705,815,576,248,40,0,4205,596,595,346,299,286,151,65,5,0,2346,6,57,162,263,410,263,71,7,7,1256,41,82,179,331,409,198,34,3,0,1288,17,123,400,990,991,465,146,21,13,3154,18,76,187,264,417,221,119,17,3,1321,43,363,963,1688,1951,1274,521,62,0,6851,19,87,197,331,418,254,105,16,0,1433,8,46,265,474,586,407,106,7,4,1905,175,273,529,816,1275,1152,305,27,0,4541,52,235,720,1022,1530,1278,369,30,3,5246,197,179,184,231,243,132,59,6,0,1238
20802,50,100,297,269,274,165,61,17,8,1243,1323,3017,8797,8128,8051,4956,1273,119,25,35688,0,13,50,38,46,22,6,3,0,168,0,0,40,46,44,24,3,0,0,161,90,183,803,906,941,598,159,22,7,3700,3,24,231,237,155,62,13,4,0,721,73,349,1129,902,880,611,167,15,0,4131,30,143,596,672,695,404,113,13,4,2669,685,1185,1702,1268,1142,817,279,39,5,7131,730,934,1255,629,450,270,63,8,0,4332,9,94,441,484,548,423,114,17,3,2131,41,112,548,649,466,230,49,3,0,2096,17,177,1240,1470,1013,442,112,8,4,4483,11,106,412,357,308,207,100,17,5,1527,55,505,2664,2864,2172,1215,411,45,4,9927,35,220,708,628,578,352,128,18,3,2667,15,122,658,831,912,623,128,21,0,3323,193,497,1643,1727,1946,1498,365,22,5,7895,91,542,2151,2020,2165,1643,504,56,4,9179,207,267,379,316,289,166,55,8,0,1687
20803,37,70,182,241,276,144,56,7,6,1028,1387,2260,5767,7049,6868,4196,925,56,16,28524,9,21,30,51,57,21,10,5,0,199,0,6,19,36,24,12,4,0,0,102,115,207,736,1243,1356,900,204,17,3,4773,3,22,126,184,141,89,18,0,0,580,155,492,1412,1395,1186,638,121,15,0,5408,34,121,430,695,657,392,106,16,0,2459,809,990,1104,1040,1126,705,200,20,0,5995,776,596,551,418,398,249,42,9,0,3043,26,97,314,464,565,432,104,3,3,2000,32,82,259,388,317,131,21,3,0,1236,7,115,591,928,680,329,69,5,3,2730,14,79,260,270,224,143,36,6,0,1035,38,237,1140,1625,1205,616,233,28,5,5118,23,127,370,511,471,336,92,12,0,1943,16,116,578,926,890,552,108,9,3,3210,98,291,1108,1434,1404,1048,182,12,0,5580,58,424,1458,1588,1768,1269,291,14,0,6866,166,201,244,244,240,107,41,12,3,1255
20804,22,38,68,71,74,36,22,10,0,341,367,1068,2395,2069,2186,1401,442,37,9,9979,0,4,12,11,19,15,12,5,0,79,0,0,13,20,11,11,4,0,0,55,22,48,189,215,210,118,40,3,0,832,0,7,51,40,42,21,6,0,0,162,5,89,243,219,205,117,52,4,0,949,13,48,151,178,200,117,29,4,3,740,157,386,483,323,302,214,85,14,3,1966,246,379,292,137,136,71,16,7,0,1273,0,29,104,101,107,85,32,3,0,475,9,55,139,145,119,68,8,0,0,549,7,67,345,469,410,169,61,7,0,1543,0,47,125,137,138,81,29,3,0,572,17,225,847,777,701,456,176,22,0,3234,7,56,190,152,137,79,29,5,3,657,8,47,178,177,214,125,34,9,0,792,55,164,477,342,450,376,121,5,3,2001,37,159,639,552,645,550,208,22,3,2813,46,97,131,78,81,42,18,7,0,503
20901,29,63,187,203,194,120,46,18,4,870,1287,2461,6121,6578,6329,4614,1012,93,12,28505,8,18,27,44,37,28,12,3,0,178,0,4,26,33,38,31,0,0,0,135,98,188,585,832,904,631,183,19,0,3446,4,24,135,151,123,98,22,0,0,551,118,495,1299,1145,1032,661,155,12,3,4914,24,99,338,453,470,301,68,11,0,1762,740,975,1064,772,830,650,188,21,0,5240,717,630,570,402,351,186,45,0,4,2920,27,108,387,469,579,417,107,4,0,2096,39,81,301,404,302,172,23,0,0,1327,18,113,677,869,613,323,60,12,0,2683,17,86,224,222,177,156,56,11,3,951,39,350,1350,1744,1179,807,245,33,8,5742,18,138,387,430,400,322,81,8,0,1776,58,226,817,1122,1061,723,146,22,0,4175,132,410,1290,1544,1565,1421,307,12,0,6683,55,506,1952,2044,2062,1737,475,36,0,8867,179,231,270,219,180,134,53,12,0,1277
20902,37,86,215,179,159,106,16,8,0,819,805,2224,5684,4797,3998,2097,326,29,9,19968,7,19,76,42,33,19,3,0,0,200,3,3,15,13,11,12,3,0,0,56,47,180,692,661,679,458,79,5,0,2802,0,21,104,114,75,47,9,0,0,371,63,246,937,776,616,329,72,4,0,3039,24,78,286,308,297,137,34,3,0,1164,459,872,1154,759,665,361,73,3,3,4349,523,815,1117,506,365,187,27,4,0,3553,14,101,533,450,486,289,71,8,0,1942,21,54,302,293,196,63,11,0,0,942,7,98,638,504,318,106,20,0,0,1690,9,58,193,132,96,43,11,0,0,542,11,227,1186,1058,552,243,42,8,0,3333,21,186,527,384,353,237,46,0,0,1758,13,119,577,774,669,339,61,10,3,2566,57,261,1108,1102,871,511,68,3,3,3979,45,392,1606,1295,1058,743,118,7,0,5264,40,154,256,217,148,51,12,5,0,881
20903,27,45,75,97,149,94,38,3,0,526,1083,1586,2291,3524,4419,3049,606,39,10,16592,14,24,33,51,75,66,47,10,0,315,0,0,12,23,37,17,3,0,0,89,129,142,227,471,705,493,110,12,0,2277,3,20,51,103,93,82,11,0,0,361,205,497,828,968,1027,615,146,12,3,4298,26,77,149,248,321,251,49,6,0,1131,521,601,383,437,567,454,123,10,0,3090,622,378,167,154,152,98,30,0,0,1612,20,49,150,233,313,337,78,0,0,1170,29,46,76,160,195,112,21,3,0,641,8,51,182,359,363,196,40,0,0,1201,13,60,87,98,140,84,31,3,0,514,49,181,424,712,812,535,172,15,3,2894,32,63,124,200,301,203,68,10,0,1003,11,61,298,490,678,467,84,10,0,2098,91,235,506,863,1043,927,184,6,0,3862,49,303,589,923,1255,1036,177,13,4,4363,138,129,102,127,159,96,31,6,0,779
20904,87,170,516,438,416,255,50,9,0,1948,2243,4513,11915,10423,9140,5292,713,59,12,44313,14,39,131,148,122,83,41,20,0,589,0,13,34,47,31,19,0,0,0,144,216,482,1938,2410,2371,1510,221,18,0,9176,3,75,406,313,221,144,19,3,0,1175,345,1117,3182,2446,1834,941,149,5,3,10028,54,187,765,836,772,429,77,0,0,3128,1290,1950,2616,2144,1798,1038,145,13,10,10990,1449,1042,1325,755,634,367,54,3,0,5632,54,370,1875,1730,1550,1076,184,12,4,6850,37,101,485,424,259,128,19,0,0,1458,18,277,1058,997,603,291,39,0,0,3284,22,127,423,306,254,118,21,0,4,1273,37,365,1570,1372,800,383,86,10,0,4622,39,305,902,847,751,541,97,7,0,3492,30,243,1313,1394,1209,781,130,11,0,5113,131,479,1907,1708,1427,938,137,11,0,6734,112,872,3383,3080,2652,1827,301,9,0,12234,110,203,291,220,142,128,20,5,0,1131
21001,20,40,80,103,122,77,22,5,0,467,611,1160,2617,3040,3152,1958,437,42,3,13013,0,5,15,21,21,6,4,4,0,76,0,3,16,15,11,9,3,0,0,59,46,96,300,458,489,344,90,6,0,1823,0,9,62,69,74,40,5,0,0,264,79,255,648,698,578,275,82,8,0,2627,15,42,152,267,233,135,47,4,0,899,393,537,489,478,522,338,99,12,0,2863,325,267,226,167,189,118,32,6,0,1340,17,130,378,483,575,371,85,3,0,2054,19,41,111,133,119,40,6,0,0,465,9,69,333,406,312,162,32,0,0,1319,9,52,116,128,112,70,18,0,0,505,14,140,519,625,432,306,79,14,3,2134,10,60,183,180,212,161,55,4,0,868,7,83,283,412,515,309,53,0,0,1671,64,159,529,552,710,503,100,4,0,2628,23,178,568,640,720,532,140,8,0,2814,64,112,99,114,76,67,29,8,0,567
21002,13,10,23,60,60,41,16,0,0,229,373,515,1016,1589,1834,1166,257,8,5,6760,12,21,32,57,72,54,54,14,7,322,0,3,3,11,5,6,0,0,0,29,57,77,112,232,295,190,51,4,0,1019,3,8,22,33,44,28,3,0,0,143,75,176,415,418,417,215,60,3,0,1776,8,22,38,91,118,63,16,3,0,366,210,143,125,176,241,174,46,0,0,1121,217,132,56,89,84,57,17,0,0,654,13,42,142,275,375,232,66,0,0,1152,3,11,27,55,56,39,5,0,0,202,6,17,83,136,146,65,24,3,0,484,3,10,29,60,56,44,14,3,0,223,8,51,139,258,248,189,70,3,0,963,14,30,57,111,134,78,40,5,0,468,12,34,154,267,332,229,37,3,0,1067,18,73,206,345,391,335,47,3,0,1418,19,88,230,318,429,309,70,3,0,1464,34,37,38,64,67,38,18,0,0,294
21003,14,55,173,110,89,76,19,8,3,550,511,1418,4390,3606,2914,1589,234,38,3,14710,0,7,16,24,16,8,0,0,0,80,0,0,8,13,9,5,0,0,0,38,31,106,547,554,519,336,57,7,0,2156,0,20,113,78,55,45,5,0,0,311,76,290,852,680,570,261,40,3,0,2779,16,69,248,242,228,114,21,3,0,942,276,611,838,548,487,227,47,4,0,3032,387,471,819,361,257,141,14,6,0,2457,8,147,696,559,456,290,59,0,0,2212,24,53,248,209,121,40,7,0,0,699,3,82,551,485,224,111,11,0,0,1459,10,32,155,104,66,44,5,3,0,420,10,159,992,793,401,155,24,4,0,2541,17,173,441,292,240,121,34,0,0,1325,8,105,556,564,464,261,46,4,0,2014,32,141,780,788,669,395,48,8,3,2865,18,251,1153,1009,769,471,84,12,0,3770,35,106,184,147,95,62,18,3,0,645
21004,20,32,42,67,64,44,14,3,0,288,604,964,1918,1959,2279,1466,237,13,3,9435,0,12,23,22,27,26,9,3,3,132,0,3,11,16,17,7,0,0,0,64,34,100,239,274,380,240,32,0,0,1302,0,16,47,50,59,43,3,0,0,232,101,298,644,483,390,237,44,3,0,2194,12,38,104,160,147,95,23,0,0,582,287,379,368,311,393,245,49,0,0,2030,420,212,168,115,123,89,13,0,0,1138,26,123,382,467,613,386,62,0,0,2063,13,23,47,67,65,37,5,0,0,263,0,42,143,179,164,90,18,0,0,636,4,30,70,67,71,49,10,0,0,297,12,77,240,245,222,131,46,5,0,981,12,46,129,130,148,96,33,0,0,599,10,52,247,328,390,302,62,0,0,1395,27,118,339,378,372,312,50,3,0,1597,27,178,439,421,525,451,58,3,0,2105,48,59,75,52,68,42,17,0,0,359
21005,58,159,315,257,307,145,35,8,0,1276,1535,3218,7151,6046,5802,3068,467,30,3,27317,4,32,56,41,46,38,16,3,0,240,0,3,24,26,20,12,0,0,0,83,135,399,1377,1633,1760,1040,177,6,3,6528,6,45,197,178,141,73,9,0,0,648,187,732,1826,1332,1132,531,97,8,0,5849,31,176,475,492,478,288,44,0,0,1988,787,1396,1620,1069,1131,572,111,8,3,6694,1103,705,881,565,508,289,46,3,0,4099,76,490,1783,1587,1583,905,151,5,0,6578,40,92,260,227,132,58,9,0,0,820,12,169,725,580,353,175,33,0,0,2047,18,101,258,178,156,103,19,0,0,839,23,264,917,714,458,245,45,5,0,2675,44,261,659,554,587,330,57,7,0,2494,39,267,822,792,717,439,71,7,0,3154,81,389,1094,1031,864,535,98,3,0,4104,76,608,1954,1746,1472,853,143,4,0,6862,66,121,195,124,91,70,22,0,0,695
21101,51,116,267,334,393,243,61,20,4,1484,2067,3693,7602,7690,8687,6081,1041,75,15,36949,4,20,46,42,63,37,19,3,4,237,0,7,20,28,26,16,6,0,0,109,182,425,1218,1751,2186,1549,294,19,0,7625,3,43,179,190,200,157,22,0,0,798,279,885,1974,1606,1581,1010,199,16,3,7559,62,250,714,1017,1028,741,104,8,3,3936,1233,1634,1735,1517,1612,1222,272,15,3,9240,1227,838,694,520,488,345,53,0,0,4165,37,151,491,544,756,669,184,6,0,2836,43,105,365,394,366,213,27,0,0,1506,14,171,719,762,686,447,61,5,0,2867,26,101,298,250,203,164,43,9,0,1090,53,414,1373,1434,1183,760,253,18,0,5487,73,223,503,531,660,489,132,9,0,2620,18,149,644,756,898,716,160,10,0,3347,165,426,1309,1336,1498,1229,207,13,0,6177,115,690,2109,1955,2279,1901,386,23,3,9452,176,245,272,206,173,97,41,4,0,1217
21102,6,23,34,41,70,40,10,3,3,229,421,586,780,1192,1691,1087,263,37,0,6056,0,5,5,5,11,3,6,3,0,51,0,0,3,7,8,4,5,0,0,27,30,34,88,140,261,147,64,7,0,779,3,3,9,19,40,22,0,0,0,104,53,137,194,271,401,238,63,8,0,1372,11,44,45,126,193,96,39,6,0,557,250,307,181,189,259,176,52,12,0,1422,248,152,67,69,87,63,13,4,0,699,7,13,33,62,113,82,26,10,0,341,14,24,33,46,78,54,11,0,0,257,3,36,91,157,176,98,24,3,0,581,3,18,45,63,81,47,20,0,0,275,8,84,188,275,384,280,103,21,0,1342,11,43,58,63,107,77,26,6,0,388,3,30,62,111,168,115,18,3,0,516,33,90,164,189,351,275,55,5,0,1152,21,104,206,331,487,395,97,9,0,1658,56,44,39,37,37,21,12,0,0,241
21103,40,89,200,197,218,125,48,10,4,930,1478,2450,5806,5695,6055,3996,835,54,6,26376,9,14,37,66,41,30,10,4,0,202,0,3,18,30,20,10,8,0,0,89,128,258,825,1098,1191,753,163,17,0,4433,7,29,140,139,116,77,9,0,0,526,216,660,1453,1210,1165,683,127,6,3,5516,49,111,421,572,538,345,80,3,0,2126,851,1024,1177,996,1021,683,178,21,3,5942,893,533,498,350,277,160,32,5,0,2755,14,83,322,362,459,347,89,5,3,1684,60,107,267,284,277,161,20,3,0,1179,7,92,482,586,526,290,44,0,3,2033,16,77,260,212,169,135,47,8,0,928,37,296,1134,1235,908,608,200,23,0,4428,40,163,428,468,444,320,107,3,0,1977,26,100,560,780,738,566,103,21,0,2891,98,284,1185,1194,1315,1010,193,14,0,5287,90,538,1620,1593,1704,1343,297,19,6,7208,128,160,197,169,141,79,33,9,0,907
21104,14,30,91,99,114,58,33,9,0,449,708,1129,2927,3332,3106,1986,500,44,7,13737,3,3,13,12,8,9,9,3,0,69,0,0,3,17,9,3,0,0,0,33,45,98,336,475,508,337,73,8,0,1878,0,15,79,79,78,41,6,0,0,290,46,172,434,438,416,260,64,6,0,1838,22,69,262,345,280,172,53,6,0,1215,363,540,604,525,515,326,117,9,0,2991,456,328,355,259,194,130,29,0,0,1757,5,53,191,214,234,165,57,3,0,924,17,49,195,244,152,113,16,0,0,783,5,56,410,522,339,149,43,4,0,1523,5,28,144,123,99,52,15,0,0,465,25,148,821,1028,581,332,120,12,0,3062,19,85,229,226,217,173,64,7,0,1028,6,42,227,354,461,300,67,15,0,1471,77,162,539,732,774,508,138,14,0,2953,36,234,794,862,865,694,185,12,0,3689,101,80,90,82,72,42,13,3,0,474
21105,85,115,258,264,341,249,68,16,3,1393,2106,3209,6570,7345,8424,6062,1249,109,13,35081,43,110,221,334,387,352,165,37,4,1660,0,9,53,39,32,26,6,0,0,170,241,489,1108,1626,1814,1354,295,26,0,6946,16,57,184,177,220,132,11,0,0,792,500,1147,2514,2072,2064,1238,239,16,6,9792,69,168,518,631,750,484,100,5,0,2726,1011,1119,1306,1312,1406,1053,260,39,0,7508,1285,745,553,504,445,280,89,13,0,3914,30,123,346,473,711,593,166,9,0,2446,41,96,201,245,284,168,38,3,0,1063,12,71,330,380,443,262,65,3,0,1572,50,130,242,210,214,171,59,5,0,1076,48,281,850,1164,1071,740,287,28,0,4478,39,189,449,543,615,506,141,14,3,2494,22,150,626,874,898,700,164,14,5,3450,120,306,1236,1499,1590,1464,329,20,6,6578,104,619,1625,1741,2311,1932,373,31,3,8735,179,178,230,279,245,172,53,9,0,1347
