SA3_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
20703,712,19,5,27,736,78,0,817,3755,452,35,17,4261,134,23,157,4421,304,0,4718,6750,704,56,45,7556,113,24,140,7693,243,3,7938,447,63,51,0,560,6,0,7,568,17,0,590,67,11,0,42,120,0,0,0,120,5,0,127,11018,1233,146,115,12508,249,48,296,12803,568,4,13379,126,30,3,0,163,33,6,42,203,13,0,207,274,24,0,3,302,23,14,40,338,21,0,361,392,57,8,4,462,59,19,83,540,28,0,570,11414,1285,147,120,12967,306,71,377,13348,601,4,13949,3135,382,53,37,3599,112,31,145,3742,387,9,4135,15,3,0,8,32,0,0,0,32,4,18,46,14564,1667,202,159,16595,417,102,521,17118,985,24,18128
20801,874,19,3,27,900,91,3,992,4567,476,33,26,5101,109,14,124,5225,243,6,5473,7892,605,59,41,8598,100,15,112,8705,193,10,8911,486,42,53,3,577,5,3,9,589,19,0,606,108,6,0,55,171,3,0,3,176,3,4,185,13050,1133,139,132,14448,214,27,246,14697,462,21,15175,109,14,3,0,122,33,0,33,155,6,0,163,357,17,3,4,381,21,0,20,403,11,0,412,471,30,5,4,509,50,0,55,560,17,0,576,13516,1160,147,134,14960,263,33,294,15251,474,21,15748,3733,285,50,70,4129,82,12,93,4222,307,15,4542,9,7,0,9,24,0,0,0,24,0,12,38,17258,1449,197,212,19116,346,45,390,19500,782,38,20328
20802,1035,17,13,31,1064,104,3,1176,6465,731,65,39,7306,168,37,203,7514,357,10,7877,10793,1119,69,112,12090,163,31,198,12287,300,20,12608,774,110,98,7,993,20,0,20,1014,28,0,1040,112,20,0,100,242,9,0,9,253,9,9,273,18149,1977,236,266,20633,363,71,429,21063,696,43,21795,215,18,3,0,233,43,3,42,279,14,0,293,527,60,3,3,593,16,6,23,609,15,0,621,743,77,7,3,822,56,13,65,892,25,0,921,18890,2051,246,264,21458,421,82,499,21956,720,43,22719,4726,552,80,113,5467,116,20,135,5599,491,0,6090,26,4,0,39,70,0,0,0,70,3,44,118,23642,2605,321,417,26991,535,99,633,27624,1217,85,28923
20803,626,18,4,25,648,64,3,718,4680,556,55,13,5304,118,28,151,5455,230,8,5691,8645,731,77,92,9544,99,8,104,9648,200,16,9865,645,55,106,13,819,12,0,12,829,17,0,847,80,10,3,78,173,3,0,3,177,11,0,195,14056,1349,242,198,15849,227,39,267,16110,466,23,16600,125,13,0,3,145,21,0,21,160,6,0,168,312,15,0,4,330,23,13,38,365,9,0,375,441,27,0,3,476,45,13,57,525,19,0,541,14496,1382,242,202,16318,274,47,323,16639,484,23,17143,3508,305,83,69,3968,68,20,90,4060,291,11,4356,18,3,0,20,43,0,0,0,46,0,21,64,18024,1694,322,292,20330,346,67,412,20746,773,49,21564
20804,336,7,0,10,344,47,0,392,1818,171,9,5,2008,50,14,63,2072,90,0,2162,3080,182,13,26,3302,55,0,55,3359,58,8,3423,213,11,28,0,254,3,0,3,257,4,0,257,48,4,0,15,67,0,0,0,70,3,0,77,5150,372,49,51,5626,111,14,124,5756,159,8,5920,60,0,0,0,62,9,0,9,71,3,0,76,111,3,0,0,112,11,5,9,128,3,0,128,175,3,0,0,177,13,5,18,194,5,0,206,5325,379,50,50,5805,129,18,143,5949,169,7,6131,1547,111,11,16,1686,34,3,39,1721,97,3,1826,11,0,0,3,15,0,3,3,18,0,3,18,6883,492,64,70,7509,156,28,186,7693,266,14,7971
20901,796,17,4,20,821,98,0,915,4303,599,46,38,4987,106,35,141,5133,276,0,5410,8979,857,83,72,9997,104,15,119,10118,235,15,10364,732,98,71,3,905,14,0,19,920,12,3,932,99,4,0,81,187,0,0,0,187,14,4,208,14117,1565,202,194,16073,225,49,279,16356,536,26,16913,154,18,0,0,173,11,4,16,184,5,0,192,337,32,3,5,381,35,3,37,424,26,0,449,486,55,3,5,552,46,3,53,605,35,0,642,14611,1617,204,201,16629,277,59,330,16964,568,26,17556,3982,437,66,102,4587,114,33,148,4738,507,7,5249,39,3,0,18,53,0,0,0,53,6,34,100,18630,2058,266,313,21267,386,93,484,21750,1083,65,22906
20902,363,15,9,18,383,80,0,471,2220,411,33,24,2686,68,18,89,2778,223,3,3004,4177,714,35,36,4956,72,37,107,5070,208,4,5283,343,60,47,0,455,11,0,15,468,11,0,477,65,10,0,72,144,0,0,0,147,7,0,159,6798,1197,119,132,8245,155,56,211,8461,450,9,8920,125,30,3,9,170,45,10,57,221,3,0,226,245,53,0,5,297,26,24,50,345,14,0,361,371,81,4,15,466,78,30,106,570,19,0,587,7173,1277,118,143,8712,226,83,318,9029,465,9,9505,2619,580,92,112,3405,148,75,223,3626,1110,7,4745,25,0,0,6,30,3,0,3,38,7,42,83,9812,1862,213,263,12147,379,155,540,12690,1583,64,14328
20903,545,12,0,11,557,45,0,608,3064,333,50,13,3461,46,6,51,3513,144,3,3662,6341,526,58,60,6984,61,10,74,7053,147,0,7198,406,68,69,3,541,0,0,3,543,4,0,552,61,3,0,29,96,0,0,0,96,7,0,103,9872,933,174,103,11080,106,18,127,11206,299,10,11511,51,0,0,0,56,8,0,8,60,6,0,65,138,15,0,0,153,8,5,15,176,6,0,179,194,14,0,0,212,18,5,30,233,10,0,251,10060,946,174,109,11289,129,26,152,11438,312,10,11760,2234,205,25,46,2516,25,0,26,2545,166,8,2718,10,3,0,11,24,0,0,0,24,0,13,41,12309,1162,204,157,13831,158,25,176,14010,476,32,14520
20904,1028,34,6,36,1068,215,3,1281,7865,962,99,77,9010,242,58,293,9307,590,15,9909,12567,1652,132,133,14484,198,44,240,14719,474,24,15218,1342,154,165,21,1687,19,0,19,1706,32,4,1743,189,35,8,222,451,6,8,13,460,40,7,513,21957,2803,411,458,25627,461,110,568,26200,1139,49,27386,392,58,10,11,480,123,9,135,612,59,0,669,711,118,13,17,862,67,45,111,973,71,0,1040,1108,183,22,26,1338,191,57,243,1584,130,0,1709,23069,2985,433,479,26963,650,158,813,27777,1265,49,29093,9204,1803,197,332,11533,595,111,705,12236,2930,61,15229,61,9,0,44,120,8,0,8,124,11,134,275,32329,4799,629,859,38615,1249,272,1525,40143,4206,252,44598
21001,409,4,5,8,421,55,0,474,2340,245,29,22,2632,40,14,57,2687,110,0,2791,4179,305,56,41,4581,54,11,63,4650,114,4,4764,334,28,39,3,407,9,0,9,412,9,0,423,38,3,0,49,91,0,0,0,93,3,0,96,6889,579,121,120,7711,105,24,129,7842,235,4,8076,54,16,0,3,69,12,0,17,85,11,0,96,167,24,3,3,193,7,0,8,203,5,0,212,219,38,3,3,270,19,4,25,294,15,0,309,7107,622,123,119,7982,122,25,154,8127,251,4,8388,1833,202,48,49,2136,69,3,73,2211,249,3,2467,8,3,0,3,20,0,0,0,20,0,30,47,8950,831,173,181,10132,195,32,225,10358,502,37,10897
21002,127,3,0,3,134,8,0,141,1273,108,26,4,1412,30,8,36,1454,44,3,1497,2589,257,23,33,2896,26,11,37,2937,75,0,3008,217,28,25,0,275,0,0,0,275,4,0,280,30,0,0,20,54,3,0,3,55,3,0,58,4111,391,76,67,4639,61,17,78,4721,124,5,4850,34,0,0,0,33,0,0,0,33,0,0,35,93,4,3,0,103,3,0,3,106,3,0,107,126,4,3,0,138,3,0,3,138,5,0,143,4237,398,76,63,4776,65,17,84,4856,133,5,4992,1119,100,37,18,1276,11,0,12,1292,100,6,1397,11,3,0,0,19,0,0,0,19,0,20,41,5369,498,114,85,6071,79,21,98,6164,228,30,6421
21003,324,9,5,14,335,67,6,407,2036,295,27,18,2377,76,24,101,2478,174,0,2656,3427,515,60,35,4039,74,23,103,4144,163,3,4311,350,43,51,3,446,18,0,18,460,16,0,478,47,11,0,59,120,0,0,3,116,13,4,132,5856,865,140,116,6979,173,49,219,7203,362,7,7576,95,41,3,8,139,27,0,27,160,12,0,174,196,51,0,10,257,40,23,54,316,17,0,329,288,90,3,19,395,60,23,84,475,21,0,505,6146,956,142,129,7372,231,72,302,7679,389,8,8078,3094,731,92,158,4068,205,52,256,4331,973,18,5322,36,15,0,32,83,3,0,3,83,10,43,135,9280,1699,229,316,11528,443,121,565,12087,1373,72,13532
21004,185,7,0,6,190,24,0,212,1541,151,14,12,1723,35,11,46,1770,98,0,1866,2766,250,39,34,3095,29,3,33,3126,72,5,3200,254,20,23,7,305,7,0,7,313,14,0,325,30,8,0,14,52,3,0,3,56,9,0,69,4603,433,79,63,5181,75,13,88,5261,190,5,5455,64,4,3,0,76,7,0,7,83,3,0,88,111,15,0,0,127,5,0,5,131,9,0,148,179,24,3,0,202,12,0,12,217,19,0,231,4782,456,78,63,5380,85,13,98,5478,204,5,5688,1392,111,29,16,1552,43,0,46,1595,169,6,1771,3,0,0,3,7,3,0,3,7,0,16,26,6175,571,114,83,6937,129,13,147,7086,374,27,7492
21005,889,48,14,66,949,381,8,1345,5196,752,60,57,6067,211,42,255,6325,572,8,6906,6440,1161,82,79,7762,200,47,249,8005,527,24,8560,593,71,64,10,736,10,0,10,751,24,0,772,120,38,0,179,337,12,0,13,354,54,23,433,12345,2025,207,335,14912,428,97,522,15434,1183,52,16669,336,114,5,10,467,114,0,111,574,79,9,658,460,144,5,24,639,99,40,136,775,82,12,864,794,262,7,36,1100,207,41,246,1352,164,16,1525,13146,2288,214,369,16011,637,135,773,16781,1344,71,18196,7967,2766,176,445,11351,701,252,951,12303,5508,121,17936,64,23,0,55,139,3,3,4,142,29,167,339,21174,5071,389,865,27502,1340,390,1730,29227,6886,357,36473
21101,1109,22,3,28,1137,156,5,1295,5857,629,68,72,6633,168,53,219,6843,416,0,7258,10453,1073,122,62,11702,174,35,201,11912,363,15,12287,853,77,107,8,1045,12,0,12,1055,28,0,1084,100,14,0,78,189,6,0,6,193,13,15,223,17256,1794,294,222,19563,349,83,434,20003,823,28,20857,151,37,3,4,203,36,3,34,236,22,3,267,522,69,4,14,603,26,14,40,646,28,0,675,671,101,10,22,809,56,15,73,878,57,3,938,17935,1892,309,241,20374,406,103,511,20884,884,35,21795,5545,744,113,107,6516,172,43,215,6727,696,6,7427,15,5,0,26,46,0,0,0,46,0,49,93,23499,2642,423,373,26932,577,141,724,27657,1581,81,29318
21102,292,5,0,9,301,38,3,340,1156,142,15,15,1320,25,12,38,1358,66,3,1428,2385,232,15,18,2654,25,7,35,2689,66,0,2752,116,20,16,0,151,0,0,0,151,10,0,164,29,0,4,25,64,0,0,0,64,0,0,64,3688,399,45,59,4195,59,16,73,4263,140,3,4405,26,0,0,0,27,4,0,8,34,4,0,44,86,0,0,3,90,0,0,0,90,0,0,90,116,4,0,3,122,4,0,8,124,4,0,134,3803,401,45,59,4313,64,17,77,4387,149,3,4540,1026,83,11,18,1140,23,8,23,1162,101,0,1263,12,0,0,0,12,0,0,0,12,0,11,19,4841,486,53,84,5462,81,19,104,5562,252,9,5823
21103,671,18,4,23,694,55,3,755,3706,452,55,46,4256,105,21,122,4376,224,3,4603,8427,746,108,76,9355,85,19,107,9468,185,3,9651,716,65,68,4,845,9,0,9,858,8,0,861,86,8,0,63,155,0,3,6,159,0,3,164,12928,1266,231,191,14618,203,46,245,14864,412,7,15286,114,30,3,0,146,33,5,34,185,10,0,196,326,35,3,3,368,23,8,36,403,8,0,412,441,69,5,4,521,59,10,71,589,16,0,604,13369,1336,236,197,15135,260,53,318,15449,424,7,15887,3778,477,61,64,4386,150,18,165,4554,526,3,5084,25,3,0,20,48,0,4,4,50,0,18,74,17169,1823,303,278,19574,410,77,488,20059,959,31,21049
21104,405,15,4,16,418,52,0,473,2387,299,31,11,2721,87,20,106,2830,180,3,3012,4330,525,41,26,4919,61,14,81,4998,138,0,5136,310,38,47,4,397,3,3,6,404,15,3,413,43,7,0,34,80,0,0,0,83,4,0,85,7069,863,114,70,8115,150,40,197,8307,336,9,8650,84,19,0,0,109,24,0,24,130,3,0,131,217,30,3,0,256,14,0,14,265,13,0,276,303,53,3,0,362,34,0,32,393,15,0,408,7371,914,118,71,8474,183,42,227,8702,347,9,9059,2174,247,39,32,2484,76,15,94,2582,263,8,2849,11,0,0,13,25,3,0,3,24,0,10,44,9552,1158,149,119,10988,269,60,326,11314,613,23,11947
21105,672,11,0,12,680,72,3,752,4704,605,85,23,5412,86,18,107,5523,303,9,5831,11025,1113,177,108,12431,102,16,122,12544,311,13,12869,851,56,153,19,1078,0,0,0,1078,29,3,1108,151,12,0,113,280,13,0,13,289,10,4,301,16728,1791,421,256,19198,204,36,241,19437,647,30,20117,96,16,4,4,121,20,0,15,136,15,0,149,407,33,9,7,454,31,0,31,483,23,0,506,507,41,8,9,569,48,0,46,614,39,0,654,17239,1833,429,270,19768,250,42,286,20053,682,30,20767,5470,579,136,123,6311,126,29,154,6463,549,17,7032,36,9,0,13,54,0,0,0,54,3,44,99,22742,2420,562,406,26129,374,69,439,26570,1231,94,27899
21201,355,4,3,11,365,53,3,418,3710,397,30,26,4168,76,14,87,4249,216,6,4475,7171,614,77,52,7920,78,23,103,8020,198,7,8225,558,61,84,10,715,4,0,4,716,32,0,748,94,15,0,91,196,5,0,5,203,16,3,223,11531,1087,194,177,12995,157,30,193,13187,463,19,13666,117,17,5,3,150,21,0,21,168,13,0,185,318,44,3,3,373,20,3,23,391,20,0,412,441,63,6,10,519,37,3,45,557,39,0,598,11968,1150,203,184,13514,200,38,232,13748,499,15,14264,4303,507,106,119,5032,130,37,165,5196,536,17,5752,23,0,3,25,55,0,0,0,55,11,43,106,16301,1660,311,330,18598,323,73,397,18996,1050,76,20120
21202,872,22,9,28,901,167,3,1072,5199,667,55,29,5950,120,36,157,6105,378,5,6493,8107,1027,105,84,9321,137,17,157,9479,390,11,9877,600,62,77,4,745,9,0,9,749,18,0,772,89,14,0,121,229,9,3,15,241,17,10,279,13993,1770,238,234,16242,278,55,332,16574,805,31,17410,271,54,4,5,333,75,7,80,410,41,0,450,506,73,7,10,601,48,11,60,666,26,3,692,774,127,14,15,933,124,16,142,1072,64,3,1141,14773,1897,258,250,17177,400,75,476,17651,874,35,18558,6026,1148,131,195,7499,340,83,420,7918,1502,31,9451,31,12,0,23,74,0,0,0,74,18,72,161,20830,3053,384,475,24747,744,152,898,25640,2390,138,28162
21203,832,16,9,30,857,169,3,1031,8021,1008,80,71,9177,197,65,263,9440,440,11,9892,10403,1454,146,114,12116,224,41,266,12386,385,20,12787,929,125,117,9,1176,13,3,11,1189,40,0,1225,170,35,0,183,394,23,3,28,419,31,14,465,19517,2623,346,377,22865,454,113,565,23434,894,39,24366,487,79,11,20,594,90,3,96,686,67,6,759,730,108,3,17,860,64,25,86,943,51,12,1005,1221,187,14,36,1453,153,28,179,1631,121,19,1765,20735,2806,360,418,24321,605,137,742,25065,1018,57,26133,9117,1662,155,268,11202,339,58,403,11609,2004,53,13665,60,10,0,43,116,4,0,7,123,10,155,286,29914,4480,520,729,35638,947,202,1147,36793,3034,264,40083
21204,1023,50,12,59,1086,320,3,1412,6069,942,45,37,7100,215,41,255,7356,546,7,7911,5818,1376,38,77,7315,177,52,229,7548,475,11,8031,533,78,88,7,699,16,0,13,715,47,0,758,141,39,0,160,350,19,3,22,366,32,12,416,12565,2443,173,281,15459,419,100,525,15978,1096,33,17113,389,102,3,13,502,154,4,157,659,94,3,758,465,122,14,18,626,89,64,149,779,58,0,834,857,223,17,27,1127,236,69,306,1439,152,3,1590,13415,2666,192,312,16586,655,169,828,17419,1255,34,18705,7032,1975,131,303,9439,579,169,748,10185,3644,40,13867,55,14,3,46,126,0,0,0,126,22,145,287,20511,4653,329,659,26153,1239,341,1574,27724,4912,223,32861
21205,1281,60,12,68,1353,188,7,1544,7142,839,64,54,8094,262,47,303,8396,490,0,8894,9036,1328,76,60,10507,196,58,256,10759,339,6,11105,643,67,99,9,812,13,0,14,828,28,0,856,121,18,6,100,247,0,0,0,247,6,6,263,16944,2252,231,222,19655,475,103,576,20231,868,10,21110,321,45,4,3,382,87,11,100,477,21,0,499,558,111,0,0,672,57,43,96,766,45,0,815,883,157,4,4,1053,142,53,195,1244,65,0,1313,17828,2411,238,225,20705,613,157,770,21478,937,10,22423,5532,862,113,114,6623,222,64,283,6910,987,24,7926,21,4,3,16,40,0,0,0,40,4,42,91,23376,3275,358,359,27368,832,221,1056,28427,1933,81,30442
21301,1103,67,21,82,1183,294,3,1482,5625,747,67,66,6509,233,51,282,6786,575,12,7378,6484,1358,87,78,8006,181,38,218,8229,532,13,8769,624,90,98,9,812,21,7,29,840,30,0,873,141,52,0,196,390,23,5,26,415,32,27,477,12868,2247,261,343,15715,448,102,554,16273,1172,51,17498,361,141,9,23,531,184,20,208,737,88,0,826,500,175,6,21,699,109,75,183,884,91,0,979,863,316,20,42,1233,295,98,388,1621,182,0,1809,13736,2556,274,380,16949,743,197,942,17895,1354,54,19308,7000,1873,180,351,9404,633,102,736,10144,2713,41,12896,46,23,4,51,121,4,3,7,127,21,224,381,20784,4449,460,789,26476,1383,306,1691,28171,4086,319,32575
21302,464,16,3,17,482,66,3,551,3114,430,39,34,3608,73,20,88,3700,218,5,3923,4948,519,59,30,5565,57,18,77,5643,167,7,5819,507,64,78,7,651,3,0,4,658,16,0,673,44,11,0,42,92,0,0,0,94,4,7,105,8612,1019,175,113,9917,138,35,177,10092,408,17,10523,116,7,0,0,129,27,0,27,160,13,0,166,220,33,0,5,259,29,6,28,283,24,0,311,334,37,8,5,385,55,6,56,441,30,0,475,8949,1061,182,114,10303,189,44,233,10538,442,17,10997,2823,545,99,60,3521,120,25,147,3669,570,8,4244,26,6,0,17,49,0,0,0,49,0,46,94,11797,1612,277,188,13876,307,71,379,14251,1014,75,15338
21303,308,18,4,19,322,56,0,375,2479,352,40,18,2888,105,26,135,3018,188,7,3212,3529,528,38,30,4118,89,27,111,4227,174,0,4407,472,53,53,4,581,0,4,4,582,25,0,608,32,10,0,26,77,0,0,0,79,4,8,89,6517,941,130,78,7661,197,51,253,7908,389,11,8316,102,25,3,3,124,34,7,42,173,13,0,179,202,50,3,7,260,24,23,49,309,13,0,324,301,73,6,8,387,59,31,89,476,25,0,501,6815,1014,133,80,8050,260,83,341,8388,419,11,8814,2105,437,49,65,2655,138,46,181,2834,500,11,3345,16,10,0,6,32,0,0,0,32,0,19,49,8936,1461,188,155,10734,389,128,516,11251,919,40,12208
21304,651,28,6,38,683,89,4,773,7133,649,90,67,7933,202,42,241,8168,414,4,8597,9657,1058,86,127,10924,173,29,198,11122,419,11,11559,901,82,125,11,1117,15,8,21,1139,29,0,1171,138,31,0,181,356,15,4,22,374,19,3,399,17827,1823,304,383,20330,401,76,476,20811,887,20,21718,329,49,3,14,393,96,5,104,504,25,0,525,640,91,5,27,767,56,30,87,855,36,8,896,963,147,9,46,1166,155,36,196,1358,61,8,1421,18793,1964,316,423,21493,557,113,671,22164,951,30,23143,7285,1129,199,253,8876,387,66,454,9327,1542,45,10910,43,13,0,30,91,3,0,3,89,3,98,192,26123,3109,513,714,30457,946,176,1125,31585,2499,170,34251
21305,925,30,9,43,967,147,5,1122,10552,1220,99,83,11959,361,46,411,12370,690,16,13081,11626,1777,160,112,13679,241,57,295,13972,525,17,14517,1185,124,157,14,1477,25,3,33,1508,42,0,1549,255,32,0,235,523,8,0,12,530,31,15,577,23615,3160,414,444,27632,636,110,747,28386,1285,55,29723,778,137,17,24,955,181,17,198,1154,86,0,1240,1216,192,6,26,1438,152,34,184,1623,54,0,1678,1994,325,27,53,2397,328,54,386,2781,138,0,2919,25609,3483,447,495,30025,967,162,1134,31161,1425,52,32644,12061,2109,230,372,14768,730,154,888,15656,2268,61,17985,88,11,0,87,190,10,0,10,195,19,173,387,37757,5606,672,949,44986,1706,323,2027,47011,3717,287,51013
21401,427,7,6,9,439,63,3,500,3875,526,45,26,4479,82,15,98,4575,304,6,4887,7895,796,77,59,8828,102,12,121,8945,283,3,9236,698,81,131,5,913,11,0,11,925,16,3,942,63,15,0,58,137,6,0,6,146,0,9,154,12528,1416,256,156,14357,205,34,238,14592,606,20,15215,141,32,0,6,181,25,0,23,204,12,0,213,376,31,4,16,423,22,10,29,454,26,0,478,520,60,5,23,609,46,11,50,655,33,0,691,13047,1477,257,176,14960,246,42,289,15251,638,20,15909,4291,513,85,110,4996,157,30,186,5177,680,16,5876,26,10,0,19,49,0,0,0,49,4,36,94,17361,1994,341,306,20005,401,71,470,20478,1325,74,21881
21402,494,6,0,8,500,47,0,547,4465,559,45,28,5104,81,13,96,5201,259,11,5473,10202,1112,112,90,11517,104,10,115,11631,370,16,12022,618,45,116,6,783,0,0,0,787,30,3,821,108,8,8,86,217,5,3,8,219,8,3,232,15394,1729,287,218,17622,191,29,219,17845,664,31,18542,125,4,0,0,129,18,0,18,142,8,0,151,350,57,3,6,423,36,0,36,455,20,0,474,478,62,3,6,546,50,0,50,597,33,0,630,15869,1793,286,226,18176,242,29,268,18440,697,31,19173,4276,505,92,97,4967,117,11,124,5095,495,13,5599,33,0,0,3,47,0,0,0,47,0,58,99,20182,2300,377,327,23189,359,37,394,23579,1189,103,24876
21501,40,0,0,0,39,6,0,43,1583,158,19,11,1765,16,7,25,1792,63,0,1855,3213,371,62,55,3698,45,6,51,3746,119,0,3867,250,22,39,13,328,0,0,0,331,11,0,340,29,3,4,25,67,3,0,4,71,5,10,85,5077,554,119,107,5860,68,13,79,5938,194,6,6142,22,4,6,0,30,17,0,17,50,10,0,54,61,3,0,0,71,10,8,14,85,11,0,97,85,13,6,0,104,23,8,33,138,16,0,152,5167,563,125,107,5958,92,22,117,6078,211,6,6294,1383,206,43,38,1666,62,9,75,1742,321,0,2065,10,3,4,3,16,0,0,0,16,3,16,33,6559,771,167,144,7641,158,32,191,7836,539,27,8397
21502,54,0,0,3,56,8,0,67,1568,202,28,6,1805,37,4,46,1852,84,3,1935,2799,268,54,25,3150,64,9,68,3218,133,4,3357,206,29,35,3,277,6,0,6,283,11,0,292,38,0,0,49,88,0,0,0,88,5,0,96,4614,498,119,83,5315,108,16,120,5434,236,4,5677,54,3,0,0,61,21,7,31,88,13,0,104,95,12,0,0,106,27,5,36,142,15,0,158,148,17,0,0,163,53,11,70,231,28,0,255,4758,515,119,83,5480,159,30,193,5672,260,4,5934,1358,207,32,52,1645,138,43,180,1828,454,6,2292,18,0,0,3,19,4,0,4,23,4,26,59,6135,723,145,144,7149,300,73,375,7521,722,43,8283
