SA3_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
21302,0,0,3,6,20,25,27,31,8,9,6,6,3,3,0,153,0,0,10,6,19,125,265,240,48,53,43,48,51,34,38,967,0,13,159,223,18,42,38,4,0,3,0,3,4,0,16,522,0,7,38,32,16,12,12,5,3,0,0,0,10,3,9,145,0,0,0,3,17,34,19,22,3,0,3,3,3,0,0,109,0,180,60,30,21,17,41,55,12,14,14,10,0,9,17,472,3,98,472,339,33,16,9,3,5,10,8,4,0,0,49,1059,0,0,4,9,15,35,41,16,0,4,0,0,3,0,0,132,3,0,4,67,41,76,238,632,70,84,121,194,162,96,49,1835,0,0,0,3,5,30,73,44,20,4,14,13,7,9,11,224,0,0,0,0,9,10,15,28,14,28,37,11,9,8,3,161,0,0,0,0,6,15,27,12,4,0,0,0,0,0,0,57,0,17,37,49,26,39,50,88
21303,0,0,4,7,22,22,33,29,6,12,10,12,13,4,6,169,0,3,4,4,72,342,402,454,93,114,147,189,266,149,85,2321,0,7,74,177,11,21,42,3,0,0,3,3,4,0,13,355,0,7,21,27,11,16,14,11,0,8,6,9,0,0,5,130,0,0,0,5,20,44,22,14,3,3,3,9,3,0,6,147,0,59,41,21,16,10,34,29,6,4,9,7,8,3,10,255,3,45,353,331,40,12,7,5,3,3,9,3,0,0,24,836,0,0,0,7,43,112,71,41,12,16,10,14,7,9,5,345,0,0,3,51,19,69,255,1058,108,203,333,435,394,284,94,3291,0,0,3,0,11,50,119,64,14,10,16,15,23,19,9,358,0,0,0,5,0,14,21,33,32,50,55,9,14,3,11,239,0,0,0,0,0,10,18,21,16,6,3,3,4,0,3,88,0,10,11,22,11,28,53,60
21304,0,0,4,13,8,15,42,15,6,0,7,0,3,0,0,114,0,0,0,6,19,83,229,257,38,33,33,23,34,24,49,826,0,3,51,387,45,114,102,15,3,4,0,7,8,0,29,758,0,19,59,75,32,152,156,149,39,35,36,21,16,3,29,809,0,0,3,0,18,153,132,126,12,20,18,4,3,5,16,513,4,226,107,64,45,25,61,16,3,3,0,0,4,3,25,582,0,20,114,181,23,15,9,3,3,4,9,5,0,0,21,423,0,0,0,6,20,49,38,16,3,3,0,0,9,3,14,157,0,7,9,137,97,276,1253,2119,185,178,214,285,192,157,146,5254,0,0,4,0,4,46,131,56,7,14,16,7,12,7,5,304,0,0,0,5,7,19,9,27,21,28,15,4,12,6,7,171,0,0,0,4,0,40,79,55,13,0,39,16,24,57,29,354,0,15,24,69,17,53,16,25
21305,0,0,3,26,12,28,54,47,11,6,7,14,15,0,9,243,0,0,13,4,33,301,1432,1870,342,384,319,282,264,141,230,5623,0,10,77,186,27,45,100,10,4,3,3,0,7,0,9,475,0,5,39,46,18,68,106,77,27,8,12,3,6,6,10,432,0,0,0,7,53,219,254,205,57,35,55,34,31,18,13,987,0,183,106,55,45,33,52,63,7,9,7,3,12,3,14,597,4,83,147,179,40,21,9,14,11,17,3,6,3,3,12,556,0,0,0,12,28,141,184,92,26,23,6,18,33,13,18,609,0,7,9,140,105,396,4346,10044,1053,1142,1259,1512,1464,983,664,23121,0,3,0,4,37,118,667,330,45,48,41,25,42,17,34,1413,0,0,0,4,8,30,43,96,43,56,178,19,19,0,5,502,0,0,0,0,3,26,79,48,32,26,18,3,12,29,13,287,0,8,36,46,30,43,34,80
21401,0,0,11,19,20,23,38,20,3,3,15,15,0,3,9,189,3,6,4,0,21,50,208,253,47,44,58,58,65,51,30,891,0,3,32,95,18,56,64,10,0,3,4,0,0,0,8,280,0,21,41,39,5,3,28,7,7,0,3,0,8,0,12,164,0,0,3,0,23,61,125,37,8,8,3,3,4,12,6,289,4,170,183,108,83,60,74,51,9,4,3,11,4,3,25,790,0,35,165,135,22,20,16,7,3,16,9,19,3,0,19,471,0,0,3,8,20,26,22,15,0,3,14,11,11,6,5,149,0,12,15,113,64,115,293,679,80,65,63,71,56,39,50,1712,0,0,4,8,9,19,45,25,5,10,6,4,7,0,11,159,0,0,0,3,3,4,17,8,7,7,12,5,8,0,0,73,0,0,0,0,0,6,3,3,0,4,0,0,0,0,0,23,3,24,41,105,62,90,30,40
21402,4,3,22,52,34,38,66,36,10,10,5,7,9,4,0,298,8,10,11,9,12,36,54,61,17,12,30,50,64,22,34,417,3,12,62,129,9,14,6,0,0,0,3,0,0,0,8,252,0,36,70,31,3,13,0,4,0,0,9,0,0,0,3,168,0,3,3,10,8,20,14,6,0,0,4,0,0,0,4,73,3,254,226,119,82,38,82,35,11,15,3,17,0,4,30,919,3,71,272,160,15,9,5,4,0,0,6,0,0,0,26,569,0,0,3,9,16,11,9,5,0,5,3,4,5,0,9,81,8,15,19,75,25,24,34,84,11,16,23,14,3,11,8,372,3,9,12,6,11,8,21,11,0,3,6,3,3,3,3,111,0,0,0,4,9,3,4,4,3,0,0,0,0,0,0,32,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,20,0,23,55,122,60,88,95,76
21501,0,0,0,3,0,0,9,8,3,0,0,0,0,0,0,37,0,0,3,3,0,3,20,24,0,0,3,3,3,8,9,83,0,4,12,9,0,0,0,0,0,0,0,0,0,0,5,26,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,13,0,0,0,3,3,8,0,0,0,0,0,0,0,0,7,19,0,56,35,16,12,5,8,4,0,0,0,0,0,0,12,143,0,3,14,8,0,3,0,0,0,0,0,0,0,0,7,40,0,0,0,0,0,4,0,0,0,0,0,3,3,3,3,19,0,3,3,8,3,3,24,133,20,17,28,22,12,5,21,299,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,7,7,0,3
21502,0,3,0,3,0,0,5,4,0,0,0,0,4,0,0,26,0,0,3,0,4,7,12,35,10,11,10,10,4,3,12,126,6,10,27,18,0,3,0,0,0,0,0,0,0,0,0,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,6,11,8,0,0,0,0,0,0,0,33,0,60,18,12,13,3,3,4,0,0,4,0,4,0,8,126,0,24,70,33,3,4,0,0,0,0,0,0,0,0,9,145,0,0,0,0,3,9,4,4,0,6,0,7,10,4,12,52,0,0,0,4,0,7,42,163,16,23,22,21,30,31,18,377,0,3,3,0,0,0,9,0,0,0,0,0,4,3,0,25,0,0,0,0,3,0,3,3,3,5,11,0,0,3,3,33,0,0,0,0,0,0,21,9,3,7,4,0,3,0,0,47,0,6,3,8,3,0,3,4
21503,0,0,0,3,4,0,3,3,3,0,0,0,0,0,0,21,0,0,0,0,0,8,10,18,3,3,13,6,6,6,3,66,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,8,10,0,3,3,0,3,0,4,52,0,27,17,7,8,0,0,3,0,0,0,0,0,0,3,69,0,11,16,14,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,3,7,0,3,0,4,0,3,4,21,0,3,0,0,0,3,14,153,13,21,21,23,30,7,11,309,0,0,0,0,0,0,3,15,3,3,6,9,4,0,0,46,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,3
21601,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,20,0,0,0,0,0,7,6,9,0,3,4,0,0,0,6,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,12,0,38,14,13,3,3,3,7,0,0,0,0,0,0,3,88,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,5,32,4,3,7,7,10,5,3,80,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,6,3,0,6,3
21602,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,3,0,3,0,3,23,0,3,4,11,3,0,0,0,0,0,0,0,0,0,0,20,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,13,0,37,19,6,0,0,8,3,0,0,0,0,0,3,0,82,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,5,4,0,0,15,88,3,0,9,12,12,14,4,168,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,21,3,5,0,0,0,0,0,59,0,4,3,6,5,3,0,3
21603,0,0,3,13,3,9,4,3,0,3,3,3,0,0,0,47,0,0,0,8,3,15,21,53,14,4,13,12,9,6,13,160,0,0,11,16,3,4,3,0,0,0,0,0,0,0,0,35,0,0,3,0,0,0,11,5,0,0,0,0,0,0,0,21,0,0,0,3,0,6,12,11,3,3,0,0,3,0,0,42,0,39,25,13,11,3,9,3,0,3,3,3,0,7,4,123,3,37,70,17,5,6,0,0,0,6,0,0,0,0,14,163,0,0,0,3,3,3,5,5,0,0,3,4,5,0,6,44,0,5,0,7,8,36,136,597,59,49,55,82,65,43,39,1202,0,3,6,0,0,0,5,11,0,3,3,4,0,0,3,40,0,0,0,0,0,0,12,27,4,3,38,13,0,9,0,120,0,0,0,0,0,51,222,77,17,19,23,22,17,8,15,464,0,9,3,14,3,5,8,8
21701,0,0,0,3,3,7,3,4,0,0,0,0,3,0,0,28,0,3,0,0,0,4,8,3,0,0,4,6,9,6,4,46,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,30,18,10,5,0,4,3,0,0,0,0,0,0,0,83,0,4,8,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,7,0,3,4,25,3,10,16,5,8,3,4,88,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,6,0,3
21703,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,19,0,0,0,0,4,3,15,21,0,3,0,0,8,6,3,73,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,15,0,38,23,18,4,7,8,3,0,4,3,0,0,0,3,98,0,3,5,5,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,3,9,3,20,10,0,9,3,3,0,7,72,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,9,0,0,3,3
21704,0,0,3,4,0,12,12,4,3,0,0,0,0,0,0,41,0,0,0,0,0,4,22,47,4,6,7,3,22,33,13,158,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,6,8,0,3,0,0,0,0,0,0,25,0,0,0,0,0,3,13,4,0,0,0,0,0,0,0,23,0,20,16,3,3,0,10,17,0,0,0,0,4,0,0,75,0,3,7,8,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,5,3,0,0,0,9,4,6,9,41,0,4,0,5,3,3,4,39,4,4,3,5,7,8,0,95,0,0,0,0,0,0,4,4,0,0,4,0,3,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,5,7,20,18
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,4,0,0,3,9,0,0,0,0,3,3,4,31,0,0,0,0,0,5,4,23,3,3,25,11,13,31,19,140,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,3,0,0,0,3,0,6,3,8,33,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,3,3,0,0,0,5,3,12,0,36,0,0,0,0,0,7,7,21,3,3,7,7,8,57,15,130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,17,0,0,0,0,0,0,0,5,3,0,0,0,0,20,9,27,0,0,0,0,0,0,0,0
