SA3_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
21205,32,160,126,605,177,1325,55,483,63,3032,305,1439,791,1346,976,1753,246,783,150,7792,1940,6806,2069,1434,2514,1573,521,1140,313,18312,3103,6078,1690,1130,2281,1038,512,783,294,16906,3130,4852,1795,1264,2626,1074,730,1004,263,16738,1563,2984,1173,817,1739,728,573,818,143,10539,359,780,283,207,516,205,151,252,53,2799,56,98,35,19,70,33,13,36,30,388,14,15,3,3,11,5,0,0,12,66,10502,23216,7970,6833,10905,7730,2798,5308,1318,76573
21301,58,71,281,416,141,1308,64,648,70,3056,327,950,1186,1242,961,1730,671,1345,238,8643,1567,3774,3028,2143,2900,1583,2185,2439,551,20174,1693,2943,2386,1627,2422,1077,2023,2234,444,16855,1468,1790,2076,1597,2225,1084,2366,2543,331,15469,837,1052,1374,978,1433,631,1640,1992,203,10133,121,199,200,138,221,128,248,341,47,1640,14,17,14,3,13,9,9,25,15,106,0,0,3,0,0,0,7,3,5,18,6087,10786,10550,8135,10313,7553,9209,11556,1905,76092
21302,9,37,126,262,73,617,30,294,22,1478,152,417,482,573,386,616,161,292,66,3149,1096,2698,1334,825,1282,663,486,530,148,9063,1927,3108,1036,710,1402,616,494,465,172,9928,1700,2218,1063,777,1546,555,657,616,168,9311,843,1349,698,469,968,315,533,524,94,5787,136,265,111,86,162,66,91,105,32,1065,14,18,12,5,14,5,9,10,3,93,0,3,3,0,0,0,3,3,3,18,5887,10118,4866,3704,5843,3459,2465,2843,709,39891
21303,17,23,56,226,48,439,14,178,19,1025,192,567,387,813,496,886,179,548,77,4154,1575,4659,1566,1525,1829,1106,550,1136,274,14220,2020,3751,1005,801,1327,536,412,612,183,10653,1219,1906,713,587,967,452,502,582,125,7057,482,898,391,323,551,239,385,512,59,3836,72,150,41,58,79,52,58,96,16,626,9,11,11,0,0,0,4,14,3,60,0,5,3,0,0,0,4,7,0,13,5586,11966,4170,4334,5309,3712,2110,3698,764,41648
21304,67,45,515,483,168,1513,102,726,51,3665,298,534,1247,931,778,1115,417,719,118,6149,1523,3076,2828,1720,2563,1328,1567,1210,326,16149,2455,3499,2605,1779,3099,1386,1926,1489,377,18621,1677,1859,1896,1585,2453,1069,1816,1446,252,14054,867,970,1000,920,1362,589,1192,978,134,8023,161,178,125,130,203,116,186,188,42,1339,9,12,7,11,7,9,13,11,11,83,3,0,0,0,0,3,0,0,5,16,7065,10167,10219,7557,10644,7131,7228,6774,1311,68097
21305,53,83,450,517,203,1701,141,816,68,4020,339,725,1391,1233,1032,1727,808,1181,175,8608,2756,6422,3914,3304,4329,2459,3039,2374,586,29192,3723,6492,3330,2907,4266,1798,2619,1948,498,27582,2442,3015,2367,2080,3316,1254,2401,1829,321,19025,1147,1488,1205,1036,1791,689,1481,1206,173,10212,207,240,186,144,292,128,230,259,47,1728,18,14,13,10,7,3,7,19,14,97,0,10,0,0,3,0,7,3,5,31,10678,18491,12850,11227,15238,9754,10731,9639,1885,100495
21401,47,41,406,493,129,1356,59,741,54,3338,328,488,1277,1002,585,1176,269,716,95,5925,1279,2847,2985,1596,1762,1314,759,1079,232,13858,1948,2802,2428,1450,2015,1081,937,1099,232,13976,1873,2244,2090,1647,2313,1112,1199,1374,237,14089,1191,1544,1448,1080,1698,832,941,996,142,9875,236,388,249,201,369,195,202,246,51,2142,30,29,20,11,18,10,5,26,11,162,8,0,7,0,3,4,4,0,10,30,6944,10387,10913,7481,8893,7080,4375,6279,1055,63406
21402,86,64,641,851,113,1452,66,785,70,4122,287,419,1488,1135,412,962,148,673,95,5612,1079,2028,2609,1347,1046,908,317,819,132,10293,2429,3069,2442,1399,1666,1148,498,985,193,13831,2862,3377,2537,1760,2281,1315,785,1298,246,16460,2020,2681,1774,1183,1912,1061,730,1139,179,12675,675,933,413,293,617,394,191,346,106,3974,99,119,31,14,61,38,14,54,26,469,11,17,5,0,10,3,0,0,19,66,9546,12711,11944,7988,8110,7278,2746,6108,1062,67498
21501,49,16,193,183,45,472,16,437,23,1441,128,219,447,289,153,230,75,424,24,1991,593,880,712,523,355,295,243,605,67,4269,944,752,515,553,479,320,293,499,67,4415,1339,843,593,805,688,434,416,696,75,5893,1306,758,514,688,551,345,410,707,83,5376,685,148,119,112,155,86,99,178,27,1597,235,15,21,6,21,12,12,39,22,378,20,3,6,0,3,8,0,8,5,56,5293,3630,3119,3165,2436,2193,1575,3599,406,25418
21502,30,21,195,151,43,638,17,296,24,1416,109,208,377,329,163,346,86,350,28,1995,411,874,818,501,456,384,285,602,74,4405,711,878,564,491,510,372,299,464,94,4382,891,825,543,562,680,434,410,606,73,5013,761,624,442,447,546,290,395,562,62,4141,296,120,85,82,114,64,76,130,28,994,61,6,5,6,8,3,3,15,13,123,15,0,3,0,4,3,0,0,3,29,3288,3564,3038,2572,2523,2538,1573,3026,396,22501
21503,31,7,127,125,28,304,16,222,22,872,111,122,297,160,106,156,58,211,28,1251,451,509,454,227,215,178,155,374,33,2602,611,434,328,244,320,206,178,339,52,2718,847,456,354,356,411,285,289,491,39,3530,847,418,322,306,382,225,279,443,59,3279,404,88,73,72,84,38,72,112,30,970,95,12,5,9,11,3,14,31,12,196,28,0,0,0,0,3,0,3,3,43,3432,2047,1956,1500,1563,1397,1048,2228,281,15456
21601,36,14,164,144,31,391,18,239,16,1052,70,99,338,194,79,130,57,244,25,1228,346,513,469,298,211,211,137,352,29,2573,549,490,440,297,315,244,189,403,38,2960,741,486,464,426,474,313,368,542,46,3862,712,412,383,340,363,249,323,488,53,3307,307,86,64,61,74,52,79,96,16,836,94,12,9,6,6,9,4,15,10,167,16,3,3,3,3,0,0,3,4,33,2863,2111,2330,1766,1558,1591,1177,2385,236,16022
21602,19,8,137,104,31,249,13,211,17,785,53,77,245,165,49,101,44,193,21,956,293,312,363,194,162,117,117,359,36,1953,438,316,314,178,235,166,149,348,32,2173,574,324,312,292,318,191,240,441,48,2742,532,295,234,242,238,155,261,427,29,2404,230,72,39,42,61,46,66,72,18,653,56,5,0,8,16,6,8,16,11,121,13,0,0,0,0,0,0,4,3,22,2206,1404,1650,1221,1120,1029,888,2064,229,11806
21603,35,34,198,208,100,746,21,349,45,1743,148,245,478,309,215,346,91,375,39,2242,578,1215,961,521,527,384,267,725,71,5252,870,1072,736,577,664,387,346,659,97,5405,1030,1019,735,606,882,485,488,793,77,6114,823,811,463,485,622,317,445,656,69,4684,289,195,87,101,134,98,127,173,32,1222,84,13,12,9,14,9,14,18,9,170,14,3,0,3,5,0,4,4,10,39,3875,4610,3671,2814,3165,2767,1797,3743,438,26876
21701,27,15,129,133,28,351,11,241,14,950,73,94,263,185,62,132,82,185,14,1085,279,444,455,210,191,164,199,261,23,2234,488,481,437,303,330,205,269,300,53,2859,712,570,499,390,476,240,440,461,50,3847,808,522,349,333,360,207,331,404,57,3377,416,111,62,83,82,46,71,121,25,1020,113,15,9,4,14,10,9,23,11,199,19,0,0,0,3,0,0,0,9,34,2935,2254,2209,1645,1555,1343,1418,1992,252,15595
21703,47,9,159,138,25,309,17,326,18,1048,108,96,269,182,69,126,70,388,21,1325,413,396,436,244,190,188,168,523,49,2610,662,427,400,285,284,184,246,470,47,3007,944,464,427,473,384,250,326,557,57,3885,849,473,378,363,335,227,285,483,62,3442,491,106,73,59,103,62,93,123,32,1145,126,12,10,6,9,10,8,18,12,217,21,3,0,4,0,0,3,6,8,44,3661,1991,2155,1758,1397,1356,1212,2888,311,16727
21704,35,22,163,206,60,645,37,397,31,1589,152,204,413,312,141,367,92,396,36,2103,477,914,816,457,359,335,206,656,52,4278,787,1037,650,451,538,296,248,482,56,4548,969,986,618,562,725,399,399,616,77,5341,805,731,412,452,515,302,347,560,58,4194,358,121,75,51,97,73,69,140,30,1014,116,13,4,5,8,9,6,16,17,193,11,0,3,0,3,0,0,4,10,28,3703,4021,3153,2500,2437,2428,1408,3274,358,23287
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23
29999,6,0,9,15,0,16,4,10,0,64,20,28,35,79,16,31,9,66,5,289,52,183,113,99,60,39,48,104,13,726,38,74,62,38,33,21,55,51,20,386,36,52,37,26,23,17,48,44,14,300,22,53,30,19,26,10,30,28,5,215,5,4,3,4,9,4,3,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,178,405,297,277,182,134,200,307,57,2033
