SA3_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
20904,13,162,0,161,..,1139,57,1199,7,1204,..,402,47,442,8,450,..,1019,125,1140,21,1161,..,97,14,106,3,111,..,763,135,900,6,910,..,1556,642,2197,19,2217,..,3835,737,4571,106,4670,..,36688,6506,43195,562,43755,..,265,103,370,4941,5307,56637,36957,6606,43563,5509,105705,57640,..,..,..,..,57640,..,87,3,89,0,89,..,3888,983,4873,52,4920,..,16,0,16,0,16,..,560,248,810,9,815,..,1621,728,2351,11,2358,..,253,116,364,3,368,..,2434,1090,3523,22,3544,..,384,79,455,3,461,..,47,0,47,0,47,..,147,6,156,3,156,..,150,3,153,0,153,..,3054,750,3798,43,3843,..,159,17,183,0,185,..,1568,119,1685,21,1712,..,2489,386,2875,37,2912,..,920,81,1001,4,1005,..,466,69,536,5,539,..,733,76,814,8,818,..,6334,755,7087,80,7171,..,4383,940,5322,79,5406,..,82,16,98,0,98,..,92,35,125
21001,0,22,0,22,..,166,9,174,0,174,..,247,31,273,3,281,..,55,6,59,0,59,..,16,8,24,0,27,..,174,14,187,0,187,..,517,133,645,4,647,..,582,70,653,7,658,..,7518,1135,8659,122,8778,..,53,8,61,1249,1317,18436,7575,1147,8719,1369,28526,18708,..,..,..,..,18708,..,0,0,0,0,0,..,379,40,422,0,422,..,5,0,5,0,5,..,314,152,465,0,468,..,291,92,385,0,387,..,18,5,29,0,29,..,622,256,879,0,878,..,349,50,404,3,403,..,29,0,29,0,29,..,56,6,56,0,56,..,89,0,91,0,87,..,1020,190,1204,14,1220,..,16,0,16,0,18,..,123,0,121,0,123,..,89,8,93,0,94,..,88,5,94,3,95,..,35,3,37,0,37,..,62,7,69,0,69,..,410,23,436,3,443,..,2422,541,2964,46,3006,..,53,3,61,3,57,..,24,9,33
21002,0,0,0,0,..,8,3,12,0,12,..,22,4,28,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,9,0,9,0,6,..,65,14,77,3,83,..,562,59,618,14,634,..,33,0,32,823,858,13211,586,62,649,837,14703,13318,..,..,..,..,13318,..,14,0,14,0,14,..,12,0,9,0,11,..,0,0,0,0,0,..,8,3,5,0,5,..,24,13,40,0,40,..,5,0,5,0,5,..,36,14,51,0,51,..,23,4,29,0,29,..,13,0,13,0,13,..,26,0,26,0,26,..,52,0,56,0,53,..,44,0,40,3,43,..,0,0,0,0,0,..,4,0,4,0,4,..,4,3,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,18,0,18,..,109,3,115,0,114,..,5,0,8,0,8,..,3,0,3
21003,8,70,0,66,..,357,19,374,3,376,..,245,22,264,0,265,..,132,19,152,0,153,..,48,18,66,0,66,..,858,173,1034,16,1043,..,261,74,342,0,344,..,1316,297,1609,46,1656,..,14709,2292,17003,231,17232,..,92,32,127,2211,2343,17831,14807,2325,17135,2442,37406,18403,..,..,..,..,18403,..,6,0,6,0,6,..,2096,403,2494,31,2524,..,3,0,3,0,3,..,196,65,264,0,267,..,496,210,709,8,716,..,25,9,33,0,33,..,727,286,1010,6,1016,..,134,36,173,0,173,..,23,0,22,0,22,..,65,0,67,0,67,..,88,9,91,6,103,..,966,353,1320,15,1337,..,214,43,257,5,262,..,374,21,395,8,396,..,270,27,295,4,294,..,307,16,325,3,322,..,1071,184,1249,19,1273,..,716,58,773,9,783,..,2942,349,3291,41,3334,..,2678,880,3559,56,3617,..,73,7,82,0,83,..,50,16,69
21004,0,10,0,10,..,89,3,92,0,92,..,43,5,52,0,51,..,3,0,3,0,3,..,25,8,30,0,30,..,32,3,35,0,40,..,23,12,32,0,32,..,159,40,197,5,203,..,1398,146,1550,18,1567,..,35,3,38,929,961,16679,1434,153,1585,944,19212,17363,..,..,..,..,17363,..,37,3,35,3,35,..,56,3,60,0,60,..,0,0,0,0,0,..,29,7,30,0,30,..,55,24,76,0,82,..,3,5,10,0,10,..,89,28,120,0,118,..,95,4,107,0,104,..,20,0,20,0,20,..,28,0,28,0,26,..,68,0,69,0,64,..,72,15,89,3,86,..,7,0,7,0,7,..,66,0,66,0,67,..,51,6,56,0,56,..,33,4,41,0,41,..,18,3,23,0,23,..,11,0,11,0,12,..,196,13,206,3,209,..,224,19,246,0,251,..,24,3,26,0,26,..,4,0,7
21005,11,178,0,181,..,1119,43,1159,9,1167,..,402,68,467,8,471,..,295,35,330,0,331,..,57,30,88,3,88,..,5397,1170,6561,70,6632,..,649,212,863,10,872,..,7080,2179,9260,130,9391,..,35300,6750,42047,491,42534,..,260,96,360,4487,4840,32853,35557,6847,42401,4975,80228,32626,..,..,..,..,32626,..,19,0,19,0,19,..,6347,1741,8090,88,8175,..,3,0,3,0,3,..,184,78,261,3,264,..,354,110,461,3,465,..,58,21,77,0,77,..,593,211,802,3,810,..,314,63,377,5,380,..,16,0,16,0,21,..,98,3,102,0,106,..,68,4,75,3,72,..,1127,220,1349,21,1371,..,169,20,183,3,188,..,1157,86,1243,12,1252,..,1882,322,2201,24,2229,..,1410,143,1555,12,1568,..,881,139,1018,7,1028,..,523,172,698,3,700,..,6022,882,6904,68,6977,..,2392,330,2727,33,2757,..,28,7,38,0,38,..,31,14,41
21101,0,96,0,96,..,782,26,809,3,812,..,311,31,347,3,346,..,525,19,553,3,555,..,82,11,94,0,94,..,71,9,75,0,75,..,417,115,538,0,539,..,1621,335,1963,48,2006,..,15702,2547,18253,172,18423,..,165,28,193,2663,2860,54059,15867,2577,18449,2836,75341,55459,..,..,..,..,55459,..,95,0,95,0,99,..,497,61,558,3,566,..,3,0,3,0,3,..,1899,588,2479,18,2498,..,3121,1188,4314,27,4338,..,350,89,431,4,438,..,5365,1862,7224,47,7273,..,145,9,159,5,165,..,177,3,183,3,185,..,186,4,192,0,194,..,582,15,595,18,614,..,766,113,879,10,891,..,78,3,84,0,84,..,643,32,680,3,683,..,316,36,354,0,358,..,972,52,1019,7,1024,..,81,4,94,0,94,..,476,37,513,3,517,..,2567,169,2738,12,2752,..,847,94,939,12,947,..,89,21,105,0,111,..,244,118,366
21102,0,3,0,3,..,27,3,33,0,33,..,21,0,24,0,24,..,10,0,10,0,10,..,0,0,0,0,0,..,7,3,11,0,11,..,20,3,22,0,22,..,118,22,140,0,144,..,1967,321,2284,17,2299,..,17,5,24,488,517,10022,1983,326,2314,501,12834,9983,..,..,..,..,9983,..,37,0,40,0,40,..,83,11,95,0,98,..,0,0,0,0,0,..,315,128,445,0,446,..,343,167,511,0,511,..,41,11,56,0,56,..,703,304,1013,0,1015,..,19,7,24,0,28,..,27,0,27,0,27,..,31,0,31,0,31,..,74,0,74,0,74,..,270,15,287,0,289,..,7,0,7,0,7,..,46,0,46,0,46,..,31,3,33,0,33,..,14,0,14,0,14,..,12,3,14,0,14,..,22,0,23,0,23,..,124,8,134,0,134,..,317,33,345,3,350,..,26,3,24,0,26,..,25,14,41
21103,0,21,0,21,..,244,13,259,0,255,..,203,23,226,0,226,..,65,3,67,0,67,..,67,8,71,0,77,..,32,0,34,0,34,..,147,39,192,3,192,..,1356,835,2192,40,2232,..,6896,1863,8759,91,8846,..,108,16,128,2063,2193,42141,7011,1879,8886,2153,53179,44647,..,..,..,..,44647,..,103,0,103,0,103,..,135,24,162,0,162,..,3,0,3,0,3,..,532,174,708,3,709,..,1396,553,1956,9,1959,..,84,28,119,0,119,..,2015,762,2772,12,2781,..,64,9,71,0,71,..,170,3,173,0,173,..,111,5,119,0,116,..,250,12,258,3,263,..,304,26,331,3,333,..,29,0,31,0,31,..,276,22,301,0,302,..,237,31,265,4,268,..,194,6,204,3,204,..,38,4,38,0,38,..,166,12,177,0,178,..,933,79,1011,10,1020,..,376,35,418,8,425,..,77,11,89,0,89,..,88,52,139
21104,0,22,0,20,..,274,12,289,4,290,..,135,11,147,0,148,..,116,3,120,0,120,..,56,9,65,0,65,..,24,0,22,0,22,..,300,86,385,3,389,..,596,150,744,23,766,..,8151,1635,9786,80,9869,..,40,15,56,955,1008,18417,8189,1650,9838,1032,29289,19463,..,..,..,..,19463,..,34,0,34,0,35,..,93,11,108,0,108,..,3,0,5,0,5,..,1255,402,1659,3,1661,..,2366,936,3302,14,3317,..,151,54,210,0,209,..,3772,1388,5165,24,5187,..,48,7,55,0,61,..,49,0,54,0,54,..,80,3,81,0,85,..,131,3,137,0,137,..,547,87,635,4,644,..,52,9,58,0,58,..,331,25,350,4,354,..,177,25,202,0,202,..,210,6,215,4,222,..,93,6,91,0,91,..,212,24,237,0,237,..,1070,91,1160,4,1166,..,393,75,472,4,477,..,92,15,103,0,109,..,134,65,197
21105,0,22,0,22,..,157,5,161,0,162,..,141,14,154,0,155,..,23,0,23,0,23,..,42,7,56,0,56,..,18,0,21,0,21,..,62,10,73,0,72,..,819,340,1154,22,1175,..,4284,681,4964,61,5027,..,173,23,197,3392,3586,64812,4458,703,5158,3455,73430,66041,..,..,..,..,66041,..,90,0,90,0,90,..,89,12,100,4,98,..,28,0,30,0,36,..,100,28,135,0,133,..,343,110,455,3,463,..,26,3,27,0,27,..,476,149,620,7,622,..,48,15,62,3,63,..,408,11,418,3,417,..,163,0,169,3,170,..,471,11,476,3,484,..,152,23,175,0,175,..,3,0,3,0,3,..,98,9,99,0,99,..,67,9,74,4,76,..,68,3,68,0,70,..,7,0,9,0,13,..,51,13,66,0,65,..,296,30,325,9,328,..,544,103,644,9,657,..,96,11,108,0,109,..,18,10,29
21201,3,36,0,36,..,259,13,267,6,272,..,185,23,207,0,208,..,88,7,99,0,94,..,27,6,37,0,37,..,50,4,52,0,52,..,38,13,51,0,53,..,1022,180,1198,28,1224,..,4509,510,5021,69,5094,..,106,10,121,2495,2610,38737,4611,526,5136,2566,46442,39731,..,..,..,..,39731,..,64,0,64,0,64,..,233,29,256,5,259,..,4,0,4,0,4,..,52,20,73,3,76,..,161,66,224,0,227,..,14,7,23,0,23,..,226,95,317,3,322,..,87,15,99,0,102,..,131,3,130,0,136,..,158,10,161,0,169,..,142,9,143,3,145,..,126,6,133,0,133,..,56,5,67,0,67,..,188,9,195,0,192,..,307,60,365,3,367,..,318,45,357,0,357,..,52,5,62,0,62,..,140,24,167,0,163,..,1065,146,1205,4,1213,..,230,39,266,3,269,..,43,3,47,0,47,..,17,16,33
21202,7,95,0,95,..,734,28,759,11,768,..,591,92,683,9,690,..,871,125,998,7,1005,..,60,3,64,0,64,..,328,48,380,5,385,..,368,124,489,0,495,..,5313,1211,6526,111,6635,..,19957,3323,23279,272,23553,..,156,50,201,2639,2837,38792,20112,3367,23481,2915,65181,39151,..,..,..,..,39151,..,140,0,140,0,140,..,1012,188,1201,18,1219,..,5,0,5,0,5,..,439,129,571,0,570,..,1254,621,1879,8,1886,..,258,91,354,3,353,..,1956,848,2806,11,2812,..,387,55,447,8,453,..,155,10,158,0,162,..,416,25,435,5,440,..,220,3,229,0,230,..,662,74,738,8,744,..,158,3,159,0,165,..,739,55,791,7,799,..,616,83,698,3,701,..,1660,135,1799,15,1809,..,397,63,461,4,461,..,282,41,325,7,334,..,3855,379,4233,38,4271,..,680,108,786,15,802,..,56,10,64,3,70,..,98,70,171
21203,11,176,0,179,..,1530,60,1590,21,1604,..,775,97,875,11,882,..,1070,82,1155,5,1166,..,79,25,101,0,104,..,318,71,390,8,402,..,391,153,542,3,548,..,7555,1726,9277,160,9442,..,25507,3746,29257,350,29611,..,200,63,268,4314,4577,49655,25706,3814,29524,4664,83842,49668,..,..,..,..,49668,..,135,3,136,0,140,..,800,145,945,13,958,..,3,0,3,0,3,..,238,116,354,0,360,..,841,413,1252,14,1270,..,200,65,267,0,267,..,1274,599,1870,14,1887,..,190,36,223,0,223,..,110,4,120,0,122,..,601,29,630,3,630,..,154,5,157,0,160,..,472,47,520,4,525,..,154,12,163,0,163,..,1445,113,1553,9,1560,..,2041,354,2392,30,2421,..,2387,225,2612,22,2639,..,353,65,424,4,424,..,706,93,799,3,802,..,7089,850,7941,63,8006,..,488,46,535,13,550,..,40,6,49,0,53,..,74,35,108
21204,48,265,3,271,..,1395,113,1506,13,1520,..,666,129,794,11,807,..,1673,314,1990,20,2014,..,118,74,187,0,187,..,693,133,823,5,830,..,5971,2573,8545,42,8587,..,11406,4313,15718,248,15966,..,44824,12554,57372,583,57956,..,292,134,430,4869,5302,31643,45114,12688,57802,5456,94898,29913,..,..,..,..,29913,..,49,0,49,0,49,..,1304,358,1661,13,1674,..,0,0,0,0,0,..,1676,1065,2743,11,2754,..,2305,1424,3730,16,3746,..,628,378,1004,8,1013,..,4609,2862,7474,41,7514,..,384,103,489,4,496,..,106,7,110,0,111,..,598,36,638,5,644,..,210,9,217,3,223,..,2685,892,3578,28,3608,..,357,37,392,3,396,..,1370,145,1520,14,1528,..,2382,370,2752,42,2788,..,1690,186,1876,14,1891,..,553,96,655,7,662,..,593,74,664,0,672,..,6944,910,7859,80,7941,..,1318,371,1684,26,1712,..,122,25,152,0,152,..,198,91,282
21205,5,170,0,169,..,1231,78,1310,4,1314,..,350,46,398,3,399,..,1232,26,1250,6,1258,..,131,16,150,0,154,..,126,26,157,0,155,..,1170,197,1371,11,1373,..,2703,395,3092,68,3160,..,36057,6273,42338,310,42647,..,189,39,229,3656,3884,39572,36250,6312,42564,3966,86102,39377,..,..,..,..,39377,..,80,0,80,0,80,..,538,74,613,5,618,..,4,0,4,0,4,..,3505,962,4463,17,4483,..,10368,3549,13911,68,13978,..,726,248,979,5,980,..,14596,4759,19357,86,19439,..,218,32,244,5,254,..,91,4,91,4,93,..,359,14,371,3,370,..,335,5,337,8,340,..,3864,964,4827,46,4871,..,372,22,396,4,400,..,1323,73,1396,5,1401,..,534,68,603,3,604,..,2077,86,2165,17,2183,..,248,23,275,0,275,..,741,54,795,0,795,..,5296,328,5631,24,5655,..,1584,395,1977,21,1995,..,411,65,474,0,475,..,811,366,1178
21301,20,172,0,170,..,2583,111,2697,24,2715,..,1102,199,1299,20,1320,..,604,218,825,14,839,..,108,19,127,3,131,..,942,190,1130,13,1138,..,10225,4353,14579,152,14734,..,5740,1728,7465,149,7620,..,43432,10901,54329,679,55005,..,324,130,454,5270,5723,32305,43752,11030,54782,5947,93039,31148,..,..,..,..,31148,..,14,0,14,0,14,..,1707,353,2066,29,2097,..,5,0,9,0,9,..,1281,803,2088,19,2099,..,952,519,1476,15,1488,..,430,244,672,11,683,..,2660,1574,4234,42,4275,..,1324,368,1691,27,1713,..,35,4,42,0,42,..,125,8,139,0,138,..,212,18,224,0,224,..,1946,615,2565,26,2585,..,249,30,274,0,274,..,1019,85,1101,6,1106,..,2023,305,2331,21,2353,..,448,27,476,0,476,..,431,84,514,0,515,..,416,43,455,3,462,..,4582,568,5146,35,5183,..,1813,349,2165,26,2185,..,62,3,67,0,73,..,55,20,74
21302,0,35,0,35,..,362,17,382,3,384,..,229,24,250,0,250,..,82,9,83,3,90,..,39,5,43,0,43,..,41,7,48,0,48,..,568,201,766,8,772,..,1133,254,1383,28,1409,..,9376,1577,10955,139,11089,..,93,24,116,2106,2222,27757,9469,1600,11068,2240,41066,28348,..,..,..,..,28348,..,32,0,39,0,39,..,1206,204,1410,23,1431,..,0,0,0,0,0,..,315,129,444,4,447,..,480,167,644,4,648,..,48,11,61,0,62,..,844,306,1151,8,1159,..,342,59,404,0,406,..,57,0,52,0,52,..,111,11,129,0,129,..,203,10,212,0,216,..,928,252,1179,12,1193,..,60,3,66,0,66,..,271,17,289,4,294,..,169,40,211,0,211,..,48,8,54,0,54,..,65,12,76,4,80,..,126,14,136,0,136,..,741,84,827,7,835,..,1023,259,1284,14,1300,..,99,14,114,0,114,..,28,14,43
21303,6,48,0,48,..,476,29,509,0,511,..,463,80,543,3,545,..,174,23,200,0,201,..,61,13,77,0,77,..,158,21,178,3,183,..,3380,1156,4535,28,4560,..,2189,426,2617,57,2676,..,13919,3155,17074,164,17238,..,103,29,127,2873,3002,21164,14020,3187,17205,3033,41405,20879,..,..,..,..,20879,..,10,0,10,0,12,..,277,63,336,3,344,..,3,0,3,0,3,..,833,437,1267,3,1266,..,1053,344,1393,13,1405,..,143,76,218,0,218,..,2024,850,2877,15,2893,..,209,63,270,0,272,..,42,4,45,0,45,..,107,7,107,0,113,..,113,6,120,3,118,..,685,275,961,4,962,..,207,51,257,0,257,..,343,33,376,0,378,..,137,19,153,0,156,..,77,6,86,0,86,..,126,39,164,8,167,..,417,71,490,0,489,..,1300,220,1524,10,1530,..,607,168,776,4,782,..,117,24,141,0,141,..,72,29,102
21304,7,104,0,104,..,1754,47,1801,12,1814,..,791,83,875,5,877,..,272,22,291,0,288,..,77,20,93,0,93,..,502,42,545,6,552,..,973,321,1293,15,1305,..,3041,567,3606,64,3671,..,19055,2369,21419,208,21626,..,223,36,259,4814,5077,48969,19278,2406,21675,5022,75666,50042,..,..,..,..,50042,..,59,0,64,0,64,..,1079,188,1268,12,1285,..,4,0,4,0,4,..,318,94,408,3,414,..,503,181,684,6,690,..,215,98,311,0,311,..,1036,373,1401,8,1414,..,594,70,668,7,676,..,49,3,59,0,61,..,99,7,110,0,108,..,159,5,159,0,164,..,724,80,807,9,818,..,128,15,142,0,147,..,894,59,961,9,962,..,1050,175,1225,10,1234,..,494,34,526,3,531,..,410,48,456,0,453,..,259,48,304,3,313,..,3235,373,3609,28,3637,..,971,70,1043,12,1053,..,52,10,61,0,61,..,71,31,102
21305,9,354,3,354,..,3233,111,3346,31,3374,..,845,85,925,21,944,..,936,58,997,12,1009,..,159,27,192,3,197,..,159,21,181,0,185,..,803,223,1028,7,1030,..,7786,1958,9742,190,9931,..,39227,5666,44900,505,45405,..,291,118,414,6606,7021,58947,39524,5788,45307,7115,111366,58519,..,..,..,..,58519,..,202,3,207,0,207,..,1824,309,2129,25,2157,..,3,0,3,0,3,..,899,273,1169,9,1176,..,2775,1204,3980,19,4000,..,186,78,266,4,270,..,3869,1554,5421,26,5445,..,286,40,330,6,329,..,66,4,68,3,69,..,305,21,323,5,329,..,188,4,193,0,195,..,600,80,682,11,693,..,1038,102,1133,3,1140,..,3621,239,3864,23,3891,..,3139,480,3622,32,3654,..,715,47,767,11,779,..,1522,221,1747,14,1757,..,1971,241,2214,22,2233,..,12009,1335,13346,110,13457,..,1319,220,1541,12,1557,..,191,24,220,0,220,..,303,129,435
21401,5,26,0,26,..,359,4,362,4,369,..,266,25,293,10,297,..,161,14,173,0,173,..,74,11,90,0,91,..,73,9,78,4,83,..,69,15,83,0,86,..,1446,230,1681,43,1725,..,6278,753,7029,113,7144,..,171,15,190,3879,4064,54206,6450,772,7220,3991,65418,56411,..,..,..,..,56411,..,124,0,124,3,127,..,206,36,244,3,249,..,7,0,7,0,7,..,169,49,220,0,224,..,436,170,610,6,614,..,30,4,32,0,32,..,642,221,866,12,876,..,135,21,154,0,155,..,198,17,215,5,219,..,181,3,183,6,182,..,283,5,294,4,298,..,486,73,557,7,573,..,20,0,17,0,17,..,246,16,262,3,264,..,82,13,103,0,105,..,123,17,140,0,140,..,31,0,32,0,34,..,90,8,93,0,93,..,595,54,656,5,659,..,374,46,415,4,418,..,73,8,85,0,84,..,28,11,40
21402,0,4,0,6,..,133,4,133,0,136,..,138,17,148,0,148,..,8,0,8,0,8,..,43,5,48,0,48,..,20,0,25,0,25,..,21,8,22,0,22,..,453,98,552,10,561,..,3476,416,3894,49,3937,..,177,9,191,4046,4235,66706,3656,428,4078,4094,74875,71089,..,..,..,..,71089,..,72,0,71,0,71,..,56,3,58,0,58,..,5,0,5,0,5,..,74,13,91,0,86,..,182,47,226,0,227,..,26,3,31,0,31,..,281,63,344,4,348,..,118,18,131,5,131,..,186,7,190,0,194,..,207,3,211,5,213,..,340,19,359,4,362,..,477,98,571,9,581,..,0,0,0,0,0,..,21,0,21,0,21,..,22,4,27,0,27,..,5,0,5,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,70,4,78,0,77,..,675,72,745,19,760,..,74,6,84,0,84,..,14,0,14
21501,0,10,0,10,..,79,5,79,0,79,..,17,0,16,0,16,..,10,0,10,0,12,..,9,0,11,0,11,..,15,3,17,0,17,..,16,0,20,0,20,..,211,89,297,6,303,..,805,167,965,23,984,..,70,10,77,2461,2537,25960,866,181,1047,2479,29485,26263,..,..,..,..,26263,..,19,0,19,0,19,..,19,0,14,0,14,..,0,0,0,0,0,..,11,7,22,0,22,..,66,43,110,0,111,..,3,3,5,0,5,..,79,54,137,0,135,..,9,0,9,0,9,..,27,0,27,0,27,..,15,0,15,0,15,..,48,6,56,0,59,..,23,0,19,0,19,..,8,0,8,0,8,..,24,0,23,0,21,..,35,4,33,0,33,..,15,0,16,0,16,..,10,0,13,0,14,..,17,0,24,0,24,..,107,10,111,3,115,..,66,10,70,0,69,..,13,0,13,0,13,..,13,3,17
