SA3_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
20607,0,5,4,218,21,16,12,4,3,287,0,5,13,116,21,62,66,86,57,431,0,3,11,41,11,0,3,0,0,65,0,0,12,54,3,3,0,0,0,73,0,0,0,15,3,7,3,3,0,27,5,5,54,181,32,29,24,9,3,332,0,0,0,3,3,10,13,10,0,36,0,0,5,24,4,0,0,0,0,40,0,0,5,0,3,0,0,0,0,18,0,0,14,19,0,0,0,0,0,28,0,0,0,38,11,12,14,0,3,83,3,9,97,881,155,100,48,12,4,1303,3,0,0,30,7,8,3,3,0,56,3,4,10,28,0,0,0,0,0,46,0,0,0,5,8,0,3,0,0,23,4,7,17,82,13,5,3,3,0,131,0,0,0,24,6,14,7,5,0,58,0,3,5,121,30,27,21,11,0,219,3,3,13,79,8,8,3,0,0,115,0,0,11,138,15,11,3,4,0,191
20701,0,11,9,111,28,34,27,17,6,240,0,7,7,71,66,98,201,201,88,741,0,13,22,37,14,5,10,3,0,114,5,31,61,131,42,18,4,5,0,289,0,0,5,10,26,8,8,7,10,74,5,52,219,446,234,264,182,60,13,1477,0,0,0,3,7,13,19,6,4,53,0,0,4,34,8,16,10,3,0,74,0,0,0,6,4,5,0,9,0,27,0,0,24,40,0,4,0,0,0,74,0,11,12,32,23,29,40,19,11,171,17,92,181,449,228,187,105,38,14,1312,0,3,4,15,9,11,7,7,4,65,5,6,30,65,13,14,7,0,0,145,0,0,3,25,10,5,0,0,0,49,3,18,19,105,25,16,3,0,3,195,0,0,6,29,5,31,34,17,22,151,0,10,12,78,54,47,61,22,14,295,16,69,69,124,42,42,33,15,0,418,0,24,57,175,101,77,55,20,0,507
20702,0,5,0,14,12,7,6,12,3,65,3,6,11,38,70,167,461,436,154,1348,0,7,14,12,13,7,8,0,0,65,4,32,50,125,61,29,18,7,0,326,0,0,4,18,34,60,37,15,10,173,11,98,234,506,235,252,186,82,11,1619,0,0,0,0,0,7,18,30,3,65,0,0,0,11,3,0,7,3,0,31,0,0,0,0,3,0,5,3,3,14,0,0,0,10,0,0,0,0,0,12,0,0,3,6,8,10,20,19,10,79,7,43,83,116,61,51,35,23,3,414,0,0,0,0,9,5,4,3,3,27,10,15,25,113,17,7,8,3,0,204,0,0,0,5,7,0,0,0,0,19,0,13,23,56,7,19,6,7,0,129,0,0,0,8,0,14,14,14,7,68,0,3,3,9,13,19,34,24,8,114,4,47,62,92,65,43,41,16,0,369,5,34,82,97,98,70,36,22,3,438
20703,0,7,0,32,18,13,8,15,7,98,0,0,3,21,24,51,111,118,62,398,0,12,16,29,8,5,3,0,0,80,12,25,67,176,54,18,7,4,0,357,0,0,0,6,10,11,7,3,0,37,10,71,246,585,154,153,106,39,13,1375,0,0,0,0,4,7,12,16,6,37,0,0,11,25,6,5,9,3,3,62,0,0,4,15,8,3,4,7,0,40,0,0,18,37,0,0,0,0,0,59,0,10,5,14,10,20,25,38,17,132,7,67,78,180,110,104,34,22,8,616,0,0,0,4,5,5,9,3,6,32,3,3,41,89,6,3,3,0,0,145,0,3,0,15,10,5,0,0,0,33,3,12,22,122,34,17,9,3,0,228,0,3,0,12,6,18,11,12,12,83,0,0,3,26,27,26,43,22,11,158,4,20,35,81,22,25,15,4,4,218,0,9,29,65,40,24,12,15,10,210
20801,3,20,19,114,46,30,24,15,9,270,0,10,6,42,36,47,79,71,51,341,7,27,17,30,18,11,8,0,0,117,0,14,10,15,8,3,0,0,0,45,0,0,0,8,12,13,4,0,3,44,7,3,10,47,36,30,18,8,5,160,0,0,0,0,4,12,8,4,0,35,0,0,0,15,14,8,0,3,0,39,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,11,0,31,5,24,30,18,41,19,7,169,7,68,84,249,202,126,74,24,12,851,0,0,0,28,11,11,15,7,0,70,0,0,10,13,0,4,3,0,0,32,0,0,0,7,4,0,0,0,0,19,4,15,8,24,10,6,0,0,0,64,0,0,3,29,14,46,57,24,10,194,0,18,19,70,101,83,68,34,12,406,8,34,19,21,13,6,3,5,0,118,5,37,56,159,147,89,47,17,4,562
20802,0,7,9,236,44,30,21,10,13,371,0,11,9,76,43,83,129,132,76,572,8,56,21,99,37,14,10,3,0,239,3,32,56,198,40,24,3,0,0,351,0,0,0,21,14,23,16,10,4,94,0,14,88,256,65,66,26,17,4,533,0,0,0,5,5,7,9,3,4,42,0,3,14,63,26,13,10,13,4,139,0,0,0,3,6,3,3,0,0,21,0,3,31,121,8,0,0,0,0,163,0,3,4,34,14,26,28,10,10,127,13,79,82,479,216,152,60,17,11,1114,0,3,0,26,10,7,21,4,4,71,0,5,15,67,7,8,0,0,0,103,0,0,0,8,4,3,0,0,0,24,8,19,16,156,32,23,7,0,0,253,0,0,4,65,22,91,172,91,157,598,3,9,12,79,42,47,39,27,16,280,9,45,27,88,22,15,15,7,0,228,5,47,176,483,349,253,170,74,25,1580
20803,0,25,12,138,49,23,33,17,10,301,0,5,5,55,50,61,129,136,43,491,3,15,6,24,17,3,3,6,0,86,0,9,9,27,10,3,0,3,0,52,0,0,3,19,9,20,13,0,3,74,3,6,12,65,32,33,19,8,5,189,0,0,0,3,3,15,17,21,4,60,0,3,4,53,27,32,28,11,3,155,0,0,0,8,0,3,3,4,0,13,0,0,7,25,0,3,0,0,0,34,3,3,8,25,12,28,50,28,13,167,12,56,103,373,193,138,61,22,11,981,0,0,0,24,23,20,12,13,7,98,0,3,3,27,6,6,9,0,0,58,0,0,3,5,20,0,0,0,0,28,3,25,33,133,50,29,13,3,0,295,0,0,3,60,33,51,40,13,15,207,3,14,13,92,78,77,68,43,19,410,3,8,6,33,12,19,9,9,0,93,3,57,50,212,110,62,33,16,3,550
20804,0,4,0,29,6,10,8,7,0,64,0,0,0,12,13,16,34,37,15,129,3,3,6,21,3,3,0,0,0,34,0,3,12,35,6,3,0,0,0,62,0,0,0,3,3,3,0,0,0,11,0,8,35,95,23,27,11,7,3,202,0,0,0,0,0,0,0,3,0,7,0,0,4,8,3,3,0,0,0,22,0,0,3,3,3,0,0,0,0,11,3,0,11,30,0,0,0,0,0,42,0,0,0,6,4,6,13,0,7,35,3,12,25,133,47,52,22,9,3,304,0,0,0,4,4,0,5,0,0,18,0,0,9,23,0,0,0,0,0,36,0,0,0,5,3,0,3,0,0,8,0,0,5,45,7,5,0,3,0,72,0,0,0,7,4,3,11,5,7,47,0,4,0,10,10,11,21,3,3,64,5,14,24,38,9,6,9,4,0,101,0,0,13,61,30,26,19,3,3,154
20901,0,7,3,92,48,24,30,11,6,223,0,8,3,43,74,196,397,237,132,1092,0,9,8,17,7,5,5,0,0,56,0,8,9,42,12,11,0,0,0,81,0,3,0,36,49,36,35,20,7,189,3,20,46,160,47,78,48,17,0,423,0,0,0,7,10,23,48,12,3,98,0,0,3,25,9,14,5,4,7,62,0,0,7,18,7,4,0,0,0,30,0,4,5,42,3,0,0,0,0,59,0,10,0,27,13,15,36,24,15,134,8,46,73,265,128,84,50,11,7,678,0,6,0,12,10,7,13,5,7,57,0,6,24,67,9,8,7,0,0,114,0,0,3,16,10,5,0,0,0,33,4,9,14,118,26,18,15,3,3,215,0,0,3,35,11,23,17,8,12,108,0,4,7,60,42,53,61,28,12,265,7,10,14,50,10,13,7,0,0,118,3,3,15,79,44,15,14,9,3,196
20902,0,0,4,75,20,19,3,3,7,134,0,11,14,128,122,258,593,774,291,2194,0,8,3,17,4,0,0,0,0,31,3,3,10,42,3,0,0,0,0,65,4,4,18,96,118,93,75,39,12,462,0,12,73,163,28,38,18,5,0,337,0,0,0,9,11,31,47,38,16,152,0,7,12,39,3,17,3,4,0,89,0,0,0,6,3,0,0,0,0,17,0,8,76,282,9,4,0,0,0,373,0,0,0,14,8,7,4,8,3,40,8,27,36,309,91,40,20,5,3,544,0,0,0,11,7,3,0,3,0,27,12,24,69,226,9,7,0,0,0,344,0,0,0,13,3,0,0,0,0,25,3,15,27,156,30,30,15,3,0,284,0,0,3,20,10,11,9,3,3,55,0,4,0,29,26,14,20,8,3,109,4,0,10,36,10,6,3,0,0,71,0,0,12,61,13,9,3,0,0,95
20903,0,3,0,43,25,20,17,3,0,117,0,6,7,11,28,116,121,58,16,358,0,5,3,4,8,7,3,0,0,27,0,0,5,9,0,0,0,0,0,12,0,0,0,6,5,9,3,0,0,21,0,7,0,20,10,30,25,3,0,97,0,0,0,0,4,22,16,8,0,50,0,0,0,10,3,4,0,0,0,19,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,4,17,9,21,28,19,5,110,4,24,28,93,77,63,29,8,0,319,0,0,0,10,9,3,11,0,0,36,0,3,0,12,0,4,0,0,0,20,0,0,0,7,3,0,0,0,0,18,0,5,8,13,0,3,3,0,0,35,0,0,0,3,0,10,3,0,4,24,0,13,7,18,41,48,36,15,3,176,0,11,8,10,0,3,7,0,0,44,0,23,22,65,35,22,13,4,0,179
20904,3,11,3,53,20,34,25,16,5,169,9,29,39,152,288,663,900,700,225,3003,0,3,4,12,3,3,6,0,0,28,3,8,12,56,16,6,0,0,0,106,0,15,28,297,238,159,98,19,8,867,8,30,117,191,70,71,43,8,4,541,0,0,4,23,38,137,207,94,21,520,0,7,11,88,28,43,22,8,0,204,0,4,7,19,0,0,0,0,0,33,0,7,35,187,12,3,0,0,0,250,0,4,3,9,13,17,38,17,11,111,50,215,194,484,170,119,37,16,0,1281,0,0,3,7,12,15,12,9,0,58,17,57,66,306,46,16,10,4,0,517,0,4,3,13,3,4,0,0,0,28,7,74,146,396,162,111,50,7,3,952,0,4,3,29,13,29,16,14,0,118,0,5,5,37,32,54,42,35,3,216,4,26,31,66,32,22,0,4,0,194,4,35,51,111,54,25,8,3,0,292
21001,3,3,4,33,13,10,12,7,5,92,4,16,8,60,86,251,553,504,189,1670,0,3,0,6,3,0,0,0,0,14,0,3,4,11,3,0,0,4,0,22,0,0,3,24,31,24,31,8,3,122,0,4,8,37,12,10,9,4,0,88,0,0,0,3,12,29,102,74,22,238,0,0,0,6,4,4,9,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,0,0,0,0,24,0,0,0,3,0,6,11,9,9,40,4,16,35,94,30,25,17,5,3,232,0,0,0,6,6,3,3,3,0,19,0,6,12,25,5,0,3,0,0,48,0,0,0,0,3,3,0,0,0,7,0,11,17,56,20,23,12,3,3,149,0,0,0,6,15,20,15,8,9,77,0,3,0,16,17,19,11,12,3,88,0,3,0,12,9,3,0,3,0,36,0,0,3,28,7,7,0,0,0,46
21002,0,0,0,13,5,3,5,3,0,39,0,0,0,4,7,28,30,13,9,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,7,3,0,0,0,0,23,0,0,0,3,4,26,24,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,24,3,3,50,3,10,8,49,50,31,18,9,0,171,0,0,0,3,3,3,11,7,0,26,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,0,0,3,8,18,17,26,10,7,91,0,0,0,3,3,0,0,0,0,11,0,4,3,19,11,8,4,3,0,46
21003,0,4,0,34,16,6,4,5,0,76,0,3,8,99,144,241,426,614,275,1811,0,8,3,19,0,0,0,0,0,34,0,5,0,36,3,0,0,0,0,46,3,7,39,310,198,128,76,25,3,795,6,11,17,85,14,13,3,0,0,143,0,0,0,3,11,28,85,108,29,270,0,3,3,36,9,3,0,0,0,52,0,3,6,18,3,8,3,0,0,43,0,18,162,508,15,4,4,0,0,711,0,3,0,10,0,8,9,10,0,41,7,33,56,223,73,18,14,7,3,438,0,0,0,9,3,8,8,4,0,24,61,115,357,1161,76,14,6,3,0,1801,0,0,0,0,3,0,3,0,0,13,8,26,24,162,30,25,5,3,0,282,0,0,0,21,11,27,9,15,10,90,0,0,6,20,17,3,11,13,8,76,4,3,8,27,9,3,3,0,0,57,0,0,6,26,6,4,3,3,0,48
21004,0,4,4,29,15,9,8,4,3,73,0,0,4,3,21,42,61,26,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,4,0,0,3,25,0,3,5,10,3,3,8,3,0,26,0,0,0,7,8,28,49,12,0,105,0,0,0,3,3,7,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,23,11,6,57,7,34,39,115,84,48,23,10,0,355,0,0,0,4,4,3,14,3,0,28,0,0,9,7,3,4,0,0,0,28,0,0,0,3,4,0,0,0,0,13,0,5,15,33,16,9,4,0,0,93,0,0,0,0,0,5,8,3,0,22,0,3,3,19,21,30,32,24,3,133,0,0,4,3,0,3,0,0,0,20,0,9,10,24,24,10,4,3,0,83
21005,0,6,0,29,13,12,9,10,7,98,0,7,4,70,164,386,517,312,65,1529,0,0,3,3,0,3,0,0,0,12,0,0,5,19,7,0,3,0,0,32,21,51,89,783,357,291,150,52,10,1793,7,12,28,56,27,17,15,0,0,158,0,0,7,15,35,117,193,88,13,474,0,3,7,40,11,13,12,0,0,92,0,0,0,8,3,3,3,4,0,30,3,42,61,180,7,0,0,0,0,293,0,0,0,5,0,7,17,12,4,58,69,345,294,417,135,85,28,11,0,1388,0,0,0,6,4,9,16,7,0,45,45,102,269,781,89,19,11,3,0,1315,0,0,7,9,5,0,0,0,0,23,13,76,137,365,203,132,38,16,0,995,0,0,0,21,15,42,16,9,8,109,0,3,3,16,30,32,40,21,10,149,3,20,34,39,24,17,7,0,0,139,0,3,6,30,13,15,9,0,0,86
21101,8,18,4,42,31,38,31,29,18,203,0,0,0,24,66,135,173,122,43,568,0,15,6,10,12,4,0,0,0,49,0,27,34,127,44,13,3,0,0,256,0,0,0,20,20,27,18,7,5,97,14,84,181,486,244,298,159,45,8,1507,0,0,0,3,4,26,33,9,3,78,0,3,9,28,35,41,31,13,0,162,0,0,12,22,15,4,3,3,0,64,0,0,16,35,9,4,0,0,0,67,3,6,3,15,28,69,140,110,35,406,9,110,113,270,175,130,86,25,6,924,0,0,4,14,14,21,17,14,9,100,0,8,10,45,27,11,3,0,0,104,0,0,0,9,12,3,0,0,0,25,0,35,55,199,91,79,40,3,4,502,0,3,3,55,26,68,45,10,19,231,0,5,8,45,46,106,110,58,15,398,6,68,80,101,75,71,29,8,3,436,4,25,57,147,106,88,67,19,4,512
21102,0,3,3,4,3,3,3,4,0,27,0,0,0,6,13,34,83,44,18,197,0,0,0,3,0,0,0,0,0,9,0,3,3,12,5,6,0,0,0,29,0,0,0,6,3,5,3,0,0,20,0,20,19,56,32,32,16,10,3,188,0,0,0,0,4,10,3,3,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,8,5,54,4,11,13,32,27,31,12,7,3,133,0,0,0,0,0,3,0,0,3,9,0,3,0,8,3,0,0,0,0,16,0,0,0,7,0,3,0,0,0,7,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,5,3,0,0,12,0,0,3,4,11,10,12,6,3,47,4,4,5,16,8,13,10,0,0,62,0,16,32,25,26,25,6,4,0,126
21103,0,0,0,44,21,25,25,12,3,137,0,3,0,16,35,65,87,70,21,299,3,8,0,9,5,3,5,0,0,30,0,10,21,61,17,3,5,3,0,121,0,0,0,12,7,5,9,3,0,41,38,71,49,146,64,41,19,16,6,443,0,0,0,4,5,11,21,10,0,50,0,0,3,20,9,8,3,0,0,53,0,116,189,422,96,36,9,3,0,877,0,3,0,20,3,0,0,0,0,25,0,0,3,17,19,45,95,67,25,284,13,39,35,234,129,110,53,22,3,636,0,0,3,16,8,7,27,10,0,71,0,4,14,46,5,5,0,0,0,68,0,0,0,7,9,6,0,0,0,29,0,11,17,84,31,16,9,3,0,178,0,0,0,24,11,29,16,6,8,103,0,11,3,47,51,63,76,43,7,300,3,14,11,31,18,19,7,6,0,110,0,14,38,112,65,54,26,14,3,330
21104,0,8,3,19,9,3,12,11,5,81,0,0,4,11,13,51,102,91,32,311,0,14,10,11,3,5,4,0,0,40,3,21,28,58,30,11,3,3,0,155,0,0,0,4,5,4,0,0,0,22,8,58,67,262,114,103,79,17,10,709,0,0,0,0,3,4,16,10,3,33,0,0,5,9,0,9,3,3,0,42,0,0,9,16,8,0,0,3,0,42,0,3,22,55,0,0,0,0,0,82,0,0,0,7,7,12,25,12,10,73,3,39,43,136,66,48,24,17,5,382,0,3,0,11,6,3,6,0,0,38,3,19,25,94,12,0,3,3,0,156,0,0,0,8,3,0,0,0,0,15,4,13,17,66,22,19,10,3,0,166,0,0,0,10,5,18,14,9,5,61,0,0,0,21,13,20,31,21,12,117,4,37,37,43,23,22,13,6,0,189,0,5,16,58,40,22,11,4,0,151
21105,0,10,0,38,33,34,43,16,3,180,0,3,3,28,34,83,182,114,53,493,0,7,4,5,3,0,4,0,0,25,0,7,3,9,3,3,0,0,0,28,0,0,3,13,6,8,12,0,0,40,9,24,7,21,14,28,7,5,0,132,0,0,0,3,3,27,29,9,0,60,0,0,0,8,14,8,4,3,0,40,4,37,85,163,39,13,11,3,0,363,0,0,4,16,3,0,0,0,0,19,0,6,7,45,75,174,273,148,61,791,8,43,72,297,197,175,85,30,4,907,0,9,3,22,19,17,32,15,3,109,0,0,3,12,0,4,0,0,0,22,0,0,0,12,14,3,3,3,0,40,0,14,25,49,22,7,6,0,0,129,0,0,4,16,17,32,20,14,9,121,0,3,11,37,95,107,110,48,21,422,0,6,10,13,15,8,3,0,0,54,0,15,41,106,86,51,51,5,0,361
21201,0,4,5,36,23,20,9,19,3,111,0,3,0,12,29,48,63,50,15,218,0,4,0,0,0,0,0,0,0,13,0,3,3,12,6,0,0,0,0,31,0,3,3,5,4,4,0,0,0,17,3,7,9,32,13,4,6,3,0,71,0,0,0,3,8,15,18,7,0,48,0,3,23,81,44,31,18,5,0,208,0,0,0,11,0,0,0,0,0,18,0,0,0,6,3,0,0,0,0,14,0,3,0,15,23,66,133,53,15,311,22,89,118,288,159,115,48,15,3,854,0,3,0,6,9,4,15,3,0,43,0,5,10,47,5,5,0,0,0,82,0,0,0,11,7,0,0,0,0,15,4,38,49,91,49,11,3,0,0,247,0,0,0,14,10,20,5,7,0,52,3,7,5,58,45,69,79,33,8,296,0,13,14,18,10,6,0,0,0,56,3,16,18,94,57,20,10,4,0,223
21202,0,3,0,37,24,23,12,16,8,125,0,3,5,21,57,119,158,119,43,530,4,0,5,6,3,0,3,0,0,21,0,21,13,45,25,13,3,0,0,113,4,6,12,54,65,56,26,12,0,228,3,45,45,92,72,79,37,3,8,389,0,0,0,3,6,22,34,21,3,94,0,16,22,147,104,159,99,42,21,599,0,0,10,21,10,3,0,0,0,42,0,0,0,15,0,6,0,0,0,26,0,0,3,16,19,61,109,84,19,312,26,226,224,411,210,135,47,19,0,1300,0,3,3,10,15,16,23,18,0,93,7,76,132,277,86,32,15,0,0,637,0,0,0,4,4,4,0,0,0,18,14,39,69,212,99,73,28,6,0,539,0,0,12,98,60,124,60,19,16,388,0,9,18,47,80,104,103,48,15,411,6,22,30,41,20,36,11,3,0,164,8,37,69,138,120,86,45,13,12,535
21203,3,15,3,39,26,14,23,14,3,142,0,5,10,23,45,81,110,62,15,352,0,0,0,4,3,0,0,0,0,12,3,9,18,37,18,0,0,0,0,82,0,10,3,34,36,26,20,3,0,137,7,26,45,96,50,48,17,3,0,300,0,0,0,3,11,44,40,11,0,115,0,43,70,356,179,210,92,34,9,994,0,0,3,22,15,8,4,0,0,44,0,14,20,77,16,4,3,0,0,133,0,0,0,22,15,65,118,57,18,292,56,374,453,824,301,202,73,25,3,2310,0,6,0,17,24,19,16,9,4,99,17,131,109,269,60,22,12,0,0,619,0,0,3,10,6,3,0,0,0,16,20,152,244,560,281,109,33,5,0,1406,0,3,6,65,36,40,45,7,3,208,0,8,12,54,86,95,67,39,10,370,3,30,30,48,25,26,9,4,0,168,0,25,81,150,111,69,39,14,5,490
21204,4,12,5,29,14,19,32,18,5,144,0,3,15,40,62,155,284,377,149,1085,0,13,8,28,8,3,8,0,0,71,3,23,34,158,26,11,5,3,0,260,0,6,17,83,84,69,62,25,3,355,34,91,129,394,84,104,46,11,4,895,0,0,0,4,8,18,59,57,4,146,0,11,33,196,118,158,167,91,33,802,3,28,161,499,118,35,21,22,0,897,0,5,18,91,6,0,0,0,0,137,0,0,0,8,7,24,71,56,22,194,29,217,275,444,168,135,69,19,7,1359,0,0,0,6,11,7,15,14,3,66,27,178,274,793,84,52,22,3,0,1430,0,0,0,17,5,0,3,0,0,27,11,78,160,441,209,129,40,9,9,1090,0,0,11,56,47,105,76,30,22,346,0,7,3,18,27,42,69,50,25,239,3,20,23,69,15,20,13,4,0,168,0,20,21,72,52,37,49,25,9,284
21205,0,9,7,56,19,16,16,31,9,177,0,6,10,76,82,180,326,393,158,1229,8,27,36,49,27,19,12,6,0,175,15,95,174,397,150,62,25,5,0,920,0,0,5,21,21,20,23,15,0,108,9,149,604,963,345,393,302,103,15,2878,0,0,0,4,6,18,22,20,4,69,0,5,37,98,38,38,31,25,10,298,0,0,8,21,10,4,4,3,0,62,3,8,27,83,6,7,0,0,0,136,0,7,5,18,16,24,60,34,23,184,13,113,157,296,144,145,79,34,10,1005,0,0,3,9,12,9,13,10,5,55,6,26,87,235,24,8,5,3,0,398,0,0,5,13,3,0,0,0,0,28,5,24,72,202,74,44,16,8,0,434,3,3,6,50,37,80,70,38,16,286,0,4,13,40,43,43,71,62,20,288,15,106,299,190,70,72,33,14,3,805,4,30,67,129,82,70,44,16,3,446
21301,0,6,0,37,8,12,19,9,3,90,0,5,19,62,109,298,389,320,115,1320,0,3,7,11,0,0,0,0,0,24,0,0,10,36,0,3,4,5,0,67,4,10,19,114,102,79,48,17,3,389,40,61,33,171,37,53,29,3,0,428,3,0,15,47,124,562,916,447,76,2189,0,0,6,43,14,20,14,0,0,105,12,83,160,424,73,25,9,5,0,786,3,13,101,220,6,7,0,0,0,344,0,0,4,10,3,23,33,18,6,96,69,356,386,510,140,93,30,3,3,1590,0,0,0,3,3,11,8,9,3,42,24,47,289,954,41,16,15,0,0,1393,0,11,8,13,9,3,0,0,0,42,25,169,318,971,486,373,185,34,3,2565,0,0,7,67,52,142,87,42,40,437,0,0,4,17,27,34,53,21,5,167,0,20,15,28,11,18,10,0,0,103,0,4,15,39,12,6,8,0,0,92
