SA3_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
21001,18436,..,..,..,..,18436,..,0,0,6,0,6,..,403,35,439,0,434,..,3,0,3,0,3,..,304,105,408,0,408,..,237,70,312,3,313,..,19,14,30,0,32,..,558,190,745,5,753,..,339,46,380,4,382,..,18,0,18,0,18,..,42,6,49,0,48,..,78,0,79,3,83,..,958,133,1098,9,1105,..,24,0,24,0,22,..,123,3,124,0,121,..,124,6,126,0,126,..,90,0,92,0,94,..,44,3,49,3,47,..,58,3,60,0,59,..,456,14,474,4,480,..,2160,333,2492,56,2545,..,32,3,37,0,37,..,18,5,27,0,27,..,184,26,216,4,219,..,225,7,235,3,235,..,84,49,127,8,133,..,89,9,98,5,103,..,12,0,19,0,19,..,6,0,5,0,5,..,95,9,103,0,103,..,62,0,69,0,69,..,24,3,30,0,30,..,61,0,58,0,58,..,18
21002,13211,..,..,..,..,13211,..,19,0,20,0,20,..,13,4,16,0,16,..,3,0,3,0,3,..,5,0,5,0,5,..,21,7,29,0,31,..,0,0,0,0,0,..,22,11,35,0,37,..,17,0,17,0,17,..,12,0,12,0,12,..,19,3,20,0,20,..,42,0,46,0,46,..,34,5,38,0,38,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,7,0,7,..,0,0,0,0,0,..,21,0,16,0,16,..,134,11,149,7,147,..,4,4,10,0,10,..,0,0,0,0,0,..,9,3,9,0,9,..,48,0,48,3,50,..,0,0,0,0,0,..,14,4,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,3,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0
21003,17831,..,..,..,..,17831,..,5,0,5,0,5,..,2245,318,2565,27,2596,..,3,0,3,0,3,..,164,63,228,3,228,..,417,186,602,4,606,..,33,6,39,0,41,..,611,248,866,4,870,..,132,17,150,0,150,..,12,0,13,0,13,..,74,3,77,0,83,..,70,4,69,0,73,..,948,223,1168,14,1183,..,250,13,267,3,267,..,475,25,495,4,499,..,468,22,489,3,490,..,284,11,297,3,297,..,1895,125,2018,21,2042,..,943,41,984,6,995,..,4312,241,4552,49,4598,..,2312,485,2796,54,2850,..,41,9,47,0,48,..,42,17,56,0,56,..,43,6,52,0,49,..,221,10,236,5,246,..,139,60,200,0,200,..,109,6,121,3,125,..,40,3,44,0,44,..,65,8,76,3,74,..,53,14,71,0,71,..,111,3,112,0,112,..,75,3,83,0,83,..,113,5,118,3,121,..,56
21004,16679,..,..,..,..,16679,..,38,0,38,0,40,..,54,3,57,0,57,..,0,0,0,0,0,..,19,3,20,0,20,..,57,19,72,0,72,..,3,0,3,0,3,..,80,26,101,0,101,..,68,5,75,0,78,..,15,0,15,0,15,..,19,0,16,0,16,..,49,0,47,0,47,..,77,4,79,0,79,..,6,0,6,0,6,..,65,0,65,0,67,..,56,6,61,0,68,..,32,0,38,0,38,..,24,0,24,0,24,..,9,0,14,0,14,..,199,11,209,3,208,..,221,12,240,4,241,..,15,3,13,0,13,..,4,0,4,0,4,..,25,4,32,0,28,..,73,0,76,0,76,..,6,0,8,0,8,..,37,4,38,0,38,..,12,0,12,0,12,..,16,0,19,0,19,..,29,0,29,0,29,..,26,0,26,0,26,..,10,0,10,0,10,..,54,3,56,0,56,..,10
21005,32853,..,..,..,..,32853,..,11,0,11,0,11,..,6493,1444,7937,86,8018,..,4,0,4,0,4,..,177,56,228,3,236,..,309,116,425,6,431,..,60,15,76,0,74,..,547,188,733,4,735,..,368,44,409,3,412,..,20,0,20,0,20,..,80,6,86,4,85,..,66,7,68,0,70,..,1096,178,1271,9,1278,..,187,11,192,0,194,..,1252,53,1308,7,1314,..,2412,279,2689,32,2721,..,1460,69,1530,10,1536,..,1449,90,1533,25,1560,..,574,125,704,9,710,..,7330,629,7960,79,8035,..,2216,248,2466,35,2499,..,21,3,25,0,25,..,25,10,38,0,38,..,272,31,298,3,301,..,377,26,405,4,411,..,182,74,263,7,266,..,121,9,136,0,134,..,36,6,42,0,42,..,831,84,917,16,934,..,215,40,248,0,253,..,330,6,340,3,346,..,87,6,93,5,99,..,527,16,545,3,543,..,168
21101,54059,..,..,..,..,54059,..,92,0,91,0,93,..,518,43,564,3,567,..,0,0,0,0,0,..,1782,494,2272,17,2284,..,2801,910,3713,20,3736,..,306,49,356,3,360,..,4889,1452,6341,39,6378,..,131,10,139,0,143,..,138,6,137,0,137,..,165,3,161,3,167,..,467,15,479,12,492,..,832,74,904,6,908,..,68,0,73,0,73,..,655,13,670,0,667,..,375,29,407,0,407,..,1015,30,1041,6,1055,..,92,3,97,3,98,..,526,22,549,5,555,..,2731,96,2833,20,2849,..,765,72,841,13,850,..,87,4,93,0,93,..,249,85,339,4,340,..,50,8,58,3,60,..,34,4,40,0,39,..,275,68,346,5,352,..,237,27,265,0,266,..,93,6,100,0,97,..,22,0,17,0,18,..,116,18,135,0,137,..,191,9,199,3,198,..,266,14,281,0,282,..,231,3,235,0,235,..,94
21102,10022,..,..,..,..,10022,..,35,0,40,0,40,..,94,11,105,0,103,..,0,0,0,0,0,..,283,76,359,0,360,..,323,135,457,3,460,..,29,6,39,0,39,..,637,219,854,3,856,..,19,0,23,0,23,..,16,0,15,0,15,..,21,0,26,0,26,..,66,0,66,0,66,..,216,9,231,0,226,..,5,0,5,0,5,..,48,0,51,0,51,..,40,0,40,0,40,..,9,0,9,0,9,..,15,0,21,0,21,..,16,0,16,0,19,..,139,3,144,0,147,..,292,14,312,4,318,..,16,5,25,0,25,..,31,12,46,0,46,..,14,0,14,0,14,..,12,0,16,0,16,..,85,8,91,0,95,..,22,0,24,0,24,..,9,0,9,0,9,..,0,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,16,3,20,0,20,..,3,0,3,0,3,..,0
21103,42141,..,..,..,..,42141,..,100,0,104,0,104,..,176,13,186,0,186,..,3,0,3,0,3,..,514,151,667,3,674,..,1149,451,1594,17,1614,..,75,15,89,0,89,..,1734,623,2353,19,2373,..,56,6,64,0,61,..,119,0,127,0,126,..,91,4,87,0,91,..,243,6,253,3,251,..,239,29,274,3,273,..,27,0,27,0,27,..,304,11,319,0,318,..,268,25,295,4,302,..,197,8,210,3,209,..,64,3,73,0,73,..,171,14,189,0,188,..,1033,69,1104,10,1112,..,361,33,390,3,391,..,53,8,63,0,61,..,98,39,142,0,142,..,28,3,25,0,25,..,18,0,18,0,18,..,216,67,282,4,282,..,104,21,122,0,122,..,52,7,67,0,67,..,16,0,16,0,16,..,44,9,50,0,50,..,70,0,71,0,72,..,87,7,94,0,100,..,63,0,63,0,63,..,21
21104,18417,..,..,..,..,18417,..,28,0,28,0,28,..,110,4,113,0,113,..,5,0,3,0,3,..,1185,326,1508,12,1521,..,2103,717,2823,6,2835,..,147,37,184,0,180,..,3432,1084,4515,19,4539,..,57,7,61,0,61,..,24,0,25,0,25,..,65,3,66,0,69,..,121,0,124,3,124,..,497,51,545,4,551,..,56,0,56,0,56,..,365,8,373,0,374,..,243,31,275,3,279,..,257,6,267,3,266,..,140,4,144,3,149,..,258,9,266,0,266,..,1321,63,1379,9,1387,..,378,46,422,3,421,..,95,10,104,0,101,..,136,37,173,3,177,..,18,0,21,0,21,..,18,0,18,0,18,..,197,32,233,3,237,..,61,6,64,0,64,..,44,3,44,0,44,..,5,0,5,0,5,..,52,13,63,0,63,..,64,0,65,0,65,..,134,6,142,3,143,..,59,0,61,0,61,..,21
21105,64812,..,..,..,..,64812,..,93,5,94,0,94,..,105,5,112,3,114,..,3,0,3,0,3,..,103,26,131,0,131,..,278,94,369,4,376,..,17,9,20,0,20,..,393,128,525,4,523,..,52,4,51,0,56,..,327,9,333,3,336,..,128,9,132,0,133,..,407,10,416,3,419,..,149,14,165,0,168,..,5,0,5,0,5,..,92,3,97,3,99,..,82,5,85,0,87,..,65,4,67,0,67,..,11,0,11,0,11,..,59,5,66,0,68,..,311,20,330,6,337,..,641,59,699,6,708,..,82,8,91,0,91,..,21,5,29,0,27,..,22,0,26,0,25,..,18,0,18,0,18,..,52,5,60,0,60,..,129,10,143,0,138,..,59,4,59,0,64,..,10,0,10,0,10,..,23,3,26,0,26,..,35,0,34,0,34,..,29,4,38,0,33,..,72,3,72,0,72,..,22
21201,38737,..,..,..,..,38737,..,51,0,50,0,50,..,208,20,225,5,231,..,3,0,3,0,3,..,42,14,54,0,54,..,108,71,179,0,180,..,14,4,13,0,13,..,163,89,255,0,258,..,88,4,92,0,94,..,100,3,98,0,98,..,124,3,131,0,130,..,124,3,128,8,133,..,124,9,135,0,133,..,61,4,65,0,65,..,211,4,214,3,218,..,399,40,434,6,443,..,375,20,389,6,393,..,73,8,81,0,81,..,152,8,163,0,163,..,1263,82,1349,13,1363,..,252,26,278,3,279,..,26,3,28,0,28,..,23,9,36,0,33,..,14,0,12,0,12,..,19,0,19,0,19,..,29,3,36,0,36,..,46,3,50,0,50,..,52,4,59,0,55,..,65,0,63,0,63,..,55,12,67,3,67,..,87,4,92,0,92,..,40,0,42,7,42,..,96,4,96,0,101,..,35
21202,38792,..,..,..,..,38792,..,121,0,120,3,122,..,1103,133,1235,27,1262,..,3,0,3,0,3,..,393,101,493,4,494,..,1120,506,1622,6,1630,..,271,61,336,0,334,..,1779,675,2450,10,2459,..,374,41,416,6,417,..,120,0,118,0,118,..,400,12,412,3,418,..,172,5,174,3,181,..,610,55,660,5,669,..,142,4,142,0,143,..,733,36,766,3,771,..,792,68,865,8,869,..,1728,100,1823,16,1839,..,465,38,508,0,510,..,286,22,303,0,303,..,4140,267,4410,28,4439,..,685,72,753,15,767,..,40,7,47,0,47,..,101,33,133,4,138,..,117,6,122,0,128,..,62,5,72,0,67,..,274,83,354,4,363,..,423,47,469,9,474,..,150,24,175,0,175,..,313,27,346,3,350,..,700,204,908,14,920,..,211,7,217,0,221,..,199,9,210,0,214,..,228,6,237,3,236,..,93
21203,49655,..,..,..,..,49655,..,117,0,117,0,122,..,894,80,970,3,971,..,0,0,0,0,0,..,212,93,307,0,308,..,714,321,1035,8,1045,..,195,56,248,3,254,..,1124,470,1590,13,1604,..,191,19,208,0,208,..,84,0,84,0,92,..,581,14,596,3,599,..,147,5,149,0,156,..,468,54,525,11,533,..,158,5,169,0,172,..,1527,52,1582,8,1587,..,2424,249,2671,40,2705,..,2522,145,2667,12,2684,..,425,39,461,3,469,..,773,71,844,6,854,..,7831,561,8395,69,8464,..,452,35,486,7,493,..,31,7,35,0,35,..,66,27,96,3,99,..,62,10,71,4,74,..,57,0,58,0,59,..,211,41,261,3,264,..,175,30,209,0,211,..,125,18,140,0,140,..,816,94,910,11,924,..,352,67,413,4,424,..,536,11,543,5,552,..,178,17,196,0,196,..,647,21,669,11,679,..,171
21204,31643,..,..,..,..,31643,..,48,0,48,0,48,..,1450,253,1707,13,1722,..,0,0,0,0,0,..,1784,792,2577,18,2592,..,2226,1162,3382,18,3406,..,645,270,914,3,922,..,4648,2225,6875,48,6923,..,346,82,425,7,430,..,64,4,68,4,75,..,512,21,534,5,538,..,175,4,182,3,183,..,2679,687,3372,29,3394,..,386,27,417,4,414,..,1597,81,1678,8,1688,..,3668,292,3958,31,3988,..,1854,83,1934,16,1948,..,855,63,915,8,925,..,705,60,771,9,778,..,9064,605,9671,69,9742,..,1176,256,1431,18,1454,..,104,20,117,0,117,..,202,104,305,0,305,..,160,30,197,3,197,..,96,8,102,3,109,..,382,163,547,5,553,..,318,64,384,11,390,..,313,77,395,3,395,..,312,40,351,4,362,..,834,263,1102,12,1116,..,367,6,377,5,379,..,273,41,312,0,313,..,531,15,550,3,553,..,222
21205,39572,..,..,..,..,39572,..,86,0,88,0,88,..,620,50,669,4,673,..,0,0,0,0,0,..,3294,781,4072,15,4087,..,9452,2734,12190,58,12240,..,690,217,911,0,911,..,13436,3735,17171,68,17238,..,194,25,214,5,221,..,81,3,85,7,87,..,344,11,349,4,359,..,303,9,313,3,319,..,3785,700,4481,35,4517,..,466,16,485,0,481,..,1488,42,1533,9,1545,..,838,58,894,7,900,..,2333,70,2401,21,2426,..,414,20,434,3,435,..,841,40,872,4,876,..,6384,236,6617,47,6664,..,1453,242,1696,28,1719,..,306,51,357,3,362,..,798,282,1078,6,1078,..,95,9,97,3,99,..,41,0,44,0,44,..,353,45,401,0,401,..,285,28,308,0,313,..,343,50,396,9,400,..,21,0,21,0,21,..,188,31,216,0,216,..,139,4,145,0,145,..,760,67,832,0,833,..,160,3,168,0,165,..,162
21301,32305,..,..,..,..,32305,..,21,0,23,0,23,..,1799,241,2041,24,2060,..,5,0,5,0,5,..,1375,592,1968,22,1987,..,883,462,1342,11,1353,..,462,218,681,3,688,..,2717,1267,3985,34,4026,..,1294,263,1556,25,1583,..,23,0,26,0,26,..,128,3,133,0,135,..,188,7,203,0,199,..,1961,425,2393,19,2410,..,294,25,317,9,329,..,1218,37,1258,12,1273,..,2954,281,3233,48,3281,..,484,17,503,0,505,..,843,67,914,8,920,..,546,33,578,4,582,..,6345,460,6809,81,6883,..,1663,249,1908,17,1929,..,51,3,53,0,52,..,50,16,67,0,72,..,1785,442,2225,28,2253,..,2107,254,2362,26,2387,..,211,113,327,6,328,..,470,91,562,8,571,..,70,8,76,0,76,..,664,78,740,15,752,..,571,153,725,14,735,..,943,34,970,15,984,..,136,5,138,0,138,..,1360,56,1411,5,1421,..,151
21302,27757,..,..,..,..,27757,..,41,0,41,0,41,..,1290,191,1476,20,1499,..,0,0,0,0,0,..,307,92,403,3,410,..,384,137,516,3,520,..,34,15,46,0,46,..,724,241,963,4,970,..,303,46,349,4,348,..,45,10,49,0,49,..,82,11,88,0,90,..,152,10,160,3,158,..,959,162,1120,6,1125,..,60,4,62,0,62,..,315,17,323,3,328,..,275,18,287,3,295,..,54,0,58,0,54,..,121,5,126,3,132,..,149,7,160,0,160,..,976,49,1024,13,1038,..,903,127,1029,18,1049,..,57,0,55,0,55,..,20,6,26,0,27,..,417,82,498,4,508,..,500,48,544,4,551,..,70,10,86,0,81,..,106,15,121,0,117,..,41,7,52,0,52,..,26,0,26,0,26,..,230,46,281,3,280,..,110,4,120,0,120,..,103,8,112,3,116,..,112,5,114,0,114,..,35
21303,21164,..,..,..,..,21164,..,21,0,21,0,21,..,404,49,452,8,461,..,3,0,3,0,9,..,834,346,1176,0,1183,..,896,312,1213,7,1219,..,168,39,206,0,207,..,1899,700,2601,11,2607,..,180,39,225,3,229,..,35,0,35,0,35,..,125,4,134,0,139,..,94,0,94,5,93,..,633,175,814,4,817,..,353,31,383,0,383,..,463,24,487,8,495,..,211,7,223,3,224,..,107,9,117,0,117,..,393,32,420,9,429,..,592,36,628,0,629,..,2125,130,2254,16,2273,..,578,87,667,7,681,..,75,17,92,0,92,..,80,24,107,0,107,..,269,76,345,3,350,..,71,12,81,0,81,..,116,29,146,0,146,..,88,17,99,0,99,..,40,0,44,0,44,..,27,0,29,0,29,..,153,32,189,0,186,..,114,4,117,0,117,..,133,16,149,0,149,..,191,4,197,0,197,..,43
21304,48969,..,..,..,..,48969,..,61,0,61,0,61,..,1092,118,1212,10,1227,..,7,0,7,0,7,..,282,84,370,0,371,..,366,154,520,0,523,..,264,94,353,0,354,..,911,331,1238,5,1246,..,576,67,644,0,646,..,64,0,64,0,64,..,89,5,96,0,96,..,118,3,118,0,118,..,741,58,798,3,798,..,138,4,143,0,143,..,938,34,970,4,975,..,1299,157,1455,14,1469,..,448,31,476,3,482,..,471,25,503,7,513,..,241,37,277,3,281,..,3544,284,3827,37,3858,..,934,46,978,16,990,..,46,3,47,0,47,..,63,12,74,0,74,..,1035,106,1143,5,1150,..,1181,78,1252,18,1270,..,66,19,89,0,89,..,253,31,285,3,285,..,46,9,51,0,51,..,406,41,447,9,452,..,416,65,478,4,482,..,648,13,664,4,667,..,107,6,121,0,121,..,898,22,919,4,919,..,97
21305,58947,..,..,..,..,58947,..,193,4,195,3,195,..,1856,267,2121,22,2146,..,3,0,3,0,3,..,887,218,1104,5,1107,..,2452,970,3424,32,3456,..,167,53,222,0,222,..,3502,1241,4746,36,4788,..,267,33,301,7,308,..,76,5,81,0,82,..,277,14,294,4,299,..,156,6,164,0,164,..,671,56,723,3,725,..,1116,68,1181,9,1191,..,3804,167,3972,30,4003,..,4102,400,4503,46,4550,..,764,32,800,10,807,..,1887,142,2023,9,2032,..,2144,169,2313,25,2336,..,13812,982,14792,126,14917,..,1251,136,1387,18,1410,..,112,18,133,0,133,..,297,103,399,0,400,..,560,48,605,4,615,..,562,28,594,3,600,..,212,59,273,0,268,..,268,40,310,0,309,..,208,27,235,0,235,..,613,57,671,6,682,..,402,62,469,3,466,..,912,23,933,10,943,..,698,48,747,7,756,..,1279,31,1309,16,1325,..,342
21401,54206,..,..,..,..,54206,..,114,3,116,0,115,..,234,29,261,5,267,..,3,0,3,0,3,..,122,26,152,3,157,..,345,127,470,8,477,..,23,6,30,0,30,..,490,161,649,9,663,..,121,11,134,3,132,..,153,9,160,3,166,..,153,3,156,0,157,..,271,3,275,3,279,..,529,49,578,5,582,..,20,0,25,0,24,..,230,10,238,3,246,..,145,12,161,0,161,..,126,9,136,0,133,..,46,0,42,0,42,..,77,6,82,0,84,..,642,40,687,6,693,..,388,31,421,5,424,..,61,3,63,0,63,..,16,7,23,0,28,..,26,3,27,0,31,..,27,0,27,0,27,..,44,3,45,0,45,..,138,16,152,0,153,..,191,38,236,0,236,..,82,7,95,0,97,..,136,17,152,0,152,..,120,0,120,0,122,..,54,6,57,3,59,..,156,0,156,0,157,..,23
21402,66706,..,..,..,..,66706,..,57,0,57,0,57,..,73,8,84,0,85,..,7,0,7,0,6,..,59,19,77,0,77,..,135,63,199,3,201,..,6,3,10,0,10,..,201,82,285,3,286,..,128,10,139,3,139,..,139,0,134,4,139,..,164,5,171,0,171,..,290,3,296,8,297,..,495,79,577,4,580,..,4,0,4,0,4,..,25,0,25,0,25,..,37,0,41,0,41,..,11,0,9,3,14,..,7,0,7,0,7,..,16,0,13,0,13,..,94,6,94,3,97,..,707,62,777,10,784,..,54,9,56,0,61,..,12,0,11,0,11,..,34,3,38,0,38,..,43,0,44,0,44,..,14,3,22,0,22,..,66,8,73,0,76,..,41,4,50,0,50,..,11,0,10,0,10,..,41,3,40,0,40,..,30,0,30,0,30,..,49,0,49,0,49,..,49,0,49,0,49,..,4
21501,25960,..,..,..,..,25960,..,13,0,13,3,17,..,22,0,24,0,24,..,3,0,3,0,3,..,15,4,15,0,15,..,40,33,72,4,80,..,9,5,10,0,10,..,59,41,96,4,104,..,12,0,12,0,12,..,33,0,33,0,33,..,10,0,12,0,12,..,38,0,42,3,45,..,36,5,37,0,37,..,6,0,6,0,6,..,21,0,23,0,23,..,34,3,36,0,34,..,13,0,13,0,14,..,22,0,22,0,22,..,19,0,25,0,25,..,119,7,123,3,128,..,61,4,62,3,68,..,9,0,7,0,7,..,0,3,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,43,3,45,0,45,..,3,0,3,0,3,..,26,3,32,0,32,..,4
21502,21652,..,..,..,..,21652,..,24,0,24,0,24,..,53,7,60,0,60,..,3,0,3,0,4,..,35,30,66,0,66,..,80,59,137,3,140,..,0,3,3,0,3,..,117,93,208,3,210,..,38,3,41,0,41,..,10,0,10,0,10,..,23,4,27,0,27,..,22,0,22,0,22,..,138,26,164,0,167,..,11,0,11,0,11,..,21,3,22,0,22,..,99,16,111,5,115,..,23,0,23,0,23,..,0,0,0,0,0,..,29,0,29,0,29,..,189,13,203,5,205,..,431,55,480,9,488,..,14,7,26,0,26,..,7,25,29,0,29,..,0,0,4,0,4,..,0,0,0,0,0,..,8,8,16,0,17,..,10,0,10,0,10,..,3,0,3,0,3,..,24,3,30,0,30,..,8,0,8,0,8,..,16,0,16,0,16,..,4,0,3,0,3,..,28,0,28,0,28,..,33
21503,15343,..,..,..,..,15343,..,11,0,11,0,11,..,14,4,19,0,19,..,0,0,0,0,0,..,11,14,29,0,29,..,53,36,91,0,91,..,0,0,3,0,3,..,69,54,117,0,117,..,3,0,3,0,3,..,11,0,11,0,16,..,14,3,18,0,18,..,18,0,18,0,18,..,34,7,43,0,43,..,13,0,13,0,13,..,17,0,17,0,17,..,96,12,107,5,114,..,15,0,18,0,18,..,3,0,3,0,3,..,11,0,11,0,11,..,151,17,168,3,171,..,179,20,194,9,202,..,3,0,3,0,3,..,4,3,8,0,8,..,0,3,3,0,3,..,9,0,9,0,9,..,5,3,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,4,0,3,0,3,..,22,3,27,0,27,..,22,7,34,0,34,..,26,0,32,0,32,..,19
