SA3_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
20904,105705,108009,213708,8987,8500,17484,14746,13767,28518,6503,6202,12705,7318,7159,14478,17659,18520,36186,15791,15940,31737,12994,13726,26716,10108,11125,21235,7046,7542,14594,3564,4064,7626,980,1458,2440,102582,104983,207568,3119,3024,6142,856,904,1762,25,31,57,31,38,68,907,973,1880,63215,64683,127899,35904,36399,72304,56637,57640,114278,43755,44925,88685,86571,88649,175223,1640,1518,3158,13403,12568,25975,5009,5021,10027,2924,2968,5890,2956,4481,7437,42439,46797,89236,9757,9079,18836,11891,10325,22218,5244,4769,10009,5697,6954,12655,1214,1706,2921,100120,102095,202212,4955,5435,10390
21001,28526,30038,58565,1647,1599,3248,3550,3262,6818,1741,1529,3273,1743,1557,3294,3446,3484,6922,3869,4125,7986,3958,4125,8086,3069,3559,6625,2824,3434,6258,1977,2360,4338,706,1003,1713,27377,28930,56306,1147,1112,2259,82,86,166,8,7,17,4,0,4,91,94,188,19411,19946,39356,7536,8426,15967,18436,18708,37144,8778,9925,18699,25229,26489,51714,329,326,648,3319,3054,6371,1469,1338,2808,759,744,1498,600,887,1493,12378,13587,25961,2948,2629,5575,2931,2902,5836,1325,1310,2632,1768,2481,4244,298,442,740,26912,28314,55225,1162,1325,2486
21002,14703,14868,29574,965,946,1913,2295,2102,4403,1020,932,1952,741,674,1412,1246,1378,2623,1905,2141,4039,2264,2396,4657,1985,2024,4009,1532,1507,3040,585,532,1116,166,248,411,13904,14162,28063,794,712,1508,94,83,181,8,6,16,0,4,5,106,98,202,11935,12058,23988,1775,1790,3561,13211,13318,26529,634,670,1305,13309,13432,26734,217,199,414,2149,1936,4086,790,761,1552,232,282,515,199,487,690,5228,6432,11669,1948,1764,3718,2093,1658,3755,803,635,1440,455,422,878,19,19,35,13507,13684,27193,792,827,1622
21003,37406,38103,75506,2912,2673,5586,4378,4094,8472,1992,1754,3745,2662,2321,4981,7303,6839,14141,5706,5566,11273,4366,4481,8848,3060,3324,6388,2113,2581,4692,1932,2832,4766,987,1635,2626,36196,36983,73173,1208,1120,2327,157,171,327,14,7,28,13,5,19,178,193,372,20290,21252,41546,14332,14072,28402,17831,18403,36232,17232,17371,34605,28246,29873,58117,519,453,969,3856,3685,7539,1528,1424,2954,1281,1026,2303,1624,1801,3425,17056,17286,34344,2721,2568,5294,3327,2992,6323,1481,1520,3002,2349,3321,5671,504,773,1275,34758,35167,69926,2359,2728,5090
21004,19212,20156,39369,1347,1286,2640,2630,2484,5115,1382,1284,2673,1350,1327,2680,2507,2632,5137,2559,2742,5294,2682,3012,5699,2355,2550,4911,1491,1618,3109,678,818,1491,224,399,625,18403,19404,37799,811,753,1568,196,173,371,12,16,28,4,3,9,214,194,409,15162,15780,30943,2934,3250,6182,16679,17363,34039,1567,1807,3374,17106,17924,35030,249,252,500,2431,2303,4736,1053,1004,2054,389,460,844,381,725,1109,6651,8162,14814,2623,2636,5261,3149,2711,5861,1094,985,2081,648,760,1403,57,67,127,18011,18898,36911,844,999,1848
21005,80228,80126,160353,6797,6271,13074,12043,11470,23511,5751,5733,11482,6262,5791,12056,13132,13248,26377,11145,11161,22311,10340,10636,20972,7512,7658,15172,4639,4991,9628,2101,2393,4493,503,772,1280,77975,78057,156037,2252,2070,4319,469,526,992,42,30,74,10,18,25,513,571,1085,42161,42517,84673,32561,32173,64736,32853,32626,65478,42534,42927,85460,62901,63628,126534,1030,993,2023,10554,10056,20614,4298,4687,8987,2323,2279,4599,2485,3549,6031,30690,32088,62778,6637,6307,12940,8616,7603,16224,4274,3841,8110,4954,5657,10610,1414,2208,3618,75674,75704,151382,4757,4452,9214
21101,75341,78814,154154,4605,4413,9017,9383,8676,18054,5083,4831,9911,5228,4974,10195,10022,10322,20341,10105,10656,20762,10541,11534,22077,9573,10334,19902,6490,7179,13668,3217,3899,7118,1102,2008,3105,72562,76021,148580,2781,2797,5576,358,350,710,20,15,35,3,8,8,380,372,754,50066,50874,100948,22026,24489,46510,54059,55459,109519,18423,20405,38829,64678,66876,131550,916,902,1816,8796,8231,17028,4204,4104,8311,2154,2138,4292,1836,2955,4790,32883,37026,69909,8662,8445,17100,9775,8976,18746,3915,3826,7741,2406,3056,5463,392,516,908,71383,74310,145689,2981,3662,6644
21102,12834,13153,25986,597,529,1126,1878,1711,3588,1076,989,2068,911,765,1684,1031,1022,2053,1332,1608,2945,2110,2233,4342,1758,1811,3572,1253,1332,2588,653,715,1366,241,432,668,12233,12580,24817,599,575,1176,23,28,48,7,8,11,0,0,0,31,33,65,9298,9345,18639,2977,3224,6201,10022,9983,20005,2299,2644,4940,11377,11606,22986,154,152,306,1781,1634,3416,951,880,1835,462,431,891,233,400,633,6264,6740,13002,1353,1279,2634,1252,1199,2454,557,571,1129,347,448,798,45,71,117,11971,12209,24179,499,676,1168
21103,53179,56755,109933,3780,3522,7303,6842,6367,13209,3447,3203,6649,3368,3234,6600,7308,7912,15221,7623,7905,15525,7220,7879,15100,6025,6642,12669,4332,5285,9618,2342,3051,5392,895,1743,2639,50942,54629,105573,2238,2127,4363,262,270,533,12,17,28,3,8,10,274,291,566,38698,40700,79399,12059,13376,25432,42141,44647,86783,8846,9685,18529,45626,48608,94229,756,753,1513,6403,5991,12392,2808,2697,5511,1361,1349,2710,1479,2331,3806,22875,26569,49448,6267,6005,12274,6432,6201,12632,2470,2518,4991,1805,2252,4058,333,403,739,49879,52950,102831,2335,3012,5351
21104,29289,31482,60769,1814,1798,3612,3709,3625,7338,1826,1652,3484,1836,1649,3485,3929,4063,7993,4299,4593,8890,3866,4191,8056,3068,3567,6637,2669,3168,5843,1640,2110,3752,623,1072,1691,28162,30381,58546,1130,1098,2226,65,73,139,5,9,10,0,3,3,68,79,151,17733,18750,36479,10413,11422,21838,18417,19463,37879,9869,10843,20709,23801,25402,49203,464,437,901,3541,3444,6984,1603,1476,3086,939,886,1824,973,1390,2364,15291,16441,31728,2549,2570,5119,2436,2762,5200,1154,1167,2313,972,1385,2363,246,402,643,27734,29593,57328,1075,1468,2544
21105,73430,75331,148760,4679,4425,9107,9890,9312,19204,4948,4752,9693,4601,4283,8881,8755,9068,17828,9566,10094,19655,10468,11094,21559,9526,10093,19614,7066,7307,14366,2956,3357,6308,981,1546,2531,69726,71896,141623,3699,3433,7138,594,681,1274,22,20,47,20,18,38,638,721,1355,57440,58516,115958,11804,12488,24289,64812,66041,130862,5027,5644,10671,65448,66873,132326,1056,989,2042,9189,8641,17825,3811,3808,7619,1384,1485,2864,1427,2676,4104,25373,31424,56803,9948,9441,19392,11962,9705,21667,4850,3952,8805,2608,2663,5277,253,226,480,68313,70124,138430,3407,3639,7042
21201,46442,47843,94288,4058,3770,7830,7117,6811,13928,3237,3010,6244,2905,3035,5945,6475,7244,13717,6473,6762,13234,6111,6398,12505,4755,4896,9651,3338,3590,6925,1531,1597,3124,451,730,1177,44496,46079,90571,1951,1765,3715,351,374,726,17,17,30,10,9,17,381,401,774,34719,35764,70482,8793,9075,17872,38737,39731,78469,5094,5482,10575,40180,41332,81511,783,684,1465,6521,6239,12752,2368,2350,4724,750,985,1743,863,1747,2612,14044,18265,32313,5871,5450,11314,7728,6385,14113,3100,2545,5644,1734,1705,3440,123,151,282,43302,44603,87906,2334,2528,4858
21202,65181,65939,131119,4519,4271,8788,9264,8689,17950,4949,4561,9510,4863,4386,9246,8562,8675,17243,8901,9315,18219,9146,9457,18600,7362,7725,15095,4550,4847,9398,2304,2735,5035,763,1274,2043,63048,64006,127061,2137,1927,4061,257,288,545,21,19,42,8,13,19,291,318,608,36776,37246,74029,25056,25343,50401,38792,39151,77949,23553,23994,47544,53597,54449,108044,775,750,1530,8520,8013,16531,3995,3804,7794,1707,1879,3586,1542,2544,4087,26712,29046,55760,6744,6052,12801,8001,7186,15185,3241,3105,6349,2686,3227,5917,776,927,1702,61720,62366,124083,2811,3053,5862
21203,83842,84335,168177,7649,7340,14987,13399,12724,26124,5932,5509,11440,5842,5586,11424,12856,14333,27187,13512,13137,26650,10577,10568,21144,7446,7555,15001,4305,4586,8891,1806,2111,3913,506,898,1407,81378,82021,163395,2467,2318,4784,458,486,942,31,14,42,8,13,20,500,512,1010,46927,47076,94006,31828,32192,64023,49655,49668,99323,29611,30123,59729,66810,66323,133132,1228,1198,2422,12127,11540,23665,4464,4434,8901,1802,1944,3743,1988,3553,5539,30872,34441,65316,8128,7513,15644,11034,9307,20344,4332,3933,8264,2984,3255,6233,1024,1244,2269,79244,79686,158930,3815,3940,7762
21204,94898,91729,186623,6332,6068,12404,10626,9936,20562,5749,5173,10918,8132,6502,14638,16986,15456,32445,13066,12109,25174,11267,10978,22244,9764,10183,19950,7409,8033,15439,4151,4940,9095,1408,2346,3755,92063,89101,181169,2834,2623,5457,246,265,509,29,30,55,14,10,23,282,303,588,36595,34504,71101,52351,51669,104015,31643,29913,61553,57956,56958,114912,67340,66926,134272,980,959,1933,9416,8922,18335,4564,4385,8944,3783,3150,6937,3817,4579,8397,42355,40260,82613,6887,5924,12805,9172,8217,17388,4063,4095,8156,6160,7676,13832,3324,3849,7174,88869,85935,174798,5635,5359,11001
21205,86102,88955,175056,4598,4218,8814,9654,9115,18776,6113,5867,11985,9014,8215,17233,13285,12510,25796,10827,11534,22362,10665,11412,22081,8355,9296,17651,6765,7936,14702,4903,5838,10743,1922,3003,4926,83114,86052,169169,2986,2901,5891,180,180,360,10,11,21,11,10,19,200,210,405,40026,39902,79930,41843,44668,86515,39572,39377,78949,42647,45647,88292,61577,63146,124718,1074,1026,2103,9041,8515,17555,5459,5313,10778,6267,5867,12137,4067,4711,8774,49375,50716,100095,5721,5678,11393,5983,6302,12290,2754,2917,5672,3058,4257,7317,675,1007,1686,79855,82136,161991,5889,6485,12374
21301,93039,92780,185816,6436,6083,12519,11126,10777,21903,5982,5740,11719,7881,6776,14661,15714,14776,30495,12548,12698,25245,11701,12021,23719,10191,10914,21109,7151,7277,14427,3349,3968,7321,961,1737,2699,90097,90003,180096,2948,2776,5722,360,352,710,36,22,61,6,9,15,402,388,786,41116,40083,81202,45032,45901,90936,32305,31148,63456,55005,56169,111170,70684,71749,142432,1016,939,1963,9755,9514,19270,4633,4769,9401,3457,3110,6572,3196,4450,7650,39859,39478,79337,7359,6253,13609,9042,8382,17420,4119,4039,8156,6479,8255,14737,2135,2949,5077,87533,87140,174674,5115,5334,10443
21302,41066,42936,84006,2940,2773,5708,4976,4865,9836,2292,2118,4411,2446,2268,4715,5841,6052,11899,6260,6554,12809,5881,6251,12130,4775,5061,9837,3125,3472,6595,1815,2344,4162,720,1188,1910,39417,41462,80871,1652,1478,3128,194,209,403,11,10,18,13,0,10,211,224,430,26694,27460,54154,11832,12834,24672,27757,28348,56101,11089,12326,23417,34209,35834,70038,582,544,1131,4566,4470,9033,1821,1775,3599,967,992,1958,1095,1866,2966,18317,20381,38694,3913,3421,7333,4390,3860,8251,1722,1702,3422,1981,2690,4676,385,566,954,38303,40078,78381,2193,2403,4594
21303,41405,40883,82288,2945,2737,5675,3803,3717,7518,1847,1784,3635,3860,3395,7258,9704,9302,19006,7154,6901,14058,4908,4992,9900,3613,3632,7247,1939,2084,4024,1109,1477,2589,522,854,1379,39895,39368,79263,1511,1520,3029,214,179,399,12,13,30,0,0,0,229,199,429,21597,21540,43130,16706,16282,32989,21164,20879,42041,17238,17207,34445,30205,30732,60934,524,458,980,3418,3360,6778,1501,1493,2991,2060,1803,3863,2644,3009,5660,22895,22805,45698,2540,2040,4584,2771,2402,5174,1165,1183,2351,1609,2213,3819,581,809,1385,38087,37652,75740,3149,3045,6196
21304,75666,77773,153438,6481,6233,12717,12363,12105,24468,5199,4923,10122,4855,4775,9628,11009,12045,23056,12480,12872,25353,9551,9800,19354,6988,7536,14525,4672,4755,9426,1652,1930,3581,421,795,1209,73322,75630,148953,2342,2146,4487,710,747,1449,26,13,37,5,15,24,743,775,1514,49877,50861,100741,20919,21901,42820,48969,50042,99007,21626,22974,44597,63511,65201,128708,1172,1184,2355,11175,10951,22128,3914,3906,7817,1392,1592,2985,1549,2812,4365,26639,31244,57885,7798,7186,14979,9949,8689,18638,4111,3640,7751,2853,3216,6071,509,674,1187,70559,72937,143494,4507,4318,8826
21305,111366,110525,221895,11284,10450,21737,16995,15883,32876,6648,6335,12978,7165,6676,13836,20191,21903,42089,19253,17992,37246,13021,12911,25929,8977,9425,18402,5248,5519,10769,2060,2481,4546,529,964,1490,108072,107526,215596,3298,3008,6302,904,811,1715,18,27,48,13,16,30,935,850,1790,58669,57896,116567,46374,46296,92667,58947,58519,117465,45405,46116,91518,82164,80819,162984,1752,1713,3465,15308,14336,29643,5087,5124,10213,2658,2603,5259,3497,5426,8926,47084,50051,97133,9062,8505,17567,11577,10341,21916,4566,4364,8930,3386,4129,7518,790,1157,1951,104245,104484,208722,6313,5307,11614
21401,65418,68727,134143,4690,4324,9016,8256,7757,16012,4018,3995,8009,4200,4307,8512,8950,9536,18484,9157,9412,18569,9126,9703,18833,7799,8301,16105,5484,6230,11710,2728,3460,6187,1019,1696,2713,62477,66022,128499,2943,2700,5646,629,604,1236,30,34,60,11,21,36,677,661,1338,47157,48783,95936,13706,15146,28846,54206,56411,110620,7144,8098,15246,55699,58375,114070,1009,868,1873,7530,7121,14652,2920,3074,6000,1145,1394,2541,1382,2697,4079,22888,27719,50610,8193,7802,15995,10370,9412,19783,4052,3787,7843,2279,2672,4952,226,243,467,60390,63408,123791,4156,4611,8763
21402,74875,80125,154999,4146,3861,8007,9639,9192,18830,4680,4271,8945,3969,3442,7409,6465,7034,13493,8452,9463,17916,10160,11090,21250,9847,11154,21007,9726,11175,20899,5753,6421,12178,2036,3022,5059,69571,75022,144597,5298,5101,10400,616,588,1202,39,35,72,6,21,30,661,642,1305,56671,60275,116942,13209,14419,27624,66706,71089,137793,3937,4464,8404,66078,70649,136722,918,920,1841,8948,8539,17488,3444,3322,6764,1092,1147,2238,1141,2368,3509,27056,32297,59354,9527,9740,19273,11886,11232,23115,4610,4515,9124,2787,3393,6178,247,221,468,67125,72243,139369,5364,5676,11037
21501,29485,29334,58820,1647,1415,3067,3476,3286,6761,1743,1594,3342,1476,1357,2831,3086,2917,6005,3052,3100,6148,3988,4061,8052,4529,4355,8883,3666,3606,7271,2061,2289,4346,762,1359,2119,27479,27415,54900,2006,1921,3922,401,360,761,29,25,49,9,12,23,434,391,827,25245,24843,50084,2053,2173,4230,25960,26263,52220,984,1097,2086,26190,26489,52683,281,258,539,3141,3010,6147,1182,1142,2330,158,279,443,312,674,992,7147,9115,16256,4539,4410,8945,4939,4392,9326,2445,2153,4595,2205,1957,4160,166,118,284,25878,26236,52109,3097,2447,5543
21502,26481,27398,53878,1698,1667,3363,3536,3333,6867,1828,1690,3518,1560,1590,3153,3213,3327,6535,2987,3184,6168,3447,3631,7079,3548,3559,7111,2751,2738,5493,1382,1781,3169,531,889,1419,24791,25939,50736,1685,1454,3143,919,1048,1963,31,34,58,23,18,44,977,1093,2065,20920,21820,42733,2900,2913,5810,21652,22633,44285,2547,2576,5125,22798,23810,46606,364,319,686,3133,2967,6103,1191,1200,2392,251,392,643,418,816,1241,6453,8171,14623,3238,3295,6529,4803,4309,9109,2122,1975,4098,1814,1834,3647,251,223,470,23604,24552,48152,2831,2713,5542
21503,18753,18583,37336,1102,992,2095,2370,2157,4528,1139,1098,2241,991,850,1842,1930,1910,3837,1881,1975,3851,2495,2488,4986,2768,2648,5412,2238,2185,4425,1333,1507,2844,498,779,1276,17527,17491,35018,1226,1090,2318,499,521,1026,23,26,49,8,13,26,538,562,1100,14875,14811,29683,1621,1666,3288,15343,15423,30765,1410,1331,2744,15967,15978,31940,174,191,366,2056,1905,3963,796,806,1599,135,179,310,200,436,633,3946,5263,9207,2525,2566,5091,3378,2790,6171,1714,1324,3031,1428,1256,2682,162,126,294,16351,16166,32522,2210,2076,4288
21601,18368,18841,37208,1026,1059,2088,2373,2213,4584,1246,1096,2341,931,831,1759,1677,1866,3541,1898,2053,3955,2460,2615,5073,2685,2691,5380,2316,2252,4569,1315,1436,2751,437,727,1164,17124,17682,34809,1242,1154,2397,413,409,825,20,13,36,14,8,22,449,429,874,15616,15758,31377,1149,1368,2513,16497,16818,33318,520,574,1096,16583,16867,33451,176,177,356,2137,1976,4116,868,767,1634,119,177,301,151,468,619,3951,5405,9355,2618,2719,5333,3656,3073,6725,1756,1423,3180,1313,1155,2470,58,38,98,16433,16779,33209,1583,1654,3236
21602,14514,14598,29112,834,750,1585,1822,1727,3548,902,808,1711,730,656,1378,1309,1393,2699,1432,1486,2919,1841,1922,3764,2123,2107,4227,1962,2000,3960,1175,1203,2377,387,547,935,13406,13515,26921,1101,1090,2190,239,227,466,9,9,19,5,9,11,249,250,500,11841,11909,23747,1334,1340,2673,12705,12850,25558,670,665,1330,12783,12828,25613,161,135,300,1612,1537,3149,614,575,1184,108,173,280,147,386,540,2990,4232,7222,1996,1937,3942,2867,2531,5395,1392,1068,2464,1113,895,2006,57,51,109,12795,12879,25675,1252,1278,2530
21603,31618,32036,63649,2153,2050,4199,4423,4040,8460,2237,2087,4319,1820,1744,3563,3877,3945,7825,3797,3954,7756,4207,4317,8526,3869,4020,7886,3063,3087,6151,1631,1855,3484,546,941,1486,29767,30233,59999,1854,1802,3655,1017,1047,2061,35,29,61,39,28,67,1083,1103,2186,23943,24386,48330,4771,4724,9495,24104,24771,48869,4688,4696,9379,26408,27168,53573,339,332,670,3909,3579,7489,1562,1556,3117,339,456,792,507,1102,1611,8200,10223,18426,4003,3898,7902,4925,4570,9489,2439,2050,4493,2083,1979,4059,405,372,776,28139,28635,56774,3033,2861,5895
21701,17543,18013,35558,904,923,1832,2138,1969,4106,1152,1040,2196,901,751,1648,1498,1641,3140,1839,1960,3798,2526,2635,5162,2766,2834,5604,2272,2214,4491,1134,1320,2456,407,727,1138,16210,16755,32974,1334,1258,2587,322,361,679,10,3,13,18,14,27,345,372,721,14739,15007,29743,1251,1434,2685,15899,16300,32201,399,474,873,15793,16173,31965,194,194,385,1936,1795,3728,796,747,1538,109,154,266,185,467,653,4127,5586,9708,2679,2722,5400,3304,2810,6114,1593,1271,2861,1274,1128,2406,51,37,93,15554,15929,31484,1447,1529,2971
21703,18574,18460,37040,1044,995,2039,2447,2136,4581,1179,1045,2221,973,860,1835,1818,1744,3562,1962,1964,3927,2550,2577,5131,2731,2805,5545,2293,2261,4555,1186,1417,2598,393,661,1053,17237,17158,34396,1337,1304,2642,192,187,379,12,7,21,3,0,3,209,193,402,15522,15455,30978,1423,1412,2836,16576,16576,33153,601,557,1155,16550,16478,33027,195,195,384,2193,1943,4141,810,761,1565,122,194,316,190,419,608,4455,5992,10443,2780,2630,5409,3215,2615,5838,1630,1266,2891,1294,1114,2408,102,80,178,16517,16330,32849,1569,1583,3152
21704,24386,25720,50099,1508,1415,2918,3337,3218,6556,1626,1593,3221,1516,1413,2925,2752,2847,5596,2864,3036,5897,3225,3618,6843,3270,3459,6732,2551,2668,5218,1266,1586,2858,476,866,1340,22752,24185,46938,1632,1531,3159,375,348,721,4,6,16,11,0,14,391,356,744,20511,21579,42089,1894,2019,3917,21742,22939,44678,887,924,1810,21559,22849,44410,253,217,466,3004,2929,5934,1098,1168,2262,288,408,699,404,872,1270,7054,9230,16284,3489,3526,7016,3801,3303,7101,1836,1507,3346,1329,1316,2645,76,58,125,21840,23009,44845,2054,2181,4238
29797,28,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,20,4,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,6,4,6,18,0,18,7,4,10,25,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,4,0,4,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,310,38,349
29999,4331,3238,7565,215,163,379,173,197,367,180,178,357,447,453,898,1052,795,1848,813,479,1295,628,347,975,460,352,816,283,204,482,72,49,121,9,28,38,0,0,0,4331,3238,7565,146,102,247,13,7,16,3,6,11,160,117,279,2581,1804,4389,1057,952,2011,2372,1835,4201,698,692,1393,2454,1897,4355,22,15,37,113,145,259,68,85,158,102,136,242,131,161,299,1345,1347,2698,379,247,627,475,301,776,257,143,404,155,82,238,43,42,85,0,0,0,0,0,0
