SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
202021030,1645,903,783,1187,1346,1289,1123,551,275,9100,0,0,0,0,4,0,0,3,0,10,0,3,0,3,6,3,0,0,0,16,23,107,49,39,38,44,52,36,13,397,0,0,0,0,3,0,4,0,0,13,3,0,4,3,0,3,0,0,3,22,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,104,50,43,50,53,64,37,20,461,33,108,54,43,52,53,60,39,20,468,1675,1008,836,1227,1398,1344,1189,586,296,9564
202021031,1399,676,437,946,1077,930,718,277,110,6566,0,0,0,0,3,0,3,0,0,7,0,0,0,0,4,4,3,0,0,18,15,26,24,21,16,26,42,9,6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,22,25,24,34,49,8,8,208,15,26,22,26,26,34,53,8,8,211,1410,701,458,972,1096,960,774,282,118,6780
202031032,813,426,305,494,682,695,473,184,63,4130,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,3,0,0,6,21,23,17,8,13,11,8,8,3,107,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,17,13,19,14,13,10,3,130,21,23,17,13,16,14,13,10,3,134,831,452,325,506,699,712,487,194,61,4265
202031033,1095,552,438,658,923,1178,974,538,225,6586,7,0,8,0,8,9,3,0,0,30,3,4,0,3,0,7,10,0,0,26,10,35,32,20,19,46,38,12,4,222,0,0,0,0,0,0,10,4,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,15,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,38,24,29,52,68,12,4,293,29,36,39,27,33,65,68,12,4,319,1121,587,478,686,958,1244,1044,551,236,6900
203011034,1641,727,709,985,805,603,413,189,100,6169,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,20,30,16,13,9,11,19,11,9,145,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,20,14,7,11,20,15,9,159,26,27,23,14,7,11,20,15,9,165,1665,758,732,1005,812,612,434,198,109,6327
203011035,1466,671,619,921,1066,941,618,197,40,6532,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,3,3,0,0,10,23,24,20,15,18,18,11,3,4,123,3,0,3,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,24,25,19,20,26,14,3,4,159,30,22,25,15,22,24,16,3,4,167,1492,691,643,935,1080,967,636,202,43,6698
203011036,1072,571,433,675,843,856,596,257,107,5410,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,3,3,0,0,13,30,26,24,16,10,22,9,10,9,167,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,27,22,19,25,17,9,9,201,34,35,27,22,19,25,17,9,11,202,1105,609,460,705,858,882,611,266,118,5614
203021037,2276,1680,2080,1641,1560,1419,1231,843,573,13305,3,3,0,0,0,4,0,0,3,7,0,0,3,0,0,3,4,0,0,12,40,84,89,44,37,30,28,4,6,368,0,0,0,0,0,3,4,0,0,16,0,0,5,0,0,0,4,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,92,99,53,44,48,42,8,6,423,44,94,96,53,44,46,42,8,8,431,2319,1770,2178,1693,1599,1472,1269,845,584,13737
203021038,4924,4044,3176,2907,3297,3062,2201,1233,395,25243,10,11,13,10,3,4,0,3,0,57,5,19,3,4,3,3,0,4,0,34,136,206,124,97,90,67,26,20,8,767,0,8,0,3,3,3,3,0,0,20,0,3,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,233,131,109,95,77,29,27,8,839,151,246,139,119,102,76,36,28,8,894,5069,4294,3318,3025,3398,3145,2237,1259,399,26139
203021039,1715,1598,1910,1464,1624,1663,1051,599,297,11925,0,5,3,0,0,0,3,0,0,8,0,8,5,12,17,11,10,0,0,62,46,160,163,114,112,137,142,102,80,1067,0,5,5,11,9,4,10,0,0,37,0,0,0,4,13,3,0,0,0,26,3,0,6,3,3,0,3,0,0,23,0,0,0,3,8,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,52,172,192,150,165,169,158,103,80,1248,52,176,194,150,165,169,166,106,83,1253,1771,1773,2104,1616,1788,1827,1213,710,379,13183
203021040,3296,2306,2983,2558,2465,2112,1417,934,468,18537,0,3,0,0,3,0,3,0,3,17,0,0,0,0,0,0,0,0,0,6,51,103,84,37,46,39,33,11,15,415,0,0,0,4,3,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,105,87,47,50,53,43,13,13,463,55,104,89,47,57,53,44,13,15,478,3349,2414,3071,2604,2521,2161,1464,944,483,19010
203021041,4206,3139,3136,2928,2570,2239,1887,1184,870,22148,4,4,0,3,0,0,0,6,0,17,0,3,3,3,0,0,0,0,0,9,54,129,70,42,38,42,37,21,19,455,3,9,0,3,0,3,0,0,0,17,0,0,4,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,136,80,53,38,46,40,31,19,504,61,142,79,54,40,46,40,33,22,519,4266,3280,3215,2977,2610,2286,1929,1219,889,22669
203021042,4065,3491,2210,2659,2792,2499,1783,1053,404,20953,0,4,0,0,0,0,3,3,0,10,0,37,9,0,0,5,3,4,0,59,35,270,81,50,47,31,32,25,22,587,0,8,3,4,0,4,3,0,0,22,0,8,3,0,0,3,0,0,0,10,0,4,3,0,0,0,0,0,0,16,0,11,0,0,0,0,4,0,0,22,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,342,99,55,49,40,41,27,27,719,39,347,101,55,49,40,42,32,23,725,4097,3836,2311,2717,2841,2541,1820,1081,432,21684
203021043,3480,2152,2410,2639,2476,1914,1316,613,257,17264,3,3,0,0,4,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,46,66,56,43,28,22,25,13,5,296,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,67,62,50,31,22,26,13,5,313,50,72,62,50,30,30,25,13,5,323,3526,2225,2471,2688,2501,1945,1347,618,265,17586
203021044,2463,1406,1663,1517,1537,1345,1227,671,272,12105,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,40,57,44,21,21,27,22,13,6,250,0,0,0,3,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,59,48,27,23,38,24,13,6,279,39,62,48,27,23,40,21,18,6,284,2502,1470,1711,1542,1559,1388,1247,690,278,12389
203021045,2181,1734,1570,1528,1944,1841,1524,1021,513,13864,3,0,0,0,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,5,51,76,89,55,53,39,28,13,13,422,7,0,4,0,3,7,4,0,0,18,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,11,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,79,102,60,58,55,41,13,13,477,60,81,99,61,59,55,46,17,13,494,2243,1821,1672,1586,2004,1898,1570,1037,528,14357
203021046,1882,1223,1073,1250,1365,1242,821,444,242,9542,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,6,38,60,54,25,29,24,17,8,7,264,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,65,59,30,33,29,24,5,7,279,41,62,59,30,33,29,24,5,9,283,1922,1282,1135,1274,1400,1275,841,451,251,9827
203021047,2312,1575,1903,1693,1692,1625,1551,1061,597,14002,0,3,4,4,0,9,6,0,3,28,0,0,6,0,0,0,0,0,0,12,40,72,66,44,57,40,38,46,51,457,0,3,0,0,3,4,3,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,74,74,45,65,53,46,42,51,499,47,78,77,51,65,60,54,49,57,525,2356,1647,1978,1739,1753,1685,1603,1107,648,14529
203031048,2321,1356,1194,1459,1660,1802,1507,948,340,12578,3,3,0,0,0,0,0,0,3,14,0,0,0,0,0,0,3,0,0,3,53,51,51,35,34,33,20,18,0,294,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,5,0,0,7,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,56,36,36,33,23,18,3,311,56,61,56,36,36,33,29,17,3,326,2375,1417,1253,1491,1690,1835,1537,967,343,12907
203031049,691,356,360,463,626,789,632,326,158,4409,0,0,0,0,0,0,0,0,0,5,7,0,6,4,8,0,0,3,0,29,36,49,79,61,55,105,68,18,3,470,0,0,8,3,0,3,0,0,0,22,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,91,69,76,113,76,21,5,544,50,53,91,69,76,116,76,27,7,552,743,415,457,534,704,898,709,350,164,4959
203031050,4935,2110,2349,3145,2807,2861,2087,946,490,21733,6,3,4,4,0,5,0,3,0,20,7,0,9,0,3,0,4,0,0,26,84,113,102,71,60,76,94,44,19,659,3,0,5,0,3,7,8,0,0,20,0,0,0,0,0,0,12,4,0,18,0,3,0,0,0,8,3,0,0,18,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,96,123,117,73,72,94,115,50,19,750,101,126,120,79,72,97,114,49,17,769,5039,2237,2470,3224,2880,2959,2205,991,503,22506
203031051,873,485,389,581,851,1259,1402,655,282,6778,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,3,0,13,46,33,48,35,44,68,63,17,3,341,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,49,37,50,68,70,20,3,376,47,39,49,33,50,74,75,26,3,381,919,519,438,612,899,1330,1472,683,290,7161
203031052,501,265,188,310,431,576,717,455,211,3649,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,10,8,27,15,23,20,39,43,18,15,198,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,18,23,20,49,47,14,15,222,8,25,18,23,20,48,46,14,14,225,510,287,209,327,455,627,761,468,226,3879
203031053,4064,1647,1875,2731,2413,1996,1473,614,240,17054,3,0,4,3,3,3,0,0,0,18,0,3,3,3,4,5,5,3,0,28,68,63,90,82,97,85,73,31,8,597,11,7,8,7,0,7,7,3,0,52,3,0,0,4,0,5,13,0,0,25,0,0,3,0,5,0,3,0,0,14,3,0,0,3,0,3,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,88,71,109,105,108,114,102,36,6,739,86,74,108,105,116,112,108,35,6,760,4151,1727,1985,2843,2523,2114,1579,647,248,17810
204011054,804,420,461,597,782,1010,995,453,198,5713,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,25,45,57,45,53,60,59,15,10,361,0,0,3,3,3,3,0,0,0,12,3,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,64,49,60,69,61,15,7,399,32,43,66,49,60,69,64,11,11,410,834,461,529,647,843,1076,1057,464,202,6126
204011055,865,446,429,515,779,1050,954,517,244,5805,3,0,3,4,0,0,0,4,0,11,0,3,0,3,3,0,3,0,0,9,28,30,30,16,14,37,26,13,4,199,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,39,34,15,21,42,31,18,11,240,32,40,32,18,22,42,37,21,11,256,899,490,464,532,800,1098,984,537,253,6058
204011056,2727,1763,1451,1592,1935,1583,1272,675,231,13237,0,7,0,0,0,0,3,0,0,17,5,8,3,0,3,11,13,0,3,45,37,91,54,29,32,22,20,14,4,311,0,0,0,0,5,0,3,0,0,15,3,0,0,3,3,0,3,0,0,9,3,0,0,4,4,4,0,0,0,19,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,108,61,36,44,40,38,16,9,405,56,111,65,38,44,45,35,21,9,420,2784,1879,1514,1630,1983,1630,1307,697,240,13654
204011057,1504,752,663,899,1065,1271,1115,485,190,7944,0,11,0,3,0,0,0,0,0,18,32,38,25,24,21,14,3,3,0,163,559,457,348,383,330,237,202,57,9,2591,54,52,43,39,54,25,7,4,0,277,25,22,21,12,11,25,11,4,0,137,25,37,12,19,14,10,3,0,0,121,5,4,12,8,6,9,10,0,0,51,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,615,463,486,431,317,239,67,15,3337,700,628,468,489,433,317,240,72,12,3359,2207,1376,1127,1394,1499,1590,1351,552,205,11303
204011058,599,333,336,402,503,635,533,287,108,3728,3,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,15,20,16,11,26,38,22,14,8,178,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,21,13,38,40,30,15,8,199,22,29,21,13,36,42,30,15,9,207,624,356,356,420,537,674,566,302,118,3940
204011059,938,805,595,628,817,928,650,406,192,5967,11,0,0,0,0,0,0,0,0,16,0,6,0,0,9,4,0,0,0,19,24,27,35,26,9,30,11,12,7,186,0,0,3,4,0,12,3,0,0,21,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,29,46,30,24,56,22,15,7,252,29,29,42,36,24,56,23,15,5,269,967,835,646,661,839,984,679,426,198,6235
204011060,844,556,526,524,604,551,377,139,43,4164,0,4,0,0,0,0,0,0,0,8,3,22,16,5,3,3,0,3,0,52,9,44,17,11,14,23,22,4,3,149,0,52,52,10,7,6,0,0,0,128,0,10,7,6,3,0,0,0,0,31,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,7,12,0,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,136,106,38,33,29,25,5,3,385,10,140,103,38,33,30,25,5,3,392,856,695,631,565,639,584,400,144,50,4563
204011061,27,18,18,17,42,27,14,11,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,0,13,3,0,0,5,3,3,0,0,0,13,27,18,18,16,49,31,14,11,3,187
204011062,570,255,216,355,449,601,557,236,73,3312,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,18,18,15,12,14,13,24,3,4,116,0,0,0,3,4,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,19,15,15,23,18,22,3,3,137,16,24,12,18,27,24,24,3,6,150,588,271,225,373,474,623,585,242,83,3462
204021063,1551,1014,869,920,1252,1415,1298,848,457,9635,3,4,3,0,0,0,0,0,3,15,4,5,4,0,3,5,4,0,0,26,26,84,45,35,45,54,37,21,17,365,0,0,0,0,3,0,0,0,0,4,0,0,0,3,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,92,60,43,57,58,40,26,17,425,29,89,58,45,57,61,40,28,22,439,1586,1111,933,968,1309,1481,1335,877,481,10072
204021064,562,297,257,322,517,691,493,157,38,3330,5,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,4,25,15,30,17,3,17,12,3,0,121,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,30,25,9,17,16,3,4,143,27,18,31,25,9,19,16,3,4,146,593,316,291,349,527,707,503,153,40,3478
204021065,643,349,295,436,551,537,480,220,95,3608,0,0,0,0,0,0,4,0,0,5,3,3,3,3,6,9,3,3,4,36,9,16,3,7,17,17,10,4,0,83,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,22,8,11,21,34,24,10,5,154,12,22,8,8,21,34,29,15,5,157,652,375,304,452,571,575,505,231,100,3761
204021066,3250,1899,1852,2031,2230,2261,1901,1334,798,17562,0,6,3,0,3,3,6,6,0,29,6,12,7,3,5,17,3,3,0,54,89,124,123,89,83,86,73,46,42,756,6,5,4,3,8,11,3,0,0,34,0,0,0,0,0,0,3,0,0,11,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,101,137,141,100,102,112,93,56,42,889,101,144,149,103,109,119,98,58,45,920,3352,2048,1998,2134,2335,2373,1996,1397,845,18484
204021067,1708,812,619,1100,1431,1563,1127,481,143,8983,0,3,0,0,3,10,0,0,0,12,3,7,11,12,12,5,3,0,0,51,41,46,32,31,33,37,27,7,4,256,3,0,3,0,0,7,0,0,0,15,3,0,4,3,0,0,0,0,0,12,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,53,42,38,42,59,37,14,4,344,52,57,46,38,48,64,36,11,8,361,1754,866,664,1137,1474,1629,1170,493,147,9344
