SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
207011155,1797,452,159,4,3,2416,1422,309,84,3,3,1826,260,367,178,7,0,814,0,7,5,0,0,15,100,90,35,3,3,231,6,30,16,0,0,47,9,3,0,0,0,16,13,16,7,0,0,33,388,504,239,16,8,1151,17,4,13,0,0,35,43,27,9,0,3,82,3672,1301,502,25,15,5511
207021156,1778,209,58,0,0,2051,799,147,80,0,3,1034,374,81,104,0,0,561,15,3,3,0,0,15,115,32,16,0,0,166,6,0,0,0,0,8,8,0,3,0,0,11,18,3,3,0,0,21,531,117,130,0,3,785,11,0,3,0,0,19,100,4,6,0,0,112,3223,486,272,3,4,3992
207021157,2702,423,258,0,3,3386,1250,422,278,0,3,1949,661,406,481,0,3,1547,5,15,40,0,0,60,217,91,75,3,3,391,4,0,27,0,0,38,23,4,7,0,0,33,19,7,5,0,0,38,930,523,641,3,4,2104,128,10,32,0,0,173,125,45,32,0,3,201,5138,1421,1235,3,15,7817
207021159,2211,408,28,0,0,2656,1532,312,21,0,0,1862,336,159,63,0,0,552,3,3,0,0,0,8,109,18,16,0,0,142,0,4,0,0,0,4,3,6,0,0,0,6,14,5,0,0,0,17,458,199,71,0,0,732,16,43,0,0,0,57,93,36,4,0,5,138,4310,992,129,0,10,5447
207021160,1960,309,14,3,0,2286,1235,252,15,0,4,1496,384,172,13,0,0,570,7,0,0,0,0,6,113,54,0,0,0,170,4,4,0,0,0,3,11,0,0,0,0,14,10,3,0,0,0,15,523,232,15,3,0,775,16,0,0,0,0,16,116,16,5,0,26,166,3843,808,43,7,30,4736
207021424,2066,152,22,0,0,2252,1444,140,30,0,3,1615,344,115,60,0,3,515,0,3,0,0,0,3,100,30,11,0,0,139,0,10,0,0,0,8,8,3,0,0,0,11,6,0,0,0,0,8,453,157,71,0,8,684,20,24,0,0,0,39,67,28,13,0,44,152,4052,500,139,0,54,4741
207021425,1274,557,194,0,7,2028,661,566,192,0,9,1423,407,456,234,0,6,1108,8,23,20,0,0,48,137,91,38,0,0,277,0,0,9,0,0,9,12,7,3,0,0,24,20,9,3,0,0,27,584,585,308,0,6,1485,13,18,6,0,0,39,58,39,20,0,0,123,2591,1761,728,0,23,5103
207031161,2498,493,30,0,0,3019,2143,388,62,0,4,2602,651,465,233,0,3,1357,18,13,0,0,0,32,216,105,22,0,0,339,7,0,0,0,0,7,20,10,0,0,0,31,16,4,0,0,0,24,933,601,257,0,6,1800,26,13,0,0,0,38,113,31,8,0,0,152,5712,1525,351,4,13,7612
207031162,1215,227,20,0,0,1461,1121,181,12,0,5,1315,312,112,12,4,0,439,79,53,6,0,0,131,95,29,29,0,0,164,9,3,64,0,0,73,11,3,28,0,0,44,12,0,20,0,0,31,509,202,164,9,0,884,20,3,19,0,0,37,56,13,27,0,0,95,2919,634,230,9,8,3803
207031163,1242,428,200,0,7,1874,1186,434,271,0,6,1895,442,673,1194,0,8,2329,35,91,74,0,0,198,178,170,192,0,0,539,8,46,20,0,0,78,22,30,38,0,0,92,10,9,6,0,0,33,701,1020,1532,6,9,3267,73,94,18,0,0,186,97,66,67,0,6,241,3301,2034,2085,4,25,7459
207031164,1734,606,55,5,7,2407,1354,544,69,3,0,1965,501,530,208,0,5,1237,22,29,6,0,0,62,230,117,28,0,3,376,8,16,5,0,0,30,10,10,4,0,0,30,21,7,3,0,0,28,788,715,260,0,10,1767,26,14,0,0,0,33,75,39,8,0,0,120,3973,1907,395,6,14,6304
207031165,957,370,41,3,3,1376,734,267,33,0,4,1040,407,269,270,0,10,956,67,88,27,0,0,187,251,86,33,0,3,374,6,23,22,0,0,46,26,7,12,0,0,52,9,9,0,0,0,20,774,486,372,0,9,1640,19,68,23,0,0,114,75,40,10,0,3,126,2554,1235,479,7,17,4290
207031166,1382,227,7,0,3,1616,783,173,13,0,0,970,423,116,28,0,3,563,3,3,0,0,0,12,182,50,3,0,0,234,3,3,3,0,0,11,34,4,0,0,0,38,13,7,0,0,0,12,653,179,33,0,4,866,17,50,31,0,0,98,65,11,0,0,0,86,2904,632,86,0,11,3632
207031167,1061,267,81,0,3,1409,816,244,99,3,5,1166,182,361,146,3,3,701,0,5,3,0,0,9,60,68,33,0,0,155,0,16,0,0,0,18,5,0,3,0,0,3,3,9,4,0,0,19,252,456,188,5,4,897,12,8,0,0,0,26,38,17,7,0,4,63,2178,997,373,5,10,3561
208011168,1816,364,60,11,7,2259,1434,213,43,13,11,1711,234,131,45,4,3,418,0,7,7,0,0,8,79,42,12,4,0,133,0,4,6,0,0,16,7,4,0,0,0,14,14,6,0,0,0,23,339,189,70,11,3,612,17,9,0,0,0,21,84,18,5,3,0,111,3689,795,183,31,21,4721
208011169,2412,768,442,6,15,3628,1618,382,308,7,17,2339,449,471,555,30,3,1499,0,20,88,0,0,114,151,106,90,4,4,353,0,14,6,0,0,26,10,5,11,0,0,25,26,13,9,0,0,48,630,628,760,36,6,2066,17,14,34,0,0,74,97,38,47,0,0,181,4776,1835,1595,50,41,8290
208011170,1694,479,38,0,3,2220,1407,463,30,0,10,1912,412,316,32,7,4,769,8,4,7,0,0,20,128,85,16,3,0,233,0,0,48,0,0,50,4,4,5,0,0,14,15,7,0,0,0,23,566,414,121,6,4,1116,21,42,32,0,0,94,70,33,12,0,0,118,3758,1439,229,7,24,5455
208011171,982,248,63,0,3,1290,1123,356,90,19,3,1595,223,239,224,12,6,702,30,132,3,0,0,165,105,64,20,4,4,195,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,17,367,439,246,12,11,1083,16,8,0,0,0,21,53,21,12,0,0,86,2538,1079,413,36,22,4088
208011172,1695,430,206,8,7,2345,1532,396,149,8,14,2091,408,337,271,8,7,1029,109,116,183,0,0,410,131,88,49,6,0,275,3,0,3,0,0,10,0,3,4,0,0,10,11,6,4,0,0,15,660,548,519,18,5,1753,12,8,7,0,0,30,79,28,35,0,3,150,3982,1419,913,29,27,6376
208011173,1596,717,210,11,6,2541,1230,489,173,10,8,1909,265,393,391,18,5,1074,6,18,53,0,0,75,96,95,53,3,3,252,0,0,14,0,0,18,8,8,11,0,0,23,3,7,4,0,0,15,379,514,526,23,13,1453,15,12,18,0,0,48,80,51,30,0,3,159,3297,1775,960,40,24,6100
208021174,2213,494,186,3,3,2897,1878,590,155,0,4,2634,631,462,435,12,8,1550,9,23,41,0,0,68,193,119,60,10,3,388,0,4,35,0,0,37,15,5,9,0,0,31,17,10,8,0,0,30,864,621,580,28,9,2099,26,45,65,0,0,136,92,60,51,0,0,208,5072,1814,1030,35,22,7979
208021176,1092,604,184,0,3,1879,854,593,444,7,3,1907,290,715,1553,6,0,2565,3,29,63,0,0,99,123,182,173,4,0,482,0,11,9,0,0,25,11,6,14,3,0,32,11,13,19,0,0,37,439,956,1834,6,6,3242,12,10,11,0,0,34,70,59,67,0,3,193,2470,2222,2535,11,12,7255
208021177,1526,618,301,3,12,2455,1005,560,377,3,7,1947,259,523,1319,4,8,2115,0,47,12,0,0,63,125,192,279,0,0,602,4,4,45,0,0,54,14,7,10,0,3,33,16,23,15,0,0,54,425,795,1683,3,14,2922,23,14,19,0,3,66,70,55,61,0,15,201,3054,2044,2430,11,55,7590
208021178,1476,728,143,0,6,2355,1122,647,169,3,0,1940,317,461,541,6,3,1334,0,38,20,0,0,57,142,174,96,9,5,414,6,11,9,0,0,21,8,6,4,0,0,19,9,6,9,0,3,31,480,691,677,13,10,1870,14,16,7,0,0,36,72,47,22,0,0,145,3167,2124,1012,22,18,6344
208021179,832,314,243,7,3,1397,758,236,288,5,3,1291,149,220,896,22,0,1295,0,3,6,0,0,15,56,89,145,4,3,298,0,0,9,0,0,12,0,0,4,3,0,7,8,6,14,0,0,32,220,328,1082,28,4,1657,13,3,8,0,0,24,35,31,43,3,0,109,1851,907,1659,49,11,4473
208021180,608,191,25,0,3,834,562,213,80,0,0,858,225,304,193,0,3,715,8,63,0,0,0,78,74,51,26,0,0,149,4,24,0,0,0,27,3,3,11,0,0,17,5,3,0,0,0,12,318,452,225,0,3,998,11,3,0,0,0,16,38,30,7,0,0,66,1528,892,337,0,3,2767
208021181,783,216,54,0,0,1057,705,309,123,0,0,1133,209,244,623,0,4,1081,0,27,14,0,0,45,70,46,46,0,0,166,4,10,0,0,0,17,6,0,3,0,0,7,12,3,6,0,0,16,299,336,697,4,3,1336,7,4,3,0,0,13,32,21,22,0,0,69,1819,876,897,4,4,3602
208021182,854,348,138,8,0,1350,689,401,342,7,3,1444,270,354,1225,15,3,1874,0,6,14,0,0,24,120,104,126,6,0,362,3,9,8,0,0,20,4,8,9,0,0,24,8,5,3,0,0,20,409,490,1391,25,4,2315,10,3,14,0,0,31,34,27,27,0,0,92,2004,1273,1911,43,9,5237
208021426,1483,172,161,0,4,1826,1347,331,264,0,6,1956,478,199,213,3,5,902,17,10,5,0,0,31,141,40,42,0,0,235,6,3,0,0,0,10,6,3,0,0,0,10,18,3,5,0,0,21,672,261,264,3,7,1209,5,3,4,0,0,17,68,21,11,0,0,106,3588,787,705,5,16,5108
208021427,1451,156,170,0,3,1780,1303,267,218,0,13,1797,424,129,164,3,6,729,7,11,22,0,0,46,125,20,37,0,0,189,10,0,6,0,0,16,3,3,0,0,0,8,17,3,3,0,0,19,586,177,234,6,8,1006,15,0,3,0,0,19,87,4,16,0,0,115,3444,605,643,4,16,4716
208031183,759,66,129,0,0,949,1253,158,38,0,0,1456,140,30,14,0,0,176,13,0,0,0,0,13,40,7,11,0,0,53,3,0,0,0,0,5,3,0,0,0,0,5,4,0,0,0,0,8,193,36,20,0,0,254,7,0,66,0,0,67,31,6,13,0,0,49,2236,272,273,0,0,2777
208031184,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,13
208031185,937,521,89,0,0,1539,1066,575,115,0,7,1760,227,366,109,4,4,704,16,21,27,0,0,66,82,75,17,0,0,186,5,3,0,0,0,8,8,3,0,0,0,11,4,10,0,0,0,18,347,476,159,8,3,987,11,37,3,0,0,56,53,59,18,0,0,133,2408,1658,382,12,16,4481
208031186,760,567,312,62,0,1701,937,691,448,3,6,2081,280,560,546,3,10,1390,26,34,58,0,0,123,75,80,96,6,3,260,3,4,4,0,0,5,0,3,4,70,0,83,11,7,12,3,0,31,389,694,721,84,7,1891,15,5,11,0,0,36,64,42,51,3,3,172,2164,2007,1543,152,19,5885
208031187,621,64,31,0,5,713,753,71,53,0,3,875,105,21,35,0,0,160,21,0,13,0,0,38,37,0,11,0,0,55,0,0,0,0,0,5,4,0,0,0,0,10,3,0,4,0,0,3,174,30,66,0,0,270,14,0,0,0,0,14,40,3,7,0,0,49,1597,170,149,0,5,1920
208031188,2178,556,238,0,11,2981,1955,742,361,16,3,3083,499,604,536,17,8,1665,52,33,25,0,0,108,155,153,67,3,3,386,9,3,23,0,8,39,10,3,11,0,4,29,23,9,11,0,3,43,749,813,668,18,26,2272,21,10,20,0,4,60,132,43,93,0,18,292,5027,2170,1381,40,66,8682
208031189,1141,164,281,4,7,1605,1250,241,377,4,7,1879,269,83,411,4,0,772,17,3,13,0,0,34,77,25,64,0,0,168,0,0,3,0,0,4,4,0,0,0,0,3,9,0,4,0,0,13,377,111,494,8,0,995,8,3,0,0,0,19,49,8,21,0,3,81,2825,534,1182,12,19,4575
208031190,1032,527,103,0,3,1666,888,565,185,3,3,1647,236,599,587,19,6,1447,4,25,18,0,0,51,72,135,50,3,4,263,3,6,15,0,0,25,7,5,3,0,0,16,8,12,10,0,0,29,331,779,682,20,7,1821,11,14,3,0,0,29,37,44,27,0,4,109,2292,1927,1001,25,21,5266
208031191,900,52,15,0,0,968,1030,114,65,4,0,1205,336,77,151,4,0,570,13,26,48,0,0,81,98,15,17,0,0,134,3,7,22,0,0,35,14,6,6,0,0,23,6,3,0,0,0,14,481,133,243,4,3,854,11,5,4,0,0,18,55,18,12,0,0,79,2470,317,329,3,8,3125
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,1461,845,115,9,7,2432,1633,1052,180,0,18,2878,276,721,404,9,4,1419,26,68,79,0,0,174,89,157,57,6,3,312,5,9,13,0,0,31,4,9,5,0,0,19,5,9,0,0,0,15,410,969,560,17,10,1966,13,13,6,0,0,40,83,64,28,3,0,179,3593,2941,898,26,36,7504
208041194,1619,586,476,3,4,2692,1128,411,510,4,7,2062,239,299,1588,35,9,2160,0,4,56,0,0,59,86,89,241,7,3,430,0,15,39,0,0,52,7,3,21,0,0,25,8,7,12,0,0,24,338,417,1942,43,12,2755,15,38,43,0,0,94,66,20,77,0,3,165,3160,1464,3045,56,32,7761
208041195,1967,568,122,10,4,2667,1608,489,165,17,3,2284,400,508,884,82,7,1880,7,31,27,0,4,64,161,109,133,17,3,419,3,18,23,3,4,44,13,8,14,0,0,32,15,17,7,0,0,31,592,690,1082,100,20,2481,29,11,10,0,0,51,82,44,28,0,3,161,4283,1798,1405,131,26,7646
209011196,1434,17,0,0,0,1457,1089,31,3,0,0,1124,355,58,27,0,0,448,17,24,0,0,0,39,156,7,3,0,0,167,9,0,0,0,0,11,18,0,0,0,0,18,15,0,0,0,0,14,575,85,30,6,0,697,4,0,0,0,0,11,83,8,0,0,0,97,3197,150,38,5,4,3383
209011197,2612,191,17,0,3,2821,2715,292,28,0,3,3037,538,298,51,3,3,894,48,48,6,0,0,105,147,46,0,0,0,197,4,37,0,0,0,42,5,17,0,0,0,24,11,11,0,0,0,22,757,460,62,6,4,1283,30,24,0,0,0,52,106,34,8,0,0,149,6212,993,117,4,15,7338
209011198,1723,241,96,3,10,2070,1294,241,101,4,3,1641,431,348,458,5,10,1250,0,21,37,0,0,59,116,56,41,0,0,221,10,15,63,0,0,78,11,3,5,0,0,20,7,4,6,0,0,22,577,453,612,7,9,1656,18,9,26,0,0,52,81,21,18,0,5,128,3696,954,853,13,21,5535
209011199,931,272,11,0,3,1216,891,444,25,0,6,1367,566,412,60,0,10,1044,379,375,182,0,13,947,188,111,11,0,4,314,17,9,10,0,0,37,16,11,0,0,0,27,16,11,3,0,0,28,1170,932,268,0,22,2393,17,15,3,0,0,36,130,68,12,0,3,217,3145,1721,324,0,31,5227
209011200,1197,219,143,5,5,1568,921,265,157,0,0,1349,237,295,404,0,3,941,46,19,8,0,0,72,76,63,89,0,0,233,0,10,14,0,0,19,0,5,0,0,0,9,13,5,7,0,0,22,368,392,519,4,5,1298,15,4,4,0,0,21,44,12,21,0,5,85,2553,894,844,12,23,4321
209011201,1112,32,93,0,3,1248,730,30,78,0,0,838,157,14,217,0,0,396,0,0,0,0,0,0,57,9,34,0,0,100,0,0,8,0,0,13,3,0,0,0,0,3,4,0,4,0,0,11,225,22,268,0,0,519,0,0,3,0,0,5,51,0,4,0,0,58,2121,87,447,3,8,2672
209011202,2065,225,20,3,4,2308,2143,307,17,0,5,2475,465,260,50,4,0,777,20,24,0,0,0,49,149,58,7,0,0,214,7,3,0,0,0,6,9,3,0,0,0,11,4,7,0,0,0,11,650,346,56,5,0,1059,14,7,0,0,0,21,89,15,7,0,3,110,4954,902,100,6,13,5978
209011203,2366,242,3,0,3,2617,2110,293,0,0,4,2405,601,228,0,0,3,836,56,38,3,0,0,91,180,53,3,3,0,234,11,14,0,0,0,20,111,22,0,0,0,139,19,7,0,0,0,23,967,361,7,3,3,1338,18,35,0,0,0,55,117,41,0,0,0,154,5581,967,10,7,8,6575
209011204,1257,57,0,0,0,1312,1179,59,3,0,0,1243,363,102,10,0,0,476,51,43,0,0,0,91,114,23,0,0,0,138,12,3,0,0,0,16,10,0,0,0,0,10,11,0,0,0,0,16,563,168,10,0,4,749,20,0,0,0,0,20,66,8,0,0,0,72,3089,291,14,0,3,3405
209021205,863,163,27,0,0,1056,789,174,55,3,0,1017,230,220,316,4,0,775,9,4,22,0,0,34,129,49,57,0,0,235,0,0,15,0,0,17,20,10,9,0,0,45,7,0,0,0,0,12,399,287,423,4,0,1115,13,6,0,0,0,21,58,24,19,0,7,109,2120,651,532,4,9,3326
209021207,2662,353,64,3,11,3083,1683,846,101,7,10,2644,1116,1220,237,13,12,2597,342,312,152,0,0,803,353,174,21,11,3,566,13,15,5,0,0,32,44,24,3,0,0,70,36,14,3,0,0,57,1907,1750,422,28,15,4121,62,38,3,0,0,109,285,105,21,3,0,412,6593,3099,604,41,40,10370
209021208,2917,356,13,0,0,3283,1761,500,24,12,3,2298,784,1123,122,9,10,2043,74,72,22,0,0,168,286,172,21,11,0,497,5,19,9,0,0,24,28,28,5,0,0,64,34,14,3,0,0,52,1209,1430,177,20,9,2849,29,13,3,0,0,43,207,82,12,0,3,298,6122,2379,228,32,22,8777
209021428,1657,215,67,10,3,1953,1349,413,254,13,7,2034,777,477,815,34,15,2119,129,311,82,0,0,528,259,74,75,14,3,426,12,3,21,0,0,43,22,9,6,3,0,44,15,13,3,0,0,33,1224,887,1012,56,15,3198,23,11,5,0,0,36,139,56,35,0,11,244,4393,1584,1372,87,38,7469
209021429,1248,216,20,3,0,1481,893,367,78,5,0,1346,364,510,187,13,3,1080,9,37,33,0,0,87,157,116,23,6,0,306,0,6,13,0,0,19,4,3,4,0,0,19,16,5,0,0,0,26,559,684,264,18,4,1529,14,7,3,0,0,26,72,48,7,0,0,132,2778,1326,376,25,4,4517
209031209,2778,112,139,0,0,3025,3384,93,95,4,8,3576,362,92,108,0,3,565,20,6,6,0,0,37,153,21,22,0,6,199,0,5,16,0,0,18,3,0,0,0,0,5,11,8,4,0,0,20,559,130,155,0,5,846,34,10,3,0,0,46,96,19,11,0,0,126,6851,351,398,7,17,7628
209031210,400,0,0,0,0,404,612,0,0,0,0,616,46,4,0,0,0,52,0,21,0,0,0,22,35,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,85,25,0,0,0,116,3,0,0,0,0,3,15,0,0,0,0,16,1122,29,3,0,0,1155
209031211,409,0,0,3,0,415,714,3,0,8,0,723,62,0,4,0,0,66,0,0,0,0,0,3,31,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,10,109,0,3,5,0,113,13,0,0,0,0,14,34,0,0,0,0,33,1268,4,3,14,3,1300
209031212,668,0,0,3,6,679,762,0,0,0,3,767,38,0,0,0,0,46,0,0,0,0,0,0,70,0,0,3,0,69,0,0,0,0,0,0,4,0,0,0,0,4,15,0,3,0,0,15,128,0,3,3,0,132,14,0,0,0,0,14,26,0,0,0,0,26,1599,0,3,4,13,1628
209031213,1130,12,27,0,4,1172,1370,39,7,0,0,1421,108,15,20,0,5,143,6,0,0,0,0,6,38,4,0,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,11,168,15,20,0,5,210,16,0,26,0,0,39,41,0,4,0,0,52,2726,67,85,0,12,2895
209031214,815,3,0,0,0,815,1061,3,0,0,0,1072,75,4,3,0,0,82,0,11,0,0,0,9,56,3,0,0,0,62,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,134,16,3,0,0,152,14,0,0,0,0,14,40,0,0,0,0,40,2067,21,3,0,3,2100
209031215,1494,36,0,0,4,1536,2224,70,5,0,3,2296,206,68,3,0,0,275,9,9,0,0,0,20,101,10,0,0,0,110,3,0,0,0,0,5,0,0,0,0,0,3,6,3,0,0,0,13,330,90,3,0,0,427,14,0,0,0,0,14,76,10,0,0,0,88,4138,205,13,0,13,4361
209041216,469,61,127,0,0,656,722,146,29,0,0,893,125,236,248,0,0,615,7,0,12,0,0,15,41,25,34,0,0,90,0,0,41,0,0,42,6,3,35,0,0,39,0,0,0,0,0,7,175,267,368,0,0,811,11,6,74,0,0,91,22,13,18,0,0,54,1396,490,610,0,3,2502
209041217,874,90,3,0,0,973,481,88,4,0,3,579,252,171,20,0,0,444,17,27,0,0,0,45,95,30,3,0,0,129,3,4,0,0,0,10,12,0,0,0,0,15,11,0,0,0,0,14,392,231,24,0,0,649,5,0,0,0,0,5,60,6,4,0,0,72,1812,419,31,0,8,2272
209041219,2998,39,55,0,4,3094,2006,116,93,0,4,2219,943,152,228,0,4,1328,49,15,24,0,0,82,313,24,28,6,0,369,6,12,0,0,0,22,63,3,5,0,0,74,30,8,6,0,0,37,1404,204,289,8,4,1916,33,0,3,0,0,41,232,18,17,0,7,270,6672,383,458,8,16,7534
209041220,1784,359,7,0,0,2152,1879,426,23,0,0,2334,564,230,63,0,0,858,46,6,0,0,0,54,127,36,3,0,0,163,4,0,0,0,0,7,14,0,0,0,0,20,11,6,0,0,0,16,762,281,69,0,3,1119,17,3,3,0,0,23,122,22,0,0,0,141,4564,1085,108,4,3,5769
209041221,1321,101,3,0,0,1422,1344,107,0,0,0,1458,473,110,3,0,0,591,95,9,0,0,0,97,134,23,3,0,0,160,13,0,0,0,0,13,12,0,0,0,0,13,9,0,0,0,0,9,736,143,9,0,0,887,22,0,0,0,0,22,89,10,0,0,0,100,3507,365,8,0,3,3888
209041223,2971,57,43,0,0,3073,1466,160,65,3,4,1701,761,280,211,0,6,1253,62,6,9,0,0,73,315,48,44,0,4,403,7,3,9,0,0,23,52,9,4,0,0,72,30,4,0,0,0,38,1227,350,281,4,6,1868,27,9,3,0,0,42,254,27,10,0,4,296,5953,595,401,6,19,6975
209041224,1044,18,14,4,4,1081,2928,36,11,3,5,2980,514,65,20,0,3,599,7,10,0,0,0,18,187,4,7,3,0,201,5,5,0,0,0,9,11,0,0,7,0,18,5,0,0,0,0,10,736,81,23,7,7,857,17,0,0,0,0,17,114,5,0,0,0,124,4838,142,40,15,13,5055
209041225,941,29,5,0,0,975,1175,13,11,0,0,1204,204,44,10,0,0,260,19,12,7,0,0,38,88,6,3,3,3,110,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,13,333,67,16,0,5,426,14,0,0,0,0,14,89,5,3,0,0,101,2556,116,34,4,8,2713
209041430,934,77,0,0,0,1007,3623,371,4,0,0,4003,1031,228,5,0,3,1269,8,0,0,0,0,10,127,29,0,0,0,156,3,3,0,0,0,7,14,10,0,0,0,18,13,3,0,0,0,14,1196,266,5,0,4,1471,17,0,0,0,0,17,94,11,0,0,0,100,5853,723,8,0,4,6600
209041431,865,208,22,0,0,1097,1491,307,13,0,0,1815,470,239,48,0,3,759,49,13,0,0,0,58,131,34,3,0,0,167,3,3,0,0,0,10,15,3,0,0,0,12,13,0,0,0,0,12,677,290,52,0,3,1024,17,36,11,0,0,68,78,26,9,0,0,120,3135,864,112,0,3,4116
209041432,780,131,3,0,0,911,711,164,0,0,0,881,403,226,12,0,0,644,65,12,0,0,0,80,125,32,0,0,0,163,5,3,0,0,0,9,15,4,0,0,0,21,13,8,0,0,0,18,625,288,15,0,0,929,14,0,0,0,0,15,58,17,0,0,0,77,2193,593,18,0,0,2812
209041433,386,38,0,0,0,423,1579,230,6,0,0,1823,384,291,28,0,0,704,4,18,0,0,0,23,69,22,0,0,0,92,0,12,0,0,0,16,14,0,0,0,0,12,5,3,0,0,0,12,483,349,31,0,0,862,14,0,0,0,0,14,59,10,0,0,0,71,2515,628,46,0,3,3192
209041434,581,69,0,0,0,656,2815,169,17,0,3,3009,905,253,77,0,6,1236,19,5,0,0,0,22,114,24,3,0,0,138,11,5,0,0,0,17,17,5,0,0,0,24,13,0,0,0,0,16,1078,284,79,0,5,1449,17,27,0,0,0,47,76,14,0,0,0,88,4575,559,98,3,11,5246
209041435,553,42,0,0,3,604,2017,209,0,0,3,2232,381,148,7,0,3,529,10,3,0,0,0,9,60,16,0,0,0,75,9,0,0,0,0,4,22,0,0,0,0,21,4,3,0,0,0,6,479,169,7,0,3,652,10,0,0,0,0,8,53,6,0,0,0,59,3117,432,5,0,5,3557
209041436,794,108,40,0,0,939,1620,274,0,0,0,1898,376,276,0,0,0,656,13,11,0,0,0,24,90,25,0,0,0,121,4,0,0,0,0,4,20,3,0,0,0,21,12,0,0,0,0,12,510,316,0,0,0,832,68,0,8,0,0,80,52,17,3,0,0,75,3048,726,54,0,0,3829
209041437,284,7,3,0,3,296,1703,40,4,0,8,1751,332,81,48,0,5,462,0,0,0,0,0,0,73,0,0,0,0,76,0,0,0,0,0,0,14,0,0,0,0,10,10,0,0,0,0,10,421,82,49,0,5,557,0,0,0,0,0,6,67,0,3,0,0,71,2477,128,56,0,19,2677
210011226,978,221,17,0,3,1215,591,306,11,4,3,911,262,292,18,4,6,590,13,5,0,0,0,16,88,52,5,3,0,145,0,0,0,0,0,0,4,3,0,0,0,7,8,3,4,0,0,12,377,354,29,6,6,768,6,3,0,0,0,12,70,20,0,0,6,95,2022,903,53,10,20,3005
