SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
212011288,2654,2603,5255,218,215,430,19,18,38,811,896,1708,15,18,37,0,3,3,4,7,7,3,4,9,9,4,6,0,0,0,0,0,0,865,947,1811,21,23,45,11,15,32,1117,1198,2317,300,303,604,4074,4110,8185
212011289,5554,5297,10856,554,545,1098,45,30,73,1636,1710,3355,35,41,81,5,15,19,14,13,24,0,3,6,6,11,17,8,8,18,0,0,0,1750,1833,3584,76,76,159,31,27,63,2416,2487,4903,570,572,1136,8544,8356,16897
212011290,1998,1939,3932,245,287,534,17,16,40,815,926,1742,7,13,22,3,5,9,6,3,11,3,3,7,4,3,4,0,0,0,0,0,0,860,974,1827,16,30,49,20,12,28,1140,1302,2445,303,313,614,3439,3552,6988
212011291,3048,3099,6145,470,554,1024,66,70,131,3354,3757,7109,96,102,193,21,26,46,30,28,60,8,10,25,9,20,25,3,10,11,0,0,0,3585,4024,7607,295,328,624,59,45,107,4402,4953,9361,533,541,1071,7981,8597,16579
212011292,5560,5849,11416,957,1095,2046,112,114,229,4246,4611,8857,106,91,200,29,36,62,35,15,52,12,16,28,20,15,34,7,9,15,3,0,4,4577,4910,9491,506,617,1123,80,76,158,6116,6702,12818,715,826,1544,12399,13376,25777
212021293,6158,6838,12993,612,698,1314,58,69,129,2353,2591,4946,51,63,118,23,19,39,17,16,38,14,18,32,8,6,17,6,10,19,0,0,0,2542,2789,5330,403,471,869,54,53,109,3614,4009,7628,460,572,1028,10230,11416,21654
212021294,6355,6390,12750,687,707,1394,101,102,197,3080,3227,6312,100,101,200,27,35,65,47,44,89,19,16,42,11,7,18,10,12,26,0,0,0,3392,3547,6938,719,812,1531,46,33,77,4842,5099,9945,484,423,905,11679,11918,23596
212021295,2601,2622,5219,258,234,492,25,15,45,1123,991,2115,32,24,58,36,15,48,10,4,14,3,0,3,0,0,0,3,3,5,3,0,3,1243,1057,2297,857,589,1443,41,20,60,2400,1893,4292,511,454,969,5505,4974,10480
212021297,2857,2952,5811,160,171,330,34,28,60,1097,1095,2187,12,16,24,12,10,19,18,11,21,0,0,0,4,5,13,4,0,4,0,0,0,1176,1161,2333,467,486,951,31,16,48,1837,1833,3670,274,251,520,4967,5040,10007
212021299,2493,2389,4885,62,60,120,6,7,13,904,976,1886,4,6,12,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,925,994,1917,41,47,89,8,12,16,1031,1110,2146,185,204,388,3708,3706,7415
212021453,3745,3773,7516,146,152,301,13,16,30,1011,972,1980,11,8,24,7,13,22,3,3,7,5,4,15,0,0,0,0,0,3,0,0,0,1061,1021,2080,273,290,569,28,13,42,1512,1475,2987,327,333,662,5581,5588,11168
212021454,4169,4226,8397,270,269,535,28,30,54,1062,1014,2077,27,26,49,20,12,24,12,15,24,0,0,6,3,0,7,3,6,9,0,0,0,1148,1103,2251,370,341,713,17,17,40,1810,1736,3538,295,306,604,6274,6272,12543
212021455,4185,4213,8396,161,181,346,27,29,56,1312,1243,2558,44,40,81,13,15,30,16,9,24,3,4,7,0,0,0,0,0,0,0,0,0,1414,1342,2753,227,265,490,25,31,58,1826,1822,3648,264,231,498,6279,6268,12542
212021456,3704,3692,7392,199,173,373,37,28,65,1617,1605,3223,24,29,54,14,18,31,9,6,14,3,5,10,3,5,8,12,3,17,0,0,0,1718,1697,3419,442,505,944,52,57,108,2401,2434,4836,328,375,706,6434,6501,12936
212031300,5129,5131,10257,437,449,888,64,66,128,2251,2271,4528,57,60,119,20,15,37,19,24,44,4,3,14,3,8,17,9,3,10,0,0,0,2431,2458,4890,443,504,954,50,29,80,3367,3446,6812,749,732,1475,9240,9305,18546
212031301,2585,2775,5361,365,396,755,104,112,208,6196,6440,12633,113,93,211,52,52,106,32,45,80,18,18,39,11,12,28,10,14,21,0,0,0,6541,6791,13331,955,1176,2128,74,64,136,7932,8421,16352,526,588,1116,11050,11778,22830
212031302,4302,4287,8591,292,343,635,60,70,129,2945,2983,5925,67,65,127,31,27,55,21,21,40,8,10,16,7,8,17,4,3,3,0,0,0,3148,3180,6328,643,731,1368,40,29,65,4119,4277,8397,553,533,1083,8972,9098,18073
212031303,2168,2095,4264,139,143,289,11,20,28,1335,1410,2743,12,18,32,0,5,8,17,15,30,3,3,3,3,3,4,0,0,0,0,0,0,1382,1466,2851,47,56,105,12,6,18,1584,1677,3262,291,341,635,4044,4117,8167
212031304,2500,2455,4957,200,209,410,41,42,82,2937,2942,5881,53,45,97,19,22,38,21,8,26,11,11,18,9,12,22,3,0,3,0,0,0,3091,3080,6170,471,557,1030,53,47,98,3811,3895,7708,372,321,692,6689,6668,13354
212031305,6900,6808,13708,701,652,1359,83,74,154,2119,1887,4002,38,33,73,23,22,51,33,29,65,9,8,20,3,4,3,9,10,14,0,0,0,2318,2064,4386,1095,1175,2272,69,34,104,4186,3930,8119,859,833,1695,11949,11565,23517
212031306,3629,3663,7292,268,250,519,49,36,85,1816,1769,3587,27,21,49,21,13,31,13,12,20,3,4,13,4,3,11,10,6,10,0,0,0,1937,1865,3802,546,625,1171,48,87,133,2801,2826,5632,334,348,684,6761,6839,13603
212031308,2389,2327,4719,192,184,380,13,9,26,727,758,1486,15,17,34,3,0,5,11,0,11,0,3,3,0,3,3,0,0,3,0,0,0,771,801,1570,27,16,41,15,7,23,1004,1009,2013,291,251,537,3689,3581,7269
212031457,4036,4002,8041,175,172,348,38,34,76,1398,1448,2846,36,31,64,8,7,13,16,19,40,0,0,0,5,6,15,3,0,3,0,0,0,1508,1549,3054,198,241,439,21,16,36,1903,1977,3883,205,226,431,6148,6203,12353
212031458,4816,4889,9710,214,221,434,46,53,96,1616,1621,3239,33,29,64,11,12,21,22,22,45,6,4,9,0,3,7,3,0,6,0,0,0,1738,1747,3484,464,555,1023,34,30,67,2454,2549,5008,368,387,759,7643,7828,15471
212041309,3780,3829,7613,161,189,349,26,25,55,839,842,1683,18,23,45,7,6,8,16,17,29,0,6,4,4,3,7,4,5,7,0,0,0,919,918,1833,355,376,735,26,9,34,1456,1491,2951,256,267,523,5492,5591,11081
212041310,2955,2989,5948,255,221,475,58,40,97,1118,918,2036,27,17,44,17,8,25,13,12,31,12,7,25,0,4,4,5,3,12,0,0,0,1250,1015,2261,1220,1176,2391,31,19,53,2762,2427,5190,343,316,660,6065,5733,11795
212041311,5773,5670,11445,1418,1140,2557,102,83,189,2412,2076,4489,106,62,170,65,35,99,37,29,67,16,14,26,12,8,24,7,6,18,8,0,12,2776,2310,5082,3514,2493,6000,138,74,205,7845,6009,13851,1636,1311,2950,15254,12994,28248
212041312,6384,6572,12954,514,529,1038,50,48,93,1838,1664,3503,26,30,61,25,23,44,16,11,33,4,7,8,7,5,17,0,3,4,3,0,3,1979,1791,3774,1061,881,1946,49,17,69,3607,3222,6824,622,628,1251,10613,10416,21029
212041313,3309,3407,6717,223,233,451,21,24,40,875,909,1781,16,15,34,3,8,7,7,9,17,6,5,14,5,0,4,0,0,0,0,0,0,932,967,1905,142,127,273,17,8,30,1315,1342,2655,214,197,405,4840,4949,9781
212041314,6770,6882,13651,673,630,1310,57,58,112,3004,3085,6089,44,55,101,14,9,19,31,29,60,12,15,27,3,3,4,11,7,17,0,0,0,3176,3257,6428,786,1000,1782,45,27,70,4675,4915,9591,485,496,978,11923,12290,24221
212041316,2284,2305,4585,92,90,181,18,24,38,654,636,1294,10,8,21,8,3,12,9,7,8,0,4,3,0,0,0,3,0,3,0,0,0,705,685,1385,240,218,457,12,14,22,1050,1001,2049,188,216,407,3524,3522,7044
212041317,5374,5402,10778,724,710,1442,60,42,104,1474,1246,2712,51,39,93,18,15,32,12,11,20,3,0,4,4,6,11,9,3,14,0,0,0,1627,1358,2981,1932,1689,3624,88,61,143,4372,3819,8190,757,678,1436,10498,9904,20403
212041318,3667,3846,7512,236,227,462,13,13,28,1019,913,1931,14,13,27,12,10,21,15,9,31,0,0,3,0,0,0,3,0,5,0,0,0,1081,964,2042,543,622,1171,51,27,76,1911,1845,3753,306,266,571,5881,5952,11833
212041459,2512,2533,5041,298,245,548,31,36,62,1505,1346,2851,31,20,50,15,16,32,7,3,15,8,3,12,4,6,13,3,0,3,0,0,0,1610,1430,3043,920,933,1850,55,41,97,2880,2656,5538,448,428,875,5841,5616,11452
212041460,4543,4828,9371,440,426,863,45,20,58,1717,1565,3277,39,31,74,23,19,37,14,10,27,4,5,16,3,0,9,4,5,14,0,0,0,1851,1657,3505,1198,1195,2391,78,75,151,3559,3353,6911,532,514,1047,8639,8694,17333
212051319,4116,4492,8607,317,302,621,81,71,147,2072,2140,4206,70,50,121,35,30,60,29,30,63,14,10,26,11,14,24,14,6,20,0,0,0,2321,2357,4672,939,1007,1946,51,33,83,3624,3704,7327,590,594,1185,8329,8792,17119
212051320,2606,2702,5307,450,392,843,146,147,296,2045,1852,3893,101,99,201,63,68,122,59,54,120,67,75,143,15,22,40,35,43,75,0,0,0,2535,2354,4883,4436,4535,8978,68,50,111,7484,7329,14816,665,616,1282,10760,10647,21405
212051321,5800,6103,11906,397,403,805,64,81,141,1735,1726,3468,56,53,107,31,37,67,24,26,42,11,10,19,12,7,13,16,5,15,0,0,0,1935,1945,3883,1425,1429,2852,32,23,53,3787,3804,7592,321,363,688,9908,10273,20182
212051322,4772,5097,9867,350,370,721,60,65,122,1746,1632,3373,33,28,60,31,29,62,34,37,69,10,19,28,9,15,22,8,10,18,0,0,0,1929,1827,3761,1468,1644,3112,39,39,79,3794,3881,7674,390,470,867,8960,9447,18406
212051323,4178,4419,8601,251,273,528,64,53,117,1441,1447,2889,42,38,86,17,16,37,18,22,44,4,8,11,3,3,3,15,6,23,0,0,0,1606,1600,3208,805,866,1670,22,18,44,2688,2768,5456,274,305,582,7145,7498,14637
212051324,4718,5214,9930,331,345,680,52,47,97,1829,1823,3652,42,36,83,27,27,57,32,31,62,17,19,34,4,0,12,12,11,18,0,0,0,2020,2000,4021,891,928,1815,29,24,48,3277,3291,6565,442,429,872,8428,8937,17362
212051325,5479,5672,11148,333,371,708,45,47,88,1783,1723,3504,49,38,83,27,24,49,17,14,37,10,8,17,8,9,12,4,5,11,0,0,0,1939,1866,3806,690,702,1394,39,55,97,3001,2993,5996,497,531,1031,8976,9202,18170
212051326,5211,5608,10817,390,381,772,68,63,127,2158,2026,4184,55,72,127,25,22,46,20,40,59,20,16,34,9,12,14,16,12,32,0,0,0,2372,2259,4630,1265,1278,2548,56,35,93,4080,3958,8042,589,609,1197,9881,10170,20049
212051327,6110,6409,12521,348,390,741,45,45,90,1514,1619,3132,40,39,83,12,10,23,12,11,20,12,12,26,3,0,7,8,14,15,0,0,0,1648,1745,3398,642,735,1374,22,23,44,2657,2895,5552,358,472,830,9121,9780,18901
213011328,1673,1664,3335,136,134,274,38,29,75,814,758,1577,26,18,40,13,4,18,4,9,17,3,0,3,0,0,0,4,4,8,0,0,0,904,829,1729,701,471,1171,46,47,94,1795,1473,3274,360,308,661,3829,3448,7269
213011329,3100,3177,6270,144,142,288,14,23,35,725,717,1449,6,7,19,3,4,9,0,0,0,0,3,5,3,5,8,0,3,3,0,0,0,757,776,1533,230,222,454,13,18,33,1150,1157,2310,191,213,401,4437,4544,8982
213011330,6493,6650,13144,696,713,1414,69,69,139,2454,2396,4858,53,56,108,39,27,69,24,22,46,15,13,26,17,16,28,8,10,15,0,3,0,2673,2618,5296,997,1084,2082,42,40,81,4411,4457,8866,810,842,1655,11722,11949,23664
213011331,2616,2795,5410,92,91,187,19,20,42,638,697,1338,7,10,16,5,8,14,5,0,5,3,5,11,3,0,5,0,0,3,0,0,0,679,749,1422,170,211,382,17,14,29,958,1063,2017,219,225,441,3795,4078,7874
213011332,4426,4484,8912,171,167,343,25,37,57,921,971,1892,29,23,52,16,17,27,10,13,20,3,3,5,4,3,8,0,3,8,0,0,0,1011,1069,2078,243,263,507,23,16,37,1447,1517,2961,300,264,571,6177,6266,12444
213011333,4188,4271,8456,172,176,348,30,24,56,1093,1043,2139,12,21,36,11,4,18,10,10,21,3,6,4,0,8,5,4,3,9,0,0,0,1167,1119,2290,373,426,798,23,28,49,1740,1751,3488,506,487,993,6430,6506,12936
213011334,5084,5299,10388,469,464,932,58,63,118,1500,1469,2976,41,43,85,11,15,31,14,7,22,7,4,6,6,9,16,5,4,7,0,0,0,1644,1611,3255,1228,1080,2307,58,43,108,3403,3196,6601,896,859,1752,9385,9356,18741
213011335,4576,4871,9442,365,336,701,42,36,74,1239,1093,2327,21,14,42,22,9,28,13,11,30,7,5,17,5,0,8,3,4,8,0,0,0,1349,1179,2525,1093,890,1988,36,27,63,2843,2428,5273,756,679,1436,8178,7981,16151
213011336,2182,2203,4384,200,181,379,38,28,65,881,781,1654,32,24,55,8,5,15,13,21,25,6,3,13,4,0,12,0,3,3,0,0,0,979,859,1843,892,722,1606,33,16,56,2106,1774,3883,419,364,781,4711,4338,9046
213011337,3097,3314,6410,285,314,593,22,11,34,984,852,1833,15,16,34,18,14,31,6,8,16,9,14,24,3,3,6,5,3,9,0,0,0,1059,920,1978,576,537,1110,41,49,88,1951,1813,3771,389,339,724,5436,5467,10901
213011338,5004,5291,10296,489,480,972,55,50,99,1428,1389,2819,50,46,102,19,8,30,25,17,47,12,17,29,3,8,8,7,6,11,0,0,3,1596,1543,3138,920,771,1691,50,35,83,3052,2828,5883,626,583,1210,8681,8705,17382
213011339,3225,3347,6575,214,194,401,36,35,76,1025,1081,2105,20,27,51,13,11,24,8,10,18,8,5,7,7,4,6,8,4,14,0,0,0,1116,1187,2304,529,580,1107,18,24,49,1874,1981,3858,407,412,821,5515,5743,11255
213011340,6383,6376,12754,241,212,451,26,33,58,987,1022,2010,24,19,41,6,12,19,7,6,16,4,4,10,6,5,11,3,0,3,0,0,0,1065,1096,2168,230,231,458,20,17,36,1553,1553,3114,375,405,782,8315,8337,16647
213021341,3210,3413,6623,368,390,761,60,61,122,1211,1369,2580,50,42,89,26,23,49,25,31,62,14,21,26,4,6,7,10,12,23,0,0,0,1395,1566,2964,340,377,719,28,14,50,2138,2347,4487,385,411,798,5732,6176,11906
213021342,5586,5838,11416,479,551,1029,50,71,125,1487,1495,2981,53,62,112,15,21,37,21,30,53,18,16,33,6,7,18,7,3,12,0,0,0,1662,1708,3369,495,560,1058,31,37,68,2665,2858,5522,498,535,1040,8752,9228,17975
213021343,3554,3779,7332,405,397,801,56,47,106,1308,1329,2635,48,60,107,14,18,35,23,31,52,4,3,9,0,0,3,4,3,7,0,0,0,1462,1498,2957,366,351,715,64,88,157,2294,2341,4634,483,501,979,6330,6617,12944
213021344,4207,4447,8655,477,557,1034,104,116,217,1920,1965,3883,80,99,182,30,39,72,54,44,97,17,26,51,10,17,29,19,22,36,0,0,0,2238,2327,4569,455,459,913,52,45,100,3219,3390,6611,422,429,848,7853,8270,16119
213021345,1539,1570,3112,35,32,75,20,18,35,375,412,790,9,21,27,9,8,21,9,7,9,3,3,5,0,0,3,0,0,0,0,0,0,426,478,905,141,191,337,11,7,23,623,715,1334,158,142,300,2312,2430,4747
213021346,4128,4422,8548,651,659,1313,86,109,201,1321,1279,2605,68,52,127,24,27,58,46,44,86,19,12,27,3,4,12,11,14,24,0,0,0,1578,1548,3124,337,335,672,16,28,40,2583,2569,5148,443,459,900,7154,7446,14605
213031347,4014,4257,8269,389,391,780,81,84,160,1885,1726,3609,52,58,111,34,37,76,50,35,87,19,21,44,14,10,25,10,15,28,0,0,3,2144,1988,4131,1178,1099,2270,60,50,109,3761,3525,7288,765,688,1446,8536,8473,17008
213031348,2561,2511,5072,403,326,731,166,157,325,2123,1905,4030,112,115,227,47,48,98,51,55,109,25,28,56,14,14,24,40,36,81,0,0,0,2581,2365,4944,1552,1321,2870,87,68,158,4621,4078,8705,879,757,1641,8067,7350,15417
213031349,2587,2751,5342,232,242,471,87,73,159,1482,1420,2902,72,78,153,39,41,75,43,39,84,14,15,29,6,8,8,28,17,54,0,0,3,1771,1698,3466,680,707,1388,37,30,65,2714,2676,5394,380,418,804,5682,5850,11531
213031350,2069,2097,4170,130,156,283,76,83,157,1096,1175,2280,49,43,95,24,25,46,39,29,67,18,7,26,3,9,6,11,16,28,0,0,0,1321,1385,2709,334,345,687,22,24,39,1810,1908,3721,260,286,544,4142,4296,8434
213031351,2597,2618,5210,176,157,331,65,66,130,1323,1213,2537,76,59,130,26,28,52,14,17,31,15,7,21,4,7,12,5,11,17,0,0,0,1530,1399,2930,701,561,1267,45,29,78,2454,2146,4599,405,355,754,5457,5116,10570
213031352,3540,3835,7376,354,420,783,115,128,237,1509,1569,3081,78,100,177,23,24,53,39,36,70,12,8,18,6,15,19,32,24,56,0,0,0,1822,1899,3721,407,443,854,53,37,84,2636,2797,5437,402,437,839,6580,7073,13649
213041353,5223,5316,10547,1061,1317,2379,70,73,140,1933,2060,3996,53,58,115,23,21,49,36,39,71,21,15,38,7,9,22,14,11,25,0,0,0,2160,2292,4451,130,154,288,43,70,115,3398,3837,7237,573,587,1162,9192,9745,18937
213041355,5259,5361,10619,390,411,799,86,77,164,2482,2603,5084,36,29,72,30,28,51,11,18,26,0,4,4,7,9,21,7,7,10,0,0,0,2663,2777,5433,392,434,827,40,26,62,3479,3645,7123,470,489,955,9208,9497,18700
213041356,5073,5121,10198,488,533,1018,76,73,147,1855,1976,3832,58,60,117,18,29,51,25,26,56,14,11,21,10,13,28,3,0,3,0,0,0,2063,2192,4254,262,297,554,55,36,91,2861,3057,5917,674,699,1373,8612,8881,17490
213041357,4661,4778,9439,723,729,1451,134,141,271,3327,3460,6787,88,104,191,41,49,84,45,41,84,33,34,62,6,10,19,4,7,13,0,0,0,3680,3844,7526,428,534,967,51,59,109,4878,5171,10045,822,901,1719,10356,10846,21203
213041358,4057,4116,8174,504,567,1063,85,94,183,1985,2251,4238,74,53,126,48,51,99,30,33,64,18,27,51,3,3,4,12,9,21,0,0,0,2257,2527,4783,253,315,563,44,38,86,3054,3441,6497,621,609,1235,7734,8165,15908
213041359,544,491,1037,11,11,19,10,7,20,177,154,337,12,6,12,0,3,4,0,0,0,0,5,4,0,3,3,0,0,0,0,0,0,198,175,380,24,12,34,4,0,4,234,200,437,940,530,1475,1726,1222,2950
213041360,5287,5355,10642,358,380,740,67,66,132,2020,2144,4162,24,37,60,29,27,51,22,15,34,7,3,8,3,7,8,3,3,9,0,0,0,2172,2300,4471,408,438,848,32,22,49,2965,3142,6113,329,356,687,8584,8859,17437
213041461,1360,1553,2919,42,41,88,11,13,19,469,487,962,10,5,14,8,7,14,3,8,11,0,0,0,0,0,3,0,3,3,0,3,3,500,528,1024,111,115,227,0,6,7,657,691,1344,78,99,181,2096,2347,4440
213041462,1559,1564,3118,54,48,101,39,35,70,635,647,1289,4,3,8,10,7,19,4,3,13,4,7,8,3,3,7,0,0,3,0,0,0,705,710,1418,194,215,409,17,11,24,973,985,1957,122,140,270,2655,2694,5341
213041463,5053,5134,10187,628,645,1276,97,105,205,1980,2058,4040,61,68,122,42,29,67,33,24,58,26,33,60,6,5,14,16,15,27,0,0,0,2254,2338,4598,526,639,1164,25,23,47,3438,3644,7077,538,510,1047,9020,9285,18309
213051361,5816,5860,11675,276,264,544,67,58,126,1669,1612,3282,40,44,86,19,25,51,16,23,35,10,16,23,11,11,23,3,3,5,0,0,0,1848,1784,3632,472,539,1007,37,29,67,2634,2616,5243,548,515,1067,8999,8996,17991
213051362,5467,5585,11056,338,342,681,65,66,132,1601,1618,3217,57,58,119,22,21,45,22,21,45,14,13,25,8,8,13,8,3,7,0,0,0,1796,1803,3598,819,821,1641,48,47,95,3003,3015,6019,518,526,1047,8987,9133,18113
213051363,1350,1288,2638,141,131,269,54,58,116,1373,1228,2601,42,36,81,19,25,44,16,23,34,24,21,43,5,8,18,11,11,22,0,0,0,1551,1407,2958,813,733,1542,32,26,51,2530,2296,4827,319,260,579,4203,3847,8046
213051365,6437,6491,12930,889,940,1824,265,271,537,4534,4325,8861,113,121,227,71,67,147,74,78,148,33,20,56,27,20,45,32,27,55,0,0,0,5150,4925,10077,1789,2105,3894,63,70,126,7889,8039,15920,873,837,1711,15197,15365,30562
213051366,2867,2844,5711,460,431,887,193,182,382,3801,3392,7192,93,91,185,68,47,110,55,31,88,19,27,54,15,18,28,20,23,43,0,0,0,4268,3816,8080,1530,1751,3280,61,51,116,6309,6047,12359,1630,574,2203,10808,9466,20272
213051368,3005,3070,6072,308,344,653,41,47,84,1101,1153,2254,34,42,75,4,9,10,13,16,29,6,9,15,0,0,0,4,3,8,0,0,0,1213,1273,2487,310,342,654,18,13,29,1846,1973,3819,376,408,787,5230,5447,10681
213051369,4873,4960,9839,820,899,1720,138,134,271,2806,2933,5742,91,94,181,46,40,84,48,40,88,29,28,62,26,26,51,8,8,14,0,0,0,3189,3310,6494,620,811,1432,66,58,122,4695,5073,9767,628,598,1227,10199,10633,20826
213051464,1777,1716,3489,299,280,580,179,162,341,1719,1711,3434,133,122,257,46,48,101,52,46,97,19,22,42,18,20,36,26,35,62,0,0,0,2193,2172,4361,854,933,1785,24,27,50,3373,3405,6778,334,311,644,5487,5430,10914
213051465,5550,5504,11045,577,608,1181,223,230,459,2059,2118,4178,139,151,288,66,61,134,54,59,111,22,19,42,15,14,26,38,41,77,0,0,0,2619,2696,5316,1022,1240,2258,52,45,92,4268,4583,8851,454,453,912,10271,10538,20808
213051466,1824,1781,3604,261,259,519,147,158,305,2382,2261,4648,125,125,256,56,57,116,42,53,92,24,25,47,7,17,22,22,29,53,0,0,0,2813,2719,5536,1073,1166,2246,31,31,60,4186,4177,8364,272,274,542,6279,6231,12511
213051467,4963,5241,10208,429,494,927,89,93,184,1819,1877,3696,64,66,127,25,27,53,16,20,42,11,19,30,14,5,16,6,11,17,0,0,0,2041,2118,4161,779,819,1595,52,36,87,3299,3469,6764,663,749,1417,8929,9458,18387
213051468,3300,3265,6560,170,168,341,45,49,100,1343,1326,2673,32,31,64,12,8,21,17,27,40,12,11,24,3,9,15,8,8,12,0,0,0,1473,1471,2945,233,285,513,26,23,47,1902,1944,3848,318,334,651,5515,5546,11059
214011370,5204,5322,10527,615,698,1315,56,63,115,2357,2456,4816,70,56,122,21,19,37,15,15,29,8,6,15,8,0,5,5,3,8,0,0,0,2531,2627,5155,258,345,611,64,56,119,3470,3730,7202,681,747,1424,9358,9798,19152
214011371,4995,5276,10267,662,736,1399,79,93,168,2789,3076,5865,79,99,185,19,23,44,22,37,59,9,35,44,17,12,30,7,13,20,0,0,0,3029,3392,6418,448,516,965,88,66,148,4225,4708,8930,955,1050,2003,10175,11027,21200
214011372,4720,4976,9696,501,583,1082,63,68,126,2158,2259,4414,68,74,138,20,21,38,37,19,57,18,21,36,0,3,5,0,3,5,0,0,0,2356,2463,4823,221,255,477,67,49,121,3153,3350,6507,858,925,1778,8733,9248,17981
214011373,4924,5333,10261,435,476,907,51,49,100,2056,2221,4274,39,38,82,7,9,16,22,24,42,10,12,15,5,17,20,0,3,6,0,0,0,2193,2364,4554,215,243,457,47,84,133,2892,3162,6057,410,447,858,8225,8942,17171
214011374,6616,6962,13575,934,1021,1959,47,52,99,2299,2533,4836,55,49,106,14,13,34,22,26,44,11,16,22,7,3,10,9,12,15,0,0,0,2456,2711,5164,159,178,334,43,32,75,3592,3948,7537,592,580,1169,10794,11481,22276
214011375,4220,4169,8396,388,412,801,62,59,123,1853,2060,3907,63,80,141,14,12,27,13,14,31,13,15,22,8,4,13,6,5,17,0,0,0,2028,2251,4275,207,257,471,46,44,94,2670,2966,5637,657,690,1347,7549,7831,15377
214011376,3113,3173,6288,324,312,634,51,67,120,1841,1912,3756,34,48,85,3,0,5,20,17,36,8,5,15,3,0,3,4,8,11,0,0,0,1962,2066,4029,229,240,465,29,24,51,2541,2639,5179,251,255,501,5899,6069,11969
214021377,2416,2525,4939,383,402,789,57,68,126,1689,1812,3504,45,38,91,0,6,8,23,22,47,12,9,19,14,5,15,3,3,9,0,0,0,1851,1970,3821,73,100,177,26,17,43,2336,2496,4834,330,437,773,5084,5462,10543
214021378,1589,1550,3137,134,145,282,21,26,38,559,580,1135,14,14,31,10,3,13,8,11,11,0,3,3,0,0,0,0,3,3,0,0,0,608,636,1244,38,42,77,5,9,20,784,836,1620,202,206,406,2571,2591,5162
214021379,5243,5358,10601,1232,1387,2623,366,211,577,1978,2121,4100,279,174,456,48,24,72,106,61,168,27,22,57,48,33,85,38,24,60,0,0,0,2898,2673,5574,123,145,270,73,75,150,4327,4288,8610,744,769,1513,10310,10410,20721
214021380,5755,6629,12386,927,1078,2005,86,89,173,2605,3019,5624,90,106,194,10,15,24,34,41,77,9,26,33,12,10,24,10,10,21,0,0,0,2861,3310,6169,299,356,653,46,47,92,4132,4791,8926,650,843,1495,10541,12260,22806
214021381,4945,5210,10154,609,667,1277,44,51,103,1773,1918,3690,43,42,90,16,21,31,14,29,42,3,3,10,9,10,19,8,7,15,0,0,0,1909,2092,4002,331,371,700,24,20,48,2878,3152,6026,358,409,766,8185,8766,16945
214021382,4890,5154,10048,660,740,1404,64,84,151,1992,2204,4197,60,65,129,15,11,25,23,25,46,5,14,18,11,7,19,6,10,15,0,0,0,2172,2416,4595,236,230,463,46,58,103,3112,3453,6566,399,449,849,8409,9050,17465
