SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
206041125,12,8,37,6,12,11,0,0,0,89,0,0,0,0,0,0,0,0,0,3,16,23,3,0,8,3,0,0,0,55,4,11,3,0,0,0,0,3,7,33,541,1443,151,129,287,154,8,46,42,2805
206041126,56,20,221,103,30,23,6,17,3,476,0,0,0,3,0,0,0,0,0,12,31,36,3,11,18,7,7,9,4,130,11,21,16,12,7,8,3,3,31,102,1504,3771,634,740,985,543,73,283,164,8685
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,44,4,54,26,22,16,0,7,4,175,0,3,0,0,0,0,0,0,0,6,45,48,3,8,15,16,3,4,5,141,22,27,4,0,7,5,3,0,27,96,1561,3021,314,331,703,370,46,108,108,6557
206051129,35,19,108,51,35,30,6,6,4,293,0,4,0,0,0,0,0,0,0,3,29,74,7,15,19,11,0,4,5,178,14,25,11,6,18,7,0,3,21,107,1455,3371,602,630,755,432,63,132,116,7561
206051130,49,19,71,29,35,26,0,8,0,246,3,0,0,0,0,0,0,0,0,8,39,43,3,12,24,6,3,0,3,135,17,19,11,10,12,13,5,5,25,111,1820,2897,493,392,750,407,82,125,96,7059
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6
206051132,30,12,63,20,18,15,0,7,0,165,0,3,0,0,0,0,0,0,0,3,26,19,3,20,24,5,3,0,5,101,9,7,4,7,0,7,0,3,12,49,1071,2280,311,311,586,238,37,102,66,5005
206051133,96,30,254,113,64,50,3,32,4,653,3,0,0,0,3,0,0,3,0,17,45,78,12,14,28,21,0,3,12,226,25,42,20,15,18,21,3,16,38,212,2071,5138,1177,1105,1382,773,128,361,196,12339
206051134,61,13,158,50,37,21,7,19,3,375,0,0,0,0,3,0,0,0,0,5,31,45,10,11,34,11,0,6,6,155,16,24,22,12,8,9,0,3,18,120,1248,3354,753,694,858,536,86,244,113,7887
206061135,26,4,42,15,18,12,0,8,0,119,0,0,0,0,0,0,0,0,0,0,16,17,4,12,16,9,0,4,3,81,12,15,3,4,3,7,0,0,12,52,763,1757,223,262,466,313,20,88,69,3958
206061136,83,25,187,74,43,30,7,14,0,467,3,0,0,0,0,3,0,3,0,13,46,72,4,21,28,17,0,10,4,196,20,36,10,9,20,9,0,5,21,133,1794,4422,739,734,1021,656,63,190,133,9755
206061137,64,18,135,77,46,29,0,16,0,382,0,3,0,3,0,0,0,0,0,11,38,81,10,5,33,18,3,3,8,191,19,26,11,19,14,15,3,10,27,144,1916,4917,583,646,1091,715,66,174,143,10252
206061138,28,9,50,34,7,18,3,4,0,151,3,0,0,0,0,0,0,0,0,4,37,28,10,11,18,12,0,0,4,114,13,14,3,3,13,13,0,3,20,78,1139,2355,257,242,585,380,21,86,130,5197
206071139,19,4,62,34,16,5,3,8,0,158,0,0,0,0,0,0,0,0,0,6,22,32,0,3,10,7,0,6,4,83,3,13,8,10,8,5,0,3,8,64,712,2037,315,328,409,225,40,100,63,4240
206071140,12,3,47,18,9,9,0,3,0,97,0,0,0,0,0,0,0,0,0,3,23,64,9,15,26,6,0,0,3,145,4,26,3,3,4,0,0,0,16,54,594,2231,211,294,439,206,37,67,61,4145
206071141,18,7,69,18,9,16,0,6,3,148,0,0,0,0,0,0,0,0,0,7,19,41,0,11,13,5,0,3,4,97,8,11,5,12,3,9,3,4,8,65,608,1851,293,312,363,209,19,90,69,3814
206071142,21,8,45,26,9,10,3,6,0,130,0,0,0,0,0,0,0,0,0,4,25,47,4,17,16,9,0,3,5,124,15,14,6,16,7,9,5,9,8,88,746,2265,254,352,377,233,54,88,69,4444
206071143,24,9,77,21,19,16,0,0,0,161,0,0,0,3,0,0,0,0,0,3,31,58,11,18,19,12,0,3,7,161,6,24,7,11,8,3,3,0,9,65,982,3021,411,427,532,262,42,76,81,5842
206071144,83,28,204,105,62,57,5,25,3,569,3,0,0,0,0,3,0,0,0,9,53,110,10,29,41,22,4,6,15,287,24,32,13,20,26,14,5,17,37,192,2793,6882,1080,1064,1550,928,144,340,187,14968
206071145,14,4,36,24,13,9,0,0,3,110,0,0,0,0,0,0,0,0,0,3,26,40,0,11,13,3,0,4,3,103,5,16,4,3,5,5,0,3,5,52,713,2268,269,250,390,164,33,69,80,4239
207011146,24,5,16,15,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,3,12,21,5,3,5,7,0,3,3,65,3,10,0,3,0,4,0,0,3,22,625,1307,196,173,329,139,24,65,38,2883
207011147,30,8,43,38,25,19,0,6,3,177,0,0,0,0,0,3,0,0,0,9,17,38,3,3,19,7,0,3,0,96,11,23,9,5,9,5,0,3,25,79,1061,2431,339,333,663,376,50,106,105,5460
207011148,27,6,63,25,19,21,3,9,0,177,0,0,0,0,0,3,0,0,0,9,32,37,5,10,25,14,0,4,8,134,13,19,6,4,16,10,0,10,16,93,1318,3011,471,452,842,454,73,163,109,6902
207011149,35,15,55,51,22,22,8,10,0,219,0,0,0,0,0,0,0,0,0,3,38,47,4,11,13,17,3,5,0,132,18,12,9,7,11,6,3,7,21,91,1668,3805,413,469,934,465,49,155,120,8079
207011150,31,10,42,12,24,16,0,3,3,143,0,0,0,0,0,0,0,0,0,3,24,46,7,12,21,6,0,0,0,114,17,20,5,3,14,7,0,0,16,78,1481,3119,367,346,751,329,42,83,85,6597
207011151,43,11,100,50,30,30,5,8,0,282,0,0,0,0,0,0,0,0,0,3,38,71,5,12,23,15,0,3,3,171,17,37,0,9,8,16,0,5,22,108,1755,4857,597,724,1164,644,78,283,141,10246
207011152,38,13,54,25,27,19,5,3,3,194,0,0,0,0,0,0,0,0,0,0,31,35,5,15,23,16,0,6,0,124,18,18,4,4,4,4,3,5,16,67,1221,3138,394,426,733,391,68,149,90,6602
207011153,51,12,77,46,33,24,6,3,3,263,6,0,6,3,0,0,0,0,0,14,30,42,6,10,33,16,0,3,3,150,25,41,14,10,12,12,4,7,25,145,1950,4663,529,575,1052,534,72,170,162,9704
207011154,14,3,26,7,10,8,0,8,0,76,0,0,0,0,0,0,3,0,0,4,9,16,3,4,7,6,0,0,0,40,9,6,3,0,0,0,0,3,8,30,502,1106,156,159,285,138,19,50,22,2436
207011155,21,0,40,20,17,12,0,10,0,117,0,0,0,0,0,0,0,0,0,3,21,37,3,12,21,9,0,0,3,101,13,14,0,3,4,5,0,4,12,58,1366,2897,308,318,675,341,32,86,79,6099
207021156,17,3,51,21,21,26,3,6,0,155,0,0,0,0,0,4,0,0,0,8,13,12,8,8,9,4,8,3,0,51,11,15,13,5,6,10,7,6,13,77,580,1228,382,285,455,268,74,125,57,3462
207021157,40,9,111,33,26,41,4,28,9,303,3,0,0,4,0,0,0,3,0,10,14,21,6,9,11,16,3,6,0,88,16,10,18,10,5,13,9,14,31,129,1027,2357,670,566,830,559,130,265,134,6543
207021159,37,9,68,38,30,30,3,20,0,225,0,0,0,3,0,3,0,0,0,11,23,13,5,4,21,6,7,3,3,80,19,11,7,10,11,14,6,0,13,85,1110,1996,555,372,710,386,78,129,73,5411
207021160,26,7,54,31,21,30,3,6,0,190,0,0,0,0,0,0,0,0,0,4,15,21,7,6,14,3,3,4,0,76,12,10,17,10,14,14,0,7,16,94,759,1629,483,359,530,341,69,155,64,4375
207021424,29,8,64,32,27,23,7,6,0,194,0,0,0,0,0,0,0,0,0,3,3,21,4,8,22,8,0,3,0,76,11,17,7,10,8,11,5,8,22,88,785,1822,465,383,705,326,89,146,63,4786
207021425,23,6,78,35,14,12,10,20,0,200,0,0,0,0,4,3,0,3,0,13,3,10,3,7,12,4,5,4,4,59,18,19,12,3,13,10,8,9,15,100,640,1563,475,400,550,311,102,172,73,4292
207031161,27,5,84,32,30,23,8,15,0,235,0,0,3,0,4,0,0,0,0,9,27,32,10,8,17,10,0,6,5,110,9,17,22,17,11,11,3,13,20,120,1297,3141,764,600,934,431,145,240,107,7666
207031162,13,8,47,16,16,17,3,13,0,129,3,0,0,0,0,0,0,0,0,5,12,11,3,9,8,4,0,0,3,46,4,6,10,3,4,6,0,3,8,51,556,1424,394,283,455,198,58,110,41,3513
207031163,30,7,115,38,21,21,3,25,0,263,0,0,3,5,0,0,0,0,0,12,18,28,10,7,25,7,0,5,9,116,8,17,22,12,12,10,5,7,32,126,943,2564,705,629,828,494,109,286,114,6675
207031164,35,6,73,36,25,25,6,17,3,220,0,0,3,0,0,0,0,0,0,9,12,25,7,5,19,7,0,3,3,83,9,19,7,9,5,10,6,9,13,93,892,2574,594,543,773,391,118,192,80,6155
207031165,18,5,39,30,7,11,3,11,0,122,0,0,0,3,0,0,0,3,0,9,11,7,3,12,8,0,3,5,0,49,6,11,3,5,4,7,4,7,12,64,533,1292,308,367,415,297,71,208,61,3542
207031166,18,3,51,23,11,7,3,10,3,121,4,0,0,0,0,0,0,0,0,9,7,14,3,7,11,6,0,3,0,48,5,6,9,0,11,3,5,6,17,52,418,1128,374,306,445,225,69,189,51,3207
207031167,17,5,34,21,8,3,0,12,0,94,0,0,0,0,0,0,0,0,0,0,17,25,0,7,12,3,0,8,3,70,3,5,7,0,4,5,0,3,7,34,805,1904,236,239,463,198,37,90,49,4024
208011168,17,7,28,15,18,21,0,7,0,112,0,0,0,0,0,0,0,0,0,3,19,33,4,10,18,23,0,3,0,109,14,18,4,5,5,8,0,3,13,81,1143,1818,378,294,546,325,39,88,71,4691
208011169,38,7,63,26,30,14,0,11,3,186,0,0,0,0,0,0,0,0,0,3,37,51,3,11,18,14,0,3,6,146,28,30,8,4,9,9,0,4,28,107,2071,3626,411,436,805,514,46,132,152,8197
208011170,35,8,42,28,29,30,4,6,0,182,0,0,0,0,0,0,0,0,0,3,29,57,3,3,14,14,0,0,5,127,13,14,3,9,12,12,3,3,21,90,1316,2370,375,353,624,387,57,90,75,5646
208011171,37,13,52,32,23,26,0,3,3,184,0,0,0,0,0,0,0,0,0,3,19,15,6,3,12,5,0,0,4,64,9,9,9,7,9,7,3,3,3,66,819,1484,454,346,518,257,58,106,38,4075
208011172,31,14,52,36,21,29,3,11,0,198,3,0,0,0,0,0,0,0,0,7,30,49,10,7,12,12,0,3,0,128,15,15,9,8,9,13,4,3,6,83,1564,2552,466,490,704,366,59,102,76,6374
208011173,23,6,55,28,24,15,3,12,3,172,0,0,0,0,3,0,0,0,0,3,32,23,4,12,13,6,0,5,5,113,14,16,11,4,11,5,3,3,13,82,1478,2454,467,417,671,350,43,110,91,6079
208021174,39,19,136,44,39,41,13,19,0,342,3,0,0,0,0,0,3,0,0,14,24,56,11,4,17,12,3,4,4,135,19,22,8,8,15,9,3,6,17,111,1530,3296,739,645,1000,471,128,219,91,8118
208021176,40,12,128,45,28,40,8,23,3,331,0,0,0,3,0,0,0,0,0,5,25,27,5,9,25,14,0,7,6,115,4,23,14,12,13,7,3,6,30,109,1055,2958,701,565,892,515,124,264,124,7201
208021177,35,16,100,34,19,21,4,17,7,261,0,0,0,0,0,0,0,3,0,4,26,55,9,12,19,14,0,6,4,147,19,31,7,9,12,16,0,4,24,124,1507,3787,515,567,874,477,77,192,145,8132
208021178,21,8,82,45,25,30,3,11,0,226,0,0,0,0,0,0,0,0,0,3,25,45,13,15,18,13,3,4,0,128,21,17,7,3,15,16,5,0,17,108,1268,2927,491,526,766,454,82,155,100,6768
208021179,25,7,80,20,15,6,0,14,0,169,0,0,0,0,0,0,0,0,0,0,15,28,5,9,12,5,0,3,4,81,9,14,7,3,3,5,0,4,13,66,911,2143,346,336,529,291,51,113,64,4783
208021180,19,3,40,12,17,12,6,3,0,116,0,0,0,0,0,0,0,0,0,0,10,17,8,0,11,3,0,3,5,51,3,5,6,5,6,8,5,0,9,39,433,1141,309,253,344,177,58,106,38,2845
208021181,15,5,54,28,16,16,6,7,0,148,0,0,0,0,0,3,0,0,0,3,13,25,5,4,22,7,0,6,0,84,5,9,6,3,4,6,0,3,14,57,637,1507,377,312,485,254,70,137,51,3828
208021182,24,6,105,26,30,14,4,17,5,235,0,0,0,0,0,0,0,0,0,6,15,35,8,11,16,6,3,10,0,101,4,12,3,0,5,7,3,5,9,62,818,2260,524,473,642,366,109,232,78,5508
208021426,26,8,56,30,28,21,5,22,0,192,0,0,0,0,0,0,0,0,0,4,13,28,3,7,17,12,9,4,3,91,11,27,17,3,12,11,6,6,21,114,879,1914,598,487,658,352,93,177,76,5241
208021427,44,9,79,25,24,16,10,19,0,225,0,3,0,0,0,0,0,0,0,4,12,21,5,11,4,7,0,0,0,60,9,8,15,7,7,11,0,8,19,93,783,1578,611,383,632,264,77,141,64,4531
208031183,18,3,37,16,18,26,8,6,0,139,0,0,0,0,0,0,0,0,0,0,7,12,8,3,15,3,7,3,0,50,6,6,11,14,9,14,4,7,13,78,511,988,416,279,450,210,114,108,51,3126
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,12
208031185,28,11,60,23,33,25,10,17,0,207,0,0,0,0,0,0,0,0,0,3,18,13,8,4,15,0,4,0,5,63,16,8,9,3,7,7,4,12,16,91,693,1079,656,391,499,239,119,159,64,3900
208031186,29,8,86,41,36,25,13,16,5,259,0,0,0,0,0,3,0,3,0,6,10,25,7,10,11,7,3,7,5,81,11,10,19,14,13,15,6,10,27,120,698,1496,823,539,661,282,140,220,72,4932
208031187,10,3,34,16,22,12,3,10,0,98,0,0,0,0,0,0,0,0,0,3,10,6,3,0,6,3,0,4,0,30,0,0,8,3,8,3,4,3,10,39,194,437,329,211,231,128,76,89,19,1718
208031188,48,15,126,43,41,58,15,23,10,383,0,0,0,0,4,0,0,0,0,4,24,31,11,21,13,7,7,7,0,115,15,15,27,14,24,12,13,13,21,152,1207,2667,1111,704,1000,583,179,265,99,7819
208031189,13,6,73,40,28,25,7,17,3,206,0,0,0,0,0,0,0,0,0,3,15,19,6,12,14,8,3,0,0,77,11,9,17,7,12,9,3,5,13,87,735,1569,707,441,600,244,95,149,57,4600
208031190,42,11,73,43,29,24,8,9,0,238,0,0,0,0,3,0,0,3,0,4,16,27,6,6,9,11,0,0,8,81,17,16,13,12,12,3,3,3,12,84,832,1720,592,452,606,291,106,116,63,4789
208031191,19,3,72,25,21,22,3,9,0,172,0,0,0,0,0,0,0,0,0,3,19,16,3,5,9,3,3,0,0,61,12,6,6,10,0,7,0,0,12,55,502,988,429,277,412,196,71,119,53,3041
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,43,16,97,51,33,29,8,20,3,286,0,3,0,0,0,0,0,0,0,8,24,23,8,16,16,8,3,7,4,113,13,12,18,8,20,18,3,5,25,128,1305,2662,960,664,851,434,130,201,98,7301
208041194,37,11,76,38,23,17,0,17,0,225,0,3,0,0,3,0,0,0,0,14,34,42,8,14,22,21,0,4,3,155,12,24,5,12,10,16,3,9,5,88,1652,3809,467,448,957,546,76,193,110,8261
208041195,37,8,61,37,29,27,4,8,0,209,0,0,0,0,0,0,0,0,0,3,24,54,10,13,40,16,0,3,3,166,10,16,12,9,16,8,5,4,25,103,1521,3660,523,519,914,489,85,179,118,8005
209011196,18,6,52,27,22,15,3,5,0,155,0,0,0,0,0,0,0,0,0,6,0,6,6,5,3,4,0,5,3,35,0,12,9,7,5,6,3,3,19,67,368,814,487,388,394,189,100,177,67,2980
209011197,27,18,90,41,40,39,5,21,4,287,0,0,0,0,0,0,0,0,0,4,18,32,19,15,22,8,6,0,6,128,18,15,19,20,14,12,12,12,14,134,1003,2536,1197,774,933,371,146,234,88,7280
209011198,16,13,58,36,26,17,3,13,0,176,0,0,0,0,0,0,0,0,0,3,18,41,4,10,15,12,0,4,8,113,12,15,8,5,13,10,0,7,19,85,845,2475,512,424,638,273,78,171,73,5489
209011199,17,5,87,26,16,18,14,14,0,199,0,0,0,0,0,0,0,0,0,7,10,14,5,6,15,5,5,3,0,64,12,9,9,6,7,5,9,15,17,100,421,1508,589,519,503,213,164,232,72,4222
209011200,14,3,35,21,8,11,0,5,0,101,0,0,0,0,0,0,0,3,0,3,16,31,0,13,22,7,0,0,5,96,3,15,5,7,8,10,4,3,18,67,811,2207,357,338,537,237,45,100,54,4684
209011201,14,3,27,7,15,14,0,5,0,77,0,0,0,0,0,0,0,0,0,0,15,23,0,3,13,4,0,3,3,59,7,6,4,3,4,7,0,0,3,32,585,1429,192,151,369,183,21,53,37,3011
209011202,35,13,68,43,43,30,3,10,3,241,0,0,0,3,0,0,0,0,0,9,13,32,11,7,14,9,0,0,0,87,13,15,20,7,20,11,0,8,20,111,945,2166,883,598,743,269,97,181,81,5959
209011203,29,8,82,40,24,23,12,24,0,252,0,0,0,0,0,0,0,0,0,4,18,27,11,10,15,4,3,0,3,98,9,13,6,8,14,5,7,11,20,101,929,2433,895,633,805,312,139,202,68,6414
209011204,13,4,44,18,21,19,4,9,3,138,0,0,0,0,0,0,0,5,0,8,3,8,4,8,7,3,7,5,0,42,8,8,4,3,3,11,8,9,14,60,389,998,526,332,389,180,92,136,40,3081
209021205,13,4,35,32,19,11,3,13,0,137,0,0,3,0,3,0,0,4,0,10,5,13,6,3,7,3,3,3,0,46,7,0,5,4,4,10,4,10,8,58,436,1053,319,344,399,294,111,254,37,3259
209021207,49,14,220,67,47,34,29,48,3,501,3,0,0,0,0,3,4,4,0,12,11,38,18,17,28,10,10,13,4,145,14,17,36,24,25,27,20,42,55,249,774,2258,1192,972,1051,520,412,631,143,7950
209021208,41,9,152,49,41,41,18,51,10,415,0,0,0,0,0,0,0,9,0,10,20,36,16,9,23,13,10,11,7,135,23,17,47,22,29,11,17,38,16,217,737,2031,1129,713,896,465,273,527,104,6887
209021428,35,15,136,59,31,45,14,30,3,367,3,0,0,0,0,0,0,4,0,11,18,34,18,13,17,8,3,8,7,128,8,26,31,13,14,18,13,21,24,162,837,2535,814,792,854,451,179,361,97,6922
209021429,26,10,83,20,20,18,3,18,3,205,0,0,0,0,0,0,0,0,0,6,17,43,5,7,19,8,3,0,3,101,5,13,18,11,5,9,0,13,8,77,610,1801,497,428,507,281,102,168,57,4452
209031209,48,11,91,46,45,32,6,13,4,300,0,0,0,0,0,0,0,0,0,3,21,35,10,22,27,7,0,4,6,132,20,14,20,10,22,17,3,4,20,137,1588,3297,1138,791,1062,435,136,225,100,8766
209031210,9,5,13,15,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,16,3,3,13,0,3,3,3,0,3,32,166,418,271,154,136,51,39,59,16,1314
209031211,6,3,23,13,4,3,7,7,0,72,0,0,0,0,0,0,0,0,0,0,8,8,4,3,0,0,3,0,3,22,10,3,21,10,5,3,10,4,3,70,165,245,303,196,130,45,78,90,18,1275
209031212,15,6,22,6,9,3,6,3,0,71,0,0,0,0,0,0,0,0,0,3,4,7,4,0,9,0,3,0,0,29,13,10,16,8,10,4,3,0,5,73,321,595,386,159,230,82,55,85,27,1940
209031213,16,3,45,19,24,19,0,8,3,128,0,0,0,0,0,0,0,0,0,3,12,8,3,13,8,4,5,3,0,46,4,5,16,4,10,13,0,8,8,74,576,1041,559,308,392,197,93,107,44,3313
209031214,10,3,20,19,12,7,3,3,0,78,0,0,0,0,0,0,0,0,0,0,13,14,5,6,8,3,0,3,0,57,11,3,4,8,3,3,4,4,8,36,518,896,358,214,268,123,40,75,33,2529
209031215,25,7,95,41,37,23,4,10,0,238,0,0,0,0,0,0,0,0,0,7,15,13,7,10,14,3,0,0,4,64,11,3,7,10,5,6,3,9,17,77,741,1512,978,605,630,255,108,162,59,5059
209041216,3,3,30,12,20,13,4,13,0,92,0,0,0,0,0,0,0,0,0,0,5,7,4,0,7,3,0,3,0,33,4,7,6,7,4,4,4,3,4,39,290,743,255,247,303,189,78,117,33,2259
209041217,4,0,30,11,12,15,0,7,0,80,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,3,3,6,0,26,3,3,14,8,5,12,3,5,11,68,184,443,265,219,213,167,79,141,33,1737
209041219,17,5,164,46,37,37,36,32,4,381,0,0,3,0,3,0,0,7,0,19,6,11,16,10,15,10,21,19,3,101,9,8,42,26,18,19,21,46,23,215,391,924,935,617,610,359,364,466,101,4769
209041220,34,8,105,51,33,37,15,36,0,328,0,0,0,3,3,6,0,3,0,16,11,15,9,13,12,11,3,5,0,79,15,17,36,11,25,18,17,22,26,183,596,1344,996,656,770,432,268,318,89,5475
209041221,20,5,78,40,31,24,12,22,0,224,0,0,0,0,0,0,4,0,0,3,6,10,5,4,12,0,7,7,7,57,13,11,25,13,9,14,20,19,8,126,331,925,658,489,469,230,189,206,49,3543
209041223,25,6,129,56,37,30,29,46,3,355,0,0,3,0,0,4,3,3,0,14,10,4,15,12,9,8,10,17,6,87,11,12,45,29,16,21,29,41,28,245,309,755,783,600,491,334,362,417,88,4132
209041224,23,6,79,40,42,48,18,16,6,277,0,3,0,0,4,0,0,0,0,14,8,9,5,11,17,0,12,9,0,72,19,16,46,17,29,15,32,24,11,214,544,844,1151,612,625,272,327,269,72,4723
209041225,13,3,48,29,18,21,5,5,3,146,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,0,4,0,0,29,13,6,18,11,23,21,17,13,8,125,309,489,638,307,277,138,115,127,40,2430
209041430,47,10,151,85,70,67,23,24,3,476,0,3,0,0,3,0,0,0,0,9,21,17,16,16,17,8,10,3,3,93,11,11,22,23,19,15,10,6,27,147,910,1658,1472,955,923,473,277,325,99,7095
209041431,27,4,71,40,28,22,23,32,0,253,0,0,3,3,0,0,0,8,0,16,9,7,3,8,8,6,17,6,0,64,3,6,25,29,22,20,24,19,19,169,291,677,642,486,455,272,282,272,59,3433
209041432,14,0,60,21,15,20,9,32,0,169,0,0,0,0,0,0,0,7,0,3,7,4,4,3,3,4,3,11,5,39,0,4,14,13,9,10,12,8,15,84,197,368,368,313,272,152,177,199,49,2097
209041433,28,3,81,32,31,26,29,22,0,253,0,0,3,3,0,0,3,0,0,10,5,3,7,8,7,10,13,6,0,69,7,10,11,16,14,10,8,12,7,94,294,802,457,494,476,242,272,237,58,3338
209041434,53,17,128,65,51,49,24,33,3,412,0,0,0,0,0,0,0,0,0,3,13,8,9,11,9,3,18,6,5,80,5,6,23,11,18,15,19,19,16,138,585,1288,953,766,735,383,288,308,74,5389
209041435,18,11,87,32,33,39,12,17,0,252,0,0,0,0,0,0,0,0,4,3,3,12,7,14,10,11,8,3,3,65,12,4,15,13,14,11,13,6,19,115,464,1053,665,483,547,283,210,189,64,3957
209041436,25,3,91,29,40,15,15,11,0,229,0,0,0,0,0,0,0,0,0,3,12,3,6,9,13,4,7,10,4,58,9,3,14,11,12,9,6,17,10,96,403,849,630,493,522,265,182,218,49,3609
209041437,22,4,67,29,22,30,43,15,7,239,0,0,0,0,0,0,0,3,0,9,4,6,11,14,12,5,14,5,0,67,9,13,14,6,8,13,10,14,13,102,291,707,465,374,390,212,283,198,47,2964
210011226,20,11,39,18,20,18,4,18,3,150,0,0,0,0,0,0,0,0,0,0,4,12,3,5,5,3,3,0,0,37,4,4,8,8,6,4,10,7,4,65,331,689,412,266,322,184,94,104,43,2441
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,17,0,37,15,19,20,3,8,0,116,0,0,0,0,0,0,0,0,0,3,4,13,4,6,6,3,0,3,0,39,5,6,12,6,5,3,4,3,9,65,392,722,423,198,365,192,81,105,33,2519
210011229,33,13,126,56,37,29,21,23,3,345,0,0,0,0,4,3,3,3,0,14,22,22,13,27,25,8,10,8,0,132,27,30,33,20,32,23,21,31,33,252,1012,2321,1166,680,1062,484,282,306,138,7442
210011230,17,4,24,18,19,15,0,16,0,118,0,0,0,3,0,0,0,0,0,3,10,9,3,5,7,7,3,4,0,51,15,14,7,4,9,0,0,3,6,52,432,809,335,200,337,137,58,112,36,2463
210011231,13,9,40,20,23,17,0,4,0,127,0,0,0,0,0,0,0,0,0,0,9,23,6,6,10,9,3,3,0,65,9,8,5,11,13,5,5,3,5,75,632,1255,389,269,446,190,58,106,34,3374
210021232,22,10,68,26,18,20,7,14,0,179,0,0,0,0,0,0,0,0,0,0,15,23,5,16,15,8,3,3,0,81,11,9,13,6,17,9,7,10,3,85,694,1317,787,469,525,220,127,158,36,4350
210021233,9,0,13,0,5,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,5,3,0,0,26,9,15,9,8,7,3,0,3,4,51,219,469,171,111,102,62,22,38,24,1212
210021234,7,3,25,5,10,5,0,9,0,66,0,0,0,0,0,0,0,0,0,0,9,4,5,0,4,0,0,0,0,19,3,4,10,0,9,0,0,3,0,32,192,387,303,190,174,51,49,68,16,1430
210021235,14,7,35,23,24,15,11,20,0,146,0,0,0,0,0,0,0,0,0,3,12,13,7,8,5,3,3,4,0,66,8,6,30,11,12,16,12,25,13,127,423,654,638,330,308,158,153,209,38,2911
210031236,8,6,38,10,7,8,3,16,4,102,0,0,0,0,0,0,0,3,0,3,20,15,3,7,11,4,0,5,3,62,8,4,4,8,8,9,3,3,10,53,326,995,306,244,324,139,70,135,49,2577
210031237,20,0,66,25,16,19,6,9,0,162,0,0,3,0,0,4,0,0,0,14,7,15,12,13,12,4,0,6,0,61,6,12,15,13,12,9,11,14,21,113,288,840,518,419,320,189,220,241,71,3104
210031239,44,7,136,54,46,44,23,39,3,401,0,0,0,3,0,0,0,0,0,12,19,36,7,18,29,10,9,9,5,146,16,13,25,29,29,12,12,6,36,175,1093,2822,1181,834,1136,487,256,391,129,8329
210031438,28,10,177,59,39,37,25,43,6,421,0,4,3,0,0,3,4,7,0,22,7,9,12,7,14,5,12,11,3,89,15,19,45,13,25,16,21,32,35,213,575,1645,1092,787,745,393,386,555,111,6283
