SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
205041094,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,7,8,7,0,43,15,55,80,105,82,99,59,25,6,524,293,725,772,1292,853,963,591,223,55,5751,0,0,0,0,0,0,0,0,0,0,598,1259,1280,2118,1273,1388,825,259,68,9068,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,13,0,0,0,3,3,0,0,0,0,8,0,0,43,11,3,3,0,0,0,64,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,11,8,27,71,95,113,46,12,385,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,12,29,14,3,61
205041095,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,23,15,11,24,17,18,122,28,45,85,154,111,112,118,69,56,781,463,894,1018,1878,1106,1194,977,632,354,8527,0,0,0,0,0,0,0,0,0,0,834,1685,1880,3047,1706,1756,1060,585,264,12816,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,7,0,20,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,7,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,5,19,12,3,0,0,0,47,0,0,0,0,3,5,11,11,0,29,0,0,0,0,0,4,0,0,0,3,0,3,0,24,57,125,146,117,51,536,0,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,10,101,24,14,158
205041096,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,14,32,15,21,18,8,0,120,45,60,83,197,111,96,77,72,29,774,407,703,829,1618,906,932,786,559,277,7011,0,0,0,0,0,0,0,0,0,0,735,1338,1420,2418,1376,1309,850,477,225,10145,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,9,4,0,7,17,10,5,0,0,0,52,0,0,0,0,3,4,7,6,0,28,0,5,0,0,0,0,0,5,0,11,0,0,0,7,37,73,101,89,36,346,0,0,3,7,0,3,0,0,0,14,0,0,0,0,0,3,0,4,0,8,0,0,0,3,4,14,38,18,9,89
205041097,0,0,0,13,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,8,0,17,15,54,28,16,9,18,7,168,36,94,135,289,153,145,137,128,100,1216,799,1727,1655,3661,1767,1707,1323,835,407,13876,0,0,0,0,0,0,0,0,0,0,1611,3145,2850,5698,2727,2485,1624,908,329,21370,0,6,0,14,10,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,11,0,0,3,6,8,4,3,0,0,32,0,0,0,0,0,0,3,0,0,5,0,4,9,49,18,10,7,4,0,98,0,0,0,0,0,0,3,3,0,11,0,0,0,7,0,3,3,0,0,18,8,15,14,51,91,114,155,99,46,585,0,0,0,11,0,0,0,0,0,14,0,0,0,4,0,3,0,0,0,10,0,3,0,4,9,21,57,27,15,134
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,11,19,43,31,31,15,11,0,175,131,294,276,549,343,336,185,83,26,2222,0,0,0,0,0,0,0,0,0,0,262,583,530,944,574,560,283,101,26,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,34,31,19,8,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,16
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,10,0,0,18,10,25,13,45,42,33,29,17,7,220,87,255,181,364,320,376,324,105,30,2048,0,0,0,0,0,0,0,0,0,0,160,441,322,634,492,571,478,146,34,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,30,61,61,29,8,191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,3,3,38
205051101,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,12,9,6,6,3,4,36,15,51,57,141,79,109,97,40,19,603,418,876,726,1573,916,1090,825,427,194,7038,0,0,0,0,0,0,0,0,0,0,786,1651,1395,2541,1453,1711,1240,634,226,11635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,6,7,31,61,83,90,45,13,340,0,0,0,3,3,3,0,0,0,5,0,0,3,4,3,3,0,0,0,10,0,0,0,3,6,0,24,9,7,46
205051102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,17,16,45,16,39,30,14,5,181,110,243,193,479,280,319,199,82,23,1926,0,0,0,3,0,0,0,0,0,3,221,458,425,1187,499,493,302,117,38,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,23,38,9,4,106,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,10
205051103,0,0,3,14,8,3,0,0,0,22,0,0,3,0,3,0,4,0,0,11,0,0,0,0,3,3,0,3,0,5,0,3,4,10,9,11,14,5,4,62,32,42,55,138,99,97,61,47,19,591,468,885,815,1868,1036,997,755,490,297,7602,0,0,0,0,0,0,0,0,0,0,893,1634,1499,2779,1484,1423,998,615,336,11660,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,4,3,0,4,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,21,3,3,3,0,0,24,0,0,0,0,6,0,12,7,3,28,0,0,0,6,0,4,3,0,0,15,0,12,13,52,78,74,104,64,34,434,0,0,0,4,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,7,31,9,3,56
205051104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,0,0,19,7,20,13,47,36,51,52,25,20,276,102,250,233,465,391,482,381,208,96,2615,0,0,0,0,0,0,0,0,0,0,208,475,446,745,617,765,563,279,114,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,52,64,32,11,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,14,5,3,33
206011105,0,0,7,33,13,16,13,4,3,89,0,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,4,11,45,231,32,27,17,17,12,396,27,47,132,406,94,57,54,54,18,896,535,769,1907,6056,1293,1016,670,559,228,13030,0,0,3,4,0,0,0,0,0,9,1017,1302,2393,7349,1698,1150,459,150,58,15574,0,0,0,30,0,0,0,0,0,34,0,0,0,15,0,3,0,3,0,18,0,0,3,3,0,0,0,0,0,13,0,0,12,71,3,9,0,0,0,96,0,0,3,26,6,3,0,0,0,47,0,5,235,226,33,29,14,13,10,575,0,0,0,11,13,4,7,11,3,45,0,3,0,11,3,16,14,5,6,53,9,17,69,438,111,85,48,17,3,803,0,0,0,12,0,3,3,0,0,20,0,5,23,72,3,0,0,0,0,96,3,3,3,77,16,4,11,11,0,131
206011106,0,5,9,20,5,12,3,0,0,49,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,15,112,18,13,12,4,4,189,17,22,39,185,42,15,16,19,11,363,214,374,818,2816,567,407,281,227,84,5783,0,0,0,0,0,0,0,0,0,0,411,596,986,3344,737,423,196,65,20,6778,0,3,3,10,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,5,31,3,0,0,0,0,35,0,0,0,12,0,0,3,0,0,19,0,8,92,91,10,15,3,0,0,207,0,0,0,3,0,0,7,4,0,15,0,0,0,3,0,12,4,3,0,24,8,13,38,221,70,23,20,5,0,405,0,0,0,7,0,0,0,0,0,5,0,0,9,15,4,0,0,0,0,33,0,0,3,35,8,0,0,0,0,47
206011107,0,3,9,33,7,12,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,23,148,34,26,24,14,7,285,11,23,54,201,45,46,34,38,15,471,369,539,973,2878,810,639,426,332,172,7143,0,0,0,3,0,0,0,0,0,6,658,933,1298,3337,1051,687,308,116,101,8479,0,4,0,44,0,0,0,0,0,48,0,0,0,8,4,0,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,31,7,0,5,0,0,48,3,5,0,18,4,4,0,0,0,37,0,8,68,113,21,25,9,6,0,253,0,0,0,0,3,0,4,4,0,16,0,0,0,6,4,5,8,3,0,29,0,17,17,140,53,37,33,6,4,302,0,0,0,10,0,3,4,0,0,19,0,0,3,8,3,5,0,0,0,25,3,0,4,30,12,3,5,3,3,55
206011108,0,0,4,25,10,15,7,5,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,12,14,29,144,57,39,31,19,16,351,38,59,72,256,92,76,67,45,39,740,851,1290,1608,4772,1737,1322,873,698,349,13494,0,0,0,3,3,0,0,0,0,10,1489,2278,2370,5970,2136,1263,430,176,124,16231,0,8,9,42,3,3,0,0,0,69,0,0,0,9,3,3,3,3,0,20,0,0,0,7,0,3,0,0,0,8,3,3,0,40,5,4,0,0,0,62,3,0,0,23,7,3,0,0,0,39,0,6,117,169,56,72,11,4,3,442,0,0,0,3,8,16,10,24,6,73,0,5,4,18,8,17,11,3,10,77,5,23,31,263,116,75,39,9,14,565,0,0,3,5,5,0,3,3,0,23,0,0,3,24,9,7,3,0,0,46,3,5,7,45,16,9,13,3,3,109
206011109,0,3,3,25,3,9,0,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,41,12,11,17,8,3,96,12,32,33,86,54,43,26,19,5,312,338,620,604,1414,778,550,332,276,175,5083,0,0,0,0,0,0,0,0,0,0,610,1191,1046,1992,1143,628,212,140,151,7122,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,6,0,3,13,27,20,16,4,0,0,83,0,0,0,0,0,0,6,0,0,11,0,0,3,3,4,4,8,4,7,36,0,8,8,44,31,22,9,10,8,134,0,0,0,7,0,0,5,0,0,9,0,0,0,3,3,0,0,0,0,13,0,0,0,8,9,7,7,3,0,30
206021110,0,0,5,8,10,6,4,0,0,40,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,53,18,6,9,6,3,107,13,17,32,102,33,26,19,12,4,254,240,477,609,1538,719,481,284,220,85,4653,0,0,0,0,0,0,0,0,0,0,438,875,962,1960,1003,654,246,87,42,6271,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,0,0,27,0,0,0,4,0,0,0,0,0,4,0,5,56,53,29,27,6,3,0,167,0,0,0,0,0,8,3,4,0,14,0,0,0,0,0,0,5,4,0,10,8,14,12,89,58,64,32,5,0,285,0,0,0,3,0,0,0,0,0,5,0,0,0,14,0,4,0,0,0,16,0,0,3,8,7,3,11,3,0,36
206021111,0,0,12,42,25,22,12,4,0,117,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,5,23,193,35,25,22,21,8,332,26,50,81,325,114,89,62,60,34,850,659,1296,1405,4950,1884,1184,776,603,329,13097,0,0,0,3,0,0,0,0,0,3,1278,2365,2107,6253,2540,1425,581,225,158,16935,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,4,0,0,0,3,0,3,0,0,0,12,0,4,5,49,15,0,0,0,0,79,0,0,0,7,0,3,3,0,0,17,0,16,59,87,28,21,13,18,6,247,0,0,0,9,5,9,10,13,0,48,0,0,0,4,3,3,4,9,3,21,13,49,37,358,168,88,64,19,14,803,0,0,0,4,3,0,0,0,0,11,0,0,3,39,6,6,4,3,0,64,3,3,9,49,20,13,17,3,3,119
206021112,0,0,3,38,21,16,11,7,0,96,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,16,107,33,27,16,19,9,227,32,43,60,285,87,64,44,39,31,681,552,913,962,3852,1255,850,534,534,273,9728,0,0,0,0,0,0,0,0,0,0,1033,1656,1513,4733,1645,894,303,148,102,12030,0,0,3,19,0,0,0,0,0,23,0,0,0,4,0,0,3,0,0,12,0,0,0,4,3,0,4,0,0,13,0,0,3,29,10,3,0,0,0,53,0,0,0,11,6,3,0,0,0,19,0,3,29,73,23,38,5,14,0,189,0,0,0,0,3,11,7,9,0,39,0,5,0,0,3,9,7,12,6,38,3,15,24,222,106,53,26,11,9,462,0,0,4,9,7,5,3,0,0,24,0,0,0,23,3,0,0,0,0,28,0,3,5,29,14,3,3,0,0,63
206031113,0,6,17,95,42,38,22,7,3,230,0,0,0,4,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,10,13,48,264,59,42,26,13,7,475,44,49,54,225,71,56,45,18,12,577,497,790,840,2761,1030,804,446,289,124,7570,0,0,0,3,0,0,0,0,0,4,916,1351,1255,3140,1302,920,432,130,59,9499,0,0,0,3,0,0,0,0,0,8,0,0,0,4,8,0,4,8,0,16,0,0,0,3,0,3,0,0,0,11,0,0,0,21,11,5,0,0,0,34,0,0,3,16,3,7,6,4,3,45,3,0,40,82,23,29,18,21,26,247,0,0,0,3,9,0,8,3,0,24,0,12,3,5,3,8,3,4,0,53,4,13,16,136,65,56,27,12,7,335,0,0,0,4,3,0,0,0,0,6,0,0,0,13,0,3,0,3,0,23,0,0,0,19,8,3,10,0,0,45
206031114,0,7,6,68,24,17,11,3,0,132,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,11,24,177,59,31,29,21,20,378,26,61,108,310,101,100,61,54,47,873,649,1537,1897,4354,2083,1681,977,657,485,14319,0,0,0,4,0,0,0,0,0,3,1158,2724,3139,5032,2930,2307,1049,544,435,19318,0,0,0,29,0,0,0,0,0,34,0,0,0,15,3,3,4,4,0,31,0,0,0,3,0,0,0,0,0,3,4,5,0,17,10,0,4,0,0,49,0,0,3,13,8,4,3,3,0,35,0,16,53,152,63,44,16,11,6,357,0,0,0,12,22,18,23,6,0,83,3,7,0,23,13,14,13,15,4,84,4,26,26,131,101,80,72,33,17,493,0,0,0,11,6,4,3,0,0,26,0,0,3,14,3,3,4,0,0,31,0,0,3,11,3,12,33,14,9,86
206031115,3,4,19,60,56,60,23,35,13,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,113,298,80,39,36,18,13,666,36,45,78,209,58,56,24,32,7,546,312,444,836,2110,552,455,271,196,85,5262,0,0,0,4,0,0,0,0,0,9,487,691,786,1787,514,390,194,81,47,4967,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,4,3,4,0,9,0,0,5,8,4,3,3,0,0,19,0,3,3,18,4,0,0,0,0,30,0,0,0,14,5,0,3,0,0,25,3,0,145,178,36,22,10,29,14,436,0,0,0,0,0,0,0,0,0,7,0,10,0,3,0,3,4,3,0,28,6,5,13,72,25,17,26,7,0,171,0,0,0,4,0,3,0,0,0,6,0,0,0,17,0,0,0,0,0,20,0,0,6,5,3,4,6,3,3,28
206031116,0,3,8,36,11,7,11,3,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,7,13,104,24,13,13,13,11,201,13,21,32,146,34,57,33,33,27,399,379,734,912,2409,946,814,508,414,256,7380,0,0,0,0,0,0,0,0,0,0,719,1320,1438,2871,1439,1045,486,232,168,9725,0,0,9,7,0,0,0,0,0,10,0,0,3,5,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,0,0,18,4,0,6,0,0,34,0,0,0,3,8,10,7,0,0,25,0,7,38,96,16,20,13,13,3,214,0,0,0,0,7,12,3,11,4,38,0,0,0,6,3,9,7,4,3,42,10,17,6,99,59,44,44,17,12,301,0,0,0,5,0,0,3,0,0,10,0,0,0,14,3,3,3,0,0,27,0,0,0,22,5,8,16,6,3,55
206041117,0,3,80,48,19,32,7,7,3,193,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,19,153,304,81,46,33,20,11,666,31,28,387,320,73,60,23,22,3,948,217,313,4955,3195,547,446,304,176,108,10266,0,0,3,3,0,0,0,0,0,3,326,458,1268,1970,394,345,275,112,67,5212,0,0,17,16,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,6,0,0,16,10,0,0,0,0,0,26,0,0,27,47,3,0,0,0,0,81,0,0,3,31,3,3,0,3,0,48,3,26,3237,871,64,43,19,13,8,4284,0,0,0,3,3,7,0,3,0,19,0,4,5,9,8,6,6,5,6,59,3,4,83,131,37,35,26,13,5,342,0,0,0,3,0,3,3,0,0,8,0,0,24,38,5,0,0,0,0,68,0,0,18,29,0,0,11,0,0,62
206041118,0,0,23,24,6,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,50,176,21,9,6,0,0,288,42,15,141,335,84,55,37,6,0,709,274,121,1078,2661,522,411,195,46,9,5316,0,0,0,3,0,0,0,0,0,3,289,99,325,1116,462,404,218,51,9,2972,0,0,3,7,0,0,0,0,0,5,0,0,0,9,3,3,0,0,0,17,0,0,4,0,0,0,0,0,0,4,3,0,0,18,3,8,0,0,0,27,0,0,0,11,3,0,0,0,0,11,7,26,798,755,122,64,17,5,0,1797,0,0,0,0,0,0,0,0,0,4,0,3,0,12,8,3,0,0,0,23,0,3,26,102,40,42,26,9,0,249,0,0,0,10,3,0,0,0,0,12,0,0,6,32,3,0,0,0,0,48,0,0,5,24,11,8,4,3,0,57
206041119,0,0,3,3,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,49,11,0,12,4,8,83,13,4,23,147,29,37,30,7,11,305,81,77,224,1112,295,356,268,94,100,2612,0,0,0,0,0,0,0,0,0,0,128,113,278,1215,337,454,360,123,99,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,16,3,0,0,0,0,27,0,0,0,5,0,0,0,0,0,5,0,0,11,29,8,5,3,3,0,65,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,3,3,19,70,34,38,40,8,3,210,0,0,0,3,0,0,3,0,0,4,0,0,3,15,3,0,3,0,0,22,0,3,0,8,3,3,8,5,3,32
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,18,3,0,4,30,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,8,0,9,13,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,3,17,54,36,50,15,14,4,186,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,24,163,27,32,21,11,10,301,30,18,35,202,44,32,39,10,14,419,370,388,611,2654,623,448,290,146,63,5599,0,0,0,0,0,0,0,0,0,0,660,682,823,2910,696,463,233,82,29,6590,0,0,0,8,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,10,0,4,3,31,4,7,0,0,0,40,0,0,0,20,0,0,0,0,0,18,0,3,75,166,45,31,22,47,9,398,0,0,0,0,10,0,9,0,0,19,0,3,0,11,4,11,7,3,0,37,0,15,10,179,60,49,37,11,7,358,0,0,0,3,4,0,0,0,0,5,0,0,0,20,3,0,3,0,0,22,0,0,0,29,3,5,9,4,3,50
