SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
206071145,0,3,..,15,0,14,0,14,..,4,0,7,0,7,..,3,0,3,0,3,..,9,0,9,0,9,..,6,4,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,37,0,37,0,37,..,3,0,3,0,3,..,5,0,5,0,5,..,7,3,9,0,9,..,24,11,33,0,35,..,55,12,61,0,61,..,529,108,636,4,642,..,8,3,10,350,363,3639,537,111,647,354,4644,7130,..,..,..,..,7130,..,3,0,3,0,3,..,30,3,31,0,31,..,0,0,0,0,0,..,31,3,41,0,41,..,86,22,110,0,110,..,3,4,8,0,8,..,124,33,151,0,151,..,16,3,25,0,25,..,15,0,15,0,15,..,46,0,52,0,52,..,60,3,61,0,61
207011146,0,13,..,7,0,7,0,3,..,0,0,0,0,0,..,11,4,15,0,15,..,14,0,20,0,20,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,15,0,15,..,10,3,11,0,11,..,12,3,11,0,11,..,13,3,16,0,16,..,3,4,5,0,5,..,34,7,38,0,38,..,87,16,103,0,106,..,739,154,895,0,899,..,3,3,10,140,147,2890,742,163,899,140,3936,5789,..,..,..,..,5789,..,9,0,10,0,10,..,25,4,31,0,31,..,0,0,0,0,0,..,127,36,165,0,167,..,325,113,433,0,433,..,24,14,41,0,41,..,474,168,636,0,642,..,13,0,15,0,15,..,3,0,3,0,3,..,39,3,45,0,45,..,41,0,44,0,44
207011147,0,54,..,11,0,11,0,11,..,3,0,6,0,6,..,33,6,33,0,33,..,17,4,22,0,22,..,15,0,15,0,15,..,3,0,3,0,3,..,9,0,9,0,9,..,8,0,14,0,14,..,56,4,63,0,63,..,18,0,18,0,18,..,6,0,10,0,10,..,95,9,106,0,106,..,38,3,46,0,46,..,32,0,32,0,32,..,10,0,14,0,14,..,8,5,12,0,12,..,93,19,106,0,109,..,108,12,120,0,127,..,2576,709,3287,23,3302,..,15,0,18,308,323,4821,2586,715,3305,322,8448,9180,..,..,..,..,9180,..,13,0,13,0,13,..,52,12,60,0,62,..,0,0,0,0,0,..,760,179,936,9,950,..,1729,711,2439,8,2454,..,134,43,180,0,180,..,2626,933,3558,19,3580,..,15,3,19,0,19,..,14,0,14,0,14,..,69,0,74,0,74,..,44,3,42,0,45
207011148,0,69,..,32,3,31,0,31,..,13,0,13,0,13,..,54,4,54,0,54,..,16,0,13,0,13,..,8,0,9,0,9,..,5,0,5,0,5,..,15,4,18,0,18,..,14,0,14,0,14,..,56,10,61,0,61,..,8,0,8,0,8,..,8,0,8,0,8,..,87,10,96,0,96,..,39,0,41,0,41,..,45,0,45,3,51,..,19,0,19,0,19,..,28,4,31,0,31,..,172,21,191,0,189,..,148,17,165,3,172,..,3743,816,4561,21,4583,..,21,3,23,343,365,5443,3763,817,4579,365,10391,10838,..,..,..,..,10838,..,3,0,3,0,3,..,97,4,101,0,101,..,0,0,0,0,0,..,1139,240,1378,8,1388,..,2070,765,2831,3,2835,..,129,41,166,0,166,..,3336,1038,4379,16,4390,..,18,0,23,0,23,..,20,0,22,0,22,..,70,0,70,0,70,..,53,0,54,0,54
207011149,0,57,..,7,0,9,0,9,..,3,0,4,0,4,..,25,4,33,0,28,..,22,4,24,0,24,..,28,3,31,0,31,..,4,0,4,0,4,..,5,0,8,0,8,..,10,0,10,0,10,..,41,3,44,0,44,..,19,0,17,0,19,..,9,0,9,0,9,..,71,6,78,0,83,..,63,5,67,0,67,..,44,0,50,0,50,..,27,0,27,0,32,..,7,0,7,0,7,..,72,17,88,0,91,..,134,17,148,3,151,..,2288,409,2697,19,2720,..,23,0,29,421,445,8266,2309,416,2727,434,11430,15614,..,..,..,..,15614,..,11,0,11,0,11,..,68,14,84,0,84,..,0,0,0,0,0,..,349,65,409,4,418,..,1072,357,1424,6,1434,..,64,14,72,0,72,..,1485,432,1909,15,1921,..,30,7,38,0,38,..,10,0,12,0,12,..,244,4,255,0,257,..,81,3,85,0,88
207011150,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,20,0,20,0,20,..,23,0,21,0,21,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,11,0,11,..,18,0,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,34,0,34,0,34,..,39,0,43,0,43,..,18,0,18,0,18,..,14,0,14,0,14,..,5,0,5,0,5,..,80,3,86,0,83,..,114,10,129,8,132,..,1509,229,1732,16,1748,..,12,0,9,234,252,6365,1516,229,1746,253,8364,12580,..,..,..,..,12580,..,7,0,7,0,7,..,40,4,40,0,40,..,0,0,0,0,0,..,253,19,269,6,278,..,685,215,900,0,907,..,44,10,52,0,52,..,977,250,1226,8,1230,..,16,3,18,0,18,..,27,0,27,0,29,..,86,0,86,0,91,..,75,0,78,0,78
207011151,0,60,..,11,0,16,0,16,..,0,0,0,0,0,..,38,6,43,0,43,..,15,0,21,0,21,..,29,0,29,0,29,..,0,0,0,0,0,..,9,0,9,0,9,..,21,0,21,0,21,..,86,3,96,0,96,..,19,0,19,0,19,..,13,0,13,0,13,..,139,3,141,0,141,..,100,8,109,0,109,..,41,0,41,0,41,..,60,8,70,0,70,..,9,0,9,0,9,..,186,24,208,3,214,..,213,21,233,12,251,..,2516,386,2900,26,2929,..,23,4,20,770,790,8083,2536,386,2923,797,11803,15772,..,..,..,..,15772,..,12,0,12,0,12,..,231,82,309,0,311,..,0,0,0,0,0,..,269,49,325,0,326,..,957,204,1166,3,1166,..,89,22,109,0,109,..,1321,281,1598,3,1601,..,19,0,24,0,24,..,21,0,21,0,21,..,127,4,132,0,132,..,90,3,89,0,89
207011152,0,39,..,7,0,9,0,9,..,0,0,0,0,0,..,26,4,29,0,29,..,9,0,9,0,9,..,24,7,29,3,29,..,0,0,0,0,0,..,5,0,5,0,5,..,17,0,18,0,18,..,33,0,33,0,33,..,18,0,18,0,18,..,12,0,12,0,12,..,80,4,80,0,80,..,54,7,61,0,63,..,26,4,33,0,33,..,37,6,38,0,43,..,10,0,10,0,10,..,67,9,70,0,70,..,122,16,140,4,144,..,1700,298,1994,20,2015,..,16,3,15,395,414,5487,1719,297,2014,415,7918,10466,..,..,..,..,10466,..,17,0,14,0,14,..,100,30,137,0,134,..,0,0,0,0,0,..,211,24,236,0,238,..,797,191,990,8,997,..,59,18,74,0,74,..,1066,234,1301,14,1314,..,10,0,10,0,10,..,16,0,17,0,17,..,108,0,108,0,108,..,59,0,59,0,61
207011153,0,50,..,22,4,29,0,29,..,6,0,6,0,6,..,53,9,65,0,63,..,32,0,32,0,35,..,19,0,19,0,19,..,0,0,0,0,0,..,11,0,13,0,13,..,8,0,8,0,8,..,34,3,34,0,34,..,22,0,22,0,22,..,4,0,4,0,4,..,69,3,74,0,74,..,70,12,81,0,81,..,20,0,18,0,18,..,40,7,40,0,42,..,13,0,14,0,14,..,187,34,219,4,227,..,164,16,185,4,193,..,2911,579,3483,23,3510,..,27,6,33,705,731,8682,2931,584,3519,726,12924,16926,..,..,..,..,16926,..,28,0,28,0,28,..,62,5,73,5,78,..,0,0,0,0,0,..,578,90,669,3,672,..,1353,461,1809,7,1820,..,100,37,130,0,130,..,2032,587,2611,12,2628,..,50,3,53,0,55,..,6,0,6,0,6,..,121,6,128,3,129,..,122,0,122,0,122
207011154,0,24,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,4,0,9,..,0,0,0,0,0,..,16,0,22,0,22,..,9,0,9,0,9,..,0,0,0,0,0,..,25,0,30,0,30,..,13,3,14,0,21,..,3,0,3,0,3,..,7,0,8,0,8,..,0,0,3,0,3,..,33,3,31,0,31,..,36,8,36,0,36,..,760,138,899,11,912,..,8,0,8,142,156,2221,769,138,906,156,3285,4417,..,..,..,..,4417,..,4,0,4,0,4,..,27,4,32,0,32,..,0,0,0,0,0,..,146,30,181,5,185,..,268,80,344,0,346,..,21,3,27,0,27,..,430,118,550,4,554,..,8,0,8,0,8,..,16,0,16,0,16,..,22,0,22,0,22,..,38,0,38,0,38
207011155,0,31,..,7,0,7,0,7,..,0,0,0,0,0,..,12,0,12,0,12,..,12,0,17,0,17,..,16,0,18,0,18,..,3,0,3,0,3,..,6,0,6,0,3,..,8,0,8,0,8,..,25,0,25,0,25,..,9,0,9,0,9,..,6,0,6,0,6,..,48,0,48,0,48,..,33,4,39,0,39,..,28,0,28,0,28,..,5,3,7,0,7,..,4,0,4,0,4,..,43,7,43,0,43,..,107,16,123,3,126,..,1555,300,1852,18,1872,..,16,3,19,297,320,6403,1574,302,1873,313,8592,12295,..,..,..,..,12295,..,7,0,14,0,14,..,33,3,34,0,34,..,3,0,3,0,3,..,298,38,329,3,337,..,985,312,1295,12,1300,..,41,17,63,0,63,..,1320,364,1683,13,1700,..,11,0,11,0,11,..,10,0,10,0,10,..,105,4,113,3,113,..,53,0,50,0,50
207021156,0,34,..,36,6,43,3,42,..,6,0,6,0,6,..,58,19,73,0,76,..,12,0,13,0,16,..,7,0,8,0,8,..,0,0,0,0,0,..,7,0,13,0,13,..,9,0,9,0,9,..,21,0,25,0,25,..,16,0,16,0,16,..,3,0,3,0,3,..,53,0,54,0,54,..,36,8,38,0,38,..,11,0,11,0,11,..,8,0,8,0,8,..,12,0,10,0,10,..,74,18,88,0,88,..,68,24,91,0,90,..,2311,526,2840,27,2861,..,16,3,20,231,256,2521,2327,530,2859,260,5641,5136,..,..,..,..,5136,..,16,0,16,0,16,..,147,12,163,0,163,..,0,0,0,0,0,..,536,133,675,3,676,..,702,264,964,6,974,..,69,22,95,0,92,..,1315,422,1733,15,1745,..,65,10,70,4,74,..,10,0,10,0,10,..,23,0,25,4,28,..,19,0,19,0,19
207021157,0,189,..,42,11,45,0,52,..,13,0,13,0,13,..,205,33,238,0,243,..,15,0,13,0,13,..,19,3,25,0,25,..,0,0,0,0,0,..,22,3,25,0,25,..,20,0,20,0,20,..,34,3,43,0,43,..,34,0,34,0,34,..,20,0,20,0,20,..,107,3,110,0,110,..,35,3,39,0,39,..,41,4,40,0,40,..,14,4,14,3,14,..,21,3,28,0,28,..,72,13,85,0,85,..,157,42,200,6,204,..,4659,1300,5956,50,6006,..,19,0,23,390,414,4236,4679,1304,5980,441,10665,8383,..,..,..,..,8383,..,31,0,31,0,31,..,256,34,290,4,290,..,0,0,0,0,0,..,1620,471,2089,13,2098,..,2655,983,3642,15,3661,..,144,57,203,0,202,..,4414,1514,5932,26,5963,..,85,7,88,0,88,..,11,0,11,3,17,..,39,0,40,0,40,..,53,0,53,0,53
207021159,0,39,..,62,4,64,0,64,..,16,0,16,0,16,..,171,20,183,3,190,..,13,0,13,0,13,..,10,0,9,0,9,..,0,0,0,0,0,..,17,0,15,0,19,..,7,0,7,0,7,..,19,0,20,0,20,..,15,0,15,0,15,..,8,0,8,0,8,..,55,0,56,0,56,..,23,3,28,0,28,..,45,3,44,0,44,..,12,3,12,0,12,..,25,0,24,0,24,..,26,3,28,0,28,..,168,22,189,3,194,..,3068,616,3688,31,3718,..,19,6,27,305,325,4585,3088,622,3713,330,8628,9022,..,..,..,..,9022,..,47,0,47,0,47,..,384,20,404,0,407,..,0,0,0,0,0,..,900,226,1125,7,1128,..,1045,468,1510,8,1524,..,86,24,110,0,111,..,2028,711,2742,14,2762,..,35,3,41,0,46,..,12,3,17,0,17,..,25,0,20,0,20,..,27,3,34,0,31
207021160,0,43,..,31,9,40,0,40,..,7,0,7,0,7,..,89,11,103,0,103,..,15,0,17,0,19,..,19,3,24,0,24,..,0,0,0,0,0,..,13,0,13,0,14,..,12,0,12,0,12,..,23,3,26,0,26,..,11,0,11,0,11,..,3,0,7,0,7,..,43,3,48,0,48,..,31,3,34,0,37,..,11,0,11,0,18,..,12,4,10,0,10,..,10,0,10,0,10,..,49,7,59,0,59,..,125,22,146,3,150,..,2501,543,3037,34,3074,..,19,4,25,319,344,3719,2517,551,3059,353,7139,7215,..,..,..,..,7215,..,14,0,14,0,14,..,227,17,240,0,241,..,0,0,0,0,0,..,639,158,794,8,804,..,910,311,1225,6,1231,..,86,26,108,0,108,..,1631,496,2128,14,2145,..,46,0,51,0,51,..,14,0,16,0,16,..,17,0,22,0,22,..,61,0,58,0,58
207021424,0,40,..,30,4,30,0,30,..,10,0,7,0,7,..,110,22,128,0,128,..,13,0,13,0,13,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,41,4,40,0,44,..,6,0,6,0,6,..,17,0,17,0,17,..,69,4,73,0,75,..,10,0,10,0,10,..,28,0,30,0,30,..,3,0,6,0,6,..,7,5,8,0,8,..,28,7,38,0,38,..,104,11,120,3,120,..,3082,680,3767,28,3791,..,19,3,15,230,252,3368,3103,681,3781,261,7409,6723,..,..,..,..,6723,..,56,0,57,0,57,..,280,14,290,3,294,..,0,0,0,0,0,..,1577,422,2001,9,2007,..,1482,493,1974,13,1990,..,125,28,156,0,152,..,3194,935,4128,15,4147,..,20,6,26,0,26,..,11,0,11,0,11,..,23,0,23,0,23,..,46,0,46,0,46
207021425,0,103,..,24,3,23,0,21,..,9,0,9,0,9,..,178,44,218,3,220,..,16,0,14,0,14,..,9,0,12,0,12,..,0,0,0,0,0,..,9,3,13,0,13,..,18,0,18,0,18,..,46,4,50,0,50,..,11,0,11,0,11,..,13,0,14,0,14,..,85,3,89,0,89,..,18,3,21,0,22,..,27,0,27,0,25,..,17,0,17,0,17,..,17,5,25,0,25,..,46,13,60,0,60,..,93,37,128,4,129,..,3085,858,3942,29,3965,..,17,0,22,257,280,3132,3098,864,3960,282,7378,5997,..,..,..,..,5997,..,19,0,20,3,29,..,178,27,207,0,204,..,0,0,0,0,0,..,1379,474,1854,4,1857,..,1558,549,2109,9,2117,..,104,22,129,3,133,..,3048,1044,4092,15,4105,..,35,4,39,0,39,..,11,0,12,0,12,..,15,4,20,0,20,..,41,0,42,0,42
207031161,0,66,..,13,0,12,0,12,..,7,0,7,0,7,..,70,19,93,0,96,..,19,0,22,0,22,..,13,0,15,0,15,..,0,0,0,0,0,..,10,3,16,0,16,..,22,0,22,0,22,..,47,0,48,0,48,..,14,0,14,0,20,..,6,0,8,0,8,..,90,3,89,0,88,..,29,3,30,0,30,..,38,0,39,0,39,..,34,6,40,0,40,..,10,0,13,0,13,..,69,27,100,0,100,..,144,53,199,9,200,..,2532,637,3171,22,3191,..,40,21,57,327,390,7394,2575,661,3229,348,10973,14516,..,..,..,..,14516,..,16,0,16,0,16,..,37,6,44,0,43,..,0,0,0,0,0,..,647,198,851,7,852,..,1457,493,1949,11,1959,..,93,26,118,0,121,..,2196,721,2921,16,2933,..,14,3,18,0,18,..,24,0,24,0,24,..,44,0,49,0,49,..,91,0,90,0,90
207031162,0,39,..,6,0,7,0,7,..,6,0,6,0,6,..,29,9,34,0,34,..,16,6,20,0,20,..,3,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,22,0,26,0,26,..,8,0,8,0,8,..,13,0,13,0,13,..,61,0,58,0,58,..,25,3,26,0,26,..,25,0,26,0,26,..,12,3,16,0,16,..,0,0,0,0,0,..,50,16,68,0,68,..,106,13,125,3,128,..,1373,399,1776,4,1779,..,20,8,27,228,259,3609,1399,404,1805,238,5643,7009,..,..,..,..,7009,..,12,0,12,0,12,..,33,4,36,0,36,..,0,0,0,0,0,..,372,151,524,4,530,..,754,274,1029,0,1030,..,70,20,96,0,96,..,1198,446,1642,3,1649,..,13,0,16,0,16,..,19,4,20,0,20,..,26,0,23,0,23,..,35,0,30,0,33
207031163,0,134,..,5,0,5,0,5,..,0,0,0,0,0,..,29,21,46,0,46,..,20,3,16,0,16,..,14,0,9,0,9,..,0,0,0,0,0,..,10,0,13,0,13,..,28,0,28,0,28,..,59,5,64,0,65,..,37,0,37,0,37,..,25,0,25,0,25,..,158,5,164,0,162,..,36,8,47,0,47,..,36,0,41,0,41,..,33,11,44,0,44,..,0,0,3,0,3,..,97,29,127,0,130,..,174,48,218,6,223,..,3530,1373,4904,35,4935,..,16,16,35,515,552,4778,3552,1386,4937,551,10265,9346,..,..,..,..,9346,..,17,0,17,0,17,..,57,12,70,0,74,..,0,0,0,0,0,..,977,457,1431,8,1439,..,2862,1500,4359,24,4384,..,224,153,378,5,379,..,4058,2106,6168,34,6205,..,14,0,20,0,22,..,18,0,18,0,18,..,46,0,46,0,46,..,74,0,74,0,74
207031164,0,106,..,11,0,15,0,15,..,3,0,3,0,3,..,26,13,40,0,40,..,12,0,12,0,18,..,18,0,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,18,0,18,0,18,..,42,0,41,0,41,..,36,0,36,0,36,..,15,0,15,0,20,..,114,0,114,0,117,..,24,0,30,0,30,..,26,5,26,0,26,..,27,10,33,0,33,..,6,0,8,0,8,..,58,29,84,0,84,..,160,31,191,4,198,..,2770,875,3640,18,3656,..,19,4,22,288,309,5147,2782,876,3665,304,9114,10122,..,..,..,..,10122,..,10,0,10,0,10,..,44,9,52,0,52,..,0,0,0,0,0,..,858,275,1133,3,1135,..,1921,870,2791,15,2805,..,115,49,158,0,160,..,2895,1189,4081,19,4102,..,28,3,29,0,29,..,24,0,24,0,24,..,60,3,65,0,65,..,56,7,61,0,64
207031165,0,45,..,7,0,7,0,7,..,0,0,0,0,0,..,22,4,29,0,29,..,14,0,17,0,17,..,7,0,9,0,9,..,4,0,4,0,4,..,11,0,12,0,12,..,21,0,21,0,21,..,65,0,65,0,65,..,26,0,26,0,26,..,21,0,21,0,21,..,130,0,132,0,132,..,18,0,18,0,18,..,42,3,44,0,44,..,22,12,35,0,35,..,0,0,0,0,0,..,103,28,131,0,130,..,121,14,133,0,133,..,2512,571,3087,12,3092,..,10,4,15,282,300,3107,2525,578,3100,296,6502,5825,..,..,..,..,5825,..,16,0,18,0,18,..,61,13,81,0,81,..,0,0,0,0,0,..,468,124,593,0,598,..,1738,537,2271,11,2277,..,158,96,259,0,259,..,2363,754,3119,12,3130,..,17,0,17,0,17,..,12,0,12,0,12,..,71,3,73,0,73,..,41,3,38,0,38
207031166,0,42,..,11,3,13,0,18,..,8,0,8,0,8,..,20,4,22,0,22,..,15,0,21,0,21,..,16,7,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,19,0,19,..,58,10,66,0,66,..,21,0,21,0,21,..,8,0,8,0,8,..,104,9,111,0,117,..,28,5,30,0,32,..,49,0,48,0,48,..,16,3,17,0,17,..,6,0,3,0,3,..,87,35,125,0,122,..,85,25,111,3,115,..,2185,584,2771,25,2791,..,12,7,14,141,155,2265,2197,586,2786,162,5210,4563,..,..,..,..,4563,..,12,0,12,0,12,..,36,8,44,0,44,..,0,0,0,0,0,..,468,143,612,3,614,..,1149,457,1607,4,1611,..,98,41,142,0,142,..,1714,640,2355,4,2363,..,20,3,22,0,22,..,9,0,9,0,9,..,34,0,35,0,35,..,43,0,43,0,49
207031167,0,33,..,4,0,4,0,4,..,3,0,3,0,3,..,4,3,11,0,11,..,12,0,12,0,12,..,11,0,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,14,0,14,0,14,..,4,0,4,0,4,..,37,0,37,0,37,..,26,0,28,0,28,..,15,0,15,0,15,..,13,3,18,0,18,..,0,0,3,0,3,..,37,8,42,0,40,..,56,10,64,0,66,..,999,198,1195,8,1203,..,13,4,20,173,195,3818,1010,197,1212,182,5211,7422,..,..,..,..,7422,..,11,0,11,0,11,..,20,0,20,0,20,..,0,0,0,0,0,..,224,45,274,0,271,..,572,218,791,10,798,..,42,17,58,0,58,..,841,274,1117,12,1128,..,3,0,3,0,3,..,9,0,9,0,9,..,32,0,32,0,31,..,26,0,26,0,26
208011168,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,12,0,12,..,9,3,13,0,13,..,39,9,45,0,45,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,32,0,32,0,32,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,4,0,8,0,8,..,65,6,70,0,70,..,630,63,691,3,689,..,20,0,20,334,351,5998,642,63,704,335,7045,11549,..,..,..,..,11549,..,30,0,30,0,30,..,20,0,20,0,20,..,0,0,0,0,0,..,34,4,38,0,37,..,114,45,160,3,163,..,3,0,3,0,3,..,153,51,205,3,207,..,16,0,17,0,17,..,26,0,26,0,30,..,52,8,61,0,61,..,130,0,132,0,132
