SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
209041223,0,3,..,607,282,894,15,910,..,73,10,81,3,85,..,34,26,61,0,58,..,6,3,5,0,5,..,7,0,12,0,12,..,77,3,79,0,79,..,44,11,54,0,54,..,37,3,37,0,36,..,13,0,10,0,10,..,52,0,51,0,51,..,10,3,18,0,14,..,110,8,119,3,117,..,40,5,43,0,50,..,39,9,50,0,50,..,15,5,17,0,17,..,171,57,233,4,235,..,465,313,781,18,793,..,383,133,517,10,526,..,4991,1886,6878,118,6989,..,33,21,57,439,495,2665,5020,1912,6934,552,10147,5425,..,..,..,..,5425,..,4,0,4,0,4,..,1571,383,1955,24,1976,..,0,0,0,0,0,..,137,99,236,5,248,..,248,165,411,0,412,..,97,50,145,0,145,..,481,309,789,12,803,..,87,25,112,3,117,..,0,0,0,0,0,..,12,0,16,0,16,..,17,0,20,0,20
209041224,0,7,..,44,3,47,0,43,..,36,3,45,0,45,..,0,0,0,0,0,..,14,0,19,0,19,..,3,0,3,0,3,..,20,6,24,0,24,..,3,0,3,0,3,..,11,0,11,0,11,..,9,0,9,0,9,..,18,0,18,0,18,..,8,0,8,0,8,..,49,0,49,0,49,..,24,3,25,0,25,..,13,0,12,0,12,..,7,0,10,0,10,..,29,6,30,0,30,..,7,3,12,0,12,..,123,30,150,3,155,..,736,98,833,13,840,..,8,0,11,609,625,6590,743,102,848,624,8055,13281,..,..,..,..,13281,..,24,3,27,0,27,..,64,14,80,0,80,..,0,0,0,0,0,..,22,0,22,0,22,..,32,12,44,0,44,..,0,0,0,0,0,..,51,16,62,0,62,..,26,3,26,0,26,..,4,0,4,0,4,..,12,0,16,0,13,..,36,0,39,0,41
209041225,0,0,..,36,5,40,0,40,..,19,0,19,0,19,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,11,0,11,..,5,0,5,0,5,..,0,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,21,3,22,0,22,..,276,31,302,3,309,..,8,0,6,236,249,3489,278,36,316,240,4050,6953,..,..,..,..,6953,..,23,0,23,0,23,..,32,0,37,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,8,5,11,0,11,..,0,0,0,0,0,..,8,5,17,0,17,..,18,5,23,0,23,..,9,0,13,0,8,..,4,0,8,0,8,..,16,0,16,0,16
209041430,0,8,..,80,0,81,4,87,..,21,3,25,0,25,..,15,3,16,0,21,..,7,0,8,0,8,..,17,3,21,0,21,..,5,0,6,0,6,..,18,3,24,0,24,..,14,0,14,0,14,..,8,0,10,0,10,..,30,0,30,0,30,..,7,0,7,0,7,..,68,0,66,0,66,..,35,0,39,0,39,..,24,4,32,0,32,..,31,0,29,0,28,..,17,0,22,0,22,..,16,5,21,0,21,..,170,24,191,5,196,..,1251,119,1364,15,1378,..,16,4,18,365,384,9034,1266,119,1388,380,10792,17588,..,..,..,..,17588,..,51,0,51,0,51,..,133,9,146,0,146,..,10,0,10,0,10,..,26,11,35,0,35,..,71,9,82,0,84,..,15,0,15,0,15,..,105,19,125,0,128,..,33,5,37,0,37,..,22,0,22,0,26,..,37,0,37,0,37,..,36,3,40,0,40
209041431,0,3,..,271,69,342,4,349,..,34,8,42,3,41,..,38,15,55,0,55,..,8,0,8,0,9,..,3,0,5,0,5,..,41,0,43,3,45,..,24,3,29,0,29,..,36,0,42,0,42,..,13,3,12,0,12,..,24,0,24,0,24,..,11,0,11,0,11,..,90,5,94,0,94,..,16,7,28,0,28,..,73,18,86,0,86,..,9,4,13,0,13,..,46,6,56,3,60,..,74,40,111,0,111,..,239,60,297,8,307,..,2378,530,2908,41,2947,..,20,7,23,276,305,3421,2392,538,2932,315,6669,6798,..,..,..,..,6798,..,3,0,3,0,3,..,575,108,685,12,696,..,0,0,0,0,0,..,31,17,50,0,50,..,107,69,180,0,181,..,31,12,44,0,44,..,171,104,273,0,272,..,20,7,28,0,28,..,3,0,3,0,3,..,33,0,35,0,35,..,6,0,11,0,11
209041432,0,0,..,165,56,223,3,225,..,15,0,15,0,17,..,14,11,26,0,30,..,4,3,6,0,6,..,3,0,3,0,3,..,34,0,34,0,34,..,14,3,18,0,18,..,28,0,34,0,34,..,8,0,12,0,12,..,36,3,44,0,44,..,6,0,6,0,6,..,80,7,90,0,90,..,14,3,23,0,23,..,33,10,41,0,42,..,0,0,0,0,0,..,27,3,34,0,34,..,46,38,85,0,85,..,146,64,214,3,218,..,1540,427,1969,27,2000,..,16,3,14,247,265,1945,1553,433,1988,276,4207,3828,..,..,..,..,3828,..,0,0,0,0,0,..,318,75,402,7,407,..,0,0,0,0,0,..,49,32,80,0,80,..,152,99,253,3,256,..,42,19,61,0,61,..,244,155,397,3,399,..,28,7,32,0,32,..,0,0,0,0,0,..,25,0,27,0,27,..,4,0,4,0,4
209041433,0,0,..,310,41,347,3,348,..,10,0,12,0,12,..,35,14,48,0,54,..,15,0,15,0,11,..,3,3,9,0,9,..,23,0,30,0,31,..,13,0,13,0,13,..,47,0,48,0,48,..,14,0,14,0,14,..,48,0,48,0,48,..,6,0,6,0,6,..,111,0,113,0,113,..,19,5,23,3,28,..,129,12,142,3,147,..,14,0,16,0,16,..,74,13,81,0,81,..,85,38,123,0,123,..,396,67,462,18,476,..,2838,439,3279,37,3314,..,4,5,14,253,264,1853,2845,449,3297,285,5431,3785,..,..,..,..,3785,..,3,0,3,0,3,..,577,116,700,4,701,..,0,0,0,0,0,..,52,11,63,0,64,..,129,72,202,3,207,..,43,16,56,0,56,..,230,96,324,4,325,..,35,6,43,0,43,..,0,0,0,0,0,..,34,0,34,0,34,..,15,0,15,0,15
209041434,0,24,..,171,12,191,3,193,..,22,3,22,0,21,..,33,18,44,0,45,..,6,0,6,0,6,..,6,0,6,0,6,..,38,3,43,0,43,..,21,0,22,0,22,..,52,3,57,0,52,..,16,0,16,0,16,..,62,3,61,0,61,..,12,0,11,0,11,..,145,7,151,0,152,..,43,3,49,0,45,..,77,4,82,0,82,..,22,5,30,0,30,..,27,0,29,0,29,..,37,9,49,3,56,..,333,51,391,8,393,..,2270,287,2554,29,2585,..,24,9,32,491,520,5352,2295,298,2585,519,8459,10420,..,..,..,..,10420,..,26,0,26,0,26,..,293,53,345,5,351,..,3,0,3,0,3,..,61,16,72,0,78,..,187,59,243,3,249,..,16,0,17,0,19,..,261,76,339,3,339,..,40,0,37,0,37,..,4,0,4,0,4,..,19,0,21,0,23,..,19,0,19,0,19
209041435,0,12,..,332,36,362,3,367,..,33,3,35,0,35,..,20,9,32,0,32,..,7,0,13,0,13,..,3,0,3,0,3,..,16,0,13,0,13,..,22,4,32,0,32,..,40,0,40,0,40,..,11,0,13,0,13,..,37,0,37,3,42,..,10,0,10,0,10,..,96,0,98,3,101,..,30,0,32,0,32,..,88,7,90,4,95,..,9,0,10,0,10,..,21,0,21,0,21,..,21,10,30,0,30,..,310,57,365,7,369,..,2104,246,2351,25,2376,..,13,3,10,200,215,3511,2113,250,2361,230,6106,7025,..,..,..,..,7025,..,11,0,13,0,13,..,254,26,275,5,277,..,0,0,0,0,0,..,54,6,67,0,67,..,117,33,151,0,151,..,15,6,24,0,24,..,192,50,238,0,242,..,34,3,36,0,36,..,4,0,4,0,4,..,12,0,17,0,20,..,11,0,11,0,11
209041436,0,7,..,218,33,242,3,250,..,17,0,23,0,23,..,38,13,48,0,48,..,8,0,8,0,8,..,3,0,10,0,10,..,27,0,29,0,29,..,21,6,26,0,26,..,23,0,28,0,28,..,18,0,18,0,18,..,32,0,32,0,32,..,3,0,4,0,4,..,76,4,77,0,77,..,37,0,42,0,44,..,53,7,59,0,59,..,13,4,15,0,15,..,9,7,11,0,14,..,33,12,43,0,48,..,288,48,335,5,343,..,1790,341,2132,14,2146,..,12,3,20,191,204,3787,1801,342,2149,206,6139,7389,..,..,..,..,7389,..,21,0,21,0,21,..,276,43,320,0,323,..,0,0,0,0,0,..,24,12,42,0,42,..,95,45,140,0,139,..,27,8,39,0,39,..,147,69,218,0,218,..,47,0,47,0,47,..,9,0,9,0,9,..,13,0,12,0,12,..,22,0,24,0,24
209041437,0,0,..,165,22,186,4,193,..,13,0,13,0,13,..,28,7,34,0,34,..,9,0,9,0,9,..,4,0,4,0,4,..,36,0,42,0,42,..,16,0,16,0,16,..,22,0,22,0,26,..,11,0,11,0,11,..,50,0,55,0,55,..,24,0,23,0,23,..,110,3,114,0,110,..,25,4,26,0,26,..,68,22,86,0,86,..,9,0,12,0,12,..,48,11,58,0,58,..,29,14,45,0,49,..,270,54,322,7,332,..,2258,360,2616,47,2668,..,20,4,27,285,310,1580,2276,364,2643,330,4551,3052,..,..,..,..,3052,..,9,0,9,0,9,..,444,71,509,15,527,..,0,0,0,0,0,..,49,4,52,0,52,..,93,49,140,0,140,..,24,7,29,0,29,..,166,63,226,0,226,..,15,0,15,0,15,..,0,0,0,0,0,..,30,0,30,0,30,..,7,0,7,0,7
210011226,0,3,..,9,0,9,3,12,..,44,5,47,0,47,..,3,0,5,0,5,..,9,0,11,0,11,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,11,0,11,..,0,0,0,0,0,..,18,0,18,0,18,..,8,0,8,0,8,..,38,0,33,0,33,..,31,4,40,0,38,..,9,0,9,0,9,..,9,3,16,0,16,..,10,0,8,0,8,..,13,5,15,0,15,..,62,9,73,4,77,..,968,207,1174,18,1193,..,7,3,9,202,209,2506,971,210,1178,223,3906,4976,..,..,..,..,4976,..,0,0,0,0,0,..,57,4,61,0,58,..,0,0,0,0,0,..,32,11,41,0,41,..,68,34,100,0,103,..,3,0,6,0,6,..,100,42,148,0,150,..,39,10,45,0,46,..,10,0,10,0,10,..,18,0,15,0,15,..,24,0,24,0,29
210011227,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
210011228,0,0,..,35,7,35,0,35,..,33,0,33,0,33,..,4,0,6,0,6,..,12,0,12,3,18,..,3,0,3,0,3,..,0,0,0,0,0,..,31,5,34,0,34,..,8,0,13,0,13,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,24,0,19,0,19,..,19,3,24,0,24,..,3,0,3,0,3,..,7,0,9,0,9,..,25,0,25,0,25,..,30,11,38,0,40,..,94,16,107,0,107,..,1042,147,1185,12,1200,..,7,0,12,175,183,2915,1054,146,1198,187,4300,5849,..,..,..,..,5849,..,0,0,3,0,3,..,127,6,132,0,132,..,0,0,0,0,0,..,64,18,76,0,76,..,31,16,46,0,49,..,0,0,5,0,5,..,98,32,124,0,130,..,132,11,144,3,144,..,8,0,8,0,8,..,7,0,7,0,8,..,37,0,37,0,41
210011229,0,14,..,130,20,149,0,149,..,154,10,166,3,166,..,47,28,78,3,83,..,65,8,67,4,69,..,9,0,8,0,8,..,4,0,3,0,3,..,51,15,70,0,70,..,54,0,56,0,58,..,21,0,23,0,23,..,62,3,64,0,64,..,14,0,14,0,14,..,150,5,158,0,159,..,148,22,170,0,170,..,39,10,45,0,45,..,24,0,25,3,31,..,49,12,57,0,57,..,463,187,649,3,649,..,300,57,350,4,360,..,4662,1094,5761,62,5822,..,26,7,33,635,670,6971,4694,1102,5796,699,13464,13814,..,..,..,..,13814,..,3,0,3,0,3,..,460,50,514,0,514,..,7,0,7,0,7,..,443,210,653,0,657,..,264,74,340,3,341,..,29,17,43,0,47,..,736,300,1040,3,1043,..,420,62,476,4,486,..,19,0,19,0,19,..,46,3,50,0,50,..,63,3,64,3,64
210011230,0,3,..,14,0,13,0,13,..,18,0,18,0,18,..,0,0,5,0,5,..,16,6,21,0,21,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,4,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,16,0,16,..,27,3,26,0,26,..,6,0,6,0,6,..,4,0,5,0,5,..,16,0,13,0,13,..,28,7,32,0,29,..,83,13,97,3,100,..,691,107,801,8,807,..,5,0,8,131,135,2668,698,113,806,134,3610,5193,..,..,..,..,5193,..,0,0,0,0,0,..,58,10,74,0,74,..,0,0,0,0,0,..,38,17,52,0,52,..,92,27,116,0,117,..,0,0,0,0,0,..,133,41,173,0,172,..,81,9,87,0,87,..,4,0,4,0,4,..,20,0,23,0,23,..,23,0,23,0,23
210011231,0,8,..,3,0,3,0,3,..,20,0,20,0,20,..,0,0,0,0,0,..,13,0,13,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,17,0,17,0,17,..,26,0,26,0,26,..,0,0,0,0,0,..,0,3,6,0,6,..,79,10,94,0,94,..,24,12,37,0,37,..,102,4,107,0,107,..,820,76,893,9,902,..,8,0,10,201,205,3641,827,81,904,203,4751,7315,..,..,..,..,7315,..,0,0,0,0,0,..,85,0,83,0,83,..,0,0,0,0,0,..,35,3,43,0,43,..,67,21,93,3,93,..,3,0,3,0,3,..,110,27,136,3,141,..,24,0,23,0,23,..,8,0,8,0,8,..,9,3,14,0,14,..,22,0,22,0,22
210021232,0,0,..,8,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,17,5,21,0,21,..,0,0,0,0,0,..,6,0,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7,..,29,8,39,4,45,..,286,38,327,7,329,..,18,0,22,336,359,5827,301,40,344,342,6513,11536,..,..,..,..,11536,..,25,0,26,0,26,..,9,0,9,0,10,..,0,0,0,0,0,..,7,3,9,0,9,..,27,23,47,0,45,..,0,0,0,0,0,..,32,26,54,0,56,..,22,3,28,0,28,..,10,0,10,0,10,..,20,0,25,0,25,..,37,0,37,0,39
210021233,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,64,4,71,0,71,..,4,0,4,102,105,1462,73,4,78,102,1637,3002,..,..,..,..,3002,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,5,0,4,0,4,..,9,0,9,0,9,..,8,0,8,0,8,..,16,0,16,0,16
210021234,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,9,0,9,..,65,7,71,0,71,..,3,0,3,69,75,1905,64,7,75,69,2054,3713,..,..,..,..,3713,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,10,0,10,..,4,0,4,0,4,..,12,3,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,16,0,16
210021235,0,0,..,5,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,7,0,13,..,0,0,0,0,0,..,6,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,25,6,32,0,32,..,180,15,197,3,199,..,8,0,8,343,342,4127,183,15,204,341,4673,8283,..,..,..,..,8283,..,7,0,7,0,7,..,11,6,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,6,0,6,..,0,0,0,0,0,..,10,3,13,0,13,..,9,0,9,0,9,..,8,0,8,0,8,..,14,0,19,0,19,..,25,0,28,0,28
210031236,0,0,..,0,0,0,0,0,..,14,3,13,0,11,..,3,0,3,0,3,..,6,0,6,0,9,..,9,0,9,0,9,..,3,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,28,..,17,0,23,0,23,..,11,0,11,0,11,..,6,0,11,0,11,..,62,4,64,0,64,..,37,0,35,0,35,..,3,0,5,0,5,..,7,3,11,0,11,..,39,19,58,0,60,..,40,19,50,0,54,..,97,15,113,8,117,..,1137,379,1516,22,1532,..,7,0,8,265,275,2093,1140,380,1521,284,3903,4202,..,..,..,..,4202,..,0,0,0,0,0,..,297,65,364,3,367,..,0,0,0,0,0,..,43,21,70,0,70,..,165,69,238,3,238,..,13,4,11,0,11,..,222,101,319,3,319,..,23,8,31,0,31,..,7,0,7,0,7,..,26,0,26,0,26,..,20,0,17,0,19
210031237,0,6,..,13,0,13,0,8,..,63,6,65,0,65,..,0,0,3,0,3,..,15,3,20,0,24,..,7,0,5,0,5,..,17,0,17,0,17,..,10,4,14,0,14,..,32,0,32,0,32,..,16,0,16,0,16,..,51,0,50,0,49,..,15,0,15,0,15,..,108,0,109,0,111,..,28,5,34,0,34,..,38,0,34,0,34,..,3,4,10,0,10,..,134,46,180,0,182,..,54,28,82,0,82,..,266,124,394,6,398,..,3294,947,4240,61,4306,..,18,12,32,353,381,2076,3317,961,4272,415,6762,4287,..,..,..,..,4287,..,0,0,0,0,0,..,1069,183,1254,11,1261,..,0,0,0,0,0,..,22,12,36,0,34,..,58,36,92,3,94,..,0,0,0,0,0,..,83,46,131,4,135,..,47,20,67,0,67,..,3,0,3,0,3,..,27,0,28,0,27,..,21,0,22,3,24
210031239,0,41,..,14,3,19,0,19,..,58,0,59,0,61,..,46,14,63,0,63,..,45,6,56,0,56,..,26,0,26,0,26,..,5,0,5,0,5,..,21,3,22,0,22,..,47,0,54,0,51,..,36,0,41,0,41,..,55,0,55,0,58,..,13,0,13,0,13,..,152,7,157,3,157,..,102,10,104,0,104,..,33,3,33,0,33,..,32,5,41,0,41,..,173,47,217,0,219,..,63,17,80,0,80,..,291,64,361,3,367,..,3504,622,4125,36,4161,..,19,5,24,672,702,7167,3521,627,4151,710,12031,13869,..,..,..,..,13869,..,10,0,10,0,10,..,725,73,799,5,807,..,0,0,0,0,0,..,135,43,174,0,180,..,363,136,494,3,497,..,15,3,14,0,14,..,517,174,692,0,693,..,62,3,66,0,66,..,9,0,9,0,9,..,50,3,48,0,48,..,60,3,64,3,63
210031438,0,24,..,17,0,19,0,19,..,101,3,100,0,105,..,45,27,70,0,70,..,62,13,72,0,74,..,13,4,19,0,19,..,39,5,36,3,40,..,23,9,35,0,35,..,61,3,64,0,60,..,23,0,23,0,23,..,67,4,66,3,75,..,35,0,35,0,35,..,177,11,194,3,194,..,68,12,82,0,82,..,29,5,31,0,31,..,32,7,39,0,39,..,366,90,457,11,464,..,99,46,147,0,148,..,442,124,568,20,586,..,4535,1029,5566,96,5664,..,45,14,62,674,738,4628,4578,1049,5621,778,11029,9167,..,..,..,..,9167,..,0,0,0,0,0,..,1515,305,1822,28,1850,..,6,0,6,0,6,..,123,51,176,0,171,..,275,140,417,4,422,..,23,3,29,0,33,..,430,190,620,7,623,..,90,9,103,0,103,..,17,0,17,0,17,..,29,0,29,0,27,..,49,3,50,0,50
