SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
207021157,5138,14109,596,1323,825,2300,1421,3621,149,299,201,375,886,1699,0,0,1235,2370,0,0,0,0,0,0,3,11,3,11,15,29,7817,20146,1064,..,8879,20146
207021159,4310,13012,398,736,598,1640,992,2374,32,61,19,36,73,137,0,0,129,237,0,4,0,9,0,0,0,0,0,10,10,15,5447,15650,473,..,5912,15650
207021160,3843,10613,278,583,533,1416,808,2000,5,8,18,30,20,40,0,4,43,80,0,0,0,0,0,0,7,17,7,17,30,35,4736,12739,411,..,5146,12739
207021424,4052,12557,171,341,327,961,500,1306,46,98,46,91,44,103,0,0,139,290,0,0,0,0,0,0,0,0,0,0,54,77,4741,14236,354,..,5091,14236
207021425,2591,7270,847,1919,909,2603,1761,4521,530,1167,137,286,56,103,0,0,728,1555,0,0,0,0,0,0,0,7,0,7,23,67,5103,13417,546,..,5645,13417
207031161,5712,16367,1096,2238,429,1100,1525,3332,92,173,128,220,137,235,0,0,351,632,0,0,0,0,0,0,4,10,4,10,13,32,7612,20366,775,..,8380,20366
207031162,2919,8308,430,870,204,571,634,1443,229,305,0,0,0,0,0,9,230,311,0,0,0,0,0,0,9,15,9,15,8,12,3803,10098,296,..,4099,10098
207031163,3301,9788,1215,2538,817,2319,2034,4864,690,1444,756,1538,646,1047,0,0,2085,4030,0,0,0,0,0,6,4,11,4,16,25,72,7459,18760,784,..,8238,18760
207031164,3973,11493,1246,2726,664,1826,1907,4556,324,757,0,0,69,132,0,0,395,891,0,5,0,0,0,0,3,8,6,15,14,37,6304,16991,696,..,6998,16991
207031165,2554,7569,709,1299,523,1574,1235,2872,151,223,325,484,4,14,0,3,479,724,0,0,0,0,0,0,7,11,7,11,17,42,4290,11211,468,..,4755,11211
207031166,2904,8196,458,1088,179,522,632,1616,34,59,51,64,0,0,4,8,86,128,0,0,0,0,0,0,0,7,0,7,11,20,3632,9962,321,..,3952,9962
207031167,2178,6470,756,1606,240,617,997,2221,297,562,34,68,42,94,0,0,373,723,0,5,0,3,0,0,3,11,5,20,10,30,3561,9465,379,..,3938,9465
208011168,3689,10517,357,615,439,1079,795,1694,165,268,16,45,0,3,0,0,183,314,0,0,0,0,0,0,31,71,31,71,21,57,4721,12659,460,..,5176,12659
208011169,4776,13744,865,1663,969,2158,1835,3823,569,1060,504,872,522,923,0,0,1595,2862,0,3,0,0,0,0,46,106,50,109,41,107,8290,20636,1362,..,9656,20636
208011170,3758,10888,663,1408,773,1947,1439,3360,147,207,72,115,10,19,0,0,229,338,0,0,0,0,0,0,7,20,7,20,24,48,5455,14660,567,..,6023,14660
208011171,2538,7138,685,1293,389,984,1079,2280,278,487,28,37,104,206,0,0,413,730,0,0,0,0,0,0,36,67,36,67,22,49,4088,10271,380,..,4472,10271
208011172,3982,11812,891,1632,526,1340,1419,2976,621,1079,126,226,163,245,4,3,913,1555,0,0,0,0,0,0,29,57,29,57,27,75,6376,16470,733,..,7108,16470
208011173,3297,9564,1085,2033,693,1761,1775,3797,330,591,294,468,343,527,0,0,960,1580,0,0,0,4,0,0,38,72,40,77,24,52,6100,15075,761,..,6864,15075
208021174,5072,14905,943,1995,874,2437,1814,4428,593,1169,169,298,267,364,0,0,1030,1835,0,0,0,0,0,0,29,65,35,66,22,51,7979,21276,777,..,8754,21276
208021176,2470,7265,1687,3509,533,1420,2222,4931,1881,3466,251,493,399,811,0,0,2535,4776,0,0,0,0,0,0,13,32,11,37,12,26,7255,17032,649,..,7905,17032
208021177,3054,9384,1062,2538,984,2546,2044,5086,1666,3289,672,1212,97,191,0,0,2430,4690,0,0,0,0,0,0,11,27,11,27,55,99,7590,19288,816,..,8412,19288
208021178,3167,9260,1328,2884,797,2174,2124,5058,765,1358,204,377,35,58,10,14,1012,1807,0,0,0,0,0,0,22,52,22,52,18,50,6344,16229,636,..,6981,16229
208021179,1851,5552,565,1140,341,849,907,1993,1215,2152,327,519,113,195,11,14,1659,2879,0,0,0,0,0,0,46,84,49,83,11,29,4473,10534,452,..,4930,10534
208021180,1528,4557,678,1390,215,538,892,1925,169,388,89,170,85,157,0,0,337,719,0,0,0,0,0,0,0,0,0,0,3,13,2767,7216,255,..,3021,7216
208021181,1819,5220,570,1173,314,815,876,1986,749,1305,138,272,8,21,0,0,897,1597,0,0,0,0,0,0,4,8,4,8,4,14,3602,8825,374,..,3979,8825
208021182,2004,5853,887,1929,384,1058,1273,2985,1446,2843,407,862,59,117,0,0,1911,3824,0,0,0,0,0,0,43,101,43,101,9,33,5237,12795,431,..,5666,12795
208021426,3588,10195,425,982,363,1211,787,2190,671,1637,36,58,3,0,0,0,705,1696,0,0,0,0,0,0,5,13,5,13,16,47,5108,14137,475,..,5582,14137
208021427,3444,9723,373,847,238,680,605,1527,583,1269,33,60,26,37,0,0,643,1365,0,0,0,0,0,0,4,19,4,19,16,54,4716,12689,401,..,5115,12689
208031183,2236,7311,87,246,188,670,272,919,217,404,51,64,0,0,0,0,273,470,0,0,0,0,0,0,0,0,0,0,0,0,2777,8699,143,..,2918,8699
208031184,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,6,13,22,0,..,14,22
208031185,2408,6718,805,1386,856,1961,1658,3339,224,396,97,163,62,113,0,0,382,678,0,0,0,0,0,0,12,25,12,25,16,28,4481,10788,531,..,5010,10788
208031186,2164,5853,1259,2309,747,1693,2007,4003,1513,2763,28,43,0,0,3,3,1543,2805,4,8,140,175,0,0,9,17,152,200,19,48,5885,12914,649,..,6531,12914
208031187,1597,4376,130,289,39,101,170,397,149,302,0,0,0,0,0,0,149,302,0,0,0,0,0,0,0,0,0,0,5,21,1920,5095,105,..,2021,5095
208031188,5027,13676,1463,2881,707,1718,2170,4604,1020,1827,138,248,227,383,0,0,1381,2457,0,0,0,0,0,0,35,67,40,69,66,104,8682,20909,783,..,9469,20909
208031189,2825,8089,262,547,269,697,534,1244,1055,2078,119,210,12,22,0,0,1182,2306,0,0,0,5,0,0,14,27,12,35,19,45,4575,11714,433,..,5009,11714
208031190,2292,6534,1280,2239,644,1593,1927,3828,668,1037,127,219,197,339,0,0,1001,1601,0,0,0,0,0,0,25,57,25,57,21,50,5266,12077,605,..,5870,12077
208031191,2470,6894,193,343,121,316,317,655,110,202,0,0,216,375,0,3,329,579,3,4,0,0,0,0,6,6,3,16,8,7,3125,8152,264,..,3394,8152
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
208031193,3593,10706,1987,3912,955,2444,2941,6359,766,1181,112,195,5,6,11,16,898,1394,0,3,0,0,0,0,29,52,26,62,36,98,7504,18612,720,..,8220,18612
208041194,3160,9696,739,1564,727,1667,1464,3230,1839,3367,929,1640,277,428,0,0,3045,5433,0,0,0,3,0,0,59,105,56,109,32,72,7761,18545,976,..,8739,18545
208041195,4283,13205,1197,2582,608,1529,1798,4109,716,1391,370,732,317,471,0,0,1405,2594,0,0,0,5,0,0,130,204,131,212,26,56,7646,20176,728,..,8370,20176
209011196,3197,9036,70,126,78,173,150,298,0,0,0,0,35,55,0,0,38,51,0,0,0,0,0,0,5,10,5,10,4,9,3383,9399,246,..,3634,9399
209011197,6212,17365,590,993,402,843,993,1836,81,172,13,18,25,32,0,3,117,222,0,4,0,0,0,0,3,15,4,18,15,25,7338,19465,512,..,7852,19465
209011198,3696,10030,560,1114,393,930,954,2044,512,979,140,240,194,343,0,0,853,1563,0,0,0,0,0,0,13,22,13,22,21,41,5535,13697,596,..,6134,13697
209011199,3145,8142,1174,2391,547,1410,1721,3800,297,702,3,14,20,26,3,5,324,752,0,0,0,3,0,0,0,0,0,4,31,68,5227,12765,585,..,5815,12765
209011200,2553,7306,444,871,450,1105,894,1977,711,1284,27,62,95,151,0,3,844,1506,0,0,0,0,0,0,12,26,12,26,23,39,4321,10856,458,..,4784,10856
209011201,2121,6207,30,65,64,151,87,211,415,777,30,56,5,14,0,0,447,845,0,0,0,0,0,0,3,8,3,11,8,18,2672,7292,286,..,2958,7292
209011202,4954,13223,660,1122,234,528,902,1654,94,141,6,18,0,0,0,0,100,159,3,4,0,0,0,0,7,8,6,17,13,33,5978,15074,504,..,6479,15074
209011203,5581,15273,653,1144,312,779,967,1923,11,14,0,0,0,0,0,0,10,16,0,0,0,0,0,3,6,11,7,9,8,18,6575,17239,523,..,7095,17239
209011204,3089,8171,234,382,56,134,291,512,14,20,3,12,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,3,6,3405,8725,238,..,3639,8725
209021205,2120,6772,146,281,509,1433,651,1708,210,528,267,469,59,109,0,0,532,1105,0,0,0,0,0,0,4,5,4,5,9,14,3326,9612,263,..,3590,9612
209021207,6593,17250,1993,3778,1104,2594,3099,6372,511,981,83,144,6,12,0,0,604,1137,0,0,0,0,0,0,41,96,41,96,40,82,10370,24934,1009,..,11378,24934
209021208,6122,16704,1741,3652,639,1644,2379,5302,211,419,17,28,3,3,0,0,228,456,0,0,0,0,0,0,32,86,32,86,22,41,8777,22589,727,..,9507,22589
209021428,4393,11955,997,2081,585,1379,1584,3465,256,438,254,412,870,1615,0,0,1372,2470,0,0,0,0,0,0,87,182,87,182,38,68,7469,18144,643,..,8115,18144
209021429,2778,7743,854,1948,471,1138,1326,3086,181,338,38,60,156,309,0,0,376,697,0,0,0,0,0,0,24,55,25,55,4,11,4517,11601,457,..,4977,11601
209031209,6851,20316,161,244,189,416,351,669,384,694,17,22,0,0,0,0,398,717,0,6,0,0,0,0,3,8,7,15,17,34,7628,21749,516,..,8141,21749
209031210,1122,3230,27,32,4,7,29,38,0,10,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,3,0,3,0,7,1155,3282,87,..,1243,3282
209031211,1268,3371,4,10,0,0,4,10,4,8,0,0,0,0,3,3,3,6,0,0,0,0,10,28,0,5,14,36,3,5,1300,3435,185,..,1483,3435
209031212,1599,4581,0,4,0,0,0,4,3,3,0,0,0,0,0,0,3,3,0,0,0,7,3,3,3,5,4,18,13,29,1628,4637,137,..,1764,4637
209031213,2726,8565,11,28,59,168,67,194,85,131,0,0,0,0,0,0,85,131,0,3,0,0,0,0,0,0,0,3,12,36,2895,8924,163,..,3056,8924
209031214,2067,6171,20,34,0,4,21,41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,9,3,12,2100,6225,126,..,2228,6225
209031215,4138,12477,115,213,88,225,205,437,7,34,0,0,0,0,0,4,13,40,0,0,0,0,0,0,0,0,0,0,13,24,4361,12974,278,..,4643,12974
209041216,1396,4671,213,566,272,691,490,1257,263,491,150,233,206,383,0,0,610,1105,0,0,0,0,0,0,0,0,0,0,3,7,2502,7043,270,..,2765,7043
209041217,1812,4866,227,436,197,529,419,960,0,0,32,60,0,0,0,0,31,59,0,0,0,0,0,0,0,4,0,4,8,20,2272,5912,182,..,2459,5912
209041219,6672,19681,207,489,170,438,383,928,457,1124,0,0,0,3,0,0,458,1132,0,0,0,0,0,0,8,28,8,28,16,34,7534,21806,485,..,8022,21806
209041220,4564,13834,768,2077,320,950,1085,3032,31,74,46,81,26,48,0,0,108,202,0,0,0,0,0,0,4,7,4,7,3,12,5769,17082,336,..,6106,17082
209041221,3507,10407,284,735,82,233,365,965,8,23,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,4,0,4,3,7,3888,11406,237,..,4122,11406
209041223,5953,17129,400,920,196,504,595,1428,401,962,0,0,0,0,0,4,401,966,0,0,0,0,0,0,6,17,6,17,19,47,6975,19589,512,..,7487,19589
209041224,4838,14574,132,269,10,14,142,286,40,78,0,4,0,0,0,0,40,86,7,7,10,12,3,0,3,3,15,27,13,25,5055,14996,388,..,5444,14996
209041225,2556,7173,100,165,15,38,116,206,34,64,0,0,0,0,0,0,34,64,0,0,3,3,0,3,0,0,4,9,8,9,2713,7460,241,..,2957,7460
209041430,5853,18133,545,1503,182,474,723,1979,5,15,0,0,3,4,0,0,8,19,0,0,0,0,0,0,0,4,0,4,4,13,6600,20150,431,..,7030,20150
209041431,3135,9950,627,1611,242,757,864,2375,20,34,89,142,0,0,0,0,112,179,0,0,0,0,0,0,0,0,0,0,3,10,4116,12506,302,..,4414,12506
209041432,2193,6249,409,1051,185,546,593,1594,7,15,9,15,4,6,0,0,18,41,0,0,0,4,0,0,0,0,0,4,0,5,2812,7899,153,..,2968,7899
209041433,2515,8751,273,699,350,1023,628,1722,0,6,41,64,0,0,0,0,46,70,0,0,0,0,0,0,0,0,0,0,3,12,3192,10553,210,..,3399,10553
209041434,4575,14153,209,464,353,830,559,1295,58,132,43,91,0,0,0,0,98,223,0,0,0,0,0,0,0,6,3,10,11,19,5246,15704,432,..,5681,15704
209041435,3117,10457,165,476,264,732,432,1210,7,10,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,26,3557,11707,159,..,3717,11707
209041436,3048,9410,363,925,361,918,726,1841,29,32,29,34,0,0,0,0,54,64,0,0,0,0,0,0,0,0,0,0,0,0,3829,11324,292,..,4117,11324
209041437,2477,8286,47,126,82,174,128,302,59,123,0,0,0,0,0,0,56,124,0,0,0,0,0,0,0,0,0,0,19,52,2677,8761,206,..,2881,8761
210011226,2022,5134,586,1111,309,719,903,1828,50,99,0,0,0,0,4,6,53,104,0,0,0,0,0,0,10,26,10,26,20,40,3005,7129,334,..,3340,7129
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
210011228,2563,7254,253,421,112,239,364,666,20,32,0,0,0,0,0,0,20,32,0,0,0,0,0,0,45,121,45,121,5,14,2997,8083,285,..,3283,8083
210011229,7337,20075,687,1510,1041,2763,1729,4271,70,131,3,9,0,0,0,0,75,145,0,0,0,4,0,0,48,120,46,123,12,31,9202,24641,713,..,9912,24641
210011230,1716,4793,357,619,416,1159,775,1782,8,15,12,23,45,64,3,3,67,98,0,0,0,0,0,0,7,12,7,12,7,10,2564,6704,250,..,2813,6704
210011231,2521,7418,273,610,323,868,596,1475,16,28,4,6,0,4,0,0,19,35,0,0,0,0,0,0,12,23,12,23,10,29,3159,8980,239,..,3405,8980
210021232,3816,11247,354,601,9,19,362,619,6,4,0,0,0,0,0,0,7,6,0,0,0,0,0,3,0,3,3,7,9,38,4192,11913,387,..,4581,11913
210021233,1118,3048,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,15,15,18,0,0,0,4,22,30,0,4,1147,3090,197,..,1346,3090
210021234,1275,3649,56,98,0,0,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,9,1338,3771,105,..,1446,3771
210021235,2996,8263,47,68,0,0,51,70,65,104,0,0,0,0,0,5,66,114,0,0,4,4,3,5,3,13,8,26,17,26,3140,8496,350,..,3494,8496
210031236,2004,5399,228,445,340,838,569,1280,97,170,31,64,0,0,0,0,130,231,4,13,0,0,0,0,15,33,22,45,7,22,2733,6987,261,..,2995,6987
210031237,3797,11207,291,734,257,742,555,1480,54,144,0,0,0,0,0,3,53,149,0,0,0,0,0,0,11,26,11,26,12,49,4423,12914,381,..,4806,12914
210031239,4649,12946,1756,3499,1849,4473,3603,7969,349,584,66,127,70,116,7,21,498,844,0,0,0,0,0,0,37,87,37,87,18,54,8804,21901,887,..,9691,21901
210031438,4906,13593,754,1734,1405,3657,2158,5390,618,1349,41,78,3,18,9,24,679,1471,0,0,0,0,0,0,10,22,10,22,36,92,7783,20570,713,..,8496,20570
210031439,796,2263,12,21,160,381,169,401,21,44,34,45,0,0,0,0,55,89,0,3,0,3,0,0,0,5,0,13,0,0,1022,2764,95,..,1117,2764
210031440,1645,4390,240,475,186,446,419,923,16,35,0,0,0,0,3,8,17,45,0,0,0,0,0,0,4,4,4,4,3,9,2094,5373,159,..,2250,5373
210041240,4090,11867,26,42,4,13,37,56,9,20,0,0,0,0,0,0,9,20,0,3,0,0,0,0,0,4,4,11,3,11,4142,11966,255,..,4401,11966
210041241,8096,22700,395,616,92,183,488,805,897,1528,0,0,0,0,0,0,897,1528,0,0,0,0,0,0,0,3,3,3,17,36,9501,25075,697,..,10199,25075
210051242,2835,8608,260,545,309,936,576,1477,453,1288,3,10,77,178,3,7,539,1481,0,0,0,0,0,9,124,397,127,402,44,78,4115,12046,378,..,4495,12046
210051243,4117,13607,85,199,85,291,170,496,339,931,0,0,0,0,0,0,341,931,8,8,95,108,0,0,3,3,107,122,22,55,4749,15206,385,..,5139,15206
210051245,5470,15411,279,508,229,559,506,1069,22,30,0,0,0,0,0,0,24,34,3,0,81,112,0,0,3,8,79,124,6,36,6088,16672,399,..,6484,16672
210051246,4505,15202,79,213,90,236,164,447,3,12,0,0,4,3,0,0,4,11,0,3,0,0,0,0,0,0,0,3,9,28,4687,15692,320,..,5010,15692
210051247,3411,11828,530,1629,117,359,648,1991,41,140,0,0,0,0,3,3,44,140,0,0,0,0,0,0,0,9,0,9,15,53,4119,14022,301,..,4419,14022
210051248,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,58,0,..,22,58
210051249,4796,18838,328,1084,252,811,579,1889,18,73,0,0,17,43,0,0,39,118,0,0,0,0,0,0,0,0,0,0,7,11,5419,20860,302,..,5721,20860
210051250,1609,4117,900,1752,65,162,971,1909,6,15,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,3,10,2589,6049,225,..,2819,6049
210051441,2350,7438,91,250,11,35,105,282,96,250,0,0,0,0,0,0,96,250,0,0,0,0,0,0,0,0,0,0,3,7,2549,7979,153,..,2700,7979
210051442,2789,10135,114,350,171,497,284,848,56,145,0,0,0,3,0,0,51,147,0,8,0,5,0,0,0,9,3,23,0,8,3133,11158,156,..,3285,11158
210051443,4244,14314,334,956,137,354,468,1313,27,64,0,0,0,4,0,0,34,65,0,0,0,0,0,0,0,0,3,4,10,30,4752,15725,226,..,4979,15725
210051444,3332,11725,390,1037,329,884,721,1923,38,98,0,0,0,0,0,0,38,98,0,0,0,0,0,0,3,4,3,4,6,16,4106,13763,304,..,4409,13763
210051445,973,3071,51,139,8,16,56,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1033,3230,89,..,1117,3230
211011251,2935,7907,981,2205,198,453,1182,2655,379,681,45,79,21,42,0,0,439,800,0,0,0,0,0,0,4,7,4,7,19,36,4586,11410,358,..,4947,11410
211011254,4500,13020,314,650,297,784,613,1428,5,17,0,0,0,0,0,0,5,17,0,0,0,3,0,0,4,10,7,13,11,26,5133,14502,351,..,5481,14502
211011255,1918,6256,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,1925,6263,95,..,2013,6263
211011256,4594,13912,196,272,101,185,299,458,0,0,45,70,0,0,0,0,44,67,0,9,0,0,0,0,106,303,108,309,3,9,5043,14766,263,..,5307,14766
211011257,2242,7304,8,35,65,140,70,178,208,310,0,0,3,4,0,0,213,317,0,3,0,0,0,0,3,8,4,11,4,9,2534,7812,163,..,2695,7812
211011258,3143,9984,112,168,41,121,152,294,11,15,0,0,0,3,0,0,14,26,0,0,0,0,0,0,0,9,0,9,0,0,3312,10307,174,..,3485,10307
211011259,4220,12219,221,322,214,495,437,816,0,10,0,0,0,0,0,0,0,10,20,27,103,130,0,0,4,4,130,160,5,11,4792,13216,328,..,5126,13216
211011260,4827,14772,795,1407,242,690,1036,2092,35,38,10,20,107,178,0,0,158,237,0,0,0,3,0,0,0,0,3,3,9,11,6036,17113,434,..,6469,17113
211011446,6360,16573,1396,2607,472,1042,1865,3655,151,214,86,126,10,18,3,4,251,369,0,0,0,0,0,0,5,7,5,7,27,47,8510,20645,635,..,9141,20645
211011447,4477,11648,442,769,131,307,570,1076,99,124,70,109,0,0,0,0,168,233,0,0,0,0,0,0,3,13,3,13,22,42,5242,13009,417,..,5660,13009
211011448,4829,13365,114,232,113,292,229,523,21,30,0,0,0,3,0,0,17,38,0,0,0,0,0,0,4,18,4,18,7,10,5088,13953,341,..,5431,13953
211011449,1403,3868,27,74,26,57,55,129,3,13,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,12,4,12,0,3,1466,4017,100,..,1564,4017
211021261,4746,14088,246,460,101,276,342,736,117,165,0,0,0,3,0,4,124,174,0,0,0,0,0,0,0,0,0,0,9,15,5221,15015,395,..,5614,15015
211021262,2991,9241,15,18,12,13,22,31,0,0,0,0,0,0,0,0,0,0,13,23,0,0,0,0,3,8,18,32,9,15,3041,9311,217,..,3255,9311
211031263,3352,9463,533,1056,111,232,649,1289,123,222,0,0,0,0,0,0,123,222,0,0,0,0,0,0,0,4,0,4,11,22,4127,10992,247,..,4370,10992
211031265,5732,16921,36,75,29,78,66,154,3,3,0,0,0,0,0,0,3,3,0,0,0,8,0,0,5,15,6,17,9,13,5807,17107,372,..,6180,17107
211031266,5269,13778,707,1237,237,463,943,1703,92,179,182,335,69,106,0,0,338,618,0,0,0,0,0,0,8,9,8,9,27,56,6579,16164,620,..,7197,16164
211031267,6693,17663,387,748,132,325,523,1075,123,310,9,26,0,0,0,0,134,328,0,3,0,3,0,0,6,18,9,25,13,53,7367,19141,580,..,7951,19141
211031268,3144,8902,11,26,10,19,17,41,6,13,0,0,0,0,0,0,6,13,0,0,0,3,0,0,0,0,0,3,4,9,3175,8969,212,..,3391,8969
211031450,5005,12197,522,949,164,367,679,1322,70,128,155,263,84,136,0,0,308,527,0,0,0,0,0,0,0,4,0,4,22,41,6015,14089,502,..,6508,14089
211031451,4631,11616,138,269,235,606,373,873,18,21,18,33,0,0,0,0,29,59,0,0,0,0,0,0,3,10,3,10,15,27,5051,12582,413,..,5461,12582
211031452,1572,4198,115,279,13,29,122,306,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,3,1696,4510,117,..,1818,4510
211041269,2900,8041,729,1383,224,625,955,2004,45,70,25,50,0,0,0,0,69,118,0,0,0,0,0,0,0,4,0,4,8,19,3939,10181,301,..,4240,10181
211041270,3903,10864,1347,2670,513,1328,1858,4000,58,140,47,88,201,323,10,11,311,558,0,0,0,0,0,0,3,3,3,3,19,40,6088,15471,500,..,6587,15471
211041271,3007,8458,963,1914,187,471,1157,2384,65,167,0,0,53,108,0,0,121,269,0,0,0,0,0,0,5,12,5,12,9,19,4294,11153,320,..,4614,11153
211041272,2956,8497,480,1004,180,493,667,1500,33,41,0,0,0,7,0,0,35,50,0,0,0,0,0,0,7,15,10,13,8,16,3671,10073,258,..,3934,10073
211041273,3548,10529,222,382,95,275,316,656,33,50,8,27,0,0,0,0,46,81,0,0,0,0,0,0,0,6,0,6,3,5,3913,11274,267,..,4188,11274
211051274,3293,9336,13,20,0,0,15,22,7,8,0,0,0,0,0,0,7,8,0,0,0,0,0,6,3,3,4,5,11,25,3321,9397,225,..,3549,9397
211051275,3284,9208,11,26,45,82,56,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,11,33,3355,9354,308,..,3657,9354
211051276,4521,11756,321,544,20,40,343,584,13,17,0,3,0,0,0,0,13,22,10,11,39,59,3,5,0,9,54,82,27,48,4962,12494,478,..,5441,12494
211051277,2938,7692,352,545,48,97,405,640,27,55,0,0,0,0,0,0,29,56,0,5,0,0,0,0,0,6,7,16,12,19,3386,8427,338,..,3727,8427
211051278,5432,15554,884,1410,203,418,1087,1828,9,19,51,87,0,0,0,0,58,102,37,40,26,32,0,0,0,0,58,80,26,54,6663,17625,520,..,7183,17625
211051279,1837,5137,29,66,3,4,31,72,5,7,0,0,0,0,0,0,5,7,0,0,0,0,0,6,9,19,6,26,10,17,1891,5260,190,..,2081,5260
211051280,2042,5928,126,183,12,20,135,203,32,65,0,0,0,3,0,0,34,69,0,0,0,0,0,0,0,0,0,0,3,7,2218,6205,176,..,2392,6205
211051281,7098,20172,199,383,119,276,325,655,15,28,0,0,0,3,0,0,17,33,0,0,0,0,0,0,0,4,0,4,25,62,7463,20927,565,..,8025,20927
211051282,3378,8767,28,41,5,11,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,6,15,35,81,3460,8925,413,..,3873,8925
211051283,3066,8934,83,123,18,42,104,166,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,12,8,21,3186,9137,226,..,3413,9137
211051284,3314,8994,38,54,34,41,69,98,21,35,0,0,0,0,0,0,21,35,0,0,0,0,0,0,3,8,3,8,4,3,3408,9139,239,..,3648,9139
211051285,2436,7067,3,5,0,0,3,5,6,7,0,0,0,4,0,0,8,12,0,3,0,0,3,5,0,5,8,19,14,35,2472,7140,232,..,2701,7140
211051286,5649,14429,43,87,7,5,53,91,41,73,0,0,0,0,4,11,46,83,63,85,30,32,4,17,10,22,107,158,26,56,5876,14813,766,..,6643,14813
212011287,3694,11366,297,672,180,414,475,1088,0,3,0,0,0,0,0,0,0,3,0,0,47,58,0,0,0,3,47,64,9,13,4231,12539,360,..,4589,12539
212011288,2666,7655,86,140,0,4,89,142,49,66,0,0,0,0,0,5,50,71,3,0,0,3,0,0,4,6,7,13,13,31,2822,7917,258,..,3082,7917
212011289,5723,16413,3,3,0,3,4,7,12,13,0,0,0,0,0,0,12,13,0,8,4,12,0,0,6,11,10,27,30,61,5774,16526,462,..,6234,16526
212011290,2422,6655,41,61,0,5,43,64,5,4,0,0,0,0,0,0,5,4,3,10,0,0,0,0,5,11,9,16,8,21,2487,6765,203,..,2696,6765
212011291,5511,15833,627,1243,107,258,729,1493,50,76,0,0,0,0,0,0,57,74,0,3,0,0,3,0,6,9,7,17,14,34,6318,17461,433,..,6750,17461
212011292,8358,25028,720,1335,274,606,992,1941,17,35,0,0,0,0,0,0,17,35,20,17,23,34,4,9,0,0,50,61,7,17,9428,27083,707,..,10134,27083
212021293,6463,18505,1125,1898,382,892,1507,2787,143,198,0,0,0,6,0,0,151,204,0,0,0,0,0,0,4,20,4,20,12,32,8134,21553,669,..,8800,21553
