SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
205051104,38,84,63,113,183,179,110,314,34,1116,6,29,29,24,13,26,7,60,5,199,0,0,0,0,0,0,0,0,0,3,0,9,5,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,5,0,0,0,16,0,0,0,0,3,0,3,0,0,16,4,35,22,16,14,14,3,3,0,115,3,26,18,11,8,9,0,8,4,87,0,11,3,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,6,0,0,0,28,0,0,0,0,0,3,0,3,0,3,0,12,5,4,4,4,5,0,0,41,0,9,0,4,3,7,0,0,0,24,3,10,3,3,5,8,3,0,0,36,7,18,16,20,16,12,4,15,0,113,23,35,46,60,26,11,13,8,3,234,0,0,0,0,3,0,0,0,0,6,0,6,5,5,0,0,0,7,0,29
206011105,164,658,612,682,1272,1757,890,1318,136,7493,0,3,4,0,4,3,0,0,0,13,0,0,3,0,0,3,0,3,0,11,3,26,19,18,36,35,27,20,3,185,3,0,7,7,21,11,5,5,0,61,0,4,7,6,14,30,9,13,0,87,3,12,4,19,32,35,16,6,0,129,27,163,95,105,109,84,47,46,3,679,18,188,125,118,75,58,40,54,0,676,9,3,8,11,27,21,15,6,0,104,10,24,27,28,49,56,32,34,3,258,20,15,15,24,67,97,32,36,0,307,0,10,5,9,13,14,12,3,0,76,35,81,94,90,144,210,150,133,3,935,7,42,52,15,38,52,20,23,0,249,28,22,60,49,147,116,62,49,0,532,38,198,145,151,221,169,131,191,8,1257,71,106,185,243,237,241,98,93,6,1279,11,49,49,45,42,47,33,29,3,298,4,38,23,44,64,33,25,30,3,273
206011106,68,224,241,243,594,760,428,578,43,3181,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,4,10,12,14,6,17,0,67,3,0,3,0,10,0,8,0,0,24,0,7,4,3,9,10,7,6,0,33,3,9,0,3,14,18,4,13,0,67,8,62,54,45,62,26,25,24,0,305,7,80,50,57,33,24,24,31,0,302,0,0,3,3,18,11,6,6,0,47,8,9,15,14,18,20,16,17,0,110,4,0,5,12,39,44,8,20,0,139,3,4,0,3,9,7,3,6,0,40,11,39,36,44,86,94,71,81,0,462,5,23,21,21,23,17,11,16,0,129,14,11,15,30,64,43,43,30,4,252,13,77,69,73,102,95,65,69,7,568,26,46,66,130,120,102,38,44,3,567,5,24,17,19,18,24,11,13,0,124,4,17,14,16,28,19,15,17,0,129
206011107,91,315,274,323,708,825,429,611,57,3633,3,3,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,12,7,19,27,21,8,15,0,120,0,0,0,3,6,3,0,0,0,15,0,3,3,4,9,11,3,7,0,43,5,5,5,0,22,14,6,13,0,71,5,87,53,42,77,22,18,16,3,339,8,96,66,41,47,23,24,22,3,322,3,6,8,10,27,15,4,6,0,82,4,9,9,15,18,21,16,12,0,103,11,8,9,17,42,45,13,24,0,166,0,3,3,4,11,9,7,11,0,48,6,35,52,49,64,66,37,46,0,358,7,19,27,8,27,23,11,10,3,138,16,16,21,37,63,46,31,19,0,241,28,76,78,101,104,93,58,85,4,619,33,64,104,139,130,133,51,45,0,696,5,27,16,14,17,15,11,11,7,117,0,15,18,15,36,20,9,11,3,132
206011108,135,535,545,592,1317,1631,777,1146,152,6828,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,7,3,12,25,33,33,33,22,13,4,189,0,0,3,7,10,16,3,3,0,47,3,9,10,7,10,19,11,9,3,84,7,10,15,14,28,21,15,5,0,108,21,181,111,95,105,63,36,26,11,646,9,136,93,71,49,40,23,28,11,448,13,4,15,20,30,22,4,8,0,121,10,15,18,15,36,21,18,22,0,163,20,8,19,34,62,66,21,24,0,247,3,8,9,6,18,9,0,3,0,72,20,53,82,86,112,104,54,76,4,590,4,35,33,28,33,26,16,3,4,196,38,34,62,76,143,86,45,36,3,517,39,151,161,168,187,153,95,143,4,1092,61,132,231,278,245,180,57,51,8,1254,3,44,40,32,22,26,14,11,3,189,4,45,29,33,46,26,16,16,3,219
206011109,43,196,161,164,419,634,307,517,37,2481,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,13,9,14,14,11,12,0,94,0,0,0,3,0,4,3,0,0,14,3,3,9,3,6,14,0,3,0,39,0,0,5,13,8,7,4,3,0,50,8,94,48,43,27,22,6,12,3,258,3,53,17,14,15,7,0,6,0,122,4,9,4,18,12,12,3,3,0,71,0,10,10,14,8,14,4,7,0,58,6,8,22,17,26,27,12,7,0,126,0,0,3,3,8,0,5,7,0,38,3,22,24,32,38,40,18,24,0,204,4,3,19,10,16,6,5,4,0,64,11,16,26,26,41,31,16,7,0,167,18,59,55,62,58,39,28,53,3,377,24,48,106,108,69,73,24,23,3,473,0,18,11,11,6,4,3,6,0,52,3,15,7,13,11,7,3,3,3,66
206021110,49,206,177,177,396,574,324,502,39,2441,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,4,9,13,10,12,20,6,7,0,81,0,3,0,7,3,0,3,3,0,22,0,7,3,3,3,7,0,0,0,24,0,0,6,16,14,10,0,9,0,54,5,57,39,39,38,22,13,14,0,229,3,62,26,27,20,15,10,12,0,169,4,4,4,8,9,6,5,8,0,47,4,4,6,8,10,16,12,11,0,70,11,3,10,20,27,25,9,16,0,121,0,8,0,0,10,8,4,8,0,48,13,19,41,49,27,42,38,36,0,261,0,9,12,7,5,14,0,3,0,50,11,6,23,23,47,28,25,21,0,183,15,61,63,52,61,39,36,57,0,374,11,61,86,99,103,79,25,32,0,505,0,24,9,12,16,10,8,7,0,86,0,17,13,13,14,12,12,8,0,83
206021111,140,507,416,555,1011,1538,823,1295,117,6394,0,0,0,3,0,0,0,0,0,13,0,0,5,0,0,0,3,0,0,5,0,31,16,27,27,40,22,23,0,203,7,3,3,3,16,4,7,0,0,39,3,13,8,8,8,18,13,13,0,85,4,5,13,21,25,27,16,11,3,128,14,124,90,85,90,76,35,59,12,569,9,136,83,62,43,43,24,39,3,433,3,5,3,15,17,25,9,8,0,88,6,17,29,33,30,44,30,39,0,228,21,12,17,33,54,85,31,40,3,294,0,12,10,15,15,14,13,4,0,80,29,90,103,132,129,183,99,159,12,939,6,24,21,28,32,30,20,29,0,187,26,39,75,82,114,102,90,53,3,583,31,186,154,157,187,173,99,164,5,1154,57,128,229,319,215,232,115,114,11,1416,11,65,34,33,30,39,15,43,0,269,8,50,36,40,55,42,10,32,0,264
206021112,97,373,355,470,915,1111,545,780,86,4730,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,7,10,20,21,12,28,46,19,9,0,160,3,0,0,5,8,13,4,0,0,34,0,16,5,3,11,11,4,3,0,55,0,9,8,5,23,26,10,9,0,91,19,127,89,72,85,50,35,24,4,500,6,75,49,61,38,29,16,24,9,303,0,4,11,15,14,22,7,7,0,84,9,14,17,21,29,36,15,33,0,166,12,8,19,24,39,49,25,17,0,189,0,7,9,10,13,14,5,3,0,60,25,50,78,60,74,120,65,59,4,532,8,25,28,31,32,27,6,13,4,176,31,22,51,52,84,78,37,36,0,391,30,119,123,111,161,112,67,114,4,836,63,108,163,224,174,146,58,58,6,1013,3,30,26,32,27,11,12,14,0,164,4,32,22,28,33,26,6,8,3,158
206031113,71,312,261,293,633,878,505,811,52,3808,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,10,3,9,15,18,25,26,9,9,0,116,0,0,3,3,11,5,4,4,0,29,3,9,8,7,8,14,3,8,0,64,3,5,5,8,19,15,9,15,0,88,7,87,52,36,57,42,25,21,0,328,6,75,39,28,14,21,12,24,0,223,10,7,19,24,19,23,13,11,0,116,3,9,8,11,22,13,12,7,0,89,15,14,16,28,35,57,26,32,0,224,3,7,10,7,6,14,10,6,0,58,22,39,49,54,66,75,47,62,0,424,0,16,23,24,26,20,17,16,0,149,20,17,35,31,58,56,26,21,3,268,20,85,73,64,99,82,45,63,0,531,42,74,144,110,114,131,45,50,8,723,4,26,25,18,16,23,5,15,0,137,4,10,15,22,22,15,16,12,3,124
206031114,180,611,504,440,1178,1792,887,1695,133,7416,0,3,0,3,5,3,0,0,0,19,0,0,0,3,0,3,0,0,0,9,9,43,38,38,40,53,19,12,0,252,0,0,3,0,11,9,0,3,0,28,7,22,21,23,15,34,7,29,0,159,4,12,18,25,31,41,22,22,0,171,23,276,122,112,104,85,54,39,8,823,20,167,77,50,61,34,15,28,7,458,9,24,22,41,66,48,26,23,0,267,3,16,17,9,23,32,13,14,0,133,24,14,55,49,92,89,40,40,0,413,0,11,9,16,21,31,16,14,0,121,33,81,77,87,122,163,84,67,3,719,6,50,49,25,40,33,12,19,0,235,30,27,56,61,106,99,54,40,0,466,38,176,183,142,170,166,93,168,9,1145,60,135,220,255,215,187,83,82,18,1245,4,56,18,22,21,13,17,12,0,161,5,35,41,28,45,20,14,13,0,202
206031115,49,212,192,189,427,551,229,381,55,2286,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,4,3,16,14,12,6,0,60,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,10,5,3,0,31,5,3,3,3,7,9,0,4,0,33,3,53,42,29,33,12,13,9,0,201,8,76,54,19,35,10,10,13,3,221,3,0,4,7,12,4,3,3,0,35,3,5,7,10,15,7,0,14,0,61,7,0,8,3,26,39,12,13,0,104,3,4,0,5,6,9,0,3,0,30,12,27,33,28,42,77,43,42,0,306,3,20,20,15,12,8,9,4,0,85,11,3,7,22,39,35,26,17,0,148,7,55,42,37,59,43,33,44,3,318,14,50,59,71,76,91,24,46,8,444,3,18,9,9,4,10,3,10,0,76,3,7,11,13,13,6,0,0,4,69
206031116,66,299,232,248,636,932,478,874,60,3830,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,7,5,24,13,14,27,17,6,17,0,128,3,0,0,3,11,7,4,3,0,26,3,19,20,12,6,5,6,4,0,77,3,8,7,3,12,29,10,12,0,87,14,116,57,49,71,34,19,25,3,381,3,60,41,21,31,15,17,17,8,206,3,8,17,15,26,17,4,15,0,111,4,10,3,10,11,18,5,30,3,95,6,8,22,26,44,59,34,19,3,219,3,9,7,11,10,10,4,7,0,66,17,50,35,68,53,82,39,51,0,392,3,31,28,25,23,26,12,10,4,162,13,12,23,32,79,60,28,26,0,273,19,95,73,65,88,77,41,99,6,568,36,71,102,146,103,116,44,49,3,664,0,23,8,7,10,10,3,7,0,77,8,21,18,24,23,8,7,12,0,111
206041117,76,470,352,226,447,722,323,539,67,3220,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,10,8,4,11,10,3,11,0,62,0,0,0,0,0,13,3,0,0,22,0,0,3,4,3,6,4,3,0,35,0,3,3,0,12,13,4,7,0,48,9,116,68,34,38,34,19,17,0,342,15,171,129,51,42,30,16,27,7,480,0,5,3,3,8,8,3,3,0,39,5,6,3,10,15,28,9,11,3,93,3,3,12,3,31,47,18,17,0,137,0,9,6,3,3,12,3,4,0,47,17,47,34,33,83,135,63,72,3,489,3,17,9,17,17,22,3,4,0,92,8,10,16,11,51,25,20,19,0,151,7,132,47,52,41,62,23,61,3,431,23,60,61,74,93,84,28,51,3,484,5,19,15,16,11,14,14,7,3,106,6,15,15,10,20,15,5,17,0,93
206041118,86,163,220,177,473,1244,315,592,53,3325,0,0,3,3,0,0,3,0,0,7,0,0,0,0,0,5,0,0,0,9,3,0,9,3,20,19,8,6,0,68,0,0,0,0,3,9,0,0,0,20,0,3,4,4,13,10,4,9,0,47,3,0,3,5,8,19,8,9,0,66,16,34,35,24,43,40,14,29,0,243,4,61,70,34,35,37,18,26,4,287,3,3,8,6,13,13,10,10,0,68,3,6,3,3,6,25,13,11,0,74,15,3,8,27,55,107,38,41,0,294,0,8,6,6,16,24,9,15,0,87,20,13,37,23,71,198,38,56,3,453,3,17,27,5,22,19,3,10,0,107,7,0,9,9,32,32,14,9,0,116,5,33,14,14,34,38,9,24,0,172,10,19,30,41,44,48,21,20,3,238,0,11,3,7,10,11,3,3,0,48,7,5,13,7,12,12,0,19,0,74
206041119,38,109,93,102,215,321,185,432,23,1515,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,6,11,15,12,0,44,0,0,0,0,3,5,0,0,0,12,0,4,3,0,6,4,0,9,0,27,0,0,7,3,5,8,0,4,0,25,0,16,18,12,15,21,13,12,0,106,0,17,15,6,10,13,7,17,0,79,0,3,0,0,0,11,4,4,3,28,3,0,0,0,3,12,10,13,0,42,3,10,8,7,9,34,14,26,0,104,0,3,0,3,3,3,0,0,0,17,6,19,20,28,27,65,35,61,0,263,0,9,4,8,8,6,3,5,0,41,10,0,7,9,23,24,20,15,0,114,8,30,10,12,31,26,22,24,0,174,24,19,31,40,38,54,34,42,6,278,3,7,6,0,9,9,10,5,0,50,4,0,6,9,10,6,4,6,3,45
206041120,0,0,0,0,7,4,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,58,206,182,236,561,791,408,616,27,3091,0,3,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,3,5,3,8,21,18,12,13,0,86,3,0,0,3,4,3,3,3,0,25,0,3,0,3,7,12,3,13,0,40,0,3,9,8,9,14,4,10,0,54,13,39,46,37,49,37,26,20,0,260,8,55,33,23,12,21,12,17,3,171,3,5,3,4,29,25,11,11,0,90,3,6,3,7,22,19,12,16,0,99,7,3,15,18,43,57,35,24,0,202,3,7,8,3,14,14,9,9,0,58,16,33,42,42,76,93,67,65,0,437,5,4,20,8,16,15,12,11,0,89,14,8,15,32,57,52,25,21,0,229,16,50,40,69,71,61,41,73,3,435,34,46,56,103,112,129,46,43,3,576,0,25,17,26,16,23,14,18,3,143,5,18,17,15,12,13,11,4,0,90
206041122,173,796,1355,541,1346,2217,738,1064,145,8356,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,4,0,3,0,9,7,14,33,8,36,45,14,8,3,157,3,0,0,0,21,9,5,3,0,41,0,3,5,6,13,19,5,13,0,78,6,14,15,7,40,29,6,13,3,136,29,155,172,80,128,75,37,40,8,723,42,415,673,222,201,157,66,93,18,1886,3,7,15,9,30,25,9,14,0,110,0,11,11,9,32,53,16,14,0,156,22,14,22,18,106,178,47,54,3,447,13,22,22,11,40,40,15,17,0,172,35,55,71,61,190,404,103,129,6,1051,6,45,115,20,50,50,8,12,0,310,15,10,11,16,72,52,28,29,0,223,20,138,60,39,112,98,29,48,0,546,25,89,140,83,122,103,46,54,4,663,4,25,24,23,26,26,11,24,0,159,10,43,52,32,46,36,18,16,0,256
206041123,129,479,549,346,822,1145,529,940,88,5031,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,17,8,19,20,9,15,0,100,0,4,4,0,8,10,3,3,0,37,0,3,3,3,19,11,3,9,0,51,0,5,12,7,20,20,9,16,0,91,19,109,86,50,72,45,31,36,9,451,16,146,138,68,67,43,39,44,13,564,0,5,11,12,25,21,8,5,0,79,3,10,14,7,36,37,20,29,0,146,16,7,9,11,60,78,34,33,0,246,0,9,3,3,9,17,8,6,3,66,35,65,63,57,139,176,89,117,3,735,3,29,34,21,28,22,13,16,3,171,17,6,13,16,76,59,39,24,0,257,27,117,66,58,93,86,59,81,11,599,48,88,94,136,162,160,78,96,7,871,0,29,9,24,18,24,11,14,0,138,11,22,15,22,35,27,9,18,3,155
206041124,64,342,129,92,226,297,138,273,87,1659,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,0,8,4,3,0,0,31,0,0,0,0,4,4,0,0,0,7,0,0,3,0,4,4,3,4,0,20,3,7,3,0,7,3,0,3,0,30,13,45,28,16,20,14,4,11,12,163,16,139,35,32,7,7,7,10,38,286,0,0,0,3,4,4,3,3,0,20,3,5,0,3,3,4,0,9,0,27,4,5,3,3,19,27,7,6,0,67,0,3,0,0,5,0,0,3,0,16,4,26,30,20,28,41,22,29,11,213,3,10,7,8,5,3,3,3,0,40,3,3,8,9,21,17,7,6,0,72,16,111,23,31,25,39,26,49,24,344,21,33,28,64,49,57,30,29,10,323,3,18,14,3,7,7,5,8,5,77,0,10,3,5,13,7,3,0,3,45
206041125,49,109,110,102,227,403,223,439,22,1682,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,7,5,6,10,12,4,7,0,41,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,3,4,6,0,23,0,3,4,4,5,7,8,8,0,38,0,29,18,22,22,29,20,23,0,165,0,18,21,6,11,13,11,12,3,92,0,0,0,5,0,11,3,8,0,27,0,4,0,11,4,18,9,9,0,53,3,6,6,6,25,43,11,20,0,116,0,6,3,0,6,12,11,10,0,41,9,29,20,20,47,72,42,49,0,286,3,9,5,10,7,15,3,15,0,66,6,3,5,3,19,21,4,12,0,77,10,35,23,22,35,29,12,35,0,198,11,29,30,37,40,50,22,39,0,271,3,14,4,6,13,10,7,9,0,65,0,6,4,9,7,9,0,4,0,47
206041126,127,346,471,299,984,1671,665,1108,77,5754,0,0,5,0,0,4,0,0,0,12,0,0,0,0,0,5,3,6,0,14,3,4,11,3,34,42,19,15,0,136,0,0,0,0,24,20,10,0,0,56,4,5,4,5,16,15,9,25,3,72,3,8,9,4,40,38,16,14,0,134,12,65,73,46,97,60,41,33,4,435,13,91,144,67,90,59,58,62,9,596,0,5,7,4,19,24,8,6,0,80,11,0,7,8,31,30,14,19,0,118,10,6,11,20,116,157,48,50,5,418,4,9,9,10,24,43,24,16,0,135,22,45,34,39,164,261,106,134,3,811,4,24,55,6,41,55,22,20,0,235,8,12,5,10,83,46,34,22,0,215,11,69,41,35,83,60,42,51,3,394,23,47,57,71,120,109,45,41,3,514,14,21,20,40,47,56,20,26,0,231,4,19,23,20,25,17,13,19,0,146
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,88,289,217,261,500,995,446,1334,59,4196,0,4,0,3,0,7,4,0,0,15,0,0,3,0,0,9,0,5,0,15,7,14,13,11,9,18,21,32,0,128,0,0,0,3,7,9,3,4,0,27,4,6,3,11,11,20,9,15,0,74,3,3,9,4,19,19,19,16,0,95,14,50,38,40,53,57,37,34,0,326,6,44,41,31,29,29,19,24,3,217,4,9,3,14,15,29,14,12,0,95,4,4,6,9,15,41,18,24,0,128,14,13,20,26,40,94,20,59,3,294,4,7,9,9,18,29,13,21,3,121,19,56,56,74,83,153,77,140,6,659,5,16,19,18,19,43,15,25,0,156,8,8,14,21,44,41,17,37,0,197,12,60,53,39,53,57,48,74,3,401,33,69,81,99,82,87,46,75,0,563,0,22,12,10,8,24,18,26,4,129,4,12,8,15,10,9,9,7,0,79
206051129,88,259,229,298,646,1060,604,1130,63,4387,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,4,17,11,4,16,35,20,40,4,157,3,0,3,3,10,6,4,4,0,31,3,11,3,3,12,18,5,12,0,70,6,3,3,8,24,34,18,30,0,132,3,57,49,55,69,69,62,55,3,423,9,46,33,50,33,28,33,32,3,263,7,9,9,9,22,26,20,13,0,114,3,3,16,17,32,46,28,34,0,178,9,9,14,25,45,76,34,39,0,255,0,3,16,4,17,30,21,20,0,110,29,52,71,75,85,151,86,124,4,679,5,27,24,27,31,48,27,27,0,213,16,17,24,30,70,48,39,29,0,272,22,70,57,83,119,103,63,112,4,643,43,61,98,160,147,153,79,60,7,816,11,30,15,23,25,27,19,22,0,175,6,25,17,23,36,31,17,25,0,177
206051130,106,232,207,286,544,1123,555,1376,54,4481,0,4,0,3,3,0,0,5,0,19,5,0,3,0,0,3,0,10,0,23,10,8,20,11,25,46,29,38,0,187,0,0,0,8,10,15,4,7,0,47,0,5,12,16,10,22,17,25,0,101,6,11,9,17,17,42,13,32,0,152,15,56,57,56,57,63,50,66,3,427,10,44,24,27,14,16,11,25,3,167,12,8,14,11,30,27,13,16,0,133,5,4,11,8,16,42,20,22,0,128,19,11,16,34,43,108,63,77,0,370,4,7,5,9,23,18,21,19,0,109,28,54,58,62,93,159,84,159,3,696,5,19,25,24,24,42,20,37,0,189,18,6,15,35,72,44,42,37,3,268,10,59,61,58,68,73,41,78,0,447,30,49,71,90,87,98,41,57,3,523,3,30,12,21,18,30,8,20,0,134,4,19,20,25,30,25,23,15,0,154
206051131,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
