SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
212041318,50,230,251,227,844,645,238,255,90,2831,7,3,11,14,9,8,4,3,0,62,0,0,0,0,0,0,0,0,0,0,3,29,27,26,156,75,20,10,3,348,0,0,0,0,5,6,0,0,0,12,0,3,5,4,7,10,0,3,0,30,0,7,6,10,31,28,7,0,0,84,4,75,45,48,50,29,10,22,5,282,6,73,40,25,12,11,8,9,0,182,0,3,9,7,8,9,0,3,0,46,0,0,0,4,14,7,0,0,0,20,4,5,8,5,26,18,6,0,0,81,0,0,0,0,8,5,7,0,0,19,0,13,12,14,23,24,7,3,0,87,0,27,8,15,26,21,3,4,0,105,3,6,3,19,12,12,8,0,0,66,8,19,20,22,35,10,12,4,0,125,23,40,53,83,84,50,12,19,3,372,0,6,3,4,0,0,0,0,0,15,0,24,27,17,35,22,6,5,5,146
212041459,40,230,380,259,949,687,240,268,105,3166,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,17,16,15,75,36,10,4,0,188,3,0,0,4,4,4,0,0,0,15,0,6,5,7,8,6,0,4,0,40,0,4,10,6,31,12,5,0,0,63,12,45,25,39,51,18,10,3,0,211,3,45,39,24,24,15,10,3,6,168,3,0,6,12,23,10,7,4,0,70,0,0,3,3,9,7,0,0,0,19,5,3,3,8,36,37,5,3,0,97,0,3,0,0,4,10,0,0,0,17,4,9,11,9,36,33,3,0,0,113,4,17,30,18,31,9,8,3,0,120,0,10,9,14,23,12,0,7,0,60,5,26,18,28,35,21,6,22,3,160,25,69,93,131,122,66,21,35,7,560,0,3,3,0,0,3,5,0,0,13,0,23,17,11,42,14,3,0,0,107
212041460,68,339,413,334,1186,938,318,361,157,4115,4,10,4,10,20,10,6,11,0,71,0,0,0,0,0,0,0,0,0,0,3,32,42,47,162,75,27,7,0,404,3,0,3,3,8,3,0,0,0,24,0,3,9,3,11,11,3,0,0,34,6,10,3,7,39,29,5,3,3,104,8,94,56,59,73,39,9,12,4,362,3,101,55,30,47,14,9,8,4,273,3,0,3,0,18,10,0,5,0,41,0,0,0,3,14,10,3,0,0,29,4,6,10,9,37,36,7,0,4,114,0,0,3,3,10,5,3,5,0,31,4,20,16,11,43,23,4,5,0,131,4,32,25,19,32,20,6,4,3,145,5,10,11,17,47,11,7,3,0,110,4,32,27,39,49,25,14,11,0,211,26,69,100,146,142,73,23,35,13,623,3,13,6,9,9,4,0,0,0,33,0,28,27,16,25,25,11,7,4,149
212051319,87,358,340,287,870,1129,504,753,86,4417,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,7,20,19,26,41,55,8,25,0,190,0,0,0,0,6,8,3,0,0,20,0,11,8,12,14,30,7,6,0,82,0,6,13,16,28,32,12,7,0,122,11,148,65,73,67,43,27,29,9,475,13,88,43,31,35,22,11,8,3,258,6,4,3,17,18,20,10,7,0,83,4,5,7,9,17,23,14,9,0,85,15,14,23,26,50,68,25,25,0,241,4,11,12,6,24,20,4,11,0,90,12,42,41,63,82,97,38,36,3,412,4,34,36,17,19,22,3,6,0,143,10,13,26,29,48,40,26,12,0,188,26,84,64,80,86,71,42,66,0,509,47,90,127,155,161,108,46,39,8,792,0,40,4,13,8,14,3,3,0,82,8,20,14,24,39,16,6,3,0,128
212051320,116,630,512,324,982,1046,332,378,109,4431,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,20,31,14,51,31,20,11,3,176,0,3,0,0,10,5,3,3,0,25,3,6,4,6,20,12,0,6,0,53,6,12,14,3,40,28,12,9,0,128,23,110,85,51,72,43,15,15,8,414,10,156,90,35,36,22,10,5,13,378,3,3,8,7,7,10,3,3,0,54,0,4,10,4,20,9,0,0,4,50,6,4,10,15,41,53,5,10,0,145,0,5,6,3,17,18,0,3,0,53,11,41,28,19,79,71,20,13,4,283,6,33,34,21,16,20,4,3,0,135,7,12,5,4,25,23,7,0,0,88,19,179,56,46,87,55,29,33,13,524,40,100,96,127,162,108,22,26,9,688,3,21,4,5,7,4,0,0,0,49,4,13,12,21,24,12,0,3,3,87
212051321,92,489,349,338,971,1285,474,704,101,4805,0,3,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,27,22,33,45,43,12,13,3,195,3,0,0,3,7,6,5,5,0,26,0,12,4,18,16,11,3,4,0,80,0,22,24,19,42,41,10,11,0,163,13,143,71,57,71,51,19,25,6,455,3,113,72,38,28,23,7,21,6,301,3,8,6,17,23,13,6,3,0,77,3,13,6,12,20,24,3,5,0,81,4,16,29,19,53,85,8,18,0,239,0,14,8,17,15,13,9,12,0,87,17,45,57,49,76,109,18,31,0,406,3,24,21,25,17,15,6,6,0,119,8,13,20,18,58,29,10,19,0,171,9,136,69,80,95,65,45,65,4,567,27,111,164,176,139,99,46,44,8,804,3,21,10,4,0,3,3,0,3,48,0,21,19,14,13,21,6,6,0,108
212051322,87,499,379,311,896,1149,445,623,82,4465,0,0,3,0,8,0,0,0,0,6,0,0,0,0,0,4,0,0,0,7,5,11,8,16,60,44,20,12,0,179,3,0,0,0,13,6,3,0,0,25,3,11,3,8,13,19,5,3,0,69,7,15,21,18,42,48,15,8,0,173,9,118,80,68,72,62,28,39,6,476,8,123,72,40,25,22,3,19,7,321,3,4,7,15,27,14,7,4,0,83,0,6,0,4,26,13,8,6,0,65,10,9,27,19,44,68,23,9,0,199,0,19,8,4,15,19,5,3,0,77,17,60,41,51,83,83,32,30,7,404,8,24,16,27,23,18,4,8,0,125,7,12,13,15,40,28,16,6,0,124,13,82,71,69,78,66,40,51,3,466,34,106,129,170,150,87,47,39,4,759,0,16,6,10,3,5,3,3,0,45,3,26,20,18,19,14,10,3,0,114
212051323,65,402,255,226,664,1001,371,547,56,3571,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,23,15,19,31,26,9,9,0,138,0,0,4,3,10,7,0,3,0,32,0,13,12,8,6,7,0,3,0,56,4,10,8,14,23,27,5,3,0,98,11,121,63,48,59,38,14,29,7,380,7,93,36,19,18,6,3,16,3,197,0,7,3,10,20,13,4,3,0,56,0,5,7,6,15,11,0,6,0,57,7,13,25,21,33,48,15,16,0,182,0,17,3,3,13,16,5,9,0,68,11,46,41,51,65,93,18,23,3,344,3,31,20,16,24,24,9,7,3,136,7,13,9,22,48,22,13,8,0,139,21,92,86,72,74,69,29,51,3,493,41,74,111,141,125,69,35,36,10,638,0,28,14,7,7,8,4,3,0,62,0,18,14,16,19,10,5,9,0,90
212051324,88,406,314,292,818,1183,479,739,73,4389,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,25,14,22,43,38,20,16,3,189,0,4,3,0,12,4,3,5,0,25,0,14,14,16,9,19,4,5,0,77,4,9,9,21,33,31,9,8,0,137,16,142,72,63,57,32,27,27,0,434,15,91,30,30,20,18,9,9,0,221,3,12,6,13,21,13,13,4,0,75,0,7,6,9,17,16,10,3,0,71,8,10,26,36,48,58,12,18,3,215,3,8,10,6,17,12,5,3,0,71,25,38,51,51,52,84,30,27,0,363,0,31,21,13,20,16,9,3,7,127,9,10,17,25,51,30,16,7,0,165,11,124,90,76,97,64,49,76,4,598,41,106,139,156,141,92,49,39,3,758,5,24,19,9,3,6,7,0,0,72,8,31,28,23,24,11,3,9,0,134
212051325,106,360,307,312,1042,1297,503,712,118,4751,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,18,35,36,91,61,20,19,0,280,0,0,5,0,5,5,4,5,0,21,0,11,18,18,13,17,7,6,0,91,4,22,10,23,48,35,8,12,0,163,18,133,103,78,100,67,27,33,9,551,7,80,36,39,25,15,8,6,4,225,3,12,8,16,32,18,9,3,0,105,0,3,8,11,13,7,3,3,0,48,12,12,23,25,60,58,21,13,0,220,3,4,8,9,15,15,10,10,3,71,10,36,38,43,87,70,29,25,0,339,7,29,33,21,23,32,5,10,3,164,12,8,13,25,55,24,21,5,0,164,25,79,85,74,101,65,38,39,3,500,36,101,131,181,132,96,38,39,6,760,0,14,8,9,7,3,3,6,0,50,3,27,23,18,31,16,6,8,4,140
212051326,111,461,443,365,1085,1379,629,772,102,5352,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,15,43,25,25,67,41,18,13,3,234,0,0,0,6,4,5,4,3,0,27,0,10,19,12,19,19,4,4,0,82,3,12,11,13,45,30,15,22,0,161,15,171,94,81,87,59,27,23,4,562,6,101,68,38,33,25,17,14,3,303,3,3,9,13,18,22,6,3,0,91,10,3,13,10,25,22,10,4,0,100,18,6,24,34,52,82,18,13,0,255,3,8,12,3,17,13,4,11,3,67,16,41,54,55,106,98,37,32,0,443,4,38,43,33,28,23,11,9,0,191,10,9,32,26,56,33,17,15,0,199,20,110,91,91,123,100,64,76,3,682,44,109,181,211,162,127,44,35,6,923,3,24,10,10,15,20,3,0,3,80,3,24,27,25,37,25,3,7,0,151
212051327,90,453,303,327,797,1144,507,900,75,4599,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,27,25,22,61,45,14,20,3,231,0,0,0,0,9,3,0,4,0,12,3,8,20,18,16,21,5,3,0,86,4,15,25,19,37,44,6,19,0,176,9,174,88,78,57,48,25,26,3,515,5,95,36,38,21,16,7,19,4,235,3,12,10,9,16,13,6,6,0,81,0,4,14,5,8,24,5,5,0,69,3,18,34,29,38,55,15,14,0,206,4,8,12,11,19,16,14,12,0,92,5,66,46,43,86,99,22,30,4,401,0,35,32,21,18,23,3,14,0,150,7,18,22,26,58,30,6,16,0,180,16,121,86,89,97,79,31,60,4,586,31,106,131,184,141,106,40,37,5,781,0,24,8,3,4,6,5,3,0,56,0,41,26,22,23,21,3,9,3,148
213011328,36,140,190,185,492,437,187,200,65,1915,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,3,25,15,3,5,3,73,0,0,0,0,3,3,0,0,0,10,0,9,0,4,0,7,0,3,0,19,0,4,3,4,20,7,9,0,0,37,6,29,16,20,28,8,8,4,4,122,3,32,25,13,22,10,9,3,3,114,0,7,4,7,14,8,3,3,0,44,0,3,4,0,4,8,0,0,0,20,0,0,4,6,13,14,4,3,0,54,0,0,3,0,11,0,3,0,0,21,3,5,11,7,10,20,12,3,0,70,0,6,22,10,11,12,9,3,0,76,7,3,5,8,10,13,7,4,0,55,5,22,28,27,29,14,5,13,0,151,10,25,61,64,54,37,5,12,6,286,0,10,3,0,3,3,3,3,0,34,3,4,3,9,8,6,3,3,0,47
213011329,51,200,128,189,617,608,220,282,71,2365,0,3,4,0,5,4,0,0,3,14,0,0,0,0,0,0,0,0,0,0,5,11,10,11,49,44,9,13,0,161,0,0,4,0,6,0,0,0,0,9,0,9,7,3,0,8,4,0,0,36,0,9,8,6,13,10,0,0,0,44,5,81,46,45,41,20,10,20,3,281,7,68,24,18,18,10,3,6,3,162,3,10,13,12,28,32,7,0,3,111,0,4,0,4,4,5,3,0,0,25,8,9,16,11,33,32,11,11,0,124,0,8,0,5,4,5,3,0,0,21,0,14,9,10,24,26,6,11,0,106,0,11,10,21,30,13,4,0,0,93,12,4,12,10,28,20,6,4,0,99,8,19,22,23,33,22,13,14,0,158,12,24,52,81,91,60,12,23,4,353,0,5,9,8,5,0,0,0,0,34,3,19,22,19,16,9,4,3,0,95
213011330,147,395,400,443,1583,1487,615,739,223,6028,0,0,3,3,7,7,3,5,0,33,0,0,0,0,0,0,0,0,0,0,10,23,36,28,124,92,27,17,11,358,3,0,3,3,12,12,0,3,0,37,0,9,6,12,15,19,6,4,0,74,6,6,13,25,61,37,8,5,3,158,14,123,108,95,122,59,16,23,10,573,10,123,78,59,54,32,14,20,6,397,12,19,17,30,86,50,13,20,4,255,3,3,10,6,27,12,6,5,0,60,11,3,14,20,74,81,18,16,3,254,0,3,3,8,38,17,4,3,0,82,14,25,26,28,67,45,17,9,3,228,11,45,49,31,48,27,8,9,3,232,14,13,37,30,53,31,24,15,0,209,15,54,49,66,96,52,19,35,7,389,41,103,157,245,217,136,30,61,20,1011,9,14,15,14,13,21,3,4,0,89,11,36,27,11,35,22,7,0,3,153
213011331,31,158,120,144,529,465,197,216,63,1925,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,9,9,17,37,29,9,4,0,123,0,0,0,0,5,3,0,0,0,14,0,4,0,4,14,9,0,0,0,26,0,5,0,9,11,7,4,0,0,37,5,75,35,40,64,12,4,11,4,260,5,58,18,26,20,11,3,4,3,139,0,6,8,8,31,20,13,0,4,93,0,0,0,3,8,7,0,0,0,23,3,3,4,12,29,18,4,4,0,71,0,5,3,3,4,7,0,0,0,26,4,4,6,7,7,17,3,3,0,59,5,17,18,3,17,9,3,4,0,80,12,3,8,7,22,9,4,0,3,73,3,16,21,29,31,20,11,10,3,139,10,36,42,67,64,56,8,18,5,302,0,9,0,0,5,0,0,0,0,17,0,16,8,13,15,8,0,0,0,63
213011332,72,274,182,257,729,798,342,455,87,3191,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,18,17,10,46,28,7,10,0,142,0,0,3,0,9,4,0,0,0,16,0,8,12,9,9,14,7,3,0,66,0,5,15,10,20,22,3,4,0,74,4,103,57,69,71,24,17,10,3,355,3,63,33,21,29,14,10,12,3,182,6,7,18,22,41,22,6,9,0,143,0,3,3,12,10,12,0,0,0,39,10,3,12,10,29,39,7,3,0,111,4,5,3,3,5,17,4,0,0,41,9,17,14,19,26,34,14,10,0,130,9,33,28,19,23,14,3,3,4,132,8,18,31,32,56,27,14,8,0,188,10,57,48,55,81,39,8,37,5,343,20,43,83,106,97,71,13,15,9,462,0,15,5,3,7,3,0,0,0,39,4,14,13,8,15,10,3,3,0,83
213011333,62,263,212,247,799,628,237,266,98,2804,0,4,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,24,15,21,81,31,14,4,4,201,0,0,0,0,4,0,0,0,0,9,0,3,5,0,0,13,0,0,0,32,0,7,3,0,26,13,0,6,0,61,12,75,56,48,59,24,8,8,5,294,4,55,28,20,34,16,3,12,3,175,6,13,11,15,31,20,10,6,3,101,0,3,0,0,3,4,0,0,0,10,3,3,6,8,27,13,7,0,0,78,0,3,0,0,6,0,0,4,0,24,0,7,7,4,18,13,4,0,0,57,5,23,21,32,30,6,4,10,0,134,0,5,5,9,39,12,4,3,3,77,6,23,29,37,58,27,9,7,4,195,18,56,52,94,81,53,18,20,6,399,0,5,11,3,4,4,3,0,0,30,0,23,20,14,15,11,3,3,3,89
213011334,93,353,477,328,1093,911,323,333,155,4062,0,8,8,4,9,7,0,0,0,40,0,0,0,0,0,0,0,0,0,3,6,19,24,18,78,50,13,13,4,218,0,4,0,0,3,0,0,3,0,13,0,5,6,7,7,17,0,0,0,40,0,4,8,12,18,27,3,0,0,77,12,84,71,51,74,39,16,15,10,360,3,66,73,50,46,31,8,11,14,300,3,5,8,13,38,20,7,8,9,112,0,0,4,4,8,7,0,0,0,23,4,0,8,7,24,32,11,9,0,98,0,3,3,4,13,5,3,0,0,38,3,18,11,15,26,29,9,4,0,118,3,38,43,35,35,16,3,0,6,183,8,10,13,14,35,22,4,7,0,113,8,29,31,31,51,32,10,13,4,215,21,59,81,128,123,57,20,36,14,536,0,4,10,7,6,3,3,0,4,36,6,37,30,24,34,16,4,9,3,159
213011335,75,290,474,322,883,789,240,293,159,3536,3,8,7,3,4,8,0,4,0,32,0,0,0,0,0,0,0,0,0,0,6,22,24,22,75,56,11,9,3,229,0,0,0,0,3,5,0,0,0,15,3,3,3,3,5,11,0,0,0,30,0,8,4,7,15,13,0,0,0,53,3,108,65,48,50,36,18,12,5,339,4,94,72,34,36,24,13,11,10,299,0,5,12,19,23,22,5,3,0,98,0,3,0,0,10,0,0,0,0,20,0,3,10,13,34,31,13,4,0,98,0,3,3,0,3,3,0,0,0,20,3,16,9,12,27,26,6,4,3,110,4,22,40,25,28,17,0,7,0,156,8,3,10,7,28,10,6,3,0,76,8,37,21,31,42,17,7,7,0,166,22,50,73,110,85,69,13,26,13,457,3,3,3,6,3,9,3,0,0,30,0,34,27,19,26,17,7,13,3,142
213011336,53,182,277,206,606,514,215,253,74,2377,0,3,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,13,14,10,36,11,7,7,3,96,0,0,0,0,3,3,0,0,0,5,0,3,3,0,9,9,0,4,0,24,0,5,9,5,10,3,0,0,0,27,11,48,32,43,38,22,13,12,0,208,3,38,41,30,26,8,3,4,3,159,7,6,13,5,15,7,8,4,0,62,0,4,0,0,6,7,4,3,0,25,6,0,10,6,24,22,11,8,0,83,0,4,7,0,4,5,0,0,0,17,4,14,11,7,12,16,6,3,0,80,5,15,26,18,19,17,3,3,0,106,15,5,7,23,38,10,10,6,0,122,0,34,36,30,31,23,18,17,0,187,19,30,61,68,62,38,14,20,3,313,0,7,10,8,4,4,0,3,0,28,0,15,15,12,12,7,0,4,0,74
213011337,42,222,230,202,660,567,193,260,101,2477,0,0,3,3,5,5,0,3,0,19,0,0,0,0,0,0,0,0,0,0,5,19,14,12,77,39,13,8,3,185,0,0,0,4,3,3,0,0,0,11,0,10,4,4,4,7,0,0,0,26,0,6,5,3,22,17,0,4,0,61,3,57,41,36,38,32,10,18,3,240,6,63,36,25,23,9,8,13,3,185,0,4,4,9,32,15,8,4,0,75,0,3,3,0,8,3,3,0,0,16,0,0,10,12,9,22,8,0,0,67,0,0,0,0,5,3,0,0,0,12,3,5,19,10,35,25,8,3,0,94,0,13,23,4,20,6,0,3,3,76,4,8,7,8,25,7,5,7,0,82,5,28,26,14,38,9,7,20,0,146,7,34,54,81,75,54,13,14,7,345,0,5,7,4,3,0,0,0,0,23,0,20,16,15,18,16,7,9,0,98
213011338,74,320,343,343,1093,965,326,391,154,4002,0,5,3,3,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,10,20,20,28,75,48,17,10,0,230,0,0,0,0,8,3,3,0,0,14,0,3,6,6,8,14,4,0,0,44,6,6,9,3,34,19,3,10,0,92,15,85,69,57,66,38,13,9,8,357,9,99,36,48,41,21,8,12,8,276,0,4,22,14,51,29,11,7,0,139,0,7,0,0,12,8,0,0,0,36,13,7,4,9,49,48,11,10,3,153,0,3,3,3,20,19,5,3,0,57,3,18,18,8,49,35,6,10,0,149,4,29,37,21,36,15,8,4,3,157,12,16,7,19,37,26,6,7,0,129,14,34,31,44,76,34,11,19,6,262,22,65,80,94,90,78,26,34,4,503,3,11,13,10,4,7,3,3,0,53,4,25,24,28,20,12,0,4,0,114
213011339,59,236,225,229,779,769,280,405,84,3075,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,9,16,38,36,7,3,0,120,0,0,0,3,8,3,0,0,0,19,3,6,6,7,13,8,0,3,0,41,4,3,4,5,27,13,6,5,0,58,9,83,63,44,82,19,11,8,0,316,7,78,41,15,30,16,10,3,0,203,7,13,9,18,39,30,6,3,3,126,0,0,3,5,16,3,3,0,0,32,9,6,10,21,48,45,4,9,0,148,0,5,5,6,16,9,0,3,0,50,6,15,9,12,44,35,6,6,3,135,5,22,14,26,34,22,3,4,0,131,11,10,12,14,54,19,11,8,5,146,7,36,52,41,72,34,21,32,0,289,26,49,77,110,99,58,16,29,9,468,0,7,6,11,6,0,4,0,0,42,5,26,19,11,20,9,10,7,0,97
213011340,101,439,258,310,991,1242,537,880,116,4883,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,3,0,4,6,32,29,14,55,46,12,11,0,213,0,0,3,3,6,6,4,0,0,29,5,17,15,13,22,19,6,9,0,110,5,17,17,17,35,22,5,4,3,124,16,216,120,98,87,57,14,16,9,635,5,108,44,36,37,22,7,17,8,294,7,17,20,30,50,44,20,13,0,212,0,8,3,3,14,12,9,3,0,58,13,11,17,20,57,50,15,15,0,200,3,14,14,5,18,13,7,8,0,83,10,32,34,40,51,41,18,25,4,253,10,23,28,26,32,28,3,5,3,151,17,21,32,35,73,40,10,12,0,243,23,73,105,103,119,64,34,67,9,589,20,88,108,118,132,93,28,30,8,622,0,34,17,7,5,7,3,4,0,77,3,20,19,32,34,13,8,3,3,136
213021341,68,184,185,227,564,861,395,590,53,3135,0,3,3,6,0,4,0,0,0,13,0,0,0,3,0,0,0,0,0,3,3,15,14,18,32,32,15,12,0,146,0,0,0,9,9,4,4,0,0,22,3,17,7,10,7,23,7,8,0,79,4,10,6,17,19,27,8,10,0,103,9,77,46,39,40,27,22,17,3,277,6,71,27,26,25,18,7,14,0,195,3,8,10,10,35,24,11,16,0,116,0,4,11,0,17,6,12,4,0,63,8,9,13,9,35,31,15,18,0,132,5,9,9,6,4,7,3,12,0,51,12,16,29,35,50,38,30,23,0,228,0,28,9,9,22,8,3,4,0,80,18,15,24,32,65,40,19,12,3,227,15,58,74,51,54,55,29,59,3,401,31,62,79,106,87,80,20,19,6,490,0,16,13,5,9,13,7,6,3,75,3,23,16,5,15,10,3,9,0,83
213021342,120,313,291,313,1095,1281,559,718,98,4782,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,10,16,19,23,69,50,23,15,0,232,0,0,0,0,11,0,0,3,0,17,5,14,10,8,15,17,4,8,0,90,0,6,6,13,37,18,10,5,0,97,18,132,101,80,84,51,15,11,10,513,5,100,45,46,28,21,10,16,7,282,4,16,26,30,66,37,19,16,0,220,5,7,3,3,17,9,3,3,0,56,9,12,18,28,59,54,11,13,0,200,0,12,11,3,18,19,11,5,0,74,12,27,25,30,64,45,19,15,3,240,11,48,27,24,40,40,9,6,0,207,14,24,30,28,70,49,17,13,6,246,17,62,82,74,111,63,27,61,0,496,39,72,127,192,142,99,31,33,4,742,0,21,12,15,8,11,6,4,0,77,9,26,22,22,34,21,10,5,3,153
213021343,76,211,193,218,709,762,380,502,70,3128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,10,9,5,36,30,8,9,0,111,0,0,0,0,11,5,3,0,0,19,0,3,4,4,3,8,10,6,0,44,3,9,0,8,24,15,3,5,0,67,14,71,47,41,56,42,9,23,3,306,3,47,23,14,26,19,10,11,0,155,7,4,9,10,36,24,13,17,0,118,3,3,9,8,13,13,11,3,0,56,6,7,6,14,32,36,15,17,0,126,4,0,0,3,10,10,8,12,0,51,11,21,14,21,42,31,15,18,0,174,8,17,18,12,9,20,12,10,0,93,10,13,14,14,57,24,12,7,0,157,18,39,29,48,56,48,33,47,0,316,20,33,66,90,78,62,27,18,5,396,5,14,8,10,3,12,7,7,0,60,3,19,15,12,25,11,8,7,3,99
