POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3130,0,0,3,10,0,0,0,0,0,22,3,12,10,75,29,17,15,3,0,159,0,0,0,13,14,17,15,7,3,70,0,0,0,17,13,22,34,28,8,127,3,31,18,60,19,18,15,9,3,166,0,4,24,55,32,11,25,6,9,160,0,0,0,4,3,4,8,4,3,29,3,9,16,110,37,57,28,18,15,292,0,9,6,88,17,14,8,0,0,140,0,7,15,45,13,5,0,0,0,83,0,0,0,0,4,8,4,5,0,21,0,0,0,9,3,3,0,5,0,24,7,18,14,28,30,14,3,5,0,109,3,7,12,122,96,83,29,15,5,384,0,0,0,6,8,3,8,3,0,28,0,0,0,11,4,8,0,0,0,21,6,34,40,180,96,78,84,60,57,633,68,95,111,327,151,168,145,170,118,1359,1822,4141,3973,8270,4489,3475,2571,2170,1262,32174
POA3131,0,0,0,0,4,0,0,0,0,6,7,5,19,67,34,20,10,7,3,170,0,0,0,6,6,15,7,11,5,55,0,0,0,9,5,11,28,24,8,89,3,19,19,36,10,20,13,0,0,124,4,8,16,47,27,11,18,5,3,131,0,0,0,0,3,6,7,5,0,23,0,3,26,125,26,31,25,15,10,255,3,3,11,57,7,6,7,0,0,94,0,0,21,67,15,8,3,0,0,110,0,0,0,0,0,3,0,0,0,9,0,3,3,3,3,4,0,0,0,15,3,7,11,13,12,3,8,0,0,59,0,6,30,129,99,105,67,22,4,468,0,0,0,3,5,0,0,0,5,14,0,4,4,12,4,6,0,0,0,30,4,36,29,138,62,72,72,62,28,512,52,76,82,299,114,114,90,123,137,1074,1394,2585,2535,6625,2900,2293,1868,1474,831,22504
POA3132,0,0,0,10,3,3,0,0,0,14,0,6,3,45,15,9,3,0,0,80,0,0,0,10,3,3,14,3,4,38,0,0,0,15,10,21,15,10,7,67,4,9,9,18,9,3,4,3,0,65,3,3,13,41,18,7,6,0,0,98,0,0,0,5,3,8,4,0,0,19,0,0,4,48,14,15,8,8,3,94,7,5,0,53,3,3,4,0,0,75,0,0,11,22,3,6,0,0,0,42,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,8,0,0,16,4,7,0,22,9,0,3,0,0,52,0,3,3,57,30,46,22,7,0,174,0,0,0,9,0,0,0,3,0,10,0,0,0,3,3,0,0,0,0,8,4,26,14,126,51,40,40,25,13,345,31,56,59,190,98,75,84,66,26,686,1114,1890,1689,5091,2175,1697,1347,847,299,16148
POA3133,0,0,0,3,4,3,0,0,0,16,0,8,16,44,29,29,8,3,0,138,0,0,0,15,4,14,21,8,4,70,0,0,4,9,9,25,28,17,4,98,3,40,27,48,29,29,12,6,3,206,0,7,21,33,21,22,3,5,0,117,0,0,0,7,0,11,0,3,0,22,0,14,30,124,60,52,55,23,8,357,0,5,6,36,12,3,8,0,0,70,0,4,3,38,7,0,0,0,0,55,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,3,6,0,0,17,4,13,14,13,15,11,10,3,0,85,0,4,13,98,70,66,28,7,3,297,0,0,0,5,3,0,3,0,0,17,0,0,0,8,7,3,0,4,0,18,0,31,31,96,93,78,126,65,24,545,36,53,64,158,84,85,110,70,33,695,1108,2858,2738,5175,2978,2642,2631,1435,562,22125
POA3134,0,0,0,5,9,0,0,0,0,23,3,8,4,68,22,15,3,3,0,133,0,0,3,19,11,32,8,6,12,97,4,3,6,24,30,32,38,36,12,177,3,12,7,26,22,7,0,0,0,82,0,10,36,81,49,36,21,9,0,247,0,0,0,3,6,5,9,3,3,29,3,8,8,108,15,32,16,14,9,204,0,3,3,52,5,15,0,0,0,84,5,20,30,42,11,6,0,3,0,103,0,0,0,0,4,5,3,3,0,15,0,3,0,4,3,0,0,0,0,17,0,13,16,46,23,9,19,3,0,121,0,3,7,61,35,39,32,9,0,186,0,0,0,3,4,8,4,0,0,28,0,0,4,13,16,6,0,0,0,41,3,40,38,179,108,105,89,68,34,662,61,103,127,357,204,166,148,99,61,1324,2008,4121,4039,9076,4567,3793,2814,1547,818,32781
POA3135,0,0,0,4,3,3,3,0,0,7,0,12,11,44,15,13,10,0,0,98,0,0,0,7,3,5,7,5,0,28,0,3,0,25,17,24,32,15,6,119,0,5,11,15,10,11,5,4,0,61,0,4,6,32,17,17,5,6,0,86,0,0,0,5,0,3,8,3,5,17,0,3,14,52,20,13,8,5,0,124,0,0,0,14,5,6,0,0,0,26,3,27,20,45,3,7,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,7,18,6,25,16,16,3,0,0,90,0,0,6,17,9,10,10,6,0,58,0,0,0,5,7,6,3,0,0,22,0,0,0,8,4,3,3,0,0,19,7,23,28,101,45,39,38,26,18,330,50,67,81,224,120,95,90,85,31,843,1387,2413,2272,5620,2793,2162,1814,1046,437,19956
POA3136,0,0,0,6,10,11,0,0,0,31,0,12,17,83,46,32,18,4,0,216,0,0,0,22,6,16,12,8,3,72,0,10,6,44,49,56,73,50,18,296,0,6,9,16,11,18,5,6,0,70,0,13,46,104,75,45,26,14,6,336,0,0,0,0,8,10,3,7,0,28,0,3,8,83,23,32,24,7,4,196,0,8,0,22,8,0,3,0,0,44,7,19,28,51,8,4,7,0,0,124,0,0,0,0,3,3,3,3,0,14,0,0,0,7,4,0,4,0,0,12,0,9,17,38,25,18,15,0,0,119,0,0,6,52,20,19,9,0,0,101,0,3,0,3,7,12,14,9,5,56,0,0,4,16,3,7,0,0,0,37,3,31,47,216,101,97,96,73,34,692,113,172,187,601,292,248,243,194,107,2149,2984,5180,5340,12207,5936,5204,4046,2387,1088,44369
POA3137,0,0,0,0,7,0,0,0,0,9,0,0,7,32,15,12,3,0,0,68,0,0,0,0,5,3,4,3,3,18,0,0,3,9,9,20,25,13,7,90,0,0,0,3,4,3,0,0,0,10,0,0,6,20,13,10,11,0,0,66,0,0,0,0,0,0,0,3,0,6,0,0,0,17,5,14,4,3,0,41,0,0,0,0,0,0,0,0,0,0,0,9,4,10,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,4,4,14,3,4,0,0,0,26,0,3,3,19,8,3,0,0,0,34,0,0,4,0,9,4,0,0,3,20,0,0,0,0,4,3,0,0,0,4,0,3,10,42,29,26,20,17,3,155,46,51,76,197,95,95,96,56,37,760,900,1671,1719,3668,1852,1641,1279,697,446,13871
POA3138,0,0,0,8,4,0,0,0,0,17,0,3,19,38,23,19,9,3,0,112,0,0,0,3,7,3,8,6,3,34,0,0,4,12,23,37,41,25,13,158,0,3,11,4,8,4,3,0,0,31,0,5,26,55,39,15,22,9,3,167,0,0,0,0,0,4,0,4,0,14,0,4,12,27,7,18,9,0,0,76,0,0,0,5,0,0,0,0,0,7,0,4,3,25,7,0,0,0,0,45,0,0,0,0,7,6,0,0,0,10,0,0,0,0,0,0,5,0,0,6,0,3,3,17,20,6,7,0,0,54,0,0,4,14,7,3,0,0,0,22,0,0,3,3,4,6,0,0,0,21,0,0,3,14,3,3,0,0,0,31,0,13,26,85,52,57,33,25,3,303,49,79,115,266,120,116,118,95,65,1033,1536,2796,2954,6246,2861,2533,1892,847,299,21967
POA3139,0,0,0,3,9,0,0,0,0,7,0,0,0,7,3,3,3,0,0,17,0,0,0,4,0,5,0,3,3,22,0,0,0,3,14,19,19,9,3,63,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,3,0,0,29,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,7,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,29,20,23,19,14,10,114,30,75,91,197,161,116,91,42,12,812,884,1930,1779,3478,2037,1794,1189,483,146,13718
POA3140,0,0,0,0,3,0,0,0,0,5,0,10,3,27,23,7,7,3,0,82,0,0,0,0,3,6,7,3,0,20,0,0,0,3,11,21,17,14,7,70,0,0,3,0,3,0,3,0,0,10,0,3,13,22,23,19,14,9,0,101,0,0,0,0,5,0,0,0,0,3,0,3,0,11,11,8,3,4,0,44,0,0,0,7,3,0,0,0,0,8,0,3,6,13,4,0,0,0,0,27,0,0,0,0,3,0,3,0,0,10,0,0,0,0,5,0,0,0,0,4,0,3,3,13,5,3,8,0,0,36,0,0,6,3,3,0,0,0,0,10,0,0,0,0,3,7,3,3,3,16,0,0,0,5,3,0,0,0,0,6,0,6,18,52,44,36,30,21,10,219,32,64,86,207,123,106,93,62,30,806,940,2127,2204,4172,2439,1929,1513,857,348,16531
POA3141,0,0,0,3,0,0,0,0,0,6,0,3,10,107,4,8,10,0,0,150,0,0,0,32,5,13,16,11,10,88,0,0,10,85,19,8,15,12,0,146,4,15,26,99,9,8,9,0,0,177,4,0,10,117,17,22,13,4,6,198,0,0,0,10,3,3,4,4,3,25,0,8,10,65,15,13,9,3,0,127,3,3,16,82,12,4,6,3,0,122,3,0,20,94,4,3,4,0,0,128,0,0,0,11,0,0,4,0,0,16,0,0,0,26,9,6,9,0,0,44,13,11,36,163,30,14,12,0,0,281,3,4,41,77,22,23,15,6,0,192,0,0,3,22,3,5,9,0,0,38,0,0,6,18,3,0,0,0,0,26,14,23,98,692,111,121,111,134,51,1354,79,98,382,1282,259,229,170,104,33,2635,812,979,3818,12382,2397,1981,1583,902,298,25147
POA3142,0,0,0,4,3,0,3,0,0,11,0,3,0,22,4,4,0,0,0,32,0,0,0,4,0,13,30,36,60,140,0,5,0,6,3,3,6,12,4,39,0,4,13,20,9,6,7,3,0,67,0,0,9,34,19,28,30,6,6,137,0,0,0,0,3,0,5,0,0,11,0,0,4,20,3,13,20,5,0,62,0,0,0,19,0,3,3,0,0,27,0,0,3,15,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,4,10,13,37,9,15,13,3,3,115,0,0,6,17,12,7,3,0,0,45,0,0,0,3,0,3,0,0,0,4,0,0,0,4,4,3,6,0,0,16,4,13,24,160,64,68,119,52,42,550,28,44,103,270,112,146,142,86,67,990,395,1037,1575,3425,1579,1675,1742,977,504,12909
POA3143,0,0,0,3,0,0,0,0,0,4,0,11,3,39,3,9,0,0,0,68,0,0,3,9,7,15,10,9,16,69,0,0,0,10,4,3,9,5,3,38,0,0,5,14,3,6,0,0,0,27,0,0,3,30,4,13,9,3,4,70,0,0,0,3,0,0,0,0,0,3,0,0,4,21,3,4,4,3,6,46,0,0,5,5,0,0,0,0,0,12,0,0,6,37,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,7,9,12,31,14,7,3,4,3,91,0,0,11,23,3,0,0,0,0,40,0,0,0,3,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,7,3,5,12,171,28,28,51,21,28,354,22,44,72,244,88,64,54,51,23,667,461,779,1053,3223,1096,890,833,483,237,9054
POA3144,0,0,0,3,0,3,0,0,3,9,0,0,3,31,3,10,3,3,0,57,0,0,0,3,4,3,6,6,9,34,0,3,0,11,5,11,12,0,0,44,0,6,4,20,6,4,0,6,0,43,0,0,8,24,22,14,16,5,8,97,0,0,0,3,3,3,0,0,0,8,0,0,0,18,0,7,3,0,4,36,0,3,0,8,0,0,0,0,0,15,0,3,3,7,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,3,7,12,20,10,13,3,0,0,77,0,0,6,14,6,3,0,0,0,35,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,3,0,0,0,11,3,11,7,109,24,23,36,25,17,251,34,52,45,161,73,67,69,67,38,605,537,1350,1245,2877,1417,1217,1091,769,378,10886
POA3145,0,0,0,3,3,0,0,0,0,12,0,0,3,44,9,12,3,4,0,71,0,0,0,14,3,13,16,12,13,76,0,3,3,11,7,10,11,7,3,65,3,15,36,50,7,10,9,3,0,135,0,0,17,55,41,27,16,5,3,168,0,0,0,0,0,3,0,0,0,6,0,3,35,108,27,20,14,10,3,226,0,0,9,24,3,0,4,0,0,43,3,5,14,55,5,7,3,0,0,90,0,0,0,5,3,0,0,0,0,14,0,0,0,8,4,3,3,3,0,20,0,25,13,33,19,15,11,0,0,115,0,0,30,88,26,41,14,3,0,202,0,0,0,3,3,0,3,0,0,17,0,0,3,6,3,3,3,0,0,16,5,18,53,230,67,63,64,46,28,573,27,74,159,296,156,125,90,66,37,1030,1148,2839,4191,6197,3236,2445,1735,992,522,23295
POA3146,0,0,0,6,6,3,0,0,0,11,0,7,7,59,12,4,5,0,0,94,0,0,0,18,8,13,27,3,7,68,3,7,0,33,27,14,18,5,3,105,6,22,23,31,15,13,8,0,0,124,0,3,11,70,22,35,17,11,0,160,0,0,0,4,3,6,4,0,3,23,0,4,4,79,30,28,22,18,5,192,0,0,5,44,0,3,0,0,0,49,0,3,11,43,4,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,4,0,0,0,27,3,28,25,38,29,16,19,0,3,167,0,3,15,65,24,23,12,0,5,150,0,0,0,0,0,0,0,4,0,11,0,0,0,5,9,4,0,0,0,17,8,30,36,208,82,61,61,49,26,558,39,90,122,346,146,144,90,86,37,1095,1320,3448,3416,6977,3729,2828,1952,1062,525,25255
POA3147,0,0,0,3,0,0,0,0,0,5,0,0,3,22,15,12,5,3,0,51,0,0,0,12,3,10,18,3,6,49,0,0,0,14,9,15,8,3,0,45,0,5,15,30,4,19,5,0,0,81,0,7,9,34,23,18,3,3,0,95,0,0,0,3,6,3,0,3,0,18,0,3,20,72,24,20,14,12,5,167,0,0,4,20,5,4,0,0,0,35,0,4,14,22,4,0,3,0,0,45,0,0,0,3,0,0,0,0,3,7,0,0,0,6,10,5,4,0,0,29,5,9,9,20,15,10,5,0,0,83,0,4,11,59,25,34,14,11,4,154,0,0,0,3,3,0,0,3,0,10,0,0,0,5,0,3,0,0,0,9,10,24,42,153,74,67,57,33,21,475,50,79,69,250,113,83,74,62,56,841,926,1991,1781,3937,2142,1646,1082,665,464,14637
POA3148,0,0,4,3,0,0,0,0,0,3,0,0,3,26,13,16,12,0,0,70,0,3,0,12,4,15,14,3,0,46,0,0,0,6,0,4,3,0,0,18,0,0,10,20,0,3,0,0,0,30,0,0,4,20,4,8,3,0,0,41,0,0,0,4,0,0,3,0,0,5,0,9,31,136,22,20,30,6,0,264,0,0,7,22,3,0,0,0,0,35,0,0,4,50,9,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,9,3,3,0,0,0,22,0,0,19,45,30,25,6,0,0,131,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,7,12,30,143,46,49,47,34,8,371,43,27,69,237,39,60,46,49,11,580,564,779,1211,3239,959,772,571,417,128,8641
POA3149,0,0,0,3,6,3,0,0,0,10,0,17,20,68,34,18,12,3,0,174,0,3,4,16,24,47,30,15,3,152,0,9,3,11,20,19,33,17,12,119,3,39,72,67,54,43,18,0,0,303,3,16,28,63,42,27,17,4,0,200,0,0,0,0,0,3,3,6,0,24,21,124,196,525,261,142,101,38,6,1418,0,3,15,64,19,23,0,0,0,135,0,6,14,42,20,8,3,0,0,89,0,0,0,4,3,0,0,0,0,14,0,0,0,4,10,7,3,3,0,24,5,17,28,22,23,19,7,4,0,123,0,8,16,105,97,84,34,12,3,356,0,0,0,0,3,0,4,8,0,14,0,0,3,3,3,0,3,0,0,12,11,48,83,231,141,97,99,100,57,877,61,150,171,371,212,197,173,178,66,1588,1612,4097,4660,8261,4880,3665,2889,2520,1034,33611
POA3150,0,0,0,7,4,3,0,0,0,17,0,21,46,124,63,36,11,3,0,308,0,0,3,21,29,50,37,32,15,179,0,5,0,17,20,16,56,48,22,192,11,137,134,140,90,88,64,21,3,687,4,32,64,88,86,57,42,13,8,395,0,0,0,6,15,26,10,15,13,85,22,246,295,778,541,440,227,129,49,2730,5,9,48,176,55,56,25,3,4,386,3,10,19,44,25,8,4,3,0,122,0,0,0,8,3,9,8,4,0,27,0,0,5,31,56,46,54,41,15,249,8,45,28,38,27,16,6,4,0,188,0,13,36,259,292,236,69,29,13,941,0,0,4,0,3,5,9,11,8,39,0,4,10,13,7,6,5,0,0,50,20,111,157,326,256,216,260,190,67,1611,86,209,268,464,269,238,265,252,231,2288,2583,7249,8510,13831,8362,7049,6358,4312,1818,60079
POA3151,0,0,0,0,3,0,0,0,0,3,0,0,4,46,6,18,9,0,0,82,0,0,0,3,0,12,6,5,3,34,0,0,0,0,0,4,11,12,3,32,0,9,12,17,5,13,0,0,0,51,0,0,5,10,8,4,0,4,0,34,0,0,0,4,0,3,3,4,0,8,0,11,72,123,26,38,35,8,5,328,0,0,6,20,0,5,3,0,0,33,0,3,0,15,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,7,11,4,4,3,0,0,30,0,0,13,62,61,63,16,18,6,235,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,0,0,0,0,16,3,20,16,83,35,37,42,46,18,296,12,26,53,87,66,46,52,59,11,402,490,973,1541,2680,1262,1092,1069,889,269,10273
POA3152,0,0,0,7,14,4,0,0,0,22,0,10,16,88,37,42,42,6,3,247,0,0,0,7,4,29,13,0,10,68,0,3,5,22,20,47,52,38,17,198,4,60,91,78,74,49,26,5,4,393,0,11,27,63,39,42,30,10,0,221,0,0,0,3,8,9,10,5,13,50,3,24,98,268,154,193,123,23,11,897,3,3,3,60,12,15,10,0,0,116,0,0,11,44,16,3,0,0,0,73,0,0,0,0,3,0,3,3,0,12,0,0,4,4,4,4,4,4,0,23,7,12,21,14,10,3,5,0,3,77,0,7,8,135,122,119,53,10,3,458,0,0,0,3,5,3,6,6,3,25,0,0,0,11,4,3,3,0,0,24,4,24,67,193,111,153,131,99,145,929,50,80,96,253,157,193,161,132,100,1214,1640,3589,4354,8160,4359,4880,3249,1711,1147,33092
POA3153,0,0,0,0,5,0,0,0,0,8,3,9,32,115,40,30,10,0,0,241,0,0,0,8,10,14,10,11,32,91,0,7,3,14,19,25,31,13,13,121,0,9,3,22,11,11,3,0,0,57,3,3,9,50,20,19,13,7,4,130,0,0,0,0,4,4,6,3,0,20,5,3,19,112,32,26,27,4,0,218,0,0,0,18,3,0,0,0,0,29,0,9,17,50,10,6,0,0,0,84,0,0,0,4,3,0,4,0,0,10,0,0,0,6,0,0,3,0,0,13,0,6,8,21,12,0,3,3,0,50,0,6,11,70,43,33,10,3,0,176,0,0,0,0,3,0,6,7,3,16,0,0,0,10,0,4,3,0,0,19,4,10,33,132,68,57,66,69,46,487,58,93,101,327,141,136,139,116,131,1248,1441,2192,2283,6408,2620,2252,1837,973,542,20554
POA3154,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,3,3,3,0,0,0,12,0,0,0,3,4,8,3,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,14,5,11,8,17,11,63,17,26,27,63,47,27,18,3,8,238,296,573,497,1188,660,558,373,159,110,4419
POA3155,0,0,0,3,0,0,0,0,0,8,0,7,15,73,27,18,6,0,3,157,0,0,0,16,10,24,15,5,4,70,0,0,0,16,17,30,44,13,9,134,0,4,9,25,8,12,3,0,0,57,0,3,13,39,13,24,20,8,3,115,0,0,0,3,0,8,5,3,0,26,4,16,13,128,24,14,23,11,4,242,0,3,0,3,3,3,0,0,0,15,0,11,12,40,12,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,12,7,28,4,12,7,0,0,65,0,3,4,41,18,18,10,0,0,85,0,0,0,3,3,3,9,8,0,30,0,0,0,7,3,5,0,0,0,11,3,15,22,145,50,67,64,51,18,428,58,80,106,379,150,168,141,93,45,1217,1494,2305,2417,6694,2774,2718,2170,1199,434,22195
POA3156,0,0,0,11,8,5,0,0,0,24,0,17,32,105,54,57,18,0,0,282,0,5,0,29,14,53,24,9,9,135,0,0,4,18,34,52,50,24,8,184,8,12,25,42,19,27,18,0,0,145,0,9,24,71,65,41,36,5,0,246,0,0,0,8,8,15,8,4,0,46,3,20,24,188,87,53,37,13,7,431,0,3,0,23,7,6,0,0,0,30,0,5,6,40,10,8,3,0,0,67,0,0,0,4,3,3,3,0,0,11,0,0,0,3,11,9,3,0,0,24,0,10,12,37,21,10,17,3,0,115,0,4,4,55,34,24,4,0,0,127,0,3,0,4,16,17,4,10,6,52,0,3,3,9,0,5,0,0,0,28,3,21,39,207,136,149,110,85,25,775,92,146,166,431,277,218,228,110,60,1730,2243,4568,4933,9858,5719,4734,3222,1540,635,37464
POA3158,0,0,0,0,0,0,0,0,0,3,0,3,4,13,6,3,0,3,0,28,0,0,0,6,0,3,0,0,0,13,0,0,0,3,10,6,4,3,0,35,0,0,0,3,4,0,0,0,0,7,0,3,3,16,12,3,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,6,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,10,6,38,21,17,17,10,0,124,17,28,26,70,58,33,19,4,4,263,400,868,876,1728,1098,957,523,149,45,6652
POA3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,11,10,7,3,4,0,38,5,29,20,51,23,37,21,3,3,195,151,386,352,651,438,395,204,62,16,2648
