POA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
POA3147,5,21,72,243,76,65,28,26,6,543,0,0,0,0,4,0,3,0,4,16,0,6,3,3,3,3,11,3,0,25,4,14,9,23,37,30,24,17,13,181,0,0,0,9,4,0,4,0,0,11,0,0,0,0,4,0,0,0,0,9,0,0,3,4,4,4,7,10,3,39,0,0,0,4,11,18,25,28,3,91,0,0,8,19,13,8,3,0,0,60,3,6,6,69,23,13,14,5,3,155,0,0,3,14,6,0,3,0,0,24,0,0,0,14,0,0,3,3,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,4,3,0,0,17,0,0,0,0,3,3,9,18,3,41,0,0,0,5,4,0,3,0,0,22,0,7,6,20,6,3,0,0,0,42,0,0,0,0,5,3,0,0,0,5,0,3,4,57,17,28,3,5,0,124,0,0,0,0,0,0,0,0,0,5
POA3148,3,6,117,245,49,47,13,15,0,498,0,0,0,0,0,3,0,4,0,9,0,0,0,4,0,4,3,7,0,24,0,3,0,13,7,11,6,11,3,50,0,0,0,0,0,3,3,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,3,7,3,18,0,3,3,7,15,18,44,35,4,127,3,0,10,24,5,3,5,0,0,52,0,5,14,101,21,15,8,3,0,161,0,3,9,34,3,3,0,0,0,52,0,0,0,10,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,3,4,9,27,40,9,80,0,0,0,11,9,3,3,0,0,26,0,0,17,37,15,0,3,0,0,71,0,0,0,3,0,5,0,0,0,7,0,0,3,55,6,10,6,0,0,87,0,0,0,0,0,0,0,0,0,4
POA3149,26,107,311,875,385,209,101,44,18,2074,0,0,0,0,5,3,4,8,0,20,0,0,0,6,8,7,9,10,0,42,9,16,19,35,67,60,73,50,23,343,0,0,3,15,9,5,3,0,0,33,0,0,3,3,0,0,3,0,0,12,0,3,6,9,7,7,17,20,6,70,0,9,4,5,23,42,131,116,19,355,4,9,23,70,41,54,26,7,0,238,8,44,49,336,84,49,27,20,3,618,0,3,15,69,3,13,10,0,0,118,0,0,3,29,11,10,0,0,0,45,0,3,0,8,3,0,0,0,0,14,0,3,0,3,12,6,3,10,4,45,0,0,0,3,3,28,44,52,17,157,0,6,19,32,26,10,4,0,0,97,3,38,41,103,53,19,6,0,0,257,0,0,0,5,6,0,0,0,0,16,0,39,52,177,92,90,45,10,4,509,0,0,0,0,3,3,5,3,0,13
POA3150,43,268,636,1711,862,493,250,139,33,4432,0,0,0,7,3,18,20,20,3,83,0,3,5,12,16,32,51,27,15,156,12,33,44,83,95,95,130,117,57,654,0,0,3,22,13,11,8,5,0,59,0,0,0,4,10,3,3,6,0,29,0,4,4,13,13,14,36,30,23,132,0,8,8,10,31,65,134,125,29,404,8,26,56,159,120,165,63,20,0,616,26,177,116,739,275,149,93,36,28,1635,0,6,27,118,45,22,25,7,3,252,0,6,9,45,23,18,8,3,0,114,0,4,0,8,0,4,4,0,0,22,0,3,3,3,3,6,7,5,3,36,0,0,5,8,16,66,90,100,51,341,0,15,8,38,16,11,9,4,0,104,3,39,68,142,74,27,9,5,0,370,0,0,0,12,3,8,9,0,4,39,5,81,172,356,274,323,220,66,19,1515,0,0,0,0,0,9,23,6,3,36
POA3151,4,36,159,337,118,83,34,18,4,796,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,6,7,0,4,20,0,3,0,10,8,5,16,17,8,72,0,0,0,8,3,5,3,3,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,5,5,3,22,0,0,0,6,9,32,83,74,11,218,0,0,5,32,20,17,7,3,0,85,0,7,26,69,20,17,13,6,0,155,0,0,8,30,6,6,9,0,0,56,0,0,3,12,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,13,0,0,0,5,0,7,31,27,14,82,0,0,0,7,3,0,0,0,0,12,0,6,5,17,5,7,0,0,0,43,0,0,3,0,0,4,0,0,0,8,0,0,16,59,17,31,14,5,0,156,0,0,0,0,0,0,4,3,0,9
POA3152,16,83,131,696,216,149,68,40,20,1410,0,0,0,3,4,7,4,9,0,30,0,0,0,11,3,13,19,0,0,49,0,19,12,46,80,100,129,79,68,526,0,0,7,13,5,11,3,0,0,34,0,0,0,0,0,0,0,3,0,5,0,0,0,6,7,11,34,18,10,94,0,0,0,3,15,21,30,20,3,90,3,8,35,93,56,75,26,6,3,307,5,37,56,254,106,88,39,31,5,611,0,4,11,57,20,6,17,3,0,114,0,0,8,33,3,11,0,0,0,60,0,3,8,6,6,0,6,0,0,30,0,0,0,0,3,13,3,8,0,33,0,0,3,4,10,36,31,29,3,119,0,3,4,6,3,3,0,0,0,29,0,12,9,47,20,6,3,0,0,100,0,0,0,0,3,13,4,3,0,22,6,38,81,195,139,156,85,22,14,739,0,0,0,0,0,6,7,0,0,14
POA3153,0,10,23,203,49,50,19,11,0,363,0,0,0,0,0,4,7,3,0,15,0,0,0,3,0,3,3,0,0,18,0,5,17,38,64,83,84,77,20,378,0,0,0,4,3,0,7,0,0,14,0,0,0,0,3,3,0,0,0,12,0,0,4,10,5,12,34,41,27,133,0,0,0,0,3,3,6,3,0,17,3,8,11,45,13,15,3,0,0,101,0,12,24,169,28,20,16,3,5,274,0,0,3,22,3,0,0,0,0,37,0,3,4,24,3,8,3,3,0,45,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,4,3,0,30,0,0,0,6,4,3,7,6,5,34,0,0,0,6,6,0,0,3,0,15,0,0,3,13,3,3,0,0,0,30,0,0,0,0,0,3,0,0,0,7,0,10,3,57,15,17,12,7,0,123,0,0,0,0,0,3,5,3,0,14
POA3154,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25,21,28,19,11,8,113,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,17,31,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA3155,0,4,13,153,55,30,14,6,0,279,0,0,0,0,0,3,5,3,0,9,0,0,0,5,0,4,5,0,0,14,0,10,15,61,81,110,129,95,31,529,0,3,0,6,0,0,0,0,0,18,0,0,0,3,3,0,3,0,0,10,0,0,5,13,4,12,25,20,9,83,0,0,0,4,0,5,3,8,3,26,4,0,4,35,10,9,8,0,0,64,0,5,26,159,25,16,8,8,3,247,0,0,7,20,5,7,0,4,0,41,3,0,4,22,9,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,5,10,5,6,34,0,0,0,3,0,13,14,15,5,57,0,3,3,7,5,0,0,0,0,20,0,3,3,20,8,0,3,0,0,39,0,3,0,0,0,3,0,0,0,5,0,9,5,53,11,16,5,7,0,111,0,0,0,0,0,3,3,0,0,8
POA3156,3,20,29,179,65,34,19,5,4,360,0,0,0,0,3,4,11,3,0,20,0,0,4,8,12,12,12,3,0,44,0,18,22,98,153,172,204,110,56,820,0,0,0,3,4,3,3,0,0,21,0,0,0,0,6,3,4,0,0,14,0,0,7,20,11,19,47,44,9,154,0,0,0,0,7,16,18,13,0,55,0,3,5,29,11,15,3,0,0,65,5,11,14,129,37,27,21,9,0,254,0,5,4,35,10,3,0,0,0,62,0,0,8,31,7,3,0,0,0,47,0,0,0,4,0,0,3,0,0,4,0,0,0,13,11,18,10,14,0,71,0,0,0,8,11,32,34,38,19,138,0,0,3,9,3,0,0,0,0,21,0,3,15,24,12,4,0,0,0,55,0,0,0,0,8,7,0,0,0,12,0,13,14,72,34,44,15,7,0,202,0,0,0,0,3,5,7,3,0,22
POA3158,0,0,0,4,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,29,47,49,38,13,5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,7,7,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3
POA3159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,19,18,12,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3160,0,0,4,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,8,60,55,58,42,13,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,5,4,9,3,7,3,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,9,0,0,5,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,11,0,0,0,0,0,0,0,0,0,7
POA3161,0,10,93,94,24,16,5,6,0,251,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,4,4,3,12,3,8,9,52,31,25,23,29,17,204,0,0,0,5,0,0,0,0,0,10,3,3,7,21,0,3,7,8,3,57,0,0,0,3,0,3,36,10,15,69,0,0,0,0,3,14,10,16,3,50,0,0,3,5,6,3,0,0,0,21,3,8,12,124,8,4,12,4,0,177,0,0,3,16,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,31,0,0,0,9,0,8,13,0,3,38,0,0,3,18,0,0,0,0,0,29,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,3,0,0,0,21,5,7,4,0,0,39,0,0,0,0,0,0,3,0,0,0
POA3162,4,12,74,89,44,25,8,5,3,269,0,0,0,0,0,3,0,0,0,11,0,0,0,0,5,4,11,4,4,25,3,12,16,54,28,32,35,25,16,225,0,0,0,0,3,0,0,0,0,5,0,11,3,13,3,3,16,3,3,55,0,0,3,7,9,0,40,9,22,86,0,0,0,3,3,12,34,41,5,102,0,0,0,9,7,4,5,0,0,26,10,3,17,99,9,7,10,3,3,160,0,0,0,17,0,4,0,3,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,18,0,4,0,0,0,27,3,0,0,9,6,7,9,10,10,61,4,10,4,30,16,3,3,0,0,72,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,11,0,0,4,17,10,6,4,3,0,54,0,0,0,0,0,0,5,0,0,6
POA3163,3,16,648,687,95,80,26,21,0,1579,0,0,0,5,3,6,3,5,3,26,0,0,0,0,4,4,10,4,4,31,3,20,10,93,54,47,54,31,29,338,0,0,0,3,4,3,3,0,0,17,0,12,9,16,4,3,4,3,0,49,0,0,3,19,0,3,6,11,9,59,0,4,0,16,19,38,96,108,26,307,3,3,38,37,18,8,3,0,0,103,75,151,99,999,52,36,19,7,3,1448,0,3,18,76,9,3,3,0,0,114,3,3,0,21,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,6,0,0,0,39,13,7,5,3,3,71,0,0,0,15,8,11,18,28,14,89,0,3,10,64,22,5,4,5,0,110,6,6,18,86,13,8,5,0,0,142,0,0,0,3,3,0,0,0,0,9,0,6,33,116,21,16,17,3,0,218,0,0,0,0,0,0,0,3,0,6
POA3165,3,26,78,293,107,65,28,6,3,608,0,0,0,4,10,0,7,3,0,20,0,3,0,4,0,12,6,8,4,42,3,28,7,63,67,49,45,29,16,311,0,0,0,11,8,8,0,0,3,20,0,3,3,14,3,4,4,0,0,30,0,0,3,11,6,8,23,5,6,63,0,0,5,8,40,51,101,121,19,340,0,0,4,18,5,7,3,0,0,44,5,18,29,201,56,29,30,16,6,376,0,0,3,30,6,0,0,0,0,42,0,0,0,22,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,5,3,0,0,42,0,4,0,4,11,27,49,64,25,184,0,4,4,29,12,4,0,3,0,53,0,10,8,36,11,0,0,0,0,67,0,0,0,4,4,4,3,3,0,24,0,3,7,53,20,14,9,5,0,110,0,0,0,3,0,3,0,3,3,11
POA3166,0,9,334,458,84,94,26,12,4,1018,0,0,0,3,0,0,6,3,0,11,0,3,0,9,7,9,11,8,3,43,5,6,15,52,36,20,25,15,14,191,0,0,0,5,4,0,0,0,0,13,0,0,3,9,3,0,0,0,0,19,0,3,0,14,6,4,10,3,4,41,7,23,19,44,66,103,202,217,55,731,0,0,13,45,3,3,4,0,0,73,18,29,41,355,46,33,19,17,5,559,3,0,23,56,12,3,4,0,0,96,0,0,0,7,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,9,0,3,0,9,6,3,6,0,0,34,0,5,5,12,12,39,87,107,56,316,0,4,3,45,14,0,3,0,0,68,3,5,30,77,16,8,3,0,0,145,0,0,0,4,3,3,0,0,0,10,0,7,20,96,15,22,9,0,0,169,0,0,0,0,0,4,0,0,0,6
POA3167,4,6,46,122,29,40,8,9,0,265,0,0,0,0,0,3,8,3,0,10,0,0,0,0,3,6,11,7,0,23,4,4,0,17,19,12,14,10,3,79,0,0,0,8,6,8,0,0,0,24,0,0,0,3,0,0,0,0,0,9,0,0,0,8,4,0,0,3,4,17,0,11,12,8,22,49,89,61,13,253,0,0,0,8,0,3,0,0,0,15,5,16,13,122,36,29,13,9,4,239,0,0,0,10,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,4,0,0,3,0,20,0,0,0,0,3,17,41,31,10,102,0,3,3,14,9,0,0,0,0,31,0,0,4,18,4,0,0,0,0,35,0,0,0,0,4,9,0,3,0,15,0,3,4,17,6,9,5,0,0,41,0,0,0,0,0,0,0,0,0,6
POA3168,13,20,1638,910,97,88,22,18,6,2802,0,0,0,0,3,0,4,6,0,10,0,0,0,3,0,0,7,0,4,11,3,5,15,17,3,5,10,11,11,88,0,0,4,6,3,6,4,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,3,3,7,6,27,3,13,8,13,20,31,83,81,10,264,0,0,60,43,8,3,0,0,0,120,30,38,92,539,49,38,16,13,8,823,14,16,58,144,22,8,0,0,0,263,0,0,3,52,4,3,0,0,0,61,3,0,3,11,0,0,0,0,0,13,3,0,0,3,0,0,3,3,6,19,3,0,0,8,4,17,42,69,41,188,3,6,3,29,8,0,0,0,0,50,3,4,22,66,8,4,0,0,0,116,0,0,0,3,0,0,0,4,0,5,0,3,164,115,23,38,16,3,0,357,0,0,0,0,0,0,0,3,0,8
POA3169,7,13,174,310,74,65,15,21,8,697,0,0,0,0,0,9,15,14,0,36,0,0,3,7,3,18,15,3,3,54,0,3,0,10,10,11,8,10,0,59,0,0,5,15,6,3,9,0,0,40,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,3,4,6,23,4,24,32,39,40,88,197,193,40,653,0,0,8,28,12,10,5,0,0,61,22,49,121,614,134,68,67,41,5,1122,0,3,3,42,5,6,3,0,0,62,0,0,0,12,0,0,0,0,0,18,0,0,3,12,3,3,3,0,0,21,0,3,0,3,0,5,0,0,0,13,0,4,8,3,6,27,69,68,20,208,0,3,0,18,3,0,0,0,0,33,0,0,11,36,5,7,3,0,0,61,0,0,5,12,9,12,11,3,0,46,0,4,4,43,13,11,5,8,0,87,0,0,0,3,0,3,4,3,0,13
POA3170,5,22,131,331,92,89,23,22,4,707,0,0,0,3,5,11,19,8,0,52,0,0,0,3,10,11,15,5,4,54,0,4,3,26,19,30,31,27,17,158,0,0,0,9,3,4,4,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,4,3,3,8,21,14,11,61,0,3,3,13,20,47,106,65,6,275,0,0,15,39,12,9,8,0,0,77,3,20,24,195,49,34,33,20,12,382,0,0,11,51,12,15,4,0,0,86,0,0,3,11,3,3,0,0,0,21,0,0,0,3,4,0,3,0,0,13,0,3,0,5,0,4,3,3,0,17,0,0,0,6,14,41,60,52,23,195,0,5,0,16,3,0,3,0,0,27,0,0,3,25,9,0,3,0,0,42,0,0,0,3,7,3,5,0,0,21,0,22,24,131,31,47,23,4,3,279,0,0,0,0,0,3,11,3,0,13
POA3171,0,7,70,224,106,82,33,37,33,591,0,0,0,0,0,7,17,14,3,37,0,0,0,0,0,0,3,4,0,10,0,0,0,3,7,3,12,16,12,48,0,0,3,7,3,0,0,3,0,13,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,3,3,15,10,37,0,3,0,3,12,16,83,58,9,183,0,3,5,28,0,4,3,0,0,51,22,46,89,504,35,44,26,13,13,787,0,3,17,30,17,7,0,0,0,72,0,0,0,4,4,0,0,0,0,15,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,44,67,20,137,0,3,0,10,0,3,0,0,0,21,4,0,14,69,4,3,0,0,0,95,0,0,0,0,0,0,4,0,0,5,18,25,25,78,15,7,3,3,0,169,0,0,0,0,0,0,14,25,7,44
POA3172,0,19,22,111,43,33,15,10,8,263,0,0,0,0,4,3,14,3,0,27,0,0,0,3,3,3,7,3,0,20,0,14,5,33,39,44,67,42,14,259,0,0,0,6,5,6,3,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,4,20,15,3,39,0,0,3,10,21,30,41,27,5,138,0,3,3,13,4,7,0,0,0,34,5,12,45,203,44,33,25,19,0,393,0,0,3,19,4,0,3,0,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,13,0,0,0,3,0,3,10,4,0,24,0,0,0,4,6,27,38,13,13,98,0,0,0,10,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,10,0,0,0,5,9,4,0,0,3,28,0,0,6,21,5,12,10,4,3,59,0,0,0,0,0,3,11,3,0,18
POA3173,8,21,60,307,102,76,21,13,12,629,0,0,0,4,8,14,16,7,0,56,0,0,0,3,3,3,3,3,0,19,0,8,4,18,13,23,38,29,11,146,0,0,7,35,20,9,9,3,0,83,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,7,17,7,0,43,0,0,3,6,21,16,42,18,3,106,0,0,3,30,15,6,0,0,0,58,3,42,58,363,113,79,59,33,8,751,0,3,3,39,6,10,0,0,0,57,0,0,0,7,0,0,0,0,0,7,0,0,0,11,0,5,0,0,0,14,0,0,0,4,3,5,0,4,0,13,0,0,0,4,11,20,26,34,21,118,0,0,0,10,0,0,0,0,0,15,0,0,6,14,0,3,0,0,0,20,0,0,0,12,5,8,3,3,0,38,0,8,21,66,26,9,6,0,0,139,0,0,0,0,0,10,11,3,4,24
POA3174,4,5,43,177,86,73,31,25,14,458,0,0,3,13,8,15,18,26,5,98,0,3,0,7,4,15,17,11,0,72,0,11,3,19,34,41,62,44,19,231,0,0,4,18,24,11,5,0,6,63,0,0,0,7,0,0,0,3,3,16,0,0,10,8,5,9,15,22,9,73,0,14,3,22,26,44,99,45,11,260,0,0,3,26,3,5,3,0,0,39,34,75,174,957,118,107,94,58,23,1631,0,6,6,71,8,12,0,3,0,108,0,10,9,23,0,8,3,0,0,53,0,0,3,9,5,3,0,0,0,23,3,3,0,4,0,5,3,4,0,23,0,3,0,7,14,24,68,86,54,259,0,5,0,10,7,7,0,0,0,32,0,0,8,26,4,3,0,0,0,48,0,3,3,11,18,13,12,4,0,63,6,25,23,63,20,16,18,3,0,164,0,0,0,0,0,3,17,11,3,34
POA3175,3,13,58,235,108,117,74,54,15,678,0,0,15,52,37,60,40,24,10,235,0,17,5,18,16,25,12,9,6,105,3,10,9,26,46,63,105,84,26,373,3,5,17,71,31,26,15,9,3,177,0,0,0,3,4,0,0,0,0,4,0,3,20,13,6,12,29,26,7,112,0,0,4,16,21,58,98,69,21,279,0,0,0,20,4,5,3,0,0,41,54,188,197,1256,154,119,59,26,23,2084,8,7,10,48,12,10,5,0,0,100,9,82,80,118,20,8,0,0,0,317,0,16,5,38,16,8,4,0,0,95,4,6,0,10,3,4,6,4,3,35,0,0,4,6,22,41,122,142,51,381,0,0,3,8,0,0,0,0,3,18,0,0,3,13,11,0,0,0,0,27,0,7,20,50,42,29,27,8,6,196,8,18,13,60,17,25,14,3,0,155,0,0,0,0,3,4,10,6,3,34
POA3177,0,0,7,26,11,13,6,9,0,74,0,0,3,23,13,10,12,4,3,65,0,3,0,6,0,11,0,6,3,24,0,0,0,5,7,27,25,27,12,109,0,0,3,16,6,5,6,3,0,36,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,9,8,4,32,0,3,0,0,3,3,8,10,0,26,0,0,0,8,0,0,0,0,0,9,9,22,22,175,19,22,8,15,0,288,0,3,0,8,3,0,0,0,0,20,0,12,16,21,0,0,0,0,0,59,0,0,0,14,0,0,0,3,0,17,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,4,5,5,0,23,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,16,0,7,0,20,5,9,0,0,0,36,0,0,0,0,0,0,5,0,0,9
POA3178,0,14,46,371,116,96,23,18,7,687,0,0,0,3,8,12,10,7,0,42,0,6,7,21,33,33,18,19,0,135,6,19,18,56,124,120,88,49,17,498,0,3,3,14,12,8,5,0,0,48,0,0,0,3,3,0,0,0,0,5,0,0,4,13,12,11,18,20,8,81,0,3,0,7,13,19,31,11,3,84,0,0,9,38,19,24,8,0,0,97,0,24,25,195,107,59,34,14,0,459,0,0,7,30,13,12,0,0,0,64,0,6,4,35,8,4,6,0,0,68,0,0,3,10,4,4,0,0,0,20,0,0,3,7,7,5,8,3,0,39,0,0,0,0,28,31,47,21,9,144,0,3,0,7,3,0,0,0,0,22,0,5,9,28,4,4,0,0,0,54,0,0,0,7,17,16,0,0,0,39,4,15,38,111,85,102,30,23,3,404,0,0,0,0,6,15,6,3,0,27
