POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA3795,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,59,7,65,0,70,..,0,0,0,39,39,506,59,7,65,42,614,1041,..,..,..,..,1041,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,38,0,34,0,34,..,0,0,3,0,3,..,4,0,4,0,4
POA3796,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,8,0,8,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,27,5,29,0,33,..,193,12,208,4,209,..,10,0,10,212,228,4432,210,12,221,217,4872,8856,..,..,..,..,8856,..,11,0,11,0,11,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,23,7,22,0,22,..,0,0,0,0,0,..,26,7,33,0,33,..,3,0,3,0,3,..,59,0,59,0,58,..,14,0,14,0,15,..,37,0,37,0,37
POA3797,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,3,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,3,0,3,..,58,8,63,4,72,..,3,0,3,97,100,1545,61,8,66,99,1711,3128,..,..,..,..,3128,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,23,0,23,0,23
POA3799,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,12,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,30,5,34,0,38,..,122,11,132,0,136,..,6,0,6,212,223,2583,131,11,141,217,2937,5107,..,..,..,..,5107,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,10,0,10,..,0,0,0,0,0,..,16,0,12,0,12,..,0,0,0,0,0,..,19,0,19,0,19,..,8,0,8,0,8,..,35,0,35,0,35
POA3800,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,0,0,0,0,0,..,7,0,7,0,7,..,31,0,31,0,31,..,3,0,3,0,3,..,15,0,15,0,15,..,10,0,13,0,13,..,0,0,0,0,0,..,7,0,7,0,7,..,23,0,23,0,23,..,571,31,603,0,603,..,0,0,0,61,67,457,570,31,604,61,1126,874,..,..,..,..,874,..,4,0,4,0,4,..,24,0,24,0,25,..,0,0,0,0,0,..,176,9,187,0,187,..,510,35,538,0,538,..,26,3,26,0,26,..,707,49,757,0,757,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,0,26,..,5,0,5,0,5
POA3802,0,32,..,39,3,43,0,41,..,23,0,23,0,23,..,43,11,52,0,52,..,160,30,188,0,188,..,58,17,71,0,71,..,43,0,48,0,44,..,253,48,304,3,308,..,56,3,55,0,55,..,74,9,78,0,80,..,63,0,66,0,65,..,19,0,25,0,25,..,209,13,221,3,224,..,185,30,212,0,212,..,179,26,206,3,208,..,35,11,40,0,40,..,146,34,185,4,185,..,127,67,188,0,192,..,1199,287,1484,19,1507,..,5178,1043,6226,67,6288,..,22,8,31,496,523,5325,5201,1049,6251,561,12137,10835,..,..,..,..,10835,..,37,0,37,0,37,..,676,80,756,3,760,..,0,0,0,0,0,..,327,92,424,5,426,..,627,320,947,3,944,..,141,40,180,0,179,..,1092,447,1541,4,1550,..,276,34,308,3,317,..,30,0,30,0,34,..,198,4,207,0,202,..,60,0,61,3,66
POA3803,0,9,..,5,0,9,0,9,..,5,0,5,0,5,..,27,9,37,0,36,..,32,12,51,0,48,..,3,0,9,0,9,..,60,7,64,0,65,..,98,20,118,0,120,..,54,0,52,0,52,..,36,0,36,0,36,..,53,0,58,0,58,..,16,5,23,0,23,..,161,3,170,0,169,..,83,17,103,0,103,..,69,6,72,0,72,..,13,0,13,0,13,..,30,10,37,0,43,..,39,18,52,0,52,..,791,290,1084,13,1099,..,2369,571,2932,37,2972,..,16,14,29,208,234,2242,2387,577,2964,243,5447,4448,..,..,..,..,4448,..,10,0,10,3,11,..,346,61,405,8,411,..,0,0,0,0,0,..,70,26,98,0,98,..,107,73,176,0,181,..,70,25,101,0,97,..,249,119,372,3,376,..,60,7,69,0,69,..,19,0,19,0,19,..,81,0,86,0,86,..,19,0,19,0,19
POA3804,0,0,..,11,0,11,0,11,..,5,0,3,0,3,..,3,5,9,0,9,..,21,0,18,0,23,..,21,3,28,0,28,..,0,0,0,0,0,..,26,0,34,0,34,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,24,0,24,0,24,..,8,0,13,0,11,..,8,0,15,0,15,..,0,0,3,0,3,..,20,4,30,0,30,..,16,0,12,0,12,..,226,45,266,4,273,..,923,153,1078,9,1085,..,7,4,15,185,195,2770,928,159,1086,190,4053,5537,..,..,..,..,5537,..,11,0,11,0,11,..,133,12,143,0,142,..,0,0,0,0,0,..,32,3,34,0,34,..,135,76,207,0,212,..,26,3,27,0,27,..,190,77,274,0,274,..,70,3,75,0,75,..,19,4,21,0,21,..,24,0,25,0,25,..,31,0,35,0,35
POA3805,0,68,..,43,6,48,0,48,..,38,0,38,0,35,..,125,41,171,0,173,..,112,24,130,0,131,..,59,12,71,0,72,..,205,13,220,4,222,..,158,19,175,0,175,..,151,5,156,3,162,..,99,15,114,0,114,..,163,5,165,0,167,..,51,4,58,0,58,..,466,29,497,4,502,..,365,53,426,9,428,..,257,33,287,3,293,..,43,10,54,3,61,..,80,17,95,3,98,..,117,42,161,3,165,..,2351,789,3142,31,3180,..,8240,1767,10008,91,10101,..,66,26,87,1046,1132,17323,8305,1787,10096,1136,28559,34719,..,..,..,..,34719,..,89,0,91,0,91,..,770,120,892,7,899,..,0,0,0,0,0,..,226,96,322,0,321,..,740,353,1095,0,1094,..,299,92,397,3,394,..,1263,543,1804,8,1810,..,260,30,288,3,287,..,89,0,89,0,89,..,351,9,360,4,367,..,132,5,139,0,139
POA3806,0,106,..,26,3,33,0,36,..,24,0,20,0,20,..,55,15,71,0,71,..,103,9,118,0,118,..,58,13,72,0,71,..,55,5,66,8,68,..,72,5,79,0,75,..,85,0,85,0,85,..,58,3,67,0,67,..,84,4,86,0,86,..,35,0,35,0,35,..,259,10,268,0,268,..,202,19,220,6,227,..,178,12,188,0,188,..,19,3,23,0,23,..,41,11,43,0,43,..,44,10,56,0,56,..,916,137,1054,22,1075,..,5062,723,5782,68,5848,..,66,14,83,829,907,18161,5126,739,5864,891,24917,35636,..,..,..,..,35636,..,161,0,163,0,163,..,376,51,423,14,435,..,3,0,3,0,3,..,183,28,212,0,212,..,1016,393,1405,3,1410,..,87,23,107,0,107,..,1285,442,1727,3,1730,..,126,19,141,4,146,..,132,3,136,0,141,..,240,4,248,0,249,..,155,3,160,3,159
POA3807,0,4,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,5,..,0,0,0,0,0,..,3,0,10,0,10,..,19,0,21,0,22,..,4,0,6,0,6,..,3,0,3,0,3,..,0,0,3,0,3,..,4,0,4,0,4,..,51,11,55,3,64,..,230,23,256,6,267,..,3,0,3,108,113,3156,236,23,262,118,3538,6311,..,..,..,..,6311,..,11,0,11,0,11,..,5,3,10,0,10,..,0,0,0,0,0,..,6,0,6,0,8,..,32,10,41,0,41,..,5,0,5,0,5,..,41,10,54,0,59,..,21,0,21,0,21,..,10,0,10,0,10,..,18,0,22,0,22,..,16,0,16,0,16
POA3808,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,5,3,7,0,4,..,60,7,63,0,65,..,0,0,0,69,76,1324,63,7,68,75,1464,2748,..,..,..,..,2748,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,11,0,11,0,11,..,13,0,13,0,13
POA3809,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,6,0,6,0,6,..,11,0,11,0,11,..,16,0,16,0,16,..,11,0,11,0,11,..,19,0,17,0,17,..,9,0,9,0,9,..,43,0,48,0,48,..,23,0,25,0,25,..,25,0,26,0,26,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,109,16,128,0,128,..,639,65,700,3,708,..,3,0,5,122,128,2820,639,66,704,131,3652,5561,..,..,..,..,5561,..,12,0,12,0,12,..,75,5,82,0,82,..,0,0,0,0,0,..,18,6,20,0,20,..,42,13,52,0,59,..,0,0,4,0,4,..,57,18,80,3,84,..,13,0,14,0,14,..,12,0,12,0,12,..,44,0,46,0,46,..,8,0,8,0,14
POA3810,0,18,..,5,0,5,0,5,..,16,0,15,0,16,..,27,4,33,0,33,..,31,8,40,0,40,..,45,3,49,0,47,..,56,3,64,0,64,..,39,13,48,0,48,..,90,0,93,0,95,..,43,6,47,3,49,..,101,0,101,0,101,..,34,3,35,0,35,..,268,4,274,3,279,..,136,18,151,3,156,..,63,7,69,0,69,..,30,8,45,0,44,..,25,6,27,0,27,..,44,12,54,0,57,..,862,160,1023,28,1050,..,3271,509,3782,59,3839,..,52,12,66,1280,1342,19492,3326,520,3847,1337,24676,37882,..,..,..,..,37882,..,63,0,63,0,63,..,341,34,374,11,378,..,5,0,5,0,5,..,56,26,80,0,84,..,169,112,282,0,284,..,22,9,31,0,31,..,251,149,392,0,401,..,99,16,111,3,115,..,120,0,124,0,124,..,170,6,177,3,180,..,115,9,119,3,120
POA3812,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,3,33,0,38,..,3,0,3,59,63,1063,37,3,40,61,1169,2121,..,..,..,..,2121,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3
POA3813,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,40,40,382,11,0,11,40,429,783,..,..,..,..,783,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
POA3814,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,4,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,33,7,39,0,39,..,3,0,3,76,76,1006,35,7,40,76,1124,2017,..,..,..,..,2017,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8
POA3815,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,41,3,42,0,42,..,3,0,3,89,95,1389,45,3,48,89,1530,2752,..,..,..,..,2752,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3
POA3816,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,12,0,12,..,31,3,40,0,35,..,5,0,5,95,96,1237,35,3,42,93,1372,2442,..,..,..,..,2442,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4
POA3818,0,0,..,0,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,8,3,10,0,10,..,3,0,4,0,4,..,0,0,0,0,0,..,6,3,7,0,7,..,23,0,23,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,26,0,26,0,28,..,14,0,14,0,14,..,3,0,0,0,0,..,4,3,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,34,6,36,3,42,..,248,35,282,5,284,..,20,0,20,494,509,6515,260,35,301,498,7311,12655,..,..,..,..,12655,..,13,0,13,0,13,..,16,0,13,0,13,..,3,0,3,0,3,..,7,0,11,0,11,..,17,15,32,0,32,..,4,3,9,0,9,..,36,18,47,0,47,..,13,0,20,0,20,..,54,0,54,0,54,..,21,0,21,0,21,..,35,3,43,0,40
POA3820,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,6,0,6,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,9,0,9,..,5,0,5,0,5,..,14,0,14,0,14,..,0,0,0,0,0,..,26,0,27,0,27,..,12,0,12,0,12,..,9,0,9,0,9,..,4,0,5,0,5,..,0,0,0,0,0,..,11,3,12,0,12,..,60,9,68,0,71,..,374,52,428,3,430,..,13,5,19,460,476,7462,388,58,441,464,8370,14218,..,..,..,..,14218,..,21,0,21,0,21,..,10,3,12,0,10,..,0,0,0,0,0,..,10,4,17,0,17,..,63,36,98,0,98,..,4,0,4,0,4,..,77,38,116,0,116,..,16,4,22,0,22,..,43,0,41,0,41,..,18,0,18,0,18,..,37,0,37,0,40
POA3821,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,4,24,0,24,..,3,0,3,96,94,1379,22,4,29,96,1498,2675,..,..,..,..,2675,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5
POA3822,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,0,0,0,30,30,453,14,0,19,30,500,897,..,..,..,..,897,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0
POA3823,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,61,61,845,22,0,22,61,927,1695,..,..,..,..,1695,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3
POA3824,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,4,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,16,0,16,..,91,10,101,4,109,..,4,0,4,192,194,2268,94,10,105,199,2576,4411,..,..,..,..,4411,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,5,3,9,0,9,..,0,0,0,0,0,..,9,3,8,0,8,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,7,0,9,0,9
