POA_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3216,35,118,218,152,176,123,44,6,0,874,46,94,158,152,152,136,36,10,6,782,1722,3116,5525,5625,5489,3978,854,89,15,26413
POA3217,3,19,48,27,22,14,4,0,0,132,8,14,36,26,24,16,0,0,0,118,145,400,1227,814,512,324,96,14,3,3537
POA3218,3,31,50,49,46,35,7,0,0,220,6,36,61,52,50,19,8,0,0,240,293,714,1758,1561,1398,934,167,20,0,6846
POA3219,11,50,78,66,81,56,17,0,0,363,20,34,76,58,82,54,18,6,0,352,433,1015,1787,1616,1956,1412,252,20,0,8501
POA3220,10,25,63,40,40,49,18,0,0,249,10,25,64,48,48,45,24,8,0,265,428,740,1716,1622,1723,1432,373,63,15,8107
POA3221,3,0,4,0,4,3,0,0,0,16,0,0,0,3,0,3,5,0,0,12,21,36,32,81,95,70,26,11,0,371
POA3222,23,23,49,59,60,43,10,3,0,273,14,26,41,40,65,51,17,3,0,262,397,517,1006,1296,1565,1297,271,47,0,6397
POA3223,3,0,16,6,19,23,6,0,0,74,6,6,13,11,21,28,16,4,0,111,111,160,257,371,625,628,191,23,7,2377
POA3224,8,22,83,68,51,34,8,6,0,282,21,24,46,51,55,30,11,0,0,238,420,535,1503,1376,1435,1001,200,20,3,6503
POA3225,0,6,7,4,5,9,10,0,0,41,3,0,5,6,8,20,4,3,0,48,71,67,152,247,356,388,154,26,0,1455
POA3226,6,19,37,47,45,44,15,0,0,215,10,23,23,51,50,39,14,0,3,220,352,436,1090,1649,1526,1240,283,19,3,6604
POA3227,0,0,6,13,19,17,3,0,0,59,7,10,10,15,14,18,8,0,0,76,117,127,236,539,544,454,119,15,3,2159
POA3228,11,20,51,74,62,45,4,0,0,279,19,21,53,80,69,33,25,6,0,312,418,502,1620,2311,2104,1341,327,30,0,8649
POA3230,3,4,6,5,13,9,3,0,0,36,3,3,4,9,10,11,3,0,0,45,67,67,164,201,298,265,73,10,3,1153
POA3231,0,0,0,0,0,3,0,0,0,5,0,0,3,10,5,5,3,0,0,28,23,39,55,87,162,151,44,3,0,563
POA3232,0,0,3,3,0,0,0,0,0,7,0,3,3,0,4,5,4,0,0,24,18,30,89,78,90,139,53,3,0,504
POA3233,3,0,4,0,0,0,0,0,0,14,0,3,4,0,6,9,4,0,0,25,39,53,145,152,200,235,72,11,3,916
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,19,22,32,7,0,0,97
POA3235,0,4,0,7,0,0,3,0,0,11,0,0,0,6,0,0,0,0,0,10,3,11,10,47,45,64,19,0,0,207
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,9,10,25,37,11,4,0,110
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,6,4,13,22,23,32,17,3,0,115
POA3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,9,20,36,28,7,8,0,111
POA3239,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,12,15,26,31,52,43,12,3,0,189
POA3240,7,3,7,11,18,7,0,0,0,51,5,8,5,8,16,3,3,0,0,44,85,73,121,237,298,206,51,8,0,1078
POA3241,0,8,4,5,6,5,3,0,0,39,0,7,4,7,7,18,4,3,0,53,48,92,169,209,274,219,94,12,0,1110
POA3242,0,0,0,5,3,3,0,0,0,13,0,0,0,9,0,4,8,0,0,18,10,24,59,87,88,75,41,8,0,398
POA3243,0,0,3,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,12,9,11,26,35,50,47,34,3,0,203
POA3249,3,4,6,9,16,11,3,0,0,47,4,5,9,10,17,17,11,4,0,76,104,85,205,269,408,340,143,31,3,1588
POA3250,8,18,44,33,30,32,10,0,0,176,9,20,58,37,37,46,12,3,5,239,378,545,1050,1000,1108,965,217,33,12,5312
POA3251,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,8,12,13,36,39,65,52,19,8,0,250
POA3254,0,0,6,0,3,0,0,0,0,10,0,3,0,0,3,0,4,0,0,14,8,12,30,32,39,21,5,3,0,146
POA3260,3,9,15,18,13,16,3,0,0,67,5,6,11,16,11,9,13,5,0,85,118,154,282,387,493,417,195,33,4,2086
POA3264,4,6,3,6,6,9,0,0,0,35,0,3,4,8,17,4,4,3,0,41,57,78,128,183,205,202,53,13,3,916
POA3265,3,4,5,10,6,5,0,0,0,29,7,5,15,16,15,6,0,0,0,60,100,83,200,245,356,285,72,15,4,1357
POA3266,0,9,10,5,12,3,4,0,0,39,3,7,5,9,17,13,6,0,0,74,108,109,200,262,367,258,92,22,8,1422
POA3267,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,5,13,9,22,11,44,31,9,0,0,130
POA3268,3,3,3,6,8,3,6,0,0,27,9,3,3,3,9,7,10,8,0,45,81,85,198,219,305,273,81,17,3,1259
POA3269,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,17,11,29,57,63,82,80,25,8,0,352
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,7,23,17,29,30,16,0,0,108
POA3271,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,11,8,14,22,25,7,4,0,98
POA3272,0,0,0,3,6,0,3,0,0,13,0,3,3,3,4,4,8,0,0,26,19,46,89,111,136,151,51,10,4,616
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,14,17,11,5,0,56
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,7,21,17,19,15,11,3,0,98
POA3275,0,3,5,3,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,26,26,32,43,63,36,10,0,0,235
POA3276,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,10,12,11,24,41,75,49,27,8,0,238
POA3277,3,5,3,14,11,4,0,0,0,47,5,3,9,3,15,8,4,0,0,51,55,92,175,187,223,179,44,16,0,974
POA3278,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,16,27,34,31,24,9,3,0,146
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,16,10,21,33,40,12,11,3,0,142
POA3280,17,66,115,105,93,87,23,3,0,512,38,51,96,75,126,73,24,12,3,485,1114,1516,2935,2780,3214,2420,499,60,13,14553
POA3281,0,3,3,12,8,0,0,0,0,29,0,0,8,6,6,9,0,0,0,32,63,60,122,207,229,151,37,13,0,883
POA3282,3,8,13,14,15,5,3,0,0,55,0,3,5,5,11,11,3,0,0,39,71,88,213,252,259,194,31,7,0,1118
POA3283,3,4,3,7,8,3,0,0,0,27,4,3,0,5,12,10,3,3,0,37,46,42,79,116,201,170,36,7,3,697
POA3284,0,4,5,9,0,11,3,0,0,34,0,3,12,14,0,15,4,3,0,50,45,59,224,326,305,326,96,20,0,1399
POA3285,0,0,0,3,6,3,0,0,0,10,3,0,0,3,8,6,0,0,0,32,27,34,44,124,173,124,57,8,0,590
POA3286,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,4,0,0,0,10,3,15,32,44,71,57,18,15,0,251
POA3287,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,16,11,15,41,42,67,36,8,9,0,245
POA3289,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,10,23,41,48,84,94,32,3,0,332
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,17,20,21,9,0,0,73
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,36,23,42,10,6,4,133
POA3294,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,3,3,0,0,16,9,20,54,88,104,112,53,13,3,470
POA3300,13,25,27,39,43,44,13,0,0,204,12,9,16,30,22,24,15,3,3,133,304,384,755,809,1001,912,256,22,12,4457
POA3301,0,0,0,0,3,3,4,0,0,12,0,3,3,5,3,0,3,0,0,14,21,28,68,121,185,138,63,15,0,643
POA3302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,9,7,5,23,27,53,35,9,6,0,176
POA3303,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,6,14,19,31,54,23,16,7,0,163
POA3304,0,4,6,3,9,5,0,0,0,31,3,8,11,7,15,27,9,3,0,77,75,85,144,198,295,289,84,16,3,1185
POA3305,10,22,32,49,49,37,15,0,0,210,16,25,30,38,55,48,19,11,0,244,363,397,789,1071,1383,1126,263,56,9,5454
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,6,6,3,0,43
POA3310,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,0,8,17,45,27,14,5,0,127
POA3311,0,3,4,3,10,3,0,0,0,21,3,0,3,0,3,6,3,0,0,20,29,46,79,103,154,139,42,7,0,599
POA3312,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,8,28,25,52,79,123,112,58,14,0,488
POA3314,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,3,0,0,0,14,8,11,46,54,59,70,26,10,0,287
POA3315,0,3,8,0,7,0,0,0,0,17,3,0,3,6,3,6,3,0,0,20,43,32,104,112,169,179,67,15,0,725
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,4,3,17,17,17,19,11,3,0,100
POA3318,3,0,3,0,5,3,3,0,0,16,0,3,3,3,4,5,0,0,0,14,18,40,88,76,140,130,49,14,0,559
POA3319,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,8,3,16,12,33,41,57,22,7,0,190
POA3321,3,3,4,13,6,4,3,0,0,30,4,0,3,3,6,9,0,0,0,29,33,42,139,200,211,118,41,4,0,793
POA3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,16,15,16,10,3,0,77
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,13,10,9,0,0,51
POA3324,0,0,0,0,0,4,0,0,0,7,3,0,3,3,3,0,0,0,0,11,17,17,29,28,44,59,24,3,3,217
POA3325,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,7,6,11,23,30,36,56,21,4,0,186
POA3328,0,3,7,11,3,3,5,0,0,38,6,0,4,3,16,5,0,0,0,29,45,42,149,200,223,148,33,3,0,846
POA3329,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,13,4,4,24,24,31,24,22,3,0,138
POA3330,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,12,20,20,19,8,0,0,89
POA3331,5,13,31,32,21,23,4,0,0,125,6,12,17,36,29,12,8,0,0,127,157,217,604,788,610,358,83,8,3,2831
POA3332,3,3,0,3,5,8,0,0,0,17,4,0,6,5,4,10,0,0,0,28,24,37,68,92,130,102,22,3,0,481
POA3333,0,0,0,0,3,3,0,0,0,10,0,0,4,3,0,3,0,0,0,14,17,21,51,85,88,72,42,3,3,379
POA3334,0,0,0,0,3,0,0,0,0,4,0,3,0,4,4,3,0,0,0,11,19,13,21,57,57,54,17,0,0,230
POA3335,0,15,49,16,11,4,0,0,0,94,3,10,59,33,19,9,5,0,0,148,99,245,1167,717,393,198,30,0,0,2855
POA3337,36,74,171,135,97,88,22,0,0,629,48,102,174,186,173,114,26,4,0,825,871,1560,3757,3444,3011,2179,397,30,0,15248
POA3338,25,45,100,85,53,40,6,0,0,363,27,65,135,118,108,54,11,0,0,529,464,898,2668,2414,1732,1228,204,5,0,9618
POA3340,19,54,95,61,82,40,16,0,0,376,26,49,85,90,103,55,30,4,0,435,590,887,1954,2171,2211,1510,321,26,7,9671
POA3341,0,4,3,9,10,5,0,0,0,34,0,4,3,7,13,4,3,0,0,34,66,64,109,185,249,146,36,3,0,852
POA3342,3,5,4,10,16,11,3,0,0,54,0,15,10,18,22,12,5,3,0,84,83,95,225,324,411,263,68,16,0,1494
POA3345,0,4,0,3,4,0,0,0,0,8,3,4,7,5,7,3,3,0,0,23,30,28,69,116,164,90,30,4,0,530
POA3350,29,111,189,154,199,141,51,4,0,873,51,104,144,148,170,122,40,11,3,791,1597,3026,5877,5623,5746,4277,871,102,12,27140
POA3351,8,5,28,31,43,35,3,0,0,151,9,23,14,32,39,36,22,4,0,180,226,277,531,803,997,754,164,23,8,3775
POA3352,14,28,39,67,63,54,7,0,0,279,27,27,31,53,64,48,26,5,5,286,490,524,1128,1708,1897,1394,402,48,20,7604
POA3355,8,23,30,29,28,35,13,0,0,161,21,12,35,37,52,26,10,6,0,199,267,490,972,857,1014,772,177,31,5,4590
POA3356,5,33,76,56,45,44,15,0,0,268,24,40,58,48,52,36,11,0,0,269,421,895,1698,1285,1237,845,167,20,8,6586
POA3357,0,4,3,9,16,17,0,0,0,56,5,3,4,13,5,9,3,0,0,51,92,114,210,387,424,316,67,10,0,1623
POA3360,0,3,0,4,3,5,0,0,0,11,0,0,3,4,3,9,8,0,0,21,11,13,35,61,66,73,20,3,0,283
POA3361,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,18,18,21,45,54,60,19,0,0,240
POA3363,4,6,17,11,10,15,0,0,0,60,3,4,7,11,11,14,7,3,0,60,51,108,223,265,303,284,60,9,0,1298
POA3364,0,4,3,6,8,7,0,0,0,25,4,3,3,6,15,11,6,0,0,48,50,50,110,202,231,245,122,10,3,1018
POA3370,0,3,4,4,9,6,0,0,0,25,4,4,3,3,3,7,3,0,0,32,37,42,74,114,144,179,35,3,3,639
POA3371,0,0,3,3,3,3,0,0,0,13,0,3,0,9,3,8,3,0,0,26,12,25,34,59,85,100,17,0,0,336
POA3373,11,0,5,7,7,12,0,0,0,36,0,0,4,10,7,10,4,3,0,40,44,48,128,161,202,211,76,12,3,886
POA3374,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,7,5,29,41,39,45,26,0,0,189
POA3375,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,12,22,19,19,7,8,0,95
POA3377,10,21,39,23,30,25,5,3,0,149,10,11,21,25,36,27,8,6,0,143,275,295,647,667,931,740,192,37,8,3780
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,19,15,7,0,0,74
POA3379,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,11,8,15,33,49,45,94,40,11,0,297
POA3380,3,12,12,14,11,20,4,0,0,69,4,10,17,14,19,19,5,3,0,88,154,207,428,431,577,499,114,13,8,2432
POA3381,0,0,0,4,6,0,0,0,0,15,0,0,0,0,3,8,3,0,0,13,26,28,74,114,136,150,49,10,0,591
POA3384,0,0,0,4,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,12,11,15,18,30,66,55,32,4,0,233
POA3385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,12,4,9,34,37,62,67,15,6,0,239
POA3387,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,4,4,4,19,27,41,38,14,3,0,152
POA3388,0,0,0,0,0,4,5,0,0,8,0,0,0,0,3,5,0,0,0,12,10,20,30,40,59,49,14,6,0,228
POA3390,0,0,4,0,3,0,0,0,0,12,0,0,0,0,3,9,3,0,0,18,15,24,57,65,99,78,26,15,0,374
POA3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,14,20,17,13,7,0,75
POA3392,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,15,7,10,19,33,50,62,20,0,0,199
POA3393,0,0,9,13,9,7,3,0,0,50,0,0,3,3,17,9,3,0,0,34,51,86,172,176,251,245,52,19,0,1048
POA3395,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,6,9,31,11,36,46,12,3,0,148
POA3396,0,0,3,0,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,8,16,20,46,41,75,80,24,5,0,301
POA3400,16,37,82,53,44,46,14,4,0,300,21,26,50,37,44,36,17,10,0,229,411,654,1426,1173,1258,1161,295,57,10,6443
POA3401,13,8,11,15,30,18,3,0,0,97,11,0,16,15,27,13,8,3,0,91,166,128,284,452,632,480,150,31,9,2326
POA3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,13,6,14,22,24,57,57,18,7,3,218
POA3409,0,3,0,3,8,3,0,0,0,17,0,0,0,4,4,3,0,3,0,19,12,26,61,85,115,125,42,7,0,483
POA3412,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,8,16,12,37,22,16,3,0,117
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,13,31,30,22,6,12,0,124
POA3414,0,4,3,3,0,3,0,0,0,18,4,5,6,4,6,5,0,0,0,29,24,53,88,124,154,175,28,9,0,646
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,4,0,0,0,19
POA3418,0,5,6,6,12,9,3,0,0,44,3,5,7,3,9,5,5,3,3,41,63,108,207,192,308,259,88,32,5,1271
POA3419,0,3,7,0,3,5,0,0,0,16,3,0,3,0,4,4,0,0,0,15,26,25,64,53,105,78,31,4,0,379
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,33,25,33,29,9,3,0,143
POA3423,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,5,10,14,27,36,41,11,4,0,152
POA3424,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,7,20,28,58,62,83,26,5,0,296
POA3427,0,9,21,13,11,10,3,0,0,69,8,14,14,14,20,10,3,0,0,79,52,161,378,241,285,253,46,7,3,1420
POA3428,0,0,3,3,0,3,3,0,0,18,0,3,3,3,4,3,0,0,0,22,18,22,36,66,83,66,22,0,0,311
POA3429,40,89,157,153,159,110,20,3,0,738,36,66,126,153,166,87,31,3,4,675,1064,1818,3638,3807,4226,2824,541,32,15,17959
POA3430,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,10,12,24,9,22,45,24,13,3,0,155
POA3431,5,6,15,18,22,20,5,0,0,95,3,10,15,16,15,6,9,0,3,80,109,169,295,429,594,368,103,3,3,2065
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,15,32,23,10,0,0,88
POA3433,0,0,3,0,3,0,0,0,0,8,0,0,3,0,3,0,0,0,0,11,7,13,12,26,32,14,5,0,0,106
POA3434,6,18,22,21,24,9,11,0,0,106,5,8,17,15,31,16,11,0,0,91,114,204,383,506,628,428,125,13,3,2414
POA3435,0,3,11,9,14,13,5,0,0,62,4,9,20,13,10,22,0,0,0,70,63,87,189,294,316,293,84,8,6,1340
POA3437,3,14,37,37,41,37,9,0,0,175,12,16,29,53,56,33,9,0,0,210,296,393,805,1214,1291,848,202,13,3,5070
POA3438,0,4,6,8,6,3,0,0,0,34,0,0,10,7,10,3,3,0,0,34,67,86,165,304,312,144,31,0,0,1120
POA3440,0,4,3,10,3,7,0,0,0,30,0,0,3,12,12,12,3,0,0,45,37,48,107,226,246,212,54,11,0,935
POA3441,0,0,0,0,8,3,3,0,0,15,0,0,0,5,15,5,4,0,0,33,29,29,70,130,193,130,58,7,0,647
POA3442,3,9,15,27,31,18,7,0,0,106,4,3,16,26,39,23,19,3,3,131,156,205,371,819,968,664,217,19,7,3427
POA3444,8,18,19,36,45,23,14,0,0,160,10,18,22,27,44,28,10,3,0,168,181,277,577,878,1027,786,238,46,10,4022
POA3446,0,3,3,3,0,7,0,0,0,21,0,3,3,7,9,10,0,0,0,28,31,38,52,98,122,110,33,3,0,489
POA3447,0,3,3,0,3,5,0,0,0,12,0,0,0,3,3,0,0,0,0,5,5,15,20,40,60,58,10,3,0,208
POA3448,0,0,0,5,3,0,0,0,0,10,0,0,0,3,7,9,0,0,0,12,8,22,27,87,108,100,41,3,4,401
POA3450,0,9,8,15,22,14,8,0,0,75,7,5,21,34,22,28,15,0,0,134,135,156,364,512,688,621,165,25,10,2675
POA3451,6,11,17,18,21,13,0,0,0,86,10,9,15,11,18,16,9,3,0,97,131,153,310,418,572,498,114,16,3,2212
POA3453,0,6,3,4,5,10,0,0,0,29,3,0,0,3,7,15,0,0,0,38,59,46,87,143,230,196,44,6,0,811
POA3458,0,5,0,4,5,0,0,0,0,21,0,0,6,3,19,15,3,0,0,49,22,51,76,169,225,200,75,10,0,836
POA3460,0,0,4,3,8,5,0,0,0,26,0,4,3,11,14,15,3,3,0,43,48,54,141,187,295,276,68,8,0,1078
POA3461,3,5,3,15,7,15,3,0,0,52,7,5,4,21,23,16,8,0,0,89,42,80,184,384,517,454,125,23,7,1824
POA3462,0,7,0,3,7,3,0,0,0,16,0,0,0,0,5,4,0,0,0,8,25,32,38,80,132,116,28,6,0,464
POA3463,0,3,4,0,9,9,3,0,0,26,4,3,6,6,14,11,0,3,0,45,47,47,89,153,278,273,78,11,7,970
POA3464,0,9,3,3,3,3,0,0,0,20,0,0,0,5,4,4,0,0,0,15,34,48,60,77,114,93,23,0,0,452
POA3465,4,11,20,28,30,28,11,0,0,125,14,11,19,28,31,33,12,9,0,154,220,287,509,610,799,673,186,31,7,3315
POA3467,0,0,7,3,4,0,0,0,0,15,0,0,3,3,3,5,5,0,0,26,18,31,59,85,76,93,35,3,0,402
POA3468,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,13,14,11,28,26,4,0,0,103
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,22,25,25,15,0,0,99
POA3472,0,3,0,0,4,0,0,0,0,6,0,4,4,6,3,12,0,0,0,32,10,17,52,57,134,101,29,12,0,412
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,4,9,15,19,32,14,3,0,109
POA3477,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,10,0,0,0,19,25,20,38,52,115,101,51,12,0,407
POA3478,0,0,9,8,16,5,0,6,0,40,3,0,4,4,13,8,3,7,0,47,67,77,144,150,221,221,71,23,3,975
POA3480,0,0,6,7,3,3,3,0,0,27,0,0,6,3,8,0,0,3,0,21,38,41,87,136,163,190,54,13,3,735
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,5,10,21,8,10,3,0,54
POA3483,3,3,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,4,23,19,73,64,86,75,41,7,0,385
POA3485,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,5,5,6,20,37,31,18,0,0,120
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,8,0,0,0,41
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,12,3,4,0,46
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,4,0,0,25
POA3490,0,3,0,4,3,0,3,0,0,20,0,0,0,0,0,5,3,0,0,12,17,41,73,87,123,141,56,13,4,547
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,16,15,0,0,0,46
POA3494,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,7,3,0,0,26,9,36,62,52,74,81,18,0,0,334
POA3496,3,7,28,21,17,18,3,0,0,97,10,13,27,30,32,32,13,0,0,160,190,198,457,473,623,549,118,14,0,2611
POA3498,10,8,19,19,25,7,3,0,0,93,10,7,17,22,30,21,4,0,0,113,186,187,380,493,645,474,114,11,3,2493
POA3500,28,63,114,85,91,77,16,3,0,473,29,51,127,111,108,105,31,6,8,563,807,1286,2957,2622,2661,2183,494,65,12,13090
POA3501,0,3,5,8,10,6,0,0,0,33,3,10,9,9,7,12,0,0,0,44,68,65,122,210,263,211,41,3,0,991
POA3505,7,13,14,14,19,12,3,0,0,83,3,6,15,22,15,19,12,3,0,88,123,173,296,383,540,387,110,13,7,2030
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,4,0,19
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,11,8,9,0,0,54
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,26,19,34,15,5,3,115
POA3512,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,10,10,3,22,32,42,53,20,3,0,185
POA3515,0,3,14,7,8,3,0,0,0,35,0,6,3,4,12,3,0,3,0,34,36,76,260,190,194,136,25,8,0,925
POA3516,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,4,0,0,11,21,17,37,57,74,79,21,6,0,315
POA3517,0,3,4,3,3,0,0,0,0,16,0,0,4,4,11,0,0,0,0,21,19,30,58,95,115,111,39,13,0,475
POA3518,0,0,0,0,0,3,0,0,0,3,0,0,3,6,6,7,4,0,0,30,23,19,29,53,124,118,28,7,0,401
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,13,3,0,0,23
POA3521,4,0,0,5,5,0,0,0,0,10,0,3,3,3,4,3,3,0,0,16,20,16,38,57,98,52,19,0,0,305
POA3522,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,4,9,6,16,32,32,44,8,0,0,150
POA3523,0,0,4,6,11,12,0,0,0,43,3,10,6,9,15,12,5,3,0,62,34,66,139,203,329,296,82,27,0,1174
POA3525,0,3,3,5,4,0,3,0,0,17,7,3,0,3,3,7,5,3,3,37,20,27,62,67,142,152,43,18,3,528
POA3527,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,3,0,0,0,13,17,17,41,37,70,93,33,5,3,312
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,15,15,3,0,0,58
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,4,12,21,3,3,0,55
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,28,13,4,0,0,72
POA3533,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,12,14,45,52,76,59,17,0,4,282
POA3537,0,0,0,3,0,3,0,0,0,15,0,3,0,6,0,3,0,0,0,16,17,18,53,77,88,105,39,9,3,405
POA3540,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,3,0,0,6,3,4,9,16,34,28,17,3,0,109
