POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3400,1858,115,68,4,8,2046,1826,31,23,0,0,1889,764,116,204,0,3,1086,157,76,41,0,3,275,246,18,25,0,4,294,17,24,5,0,0,42,17,12,0,0,3,37,19,13,3,0,0,36,1215,259,280,0,11,1771,24,23,3,0,0,55,137,19,13,0,3,177,5060,446,392,7,22,5932
POA3401,706,0,0,8,3,718,586,0,0,4,3,595,36,0,0,0,0,36,0,0,0,0,0,0,71,0,0,0,0,70,0,0,0,0,0,0,19,0,0,0,0,18,11,0,0,0,0,11,131,0,0,0,0,139,10,0,0,0,0,10,40,0,0,3,0,41,1474,0,0,11,9,1499
POA3407,78,0,0,0,10,84,40,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,20,0,0,0,0,23,4,0,0,0,0,4,3,0,0,0,0,5,150,11,0,4,7,166
POA3409,221,0,0,0,0,221,88,0,0,0,0,88,6,0,6,0,0,12,3,0,0,0,0,3,35,0,0,0,0,35,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,9,53,0,6,0,0,59,0,0,0,0,0,0,8,0,0,0,0,8,369,0,6,0,0,374
POA3412,76,0,0,0,0,78,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,19,0,0,0,0,19,7,0,0,0,0,7,7,0,0,0,0,7,130,0,0,0,0,130
POA3413,33,0,0,0,0,35,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,4,24,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,79,0,0,0,3,78
POA3414,373,0,0,4,8,385,199,0,0,0,4,210,33,3,0,0,0,41,9,0,0,0,0,5,32,3,0,0,0,41,3,0,3,0,0,5,9,0,0,0,0,13,6,0,0,0,0,8,95,6,6,0,0,119,3,0,0,0,0,3,23,0,3,0,0,28,699,11,13,3,18,740
POA3415,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
POA3418,544,0,19,4,0,562,273,0,0,0,0,275,86,0,8,0,0,94,0,0,3,0,0,3,62,0,4,0,0,69,4,0,5,0,0,5,13,0,8,0,0,26,14,0,0,0,0,12,184,0,31,0,3,217,17,0,0,0,0,17,23,0,3,0,0,29,1040,0,53,0,5,1098
POA3419,184,0,0,0,0,185,73,0,0,0,0,78,8,0,3,0,0,9,0,0,0,0,0,0,34,0,4,0,0,39,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,57,0,3,0,0,64,0,0,0,0,0,0,12,0,0,0,0,12,324,0,3,5,0,331
POA3420,67,0,0,0,0,67,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,93,0,0,0,0,93
POA3423,52,57,0,0,0,112,20,16,0,0,0,35,3,3,0,0,0,5,0,3,4,0,0,9,6,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,4,0,0,33,0,0,0,0,0,0,5,3,0,0,0,15,91,100,9,0,0,200
POA3424,189,0,0,3,0,187,74,0,0,0,0,79,0,0,3,0,0,4,0,0,0,0,0,0,17,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,33,0,6,0,0,39,3,0,0,0,0,3,10,0,0,0,0,10,306,0,6,3,0,321
POA3427,303,0,0,0,0,302,483,0,0,0,3,492,105,4,3,0,0,117,0,0,0,0,0,0,63,4,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,175,10,6,0,0,185,4,0,0,0,0,4,22,0,0,0,0,22,985,8,7,0,3,1003
POA3428,84,0,0,0,0,89,80,0,0,0,0,80,4,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,186,0,0,0,3,190
POA3429,3410,183,204,0,0,3799,5560,83,157,0,3,5801,1394,159,384,3,4,1951,63,24,43,0,0,134,400,31,71,0,0,502,15,9,10,0,0,27,15,0,0,0,0,16,13,0,9,0,0,22,1907,219,518,3,7,2651,40,7,0,0,0,52,207,23,23,0,4,256,11117,513,901,5,20,12552
POA3430,36,0,0,0,0,36,39,0,0,0,0,39,11,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,103,0,0,0,0,99
POA3431,472,16,0,0,0,492,657,14,0,0,0,667,57,16,0,0,0,68,0,0,0,0,0,0,40,8,0,0,0,47,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,105,27,0,0,0,127,3,0,0,0,0,3,28,3,0,0,0,31,1261,56,0,3,4,1319
POA3432,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,63
POA3433,20,0,0,0,0,22,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,64
POA3434,499,11,23,3,0,537,856,5,13,0,3,877,96,9,21,0,0,124,3,4,4,0,0,8,63,0,4,0,0,75,3,8,0,0,0,11,10,0,0,0,0,6,9,0,0,0,0,13,186,21,33,3,0,241,3,0,0,0,0,3,29,0,0,0,0,33,1570,38,65,9,8,1686
POA3435,373,0,0,0,3,374,466,3,0,0,9,473,61,3,0,0,0,61,0,0,0,0,0,3,51,4,0,0,0,57,0,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,132,8,0,0,0,136,3,0,0,0,0,3,19,0,0,0,0,24,991,16,0,0,11,1014
POA3437,1066,81,0,0,3,1150,1580,68,0,0,0,1655,236,110,0,0,3,346,14,11,0,0,0,22,77,33,0,0,0,112,3,12,4,0,0,20,3,0,0,0,0,5,11,3,0,0,0,15,346,170,3,0,5,525,8,3,0,0,0,10,72,11,0,0,0,85,3072,340,6,3,7,3429
POA3438,252,17,0,0,0,269,382,3,0,0,0,386,54,3,0,0,0,52,0,0,0,0,0,0,29,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,93,3,0,0,0,91,7,0,0,0,0,7,10,0,0,0,0,10,740,22,0,0,0,763
POA3440,265,0,0,11,0,276,306,0,0,0,0,306,24,0,0,0,0,24,3,0,0,0,0,3,24,0,0,0,0,26,0,0,0,0,0,0,3,0,0,7,0,13,4,0,0,0,0,4,59,0,0,8,0,72,3,0,0,0,0,3,16,0,0,3,0,25,648,0,0,22,0,679
POA3441,185,0,0,0,0,189,222,0,0,0,0,224,29,0,0,0,0,29,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,48,0,0,0,0,48,7,0,0,0,0,7,13,0,0,0,0,13,468,0,0,0,0,472
POA3442,947,16,0,3,6,977,1121,3,3,0,0,1131,180,19,0,0,0,201,31,7,0,0,0,38,80,11,4,0,3,97,17,3,0,0,0,22,8,0,0,0,0,12,12,0,0,0,0,13,330,41,4,3,3,379,11,0,0,0,0,12,63,5,0,0,4,67,2464,69,8,7,16,2561
POA3444,1286,29,21,3,4,1344,1232,10,10,5,0,1255,259,51,31,6,0,349,46,25,6,0,0,77,131,20,6,8,0,164,11,11,0,0,0,18,14,0,0,3,0,23,13,0,0,0,0,12,474,104,41,17,0,646,21,0,0,0,0,27,77,6,0,0,16,100,3095,155,71,26,21,3371
POA3446,139,0,0,3,0,138,179,0,0,4,0,183,22,0,0,0,0,24,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,51,0,0,0,0,0,3,7,0,0,0,0,7,372,0,0,9,0,385
POA3447,74,0,0,0,0,74,82,0,0,0,0,82,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,7,173,0,0,3,0,177
POA3448,160,0,0,0,0,164,153,0,0,0,3,150,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,25,0,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,7,342,0,0,0,3,350
POA3450,1216,52,4,3,15,1290,764,15,6,0,7,789,303,58,6,0,3,371,60,43,0,0,0,103,163,22,9,0,3,195,18,8,0,0,0,23,10,5,0,0,0,14,7,0,0,0,0,10,563,136,17,4,4,722,17,0,0,0,0,13,88,18,3,0,0,105,2639,219,28,8,30,2930
POA3451,783,3,0,0,3,788,757,3,0,3,8,770,126,12,0,0,3,135,5,13,0,0,0,15,91,3,0,5,0,100,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,10,235,22,0,3,3,268,18,0,0,0,0,16,46,0,0,0,5,50,1838,26,0,5,13,1890
POA3453,265,0,0,0,0,266,263,0,0,0,3,264,31,0,0,0,0,31,0,0,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,61,0,0,0,0,64,4,0,0,0,0,4,8,0,0,0,0,8,600,0,0,3,3,607
POA3458,331,3,0,4,7,344,268,0,0,5,0,273,34,0,0,3,0,36,0,0,0,0,0,0,41,0,3,3,0,50,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,10,91,0,3,5,0,106,3,0,0,5,0,6,19,0,0,0,8,24,710,5,4,17,17,757
POA3460,471,9,0,10,6,488,273,0,0,0,3,275,123,11,3,0,0,138,16,0,19,0,0,35,84,5,5,0,4,104,3,5,3,0,0,14,4,3,0,0,0,5,3,0,0,0,0,10,236,26,33,0,5,303,8,3,0,0,0,9,39,0,0,0,0,41,1025,43,33,5,15,1121
POA3461,723,0,0,5,8,734,601,0,0,9,6,618,87,3,0,0,0,85,3,0,0,0,0,3,102,0,0,0,5,108,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,12,214,3,0,0,8,222,8,0,0,4,0,13,44,0,0,3,0,50,1592,9,0,17,21,1642
POA3462,212,0,0,0,0,219,183,0,0,0,0,184,16,0,0,0,0,16,0,3,0,0,0,5,24,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,3,0,55,3,0,0,0,0,0,7,0,0,0,0,7,459,10,0,3,0,475
POA3463,546,4,3,14,0,571,320,0,0,0,0,324,51,0,0,0,0,58,4,0,10,0,0,8,45,3,0,0,0,51,0,0,8,0,0,9,8,0,0,3,0,13,8,0,0,0,0,6,115,3,16,3,0,146,10,0,7,0,0,20,22,0,0,0,0,23,1023,11,26,17,5,1088
POA3464,174,0,0,6,0,181,166,0,0,0,0,164,21,0,0,0,0,21,0,10,0,0,0,8,21,3,0,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,46,8,3,3,0,63,0,0,0,0,0,0,10,0,0,0,0,10,396,14,6,7,0,421
POA3465,1656,77,3,27,3,1766,1069,17,3,4,7,1095,414,70,18,3,0,504,97,42,6,0,0,149,236,15,4,10,0,265,13,19,9,0,0,39,28,0,0,8,0,35,18,3,0,0,0,28,799,162,31,18,4,1008,25,29,0,0,0,55,139,18,4,3,0,167,3684,296,44,48,15,4094
POA3467,241,0,0,3,0,243,140,0,0,0,0,140,26,0,3,0,0,31,7,0,0,0,0,11,48,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,91,0,0,0,0,97,0,0,0,0,0,3,12,0,0,0,0,12,484,0,0,4,4,496
POA3468,71,0,0,0,0,71,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,114,0,0,0,0,114
POA3469,76,0,0,0,0,77,25,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,119,0,0,0,0,116
POA3472,322,0,0,12,3,340,168,0,0,11,0,179,28,0,0,0,0,29,5,0,15,0,0,20,32,0,0,0,0,35,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,7,66,0,24,7,0,95,10,0,0,0,0,13,22,0,3,3,0,27,590,4,22,34,4,654
POA3475,98,0,0,0,0,98,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,153,0,0,3,0,155
POA3477,203,0,0,4,0,210,76,0,0,0,0,75,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,29,0,0,0,0,33,6,0,0,0,0,6,11,0,0,0,0,9,331,0,0,4,0,335
POA3478,512,9,0,10,4,543,308,0,0,0,3,312,47,7,0,0,0,47,23,10,7,0,0,34,89,4,0,0,0,96,16,0,7,0,0,21,7,0,0,0,0,10,6,0,0,0,0,8,192,20,14,0,0,224,3,0,0,3,0,4,24,3,0,3,0,34,1038,32,16,18,10,1111
POA3480,352,7,5,3,0,367,160,0,0,0,0,164,20,0,0,0,0,17,12,8,7,0,0,24,68,0,0,0,0,69,0,0,0,0,0,0,14,0,0,0,0,10,6,0,0,0,0,6,112,11,10,3,0,132,9,0,3,0,0,9,22,0,9,0,0,25,646,16,21,9,0,697
POA3482,39,0,0,0,0,39,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,64
POA3483,172,0,3,0,0,176,81,0,0,0,0,79,4,0,0,0,0,4,0,0,5,0,0,9,35,0,0,0,0,33,0,0,4,0,0,8,12,0,0,0,0,8,4,0,0,0,0,4,51,0,16,0,0,70,0,0,0,0,0,7,6,0,3,0,0,10,314,0,18,3,3,341
POA3485,74,0,0,0,0,74,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,130,0,0,0,0,130
POA3487,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,32
POA3488,33,0,0,0,0,38,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,47
POA3489,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA3490,267,0,3,0,0,276,123,0,0,0,0,123,26,0,0,0,0,29,0,0,8,0,0,8,29,0,0,0,0,32,0,0,3,0,0,3,14,0,0,0,0,22,3,0,0,0,0,8,83,0,14,0,3,99,4,0,0,0,0,7,13,0,0,0,0,14,491,0,15,3,3,516
POA3491,36,0,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
POA3494,55,0,0,6,0,64,55,0,0,0,0,55,9,0,3,0,0,5,0,0,0,0,0,0,40,0,0,3,0,43,0,0,0,0,0,0,30,0,0,13,0,49,9,0,0,0,0,9,84,0,4,15,0,103,5,0,0,0,0,5,14,0,3,0,0,11,205,0,8,25,0,234
POA3496,729,3,13,24,7,769,799,0,3,3,6,810,186,0,26,0,0,214,37,0,14,0,0,45,159,3,15,4,0,174,3,0,17,0,0,18,39,0,3,4,0,50,27,0,3,0,0,27,446,3,70,6,3,529,8,0,0,0,0,8,80,0,11,0,0,91,2051,7,99,32,11,2204
POA3498,661,0,9,0,4,676,777,0,6,0,0,788,112,9,19,0,0,140,5,0,0,0,0,5,113,0,6,0,0,122,3,0,8,0,0,10,13,0,0,0,0,15,15,0,0,0,0,17,261,9,34,4,0,308,9,0,3,0,0,12,51,0,5,0,8,58,1759,7,56,4,11,1841
POA3500,3007,399,92,52,17,3570,3396,156,45,8,9,3601,1690,605,414,8,6,2717,358,171,160,0,0,686,620,123,67,4,4,816,36,13,46,0,0,103,78,12,23,36,0,151,42,10,7,0,3,59,2816,936,719,48,17,4534,59,88,5,0,4,157,297,96,64,7,8,478,9576,1670,927,113,52,12346
POA3501,228,0,0,20,0,241,301,0,0,0,0,300,28,0,3,0,0,31,0,0,0,0,0,0,31,0,0,0,0,33,0,0,0,0,0,0,7,0,0,3,0,13,0,0,0,0,0,0,71,0,3,4,0,76,4,0,0,0,0,4,13,0,0,0,0,18,615,0,3,25,0,637
POA3505,557,5,10,4,0,573,710,8,4,0,8,730,87,7,14,0,0,109,21,0,3,0,0,27,105,0,4,3,0,111,8,0,0,0,0,8,20,0,0,7,0,25,12,0,0,0,0,12,252,9,21,13,3,297,13,0,0,0,0,11,61,0,0,3,0,69,1595,22,32,22,13,1681
POA3506,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
POA3507,40,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,63
POA3509,67,0,0,0,0,75,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,3,93,0,0,0,4,97
POA3512,100,0,0,4,0,100,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,3,23,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,149,0,0,4,3,153
POA3515,183,0,0,9,8,204,321,0,0,0,13,339,45,0,0,0,0,45,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,79,0,0,0,0,82,0,0,0,0,0,0,15,0,0,0,0,16,599,0,0,15,21,633
POA3516,120,0,0,3,3,125,80,0,0,0,4,87,11,0,0,0,0,11,0,0,0,0,0,0,19,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,31,0,0,3,0,34,3,0,0,0,0,3,8,0,0,0,0,8,244,0,0,7,9,260
POA3517,248,0,0,8,0,258,149,0,0,3,3,159,14,0,0,0,0,14,0,0,3,0,0,3,54,0,0,0,0,51,3,0,0,0,0,6,12,0,0,4,0,18,10,0,0,0,0,10,88,0,3,6,0,93,6,0,0,0,0,6,28,0,4,0,0,31,519,0,6,20,3,553
POA3518,289,0,0,16,7,318,129,0,0,0,0,132,22,0,0,0,0,19,7,0,5,0,0,11,26,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,58,0,10,0,0,65,4,0,0,0,0,4,19,0,0,0,0,22,498,3,12,20,14,538
POA3520,44,0,0,0,0,44,18,0,0,0,3,16,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,3,77
POA3521,68,0,0,0,0,68,118,0,0,0,0,118,7,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,16,5,0,0,0,0,5,3,0,0,0,0,3,218,0,0,0,0,223
POA3522,45,0,0,0,0,45,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,3,0,0,0,0,3,9,0,0,0,0,9,111,0,0,0,0,111
POA3523,699,0,4,11,6,721,469,0,4,3,5,482,92,0,7,0,0,101,4,0,0,0,0,4,82,0,0,7,0,90,3,0,0,0,0,3,9,0,0,9,0,14,6,0,0,0,0,8,197,0,8,14,4,226,3,0,0,0,0,4,88,0,0,0,3,97,1459,7,16,25,19,1525
POA3525,307,0,0,0,0,314,141,0,0,0,0,141,28,3,4,0,0,34,5,4,0,0,0,8,30,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,77,5,3,0,0,90,5,0,0,0,0,5,10,0,0,0,0,14,537,14,3,3,0,556
POA3527,187,0,0,8,0,194,59,0,0,0,0,63,8,0,0,0,0,5,0,0,5,0,0,6,31,0,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,47,4,4,0,0,57,3,0,0,0,0,3,12,0,3,0,0,11,309,3,3,9,0,322
POA3529,24,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
POA3530,32,0,0,0,0,40,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,53
POA3531,44,0,0,0,0,44,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,67,0,0,0,0,72
POA3533,154,0,0,3,0,164,69,0,0,0,0,70,0,0,0,0,0,0,0,0,3,0,0,4,25,0,0,0,0,31,0,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,48,0,3,0,0,50,3,0,0,0,0,3,10,0,0,0,3,15,285,4,3,6,3,299
POA3537,203,0,0,0,3,211,96,0,0,4,0,104,6,0,6,0,0,10,0,0,0,0,0,3,35,0,6,0,0,36,3,0,0,0,0,3,15,0,0,0,0,16,4,0,0,0,0,4,60,0,11,0,0,73,3,0,0,0,0,3,12,0,0,0,0,17,386,0,17,4,3,408
POA3540,72,0,0,0,0,72,22,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,7,0,0,15,0,0,0,0,0,0,7,0,0,0,0,7,118,0,7,0,0,122
POA3542,39,0,0,0,0,39,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,59
