POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3079,1784,260,188,5,8,2242,1327,307,198,4,3,1832,333,334,526,0,5,1207,46,19,8,0,0,81,105,88,113,3,0,306,0,12,20,0,0,36,3,4,0,0,0,11,18,3,8,0,0,26,510,466,679,6,7,1668,15,4,9,0,0,31,72,16,18,0,5,114,3703,1048,1096,13,28,5886
POA3081,888,241,10,0,3,1144,865,404,25,0,6,1306,550,373,50,0,3,973,377,368,182,0,13,939,185,98,10,0,4,288,17,6,10,0,0,31,16,3,0,0,0,23,16,11,3,0,0,26,1150,861,252,0,20,2284,17,15,3,0,0,36,125,63,12,0,3,210,3052,1590,302,0,30,4979
POA3082,3103,458,13,0,0,3575,3228,538,23,0,0,3791,1036,339,74,0,3,1449,140,13,0,0,0,156,261,57,5,0,0,327,13,0,0,0,0,15,27,3,0,0,0,34,16,6,0,0,0,23,1494,425,76,0,4,2005,33,4,3,0,0,43,210,27,0,0,0,238,8075,1448,120,4,3,9651
POA3083,3457,255,156,0,5,3869,2778,407,90,0,6,3275,940,668,554,0,0,2166,54,49,17,0,0,122,415,100,84,0,0,607,22,8,39,0,0,67,55,17,38,0,0,106,28,3,4,0,0,38,1509,842,744,3,3,3100,34,11,75,0,0,122,228,47,37,0,0,305,7999,1557,1098,4,14,10673
POA3084,3377,323,138,3,9,3851,2483,344,141,3,3,2976,676,411,569,5,7,1670,8,28,37,0,0,77,195,71,60,0,0,324,5,15,63,0,0,81,15,4,5,0,0,24,23,3,7,0,0,37,919,532,740,7,13,2212,27,10,24,0,0,63,152,37,21,0,5,216,6960,1251,1074,12,32,9326
POA3085,1484,265,5,0,0,1755,1579,238,3,3,4,1828,460,200,64,4,3,724,52,34,10,0,0,91,138,48,11,3,0,198,9,14,6,0,0,31,115,26,4,0,0,149,12,7,0,0,0,15,779,322,100,10,3,1208,16,33,0,0,0,46,82,34,3,0,0,122,3940,894,110,12,6,4959
POA3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,6,0,7,9,0,0,8,0,11,18
POA3087,1242,57,0,0,0,1303,1168,59,3,0,0,1234,357,102,10,0,0,472,51,43,0,0,0,91,114,23,0,0,0,138,12,3,0,0,0,16,10,0,0,0,0,10,11,0,0,0,0,16,564,168,10,0,4,747,20,0,0,0,0,20,61,8,0,0,0,68,3059,291,14,0,3,3379
POA3088,3388,235,43,0,8,3678,3654,366,41,0,3,4068,692,348,74,5,3,1116,69,49,6,0,0,121,197,58,0,0,0,264,11,37,0,0,0,44,15,17,0,0,0,31,12,10,0,0,0,25,989,522,83,5,4,1604,36,24,27,0,0,84,132,36,13,0,0,177,8199,1188,206,4,17,9608
POA3089,1258,36,0,0,4,1300,1928,70,5,0,0,1999,188,68,3,0,0,261,9,9,0,0,0,20,79,10,0,0,0,97,3,0,0,0,0,5,0,0,0,0,0,3,8,3,0,0,0,8,295,90,3,0,0,388,12,0,0,0,0,12,70,10,0,0,0,78,3560,205,13,0,8,3787
POA3090,255,0,0,0,0,255,365,3,0,0,0,372,24,0,0,0,5,26,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,5,36,5,0,0,0,0,4,10,0,0,0,0,10,667,5,0,0,5,678
POA3091,220,0,0,0,3,221,202,0,0,0,0,202,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,27,5,0,0,0,0,5,9,0,0,0,0,10,465,0,0,0,3,471
POA3093,490,81,12,0,0,585,422,102,7,0,0,528,63,75,43,0,0,182,0,4,0,0,0,3,21,18,0,0,0,41,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,89,99,48,0,0,238,3,3,0,0,0,5,21,3,3,0,0,31,1027,294,72,0,6,1391
POA3094,1142,97,6,0,0,1250,1261,156,12,0,5,1432,286,133,6,6,0,422,12,19,0,0,0,28,98,24,3,0,0,127,0,0,0,0,0,0,4,3,0,0,0,7,3,3,0,0,0,7,396,181,6,7,0,587,6,4,0,0,0,12,52,6,3,0,0,60,2855,442,25,7,11,3344
POA3095,3430,122,139,0,3,3685,4098,105,95,4,8,4302,431,107,107,0,3,650,20,15,6,0,0,48,186,22,23,0,6,226,0,5,16,0,0,18,3,0,0,0,0,5,17,8,4,0,0,23,657,159,157,0,5,978,39,10,3,0,0,55,126,19,11,0,0,158,8349,403,402,7,14,9181
POA3096,238,0,0,0,0,238,297,0,0,0,0,298,18,0,0,0,0,20,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,35,0,0,0,0,37,0,0,0,0,0,0,7,0,0,0,0,12,573,0,0,0,3,577
POA3097,164,0,0,0,0,169,203,0,0,0,0,206,13,3,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,4,0,0,0,41,4,0,0,0,0,4,13,0,0,0,0,13,422,4,0,0,3,430
POA3099,600,0,0,4,0,609,802,0,0,0,0,808,60,4,0,0,0,62,0,21,0,0,0,22,61,0,0,0,0,59,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,123,25,3,4,0,158,12,0,0,0,0,12,21,0,0,0,0,21,1553,33,3,7,7,1600
POA3101,2116,779,403,3,7,3308,1519,561,336,0,6,2418,463,590,1056,7,9,2131,8,5,16,0,0,32,170,129,118,4,3,434,4,14,6,0,0,19,18,4,8,0,0,22,23,18,9,0,0,46,680,759,1213,13,13,2684,18,19,13,0,3,55,89,43,61,3,0,194,4427,2158,2027,22,28,8668
POA3102,706,180,32,0,3,927,592,132,46,0,0,771,130,141,127,0,0,407,0,3,9,0,0,8,41,41,18,0,0,108,0,0,6,0,0,8,0,0,0,0,0,0,6,5,0,0,0,13,189,190,162,0,0,545,10,3,0,0,0,15,27,3,4,0,0,31,1523,509,247,0,4,2288
POA3103,1692,582,155,4,6,2439,1098,291,113,3,3,1511,351,389,246,6,7,994,8,4,18,0,0,27,112,95,46,0,0,252,3,29,3,0,0,36,11,7,0,0,0,18,10,6,6,0,0,24,500,531,315,4,7,1358,24,17,43,0,0,83,92,23,18,0,0,141,3408,1439,653,16,14,5532
POA3104,2733,347,9,5,3,3100,1900,205,17,3,3,2127,651,240,62,0,3,959,5,0,0,0,0,5,186,48,9,0,0,249,3,3,0,0,0,9,15,0,0,0,0,15,22,0,4,0,0,23,879,292,74,6,5,1255,30,3,0,0,0,40,118,13,3,0,3,137,5653,864,111,19,13,6662
POA3105,1756,208,54,0,0,2019,788,150,75,0,3,1019,367,82,104,0,0,556,15,3,3,0,0,15,111,32,16,0,0,162,6,0,0,0,0,6,8,0,3,0,0,11,18,3,3,0,0,21,517,113,130,0,3,770,11,0,3,0,0,19,100,4,6,0,0,112,3177,483,269,3,3,3935
POA3106,2211,408,28,0,0,2656,1532,312,21,0,0,1862,336,159,63,0,0,552,3,3,0,0,0,8,109,18,16,0,0,142,0,4,0,0,0,4,3,6,0,0,0,6,14,5,0,0,0,17,458,199,71,0,0,732,16,43,0,0,0,57,93,36,4,0,5,138,4310,992,129,0,10,5447
POA3107,1968,307,17,3,0,2294,1234,255,18,0,4,1511,393,169,13,0,0,577,7,0,0,0,0,6,109,52,0,0,0,165,4,4,0,0,0,3,11,0,0,0,0,14,10,3,0,0,0,15,529,235,18,3,0,782,16,0,0,0,0,16,115,19,5,0,26,163,3864,815,56,7,30,4768
POA3108,2718,425,253,0,3,3404,1257,420,277,0,4,1963,663,409,487,0,3,1558,5,15,40,0,0,60,225,96,74,3,3,393,9,0,27,0,0,35,23,7,7,0,0,34,19,7,5,0,0,38,936,525,646,3,4,2124,128,10,32,0,0,173,126,44,32,0,3,203,5169,1432,1244,4,14,7862
POA3109,3328,702,221,0,6,4254,2099,699,217,0,10,3018,742,554,291,0,9,1593,8,25,20,0,0,48,240,121,51,0,0,413,0,6,9,0,0,22,13,7,4,0,0,33,22,9,6,0,0,34,1028,730,370,0,12,2141,30,38,9,0,0,79,129,70,33,0,40,271,6613,2231,853,0,73,9768
POA3111,1662,119,61,0,0,1837,1386,84,13,0,3,1485,361,86,7,0,0,452,14,9,0,0,0,27,97,9,3,0,0,113,0,3,0,0,0,7,4,0,0,0,0,3,16,0,0,0,0,20,495,109,10,0,0,620,16,46,24,0,0,87,61,16,12,0,0,96,3626,379,124,0,3,4130
POA3113,1071,0,0,16,0,1090,1309,3,0,0,0,1314,104,0,0,0,0,103,7,11,0,0,0,16,56,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,177,8,0,3,0,192,14,0,0,0,0,14,41,0,0,0,0,39,2612,12,0,18,3,2650
POA3114,525,0,0,0,3,527,530,0,0,0,0,529,21,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,38,0,0,0,0,38,5,0,0,0,0,5,23,0,0,0,0,23,1124,0,0,0,3,1126
POA3115,465,0,0,0,3,466,597,0,0,0,0,602,34,0,0,0,0,34,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,74,0,0,0,0,74,4,0,0,0,0,4,18,0,0,0,0,18,1156,0,0,0,3,1157
POA3116,1250,17,0,0,0,1267,1528,18,0,0,3,1548,278,14,0,0,4,302,9,0,0,0,0,9,111,8,0,0,3,120,4,0,0,0,0,4,7,0,0,0,0,3,4,0,0,0,0,4,416,21,0,3,7,447,14,0,0,0,0,14,69,3,0,0,3,76,3284,56,0,0,11,3355
POA3121,612,1340,493,3,4,2457,468,1419,1101,6,18,3020,370,1527,2937,26,20,4878,10,138,1152,3,0,1302,117,393,415,8,7,941,7,11,52,0,0,67,12,10,21,5,6,51,3,21,20,4,0,56,517,2101,4603,42,38,7301,11,31,26,0,0,65,39,118,174,0,5,338,1651,5007,6401,52,73,13179
POA3122,1150,577,619,5,7,2360,758,445,883,3,0,2092,228,386,3349,26,18,4002,0,21,64,0,0,88,71,92,523,4,3,694,5,3,49,0,0,56,7,11,52,3,3,73,11,8,23,0,3,45,319,522,4060,32,31,4957,14,13,43,0,0,76,36,34,139,0,3,220,2278,1589,5750,38,45,9706
POA3123,956,357,275,0,3,1589,693,326,409,3,5,1439,204,303,1415,3,11,1935,0,0,96,0,0,98,66,72,187,0,4,330,0,0,32,0,0,30,0,3,11,0,0,11,8,0,15,0,0,23,277,385,1753,3,10,2431,6,6,16,0,0,31,40,28,146,0,0,217,1971,1107,2595,9,21,5702
POA3124,2261,604,274,5,4,3151,1655,422,151,8,11,2247,420,454,650,9,15,1540,0,3,7,0,0,9,158,112,75,4,3,361,8,17,8,0,0,29,9,7,0,0,0,12,23,12,7,0,0,37,608,600,747,18,19,1993,30,6,42,0,3,84,71,28,34,3,0,136,4628,1663,1252,33,34,7612
POA3125,1200,376,101,3,3,1682,1003,272,84,0,5,1368,510,279,339,0,10,1132,69,118,37,0,0,223,278,85,50,0,6,426,6,19,22,0,0,46,28,7,12,0,0,51,10,6,3,0,0,21,903,519,462,0,16,1906,26,66,25,0,0,117,87,45,15,0,3,143,3215,1286,691,7,20,5215
POA3126,894,223,91,0,3,1212,653,146,49,3,0,853,122,172,76,5,0,369,0,4,3,0,0,5,50,45,25,3,0,116,0,24,17,0,0,34,4,4,0,0,0,11,6,5,3,0,0,15,179,247,115,10,0,555,9,3,3,0,0,16,24,13,4,0,3,47,1763,636,262,16,10,2690
POA3127,1994,504,128,8,5,2638,1613,413,137,3,8,2168,332,566,254,3,5,1160,0,6,3,0,0,15,117,111,48,4,3,277,3,18,0,0,0,28,5,0,3,0,0,13,6,19,6,0,0,29,472,717,310,9,8,1515,15,12,0,0,0,29,63,35,9,0,4,104,4162,1680,578,13,18,6459
POA3128,1242,428,200,0,7,1874,1186,434,271,0,6,1895,442,673,1194,0,8,2329,35,91,74,0,0,198,178,170,192,0,0,539,8,46,20,0,0,78,22,30,38,0,0,92,10,9,6,0,0,33,701,1020,1532,6,9,3267,73,94,18,0,0,186,97,66,67,0,6,241,3301,2034,2085,4,25,7459
POA3129,1723,597,55,5,7,2383,1337,534,69,3,0,1947,491,520,208,0,5,1221,22,29,6,0,0,62,229,118,28,0,3,378,8,16,5,0,0,30,10,10,4,0,0,30,21,7,3,0,0,28,778,704,260,0,10,1751,26,14,0,0,0,33,75,32,8,0,0,118,3939,1882,395,6,14,6232
POA3130,3715,721,45,0,0,4480,3260,575,73,0,12,3920,965,580,246,7,4,1797,94,66,6,0,0,170,307,133,51,0,0,505,16,3,64,0,0,86,28,15,28,0,0,69,29,11,20,0,0,58,1441,804,419,6,7,2684,45,16,16,0,0,78,173,44,35,0,0,251,8636,2162,588,11,18,11414
POA3131,2341,522,33,0,3,2897,2234,529,17,3,3,2784,773,543,97,3,3,1421,89,220,18,0,0,327,239,116,5,0,3,368,24,28,0,0,0,55,17,15,0,0,0,32,21,9,3,0,0,33,1162,938,127,5,8,2238,36,68,0,0,0,102,139,59,16,0,5,219,5903,2114,195,8,20,8234
POA3132,1539,468,30,0,3,2044,1579,546,63,0,6,2202,492,612,183,0,3,1296,21,59,3,0,0,81,134,104,12,0,0,257,4,4,0,0,0,13,13,4,0,0,0,19,25,7,4,0,0,34,689,795,209,0,3,1699,20,4,0,0,0,28,77,37,6,0,0,118,3903,1858,311,3,19,6088
POA3133,3067,312,21,0,0,3403,2517,298,3,3,3,2825,549,216,8,3,0,788,22,4,0,0,0,23,164,46,4,0,3,213,19,12,17,0,0,45,13,6,0,0,0,16,21,3,0,0,0,29,788,287,27,3,3,1108,32,70,24,0,0,119,101,24,3,0,4,124,6506,981,82,6,14,7585
POA3134,3618,156,26,0,3,3806,4163,143,51,0,4,4365,1608,404,177,0,7,2204,108,116,24,0,0,246,382,50,18,0,5,448,17,68,44,0,3,128,21,5,0,0,3,28,36,4,0,0,0,38,2173,645,267,5,13,3098,36,15,9,0,0,63,202,46,6,0,4,259,10189,1007,356,9,30,11592
POA3135,2425,60,16,0,3,2508,2648,131,51,3,9,2842,1026,186,27,6,4,1245,67,32,9,0,0,108,272,34,6,0,0,323,5,0,3,0,0,13,16,6,0,0,0,24,18,4,0,0,0,24,1412,265,52,6,3,1732,30,6,0,0,0,41,119,22,3,0,0,141,6633,485,120,9,13,7263
POA3136,5228,171,18,0,8,5426,6232,346,130,0,5,6718,2060,345,139,4,9,2552,238,78,20,0,0,340,581,50,14,4,5,655,42,13,7,0,0,68,36,10,0,0,0,42,38,8,0,0,0,43,2994,500,177,7,15,3704,116,7,0,0,3,123,336,35,11,0,11,389,14907,1054,341,9,43,16350
POA3137,1437,213,11,0,0,1659,2086,143,8,3,4,2244,423,116,9,0,5,559,45,16,0,0,0,62,177,34,0,0,3,218,4,6,0,0,0,12,10,0,0,0,0,10,14,0,0,0,0,16,669,168,17,0,4,860,19,51,0,0,0,71,80,31,0,0,3,114,4288,606,29,3,12,4947
POA3138,2311,58,3,0,7,2378,3378,83,8,0,7,3477,855,143,5,0,6,1011,67,6,0,0,0,76,221,13,0,0,3,240,24,0,0,0,0,24,17,0,0,0,0,21,12,0,0,0,0,20,1205,169,5,0,6,1391,27,0,0,0,0,27,142,8,0,0,0,157,7062,325,17,0,25,7424
POA3139,1479,6,4,0,4,1487,2476,3,0,3,3,2488,243,3,0,0,0,243,10,0,0,0,0,10,158,0,5,0,3,166,4,0,3,0,0,4,14,0,0,0,0,15,22,0,0,0,0,22,446,7,9,5,7,459,27,0,5,0,0,30,120,0,0,0,3,128,4547,9,12,11,21,4597
POA3140,1539,331,23,29,4,1923,2385,218,0,0,3,2607,428,333,4,0,5,760,49,50,3,0,0,101,160,51,0,0,7,217,5,13,0,0,3,25,16,0,0,28,0,45,15,8,0,0,0,21,670,451,8,32,12,1171,11,39,27,0,0,78,109,51,3,0,3,164,4719,1084,58,58,19,5951
POA3141,414,575,1029,0,8,2022,209,381,1299,0,3,1897,144,497,5412,6,10,6071,3,6,571,0,0,583,47,182,750,5,4,987,0,0,12,0,0,9,3,11,39,0,3,57,8,24,33,0,0,62,203,727,6813,8,17,7772,9,5,48,0,0,67,14,47,219,0,3,289,851,1730,9414,13,35,12043
POA3142,891,537,762,0,3,2195,511,232,413,0,0,1159,120,199,1160,0,0,1477,0,0,3,0,0,3,49,67,210,0,0,334,0,0,0,0,0,0,6,3,8,0,0,16,3,10,14,0,0,25,179,281,1397,0,4,1861,12,8,17,0,0,44,45,40,106,0,0,190,1645,1092,2694,0,7,5437
POA3143,576,301,289,3,4,1174,328,197,313,0,3,844,108,145,1062,8,3,1332,0,28,29,0,0,55,34,46,157,3,0,249,0,5,59,0,0,62,0,4,11,0,0,11,3,4,10,0,0,14,148,228,1332,12,4,1728,4,9,8,0,0,16,25,10,43,0,0,83,1087,752,1992,19,12,3854
POA3144,1023,398,289,3,4,1711,630,223,215,4,8,1080,152,143,641,35,11,980,0,0,13,0,0,17,55,39,90,9,6,198,0,4,7,0,0,8,3,0,7,0,0,13,0,3,7,0,0,12,217,194,760,39,13,1224,9,3,36,0,0,51,32,9,40,3,4,81,1906,825,1328,55,30,4154
POA3145,2093,612,139,10,4,2862,1710,552,182,17,5,2464,421,580,999,82,10,2092,5,41,27,0,4,78,176,132,155,17,3,480,3,16,24,3,4,47,16,8,17,0,3,44,17,18,5,0,0,41,638,792,1238,103,18,2782,29,17,11,0,0,64,89,59,36,0,3,183,4557,2027,1605,134,36,8359
POA3146,2429,613,281,0,8,3325,1993,496,409,3,6,2899,459,430,1141,3,4,2045,0,8,42,0,0,46,147,112,197,0,3,454,9,17,43,0,0,67,0,6,14,0,0,25,18,12,11,0,3,43,638,584,1440,9,5,2674,26,45,6,0,0,77,95,30,49,0,0,178,5188,1764,2179,6,18,9160
POA3147,1422,168,88,0,5,1686,1279,213,154,5,5,1656,423,191,150,7,5,778,139,102,196,0,3,442,134,45,32,7,0,222,6,32,64,0,0,105,6,4,3,0,0,20,10,0,3,0,0,18,720,377,450,15,8,1574,27,4,8,0,0,39,67,15,16,0,7,104,3506,786,724,21,25,5068
POA3148,687,108,39,0,4,844,560,282,100,0,0,939,354,276,98,0,6,735,112,57,87,0,0,250,105,54,16,0,0,187,5,0,3,0,0,6,20,10,0,0,3,26,7,5,0,0,0,11,598,398,207,0,5,1213,13,0,4,0,0,21,46,27,10,0,0,79,1906,819,359,0,10,3098
POA3149,4113,266,863,0,6,5249,2500,284,688,0,6,3477,1044,279,655,4,11,1988,35,14,30,0,0,83,318,58,158,0,6,543,6,0,22,0,0,28,22,7,3,0,0,35,25,0,12,0,0,37,1454,360,875,11,14,2711,36,3,15,0,0,54,190,22,49,0,7,267,8291,928,2488,7,33,11757
POA3150,8427,645,327,0,7,9408,5120,426,284,0,4,5839,2391,385,398,0,9,3183,67,7,11,0,0,77,646,90,63,0,0,805,17,3,3,0,0,25,68,10,8,0,0,88,49,8,3,0,0,64,3235,506,483,3,11,4242,86,119,81,5,5,291,329,70,35,0,3,441,17198,1766,1212,7,40,20216
POA3151,1382,227,7,0,3,1616,783,173,13,0,0,970,423,116,28,0,3,563,3,3,0,0,0,12,182,50,3,0,0,234,3,3,3,0,0,11,34,4,0,0,0,38,13,7,0,0,0,12,653,179,33,0,4,866,17,50,31,0,0,98,65,11,0,0,0,86,2904,632,86,0,11,3632
POA3152,3850,439,20,74,7,4393,3734,360,22,3,3,4127,1188,237,88,0,4,1513,92,66,0,0,0,161,256,34,4,3,0,301,8,15,0,0,0,26,21,14,3,40,0,71,25,3,0,0,0,32,1587,368,94,45,5,2103,34,314,17,0,0,362,161,90,13,4,3,266,9368,1576,164,130,16,11251
POA3153,1633,406,83,0,8,2126,2320,653,154,0,4,3139,830,463,183,0,9,1483,105,67,59,0,0,236,226,107,26,0,4,367,24,10,12,0,0,50,10,4,0,0,0,18,15,7,3,0,0,22,1211,660,296,3,10,2186,26,18,3,0,0,47,103,51,23,0,3,188,5301,1788,565,3,27,7687
POA3154,481,19,9,0,0,501,754,20,0,0,0,775,60,14,0,3,0,69,22,0,0,0,0,20,47,0,0,0,0,50,0,0,17,0,0,16,3,0,0,0,0,8,5,0,0,0,0,6,139,17,18,4,0,169,4,0,3,0,0,12,37,0,13,0,0,54,1407,55,43,4,0,1510
POA3155,2235,455,23,0,3,2707,2730,560,62,0,5,3358,884,596,57,0,7,1545,99,64,51,0,0,213,275,124,4,0,0,403,18,18,5,0,0,39,12,10,0,0,0,22,22,7,0,0,0,27,1300,816,115,3,12,2244,41,3,0,0,0,48,141,54,5,0,7,210,6446,1889,209,3,27,8572
POA3156,4141,166,28,8,8,4347,5758,286,14,4,3,6063,1144,195,22,0,3,1367,152,66,45,0,0,260,408,57,3,3,6,474,20,7,31,0,0,58,19,0,5,0,6,30,33,3,4,0,0,45,1771,335,107,7,15,2234,54,8,34,0,0,98,223,20,10,0,0,259,11952,814,193,18,32,12995
POA3158,756,3,3,0,0,767,1259,4,6,0,0,1276,137,7,6,0,0,148,9,0,3,0,0,14,66,3,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,225,7,8,0,0,246,6,0,0,0,0,6,29,0,0,0,0,31,2280,19,18,3,0,2318
POA3159,270,0,0,0,0,274,486,0,0,0,0,485,27,0,0,0,0,27,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,54,6,0,0,0,0,6,17,0,0,0,0,17,826,0,0,0,0,832
POA3160,965,8,0,0,3,974,1716,7,0,0,0,1727,164,10,6,0,0,181,3,21,0,0,0,28,101,4,0,3,0,103,6,0,0,0,3,12,3,0,0,0,0,3,12,0,0,0,0,12,288,37,6,4,7,333,22,0,0,0,0,23,63,3,0,0,0,66,3056,60,4,4,12,3131
POA3161,1204,481,214,3,8,1907,758,414,277,0,4,1456,207,386,1003,0,8,1602,0,34,8,0,0,44,85,124,188,0,0,400,3,0,45,0,0,51,3,0,10,0,0,16,15,19,7,0,0,32,310,566,1254,3,15,2149,18,10,19,0,3,52,51,38,48,0,18,157,2345,1513,1814,3,45,5719
POA3162,1476,728,143,0,6,2355,1122,647,169,3,0,1940,317,461,541,6,3,1334,0,38,20,0,0,57,142,174,96,9,5,414,6,11,9,0,0,21,8,6,4,0,0,19,9,6,9,0,3,31,480,691,677,13,10,1870,14,16,7,0,0,36,72,47,22,0,0,145,3167,2124,1012,22,18,6344
POA3163,2077,1017,297,5,3,3393,1702,1109,734,13,3,3568,596,1142,2753,20,5,4518,11,63,85,0,0,156,233,292,286,5,3,819,8,20,15,0,0,39,18,11,23,4,0,58,26,15,25,0,0,62,884,1537,3177,29,12,5646,17,19,21,0,0,60,104,90,96,0,3,294,4788,3773,4328,45,22,12954
POA3165,2916,327,306,0,4,3557,2630,587,474,3,14,3708,892,327,376,6,6,1605,26,25,23,0,0,74,264,60,85,3,3,408,12,3,6,0,0,21,17,4,0,0,0,23,31,9,6,0,0,47,1240,422,495,7,9,2174,22,6,9,0,0,29,156,31,27,0,4,219,6962,1374,1307,10,38,9687
POA3166,2216,332,86,4,7,2647,1913,455,229,0,8,2606,866,634,584,3,11,2099,21,98,55,0,0,183,302,118,86,7,3,514,11,31,5,0,0,50,16,5,12,0,0,38,24,7,3,0,0,36,1246,902,747,11,13,2919,31,8,8,0,0,52,131,49,23,0,4,208,5541,1747,1102,11,32,8430
POA3167,1271,50,11,0,0,1333,1002,89,10,0,3,1108,341,107,34,0,3,480,32,8,30,0,0,65,105,23,0,0,0,134,7,0,0,0,0,7,15,0,0,0,0,18,18,3,0,0,0,21,514,141,60,0,3,718,15,0,0,0,0,15,71,10,4,0,0,84,2879,288,90,0,5,3260
POA3168,968,299,63,0,0,1337,525,503,152,0,3,1185,660,1241,1099,0,24,3027,32,56,30,0,0,119,317,330,167,0,3,823,12,24,13,0,0,54,34,37,36,0,3,115,19,9,11,0,0,41,1080,1704,1359,3,34,4173,20,29,12,0,0,64,86,72,29,0,11,197,2681,2610,1619,3,44,6959
POA3169,2237,251,18,0,3,2511,1226,472,58,0,3,1764,619,662,285,0,6,1565,74,103,6,0,3,187,242,118,31,0,0,392,26,10,0,0,0,37,23,20,3,0,0,52,23,13,3,0,0,33,1003,922,323,3,14,2264,25,13,6,0,0,46,142,35,8,0,0,185,4629,1703,414,8,16,6765
POA3170,2275,235,4,0,0,2525,1870,501,7,0,5,2382,650,321,20,0,0,985,89,6,0,0,0,95,174,62,0,0,3,249,8,0,0,0,0,8,10,7,0,0,0,18,18,3,0,0,0,25,955,406,16,0,3,1384,22,17,0,0,0,42,140,29,3,0,0,175,5261,1195,35,7,7,6504
