POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3638,4,13,6,8,9,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,12,12,23,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,18,12,12,23,3,0,64,6,4,0,4,4,0,0,17,0,0,0,0,0,0,0,0,13,23,11,14,26,4,0,86
POA3639,5,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,12,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,5,8,0,3,0,0,23
POA3640,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,3,4,0,0,20,11,3,0,0,5,0,0,20,0,0,0,0,0,0,0,0,14,13,8,5,8,0,0,41
POA3641,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,10,6,3,8,0,0,30,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,13,6,6,8,0,0,38
POA3644,21,28,19,15,15,4,0,104,3,0,4,3,10,0,0,16,3,7,5,0,0,0,0,11,38,58,43,31,60,8,3,228,3,3,3,5,3,0,0,15,3,3,3,0,3,0,0,9,10,5,11,7,3,0,0,28,42,60,53,35,64,8,3,256,40,53,33,16,20,5,0,165,3,3,0,3,3,0,0,9,88,113,82,53,82,10,3,430
POA3646,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,6,0,0,14,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,13,5,3,6,0,0,28
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,8,3,0,5,6,0,0,19,0,0,0,0,0,0,0,0,8,3,0,9,8,0,0,19
POA3658,10,22,16,11,17,0,0,82,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,21,42,30,19,36,6,3,162,0,0,4,3,0,0,0,9,3,0,0,0,0,0,0,8,4,3,7,7,3,0,0,19,25,42,30,21,46,6,3,182,38,48,12,12,16,5,0,129,0,0,0,0,0,0,0,3,68,95,47,34,54,13,3,315
POA3659,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,11,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,4,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,21
POA3660,7,18,11,11,18,9,0,77,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,21,38,33,27,39,18,0,182,3,6,0,3,3,0,0,15,3,5,5,3,0,0,0,16,9,11,5,8,5,0,0,35,21,49,40,32,50,19,4,215,75,64,26,25,20,5,4,224,0,0,0,0,0,0,0,3,97,112,63,60,72,22,4,442
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3664,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,5,0,0,23,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,10,4,3,4,0,0,29
POA3665,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,3,0,4,0,0,0,10,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,20
POA3666,9,10,21,10,12,0,0,66,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,12,26,36,12,25,0,3,112,0,3,3,0,0,0,0,8,0,3,7,0,0,0,0,8,0,9,10,0,0,0,0,19,15,31,45,14,25,0,3,130,22,14,8,11,13,0,0,66,0,0,0,0,0,0,0,0,37,44,45,24,35,0,3,196
POA3669,3,4,4,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,3,6,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,9,11,10,3,6,0,0,40,3,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,13,7,7,6,0,0,52
POA3670,0,3,8,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,14,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,20
POA3672,25,39,30,24,45,4,0,163,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,34,68,52,55,68,9,3,287,0,8,0,5,0,0,0,13,5,8,5,0,0,0,0,20,8,14,7,5,4,0,0,34,37,85,63,52,76,9,3,327,96,89,33,26,24,12,0,281,0,0,0,0,0,0,0,0,134,172,91,84,97,19,3,606
POA3673,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,3,0,15,6,3,3,0,3,0,0,17,0,0,0,0,3,0,0,5,8,13,9,3,5,3,0,39
POA3675,6,7,4,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,8,4,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,6,5,9,6,4,0,45,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,14,14,9,11,6,7,0,58
POA3677,41,95,47,44,55,16,4,298,8,15,4,0,4,0,0,26,0,0,0,3,0,0,0,3,63,143,83,83,101,30,7,504,4,12,12,3,6,0,0,38,10,20,12,3,3,0,0,43,14,32,23,8,5,0,0,78,77,173,99,86,111,29,7,587,120,99,67,42,54,7,3,387,9,4,6,3,0,0,0,16,196,281,172,130,166,37,7,991
POA3678,7,15,11,6,8,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,28,18,9,14,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,6,10,28,16,15,17,0,0,89,11,9,9,0,7,0,0,34,0,0,0,0,0,0,0,0,21,32,24,13,18,0,0,119
POA3682,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,12,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,18
POA3683,3,0,0,0,7,0,3,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,6,3,3,8,0,3,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,13,0,3,35,9,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,9,14,3,3,16,0,3,53
POA3685,0,13,9,5,3,0,0,32,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,35,17,6,15,0,0,84,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,8,6,33,17,11,20,0,0,87,11,10,8,3,6,0,0,42,0,0,0,0,0,0,0,0,23,45,27,10,23,4,0,128
POA3687,0,7,3,5,14,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,21,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,22,0,0,46,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,11,7,22,0,0,55
POA3688,3,5,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,3,3,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,6,10,6,4,3,0,0,28,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,11,8,3,5,3,0,42
POA3690,105,185,117,70,100,26,4,607,16,7,0,3,3,0,0,36,3,4,6,3,7,0,0,24,162,321,217,154,247,65,20,1187,14,22,18,15,12,0,0,87,25,28,13,11,5,3,3,88,44,50,31,25,24,4,4,172,204,375,248,179,265,66,19,1361,251,262,125,74,67,21,5,806,6,3,3,0,0,0,0,12,464,639,378,257,329,88,25,2179
POA3691,9,32,30,11,11,0,0,96,0,3,0,0,0,0,0,6,3,0,0,0,4,0,0,7,19,56,48,25,32,3,3,187,3,4,0,0,0,0,0,10,0,3,4,0,0,5,0,8,3,5,3,3,0,5,0,16,24,60,49,29,36,8,3,205,28,22,21,13,11,0,0,98,0,0,0,0,0,0,0,0,54,82,68,45,45,6,3,303
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3695,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,13
POA3697,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,17
POA3698,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,18
POA3699,3,10,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,6,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,3,6,12,0,0,39,0,4,3,3,5,4,0,17,0,0,0,0,0,0,0,0,5,15,7,8,15,3,0,56
POA3700,4,7,3,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,3,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,7,3,6,0,0,35,0,10,0,3,7,0,0,25,0,0,0,0,0,0,0,0,8,22,9,3,12,0,0,58
POA3701,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,0,13,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,3,4,3,3,0,24
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,6
POA3707,0,5,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,12,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,4,10,0,0,37,11,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,12,7,4,14,0,0,48
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,5
POA3711,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,13
POA3712,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3713,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,17
POA3714,0,8,6,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,6,12,4,0,44,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,3,5,0,0,0,0,12,4,15,8,7,11,4,0,60,10,6,3,0,3,0,0,23,0,0,0,0,3,0,0,3,11,29,10,15,18,4,0,84
POA3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3717,4,11,7,8,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,11,13,7,0,53,0,7,3,0,3,0,0,11,0,3,4,0,0,0,0,7,0,11,6,0,3,0,0,18,4,32,12,9,14,4,0,75,3,10,3,3,3,0,0,20,0,0,0,0,0,0,0,0,5,38,18,14,14,4,0,95
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3719,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,5,0,0,0,4,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,12
POA3720,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,9,3,5,4,0,0,0,19
POA3722,6,34,12,5,15,0,0,79,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,9,47,22,15,27,4,4,124,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,8,9,49,21,13,27,4,4,132,13,10,5,4,8,0,0,43,0,0,0,0,0,0,0,4,20,60,35,17,30,7,4,175
POA3723,0,6,13,0,4,0,0,26,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,3,10,16,3,12,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,13,15,3,12,0,0,50,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,21,15,10,12,0,0,60
POA3725,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,7,3,0,0,0,16
POA3726,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11
POA3728,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,3,0,18,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,3,3,16,4,0,4,3,0,31
POA3730,26,38,21,11,14,3,0,126,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,38,61,40,36,28,7,0,215,0,12,3,0,3,0,0,24,3,0,0,0,0,0,0,5,3,14,3,0,3,0,0,25,42,72,46,39,34,10,0,241,53,36,6,13,8,0,0,120,0,0,0,0,0,0,0,4,95,113,50,51,44,10,0,359
POA3732,0,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,3,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,9,3,5,8,0,0,27
POA3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
POA3735,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14
POA3737,3,19,9,6,10,3,3,57,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,8,23,11,15,22,8,3,92,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,28,11,15,19,8,3,96,17,20,5,7,3,3,0,65,5,0,0,0,0,0,0,5,34,48,20,28,25,7,4,164
POA3738,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6
POA3739,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,17
POA3740,4,9,5,0,0,0,0,16,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,11,7,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,4,0,0,0,32,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,8,14,10,4,0,0,0,43
POA3741,7,17,10,8,11,3,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,25,23,13,17,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,23,13,17,3,0,85,4,7,3,3,0,0,0,14,0,0,0,0,0,0,0,0,14,33,23,12,16,3,0,101
POA3744,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9
